time_captured,07_c75_hrm_accZ
1970-01-01 00:00:00.000000000,1023.26647599624
1970-01-01 00:00:00.000000001,680.080683161089
1970-01-01 00:00:00.000000002,744.748527754283
1970-01-01 00:00:00.000000003,1448.52674576581
1970-01-01 00:00:00.000000004,1047.09020312472
1970-01-01 00:00:00.000000005,915.747246503518
1970-01-01 00:00:00.000000006,919.514
1970-01-01 00:00:00.000000007,676.971486381894
1970-01-01 00:00:00.000000008,1632.90073411171
1970-01-01 00:00:00.000000009,583.77
1970-01-01 00:00:00.000000010,1240.16507751047
1970-01-01 00:00:00.000000011,551.588201973895
1970-01-01 00:00:00.000000012,628.978780693085
1970-01-01 00:00:00.000000013,203.183352425314
1970-01-01 00:00:00.000000014,1019.60641605488
1970-01-01 00:00:00.000000015,1215.37674672884
1970-01-01 00:00:00.000000016,1437.65905440435
1970-01-01 00:00:00.000000017,1272.97318413694
1970-01-01 00:00:00.000000018,338.062
1970-01-01 00:00:00.000000019,831.2407059304
1970-01-01 00:00:00.000000020,1044.0756166625
1970-01-01 00:00:00.000000021,1354.02991672785
1970-01-01 00:00:00.000000022,936.845948649058
1970-01-01 00:00:00.000000023,929.800252116221
1970-01-01 00:00:00.000000024,642.129731322667
1970-01-01 00:00:00.000000025,547.996494545832
1970-01-01 00:00:00.000000026,771.371501640939
1970-01-01 00:00:00.000000027,430.416
1970-01-01 00:00:00.000000028,1818.0840382767
1970-01-01 00:00:00.000000029,1098.51451145436
1970-01-01 00:00:00.000000030,719.640524640888
1970-01-01 00:00:00.000000031,663.218768630817
1970-01-01 00:00:00.000000032,927.110426266579
1970-01-01 00:00:00.000000033,1622.69421661196
1970-01-01 00:00:00.000000034,1263.64789841889
1970-01-01 00:00:00.000000035,1060.04164557905
1970-01-01 00:00:00.000000036,567.976219232771
1970-01-01 00:00:00.000000037,624.281162431141
1970-01-01 00:00:00.000000038,639.523668847952
1970-01-01 00:00:00.000000039,715.774
1970-01-01 00:00:00.000000040,1695.40042260145
1970-01-01 00:00:00.000000041,1459.61771387677
1970-01-01 00:00:00.000000042,844.05561848016
1970-01-01 00:00:00.000000043,557.137137112168
1970-01-01 00:00:00.000000044,1024.32718708976
1970-01-01 00:00:00.000000045,1142.80101925844
1970-01-01 00:00:00.000000046,1229.29007497442
1970-01-01 00:00:00.000000047,877.742741691087
1970-01-01 00:00:00.000000048,939.034
1970-01-01 00:00:00.000000049,548.860406363611
1970-01-01 00:00:00.000000050,744.551535851582
1970-01-01 00:00:00.000000051,675.993634873096
1970-01-01 00:00:00.000000052,1618.42260208488
1970-01-01 00:00:00.000000053,1163.71871577462
1970-01-01 00:00:00.000000054,940.547894428733
1970-01-01 00:00:00.000000055,778.189471389218
1970-01-01 00:00:00.000000056,714.775646037985
1970-01-01 00:00:00.000000057,673.44
1970-01-01 00:00:00.000000058,1897.02547955542
1970-01-01 00:00:00.000000059,1197.24938564627
