time_captured,05_unb_raw_accX
1970-01-01 00:00:00.000000411,-39.406
1970-01-01 00:00:00.000000412,-18.056
1970-01-01 00:00:00.000000413,46.36
1970-01-01 00:00:00.000000414,221.308
1970-01-01 00:00:00.000000415,1058.716
1970-01-01 00:00:00.000000416,1434.476
1970-01-01 00:00:00.000000417,271.206
1970-01-01 00:00:00.000000418,-1043.588
1970-01-01 00:00:00.000000419,-1006.866
1970-01-01 00:00:00.000000420,-689.91
1970-01-01 00:00:00.000000421,-994.666
1970-01-01 00:00:00.000000422,-619.516
1970-01-01 00:00:00.000000423,861.686
1970-01-01 00:00:00.000000424,889.99
1970-01-01 00:00:00.000000425,267.058
1970-01-01 00:00:00.000000426,-407.968
1970-01-01 00:00:00.000000427,-942.328
1970-01-01 00:00:00.000000428,-346.236
1970-01-01 00:00:00.000000429,-343.674
1970-01-01 00:00:00.000000430,211.426
1970-01-01 00:00:00.000000431,219.722
1970-01-01 00:00:00.000000432,418.338
1970-01-01 00:00:00.000000433,1494.378
1970-01-01 00:00:00.000000434,1251.598
1970-01-01 00:00:00.000000435,-220.332
1970-01-01 00:00:00.000000436,-1300.154
1970-01-01 00:00:00.000000437,-642.086
1970-01-01 00:00:00.000000438,-642.086
1970-01-01 00:00:00.000000439,-855.586
1970-01-01 00:00:00.000000440,169.824
1970-01-01 00:00:00.000000441,874.374
1970-01-01 00:00:00.000000442,1132.282
1970-01-01 00:00:00.000000443,-243.268
1970-01-01 00:00:00.000000444,-752.496
1970-01-01 00:00:00.000000445,-874.008
1970-01-01 00:00:00.000000446,13.42
1970-01-01 00:00:00.000000447,13.42
1970-01-01 00:00:00.000000448,50.63
1970-01-01 00:00:00.000000449,243.878
1970-01-01 00:00:00.000000450,1250.744
1970-01-01 00:00:00.000000451,1263.798
1970-01-01 00:00:00.000000452,502.152
1970-01-01 00:00:00.000000453,-669.048
1970-01-01 00:00:00.000000454,-926.224
1970-01-01 00:00:00.000000455,-801.54
1970-01-01 00:00:00.000000456,-979.538
1970-01-01 00:00:00.000000457,-698.084
1970-01-01 00:00:00.000000458,-331.108
1970-01-01 00:00:00.000000459,1199.138
1970-01-01 00:00:00.000000460,408.09
1970-01-01 00:00:00.000000461,-393.45
1970-01-01 00:00:00.000000462,-805.566
1970-01-01 00:00:00.000000463,-370.88
1970-01-01 00:00:00.000000464,-223.138
1970-01-01 00:00:00.000000465,-39.894
1970-01-01 00:00:00.000000466,23.18
1970-01-01 00:00:00.000000467,307.44
1970-01-01 00:00:00.000000468,611.464
1970-01-01 00:00:00.000000469,1328.946
1970-01-01 00:00:00.000000470,-242.78
1970-01-01 00:00:00.000000471,-1044.808
1970-01-01 00:00:00.000000472,-1037.122
1970-01-01 00:00:00.000000473,-682.712
1970-01-01 00:00:00.000000474,-880.352
