time_captured,PFE_Low
2006-01-03,23.6
2006-01-04,23.95
2006-01-05,24.44
2006-01-06,24.63
2006-01-09,24.52
2006-01-10,24.32
2006-01-11,24.55
2006-01-12,24.47
2006-01-13,24.44
2006-01-17,24.07
2006-01-18,23.85
2006-01-19,24.63
2006-01-20,24.62
2006-01-23,24.75
2006-01-24,24.5
2006-01-25,24.29
2006-01-26,24.79
2006-01-27,25.35
2006-01-30,25.76
2006-01-31,25.51
2006-02-01,25.68
2006-02-02,25.55
2006-02-03,25.27
2006-02-06,24.95
2006-02-07,25.04
2006-02-08,25.6
2006-02-09,26.24
2006-02-10,25.35
2006-02-13,25.19
2006-02-14,25.44
2006-02-15,25.22
2006-02-16,25.37
2006-02-17,25.45
2006-02-21,25.59
2006-02-22,25.68
2006-02-23,26.04
2006-02-24,26.08
2006-02-27,26.36
2006-02-28,26.14
2006-03-01,25.82
2006-03-02,25.9
2006-03-03,25.88
2006-03-06,25.94
2006-03-07,25.82
2006-03-08,25.99
2006-03-09,26.13
2006-03-10,25.91
2006-03-13,25.87
2006-03-14,25.77
2006-03-15,25.85
2006-03-16,25.87
2006-03-17,26.09
2006-03-20,26.3
2006-03-21,26.14
2006-03-22,26.24
2006-03-23,25.96
2006-03-24,25.85
2006-03-27,25.69
2006-03-28,25.3
2006-03-29,25.11
2006-03-30,25.2
2006-03-31,24.83
2006-04-03,25.03
2006-04-04,25.01
2006-04-05,25.03
2006-04-06,24.91
2006-04-07,24.65
2006-04-10,24.51
2006-04-11,24.18
2006-04-12,24.29
2006-04-13,24.25
2006-04-17,24.34
2006-04-18,24.42
2006-04-19,24.62
2006-04-20,24.71
2006-04-21,24.75
2006-04-24,24.54
2006-04-25,24.68
2006-04-26,24.65
2006-04-27,24.86
2006-04-28,24.86
2006-05-01,24.99
2006-05-02,25.01
2006-05-03,25.11
2006-05-04,25.17
2006-05-05,25.27
2006-05-08,25.38
2006-05-09,25.43
2006-05-10,24.87
2006-05-11,24.7
2006-05-12,24.42
2006-05-15,24.52
2006-05-16,24.6
2006-05-17,24.15
2006-05-18,23.85
2006-05-19,23.6
2006-05-22,23.7
2006-05-23,23.72
2006-05-24,23.63
2006-05-25,23.6
2006-05-26,23.77
2006-05-30,23.54
2006-05-31,23.52
2006-06-01,23.72
2006-06-02,23.87
2006-06-05,23.85
2006-06-06,23.66
2006-06-07,23.89
2006-06-08,23.32
2006-06-09,23.46
2006-06-12,23.21
2006-06-13,23.03
2006-06-14,22.97
2006-06-15,23.15
2006-06-16,23.24
2006-06-19,22.89
2006-06-20,22.84
2006-06-21,22.64
2006-06-22,22.63
2006-06-23,22.51
2006-06-26,22.94
2006-06-27,22.71
2006-06-28,22.82
2006-06-29,22.88
2006-06-30,23.28
2006-07-03,23.4
2006-07-05,23.43
2006-07-06,23.6
2006-07-07,23.6
2006-07-10,23.76
2006-07-11,23.22
2006-07-12,23.12
2006-07-13,22.71
2006-07-14,22.16
2006-07-17,22.28
2006-07-18,22.33
2006-07-19,22.65
2006-07-20,23.5
2006-07-21,23.69
2006-07-24,23.81
2006-07-25,24.7
2006-07-26,24.88
2006-07-27,25.13
2006-07-28,25.67
2006-07-31,25.91
2006-08-01,25.92
2006-08-02,25.32
2006-08-03,25.42
2006-08-04,25.73
2006-08-07,25.94
2006-08-08,25.97
2006-08-09,26.01
2006-08-10,25.61
2006-08-11,25.53
2006-08-14,25.85
2006-08-15,26.13
2006-08-16,26.35
2006-08-17,26.7
2006-08-18,26.66
2006-08-21,26.59
2006-08-22,26.64
2006-08-23,26.86
2006-08-24,27.01
2006-08-25,27.0
2006-08-28,27.1
2006-08-29,27.49
2006-08-30,27.6
2006-08-31,27.51
2006-09-01,27.58
2006-09-05,27.64
2006-09-06,27.68
2006-09-07,27.32
2006-09-08,27.4
2006-09-11,27.5
2006-09-12,27.91
2006-09-13,28.09
2006-09-14,27.81
2006-09-15,28.01
2006-09-18,27.95
2006-09-19,27.8
2006-09-20,28.16
2006-09-21,28.1
2006-09-22,28.03
2006-09-25,28.12
2006-09-26,28.22
2006-09-27,28.21
2006-09-28,28.13
2006-09-29,28.25
2006-10-02,28.2
2006-10-03,28.25
2006-10-04,28.03
2006-10-05,27.75
2006-10-06,27.59
2006-10-09,27.46
2006-10-10,27.27
2006-10-11,27.2
2006-10-12,27.27
2006-10-13,27.37
2006-10-16,27.38
2006-10-17,27.44
2006-10-18,27.73
2006-10-19,27.6
2006-10-20,27.0
2006-10-23,27.49
2006-10-24,27.0
2006-10-25,27.06
2006-10-26,27.07
2006-10-27,27.14
2006-10-30,27.11
2006-10-31,26.38
2006-11-01,26.52
2006-11-02,26.43
2006-11-03,26.46
2006-11-06,26.55
2006-11-07,27.0
2006-11-08,26.43
2006-11-09,25.0
2006-11-10,25.4
2006-11-13,25.57
2006-11-14,25.67
2006-11-15,26.17
2006-11-16,26.43
2006-11-17,26.69
2006-11-20,27.02
2006-11-21,26.87
2006-11-22,26.95
2006-11-24,26.86
2006-11-27,26.77
2006-11-28,26.82
2006-11-29,26.9
2006-11-30,27.36
2006-12-01,27.5
2006-12-04,23.5
2006-12-05,24.58
2006-12-06,24.65
2006-12-07,24.72
2006-12-08,24.8
2006-12-11,24.96
2006-12-12,24.96
2006-12-13,25.19
2006-12-14,25.4
2006-12-15,25.54
2006-12-18,25.57
2006-12-19,25.75
2006-12-20,26.13
2006-12-21,26.0
2006-12-22,25.91
2006-12-26,25.8
2006-12-27,25.82
2006-12-28,25.85
2006-12-29,25.82
2007-01-03,25.98
2007-01-04,26.29
2007-01-05,26.17
2007-01-08,25.89
2007-01-09,26.04
2007-01-10,26.0
2007-01-11,25.78
2007-01-12,26.38
2007-01-16,26.51
2007-01-17,26.67
2007-01-18,26.84
2007-01-19,27.12
2007-01-22,26.66
2007-01-23,26.02
2007-01-24,26.27
2007-01-25,26.29
2007-01-26,26.0
2007-01-29,26.0
2007-01-30,26.0
2007-01-31,26.0
2007-02-01,26.31
2007-02-02,26.61
2007-02-05,26.66
2007-02-06,26.72
2007-02-07,26.31
2007-02-08,26.33
2007-02-09,26.34
2007-02-12,26.14
2007-02-13,26.21
2007-02-14,26.29
2007-02-15,26.35
2007-02-16,26.16
2007-02-20,26.11
2007-02-21,26.04
2007-02-22,25.81
2007-02-23,25.56
2007-02-26,25.62
2007-02-27,25.0
2007-02-28,24.94
2007-03-01,24.55
2007-03-02,24.72
2007-03-05,24.61
2007-03-06,24.79
2007-03-07,25.21
2007-03-08,25.31
2007-03-09,25.38
2007-03-12,25.2
2007-03-13,24.86
2007-03-14,24.65
2007-03-15,24.73
2007-03-16,24.9
2007-03-19,24.95
2007-03-20,25.2
2007-03-21,25.26
2007-03-22,25.57
2007-03-23,25.5
2007-03-26,25.35
2007-03-27,25.39
2007-03-28,25.12
2007-03-29,25.16
2007-03-30,25.02
2007-04-02,25.23
2007-04-03,25.4
2007-04-04,25.53
2007-04-05,25.69
2007-04-09,25.86
2007-04-10,25.89
2007-04-11,25.77
2007-04-12,25.94
2007-04-13,26.63
2007-04-16,26.7
2007-04-17,26.82
2007-04-18,26.53
2007-04-19,26.56
2007-04-20,26.67
2007-04-23,26.26
2007-04-24,26.06
2007-04-25,25.98
2007-04-26,26.34
2007-04-27,26.43
2007-04-30,26.43
2007-05-01,26.28
2007-05-02,26.36
2007-05-03,26.59
2007-05-04,26.81
2007-05-07,26.94
2007-05-08,27.19
2007-05-09,27.01
2007-05-10,26.76
2007-05-11,26.75
2007-05-14,27.0
2007-05-15,27.07
2007-05-16,27.11
2007-05-17,27.22
2007-05-18,27.31
2007-05-21,27.39
2007-05-22,27.23
2007-05-23,27.26
2007-05-24,27.18
2007-05-25,27.24
2007-05-29,27.43
2007-05-30,27.1
2007-05-31,27.34
2007-06-01,27.44
2007-06-04,27.45
2007-06-05,27.13
2007-06-06,26.68
2007-06-07,26.24
2007-06-08,26.15
2007-06-11,26.31
2007-06-12,26.08
2007-06-13,25.95
2007-06-14,26.25
2007-06-15,26.37
2007-06-18,26.13
2007-06-19,26.1
2007-06-20,25.68
2007-06-21,25.46
2007-06-22,25.38
2007-06-25,25.31
2007-06-26,25.36
2007-06-27,25.38
2007-06-28,25.5
2007-06-29,25.36
2007-07-02,25.54
2007-07-03,25.77
2007-07-05,25.73
2007-07-06,25.7
2007-07-09,25.77
2007-07-10,25.53
2007-07-11,25.38
2007-07-12,25.38
2007-07-13,25.78
2007-07-16,25.81
2007-07-17,25.92
2007-07-18,24.72
2007-07-19,24.93
2007-07-20,24.88
2007-07-23,24.9
2007-07-24,24.88
2007-07-25,24.72
2007-07-26,24.1
2007-07-27,23.79
2007-07-30,23.54
2007-07-31,23.5
2007-08-01,23.37
2007-08-02,23.55
2007-08-03,23.49
2007-08-06,23.55
2007-08-07,23.95
2007-08-08,24.18
2007-08-09,24.14
2007-08-10,23.75
2007-08-13,23.79
2007-08-14,23.53
2007-08-15,23.48
2007-08-16,23.13
2007-08-17,23.58
2007-08-20,23.86
2007-08-21,24.02
2007-08-22,24.35
2007-08-23,24.46
2007-08-24,24.5
2007-08-27,24.66
2007-08-28,24.35
2007-08-29,24.27
2007-08-30,24.4
2007-08-31,24.65
2007-09-04,24.69
2007-09-05,24.52
2007-09-06,24.52
2007-09-07,24.11
2007-09-10,23.9
2007-09-11,23.93
2007-09-12,24.06
2007-09-13,24.1
2007-09-14,23.98
2007-09-17,23.85
2007-09-18,23.96
2007-09-19,24.56
2007-09-20,24.45
2007-09-21,24.52
2007-09-24,24.31
2007-09-25,24.15
2007-09-26,24.31
2007-09-27,24.6
2007-09-28,24.35
2007-10-01,24.45
2007-10-02,24.69
2007-10-03,24.79
2007-10-04,25.12
2007-10-05,25.42
2007-10-08,25.36
2007-10-09,25.34
2007-10-10,25.31
2007-10-11,25.35
2007-10-12,25.16
2007-10-15,24.86
2007-10-16,24.53
2007-10-17,24.43
2007-10-18,24.52
2007-10-19,23.36
2007-10-22,23.87
2007-10-23,23.92
2007-10-24,23.61
2007-10-25,23.99
2007-10-26,24.12
2007-10-29,24.22
2007-10-30,24.35
2007-10-31,24.42
2007-11-01,23.91
2007-11-02,23.6
2007-11-05,23.52
2007-11-06,23.65
2007-11-07,23.29
2007-11-08,22.99
2007-11-09,22.8
2007-11-12,22.8
2007-11-13,23.13
2007-11-14,23.55
2007-11-15,23.22
2007-11-16,23.05
2007-11-19,22.63
2007-11-20,22.42
2007-11-21,22.29
2007-11-23,22.76
2007-11-26,22.24
2007-11-27,22.35
2007-11-28,22.87
2007-11-29,23.24
2007-11-30,23.62
2007-12-03,23.4
2007-12-04,23.34
2007-12-05,23.53
2007-12-06,23.82
2007-12-07,24.05
2007-12-10,24.17
2007-12-11,23.77
2007-12-12,23.56
2007-12-13,23.44
2007-12-14,23.03
2007-12-17,22.92
2007-12-18,22.98
2007-12-19,23.01
2007-12-20,23.05
2007-12-21,23.13
2007-12-24,23.12
2007-12-26,23.09
2007-12-27,22.9
2007-12-28,22.82
2007-12-31,22.69
2008-01-02,22.7
2008-01-03,22.91
2008-01-04,22.74
2008-01-07,22.9
2008-01-08,23.3
2008-01-09,23.5
2008-01-10,23.61
2008-01-11,23.76
2008-01-14,23.8
2008-01-15,23.52
2008-01-16,23.35
2008-01-17,22.88
2008-01-18,22.46
2008-01-22,21.56
2008-01-23,22.02
2008-01-24,22.63
2008-01-25,22.4
2008-01-28,22.56
2008-01-29,22.93
2008-01-30,22.96
2008-01-31,22.76
2008-02-01,23.12
2008-02-04,23.5
2008-02-05,22.96
2008-02-06,22.58
2008-02-07,22.45
2008-02-08,22.18
2008-02-11,22.03
2008-02-12,22.25
2008-02-13,22.62
2008-02-14,22.31
2008-02-15,22.31
2008-02-19,22.33
2008-02-20,22.17
2008-02-21,22.31
2008-02-22,22.16
2008-02-25,22.5
2008-02-26,22.63
2008-02-27,22.6
2008-02-28,22.43
2008-02-29,22.2
2008-03-03,22.12
2008-03-04,22.05
2008-03-05,21.8
2008-03-06,21.57
2008-03-07,21.2
2008-03-10,21.14
2008-03-11,21.22
2008-03-12,21.16
2008-03-13,20.79
2008-03-14,20.5
2008-03-17,20.19
2008-03-18,20.69
2008-03-19,20.55
2008-03-20,20.48
2008-03-24,20.48
2008-03-25,20.65
2008-03-26,20.59
2008-03-27,20.55
2008-03-28,20.47
2008-03-31,20.48
2008-04-01,20.84
2008-04-02,21.18
2008-04-03,20.93
2008-04-04,21.24
2008-04-07,21.28
2008-04-08,20.9
2008-04-09,20.72
2008-04-10,20.8
2008-04-11,20.44
2008-04-14,20.45
2008-04-15,20.57
2008-04-16,20.74
2008-04-17,20.22
2008-04-18,20.3
2008-04-21,20.13
2008-04-22,19.79
2008-04-23,19.81
2008-04-24,19.88
2008-04-25,20.16
2008-04-28,20.2
2008-04-29,20.0
2008-04-30,20.02
2008-05-01,20.1
2008-05-02,20.36
2008-05-05,20.45
2008-05-06,20.26
2008-05-07,19.88
2008-05-08,19.88
2008-05-09,19.7
2008-05-12,19.78
2008-05-13,19.86
2008-05-14,19.97
2008-05-15,19.93
2008-05-16,19.95
2008-05-19,19.94
2008-05-20,20.01
2008-05-21,19.92
2008-05-22,19.61
2008-05-23,19.52
2008-05-27,19.25
2008-05-28,19.16
2008-05-29,19.31
2008-05-30,19.29
2008-06-02,19.03
2008-06-03,18.93
2008-06-04,18.69
2008-06-05,18.45
2008-06-06,17.95
2008-06-09,17.96
2008-06-10,17.71
2008-06-11,17.5
2008-06-12,17.6
2008-06-13,17.65
2008-06-16,17.7
2008-06-17,17.67
2008-06-18,17.74
2008-06-19,17.7
2008-06-20,17.3
2008-06-23,17.3
2008-06-24,17.34
2008-06-25,17.6
2008-06-26,17.17
2008-06-27,17.12
2008-06-30,17.26
2008-07-01,17.36
2008-07-02,17.6
2008-07-03,17.6
2008-07-07,17.26
2008-07-08,17.46
2008-07-09,18.0
2008-07-10,17.84
2008-07-11,17.68
2008-07-14,17.59
2008-07-15,17.34
2008-07-16,17.41
2008-07-17,18.0
2008-07-18,18.07
2008-07-21,17.99
2008-07-22,17.89
2008-07-23,18.61
2008-07-24,18.75
2008-07-25,18.72
2008-07-28,18.34
2008-07-29,18.34
2008-07-30,18.53
2008-07-31,18.61
2008-08-01,18.53
2008-08-04,18.55
2008-08-05,19.04
2008-08-06,19.21
2008-08-07,19.11
2008-08-08,19.19
2008-08-11,19.69
2008-08-12,19.67
2008-08-13,19.56
2008-08-14,19.51
2008-08-15,19.86
2008-08-18,19.56
2008-08-19,19.3
2008-08-20,19.06
2008-08-21,19.04
2008-08-22,19.36
2008-08-25,19.37
2008-08-26,19.2
2008-08-27,18.95
2008-08-28,19.1
2008-08-29,19.07
2008-09-02,19.13
2008-09-03,19.05
2008-09-04,18.66
2008-09-05,18.45
2008-09-08,18.76
2008-09-09,18.24
2008-09-10,18.1
2008-09-11,17.98
2008-09-12,18.2
2008-09-15,18.05
2008-09-16,17.5
2008-09-17,17.16
2008-09-18,17.31
2008-09-19,17.7
2008-09-22,18.02
2008-09-23,18.01
2008-09-24,17.75
2008-09-25,18.09
2008-09-26,18.21
2008-09-29,17.65
2008-09-30,17.75
2008-10-01,18.08
2008-10-02,18.7
2008-10-03,18.83
2008-10-06,17.77
2008-10-07,17.65
2008-10-08,17.13
2008-10-09,15.49
2008-10-10,14.31
2008-10-13,15.88
2008-10-14,16.81
2008-10-15,16.16
2008-10-16,15.61
2008-10-17,16.24
2008-10-20,16.86
2008-10-21,17.32
2008-10-22,16.5
2008-10-23,16.1
2008-10-24,15.68
2008-10-27,16.04
2008-10-28,16.1
2008-10-29,17.13
2008-10-30,17.32
2008-10-31,17.6
2008-11-03,17.57
2008-11-04,17.92
2008-11-05,16.92
2008-11-06,16.22
2008-11-07,16.4
2008-11-10,16.35
2008-11-11,16.11
2008-11-12,15.81
2008-11-13,15.3
2008-11-14,16.22
2008-11-17,15.86
2008-11-18,15.61
2008-11-19,15.51
2008-11-20,14.26
2008-11-21,14.51
2008-11-24,15.44
2008-11-25,15.6
2008-11-26,15.5
2008-11-28,15.79
2008-12-01,15.2
2008-12-02,15.45
2008-12-03,15.82
2008-12-04,16.14
2008-12-05,15.82
2008-12-08,16.72
2008-12-09,16.4
2008-12-10,16.37
2008-12-11,16.19
2008-12-12,16.28
2008-12-15,16.5
2008-12-16,16.74
2008-12-17,17.0
2008-12-18,16.94
2008-12-19,17.16
2008-12-22,16.9
2008-12-23,17.0
2008-12-24,16.93
2008-12-26,16.97
2008-12-29,17.01
2008-12-30,17.33
2008-12-31,17.57
2009-01-02,17.7
2009-01-05,17.88
2009-01-06,17.71
2009-01-07,17.4
2009-01-08,17.33
2009-01-09,17.35
2009-01-12,17.22
2009-01-13,17.28
2009-01-14,17.0
2009-01-15,16.52
2009-01-16,17.17
2009-01-20,17.12
2009-01-21,16.9
2009-01-22,17.02
2009-01-23,16.55
2009-01-26,15.29
2009-01-27,15.55
2009-01-28,15.01
2009-01-29,15.02
2009-01-30,14.5
2009-02-02,14.52
2009-02-03,14.4
2009-02-04,14.53
2009-02-05,14.33
2009-02-06,14.45
2009-02-09,14.61
2009-02-10,13.74
2009-02-11,14.12
2009-02-12,14.1
2009-02-13,14.5
2009-02-17,14.05
2009-02-18,14.06
2009-02-19,13.98
2009-02-20,13.6
2009-02-23,13.25
2009-02-24,13.13
2009-02-25,12.9
2009-02-26,12.68
2009-02-27,12.28
2009-03-02,11.62
2009-03-03,11.68
2009-03-04,11.93
2009-03-05,12.25
2009-03-06,12.36
2009-03-09,12.38
2009-03-10,12.59
2009-03-11,12.73
2009-03-12,12.94
2009-03-13,13.84
2009-03-16,14.13
2009-03-17,13.88
2009-03-18,13.72
2009-03-19,13.41
2009-03-20,13.5
2009-03-23,13.67
2009-03-24,13.84
2009-03-25,13.89
2009-03-26,14.2
2009-03-27,13.95
2009-03-30,13.55
2009-03-31,13.56
2009-04-01,13.43
2009-04-02,13.72
2009-04-03,13.45
2009-04-06,13.54
2009-04-07,13.46
2009-04-08,13.36
2009-04-09,13.35
2009-04-13,13.42
2009-04-14,13.21
2009-04-15,13.32
2009-04-16,13.56
2009-04-17,13.9
2009-04-20,13.56
2009-04-21,13.1
2009-04-22,13.04
2009-04-23,12.75
2009-04-24,12.99
2009-04-27,13.21
2009-04-28,13.14
2009-04-29,13.15
2009-04-30,13.28
2009-05-01,13.25
2009-05-04,13.62
2009-05-05,13.93
2009-05-06,13.76
2009-05-07,13.85
2009-05-08,14.25
2009-05-11,14.1
2009-05-12,14.2
2009-05-13,14.98
2009-05-14,15.19
2009-05-15,14.89
2009-05-18,14.98
2009-05-19,15.02
2009-05-20,15.02
2009-05-21,14.68
2009-05-22,14.67
2009-05-26,14.73
2009-05-27,14.59
2009-05-28,14.57
2009-05-29,14.65
2009-06-01,14.7
2009-06-02,14.82
2009-06-03,14.65
2009-06-04,14.6
2009-06-05,14.34
2009-06-08,14.12
2009-06-09,14.1
2009-06-10,13.94
2009-06-11,14.05
2009-06-12,14.51
2009-06-15,14.02
2009-06-16,14.11
2009-06-17,14.21
2009-06-18,14.58
2009-06-19,14.97
2009-06-22,14.68
2009-06-23,14.6
2009-06-24,14.62
2009-06-25,14.6
2009-06-26,14.98
2009-06-29,14.97
2009-06-30,14.77
2009-07-01,14.73
2009-07-02,14.44
2009-07-06,14.27
2009-07-07,14.45
2009-07-08,14.5
2009-07-09,14.22
2009-07-10,14.11
2009-07-13,14.2
2009-07-14,14.62
2009-07-15,14.69
2009-07-16,14.88
2009-07-17,14.86
2009-07-20,14.75
2009-07-21,15.36
2009-07-22,15.6
2009-07-23,15.91
2009-07-24,16.03
2009-07-27,16.22
2009-07-28,15.96
2009-07-29,15.64
2009-07-30,15.89
2009-07-31,15.9
2009-08-03,15.8
2009-08-04,15.91
2009-08-05,15.65
2009-08-06,15.7
2009-08-07,15.88
2009-08-10,15.81
2009-08-11,15.75
2009-08-12,15.75
2009-08-13,15.64
2009-08-14,15.54
2009-08-17,15.55
2009-08-18,15.8
2009-08-19,15.9
2009-08-20,16.2
2009-08-21,16.27
2009-08-24,16.61
2009-08-25,16.68
2009-08-26,16.64
2009-08-27,16.6
2009-08-28,16.64
2009-08-31,16.51
2009-09-01,16.25
2009-09-02,16.13
2009-09-03,15.95
2009-09-04,15.99
2009-09-08,16.11
2009-09-09,16.09
2009-09-10,16.22
2009-09-11,16.24
2009-09-14,16.1
2009-09-15,16.11
2009-09-16,16.16
2009-09-17,16.26
2009-09-18,16.37
2009-09-21,16.47
2009-09-22,16.6
2009-09-23,16.41
2009-09-24,16.29
2009-09-25,16.38
2009-09-28,16.41
2009-09-29,16.45
2009-09-30,16.44
2009-10-01,16.28
2009-10-02,16.08
2009-10-05,16.07
2009-10-06,16.5
2009-10-07,16.64
2009-10-08,16.64
2009-10-09,16.61
2009-10-12,16.82
2009-10-13,16.72
2009-10-14,16.65
2009-10-15,17.29
2009-10-16,17.56
2009-10-19,17.58
2009-10-20,17.74
2009-10-21,17.41
2009-10-22,17.3
2009-10-23,17.14
2009-10-26,17.05
2009-10-27,17.19
2009-10-28,17.14
2009-10-29,17.11
2009-10-30,16.98
2009-11-02,16.83
2009-11-03,16.72
2009-11-04,16.87
2009-11-05,16.82
2009-11-06,16.82
2009-11-09,17.03
2009-11-10,17.23
2009-11-11,17.51
2009-11-12,17.48
2009-11-13,17.51
2009-11-16,17.63
2009-11-17,17.73
2009-11-18,17.81
2009-11-19,17.82
2009-11-20,18.12
2009-11-23,18.47
2009-11-24,18.16
2009-11-25,18.25
2009-11-27,18.0
2009-11-30,18.17
2009-12-01,18.17
2009-12-02,18.49
2009-12-03,18.59
2009-12-04,18.44
2009-12-07,18.04
2009-12-08,17.63
2009-12-09,17.87
2009-12-10,18.25
2009-12-11,18.26
2009-12-14,18.19
2009-12-15,18.16
2009-12-16,18.31
2009-12-17,18.06
2009-12-18,18.25
2009-12-21,18.37
2009-12-22,18.54
2009-12-23,18.53
2009-12-24,18.51
2009-12-28,18.53
2009-12-29,18.54
2009-12-30,18.38
2009-12-31,18.19
2010-01-04,18.24
2010-01-05,18.55
2010-01-06,18.51
2010-01-07,18.46
2010-01-08,18.52
2010-01-11,18.67
2010-01-12,18.64
2010-01-13,18.87
2010-01-14,19.13
2010-01-15,19.26
2010-01-19,19.5
2010-01-20,19.87
2010-01-21,19.17
2010-01-22,18.9
2010-01-25,18.84
2010-01-26,18.63
2010-01-27,18.66
2010-01-28,18.61
2010-01-29,18.52
2010-02-01,18.7
2010-02-02,18.77
2010-02-03,18.42
2010-02-04,18.01
2010-02-05,17.6
2010-02-08,17.72
2010-02-09,17.65
2010-02-10,17.63
2010-02-11,17.62
2010-02-12,17.62
2010-02-16,17.61
2010-02-17,17.53
2010-02-18,17.55
2010-02-19,17.73
2010-02-22,17.78
2010-02-23,17.61
2010-02-24,17.6
2010-02-25,17.43
2010-02-26,17.5
2010-03-01,17.58
2010-03-02,17.55
2010-03-03,17.21
2010-03-04,17.22
2010-03-05,17.23
2010-03-08,17.27
2010-03-09,17.15
2010-03-10,17.11
2010-03-11,17.1
2010-03-12,16.99
2010-03-15,16.99
2010-03-16,17.11
2010-03-17,17.16
2010-03-18,17.12
2010-03-19,16.8
2010-03-22,16.98
2010-03-23,17.2
2010-03-24,17.54
2010-03-25,17.35
2010-03-26,17.1
2010-03-29,17.14
2010-03-30,17.13
2010-03-31,17.09
2010-04-01,16.99
2010-04-05,16.85
2010-04-06,16.86
2010-04-07,16.99
2010-04-08,17.02
2010-04-09,17.17
2010-04-12,17.19
2010-04-13,17.1
2010-04-14,16.94
2010-04-15,16.96
2010-04-16,16.8
2010-04-19,16.6
2010-04-20,16.73
2010-04-21,16.44
2010-04-22,16.33
2010-04-23,16.4
2010-04-26,16.7
2010-04-27,16.4
2010-04-28,16.39
2010-04-29,16.63
2010-04-30,16.68
2010-05-03,16.62
2010-05-04,17.06
2010-05-05,16.96
2010-05-06,15.85
2010-05-07,16.38
2010-05-10,16.84
2010-05-11,16.8
2010-05-12,16.72
2010-05-13,16.54
2010-05-14,16.06
2010-05-17,15.78
2010-05-18,15.78
2010-05-19,15.6
2010-05-20,15.22
2010-05-21,14.96
2010-05-24,15.15
2010-05-25,14.75
2010-05-26,15.0
2010-05-27,15.17
2010-05-28,15.22
2010-06-01,14.96
2010-06-02,14.92
2010-06-03,15.12
2010-06-04,14.67
2010-06-07,14.5
2010-06-08,14.35
2010-06-09,14.39
2010-06-10,14.65
2010-06-11,15.2
2010-06-14,15.3
2010-06-15,15.3
2010-06-16,15.36
2010-06-17,15.13
2010-06-18,15.09
2010-06-21,15.01
2010-06-22,14.97
2010-06-23,14.81
2010-06-24,14.37
2010-06-25,14.4
2010-06-28,14.5
2010-06-29,14.18
2010-06-30,14.17
2010-07-01,14.0
2010-07-02,14.1
2010-07-06,14.14
2010-07-07,14.2
2010-07-08,14.62
2010-07-09,14.63
2010-07-12,14.69
2010-07-13,14.76
2010-07-14,14.65
2010-07-15,14.65
2010-07-16,14.55
2010-07-19,14.58
2010-07-20,14.44
2010-07-21,14.42
2010-07-22,14.59
2010-07-23,14.39
2010-07-26,14.61
2010-07-27,14.99
2010-07-28,14.95
2010-07-29,15.02
2010-07-30,14.88
2010-08-02,15.1
2010-08-03,15.95
2010-08-04,16.12
2010-08-05,16.07
2010-08-06,16.0
2010-08-09,16.11
2010-08-10,16.26
2010-08-11,15.99
2010-08-12,15.86
2010-08-13,16.03
2010-08-16,15.85
2010-08-17,16.13
2010-08-18,16.01
2010-08-19,15.82
2010-08-20,15.85
2010-08-23,15.98
2010-08-24,15.77
2010-08-25,15.66
2010-08-26,15.81
2010-08-27,15.77
2010-08-30,15.84
2010-08-31,15.79
2010-09-01,16.07
2010-09-02,16.25
2010-09-03,16.38
2010-09-07,16.21
2010-09-08,16.3
2010-09-09,16.66
2010-09-10,16.81
2010-09-13,16.85
2010-09-14,16.92
2010-09-15,17.03
2010-09-16,17.08
2010-09-17,17.03
2010-09-20,17.04
2010-09-21,17.09
2010-09-22,17.08
2010-09-23,17.02
2010-09-24,17.15
2010-09-27,17.13
2010-09-28,17.07
2010-09-29,17.29
2010-09-30,17.16
2010-10-01,17.11
2010-10-04,16.86
2010-10-05,17.06
2010-10-06,17.17
2010-10-07,17.32
2010-10-08,17.38
2010-10-11,17.29
2010-10-12,17.27
2010-10-13,17.54
2010-10-14,17.57
2010-10-15,17.62
2010-10-18,17.62
2010-10-19,17.25
2010-10-20,17.3
2010-10-21,17.53
2010-10-22,17.45
2010-10-25,17.56
2010-10-26,17.38
2010-10-27,17.17
2010-10-28,17.36
2010-10-29,17.29
2010-11-01,17.5
2010-11-02,17.25
2010-11-03,17.45
2010-11-04,17.29
2010-11-05,17.05
2010-11-08,16.92
2010-11-09,16.95
2010-11-10,16.65
2010-11-11,16.61
2010-11-12,16.76
2010-11-15,16.72
2010-11-16,16.51
2010-11-17,16.47
2010-11-18,16.55
2010-11-19,16.67
2010-11-22,16.5
2010-11-23,16.43
2010-11-24,16.57
2010-11-26,16.46
2010-11-29,16.25
2010-11-30,16.27
2010-12-01,16.42
2010-12-02,16.62
2010-12-03,16.6
2010-12-06,16.68
2010-12-07,16.74
2010-12-08,16.65
2010-12-09,16.59
2010-12-10,16.65
2010-12-13,17.06
2010-12-14,17.06
2010-12-15,17.04
2010-12-16,17.02
2010-12-17,16.99
2010-12-20,16.98
2010-12-21,17.15
2010-12-22,17.3
2010-12-23,17.54
2010-12-27,17.43
2010-12-28,17.45
2010-12-29,17.55
2010-12-30,17.45
2010-12-31,17.43
2011-01-03,17.62
2011-01-04,17.64
2011-01-05,17.86
2011-01-06,17.96
2011-01-07,18.0
2011-01-10,18.16
2011-01-11,18.13
2011-01-12,18.22
2011-01-13,18.14
2011-01-14,18.15
2011-01-18,18.29
2011-01-19,18.15
