time_captured,TRV_Close
2008-12-11,39.06
2008-12-12,40.58
2008-12-15,40.05
2008-12-16,44.45
2008-12-17,42.73
2008-12-18,42.77
2008-12-19,42.84
2008-12-22,41.93
2008-12-23,42.0
2008-12-24,41.66
2008-12-26,42.47
2008-12-29,43.58
2008-12-30,44.93
2008-12-31,45.2
2009-01-02,45.2
2009-01-05,44.53
2009-01-06,43.17
2009-01-07,41.46
2009-01-08,42.23
2009-01-09,41.98
2009-01-12,41.03
2009-01-13,41.79
2009-01-14,40.0
2009-01-15,39.98
2009-01-16,41.05
2009-01-20,38.36
2009-01-21,40.62
2009-01-22,38.56
2009-01-23,37.92
2009-01-26,37.58
2009-01-27,39.89
2009-01-28,41.24
2009-01-29,39.43
2009-01-30,38.64
2009-02-02,38.79
2009-02-03,39.19
2009-02-04,38.63
2009-02-05,38.28
2009-02-06,39.72
2009-02-09,40.61
2009-02-10,38.84
2009-02-11,40.96
2009-02-12,41.74
2009-02-13,40.37
2009-02-17,39.17
2009-02-18,38.93
2009-02-19,38.5
2009-02-20,38.34
2009-02-23,37.49
2009-02-24,39.24
2009-02-25,37.9
2009-02-26,36.71
2009-02-27,36.15
2009-03-02,35.71
2009-03-03,34.75
2009-03-04,35.64
2009-03-05,33.94
2009-03-06,34.44
2009-03-09,33.52
2009-03-10,35.69
2009-03-11,35.04
2009-03-12,37.03
2009-03-13,38.34
2009-03-16,38.13
2009-03-17,40.17
2009-03-18,41.16
2009-03-19,39.31
2009-03-20,38.81
2009-03-23,40.91
2009-03-24,39.21
2009-03-25,40.22
2009-03-26,40.06
2009-03-27,39.35
2009-03-30,38.52
2009-03-31,40.64
2009-04-01,42.14
2009-04-02,41.97
2009-04-03,42.61
2009-04-06,42.14
2009-04-07,41.42
2009-04-08,42.14
2009-04-09,42.84
2009-04-13,43.8
2009-04-14,41.34
2009-04-15,43.64
2009-04-16,43.19
2009-04-17,42.53
2009-04-20,40.37
2009-04-21,42.64
2009-04-22,39.93
2009-04-23,40.21
2009-04-24,39.5
2009-04-27,40.33
2009-04-28,40.92
2009-04-29,42.56
2009-04-30,41.14
2009-05-01,41.21
2009-05-04,42.12
2009-05-05,39.9
2009-05-06,38.69
2009-05-07,37.48
2009-05-08,38.82
2009-05-11,37.49
2009-05-12,38.76
2009-05-13,38.93
2009-05-14,39.95
2009-05-15,39.76
2009-05-18,40.6
2009-05-19,39.27
2009-05-20,38.98
2009-05-21,39.7
2009-05-22,40.26
2009-05-26,41.41
2009-05-27,38.92
2009-05-28,39.45
2009-05-29,40.66
2009-06-01,41.91
2009-06-02,42.98
2009-06-03,42.7
2009-06-04,43.62
2009-06-05,43.75
2009-06-08,43.92
2009-06-09,44.04
2009-06-10,43.77
2009-06-11,43.57
2009-06-12,43.2
2009-06-15,42.56
2009-06-16,42.37
2009-06-17,42.51
2009-06-18,42.53
2009-06-19,42.08
2009-06-22,41.06
2009-06-23,41.0
2009-06-24,40.76
2009-06-25,40.91
2009-06-26,40.88
2009-06-29,41.01
2009-06-30,41.04
2009-07-01,41.13
2009-07-02,39.2
2009-07-06,39.94
2009-07-07,39.04
2009-07-08,39.07
2009-07-09,39.05
2009-07-10,39.0
2009-07-13,40.4
2009-07-14,39.54
2009-07-15,40.35
2009-07-16,40.54
2009-07-17,40.42
2009-07-20,40.47
2009-07-21,40.71
2009-07-22,41.36
2009-07-23,42.61
2009-07-24,43.22
2009-07-27,43.54
2009-07-28,43.35
2009-07-29,42.63
2009-07-30,41.94
2009-07-31,43.07
2009-08-03,45.02
2009-08-04,46.26
2009-08-05,46.58
2009-08-06,46.78
2009-08-07,47.46
2009-08-10,46.42
2009-08-11,44.93
2009-08-12,46.43
2009-08-13,47.47
2009-08-14,47.25
2009-08-17,46.61
2009-08-18,47.51
2009-08-19,47.96
2009-08-20,47.81
2009-08-21,48.2
2009-08-24,47.95
2009-08-25,48.43
2009-08-26,48.79
2009-08-27,49.2
2009-08-28,49.61
2009-08-31,50.42
2009-09-01,49.26
2009-09-02,49.15
2009-09-03,49.92
2009-09-04,50.12
2009-09-08,48.97
2009-09-09,49.14
2009-09-10,48.52
2009-09-11,48.41
2009-09-14,48.99
2009-09-15,49.01
2009-09-16,48.85
2009-09-17,47.7
2009-09-18,47.37
2009-09-21,47.79
2009-09-22,47.59
2009-09-23,47.29
2009-09-24,47.52
2009-09-25,47.75
2009-09-28,49.16
2009-09-29,48.96
2009-09-30,49.23
2009-10-01,48.77
2009-10-02,49.04
2009-10-05,48.99
2009-10-06,49.53
2009-10-07,48.93
2009-10-08,48.35
2009-10-09,48.81
2009-10-12,48.83
2009-10-13,48.02
2009-10-14,48.66
2009-10-15,48.55
2009-10-16,48.67
2009-10-19,48.8
2009-10-20,48.46
2009-10-21,48.02
2009-10-22,51.7
2009-10-23,51.3
2009-10-26,51.24
2009-10-27,51.07
2009-10-28,50.5
2009-10-29,51.91
2009-10-30,49.79
2009-11-02,50.2
2009-11-03,50.08
2009-11-04,50.16
2009-11-05,50.64
2009-11-06,51.9
2009-11-09,53.6
2009-11-10,53.93
2009-11-11,54.31
2009-11-12,53.14
2009-11-13,53.28
2009-11-16,52.94
2009-11-17,53.15
2009-11-18,53.15
2009-11-19,52.68
2009-11-20,52.38
2009-11-23,52.97
2009-11-24,53.09
2009-11-25,52.76
2009-11-27,51.65
2009-11-30,52.39
2009-12-01,52.6
2009-12-02,52.65
2009-12-03,51.44
2009-12-04,51.04
2009-12-07,50.57
2009-12-08,49.92
2009-12-09,50.1
2009-12-10,50.76
2009-12-11,50.7
2009-12-14,51.02
2009-12-15,50.41
2009-12-16,49.7
2009-12-17,48.38
2009-12-18,48.14
2009-12-21,48.67
2009-12-22,48.94
2009-12-23,49.18
2009-12-24,49.94
2009-12-28,49.83
2009-12-29,49.87
2009-12-30,50.26
2009-12-31,49.86
2010-01-04,49.81
2010-01-05,48.63
2010-01-06,47.94
2010-01-07,48.63
2010-01-08,48.56
2010-01-11,48.54
2010-01-12,48.85
2010-01-13,49.02
2010-01-14,49.28
2010-01-15,48.79
2010-01-19,49.43
2010-01-20,48.93
2010-01-21,48.95
2010-01-22,48.31
2010-01-25,48.89
2010-01-26,50.23
2010-01-27,50.9
2010-01-28,50.27
2010-01-29,50.67
2010-02-01,50.69
2010-02-02,51.09
2010-02-03,50.57
2010-02-04,49.73
2010-02-05,50.28
2010-02-08,49.05
2010-02-09,49.57
2010-02-10,49.69
2010-02-11,50.2
2010-02-12,50.45
2010-02-16,51.61
2010-02-17,51.75
2010-02-18,52.74
2010-02-19,52.88
2010-02-22,53.04
2010-02-23,52.36
2010-02-24,52.79
2010-02-25,52.75
2010-02-26,52.59
2010-03-01,53.08
2010-03-02,53.29
2010-03-03,53.12
2010-03-04,53.55
2010-03-05,53.94
2010-03-08,53.8
2010-03-09,53.57
2010-03-10,52.89
2010-03-11,53.62
2010-03-12,53.16
2010-03-15,52.73
2010-03-16,52.85
2010-03-17,52.99
2010-03-18,53.38
2010-03-19,53.46
2010-03-22,53.39
2010-03-23,53.9
2010-03-24,54.06
2010-03-25,54.08
2010-03-26,54.35
2010-03-29,54.76
2010-03-30,53.93
2010-03-31,53.94
2010-04-01,53.92
2010-04-05,53.33
2010-04-06,52.59
2010-04-07,52.5
2010-04-08,52.26
2010-04-09,52.4
2010-04-12,52.02
2010-04-13,52.22
2010-04-14,52.91
2010-04-15,52.88
2010-04-16,52.14
2010-04-19,53.19
2010-04-20,53.17
2010-04-21,52.8
2010-04-22,53.79
2010-04-23,53.38
2010-04-26,51.92
2010-04-27,50.53
2010-04-28,51.12
2010-04-29,51.42
2010-04-30,50.74
2010-05-03,51.21
2010-05-04,50.0
2010-05-05,50.62
2010-05-06,49.8
2010-05-07,49.26
2010-05-10,50.09
2010-05-11,49.78
2010-05-12,50.19
2010-05-13,50.17
2010-05-14,50.12
2010-05-17,50.12
2010-05-18,49.83
2010-05-19,50.14
2010-05-20,48.42
2010-05-21,49.23
2010-05-24,48.49
2010-05-25,48.67
2010-05-26,48.0
2010-05-27,49.73
2010-05-28,49.47
2010-06-01,48.6
2010-06-02,49.78
2010-06-03,49.72
2010-06-04,48.61
2010-06-07,48.27
2010-06-08,49.09
2010-06-09,48.79
2010-06-10,49.99
2010-06-11,50.41
2010-06-14,50.05
2010-06-15,51.23
2010-06-16,50.83
2010-06-17,51.71
2010-06-18,51.35
2010-06-21,51.17
2010-06-22,51.01
2010-06-23,51.11
2010-06-24,50.54
2010-06-25,51.12
2010-06-28,51.07
2010-06-29,49.73
2010-06-30,49.25
2010-07-01,48.93
2010-07-02,48.54
2010-07-06,48.58
2010-07-07,49.95
2010-07-08,50.09
2010-07-09,51.15
2010-07-12,51.12
2010-07-13,51.2
2010-07-14,51.39
2010-07-15,50.3
2010-07-16,49.62
2010-07-19,49.71
2010-07-20,50.35
2010-07-21,49.87
2010-07-22,49.29
2010-07-23,50.14
2010-07-26,50.45
2010-07-27,50.58
2010-07-28,50.29
2010-07-29,50.52
2010-07-30,50.45
2010-08-02,50.85
2010-08-03,50.12
2010-08-04,50.68
2010-08-05,50.67
2010-08-06,50.27
2010-08-09,50.61
2010-08-10,49.4
2010-08-11,48.96
2010-08-12,49.63
2010-08-13,50.14
2010-08-16,49.91
2010-08-17,49.91
2010-08-18,50.08
2010-08-19,49.84
2010-08-20,50.09
2010-08-23,49.74
2010-08-24,49.26
2010-08-25,49.52
2010-08-26,49.03
2010-08-27,49.87
2010-08-30,48.95
2010-08-31,48.99
2010-09-01,50.31
2010-09-02,50.22
2010-09-03,51.03
2010-09-07,50.13
2010-09-08,49.86
2010-09-09,50.27
2010-09-10,50.06
2010-09-13,50.44
2010-09-14,51.02
2010-09-15,52.49
2010-09-16,52.7
2010-09-17,52.67
2010-09-20,53.56
2010-09-21,52.93
2010-09-22,52.33
2010-09-23,52.4
2010-09-24,53.12
2010-09-27,52.16
2010-09-28,52.69
2010-09-29,51.99
2010-09-30,52.1
2010-10-01,52.12
2010-10-04,52.12
2010-10-05,52.87
2010-10-06,52.82
2010-10-07,52.61
2010-10-08,52.81
2010-10-11,52.95
2010-10-12,52.82
2010-10-13,53.41
2010-10-14,53.46
2010-10-15,53.63
2010-10-18,54.4
2010-10-19,53.76
2010-10-20,54.64
2010-10-21,54.98
2010-10-22,55.1
2010-10-25,55.59
2010-10-26,55.03
2010-10-27,54.73
2010-10-28,54.74
2010-10-29,55.2
2010-11-01,55.77
2010-11-02,55.52
2010-11-03,55.91
2010-11-04,57.24
2010-11-05,57.44
2010-11-08,56.58
2010-11-09,56.58
2010-11-10,56.76
2010-11-11,56.41
2010-11-12,56.31
2010-11-15,56.78
2010-11-16,54.73
2010-11-17,55.37
2010-11-18,55.79
2010-11-19,55.49
2010-11-22,55.03
2010-11-23,54.3
2010-11-24,55.11
2010-11-26,54.37
2010-11-29,54.18
2010-11-30,53.99
2010-12-01,54.89
2010-12-02,55.11
2010-12-03,54.86
2010-12-06,55.02
2010-12-07,54.84
2010-12-08,55.06
2010-12-09,54.63
2010-12-10,54.78
2010-12-13,55.29
2010-12-14,55.34
2010-12-15,55.15
2010-12-16,55.36
2010-12-17,55.18
2010-12-20,55.45
2010-12-21,55.87
2010-12-22,55.85
2010-12-23,55.48
2010-12-27,55.79
2010-12-28,55.66
2010-12-29,55.59
2010-12-30,55.54
2010-12-31,55.71
2011-01-03,55.82
2011-01-04,55.57
2011-01-05,55.24
2011-01-06,54.39
2011-01-07,53.33
2011-01-10,53.85
2011-01-11,53.9
2011-01-12,54.59
2011-01-13,54.67
2011-01-14,54.63
2011-01-18,54.67
2011-01-19,54.45
2011-01-20,54.88
2011-01-21,55.0
2011-01-24,55.62
2011-01-25,56.23
2011-01-26,56.2
2011-01-27,56.63
2011-01-28,55.81
2011-01-31,56.26
2011-02-01,56.81
2011-02-02,56.71
2011-02-03,57.25
2011-02-04,57.41
2011-02-07,57.18
2011-02-08,57.88
2011-02-09,58.81
2011-02-10,58.46
2011-02-11,58.99
2011-02-14,58.84
2011-02-15,59.35
2011-02-16,59.46
2011-02-17,59.78
2011-02-18,60.92
2011-02-22,60.53
2011-02-23,60.42
2011-02-24,59.33
2011-02-25,59.6
2011-02-28,59.93
2011-03-01,59.22
2011-03-02,58.81
2011-03-03,59.05
2011-03-04,59.18
2011-03-07,58.96
2011-03-08,59.06
2011-03-09,59.4
2011-03-10,58.52
2011-03-11,58.88
2011-03-14,58.86
2011-03-15,58.52
2011-03-16,58.05
2011-03-17,58.68
2011-03-18,58.06
2011-03-21,58.95
2011-03-22,58.28
2011-03-23,58.43
2011-03-24,58.83
2011-03-25,58.98
2011-03-28,58.91
2011-03-29,59.26
2011-03-30,59.39
2011-03-31,59.48
2011-04-01,59.71
2011-04-04,59.63
2011-04-05,59.13
2011-04-06,59.94
2011-04-07,59.79
2011-04-08,59.58
2011-04-11,60.42
2011-04-12,59.69
2011-04-13,59.93
2011-04-14,59.63
2011-04-15,59.8
2011-04-18,59.01
2011-04-19,58.18
2011-04-20,59.13
2011-04-21,61.32
2011-04-25,61.78
2011-04-26,61.39
2011-04-27,62.25
2011-04-28,63.06
2011-04-29,63.28
2011-05-02,63.52
2011-05-03,64.05
2011-05-04,63.54
2011-05-05,63.0
2011-05-06,63.43
2011-05-09,63.39
2011-05-10,63.86
2011-05-11,63.25
2011-05-12,63.85
2011-05-13,62.33
2011-05-16,62.94
2011-05-17,62.57
2011-05-18,63.0
2011-05-19,62.81
2011-05-20,62.25
2011-05-23,61.44
2011-05-24,61.02
2011-05-25,61.46
2011-05-26,61.21
2011-05-27,61.52
2011-05-31,62.08
2011-06-01,61.2
2011-06-02,61.18
2011-06-03,61.18
2011-06-06,61.06
2011-06-07,61.23
2011-06-08,60.69
2011-06-09,61.08
2011-06-10,59.21
2011-06-13,58.76
2011-06-14,58.65
2011-06-15,57.54
2011-06-16,57.76
2011-06-17,57.92
2011-06-20,57.57
2011-06-21,58.08
2011-06-22,57.32
2011-06-23,57.16
2011-06-24,56.68
2011-06-27,57.22
2011-06-28,57.55
2011-06-29,58.57
2011-06-30,58.38
2011-07-01,59.11
2011-07-05,58.53
2011-07-06,58.61
2011-07-07,58.9
2011-07-08,58.66
2011-07-11,58.25
2011-07-12,58.33
2011-07-13,58.47
2011-07-14,57.73
2011-07-15,57.9
2011-07-18,56.52
2011-07-19,57.03
2011-07-20,57.06
2011-07-21,57.69
2011-07-22,57.58
2011-07-25,56.65
2011-07-26,56.8
2011-07-27,56.27
2011-07-28,55.5
2011-07-29,55.13
2011-08-01,54.61
2011-08-02,54.16
2011-08-03,54.22
2011-08-04,53.31
2011-08-05,52.57
2011-08-08,48.58
2011-08-09,51.69
2011-08-10,49.04
2011-08-11,51.39
2011-08-12,51.13
2011-08-15,52.27
2011-08-16,51.98
2011-08-17,52.2
2011-08-18,49.79
2011-08-19,49.46
2011-08-22,49.12
2011-08-23,49.35
2011-08-24,49.51
2011-08-25,47.99
2011-08-26,48.3
2011-08-29,50.75
2011-08-30,50.21
2011-08-31,50.46
2011-09-01,50.21
2011-09-02,48.87
2011-09-06,48.53
2011-09-07,50.22
2011-09-08,49.34
2011-09-09,48.14
2011-09-12,48.96
2011-09-13,48.94
2011-09-14,48.94
2011-09-15,49.84
2011-09-16,50.61
2011-09-19,49.9
2011-09-20,50.42
2011-09-21,48.19
2011-09-22,47.38
2011-09-23,47.12
2011-09-26,48.34
2011-09-27,49.24
2011-09-28,48.17
2011-09-29,49.69
2011-09-30,48.73
2011-10-03,46.8
2011-10-04,48.08
2011-10-05,49.57
2011-10-06,50.19
2011-10-07,49.0
2011-10-10,51.1
2011-10-11,50.42
2011-10-12,51.44
2011-10-13,50.45
2011-10-14,51.27
2011-10-17,49.58
2011-10-18,51.46
2011-10-19,54.39
2011-10-20,54.53
2011-10-21,57.35
2011-10-24,57.62
2011-10-25,56.34
2011-10-26,57.5
2011-10-27,58.79
2011-10-28,59.48
2011-10-31,58.35
2011-11-01,56.43
2011-11-02,57.71
2011-11-03,58.58
2011-11-04,58.14
2011-11-07,58.62
2011-11-08,59.03
2011-11-09,56.92
2011-11-10,57.4
2011-11-11,58.43
2011-11-14,57.53
2011-11-15,57.29
2011-11-16,56.34
2011-11-17,55.73
2011-11-18,56.22
2011-11-21,54.76
2011-11-22,53.94
2011-11-23,52.76
2011-11-25,53.41
2011-11-28,54.22
2011-11-29,54.07
2011-11-30,56.25
2011-12-01,55.04
2011-12-02,54.24
2011-12-05,54.67
2011-12-06,55.35
2011-12-07,55.9
2011-12-08,55.53
2011-12-09,56.02
2011-12-12,55.83
2011-12-13,55.93
2011-12-14,55.97
2011-12-15,56.81
2011-12-16,57.28
2011-12-19,56.71
2011-12-20,58.15
2011-12-21,59.09
2011-12-22,59.19
2011-12-23,59.35
2011-12-27,59.53
2011-12-28,58.86
2011-12-29,59.68
2011-12-30,59.17
2012-01-03,58.99
2012-01-04,58.75
2012-01-05,59.33
2012-01-06,59.35
2012-01-09,59.69
2012-01-10,60.1
2012-01-11,59.9
2012-01-12,59.8
2012-01-13,59.37
2012-01-17,59.69
2012-01-18,59.89
2012-01-19,60.3
2012-01-20,61.59
2012-01-23,60.29
2012-01-24,58.0
2012-01-25,59.15
2012-01-26,58.7
2012-01-27,58.05
2012-01-30,58.11
2012-01-31,58.3
2012-02-01,59.27
2012-02-02,59.39
2012-02-03,60.12
2012-02-06,59.33
2012-02-07,59.74
2012-02-08,59.85
2012-02-09,59.89
2012-02-10,59.38
2012-02-13,58.99
2012-02-14,59.16
2012-02-15,59.29
2012-02-16,59.44
2012-02-17,59.85
2012-02-21,59.27
2012-02-22,58.94
2012-02-23,58.96
2012-02-24,58.6
2012-02-27,58.6
2012-02-28,58.4
2012-02-29,57.97
2012-03-01,58.42
2012-03-02,58.01
2012-03-05,58.5
2012-03-06,56.99
2012-03-07,56.87
2012-03-08,57.1
2012-03-09,57.61
2012-03-12,57.61
2012-03-13,58.41
2012-03-14,58.95
2012-03-15,59.08
2012-03-16,59.2
2012-03-19,59.12
2012-03-20,59.16
2012-03-21,58.51
2012-03-22,57.97
2012-03-23,58.2
2012-03-26,58.85
2012-03-27,58.48
2012-03-28,58.77
2012-03-29,58.65
2012-03-30,59.2
2012-04-02,59.33
2012-04-03,59.28
2012-04-04,59.22
2012-04-05,58.88
2012-04-09,58.05
2012-04-10,57.75
2012-04-11,58.17
2012-04-12,59.1
2012-04-13,58.12
2012-04-16,59.16
2012-04-17,59.99
2012-04-18,59.47
2012-04-19,61.7
2012-04-20,62.75
2012-04-23,62.91
2012-04-24,63.37
2012-04-25,63.78
2012-04-26,64.77
2012-04-27,64.01
2012-04-30,64.32
2012-05-01,64.6
2012-05-02,64.74
2012-05-03,64.75
2012-05-04,64.5
2012-05-07,64.59
2012-05-08,64.39
2012-05-09,63.92
2012-05-10,64.64
2012-05-11,64.62
2012-05-14,64.48
2012-05-15,64.15
2012-05-16,63.61
2012-05-17,62.7
2012-05-18,62.18
2012-05-21,62.7
2012-05-22,62.82
2012-05-23,63.12
2012-05-24,63.19
2012-05-25,62.6
2012-05-29,62.88
2012-05-30,61.89
2012-05-31,62.49
2012-06-01,60.58
2012-06-04,60.38
2012-06-05,60.8
2012-06-06,61.64
2012-06-07,61.91
2012-06-08,62.14
2012-06-11,61.56
2012-06-12,61.94
2012-06-13,61.65
2012-06-14,63.12
2012-06-15,63.41
2012-06-18,63.07
2012-06-19,63.45
2012-06-20,63.85
2012-06-21,62.58
2012-06-22,63.35
2012-06-25,62.15
2012-06-26,62.15
2012-06-27,62.83
2012-06-28,62.85
2012-06-29,63.84
2012-07-02,63.92
2012-07-03,64.13
2012-07-05,63.96
2012-07-06,63.26
2012-07-09,63.07
2012-07-10,63.21
2012-07-11,62.53
2012-07-12,62.24
2012-07-13,63.13
2012-07-16,62.55
2012-07-17,63.31
2012-07-18,64.0
2012-07-19,63.69
2012-07-20,62.71
2012-07-23,61.74
2012-07-24,60.89
2012-07-25,60.98
2012-07-26,61.61
2012-07-27,62.72
2012-07-30,63.21
2012-07-31,62.65
2012-08-01,63.35
2012-08-02,62.87
2012-08-03,63.71
2012-08-06,63.52
2012-08-07,63.37
2012-08-08,63.81
2012-08-09,63.89
2012-08-10,63.98
2012-08-13,63.73
2012-08-14,63.54
2012-08-15,63.75
2012-08-16,64.03
2012-08-17,65.13
2012-08-20,65.64
2012-08-21,65.23
2012-08-22,65.45
2012-08-23,64.8
2012-08-24,65.4
2012-08-27,65.18
2012-08-28,64.84
2012-08-29,64.8
2012-08-30,64.49
2012-08-31,64.74
2012-09-04,64.64
2012-09-05,64.53
2012-09-06,65.34
2012-09-07,65.21
2012-09-10,65.31
2012-09-11,66.95
2012-09-12,67.54
2012-09-13,68.45
2012-09-14,68.58
2012-09-17,68.48
2012-09-18,68.46
2012-09-19,68.23
2012-09-20,68.45
2012-09-21,68.61
2012-09-24,68.42
2012-09-25,68.48
2012-09-26,67.78
2012-09-27,68.41
2012-09-28,68.26
2012-10-01,69.07
2012-10-02,68.7
2012-10-03,69.01
2012-10-04,69.28
2012-10-05,69.56
2012-10-08,69.54
2012-10-09,69.32
2012-10-10,69.4
2012-10-11,69.16
2012-10-12,68.72
2012-10-15,69.79
2012-10-16,70.49
2012-10-17,71.38
2012-10-18,73.94
2012-10-19,73.51
2012-10-22,73.99
2012-10-23,73.38
2012-10-24,73.18
2012-10-25,72.12
2012-10-26,71.56
2012-10-31,70.94
2012-11-01,70.23
2012-11-02,69.62
2012-11-05,69.11
2012-11-06,70.17
2012-11-07,68.71
2012-11-08,69.0
2012-11-09,68.98
2012-11-12,68.43
2012-11-13,68.23
2012-11-14,68.07
2012-11-15,68.32
2012-11-16,68.65
2012-11-19,69.54
2012-11-20,69.64
2012-11-21,70.22
2012-11-23,71.27
2012-11-26,70.86
2012-11-27,70.83
2012-11-28,70.96
2012-11-29,71.18
2012-11-30,70.82
2012-12-03,70.95
2012-12-04,70.53
2012-12-05,74.0
2012-12-06,73.15
2012-12-07,73.39
2012-12-10,73.34
2012-12-11,73.43
2012-12-12,73.31
2012-12-13,73.23
2012-12-14,73.37
2012-12-17,74.19
2012-12-18,74.33
2012-12-19,73.43
2012-12-20,73.82
2012-12-21,72.82
2012-12-24,72.36
2012-12-26,72.27
2012-12-27,71.82
2012-12-28,71.24
2012-12-31,71.82
2013-01-02,72.86
2013-01-03,73.42
2013-01-04,74.06
2013-01-07,73.06
2013-01-08,73.19
2013-01-09,73.94
2013-01-10,74.45
2013-01-11,74.85
2013-01-14,74.95
2013-01-15,75.56
2013-01-16,75.55
2013-01-17,75.9
2013-01-18,76.31
2013-01-22,77.95
2013-01-23,77.64
2013-01-24,78.09
2013-01-25,78.35
2013-01-28,77.35
2013-01-29,77.81
2013-01-30,77.58
2013-01-31,78.46
2013-02-01,79.89
2013-02-04,78.0
2013-02-05,78.65
2013-02-06,78.96
2013-02-07,79.12
2013-02-08,78.86
2013-02-11,79.21
2013-02-12,79.9
2013-02-13,79.99
2013-02-14,80.34
2013-02-15,80.39
2013-02-19,80.6
2013-02-20,80.11
2013-02-21,80.38
2013-02-22,81.01
2013-02-25,79.25
2013-02-26,80.04
2013-02-27,80.78
2013-02-28,80.42
2013-03-01,80.69
2013-03-04,80.52
2013-03-05,81.46
2013-03-06,81.07
2013-03-07,81.2
2013-03-08,81.65
2013-03-11,81.75
2013-03-12,81.74
2013-03-13,82.12
2013-03-14,82.36
2013-03-15,82.28
2013-03-18,82.53
2013-03-19,83.19
2013-03-20,83.84
2013-03-21,83.75
2013-03-22,83.69
2013-03-25,83.37
2013-03-26,83.36
2013-03-27,83.37
2013-03-28,84.19
2013-04-01,83.95
2013-04-02,84.41
2013-04-03,83.72
2013-04-04,84.34
2013-04-05,84.41
2013-04-08,84.73
2013-04-09,85.27
2013-04-10,84.81
2013-04-11,86.06
2013-04-12,86.26
2013-04-15,84.71
2013-04-16,86.55
2013-04-17,85.07
2013-04-18,84.1
2013-04-19,84.81
2013-04-22,84.58
2013-04-23,86.35
2013-04-24,85.86
2013-04-25,85.27
2013-04-26,85.15
2013-04-29,85.48
2013-04-30,85.41
2013-05-01,84.1
2013-05-02,84.42
2013-05-03,85.41
2013-05-06,85.31
2013-05-07,86.02
2013-05-08,87.28
2013-05-09,86.46
2013-05-10,86.49
2013-05-13,86.5
2013-05-14,87.9
2013-05-15,87.78
2013-05-16,86.87
2013-05-17,86.5
2013-05-20,85.55
2013-05-21,83.63
2013-05-22,83.77
2013-05-23,83.5
2013-05-24,83.6
2013-05-28,83.22
2013-05-29,83.67
2013-05-30,84.56
2013-05-31,83.72
2013-06-03,83.76
2013-06-04,83.82
2013-06-05,82.24
2013-06-06,81.74
2013-06-07,83.44
2013-06-10,83.3
2013-06-11,82.08
2013-06-12,81.45
2013-06-13,82.8
2013-06-14,82.15
2013-06-17,83.23
2013-06-18,84.09
2013-06-19,82.28
2013-06-20,79.78
2013-06-21,79.07
2013-06-24,77.85
2013-06-25,78.43
2013-06-26,79.79
2013-06-27,80.34
2013-06-28,79.92
2013-07-01,81.11
2013-07-02,79.82
2013-07-03,80.4
2013-07-05,81.34
2013-07-08,81.76
2013-07-09,82.05
2013-07-10,81.57
2013-07-11,82.7
2013-07-12,84.18
2013-07-15,83.28
2013-07-16,83.23
2013-07-17,83.99
2013-07-18,84.53
2013-07-19,84.66
2013-07-22,85.43
2013-07-23,82.21
2013-07-24,82.18
2013-07-25,82.85
2013-07-26,83.6
2013-07-29,83.41
2013-07-30,83.39
2013-07-31,83.55
2013-08-01,84.36
2013-08-02,84.0
2013-08-05,83.15
2013-08-06,82.36
2013-08-07,81.86
2013-08-08,82.03
2013-08-09,82.1
2013-08-12,82.32
2013-08-13,81.94
2013-08-14,82.18
2013-08-15,81.07
2013-08-16,81.1
2013-08-19,80.23
2013-08-20,80.27
2013-08-21,79.42
2013-08-22,80.55
2013-08-23,80.19
2013-08-26,80.12
2013-08-27,79.74
2013-08-28,79.89
2013-08-29,80.25
2013-08-30,79.9
2013-09-03,80.57
2013-09-04,81.07
2013-09-05,80.66
2013-09-06,80.49
2013-09-09,82.19
2013-09-10,82.54
2013-09-11,83.73
2013-09-12,83.12
2013-09-13,83.56
2013-09-16,84.57
2013-09-17,84.87
2013-09-18,85.91
2013-09-19,86.9
2013-09-20,86.06
2013-09-23,86.38
2013-09-24,85.87
2013-09-25,85.98
2013-09-26,85.83
2013-09-27,85.41
2013-09-30,84.77
2013-10-01,84.66
2013-10-02,84.48
2013-10-03,84.06
2013-10-04,84.68
2013-10-07,84.09
2013-10-08,82.99
2013-10-09,82.35
2013-10-10,84.17
2013-10-11,84.66
2013-10-14,85.2
2013-10-15,84.48
2013-10-16,86.08
2013-10-17,86.02
2013-10-18,86.58
2013-10-21,86.76
2013-10-22,86.71
2013-10-23,86.28
2013-10-24,87.03
2013-10-25,86.63
2013-10-28,87.11
2013-10-29,87.28
2013-10-30,86.9
2013-10-31,86.3
2013-11-01,86.4
2013-11-04,86.6
