time_captured,TRV_Close
2006-05-12,44.72
2006-05-15,44.94
2006-05-16,44.79
2006-05-17,44.58
2006-05-18,44.2
2006-05-19,44.65
2006-05-22,44.06
2006-05-23,43.85
2006-05-24,43.68
2006-05-25,43.85
2006-05-26,43.81
2006-05-30,43.18
2006-05-31,44.02
2006-06-01,44.41
2006-06-02,43.8
2006-06-05,42.63
2006-06-06,42.73
2006-06-07,42.73
2006-06-08,43.34
2006-06-09,43.1
2006-06-12,42.7
2006-06-13,42.3
2006-06-14,42.55
2006-06-15,43.82
2006-06-16,43.88
2006-06-19,44.21
2006-06-20,44.02
2006-06-21,44.4
2006-06-22,44.29
2006-06-23,44.15
2006-06-26,44.42
2006-06-27,43.98
2006-06-28,43.95
2006-06-29,44.64
2006-06-30,44.58
2006-07-03,45.03
2006-07-05,44.47
2006-07-06,44.62
2006-07-07,44.1
2006-07-10,44.37
2006-07-11,44.62
2006-07-12,44.2
2006-07-13,43.68
2006-07-14,43.56
2006-07-17,43.54
2006-07-18,43.11
2006-07-19,44.11
2006-07-20,44.31
2006-07-21,44.22
2006-07-24,45.12
2006-07-25,45.13
2006-07-26,45.15
2006-07-27,45.01
2006-07-28,46.14
2006-07-31,45.8
2006-08-01,45.15
2006-08-02,45.05
2006-08-03,44.92
2006-08-04,44.49
2006-08-07,44.47
2006-08-08,43.97
2006-08-09,42.84
2006-08-10,43.04
2006-08-11,42.62
2006-08-14,43.09
2006-08-15,44.14
2006-08-16,44.22
2006-08-17,44.71
2006-08-18,44.5
2006-08-21,44.5
2006-08-22,44.01
2006-08-23,44.0
2006-08-24,43.85
2006-08-25,43.66
2006-08-28,43.82
2006-08-29,43.65
2006-08-30,43.82
2006-08-31,43.9
2006-09-01,44.3
2006-09-05,44.41
2006-09-06,44.33
2006-09-07,44.38
2006-09-08,45.05
2006-09-11,45.49
2006-09-12,45.7
2006-09-13,46.34
2006-09-14,46.23
2006-09-15,45.96
2006-09-18,45.93
2006-09-19,46.33
2006-09-20,46.57
2006-09-21,46.24
2006-09-22,46.2
2006-09-25,46.99
2006-09-26,47.39
2006-09-27,46.63
2006-09-28,47.08
2006-09-29,46.89
2006-10-02,46.43
2006-10-03,47.58
2006-10-04,48.23
2006-10-05,48.17
2006-10-06,47.64
2006-10-09,48.09
2006-10-10,47.99
2006-10-11,47.87
2006-10-12,48.05
2006-10-13,49.09
2006-10-16,49.1
2006-10-17,48.66
2006-10-18,48.59
2006-10-19,48.55
2006-10-20,48.39
2006-10-23,48.95
2006-10-24,48.95
2006-10-25,48.59
2006-10-26,50.66
2006-10-27,49.92
2006-10-30,50.4
2006-10-31,51.13
2006-11-01,51.18
2006-11-02,51.03
2006-11-03,51.14
2006-11-06,51.57
2006-11-07,52.4
2006-11-08,52.46
2006-11-09,52.69
2006-11-10,52.91
2006-11-13,52.44
2006-11-14,52.25
2006-11-15,51.9
2006-11-16,51.81
2006-11-17,52.12
2006-11-20,52.27
2006-11-21,51.89
2006-11-22,51.33
2006-11-24,51.13
2006-11-27,51.17
2006-11-28,51.58
2006-11-29,52.05
2006-11-30,51.81
2006-12-01,51.25
2006-12-04,51.47
2006-12-05,51.9
2006-12-06,51.99
2006-12-07,51.56
2006-12-08,52.32
2006-12-11,52.66
2006-12-12,52.4
2006-12-13,52.26
2006-12-14,52.85
2006-12-15,53.56
2006-12-18,53.97
2006-12-19,53.89
2006-12-20,53.84
2006-12-21,54.05
2006-12-22,53.55
2006-12-26,54.02
2006-12-27,54.23
2006-12-28,54.15
2006-12-29,53.69
2007-01-03,53.55
2007-01-04,53.1
2007-01-05,52.41
2007-01-08,52.02
2007-01-09,51.89
2007-01-10,51.55
2007-01-11,51.2
2007-01-12,51.06
2007-01-16,51.05
2007-01-17,50.96
2007-01-18,51.29
2007-01-19,51.37
2007-01-22,51.73
2007-01-23,51.81
2007-01-24,51.34
2007-01-25,50.65
2007-01-26,50.66
2007-01-29,50.98
2007-01-30,51.6
2007-01-31,50.85
2007-02-01,52.0
2007-02-02,52.43
2007-02-05,52.67
2007-02-06,52.76
2007-02-07,52.72
2007-02-08,53.16
2007-02-09,52.49
2007-02-12,52.62
2007-02-13,52.72
2007-02-14,52.97
2007-02-15,52.72
2007-02-16,52.73
2007-02-20,53.3
2007-02-21,53.74
2007-02-22,53.74
2007-02-23,53.0
2007-02-26,52.9
2007-02-27,51.19
2007-02-28,50.75
2007-03-01,51.22
2007-03-02,50.58
2007-03-05,51.0
2007-03-06,51.71
2007-03-07,50.97
2007-03-08,51.22
2007-03-09,51.68
2007-03-12,51.2
2007-03-13,49.59
2007-03-14,49.74
2007-03-15,49.9
2007-03-16,50.35
2007-03-19,50.88
2007-03-20,51.8
2007-03-21,52.66
2007-03-22,52.35
2007-03-23,52.49
2007-03-26,51.93
2007-03-27,51.87
2007-03-28,51.8
2007-03-29,51.82
2007-03-30,51.77
2007-04-02,51.85
2007-04-03,51.96
2007-04-04,52.67
2007-04-05,52.79
2007-04-09,52.84
2007-04-10,53.04
2007-04-11,53.03
2007-04-12,53.21
2007-04-13,53.19
2007-04-16,53.67
2007-04-17,53.83
2007-04-18,54.22
2007-04-19,53.82
2007-04-20,53.96
2007-04-23,53.82
2007-04-24,54.05
2007-04-25,54.75
2007-04-26,53.92
2007-04-27,53.67
2007-04-30,54.1
2007-05-01,54.44
2007-05-02,54.6
2007-05-03,55.0
2007-05-04,54.7
2007-05-07,56.18
2007-05-08,56.23
2007-05-09,56.66
2007-05-10,55.9
2007-05-11,56.76
2007-05-14,56.26
2007-05-15,55.96
2007-05-16,56.23
2007-05-17,55.98
2007-05-18,56.29
2007-05-21,55.89
2007-05-22,55.65
2007-05-23,55.63
2007-05-24,54.75
2007-05-25,54.57
2007-05-29,54.45
2007-05-30,54.83
2007-05-31,54.17
2007-06-01,54.58
2007-06-04,55.19
2007-06-05,54.95
2007-06-06,54.64
2007-06-07,53.78
2007-06-08,54.6
2007-06-11,54.58
2007-06-12,53.68
2007-06-13,54.57
2007-06-14,54.15
2007-06-15,53.92
2007-06-18,53.41
2007-06-19,53.3
2007-06-20,52.6
2007-06-21,53.05
2007-06-22,52.38
2007-06-25,52.53
2007-06-26,52.92
2007-06-27,52.93
2007-06-28,53.41
2007-06-29,53.5
2007-07-02,54.48
2007-07-03,55.01
2007-07-05,54.42
2007-07-06,54.52
2007-07-09,54.9
2007-07-10,53.15
2007-07-11,53.23
2007-07-12,54.01
2007-07-13,53.58
2007-07-16,53.41
2007-07-17,53.0
2007-07-18,52.89
2007-07-19,53.41
2007-07-20,51.73
2007-07-23,52.18
2007-07-24,50.28
2007-07-25,51.34
2007-07-26,51.25
2007-07-27,50.65
2007-07-30,51.83
2007-07-31,50.78
2007-08-01,51.67
2007-08-02,51.7
2007-08-03,48.92
2007-08-06,50.53
2007-08-07,51.11
2007-08-08,51.33
2007-08-09,48.38
2007-08-10,50.63
2007-08-13,50.7
2007-08-14,50.11
2007-08-15,50.13
2007-08-16,52.7
2007-08-17,52.93
2007-08-20,52.3
2007-08-21,51.79
2007-08-22,52.61
2007-08-23,51.63
2007-08-24,52.51
2007-08-27,51.16
2007-08-28,49.98
2007-08-29,52.04
2007-08-30,50.29
2007-08-31,50.54
2007-09-04,50.97
2007-09-05,50.59
2007-09-06,50.66
2007-09-07,49.85
2007-09-10,49.72
2007-09-11,50.29
2007-09-12,50.21
2007-09-13,50.31
2007-09-14,49.69
2007-09-17,49.5
2007-09-18,51.82
2007-09-19,52.14
2007-09-20,51.13
2007-09-21,51.01
2007-09-24,49.58
2007-09-25,49.99
2007-09-26,50.03
2007-09-27,50.1
2007-09-28,50.34
2007-10-01,51.83
2007-10-02,52.24
2007-10-03,52.32
2007-10-04,53.55
2007-10-05,53.81
2007-10-08,53.48
2007-10-09,53.3
2007-10-10,53.85
2007-10-11,54.02
2007-10-12,54.17
2007-10-15,53.29
2007-10-16,52.3
2007-10-17,52.34
2007-10-18,51.87
2007-10-19,51.21
2007-10-22,52.01
2007-10-23,51.69
2007-10-24,51.4
2007-10-25,51.74
2007-10-26,53.21
2007-10-29,52.88
2007-10-30,52.42
2007-10-31,52.21
2007-11-01,51.92
2007-11-02,52.42
2007-11-05,52.38
2007-11-06,52.49
2007-11-07,50.35
2007-11-08,51.07
2007-11-09,51.4
2007-11-12,51.38
2007-11-13,52.29
2007-11-14,52.73
2007-11-15,52.96
2007-11-16,52.72
2007-11-19,51.3
2007-11-20,51.19
2007-11-21,50.05
2007-11-23,51.61
2007-11-26,50.16
2007-11-27,51.18
2007-11-28,51.45
2007-11-29,52.29
2007-11-30,53.11
2007-12-03,53.45
2007-12-04,52.92
2007-12-05,54.17
2007-12-06,54.63
2007-12-07,54.16
2007-12-10,55.18
2007-12-11,52.76
2007-12-12,54.38
2007-12-13,54.4
2007-12-14,52.69
2007-12-17,52.6
2007-12-18,52.66
2007-12-19,52.9
2007-12-20,52.17
2007-12-21,53.71
2007-12-24,55.08
2007-12-26,54.29
2007-12-27,54.09
2007-12-28,54.14
2007-12-31,53.8
2008-01-02,52.36
2008-01-03,53.06
2008-01-04,51.39
2008-01-07,52.04
2008-01-08,50.45
2008-01-09,51.13
2008-01-10,51.57
2008-01-11,51.46
2008-01-14,51.05
2008-01-15,49.68
2008-01-16,50.15
2008-01-17,47.43
2008-01-18,46.19
2008-01-22,46.17
2008-01-23,46.42
2008-01-24,46.41
2008-01-25,45.43
2008-01-28,48.0
2008-01-29,47.63
2008-01-30,47.83
2008-01-31,48.1
2008-02-01,49.63
2008-02-04,48.82
2008-02-05,47.23
2008-02-06,47.35
2008-02-07,47.25
2008-02-08,46.56
2008-02-11,45.91
2008-02-12,47.73
2008-02-13,48.0
2008-02-14,47.29
2008-02-15,47.87
2008-02-19,47.87
2008-02-20,48.16
2008-02-21,47.06
2008-02-22,47.9
2008-02-25,49.03
2008-02-26,50.03
2008-02-27,49.25
2008-02-28,48.1
2008-02-29,46.41
2008-03-03,46.5
2008-03-04,46.63
2008-03-05,47.49
2008-03-06,46.5
2008-03-07,46.63
2008-03-10,46.26
2008-03-11,48.53
2008-03-12,46.0
2008-03-13,46.83
2008-03-14,44.92
2008-03-17,45.97
2008-03-18,47.75
2008-03-19,46.41
2008-03-20,47.79
2008-03-24,47.69
2008-03-25,47.76
2008-03-26,47.55
2008-03-27,47.46
2008-03-28,47.42
2008-03-31,47.85
2008-04-01,50.55
2008-04-02,49.94
2008-04-03,49.39
2008-04-04,49.3
2008-04-07,50.18
2008-04-08,48.88
2008-04-09,49.03
2008-04-10,49.24
2008-04-11,49.3
2008-04-14,49.0
2008-04-15,48.73
2008-04-16,49.38
2008-04-17,49.71
2008-04-18,50.31
2008-04-21,49.3
2008-04-22,48.79
2008-04-23,48.29
2008-04-24,50.68
2008-04-25,50.21
2008-04-28,50.76
2008-04-29,49.67
2008-04-30,50.4
2008-05-01,52.15
2008-05-02,52.06
2008-05-05,51.75
2008-05-06,51.42
2008-05-07,50.51
2008-05-08,50.25
2008-05-09,50.18
2008-05-12,51.22
2008-05-13,50.36
2008-05-14,51.19
2008-05-15,51.64
2008-05-16,50.82
2008-05-19,50.67
2008-05-20,49.84
2008-05-21,49.17
2008-05-22,49.14
2008-05-23,48.31
2008-05-27,49.28
2008-05-28,48.55
2008-05-29,49.76
2008-05-30,49.81
2008-06-02,49.28
2008-06-03,49.3
2008-06-04,49.23
2008-06-05,50.24
2008-06-06,47.25
2008-06-09,47.79
2008-06-10,48.43
2008-06-11,46.65
2008-06-12,47.81
2008-06-13,47.84
2008-06-16,48.2
2008-06-17,47.25
2008-06-18,46.7
2008-06-19,46.42
2008-06-20,45.63
2008-06-23,44.84
2008-06-24,44.94
2008-06-25,44.97
2008-06-26,44.11
2008-06-27,44.3
2008-06-30,43.4
2008-07-01,44.44
2008-07-02,44.08
2008-07-03,44.34
2008-07-07,43.28
2008-07-08,44.61
2008-07-09,43.5
2008-07-10,43.8
2008-07-11,44.12
2008-07-14,42.48
2008-07-15,41.49
2008-07-16,43.7
2008-07-17,43.24
2008-07-18,43.95
2008-07-21,43.08
2008-07-22,44.66
2008-07-23,45.6
2008-07-24,42.88
2008-07-25,42.33
2008-07-28,42.1
2008-07-29,43.3
2008-07-30,44.46
2008-07-31,44.12
2008-08-01,44.06
2008-08-04,44.36
2008-08-05,44.84
2008-08-06,44.46
2008-08-07,43.1
2008-08-08,44.39
2008-08-11,44.14
2008-08-12,43.52
2008-08-13,43.12
2008-08-14,43.52
2008-08-15,44.46
2008-08-18,43.23
2008-08-19,42.72
2008-08-20,42.88
2008-08-21,42.74
2008-08-22,44.31
2008-08-25,43.79
2008-08-26,43.24
2008-08-27,43.63
2008-08-28,44.55
2008-08-29,44.16
2008-09-02,44.53
2008-09-03,44.57
2008-09-04,42.69
2008-09-05,43.28
2008-09-08,44.7
2008-09-09,43.48
2008-09-10,44.2
2008-09-11,44.61
2008-09-12,45.05
2008-09-15,43.7
2008-09-16,48.86
2008-09-17,45.01
2008-09-18,50.8
2008-09-19,50.76
2008-09-22,46.53
2008-09-23,45.62
2008-09-24,44.18
2008-09-25,45.09
2008-09-26,44.0
2008-09-29,36.0
2008-09-30,45.2
2008-10-01,42.99
2008-10-02,40.47
2008-10-03,38.8
2008-10-06,39.1
2008-10-07,35.1
2008-10-08,32.67
2008-10-09,30.6
2008-10-10,30.5
2008-10-13,35.9
2008-10-14,36.96
2008-10-15,33.7
2008-10-16,33.25
2008-10-17,34.03
2008-10-20,36.15
2008-10-21,36.33
2008-10-22,37.02
2008-10-23,41.0
2008-10-24,41.74
2008-10-27,37.61
2008-10-28,38.79
2008-10-29,40.35
2008-10-30,41.15
2008-10-31,42.55
2008-11-03,40.55
2008-11-04,42.6
2008-11-05,40.43
2008-11-06,37.7
2008-11-07,39.61
2008-11-10,38.81
2008-11-11,40.17
2008-11-12,39.03
2008-11-13,43.42
2008-11-14,41.88
2008-11-17,41.07
2008-11-18,41.39
2008-11-19,37.29
2008-11-20,34.84
2008-11-21,38.77
2008-11-24,40.62
2008-11-25,40.45
2008-11-26,42.78
2008-11-28,43.65
2008-12-01,37.01
2008-12-02,40.16
2008-12-03,40.22
2008-12-04,38.82
2008-12-05,43.41
2008-12-08,43.77
2008-12-09,42.17
2008-12-10,40.59
