time_captured,GE_Open
2016-02-08,28.22
2016-02-09,27.75
2016-02-10,28.37
2016-02-11,27.75
2016-02-12,27.57
2016-02-16,28.58
2016-02-17,29.14
2016-02-18,29.3
2016-02-19,28.94
2016-02-22,29.25
2016-02-23,29.21
2016-02-24,28.9
2016-02-25,28.8
2016-02-26,29.3
2016-02-29,29.44
2016-03-01,29.41
2016-03-02,29.78
2016-03-03,30.2
2016-03-04,30.22
2016-03-07,30.26
2016-03-08,30.08
2016-03-09,30.16
2016-03-10,30.17
2016-03-11,30.14
2016-03-14,30.22
2016-03-15,30.03
2016-03-16,30.24
2016-03-17,30.22
2016-03-18,31.09
2016-03-21,30.85
2016-03-22,30.98
2016-03-23,31.04
2016-03-24,30.91
2016-03-28,31.14
2016-03-29,31.46
2016-03-30,31.76
2016-03-31,31.89
2016-04-01,31.5
2016-04-04,31.69
2016-04-05,30.95
2016-04-06,30.89
2016-04-07,30.72
2016-04-08,30.9
2016-04-11,30.83
2016-04-12,30.68
2016-04-13,30.98
2016-04-14,30.99
2016-04-15,31.07
2016-04-18,30.9
2016-04-19,31.14
2016-04-20,31.2
2016-04-21,31.12
2016-04-22,31.03
2016-04-25,30.81
2016-04-26,30.84
2016-04-27,30.94
2016-04-28,30.74
2016-04-29,30.75
2016-05-02,30.64
2016-05-03,30.64
2016-05-04,30.4
2016-05-05,30.14
2016-05-06,29.68
2016-05-09,30.05
2016-05-10,29.99
2016-05-11,30.5
2016-05-12,29.84
2016-05-13,29.97
2016-05-16,29.55
2016-05-17,29.89
2016-05-18,29.7
2016-05-19,29.33
2016-05-20,29.53
2016-05-23,29.52
2016-05-24,29.72
2016-05-25,30.0
2016-05-26,30.07
2016-05-27,30.14
2016-05-31,30.12
2016-06-01,30.04
2016-06-02,30.01
2016-06-03,30.02
2016-06-06,30.0
2016-06-07,30.14
2016-06-08,30.23
2016-06-09,30.16
2016-06-10,30.02
2016-06-13,29.98
2016-06-14,29.82
2016-06-15,30.48
2016-06-16,30.14
2016-06-17,30.65
2016-06-20,30.85
2016-06-21,30.88
2016-06-22,31.0
2016-06-23,31.06
2016-06-24,30.11
2016-06-27,29.54
2016-06-28,29.81
2016-06-29,30.51
2016-06-30,30.66
2016-07-01,31.33
2016-07-05,31.25
2016-07-06,31.27
2016-07-07,31.81
2016-07-08,31.99
2016-07-11,32.26
2016-07-12,32.31
2016-07-13,32.26
2016-07-14,32.5
2016-07-15,32.76
2016-07-18,32.89
2016-07-19,32.75
2016-07-20,32.96
2016-07-21,32.73
2016-07-22,31.73
2016-07-25,32.07
2016-07-26,31.67
2016-07-27,31.49
2016-07-28,31.2
2016-07-29,31.28
2016-08-01,31.12
2016-08-02,31.11
2016-08-03,31.03
2016-08-04,31.2
2016-08-05,31.27
2016-08-08,31.3
2016-08-09,31.23
2016-08-10,31.25
2016-08-11,31.31
2016-08-12,31.2
2016-08-15,31.3
2016-08-16,31.14
2016-08-17,31.26
2016-08-18,31.25
2016-08-19,31.32
2016-08-22,31.17
2016-08-23,31.45
2016-08-24,31.27
2016-08-25,31.19
2016-08-26,31.27
2016-08-29,31.18
2016-08-30,31.34
2016-08-31,31.29
2016-09-01,31.15
2016-09-02,31.25
2016-09-06,31.31
2016-09-07,30.99
2016-09-08,31.0
2016-09-09,30.82
2016-09-12,30.0
2016-09-13,30.22
2016-09-14,29.81
2016-09-15,29.55
2016-09-16,29.63
2016-09-19,29.78
2016-09-20,29.67
2016-09-21,29.75
2016-09-22,29.96
2016-09-23,30.02
2016-09-26,29.8
2016-09-27,29.6
2016-09-28,29.92
2016-09-29,29.81
2016-09-30,29.6
2016-10-03,29.46
2016-10-04,29.71
2016-10-05,29.52
2016-10-06,29.4
2016-10-07,29.06
2016-10-10,29.0
2016-10-11,28.75
2016-10-12,28.92
2016-10-13,28.78
2016-10-14,28.96
2016-10-17,28.9
2016-10-18,29.03
2016-10-19,29.06
2016-10-20,29.1
2016-10-21,28.44
2016-10-24,29.0
2016-10-25,28.94
2016-10-26,28.59
2016-10-27,28.89
2016-10-28,28.88
2016-10-31,29.48
2016-11-01,29.0
2016-11-02,28.86
2016-11-03,28.6
2016-11-04,28.22
2016-11-07,28.85
2016-11-08,29.37
2016-11-09,29.32
2016-11-10,29.85
2016-11-11,30.49
2016-11-14,30.74
2016-11-15,30.48
2016-11-16,30.65
2016-11-17,30.7
2016-11-18,30.75
2016-11-21,30.69
2016-11-22,30.93
2016-11-23,31.24
2016-11-25,31.45
2016-11-28,31.33
2016-11-29,31.28
2016-11-30,31.18
2016-12-01,30.64
2016-12-02,31.36
2016-12-05,31.43
2016-12-06,31.19
2016-12-07,31.01
2016-12-08,31.6
2016-12-09,31.45
2016-12-12,31.67
2016-12-13,31.9
2016-12-14,31.61
2016-12-15,31.49
2016-12-16,31.52
2016-12-19,31.76
2016-12-20,31.92
2016-12-21,32.2
2016-12-22,31.91
2016-12-23,31.87
2016-12-27,31.89
2016-12-28,31.84
2016-12-29,31.74
2016-12-30,31.63
2017-01-03,31.67
2017-01-04,31.75
2017-01-05,31.57
2017-01-06,31.58
2017-01-09,31.64
2017-01-10,31.46
2017-01-11,31.24
2017-01-12,31.45
2017-01-13,31.36
2017-01-17,31.17
2017-01-18,31.21
2017-01-19,31.25
2017-01-20,30.76
2017-01-23,30.5
2017-01-24,29.86
2017-01-25,30.42
2017-01-26,30.44
2017-01-27,30.4
2017-01-30,29.96
2017-01-31,29.85
2017-02-01,29.73
2017-02-02,29.58
2017-02-03,29.79
2017-02-06,29.68
2017-02-07,29.75
2017-02-08,29.51
2017-02-09,29.52
2017-02-10,29.74
2017-02-13,29.88
2017-02-14,30.13
2017-02-15,30.29
2017-02-16,30.35
2017-02-17,30.41
2017-02-21,30.41
2017-02-22,30.52
2017-02-23,30.04
2017-02-24,29.84
2017-02-27,30.05
2017-02-28,29.99
2017-03-01,29.98
2017-03-02,30.23
2017-03-03,30.19
2017-03-06,30.0
2017-03-07,29.93
2017-03-08,29.89
2017-03-09,29.75
2017-03-10,29.84
2017-03-13,30.23
2017-03-14,29.76
2017-03-15,29.55
2017-03-16,29.8
2017-03-17,29.85
2017-03-20,29.9
2017-03-21,29.86
2017-03-22,29.56
2017-03-23,29.5
2017-03-24,29.59
2017-03-27,29.45
2017-03-28,29.31
2017-03-29,29.52
2017-03-30,29.66
2017-03-31,29.86
2017-04-03,29.76
2017-04-04,29.9
2017-04-05,30.09
2017-04-06,30.0
2017-04-07,29.92
2017-04-10,30.07
2017-04-11,30.0
2017-04-12,29.88
2017-04-13,29.7
2017-04-17,29.62
2017-04-18,29.6
2017-04-19,29.89
2017-04-20,30.05
2017-04-21,30.27
2017-04-24,29.85
2017-04-25,29.45
2017-04-26,29.52
2017-04-27,29.29
2017-04-28,29.1
2017-05-01,29.01
2017-05-02,29.01
2017-05-03,28.92
2017-05-04,29.27
2017-05-05,29.13
2017-05-08,29.16
2017-05-09,29.08
2017-05-10,28.92
2017-05-11,28.68
2017-05-12,28.36
2017-05-15,28.07
2017-05-16,28.25
2017-05-17,27.82
2017-05-18,27.26
2017-05-19,27.55
2017-05-22,28.23
2017-05-23,28.21
2017-05-24,28.32
2017-05-25,27.79
2017-05-26,27.46
2017-05-30,27.31
2017-05-31,27.33
2017-06-01,27.51
2017-06-02,27.87
2017-06-05,27.9
2017-06-06,27.98
2017-06-07,27.95
2017-06-08,27.66
2017-06-09,27.63
2017-06-12,29.24
2017-06-13,29.12
2017-06-14,28.48
2017-06-15,28.48
2017-06-16,28.98
2017-06-19,28.96
2017-06-20,28.71
2017-06-21,28.18
2017-06-22,27.77
2017-06-23,27.79
2017-06-26,27.59
2017-06-27,27.52
2017-06-28,27.26
2017-06-29,27.16
2017-06-30,27.09
2017-07-03,27.16
2017-07-05,27.54
2017-07-06,26.86
2017-07-07,26.25
2017-07-10,26.13
2017-07-11,26.03
2017-07-12,26.54
2017-07-13,26.58
2017-07-14,26.74
2017-07-17,26.76
2017-07-18,26.76
2017-07-19,26.85
2017-07-20,27.02
2017-07-21,25.38
2017-07-24,25.78
2017-07-25,25.57
2017-07-26,25.59
2017-07-27,25.59
2017-07-28,25.86
2017-07-31,
2017-08-01,25.63
2017-08-02,25.44
2017-08-03,25.59
2017-08-04,25.75
2017-08-07,25.74
2017-08-08,25.63
2017-08-09,25.55
2017-08-10,25.71
2017-08-11,25.4
2017-08-14,25.28
2017-08-15,25.21
2017-08-16,25.12
2017-08-17,25.07
2017-08-18,24.63
2017-08-21,24.49
2017-08-22,24.57
2017-08-23,24.52
2017-08-24,24.43
2017-08-25,24.39
2017-08-28,24.53
2017-08-29,24.33
2017-08-30,24.49
2017-08-31,24.41
2017-09-01,24.6
2017-09-05,25.06
2017-09-06,24.89
2017-09-07,24.51
2017-09-08,23.95
2017-09-11,23.8
2017-09-12,23.82
2017-09-13,23.93
2017-09-14,24.1
2017-09-15,24.1
2017-09-18,23.96
2017-09-19,24.46
2017-09-20,24.2
2017-09-21,24.33
2017-09-22,24.84
2017-09-25,24.92
2017-09-26,25.15
2017-09-27,25.0
2017-09-28,24.39
2017-09-29,24.22
2017-10-02,24.22
2017-10-03,24.61
2017-10-04,24.88
2017-10-05,24.39
2017-10-06,24.41
2017-10-09,24.1
2017-10-10,23.7
2017-10-11,23.13
2017-10-12,23.05
2017-10-13,23.15
2017-10-16,22.99
2017-10-17,23.22
2017-10-18,23.2
2017-10-19,23.14
2017-10-20,22.14
2017-10-23,23.44
2017-10-24,22.12
2017-10-25,21.84
2017-10-26,21.57
2017-10-27,21.26
2017-10-30,20.62
2017-10-31,20.26
2017-11-01,20.07
2017-11-02,20.05
2017-11-03,19.92
2017-11-06,20.52
2017-11-07,20.17
2017-11-08,20.21
2017-11-09,20.04
2017-11-10,19.98
2017-11-13,20.26
2017-11-14,18.79
2017-11-15,17.51
2017-11-16,18.48
2017-11-17,18.34
2017-11-20,17.95
2017-11-21,17.95
2017-11-22,18.15
2017-11-24,18.38
2017-11-27,18.34
2017-11-28,18.17
2017-11-29,18.45
2017-11-30,18.56
2017-12-01,18.28
2017-12-04,18.0
2017-12-05,17.78
2017-12-06,17.61
2017-12-07,17.81
2017-12-08,17.71
2017-12-11,17.6
2017-12-12,17.91
2017-12-13,17.92
2017-12-14,17.77
2017-12-15,17.78
2017-12-18,17.87
2017-12-19,17.77
2017-12-20,17.63
2017-12-21,17.46
2017-12-22,17.51
2017-12-26,17.45
2017-12-27,17.46
2017-12-28,17.35
2017-12-29,17.27
