time_captured,04_out_raw_accX
1970-01-01 00:00:00.000000358,-402.234
1970-01-01 00:00:00.000000359,-258.396
1970-01-01 00:00:00.000000360,99.064
1970-01-01 00:00:00.000000361,822.768
1970-01-01 00:00:00.000000362,1261.114
1970-01-01 00:00:00.000000363,509.106
1970-01-01 00:00:00.000000364,-312.198
1970-01-01 00:00:00.000000365,-659.654
1970-01-01 00:00:00.000000366,-533.14
1970-01-01 00:00:00.000000367,-576.694
1970-01-01 00:00:00.000000368,-476.898
1970-01-01 00:00:00.000000369,-308.538
1970-01-01 00:00:00.000000370,932.446
1970-01-01 00:00:00.000000371,932.446
1970-01-01 00:00:00.000000372,1313.452
1970-01-01 00:00:00.000000373,-610.122
1970-01-01 00:00:00.000000374,-723.704
1970-01-01 00:00:00.000000375,-228.14
1970-01-01 00:00:00.000000376,-206.546
1970-01-01 00:00:00.000000377,-305.244
1970-01-01 00:00:00.000000378,-184.708
1970-01-01 00:00:00.000000379,67.832
1970-01-01 00:00:00.000000380,912.926
1970-01-01 00:00:00.000000381,1260.626
1970-01-01 00:00:00.000000382,294.752
1970-01-01 00:00:00.000000383,-711.992
1970-01-01 00:00:00.000000384,-767.746
1970-01-01 00:00:00.000000385,-472.018
1970-01-01 00:00:00.000000386,-549.488
1970-01-01 00:00:00.000000387,-313.662
1970-01-01 00:00:00.000000388,372.344
1970-01-01 00:00:00.000000389,1075.674
1970-01-01 00:00:00.000000390,1075.674
1970-01-01 00:00:00.000000391,96.136
1970-01-01 00:00:00.000000392,-796.538
1970-01-01 00:00:00.000000393,-646.722
1970-01-01 00:00:00.000000394,-154.208
1970-01-01 00:00:00.000000395,-379.42
1970-01-01 00:00:00.000000396,-404.308
1970-01-01 00:00:00.000000397,-109.8
1970-01-01 00:00:00.000000398,439.322
1970-01-01 00:00:00.000000399,1209.264
1970-01-01 00:00:00.000000400,1095.072
1970-01-01 00:00:00.000000401,65.514
1970-01-01 00:00:00.000000402,-931.836
1970-01-01 00:00:00.000000403,-408.944
1970-01-01 00:00:00.000000404,-774.212
1970-01-01 00:00:00.000000405,-375.516
1970-01-01 00:00:00.000000406,-168.116
1970-01-01 00:00:00.000000407,452.62
1970-01-01 00:00:00.000000408,1475.956
1970-01-01 00:00:00.000000409,923.54
1970-01-01 00:00:00.000000410,-137.982
1970-01-01 00:00:00.000000411,-942.572
1970-01-01 00:00:00.000000412,-638.304
1970-01-01 00:00:00.000000413,-470.066
1970-01-01 00:00:00.000000414,-425.048
1970-01-01 00:00:00.000000415,6.222
1970-01-01 00:00:00.000000416,719.312
1970-01-01 00:00:00.000000417,1114.836
1970-01-01 00:00:00.000000418,813.374
1970-01-01 00:00:00.000000419,-204.838
1970-01-01 00:00:00.000000420,-794.708
1970-01-01 00:00:00.000000421,-515.816
1970-01-01 00:00:00.000000422,-473.238
1970-01-01 00:00:00.000000423,-852.536
1970-01-01 00:00:00.000000424,-377.346
1970-01-01 00:00:00.000000425,1046.516
1970-01-01 00:00:00.000000426,1096.78
1970-01-01 00:00:00.000000427,378.444
1970-01-01 00:00:00.000000428,403.698
1970-01-01 00:00:00.000000429,-574.376
1970-01-01 00:00:00.000000430,-235.704
1970-01-01 00:00:00.000000431,-534.116
1970-01-01 00:00:00.000000432,-666.12
1970-01-01 00:00:00.000000433,-247.172
1970-01-01 00:00:00.000000434,21.228
1970-01-01 00:00:00.000000435,774.578
1970-01-01 00:00:00.000000436,1148.386
1970-01-01 00:00:00.000000437,329.522
1970-01-01 00:00:00.000000438,-568.886
1970-01-01 00:00:00.000000439,-465.674
1970-01-01 00:00:00.000000440,-504.348
1970-01-01 00:00:00.000000441,-537.654
1970-01-01 00:00:00.000000442,-340.014
1970-01-01 00:00:00.000000443,335.134
1970-01-01 00:00:00.000000444,973.438
1970-01-01 00:00:00.000000445,1108.37
1970-01-01 00:00:00.000000446,170.922
1970-01-01 00:00:00.000000447,-796.904
1970-01-01 00:00:00.000000448,-411.14
1970-01-01 00:00:00.000000449,-377.834
1970-01-01 00:00:00.000000450,-439.078
1970-01-01 00:00:00.000000451,-410.042
1970-01-01 00:00:00.000000452,-287.676
1970-01-01 00:00:00.000000453,1095.926
1970-01-01 00:00:00.000000454,1334.68
1970-01-01 00:00:00.000000455,22.936
1970-01-01 00:00:00.000000456,24.766
1970-01-01 00:00:00.000000457,-874.74
1970-01-01 00:00:00.000000458,-391.254
1970-01-01 00:00:00.000000459,-645.014
1970-01-01 00:00:00.000000460,-389.058
1970-01-01 00:00:00.000000461,-159.576
1970-01-01 00:00:00.000000462,448.96
1970-01-01 00:00:00.000000463,953.796
1970-01-01 00:00:00.000000464,1020.408
1970-01-01 00:00:00.000000465,-40.26
1970-01-01 00:00:00.000000466,-877.18
1970-01-01 00:00:00.000000467,-698.45
1970-01-01 00:00:00.000000468,-301.096
1970-01-01 00:00:00.000000469,-466.284
1970-01-01 00:00:00.000000470,-67.832
1970-01-01 00:00:00.000000471,402.478
1970-01-01 00:00:00.000000472,1179.862
1970-01-01 00:00:00.000000473,1099.708
1970-01-01 00:00:00.000000474,29.89
1970-01-01 00:00:00.000000475,-1124.474
1970-01-01 00:00:00.000000476,-715.652
1970-01-01 00:00:00.000000477,-450.302
1970-01-01 00:00:00.000000478,-728.584
1970-01-01 00:00:00.000000479,-407.602
1970-01-01 00:00:00.000000480,-32.696
1970-01-01 00:00:00.000000481,812.154
1970-01-01 00:00:00.000000482,896.09
1970-01-01 00:00:00.000000483,-394.304
1970-01-01 00:00:00.000000484,-394.304
1970-01-01 00:00:00.000000485,-730.536
1970-01-01 00:00:00.000000486,-525.332
1970-01-01 00:00:00.000000487,-624.762
1970-01-01 00:00:00.000000488,-288.774
1970-01-01 00:00:00.000000489,203.74
1970-01-01 00:00:00.000000490,803.248
1970-01-01 00:00:00.000000491,1167.052
1970-01-01 00:00:00.000000492,677.344
1970-01-01 00:00:00.000000493,-467.016
1970-01-01 00:00:00.000000494,-839.116
1970-01-01 00:00:00.000000495,-418.094
1970-01-01 00:00:00.000000496,-538.874
1970-01-01 00:00:00.000000497,-275.354
1970-01-01 00:00:00.000000498,4.514
1970-01-01 00:00:00.000000499,934.398
1970-01-01 00:00:00.000000500,1032.486
1970-01-01 00:00:00.000000501,231.19
1970-01-01 00:00:00.000000502,-662.46
1970-01-01 00:00:00.000000503,-878.156
1970-01-01 00:00:00.000000504,-274.866
1970-01-01 00:00:00.000000505,-120.292
1970-01-01 00:00:00.000000506,-309.148
1970-01-01 00:00:00.000000507,-229.36
1970-01-01 00:00:00.000000508,92.11
1970-01-01 00:00:00.000000509,1405.318
1970-01-01 00:00:00.000000510,386.984
1970-01-01 00:00:00.000000511,-773.846
1970-01-01 00:00:00.000000512,-773.846
1970-01-01 00:00:00.000000513,-441.274
1970-01-01 00:00:00.000000514,-452.742
1970-01-01 00:00:00.000000515,-597.922
1970-01-01 00:00:00.000000516,-338.184
1970-01-01 00:00:00.000000517,300.242
1970-01-01 00:00:00.000000518,895.724
1970-01-01 00:00:00.000000519,1084.214
1970-01-01 00:00:00.000000520,40.504
1970-01-01 00:00:00.000000521,-816.546
1970-01-01 00:00:00.000000522,-732.732
1970-01-01 00:00:00.000000523,-179.706
1970-01-01 00:00:00.000000524,-335.744
1970-01-01 00:00:00.000000525,-405.894
1970-01-01 00:00:00.000000526,453.718
1970-01-01 00:00:00.000000527,1189.378
1970-01-01 00:00:00.000000528,1301.13
1970-01-01 00:00:00.000000529,109.19
1970-01-01 00:00:00.000000530,-998.326
1970-01-01 00:00:00.000000531,-621.224
1970-01-01 00:00:00.000000532,-483.73
