time_captured,CVX_Close
2011-01-19,92.97
2011-01-20,92.71
2011-01-21,93.78
2011-01-24,94.1
2011-01-25,94.08
2011-01-26,94.64
2011-01-27,94.75
2011-01-28,93.37
2011-01-31,94.93
2011-02-01,96.22
2011-02-02,96.48
2011-02-03,97.31
2011-02-04,97.11
2011-02-07,97.66
2011-02-08,97.74
2011-02-09,96.24
2011-02-10,96.7
2011-02-11,96.45
2011-02-14,96.95
2011-02-15,96.34
2011-02-16,96.66
2011-02-17,97.17
2011-02-18,98.72
2011-02-22,100.32
2011-02-23,102.27
2011-02-24,102.03
2011-02-25,102.1
2011-02-28,103.75
2011-03-01,102.9
2011-03-02,103.47
2011-03-03,104.19
2011-03-04,103.75
2011-03-07,103.01
2011-03-08,103.77
2011-03-09,102.14
2011-03-10,99.08
2011-03-11,99.93
2011-03-14,100.8
2011-03-15,101.23
2011-03-16,99.51
2011-03-17,102.24
2011-03-18,102.8
2011-03-21,105.19
2011-03-22,105.23
2011-03-23,105.48
2011-03-24,105.38
2011-03-25,106.78
2011-03-28,106.04
2011-03-29,107.37
2011-03-30,108.01
2011-03-31,107.49
2011-04-01,108.32
2011-04-04,108.23
2011-04-05,109.33
2011-04-06,108.66
2011-04-07,108.94
2011-04-08,109.66
2011-04-11,107.78
2011-04-12,104.18
2011-04-13,103.81
2011-04-14,104.88
2011-04-15,106.24
2011-04-18,104.5
2011-04-19,105.4
2011-04-20,107.81
2011-04-21,108.13
2011-04-25,107.42
2011-04-26,108.75
2011-04-27,108.97
2011-04-28,108.81
2011-04-29,109.44
2011-05-02,108.18
2011-05-03,106.17
2011-05-04,104.68
2011-05-05,102.62
2011-05-06,102.88
2011-05-09,104.09
2011-05-10,104.36
2011-05-11,102.26
2011-05-12,102.76
2011-05-13,102.39
2011-05-16,101.65
2011-05-17,100.41
2011-05-18,102.86
2011-05-19,103.87
2011-05-20,102.57
2011-05-23,101.37
2011-05-24,102.27
2011-05-25,103.25
2011-05-26,103.36
2011-05-27,103.21
2011-05-31,104.91
2011-06-01,102.49
2011-06-02,101.12
2011-06-03,101.0
2011-06-06,99.68
2011-06-07,99.47
2011-06-08,99.95
2011-06-09,101.23
2011-06-10,99.67
2011-06-13,98.93
2011-06-14,100.6
2011-06-15,98.41
2011-06-16,99.43
2011-06-17,99.17
2011-06-20,99.91
2011-06-21,101.59
2011-06-22,101.07
2011-06-23,99.36
2011-06-24,97.9
2011-06-27,98.9
2011-06-28,100.35
2011-06-29,101.28
2011-06-30,102.84
2011-07-01,104.09
2011-07-05,105.12
2011-07-06,105.08
2011-07-07,106.59
2011-07-08,105.89
2011-07-11,104.41
2011-07-12,104.39
2011-07-13,105.09
2011-07-14,104.67
2011-07-15,106.19
2011-07-18,106.23
2011-07-19,107.48
2011-07-20,107.1
2011-07-21,109.43
2011-07-22,108.97
2011-07-25,108.1
2011-07-26,107.57
2011-07-27,105.63
2011-07-28,105.03
2011-07-29,104.02
2011-08-01,105.38
2011-08-02,103.45
2011-08-03,102.76
2011-08-04,96.84
2011-08-05,97.61
2011-08-08,90.25
2011-08-09,93.4
2011-08-10,90.57
2011-08-11,94.07
2011-08-12,95.86
2011-08-15,99.1
2011-08-16,98.14
2011-08-17,97.68
2011-08-18,93.24
2011-08-19,93.29
2011-08-22,93.3
2011-08-23,97.33
2011-08-24,97.59
2011-08-25,95.96
2011-08-26,96.85
2011-08-29,98.74
2011-08-30,98.4
2011-08-31,98.84
2011-09-01,98.52
2011-09-02,96.41
2011-09-06,95.61
2011-09-07,99.29
2011-09-08,98.41
2011-09-09,95.19
2011-09-12,95.91
2011-09-13,95.93
2011-09-14,97.31
2011-09-15,99.26
2011-09-16,99.63
2011-09-19,98.71
2011-09-20,97.79
2011-09-21,94.27
2011-09-22,90.17
2011-09-23,90.01
2011-09-26,91.49
2011-09-27,93.54
2011-09-28,91.74
2011-09-29,94.39
2011-09-30,92.59
2011-10-03,89.88
2011-10-04,91.48
2011-10-05,94.66
2011-10-06,94.61
2011-10-07,94.4
2011-10-10,98.2
2011-10-11,97.6
2011-10-12,97.78
2011-10-13,97.79
2011-10-14,100.47
2011-10-17,98.61
2011-10-18,102.95
2011-10-19,102.24
2011-10-20,103.39
2011-10-21,105.53
2011-10-24,106.27
2011-10-25,104.5
2011-10-26,106.77
2011-10-27,109.26
2011-10-28,109.64
2011-10-31,105.05
2011-11-01,102.08
2011-11-02,104.54
2011-11-03,106.13
2011-11-04,106.43
2011-11-07,107.72
2011-11-08,108.86
2011-11-09,104.28
2011-11-10,105.5
2011-11-11,107.05
2011-11-14,106.17
2011-11-15,103.27
2011-11-16,101.05
2011-11-17,100.08
2011-11-18,97.88
2011-11-21,95.66
2011-11-22,96.42
2011-11-23,93.75
2011-11-25,92.29
2011-11-28,95.77
2011-11-29,97.39
2011-11-30,102.82
2011-12-01,101.83
2011-12-02,101.69
2011-12-05,102.82
2011-12-06,104.36
2011-12-07,104.52
2011-12-08,102.25
2011-12-09,104.25
2011-12-12,103.07
2011-12-13,103.62
2011-12-14,100.53
2011-12-15,99.67
2011-12-16,100.86
2011-12-19,99.72
2011-12-20,103.67
2011-12-21,105.43
2011-12-22,106.31
2011-12-23,107.5
2011-12-27,107.98
2011-12-28,105.96
2011-12-29,107.47
2011-12-30,106.4
2012-01-03,110.37
2012-01-04,110.18
2012-01-05,109.1
2012-01-06,108.31
2012-01-09,109.49
2012-01-10,109.06
2012-01-11,107.77
2012-01-12,104.97
2012-01-13,106.09
2012-01-17,106.72
2012-01-18,106.83
2012-01-19,106.93
2012-01-20,106.89
2012-01-23,107.01
2012-01-24,106.72
2012-01-25,107.73
2012-01-26,106.59
2012-01-27,103.96
2012-01-30,103.41
2012-01-31,103.12
2012-02-01,102.79
2012-02-02,103.69
2012-02-03,105.5
2012-02-06,106.67
2012-02-07,106.83
2012-02-08,106.76
2012-02-09,106.37
2012-02-10,105.28
2012-02-13,106.38
2012-02-14,106.49
2012-02-15,105.0
2012-02-16,106.52
2012-02-17,106.66
2012-02-21,108.41
2012-02-22,107.5
2012-02-23,108.35
2012-02-24,109.08
2012-02-27,109.63
2012-02-28,109.61
2012-02-29,109.12
2012-03-01,109.76
2012-03-02,109.61
2012-03-05,109.32
2012-03-06,108.85
2012-03-07,109.46
2012-03-08,110.03
2012-03-09,109.57
2012-03-12,110.0
2012-03-13,111.19
2012-03-14,110.69
2012-03-15,110.03
2012-03-16,110.28
2012-03-19,110.7
2012-03-20,109.08
2012-03-21,107.91
2012-03-22,105.35
2012-03-23,106.36
2012-03-26,107.84
2012-03-27,107.04
2012-03-28,105.89
2012-03-29,106.85
2012-03-30,107.21
2012-04-02,108.3
2012-04-03,107.14
2012-04-04,105.6
2012-04-05,104.75
2012-04-09,103.49
2012-04-10,101.45
2012-04-11,100.95
2012-04-12,102.59
2012-04-13,100.78
2012-04-16,101.51
2012-04-17,103.62
2012-04-18,103.39
2012-04-19,102.51
2012-04-20,102.52
2012-04-23,102.44
2012-04-24,103.03
2012-04-25,103.85
2012-04-26,106.22
2012-04-27,106.2
2012-04-30,106.56
2012-05-01,108.27
2012-05-02,107.03
2012-05-03,105.99
2012-05-04,103.72
2012-05-07,103.31
2012-05-08,102.84
2012-05-09,101.78
2012-05-10,103.36
2012-05-11,102.69
2012-05-14,101.94
2012-05-15,100.9
2012-05-16,100.1
2012-05-17,100.14
2012-05-18,98.46
2012-05-21,99.69
2012-05-22,99.32
2012-05-23,99.0
2012-05-24,100.06
2012-05-25,98.86
2012-05-29,100.24
2012-05-30,97.63
2012-05-31,98.31
2012-06-01,96.41
2012-06-04,96.58
2012-06-05,96.49
2012-06-06,99.8
2012-06-07,100.39
2012-06-08,100.84
2012-06-11,99.91
2012-06-12,100.74
2012-06-13,100.13
2012-06-14,101.92
2012-06-15,104.33
2012-06-18,103.46
2012-06-19,104.06
2012-06-20,103.63
2012-06-21,100.02
2012-06-22,100.44
2012-06-25,99.08
2012-06-26,100.95
2012-06-27,102.57
2012-06-28,103.46
2012-06-29,105.5
2012-07-02,105.86
2012-07-03,107.37
2012-07-05,106.03
2012-07-06,105.07
2012-07-09,104.46
2012-07-10,103.88
2012-07-11,104.85
2012-07-12,105.03
2012-07-13,106.01
2012-07-16,106.78
2012-07-17,107.43
2012-07-18,107.88
2012-07-19,108.84
2012-07-20,109.19
2012-07-23,107.95
2012-07-24,106.3
2012-07-25,106.06
2012-07-26,108.27
2012-07-27,109.26
2012-07-30,109.82
2012-07-31,109.58
2012-08-01,110.5
2012-08-02,109.25
2012-08-03,111.12
2012-08-06,111.31
2012-08-07,111.95
2012-08-08,112.14
2012-08-09,112.63
2012-08-10,113.55
2012-08-13,113.28
2012-08-14,113.32
2012-08-15,112.57
2012-08-16,113.32
2012-08-17,112.66
2012-08-20,112.52
2012-08-21,111.98
2012-08-22,112.15
2012-08-23,111.29
2012-08-24,112.01
2012-08-27,111.73
2012-08-28,112.35
2012-08-29,111.8
2012-08-30,110.93
2012-08-31,112.16
2012-09-04,111.22
2012-09-05,110.77
2012-09-06,113.03
2012-09-07,114.0
2012-09-10,113.96
2012-09-11,114.18
2012-09-12,114.48
2012-09-13,116.56
2012-09-14,117.25
2012-09-17,117.14
2012-09-18,116.97
2012-09-19,116.6
2012-09-20,117.85
2012-09-21,117.8
2012-09-24,117.78
2012-09-25,116.93
2012-09-26,116.3
2012-09-27,117.2
2012-09-28,116.56
2012-10-01,117.25
2012-10-02,117.96
2012-10-03,116.14
2012-10-04,117.15
2012-10-05,117.5
2012-10-08,117.62
2012-10-09,117.36
2012-10-10,112.45
2012-10-11,113.06
2012-10-12,112.07
2012-10-15,112.82
2012-10-16,114.09
2012-10-17,115.18
2012-10-18,114.66
2012-10-19,113.38
2012-10-22,112.74
2012-10-23,109.38
2012-10-24,109.71
2012-10-25,110.96
2012-10-26,111.18
2012-10-31,110.24
2012-11-01,111.46
2012-11-02,108.37
2012-11-05,109.19
2012-11-06,110.36
2012-11-07,107.51
2012-11-08,105.87
2012-11-09,105.84
2012-11-12,105.93
2012-11-13,105.28
2012-11-14,102.5
2012-11-15,101.62
2012-11-16,102.4
2012-11-19,104.35
2012-11-20,103.56
2012-11-21,104.1
2012-11-23,105.47
2012-11-26,104.99
2012-11-27,103.38
2012-11-28,105.58
2012-11-29,105.79
2012-11-30,105.69
2012-12-03,104.66
2012-12-04,103.96
2012-12-05,105.17
2012-12-06,106.45
2012-12-07,106.99
2012-12-10,106.96
2012-12-11,107.74
2012-12-12,108.08
2012-12-13,107.91
2012-12-14,107.82
2012-12-17,108.68
2012-12-18,110.1
2012-12-19,109.91
2012-12-20,110.38
2012-12-21,109.71
2012-12-24,108.63
2012-12-26,108.46
2012-12-27,108.52
2012-12-28,106.45
2012-12-31,108.14
2013-01-02,110.39
2013-01-03,109.92
2013-01-04,110.5
2013-01-07,109.75
2013-01-08,109.26
2013-01-09,109.54
2013-01-10,110.47
2013-01-11,111.73
2013-01-14,112.85
2013-01-15,113.44
2013-01-16,113.97
2013-01-17,114.74
2013-01-18,115.24
2013-01-22,115.91
2013-01-23,115.01
2013-01-24,115.5
2013-01-25,116.2
2013-01-28,116.04
2013-01-29,117.21
2013-01-30,116.45
2013-01-31,115.15
2013-02-01,116.5
2013-02-04,115.2
2013-02-05,115.81
2013-02-06,115.91
2013-02-07,115.02
2013-02-08,115.64
2013-02-11,115.64
2013-02-12,116.5
2013-02-13,115.53
2013-02-14,115.71
2013-02-15,114.96
2013-02-19,115.92
2013-02-20,114.99
2013-02-21,114.99
2013-02-22,115.96
2013-02-25,113.54
2013-02-26,114.96
2013-02-27,116.65
2013-02-28,117.15
2013-03-01,116.9
2013-03-04,117.49
2013-03-05,117.93
2013-03-06,118.47
2013-03-07,118.56
2013-03-08,118.57
2013-03-11,118.73
2013-03-12,118.25
2013-03-13,118.36
2013-03-14,120.0
2013-03-15,119.68
2013-03-18,119.13
2013-03-19,119.46
2013-03-20,120.35
2013-03-21,120.34
2013-03-22,121.18
2013-03-25,120.18
2013-03-26,120.98
2013-03-27,120.19
2013-03-28,118.82
2013-04-01,119.61
2013-04-02,119.0
2013-04-03,117.78
2013-04-04,118.07
2013-04-05,117.52
2013-04-08,117.81
2013-04-09,118.64
2013-04-10,119.64
2013-04-11,120.95
2013-04-12,119.94
2013-04-15,116.57
2013-04-16,117.01
2013-04-17,114.81
2013-04-18,115.59
2013-04-19,115.9
2013-04-22,116.57
2013-04-23,117.48
2013-04-24,118.28
2013-04-25,118.51
2013-04-26,120.04
2013-04-29,121.32
2013-04-30,122.01
2013-05-01,120.27
2013-05-02,122.04
2013-05-03,123.49
2013-05-06,123.25
2013-05-07,123.04
2013-05-08,123.36
2013-05-09,123.64
2013-05-10,123.23
2013-05-13,122.85
2013-05-14,125.0
2013-05-15,123.01
2013-05-16,122.76
2013-05-17,123.42
2013-05-20,124.78
2013-05-21,125.94
2013-05-22,124.93
2013-05-23,125.4
2013-05-24,125.45
2013-05-28,126.43
2013-05-29,125.49
2013-05-30,125.11
2013-05-31,122.75
2013-06-03,124.09
2013-06-04,122.96
2013-06-05,121.57
2013-06-06,120.59
2013-06-07,121.7
2013-06-10,122.69
2013-06-11,121.45
2013-06-12,119.97
2013-06-13,121.66
2013-06-14,120.28
2013-06-17,121.22
2013-06-18,121.52
2013-06-19,120.5
2013-06-20,117.95
2013-06-21,118.93
2013-06-24,116.82
2013-06-25,117.45
2013-06-26,118.15
2013-06-27,118.71
2013-06-28,118.34
2013-07-01,119.08
2013-07-02,119.15
2013-07-03,119.08
2013-07-05,120.51
2013-07-08,121.24
2013-07-09,123.27
2013-07-10,122.9
2013-07-11,123.77
2013-07-12,124.06
2013-07-15,124.68
2013-07-16,124.12
2013-07-17,124.35
2013-07-18,125.47
2013-07-19,126.91
2013-07-22,127.03
2013-07-23,127.26
2013-07-24,126.37
2013-07-25,127.76
2013-07-26,127.56
2013-07-29,126.17
2013-07-30,125.78
2013-07-31,125.89
2013-08-01,126.44
2013-08-02,124.95
2013-08-05,123.99
2013-08-06,123.14
2013-08-07,123.33
2013-08-08,123.07
2013-08-09,122.5
2013-08-12,121.8
2013-08-13,122.5
2013-08-14,122.05
2013-08-15,120.25
2013-08-16,119.88
2013-08-19,118.66
2013-08-20,118.29
2013-08-21,117.7
2013-08-22,118.29
2013-08-23,119.53
2013-08-26,118.84
2013-08-27,118.81
2013-08-28,121.81
2013-08-29,120.37
2013-08-30,120.43
2013-09-03,120.55
2013-09-04,120.86
2013-09-05,121.37
2013-09-06,121.21
2013-09-09,122.22
2013-09-10,123.01
2013-09-11,123.92
2013-09-12,123.89
2013-09-13,124.14
2013-09-16,124.08
2013-09-17,124.34
2013-09-18,125.82
2013-09-19,125.44
2013-09-20,124.92
2013-09-23,125.52
2013-09-24,124.49
2013-09-25,124.07
2013-09-26,123.49
2013-09-27,122.64
2013-09-30,121.5
2013-10-01,121.32
2013-10-02,120.83
2013-10-03,118.25
2013-10-04,118.13
2013-10-07,117.87
2013-10-08,116.73
2013-10-09,116.13
2013-10-10,116.38
2013-10-11,117.67
2013-10-14,118.58
2013-10-15,118.15
2013-10-16,119.16
2013-10-17,119.52
2013-10-18,119.65
2013-10-21,119.82
2013-10-22,120.64
2013-10-23,120.13
2013-10-24,120.56
2013-10-25,120.59
2013-10-28,120.91
2013-10-29,121.5
2013-10-30,120.3
2013-10-31,119.96
2013-11-01,118.01
2013-11-04,118.1
2013-11-05,118.45
2013-11-06,121.14
2013-11-07,119.91
2013-11-08,121.19
2013-11-11,121.08
2013-11-12,120.0
2013-11-13,120.09
2013-11-14,119.56
2013-11-15,120.06
2013-11-18,120.56
2013-11-19,122.06
2013-11-20,122.0
2013-11-21,123.46
2013-11-22,124.03
2013-11-25,123.74
2013-11-26,122.78
2013-11-27,122.42
2013-11-29,122.44
2013-12-02,122.34
2013-12-03,122.52
2013-12-04,121.77
2013-12-05,121.1
2013-12-06,122.29
2013-12-09,123.34
2013-12-10,123.66
2013-12-11,122.1
2013-12-12,120.99
2013-12-13,119.9
2013-12-16,120.22
2013-12-17,118.74
2013-12-18,121.6
2013-12-19,123.22
2013-12-20,122.78
2013-12-23,122.8
2013-12-24,123.51
2013-12-26,124.81
2013-12-27,125.23
2013-12-30,124.23
2013-12-31,124.91
2014-01-02,124.14
2014-01-03,124.35
2014-01-06,124.02
2014-01-07,125.07
2014-01-08,123.29
2014-01-09,123.29
2014-01-10,121.01
2014-01-13,119.25
2014-01-14,119.57
2014-01-15,119.18
2014-01-16,118.83
2014-01-17,119.29
2014-01-21,120.36
2014-01-22,120.43
2014-01-23,118.39
2014-01-24,116.29
2014-01-27,116.43
2014-01-28,116.84
2014-01-29,116.0
2014-01-30,116.45
2014-01-31,111.63
2014-02-03,111.14
2014-02-04,110.83
2014-02-05,109.52
2014-02-06,111.27
2014-02-07,112.05
2014-02-10,111.69
2014-02-11,113.58
2014-02-12,112.03
2014-02-13,112.51
2014-02-14,113.48
2014-02-18,112.71
2014-02-19,113.6
2014-02-20,114.6
2014-02-21,112.68
2014-02-24,114.15
2014-02-25,114.97
2014-02-26,115.51
2014-02-27,115.69
2014-02-28,115.33
2014-03-03,114.84
2014-03-04,115.32
2014-03-05,114.43
2014-03-06,114.85
2014-03-07,115.08
2014-03-10,115.84
2014-03-11,114.51
2014-03-12,115.65
2014-03-13,114.45
2014-03-14,114.1
2014-03-17,115.07
2014-03-18,116.24
2014-03-19,115.2
2014-03-20,115.51
2014-03-21,115.63
2014-03-24,115.85
2014-03-25,117.09
2014-03-26,117.71
2014-03-27,117.67
2014-03-28,118.5
2014-03-31,118.91
2014-04-01,119.0
2014-04-02,119.35
2014-04-03,119.04
2014-04-04,118.8
2014-04-07,117.34
2014-04-08,117.8
2014-04-09,119.1
2014-04-10,116.69
2014-04-11,117.03
2014-04-14,118.7
2014-04-15,120.3
2014-04-16,121.83
2014-04-17,123.68
2014-04-21,124.24
2014-04-22,124.0
2014-04-23,124.69
2014-04-24,124.3
2014-04-25,123.99
2014-04-28,125.73
2014-04-29,125.97
2014-04-30,125.52
2014-05-01,124.94
2014-05-02,124.72
2014-05-05,125.36
2014-05-06,124.97
2014-05-07,126.23
2014-05-08,125.09
2014-05-09,125.03
2014-05-12,125.24
2014-05-13,125.85
2014-05-14,126.42
2014-05-15,123.81
2014-05-16,123.18
2014-05-19,122.95
2014-05-20,122.5
2014-05-21,124.16
2014-05-22,123.63
2014-05-23,123.37
2014-05-27,122.84
2014-05-28,122.52
2014-05-29,122.32
2014-05-30,122.79
2014-06-02,122.21
2014-06-03,122.55
2014-06-04,122.35
2014-06-05,123.52
2014-06-06,124.19
2014-06-09,124.37
2014-06-10,125.34
2014-06-11,125.18
2014-06-12,126.11
2014-06-13,127.26
2014-06-16,128.54
2014-06-17,128.83
2014-06-18,130.28
2014-06-19,131.99
2014-06-20,132.34
2014-06-23,132.98
2014-06-24,131.77
2014-06-25,131.23
2014-06-26,130.92
2014-06-27,130.36
2014-06-30,130.55
2014-07-01,130.54
2014-07-02,130.23
2014-07-03,131.19
2014-07-07,130.47
2014-07-08,129.9
2014-07-09,131.39
2014-07-10,130.25
2014-07-11,128.47
2014-07-14,129.26
2014-07-15,129.26
2014-07-16,130.89
2014-07-17,130.08
2014-07-18,130.39
2014-07-21,131.29
2014-07-22,132.58
2014-07-23,133.88
2014-07-24,134.85
2014-07-25,133.57
2014-07-28,133.24
2014-07-29,132.42
2014-07-30,132.53
2014-07-31,129.24
2014-08-01,127.9
2014-08-04,128.17
2014-08-05,124.96
2014-08-06,125.73
2014-08-07,125.65
2014-08-08,127.86
2014-08-11,127.71
2014-08-12,127.09
2014-08-13,127.6
2014-08-14,126.96
2014-08-15,126.1
2014-08-18,126.3
2014-08-19,127.63
2014-08-20,127.49
2014-08-21,127.93
2014-08-22,127.11
2014-08-25,127.84
2014-08-26,128.25
2014-08-27,128.64
2014-08-28,128.75
2014-08-29,129.45
2014-09-02,127.54
2014-09-03,127.86
2014-09-04,126.8
2014-09-05,127.4
2014-09-08,126.21
2014-09-09,125.18
2014-09-10,124.28
2014-09-11,123.83
2014-09-12,122.66
2014-09-15,124.24
2014-09-16,124.96
2014-09-17,124.72
2014-09-18,124.14
2014-09-19,124.8
2014-09-22,123.49
2014-09-23,123.06
2014-09-24,122.4
2014-09-25,120.68
2014-09-26,121.47
2014-09-29,120.55
2014-09-30,119.32
2014-10-01,117.65
2014-10-02,117.11
2014-10-03,117.71
2014-10-06,118.09
2014-10-07,116.02
2014-10-08,117.95
2014-10-09,114.51
2014-10-10,113.89
2014-10-13,112.03
2014-10-14,109.78
2014-10-15,109.27
2014-10-16,111.06
2014-10-17,111.8
2014-10-20,111.49
2014-10-21,115.09
2014-10-22,114.0
2014-10-23,116.19
2014-10-24,115.91
2014-10-27,115.02
2014-10-28,117.13
2014-10-29,117.14
2014-10-30,117.2
2014-10-31,119.95
2014-11-03,116.78
2014-11-04,115.37
2014-11-05,117.05
2014-11-06,118.53
2014-11-07,118.8
2014-11-10,117.92
2014-11-11,118.44
2014-11-12,117.65
2014-11-13,116.45
2014-11-14,116.32
2014-11-17,115.75
2014-11-18,115.47
2014-11-19,116.47
2014-11-20,117.31
2014-11-21,118.58
2014-11-24,117.59
2014-11-25,116.15
2014-11-26,115.11
2014-11-28,108.87
2014-12-01,111.73
2014-12-02,114.02
2014-12-03,113.71
2014-12-04,112.28
2014-12-05,110.87
2014-12-08,106.8
2014-12-09,107.01
2014-12-10,104.86
2014-12-11,104.91
2014-12-12,102.38
2014-12-15,100.86
2014-12-16,101.7
2014-12-17,106.02
2014-12-18,109.03
2014-12-19,112.93
2014-12-22,112.03
2014-12-23,113.95
2014-12-24,113.47
2014-12-26,113.25
2014-12-29,113.32
2014-12-30,113.11
2014-12-31,112.18
2015-01-02,112.58
2015-01-05,108.08
2015-01-06,108.03
2015-01-07,107.94
2015-01-08,110.41
2015-01-09,108.21
2015-01-12,105.88
2015-01-13,104.2
2015-01-14,103.9
2015-01-15,102.67
2015-01-16,105.12
2015-01-20,106.47
2015-01-21,108.16
2015-01-22,108.92
2015-01-23,106.85
2015-01-26,108.88
2015-01-27,108.26
2015-01-28,103.71
2015-01-29,103.0
2015-01-30,102.53
2015-02-02,106.06
2015-02-03,109.53
2015-02-04,108.35
2015-02-05,109.31
2015-02-06,109.61
2015-02-09,110.43
2015-02-10,110.18
2015-02-11,109.98
2015-02-12,110.86
2015-02-13,112.78
2015-02-17,112.4
2015-02-18,110.44
2015-02-19,108.35
2015-02-20,108.6
2015-02-23,107.86
2015-02-24,107.96
2015-02-25,108.58
2015-02-26,107.06
2015-02-27,106.68
2015-03-02,105.9
2015-03-03,105.16
2015-03-04,105.16
2015-03-05,104.73
2015-03-06,103.55
2015-03-09,103.95
2015-03-10,102.91
2015-03-11,103.54
2015-03-12,102.42
2015-03-13,101.62
2015-03-16,103.13
2015-03-17,103.17
2015-03-18,106.7
2015-03-19,104.75
2015-03-20,107.03
2015-03-23,105.92
2015-03-24,104.2
2015-03-25,105.67
2015-03-26,105.25
2015-03-27,104.28
2015-03-30,106.9
2015-03-31,104.98
2015-04-01,104.79
2015-04-02,105.28
2015-04-06,106.92
2015-04-07,108.54
2015-04-08,106.66
2015-04-09,106.95
2015-04-10,106.91
2015-04-13,106.5
2015-04-14,108.84
2015-04-15,110.41
2015-04-16,110.16
2015-04-17,109.11
2015-04-20,110.29
2015-04-21,109.73
2015-04-22,109.5
2015-04-23,109.97
2015-04-24,109.87
2015-04-27,109.7
2015-04-28,111.12
2015-04-29,111.73
2015-04-30,111.06
2015-05-01,109.04
2015-05-04,108.32
2015-05-05,108.0
2015-05-06,107.95
2015-05-07,107.57
2015-05-08,108.65
2015-05-11,107.36
2015-05-12,107.56
2015-05-13,107.7
2015-05-14,108.45
2015-05-15,108.03
2015-05-18,106.65
2015-05-19,105.02
2015-05-20,105.25
2015-05-21,105.49
2015-05-22,104.89
2015-05-26,103.29
2015-05-27,103.11
2015-05-28,103.24
2015-05-29,103.0
2015-06-01,102.63
2015-06-02,102.58
2015-06-03,102.17
2015-06-04,101.39
2015-06-05,101.59
2015-06-08,100.42
2015-06-09,100.42
2015-06-10,101.83
2015-06-11,101.12
2015-06-12,99.87
2015-06-15,99.29
2015-06-16,100.04
2015-06-17,99.76
2015-06-18,100.25
2015-06-19,99.47
2015-06-22,100.29
2015-06-23,100.09
2015-06-24,99.27
2015-06-25,98.34
2015-06-26,98.6
2015-06-29,96.69
2015-06-30,96.47
2015-07-01,96.09
2015-07-02,95.87
2015-07-06,94.77
2015-07-07,95.27
2015-07-08,93.56
2015-07-09,93.78
2015-07-10,94.41
2015-07-13,94.6
2015-07-14,95.55
2015-07-15,94.24
2015-07-16,94.48
2015-07-17,93.15
2015-07-20,92.94
2015-07-21,93.9
2015-07-22,93.51
2015-07-23,92.94
2015-07-24,90.6
2015-07-27,89.14
2015-07-28,92.4
2015-07-29,93.25
2015-07-30,93.03
2015-07-31,88.48
2015-08-03,85.6
2015-08-04,85.21
2015-08-05,84.03
2015-08-06,85.19
2015-08-07,83.75
2015-08-10,85.89
2015-08-11,85.78
2015-08-12,86.79
2015-08-13,85.85
2015-08-14,85.99
2015-08-17,83.23
2015-08-18,83.44
2015-08-19,80.91
2015-08-20,79.24
2015-08-21,75.76
2015-08-24,72.12
2015-08-25,70.02
2015-08-26,73.09
2015-08-27,77.64
2015-08-28,80.43
2015-08-31,80.99
2015-09-01,78.19
2015-09-02,78.06
2015-09-03,78.26
2015-09-04,76.67
2015-09-08,76.84
2015-09-09,74.92
2015-09-10,75.66
2015-09-11,75.79
2015-09-14,75.77
2015-09-15,77.17
2015-09-16,79.02
2015-09-17,79.41
2015-09-18,77.74
2015-09-21,78.09
2015-09-22,77.25
2015-09-23,76.12
2015-09-24,76.89
2015-09-25,77.7
2015-09-28,75.77
2015-09-29,76.25
2015-09-30,78.88
2015-10-01,78.34
2015-10-02,81.55
2015-10-05,84.03
2015-10-06,86.99
2015-10-07,88.12
2015-10-08,89.91
2015-10-09,89.57
2015-10-12,88.74
2015-10-13,88.38
2015-10-14,89.76
2015-10-15,90.72
2015-10-16,91.29
2015-10-19,90.03
2015-10-20,89.99
2015-10-21,89.33
2015-10-22,91.62
2015-10-23,91.24
2015-10-26,88.77
2015-10-27,87.7
2015-10-28,89.79
2015-10-29,89.89
2015-10-30,90.88
2015-11-02,94.96
2015-11-03,98.14
2015-11-04,96.77
2015-11-05,94.55
2015-11-06,94.03
2015-11-09,92.32
2015-11-10,93.23
2015-11-11,92.19
2015-11-12,89.86
2015-11-13,88.68
2015-11-16,91.45
2015-11-17,91.03
2015-11-18,92.21
2015-11-19,90.83
2015-11-20,89.01
2015-11-23,90.01
2015-11-24,91.35
2015-11-25,90.87
2015-11-27,90.37
2015-11-30,91.32
2015-12-01,92.48
2015-12-02,90.25
2015-12-03,88.85
2015-12-04,89.71
2015-12-07,87.28
2015-12-08,86.44
2015-12-09,87.6
2015-12-10,89.3
2015-12-11,86.44
2015-12-14,89.33
2015-12-15,92.76
2015-12-16,93.44
2015-12-17,90.54
2015-12-18,89.81
2015-12-21,89.24
2015-12-22,90.27
2015-12-23,93.81
2015-12-24,92.05
2015-12-28,90.36
2015-12-29,91.25
2015-12-30,90.09
2015-12-31,89.96
2016-01-04,88.85
2016-01-05,89.61
2016-01-06,86.07
2016-01-07,83.02
2016-01-08,82.13
2016-01-11,80.77
2016-01-12,82.15
2016-01-13,81.33
2016-01-14,85.47
2016-01-15,83.67
2016-01-19,81.51
2016-01-20,78.98
2016-01-21,81.05
2016-01-22,83.54
2016-01-25,80.89
2016-01-26,84.12
2016-01-27,83.29
2016-01-28,85.92
2016-01-29,86.47
2016-02-01,85.29
2016-02-02,81.24
2016-02-03,84.62
2016-02-04,84.79
2016-02-05,82.88
