time_captured,07_c75_raw_accZ
1970-01-01 00:00:00.000000414,952.82
1970-01-01 00:00:00.000000415,291.092
1970-01-01 00:00:00.000000416,1221.952
1970-01-01 00:00:00.000000417,462.99
1970-01-01 00:00:00.000000418,894.016
1970-01-01 00:00:00.000000419,893.04
1970-01-01 00:00:00.000000420,1013.454
1970-01-01 00:00:00.000000421,668.56
1970-01-01 00:00:00.000000422,762.988
1970-01-01 00:00:00.000000423,596.702
1970-01-01 00:00:00.000000424,1383.48
1970-01-01 00:00:00.000000425,-52.948
1970-01-01 00:00:00.000000426,611.952
1970-01-01 00:00:00.000000427,955.626
1970-01-01 00:00:00.000000428,1751.188
1970-01-01 00:00:00.000000429,1767.658
1970-01-01 00:00:00.000000430,1606.862
1970-01-01 00:00:00.000000431,483.608
1970-01-01 00:00:00.000000432,1061.156
1970-01-01 00:00:00.000000433,427.0
1970-01-01 00:00:00.000000434,851.56
1970-01-01 00:00:00.000000435,673.684
1970-01-01 00:00:00.000000436,2050.088
1970-01-01 00:00:00.000000437,991.738
1970-01-01 00:00:00.000000438,991.738
1970-01-01 00:00:00.000000439,33.428
1970-01-01 00:00:00.000000440,1157.78
1970-01-01 00:00:00.000000441,344.284
1970-01-01 00:00:00.000000442,716.262
1970-01-01 00:00:00.000000443,127.246
1970-01-01 00:00:00.000000444,762.012
1970-01-01 00:00:00.000000445,1255.502
1970-01-01 00:00:00.000000446,1343.708
1970-01-01 00:00:00.000000447,1534.882
1970-01-01 00:00:00.000000448,1079.7
1970-01-01 00:00:00.000000449,932.69
1970-01-01 00:00:00.000000450,738.222
1970-01-01 00:00:00.000000451,124.196
1970-01-01 00:00:00.000000452,665.876
1970-01-01 00:00:00.000000453,1429.474
1970-01-01 00:00:00.000000454,1519.876
1970-01-01 00:00:00.000000455,1198.284
1970-01-01 00:00:00.000000456,984.906
1970-01-01 00:00:00.000000457,1080.432
1970-01-01 00:00:00.000000458,610.366
1970-01-01 00:00:00.000000459,983.32
1970-01-01 00:00:00.000000460,803.614
1970-01-01 00:00:00.000000461,495.808
1970-01-01 00:00:00.000000462,1123.376
1970-01-01 00:00:00.000000463,1049.81
1970-01-01 00:00:00.000000464,1504.138
1970-01-01 00:00:00.000000465,1223.66
1970-01-01 00:00:00.000000466,1525.976
1970-01-01 00:00:00.000000467,735.904
1970-01-01 00:00:00.000000468,513.132
1970-01-01 00:00:00.000000469,1170.102
1970-01-01 00:00:00.000000470,725.778
1970-01-01 00:00:00.000000471,1072.868
1970-01-01 00:00:00.000000472,2011.17
1970-01-01 00:00:00.000000473,911.828
1970-01-01 00:00:00.000000474,1175.714
1970-01-01 00:00:00.000000475,976.0
1970-01-01 00:00:00.000000476,233.63
1970-01-01 00:00:00.000000477,583.892
1970-01-01 00:00:00.000000478,321.348
1970-01-01 00:00:00.000000479,682.956
1970-01-01 00:00:00.000000480,862.418
1970-01-01 00:00:00.000000481,838.872
1970-01-01 00:00:00.000000482,1651.758
1970-01-01 00:00:00.000000483,951.234
1970-01-01 00:00:00.000000484,984.174
1970-01-01 00:00:00.000000485,486.414
1970-01-01 00:00:00.000000486,533.14
1970-01-01 00:00:00.000000487,448.716
1970-01-01 00:00:00.000000488,1224.392
1970-01-01 00:00:00.000000489,410.53
1970-01-01 00:00:00.000000490,1431.914
1970-01-01 00:00:00.000000491,1029.436
1970-01-01 00:00:00.000000492,1160.464
1970-01-01 00:00:00.000000493,541.68
1970-01-01 00:00:00.000000494,655.14
1970-01-01 00:00:00.000000495,824.476
1970-01-01 00:00:00.000000496,534.848
1970-01-01 00:00:00.000000497,1109.834
1970-01-01 00:00:00.000000498,782.508
1970-01-01 00:00:00.000000499,1521.828
1970-01-01 00:00:00.000000500,1279.048
1970-01-01 00:00:00.000000501,1599.664
1970-01-01 00:00:00.000000502,553.88
1970-01-01 00:00:00.000000503,909.876
1970-01-01 00:00:00.000000504,701.134
1970-01-01 00:00:00.000000505,1025.654
1970-01-01 00:00:00.000000506,624.274
1970-01-01 00:00:00.000000507,1945.168
1970-01-01 00:00:00.000000508,854.488
1970-01-01 00:00:00.000000509,1286.124
1970-01-01 00:00:00.000000510,794.586
1970-01-01 00:00:00.000000511,804.956
1970-01-01 00:00:00.000000512,623.542
1970-01-01 00:00:00.000000513,915.488
1970-01-01 00:00:00.000000514,375.272
1970-01-01 00:00:00.000000515,1255.624
1970-01-01 00:00:00.000000516,603.778
1970-01-01 00:00:00.000000517,1916.376
1970-01-01 00:00:00.000000518,1110.322
1970-01-01 00:00:00.000000519,1270.996
1970-01-01 00:00:00.000000520,760.182
1970-01-01 00:00:00.000000521,415.166
1970-01-01 00:00:00.000000522,739.93
1970-01-01 00:00:00.000000523,1031.144
1970-01-01 00:00:00.000000524,1217.438
1970-01-01 00:00:00.000000525,1567.09
1970-01-01 00:00:00.000000526,982.222
1970-01-01 00:00:00.000000527,1066.158
1970-01-01 00:00:00.000000528,594.14
1970-01-01 00:00:00.000000529,717.726
1970-01-01 00:00:00.000000530,500.078
1970-01-01 00:00:00.000000531,728.584
1970-01-01 00:00:00.000000532,540.582
1970-01-01 00:00:00.000000533,712.114
1970-01-01 00:00:00.000000534,1321.26
1970-01-01 00:00:00.000000535,1840.37
1970-01-01 00:00:00.000000536,1121.302
1970-01-01 00:00:00.000000537,840.458
1970-01-01 00:00:00.000000538,714.676
1970-01-01 00:00:00.000000539,716.628
1970-01-01 00:00:00.000000540,783.484
1970-01-01 00:00:00.000000541,874.862
1970-01-01 00:00:00.000000542,1035.414
1970-01-01 00:00:00.000000543,1016.26
1970-01-01 00:00:00.000000544,1148.996
1970-01-01 00:00:00.000000545,1239.032
1970-01-01 00:00:00.000000546,855.952
1970-01-01 00:00:00.000000547,666.364
1970-01-01 00:00:00.000000548,997.35
1970-01-01 00:00:00.000000549,658.19
1970-01-01 00:00:00.000000550,430.904
1970-01-01 00:00:00.000000551,993.08
1970-01-01 00:00:00.000000552,1890.756
1970-01-01 00:00:00.000000553,815.082
1970-01-01 00:00:00.000000554,1268.068
1970-01-01 00:00:00.000000555,689.3
1970-01-01 00:00:00.000000556,606.828
1970-01-01 00:00:00.000000557,816.546
1970-01-01 00:00:00.000000558,772.382
1970-01-01 00:00:00.000000559,704.428
1970-01-01 00:00:00.000000560,1717.638
1970-01-01 00:00:00.000000561,1801.33
1970-01-01 00:00:00.000000562,968.436
1970-01-01 00:00:00.000000563,304.512
1970-01-01 00:00:00.000000564,831.43
1970-01-01 00:00:00.000000565,620.614
1970-01-01 00:00:00.000000566,545.584
1970-01-01 00:00:00.000000567,424.438
1970-01-01 00:00:00.000000568,395.768
1970-01-01 00:00:00.000000569,1110.566
1970-01-01 00:00:00.000000570,1412.882
1970-01-01 00:00:00.000000571,1251.232
1970-01-01 00:00:00.000000572,876.692
1970-01-01 00:00:00.000000573,895.236
1970-01-01 00:00:00.000000574,745.786
1970-01-01 00:00:00.000000575,741.516
1970-01-01 00:00:00.000000576,584.624
1970-01-01 00:00:00.000000577,1271.728
1970-01-01 00:00:00.000000578,1488.156
1970-01-01 00:00:00.000000579,927.322
1970-01-01 00:00:00.000000580,621.712
1970-01-01 00:00:00.000000581,891.82
1970-01-01 00:00:00.000000582,802.882
1970-01-01 00:00:00.000000583,873.276
1970-01-01 00:00:00.000000584,425.902
1970-01-01 00:00:00.000000585,383.934
1970-01-01 00:00:00.000000586,518.5
1970-01-01 00:00:00.000000587,1007.232
1970-01-01 00:00:00.000000588,1258.918
1970-01-01 00:00:00.000000589,730.658
1970-01-01 00:00:00.000000590,730.048
