time_captured,01_off_hrm_accY
1970-01-01 00:00:00.000000259,-14.0633285311736
1970-01-01 00:00:00.000000260,-14.409647957688
1970-01-01 00:00:00.000000261,-14.3349990496118
1970-01-01 00:00:00.000000262,-15.8435233922932
1970-01-01 00:00:00.000000263,-11.5052544292086
1970-01-01 00:00:00.000000264,-14.8760418476337
1970-01-01 00:00:00.000000265,-14.3531878001381
1970-01-01 00:00:00.000000266,-14.4212841838375
1970-01-01 00:00:00.000000267,-15.5445801362905
1970-01-01 00:00:00.000000268,-15.7335976643849
1970-01-01 00:00:00.000000269,-13.3731101230377
1970-01-01 00:00:00.000000270,-13.908
1970-01-01 00:00:00.000000271,-15.5968210817877
1970-01-01 00:00:00.000000272,-14.4579013381105
1970-01-01 00:00:00.000000273,-12.932
1970-01-01 00:00:00.000000274,-16.0769020842047
1970-01-01 00:00:00.000000275,-14.2817104879684
1970-01-01 00:00:00.000000276,-15.3844748588334
1970-01-01 00:00:00.000000277,-14.3870865540355
1970-01-01 00:00:00.000000278,-15.0929054290457
1970-01-01 00:00:00.000000279,-14.0239906339949
1970-01-01 00:00:00.000000280,-14.6811791050042
1970-01-01 00:00:00.000000281,-13.7528806787598
1970-01-01 00:00:00.000000282,-13.3928563789357
1970-01-01 00:00:00.000000283,-13.6448973609685
1970-01-01 00:00:00.000000284,-13.1196097887439
1970-01-01 00:00:00.000000285,-14.64
1970-01-01 00:00:00.000000286,-13.6092691920198
1970-01-01 00:00:00.000000287,-13.6394524058283
1970-01-01 00:00:00.000000288,-14.518
1970-01-01 00:00:00.000000289,-13.2967261354136
1970-01-01 00:00:00.000000290,-14.8383129710771
1970-01-01 00:00:00.000000291,-14.427316150102
1970-01-01 00:00:00.000000292,-16.2681117700458
1970-01-01 00:00:00.000000293,-13.6749694685392
1970-01-01 00:00:00.000000294,-14.8591608656893
1970-01-01 00:00:00.000000295,-12.6749161810753
1970-01-01 00:00:00.000000296,-14.9372903368011
1970-01-01 00:00:00.000000297,-14.274
1970-01-01 00:00:00.000000298,-15.147092666428
1970-01-01 00:00:00.000000299,-15.0387634158054
1970-01-01 00:00:00.000000300,-16.226
1970-01-01 00:00:00.000000301,-14.9008054540199
1970-01-01 00:00:00.000000302,-14.6386971102662
1970-01-01 00:00:00.000000303,-13.908
1970-01-01 00:00:00.000000304,-15.1282711917296
1970-01-01 00:00:00.000000305,-14.3207647013807
1970-01-01 00:00:00.000000306,-13.8039956914794
1970-01-01 00:00:00.000000307,-13.9264182575943
1970-01-01 00:00:00.000000308,-13.4646604083533
1970-01-01 00:00:00.000000309,-13.5215185337773
1970-01-01 00:00:00.000000310,-13.7105029024261
1970-01-01 00:00:00.000000311,-14.1932773657391
1970-01-01 00:00:00.000000312,-12.688
1970-01-01 00:00:00.000000313,-16.2198908886222
1970-01-01 00:00:00.000000314,-15.3678555073728
1970-01-01 00:00:00.000000315,-15.128
1970-01-01 00:00:00.000000316,-13.4966490842915
1970-01-01 00:00:00.000000317,-16.227572740363
1970-01-01 00:00:00.000000318,-12.688
1970-01-01 00:00:00.000000319,-13.7580351842702
1970-01-01 00:00:00.000000320,-13.8842911891355
1970-01-01 00:00:00.000000321,-13.3671622305531
1970-01-01 00:00:00.000000322,-14.2500269579715
1970-01-01 00:00:00.000000323,-15.53267003805
1970-01-01 00:00:00.000000324,-15.3274801278341
1970-01-01 00:00:00.000000325,-14.0209750218912
1970-01-01 00:00:00.000000326,-14.0270038505548
1970-01-01 00:00:00.000000327,-15.372
1970-01-01 00:00:00.000000328,-14.3658961410632
1970-01-01 00:00:00.000000329,-12.9996138816379
1970-01-01 00:00:00.000000330,-13.298
1970-01-01 00:00:00.000000331,-13.9024229098196
1970-01-01 00:00:00.000000332,-15.1584718826606
1970-01-01 00:00:00.000000333,-15.1104466168952
1970-01-01 00:00:00.000000334,-14.4963736727452
1970-01-01 00:00:00.000000335,-13.2846017585707
1970-01-01 00:00:00.000000336,-15.1165054204938
1970-01-01 00:00:00.000000337,-13.9976558215843
1970-01-01 00:00:00.000000338,-13.8121687667631
1970-01-01 00:00:00.000000339,-15.5733651323888
1970-01-01 00:00:00.000000340,-12.879578255912
1970-01-01 00:00:00.000000341,-13.3135924577974
1970-01-01 00:00:00.000000342,-15.738
1970-01-01 00:00:00.000000343,-14.9614124261355
1970-01-01 00:00:00.000000344,-14.4490317697369
1970-01-01 00:00:00.000000345,-14.884
1970-01-01 00:00:00.000000346,-15.2764544227723
1970-01-01 00:00:00.000000347,-13.7381078052766
1970-01-01 00:00:00.000000348,-13.4434658065233
1970-01-01 00:00:00.000000349,-12.6377864583322
1970-01-01 00:00:00.000000350,-15.9023085331207
1970-01-01 00:00:00.000000351,-14.3567234181003
1970-01-01 00:00:00.000000352,-13.6607671836583
1970-01-01 00:00:00.000000353,-14.3448601509888
1970-01-01 00:00:00.000000354,-14.8774806294315
1970-01-01 00:00:00.000000355,-14.7924772801053
1970-01-01 00:00:00.000000356,-13.7880609463883
1970-01-01 00:00:00.000000357,-13.908
1970-01-01 00:00:00.000000358,-14.6675368930992
1970-01-01 00:00:00.000000359,-15.5465275893946
1970-01-01 00:00:00.000000360,-12.81
1970-01-01 00:00:00.000000361,-14.8570343390152
1970-01-01 00:00:00.000000362,-15.8676595127859
1970-01-01 00:00:00.000000363,-15.7709057682082
1970-01-01 00:00:00.000000364,-14.4300366794533
1970-01-01 00:00:00.000000365,-14.671769598813
1970-01-01 00:00:00.000000366,-13.6022290618376
1970-01-01 00:00:00.000000367,-16.0301110692937
1970-01-01 00:00:00.000000368,-13.0417638100077
1970-01-01 00:00:00.000000369,-15.7720434462495
1970-01-01 00:00:00.000000370,-14.8223224367171
1970-01-01 00:00:00.000000371,-14.9134714549794
1970-01-01 00:00:00.000000372,-14.274
1970-01-01 00:00:00.000000373,-14.4065257165034
1970-01-01 00:00:00.000000374,-14.692769876794
1970-01-01 00:00:00.000000375,-14.64
1970-01-01 00:00:00.000000376,-14.138984740535
1970-01-01 00:00:00.000000377,-15.2017015626664
1970-01-01 00:00:00.000000378,-13.9832919240914
1970-01-01 00:00:00.000000379,-13.7779777955293
1970-01-01 00:00:00.000000380,-17.044101665826
1970-01-01 00:00:00.000000381,-12.4214986229043
1970-01-01 00:00:00.000000382,-14.9160491111208
1970-01-01 00:00:00.000000383,-14.6494569179311
1970-01-01 00:00:00.000000384,-12.9827050932292
1970-01-01 00:00:00.000000385,-15.1729296197977
1970-01-01 00:00:00.000000386,-14.8959590386399
1970-01-01 00:00:00.000000387,-14.518
1970-01-01 00:00:00.000000388,-15.3793239288188
1970-01-01 00:00:00.000000389,-16.4273648901348
1970-01-01 00:00:00.000000390,-12.81
1970-01-01 00:00:00.000000391,-13.8876591481965
1970-01-01 00:00:00.000000392,-13.8692083655763
1970-01-01 00:00:00.000000393,-14.6442757715843
1970-01-01 00:00:00.000000394,-14.1825508505174
1970-01-01 00:00:00.000000395,-16.4915982204166
1970-01-01 00:00:00.000000396,-15.00859316396
1970-01-01 00:00:00.000000397,-14.8918318282798
1970-01-01 00:00:00.000000398,-12.972815183675
1970-01-01 00:00:00.000000399,-14.0545235213551
1970-01-01 00:00:00.000000400,-14.4773883281564
1970-01-01 00:00:00.000000401,-16.6770229728897
1970-01-01 00:00:00.000000402,-15.86
1970-01-01 00:00:00.000000403,-14.8871297061691
1970-01-01 00:00:00.000000404,-15.1821670298675
1970-01-01 00:00:00.000000405,-14.03
1970-01-01 00:00:00.000000406,-13.6719613239625
1970-01-01 00:00:00.000000407,-15.5600824773085
1970-01-01 00:00:00.000000408,-14.6512564109459
1970-01-01 00:00:00.000000409,-14.1465140287612
1970-01-01 00:00:00.000000410,-15.3094670568961
1970-01-01 00:00:00.000000411,-16.090845466734
1970-01-01 00:00:00.000000412,-15.6705481533042
1970-01-01 00:00:00.000000413,-14.5113987833601
1970-01-01 00:00:00.000000414,-13.7368756736338
1970-01-01 00:00:00.000000415,-14.0573987408471
1970-01-01 00:00:00.000000416,-14.5477508372498
1970-01-01 00:00:00.000000417,-14.884
1970-01-01 00:00:00.000000418,-16.1491498261516
1970-01-01 00:00:00.000000419,-13.9695677260539
1970-01-01 00:00:00.000000420,-15.372
1970-01-01 00:00:00.000000421,-13.4667177063714
1970-01-01 00:00:00.000000422,-15.2569189238613
1970-01-01 00:00:00.000000423,-14.4057476131418
1970-01-01 00:00:00.000000424,-15.5911392372289
1970-01-01 00:00:00.000000425,-12.5691764896397
1970-01-01 00:00:00.000000426,-15.8664511021942
1970-01-01 00:00:00.000000427,-13.3411343727772
1970-01-01 00:00:00.000000428,-14.9496037120408
1970-01-01 00:00:00.000000429,-13.7416543982686
1970-01-01 00:00:00.000000430,-14.3827331805359
1970-01-01 00:00:00.000000431,-14.4225800680173
1970-01-01 00:00:00.000000432,-15.128
1970-01-01 00:00:00.000000433,-12.7963987164584
1970-01-01 00:00:00.000000434,-15.3626866776002
1970-01-01 00:00:00.000000435,-13.542
1970-01-01 00:00:00.000000436,-14.3248935842133
1970-01-01 00:00:00.000000437,-14.8787623393877
1970-01-01 00:00:00.000000438,-14.0771389280604
1970-01-01 00:00:00.000000439,-14.3927555779522
1970-01-01 00:00:00.000000440,-15.9949706096558
1970-01-01 00:00:00.000000441,-14.1385224416632
1970-01-01 00:00:00.000000442,-11.8606281835367
1970-01-01 00:00:00.000000443,-14.4452634221879
1970-01-01 00:00:00.000000444,-13.4468633078185
1970-01-01 00:00:00.000000445,-15.2628101870639
1970-01-01 00:00:00.000000446,-15.8408391779641
1970-01-01 00:00:00.000000447,-15.128
1970-01-01 00:00:00.000000448,-15.2657795600543
1970-01-01 00:00:00.000000449,-14.1004274394454
1970-01-01 00:00:00.000000450,-13.908
1970-01-01 00:00:00.000000451,-14.6959654272227
1970-01-01 00:00:00.000000452,-14.073768737902
1970-01-01 00:00:00.000000453,-14.1035831027365
1970-01-01 00:00:00.000000454,-14.0576717923563
1970-01-01 00:00:00.000000455,-13.7084063269429
1970-01-01 00:00:00.000000456,-14.421341234151
1970-01-01 00:00:00.000000457,-15.5919403560069
1970-01-01 00:00:00.000000458,-15.013539952715
1970-01-01 00:00:00.000000459,-14.7197547008201
1970-01-01 00:00:00.000000460,-14.6945831417904
1970-01-01 00:00:00.000000461,-13.2904115746558
1970-01-01 00:00:00.000000462,-14.396
1970-01-01 00:00:00.000000463,-15.2984488544099
1970-01-01 00:00:00.000000464,-14.1788706852744
1970-01-01 00:00:00.000000465,-13.908
1970-01-01 00:00:00.000000466,-13.9353160749676
1970-01-01 00:00:00.000000467,-14.8204407029815
1970-01-01 00:00:00.000000468,-14.5190003026633
1970-01-01 00:00:00.000000469,-13.1579634742232
1970-01-01 00:00:00.000000470,-14.2636948684877
1970-01-01 00:00:00.000000471,-13.6438488897552
1970-01-01 00:00:00.000000472,-15.2835868229266
1970-01-01 00:00:00.000000473,-14.7337753800149
1970-01-01 00:00:00.000000474,-13.3836535145836
1970-01-01 00:00:00.000000475,-12.6913595909805
1970-01-01 00:00:00.000000476,-13.3153960978484
1970-01-01 00:00:00.000000477,-12.932
1970-01-01 00:00:00.000000478,-12.7650795184208
1970-01-01 00:00:00.000000479,-15.1391537685571
1970-01-01 00:00:00.000000480,-12.444
1970-01-01 00:00:00.000000481,-14.022650823005
1970-01-01 00:00:00.000000482,-15.5661302137306
1970-01-01 00:00:00.000000483,-14.7870363162004
1970-01-01 00:00:00.000000484,-14.9562327608879
1970-01-01 00:00:00.000000485,-15.8419133455075
1970-01-01 00:00:00.000000486,-14.4493117870417
1970-01-01 00:00:00.000000487,-15.3739674809891
1970-01-01 00:00:00.000000488,-13.2859068685556
1970-01-01 00:00:00.000000489,-14.1590160913875
1970-01-01 00:00:00.000000490,-12.8498771746787
1970-01-01 00:00:00.000000491,-14.5222481149291
1970-01-01 00:00:00.000000492,-12.688
1970-01-01 00:00:00.000000493,-15.9334935949345
