time_captured,JPM_Open
2006-07-25,44.15
2006-07-26,44.5
2006-07-27,44.68
2006-07-28,44.88
2006-07-31,45.1
2006-08-01,45.79
2006-08-02,45.9
2006-08-03,45.15
2006-08-04,45.96
2006-08-07,45.0
2006-08-08,45.48
2006-08-09,45.12
2006-08-10,44.25
2006-08-11,44.05
2006-08-14,44.3
2006-08-15,44.15
2006-08-16,45.44
2006-08-17,45.28
2006-08-18,45.68
2006-08-21,45.41
2006-08-22,45.27
2006-08-23,45.2
2006-08-24,45.7
2006-08-25,45.68
2006-08-28,45.4
2006-08-29,45.88
2006-08-30,45.89
2006-08-31,45.7
2006-09-01,45.85
2006-09-05,45.64
2006-09-06,45.65
2006-09-07,45.89
2006-09-08,45.0
2006-09-11,45.59
2006-09-12,45.39
2006-09-13,46.01
2006-09-14,46.41
2006-09-15,46.86
2006-09-18,46.7
2006-09-19,46.73
2006-09-20,46.95
2006-09-21,47.08
2006-09-22,46.7
2006-09-25,47.11
2006-09-26,46.91
2006-09-27,46.79
2006-09-28,47.0
2006-09-29,47.15
2006-10-02,46.96
2006-10-03,46.95
2006-10-04,47.05
2006-10-05,47.29
2006-10-06,47.1
2006-10-09,46.86
2006-10-10,47.29
2006-10-11,47.3
2006-10-12,47.7
2006-10-13,48.02
2006-10-16,47.98
2006-10-17,47.05
2006-10-18,47.84
2006-10-19,47.21
2006-10-20,46.88
2006-10-23,46.83
2006-10-24,47.07
2006-10-25,47.3
2006-10-26,47.35
2006-10-27,47.57
2006-10-30,47.34
2006-10-31,47.78
2006-11-01,47.75
2006-11-02,46.93
2006-11-03,47.15
2006-11-06,47.18
2006-11-07,47.5
2006-11-08,47.49
2006-11-09,47.65
2006-11-10,47.45
2006-11-13,47.4
2006-11-14,47.49
2006-11-15,47.57
2006-11-16,47.5
2006-11-17,47.99
2006-11-20,47.66
2006-11-21,47.78
2006-11-22,47.6
2006-11-24,47.22
2006-11-27,47.14
2006-11-28,46.46
2006-11-29,46.21
2006-11-30,46.72
2006-12-01,46.5
2006-12-04,46.28
2006-12-05,46.9
2006-12-06,47.07
2006-12-07,47.08
2006-12-08,46.66
2006-12-11,46.7
2006-12-12,47.56
2006-12-13,47.78
2006-12-14,47.61
2006-12-15,48.2
2006-12-18,48.3
2006-12-19,48.03
2006-12-20,48.33
2006-12-21,48.42
2006-12-22,48.64
2006-12-26,47.98
2006-12-27,48.54
2006-12-28,48.8
2006-12-29,48.75
2007-01-03,48.0
2007-01-04,48.05
2007-01-05,48.17
2007-01-08,47.57
2007-01-09,47.9
2007-01-10,47.47
2007-01-11,48.0
2007-01-12,48.1
2007-01-16,48.16
2007-01-17,48.65
2007-01-18,48.05
2007-01-19,48.3
2007-01-22,48.87
2007-01-23,49.57
2007-01-24,49.68
2007-01-25,50.24
2007-01-26,50.0
2007-01-29,49.57
2007-01-30,49.7
2007-01-31,50.07
2007-02-01,50.96
2007-02-02,51.22
2007-02-05,50.81
2007-02-06,50.85
2007-02-07,50.84
2007-02-08,51.06
2007-02-09,51.02
2007-02-12,50.59
2007-02-13,50.35
2007-02-14,51.09
2007-02-15,51.05
2007-02-16,51.16
2007-02-20,51.15
2007-02-21,51.45
2007-02-22,51.8
2007-02-23,51.55
2007-02-26,51.17
2007-02-27,50.61
2007-02-28,49.07
2007-03-01,48.98
2007-03-02,48.95
2007-03-05,47.6
2007-03-06,47.54
2007-03-07,48.69
2007-03-08,48.79
2007-03-09,49.12
2007-03-12,48.67
2007-03-13,48.45
2007-03-14,48.84
