time_captured,KO_Open
2016-02-08,42.17
2016-02-09,42.26
2016-02-10,43.34
2016-02-11,42.03
2016-02-12,42.72
2016-02-16,43.32
2016-02-17,43.42
2016-02-18,43.63
2016-02-19,43.58
2016-02-22,43.76
2016-02-23,43.74
2016-02-24,43.56
2016-02-25,43.96
2016-02-26,44.04
2016-02-29,43.17
2016-03-01,43.38
2016-03-02,43.47
2016-03-03,43.61
2016-03-04,43.78
2016-03-07,43.91
2016-03-08,43.92
2016-03-09,44.39
2016-03-10,44.84
2016-03-11,45.0
2016-03-14,45.04
2016-03-15,45.08
2016-03-16,45.05
2016-03-17,45.05
2016-03-18,45.84
2016-03-21,45.42
2016-03-22,45.55
2016-03-23,45.4
2016-03-24,45.45
2016-03-28,45.56
2016-03-29,45.86
2016-03-30,46.63
2016-03-31,46.55
2016-04-01,46.14
2016-04-04,46.84
2016-04-05,46.62
2016-04-06,46.57
2016-04-07,46.5
2016-04-08,46.44
2016-04-11,46.9
2016-04-12,46.41
2016-04-13,46.77
2016-04-14,46.06
2016-04-15,45.82
2016-04-18,46.13
2016-04-19,46.31
2016-04-20,45.34
2016-04-21,44.26
2016-04-22,43.79
2016-04-25,44.5
2016-04-26,44.92
2016-04-27,44.64
2016-04-28,44.5
2016-04-29,44.53
2016-05-02,44.57
2016-05-03,44.87
2016-05-04,44.72
2016-05-05,44.93
2016-05-06,45.06
2016-05-09,45.32
2016-05-10,45.44
2016-05-11,45.73
2016-05-12,45.55
2016-05-13,45.75
2016-05-16,45.16
2016-05-17,45.45
2016-05-18,44.56
2016-05-19,44.25
2016-05-20,44.51
2016-05-23,44.07
2016-05-24,44.1
2016-05-25,44.51
2016-05-26,44.53
2016-05-27,44.71
2016-05-31,44.98
2016-06-01,44.6
2016-06-02,44.7
2016-06-03,44.75
2016-06-06,45.09
2016-06-07,45.35
2016-06-08,45.24
2016-06-09,45.33
2016-06-10,45.62
2016-06-13,45.48
2016-06-14,44.85
2016-06-15,45.12
2016-06-16,44.87
2016-06-17,45.17
2016-06-20,45.09
2016-06-21,45.16
2016-06-22,45.25
2016-06-23,45.03
2016-06-24,44.2
2016-06-27,43.67
2016-06-28,44.06
2016-06-29,44.39
2016-06-30,44.52
2016-07-01,45.32
2016-07-05,45.16
2016-07-06,45.5
2016-07-07,45.42
2016-07-08,45.3
2016-07-11,45.35
2016-07-12,45.64
2016-07-13,45.61
2016-07-14,45.73
2016-07-15,45.88
2016-07-18,45.69
2016-07-19,45.46
2016-07-20,45.75
2016-07-21,45.34
2016-07-22,45.5
2016-07-25,45.81
2016-07-26,45.53
2016-07-27,43.9
2016-07-28,43.27
2016-07-29,43.72
2016-08-01,43.69
2016-08-02,43.35
2016-08-03,43.66
2016-08-04,43.56
2016-08-05,43.65
2016-08-08,43.43
2016-08-09,43.5
2016-08-10,43.64
2016-08-11,43.72
2016-08-12,43.91
2016-08-15,44.1
2016-08-16,44.25
2016-08-17,44.01
2016-08-18,44.01
2016-08-19,44.05
2016-08-22,43.94
2016-08-23,43.85
2016-08-24,43.82
2016-08-25,43.85
2016-08-26,43.72
2016-08-29,43.34
2016-08-30,43.46
2016-08-31,43.43
2016-09-01,43.21
2016-09-02,43.52
2016-09-06,43.74
2016-09-07,43.72
2016-09-08,43.67
2016-09-09,43.43
2016-09-12,42.36
2016-09-13,42.77
2016-09-14,42.27
2016-09-15,42.01
2016-09-16,42.17
2016-09-19,42.16
2016-09-20,42.31
2016-09-21,42.28
2016-09-22,42.71
2016-09-23,42.81
2016-09-26,42.71
2016-09-27,42.19
2016-09-28,42.63
2016-09-29,42.02
2016-09-30,42.21
2016-10-03,42.31
2016-10-04,42.34
2016-10-05,41.93
2016-10-06,41.68
2016-10-07,41.83
2016-10-10,41.92
2016-10-11,41.66
2016-10-12,41.63
2016-10-13,41.65
2016-10-14,41.85
2016-10-17,41.73
2016-10-18,41.81
2016-10-19,41.93
2016-10-20,41.97
2016-10-21,41.85
2016-10-24,42.32
2016-10-25,42.64
2016-10-26,43.0
2016-10-27,42.63
2016-10-28,42.26
2016-10-31,42.12
2016-11-01,42.4
2016-11-02,42.1
2016-11-03,42.22
2016-11-04,41.85
2016-11-07,42.04
2016-11-08,42.37
2016-11-09,41.76
2016-11-10,41.86
2016-11-11,40.95
2016-11-14,41.13
2016-11-15,41.18
2016-11-16,41.4
2016-11-17,41.28
2016-11-18,41.03
2016-11-21,40.74
2016-11-22,41.45
2016-11-23,41.22
2016-11-25,41.39
2016-11-28,41.51
2016-11-29,41.52
2016-11-30,41.0
2016-12-01,40.31
2016-12-02,40.3
2016-12-05,40.34
2016-12-06,40.75
2016-12-07,40.54
2016-12-08,41.07
2016-12-09,41.5
2016-12-12,42.0
2016-12-13,41.72
2016-12-14,41.89
2016-12-15,41.1
2016-12-16,41.61
2016-12-19,41.69
2016-12-20,41.7
2016-12-21,41.6
2016-12-22,41.57
2016-12-23,41.62
2016-12-27,41.56
2016-12-28,41.49
2016-12-29,41.38
2016-12-30,41.69
2017-01-03,41.5
2017-01-04,41.88
2017-01-05,41.66
2017-01-06,41.7
2017-01-09,41.23
2017-01-10,41.44
2017-01-11,40.85
2017-01-12,41.01
2017-01-13,41.0
2017-01-17,40.84
2017-01-18,41.25
2017-01-19,41.14
2017-01-20,41.27
2017-01-23,41.31
2017-01-24,41.47
2017-01-25,41.94
2017-01-26,42.03
2017-01-27,41.91
2017-01-30,41.3
2017-01-31,41.39
2017-02-01,41.52
2017-02-02,41.41
2017-02-03,41.58
2017-02-06,41.53
2017-02-07,41.7
2017-02-08,41.91
2017-02-09,41.52
2017-02-10,41.02
2017-02-13,40.77
2017-02-14,40.38
2017-02-15,40.42
2017-02-16,40.55
2017-02-17,41.13
2017-02-21,41.2
2017-02-22,41.51
2017-02-23,41.68
2017-02-24,41.7
2017-02-27,41.75
2017-02-28,41.68
2017-03-01,42.01
2017-03-02,42.08
2017-03-03,42.44
2017-03-06,42.34
2017-03-07,42.0
2017-03-08,42.0
2017-03-09,42.09
2017-03-10,42.23
2017-03-13,41.92
2017-03-14,41.98
2017-03-15,41.98
2017-03-16,42.03
2017-03-17,42.28
2017-03-20,42.1
2017-03-21,42.31
2017-03-22,42.56
2017-03-23,42.21
2017-03-24,42.23
2017-03-27,42.11
2017-03-28,42.24
2017-03-29,42.51
2017-03-30,42.35
2017-03-31,42.55
2017-04-03,42.58
2017-04-04,42.51
2017-04-05,42.65
2017-04-06,42.58
2017-04-07,42.64
2017-04-10,42.73
2017-04-11,42.68
2017-04-12,42.54
2017-04-13,42.87
2017-04-17,42.79
2017-04-18,43.11
2017-04-19,43.74
2017-04-20,43.2
2017-04-21,42.98
2017-04-24,43.24
2017-04-25,42.85
2017-04-26,43.06
2017-04-27,43.17
2017-04-28,42.96
2017-05-01,43.15
2017-05-02,43.22
2017-05-03,43.33
2017-05-04,43.42
2017-05-05,43.79
2017-05-08,43.59
2017-05-09,43.89
2017-05-10,43.48
2017-05-11,43.49
2017-05-12,43.64
2017-05-15,43.46
2017-05-16,43.87
2017-05-17,43.81
2017-05-18,43.87
2017-05-19,43.85
2017-05-22,43.89
2017-05-23,44.25
2017-05-24,44.51
2017-05-25,45.0
2017-05-26,45.35
2017-05-30,45.16
2017-05-31,45.43
2017-06-01,45.45
2017-06-02,45.83
2017-06-05,45.78
2017-06-06,45.9
2017-06-07,45.5
2017-06-08,45.39
2017-06-09,45.06
2017-06-12,45.35
2017-06-13,45.0
2017-06-14,45.18
2017-06-15,45.18
2017-06-16,45.31
2017-06-19,45.35
2017-06-20,45.35
2017-06-21,45.62
2017-06-22,45.17
2017-06-23,45.05
2017-06-26,45.32
2017-06-27,45.34
2017-06-28,45.25
2017-06-29,45.13
2017-06-30,44.89
2017-07-03,45.11
2017-07-05,44.79
2017-07-06,44.72
2017-07-07,44.47
2017-07-10,44.45
2017-07-11,44.32
2017-07-12,44.59
2017-07-13,44.49
2017-07-14,44.52
2017-07-17,44.66
2017-07-18,44.78
2017-07-19,44.67
2017-07-20,44.9
2017-07-21,44.78
2017-07-24,45.04
2017-07-25,45.02
2017-07-26,44.55
2017-07-27,45.8
2017-07-28,46.0
2017-07-31,
2017-08-01,45.97
2017-08-02,45.6
2017-08-03,45.65
2017-08-04,45.67
2017-08-07,45.52
2017-08-08,45.64
2017-08-09,45.56
2017-08-10,45.56
2017-08-11,45.86
2017-08-14,45.67
2017-08-15,45.8
2017-08-16,46.15
2017-08-17,46.12
2017-08-18,45.8
2017-08-21,45.67
2017-08-22,45.7
2017-08-23,45.63
2017-08-24,45.54
2017-08-25,45.6
2017-08-28,45.63
2017-08-29,45.4
2017-08-30,45.36
2017-08-31,45.4
2017-09-01,45.64
2017-09-05,45.75
2017-09-06,45.98
2017-09-07,46.01
2017-09-08,46.19
2017-09-11,46.35
2017-09-12,46.5
2017-09-13,46.68
2017-09-14,46.4
2017-09-15,46.3
2017-09-18,46.15
2017-09-19,46.14
2017-09-20,45.76
2017-09-21,45.71
2017-09-22,45.45
2017-09-25,45.5
2017-09-26,45.69
2017-09-27,45.47
2017-09-28,44.67
2017-09-29,44.86
2017-10-02,45.05
2017-10-03,44.86
2017-10-04,45.11
2017-10-05,45.51
2017-10-06,45.39
2017-10-09,45.55
2017-10-10,45.6
2017-10-11,45.88
2017-10-12,45.98
2017-10-13,46.25
2017-10-16,46.12
2017-10-17,46.53
2017-10-18,46.41
2017-10-19,46.37
2017-10-20,46.58
2017-10-23,46.38
2017-10-24,46.26
2017-10-25,46.37
2017-10-26,46.32
2017-10-27,46.13
2017-10-30,46.0
2017-10-31,45.92
2017-11-01,45.75
2017-11-02,45.81
2017-11-03,45.97
2017-11-06,45.91
2017-11-07,45.41
2017-11-08,45.98
2017-11-09,46.12
2017-11-10,46.2
2017-11-13,46.6
2017-11-14,46.71
2017-11-15,47.32
2017-11-16,46.95
2017-11-17,46.34
2017-11-20,45.65
2017-11-21,45.56
2017-11-22,45.89
2017-11-24,45.89
2017-11-27,45.88
2017-11-28,45.99
2017-11-29,45.77
2017-11-30,45.14
2017-12-01,45.8
2017-12-04,45.99
2017-12-05,46.25
2017-12-06,46.36
2017-12-07,46.29
2017-12-08,45.7
2017-12-11,45.3
2017-12-12,45.29
2017-12-13,45.45
2017-12-14,45.81
2017-12-15,46.29
2017-12-18,46.2
2017-12-19,46.04
2017-12-20,46.21
2017-12-21,46.14
2017-12-22,45.69
2017-12-26,45.7
2017-12-27,45.9
2017-12-28,45.91
2017-12-29,45.7
