time_captured,MCD_Volume
2011-01-12,10379264
2011-01-13,14512583
2011-01-14,10571327
2011-01-18,11229791
2011-01-19,10703043
2011-01-20,8294836
2011-01-21,9828827
2011-01-24,16395496
2011-01-25,6964829
2011-01-26,6669956
2011-01-27,7619897
2011-01-28,9084729
2011-01-31,6372349
2011-02-01,8473300
2011-02-02,5842531
2011-02-03,11126660
2011-02-04,9704709
2011-02-07,11620486
2011-02-08,11860373
2011-02-09,5847167
2011-02-10,5437360
2011-02-11,4598430
2011-02-14,4513432
2011-02-15,3823152
2011-02-16,4059145
2011-02-17,4338411
2011-02-18,5446813
2011-02-22,7034806
2011-02-23,7034435
2011-02-24,7305473
2011-02-25,6506499
2011-02-28,11329771
2011-03-01,9068232
2011-03-02,7837607
2011-03-03,7394017
2011-03-04,5418160
2011-03-07,7955378
2011-03-08,8955945
2011-03-09,5339165
2011-03-10,8163314
2011-03-11,4441262
2011-03-14,7980241
2011-03-15,6940239
2011-03-16,10591829
2011-03-17,6134074
2011-03-18,9190897
2011-03-21,5354620
2011-03-22,4500251
2011-03-23,5058531
2011-03-24,4309880
2011-03-25,4654159
2011-03-28,3081829
2011-03-29,3010121
2011-03-30,3481812
2011-03-31,4508263
2011-04-01,3895712
2011-04-04,3286652
2011-04-05,4277723
2011-04-06,5659227
2011-04-07,5419500
2011-04-08,3694700
2011-04-11,3943675
2011-04-12,4771973
2011-04-13,4867200
2011-04-14,3480436
2011-04-15,4607431
2011-04-18,4940380
2011-04-19,4816218
2011-04-20,7961576
2011-04-21,9434251
2011-04-25,3831686
2011-04-26,4856222
2011-04-27,5746036
2011-04-28,3992567
2011-04-29,4496504
2011-05-02,4021853
2011-05-03,4448385
2011-05-04,5495987
2011-05-05,6411855
2011-05-06,6082238
2011-05-09,6275397
2011-05-10,4376934
2011-05-11,4306635
2011-05-12,6401897
2011-05-13,5212494
2011-05-16,6240577
2011-05-17,6492532
2011-05-18,4378742
2011-05-19,5912264
2011-05-20,4792760
2011-05-23,6554343
2011-05-24,6309826
2011-05-25,6591888
2011-05-26,7172414
2011-05-27,5443289
2011-05-31,7163383
2011-06-01,5700069
2011-06-02,4767079
2011-06-03,5752090
2011-06-06,6132736
2011-06-07,7257348
2011-06-08,7867550
2011-06-09,4540121
2011-06-10,5466496
2011-06-13,4376293
2011-06-14,5246296
2011-06-15,5353743
2011-06-16,5259294
2011-06-17,7280003
2011-06-20,4792721
2011-06-21,5818276
2011-06-22,4547310
2011-06-23,6677353
2011-06-24,6467661
2011-06-27,4528862
2011-06-28,8545115
2011-06-29,7180914
2011-06-30,4969196
2011-07-01,5829700
2011-07-05,5093326
2011-07-06,5810301
2011-07-07,6072268
2011-07-08,5200080
2011-07-11,5288459
2011-07-12,5498551
2011-07-13,6545202
2011-07-14,6765467
2011-07-15,5893698
2011-07-18,5408713
2011-07-19,4672617
2011-07-20,4114019
2011-07-21,6110804
2011-07-22,11410069
2011-07-25,5346256
2011-07-26,4730121
2011-07-27,6668212
2011-07-28,4864218
2011-07-29,5707994
2011-08-01,4400495
2011-08-02,5613315
2011-08-03,7635014
2011-08-04,10710378
2011-08-05,12502903
2011-08-08,20606247
2011-08-09,15366459
2011-08-10,13494226
2011-08-11,11112233
2011-08-12,6531211
2011-08-15,6470320
2011-08-16,5627540
2011-08-17,5407546
2011-08-18,11373784
2011-08-19,11686722
2011-08-22,7088610
2011-08-23,6620828
2011-08-24,8175181
2011-08-25,8674667
2011-08-26,5958506
2011-08-29,6261989
2011-08-30,6311784
2011-08-31,9169302
2011-09-01,5475595
2011-09-02,5250780
2011-09-06,7199986
2011-09-07,7067984
2011-09-08,7330665
2011-09-09,18445072
2011-09-12,8272426
2011-09-13,6598872
2011-09-14,7669994
2011-09-15,6755039
2011-09-16,7594435
2011-09-19,6477296
2011-09-20,7942201
2011-09-21,5779826
2011-09-22,10785625
2011-09-23,7615489
2011-09-26,7515426
2011-09-27,8043755
2011-09-28,7021612
2011-09-29,8145846
2011-09-30,8777026
2011-10-03,9185857
2011-10-04,10652803
2011-10-05,7730535
2011-10-06,5861065
2011-10-07,5509153
2011-10-10,5136994
2011-10-11,6868544
2011-10-12,7848198
2011-10-13,4991617
2011-10-14,3702249
2011-10-17,4321933
2011-10-18,4864060
2011-10-19,5681784
2011-10-20,6975561
2011-10-21,12082754
2011-10-24,6654256
2011-10-25,6467586
2011-10-26,7046664
2011-10-27,7009567
2011-10-28,4942842
2011-10-31,4546915
2011-11-01,6507777
2011-11-02,5421603
2011-11-03,5245465
2011-11-04,5615228
2011-11-07,4647126
2011-11-08,7195546
2011-11-09,6667581
2011-11-10,4190825
2011-11-11,4425424
2011-11-14,3232310
2011-11-15,5577253
2011-11-16,3915804
2011-11-17,5435153
2011-11-18,4791508
2011-11-21,5869628
2011-11-22,4695849
2011-11-23,4556439
2011-11-25,2452402
2011-11-28,6101527
2011-11-29,5648319
2011-11-30,7684535
2011-12-01,4860256
2011-12-02,4024126
2011-12-05,5906891
2011-12-06,5348814
2011-12-07,5139300
2011-12-08,8123608
2011-12-09,5721348
2011-12-12,5805929
2011-12-13,6865206
2011-12-14,6347444
2011-12-15,5563807
2011-12-16,8868057
2011-12-19,5169471
2011-12-20,5981431
2011-12-21,5415727
2011-12-22,4752819
2011-12-23,3516741
2011-12-27,3052093
2011-12-28,3111557
2011-12-29,3986955
2011-12-30,2959942
2012-01-03,8897604
2012-01-04,6755646
2012-01-05,8164454
2012-01-06,6775353
2012-01-09,4433663
2012-01-10,5077049
2012-01-11,4628618
2012-01-12,4023369
2012-01-13,4134750
2012-01-17,4556337
2012-01-18,4845125
2012-01-19,4763286
2012-01-20,5630308
2012-01-23,6060657
2012-01-24,11656042
2012-01-25,7544000
2012-01-26,4607314
2012-01-27,5136505
2012-01-30,6105115
2012-01-31,6576327
2012-02-01,6141677
2012-02-02,3984023
2012-02-03,5600855
2012-02-06,3486537
2012-02-07,6029919
2012-02-08,5441321
2012-02-09,3608760
2012-02-10,3875273
2012-02-13,2971647
2012-02-14,3520803
2012-02-15,5264263
2012-02-16,3996375
2012-02-17,4931647
2012-02-21,4474896
2012-02-22,3918815
2012-02-23,4167178
2012-02-24,3661956
2012-02-27,4046009
2012-02-28,4366086
2012-02-29,5464272
2012-03-01,4086982
2012-03-02,4311799
2012-03-05,6313169
2012-03-06,6714263
2012-03-07,5873416
2012-03-08,16847686
2012-03-09,7808972
2012-03-12,4503354
2012-03-13,6350811
2012-03-14,7209054
2012-03-15,5768120
2012-03-16,7337895
2012-03-19,4634980
2012-03-20,4757082
2012-03-21,6042970
2012-03-22,7722304
2012-03-23,6041834
2012-03-26,5645096
2012-03-27,4877697
2012-03-28,5056250
2012-03-29,4111195
2012-03-30,4431609
2012-04-02,4603324
2012-04-03,5422456
2012-04-04,7769978
2012-04-05,5469430
2012-04-09,6712622
2012-04-10,7582653
2012-04-11,6372243
2012-04-12,5772926
2012-04-13,5233062
2012-04-16,6238308
2012-04-17,7592687
2012-04-18,5388628
2012-04-19,13942224
2012-04-20,11026382
2012-04-23,5217529
2012-04-24,6224454
2012-04-25,5699538
2012-04-26,4741605
2012-04-27,6787586
2012-04-30,4507198
2012-05-01,5298913
2012-05-02,4348210
2012-05-03,3941315
2012-05-04,4688473
2012-05-07,5089606
2012-05-08,12379666
2012-05-09,8975762
2012-05-10,7129439
2012-05-11,5366561
2012-05-14,6051334
2012-05-15,4890378
2012-05-16,4949198
2012-05-17,9094624
2012-05-18,7991146
2012-05-21,6622441
2012-05-22,5063733
2012-05-23,4236433
2012-05-24,5010952
2012-05-25,3681479
2012-05-29,5380218
2012-05-30,5377157
2012-05-31,6817210
2012-06-01,10833434
2012-06-04,7035331
2012-06-05,7237668
2012-06-06,5936270
2012-06-07,8321437
2012-06-08,12061296
2012-06-11,9512791
2012-06-12,7763638
2012-06-13,8838462
2012-06-14,7646392
2012-06-15,9520417
2012-06-18,6343516
2012-06-19,7601536
2012-06-20,7917742
2012-06-21,5762683
2012-06-22,5336910
2012-06-25,4524910
2012-06-26,4489171
2012-06-27,5941094
2012-06-28,4926170
2012-06-29,6364843
2012-07-02,5088436
2012-07-03,4604817
2012-07-05,5794315
2012-07-06,4533163
2012-07-09,3784991
2012-07-10,6615551
2012-07-11,6231544
2012-07-12,11741846
2012-07-13,6169940
2012-07-16,3601297
2012-07-17,3754155
2012-07-18,5963099
2012-07-19,7432241
2012-07-20,7272093
2012-07-23,12132183
2012-07-24,7037218
2012-07-25,4262160
2012-07-26,4517535
2012-07-27,5934041
2012-07-30,4431516
2012-07-31,4598365
2012-08-01,4133515
2012-08-02,4332622
2012-08-03,4872977
2012-08-06,3490116
2012-08-07,5342231
2012-08-08,14426244
2012-08-09,6023788
2012-08-10,5747366
2012-08-13,4309083
2012-08-14,3828360
2012-08-15,4346242
2012-08-16,5567957
2012-08-17,6704279
2012-08-20,4824574
2012-08-21,4414307
2012-08-22,4269702
2012-08-23,3005826
2012-08-24,3508500
2012-08-27,4313710
2012-08-28,4429460
2012-08-29,4292260
2012-08-30,4567862
2012-08-31,6064496
2012-09-04,4287038
2012-09-05,3597774
2012-09-06,5925150
2012-09-07,4889557
2012-09-10,5008206
2012-09-11,5595902
2012-09-12,5364489
2012-09-13,5666762
2012-09-14,6395754
2012-09-17,5294641
2012-09-18,5272908
2012-09-19,3980353
2012-09-20,3981761
2012-09-21,7249950
2012-09-24,3722109
2012-09-25,4714666
2012-09-26,4391987
2012-09-27,3840376
2012-09-28,9525295
2012-10-01,4940600
2012-10-02,5979884
2012-10-03,6337600
2012-10-04,4478222
2012-10-05,4166152
2012-10-08,3894837
2012-10-09,7050324
2012-10-10,6712096
2012-10-11,4274314
2012-10-12,3411134
2012-10-15,5630883
2012-10-16,4678944
2012-10-17,5623861
2012-10-18,6818092
2012-10-19,19497050
2012-10-22,8142830
2012-10-23,7763957
2012-10-24,6498524
2012-10-25,4979817
2012-10-26,7684562
2012-10-31,6899283
2012-11-01,7376694
2012-11-02,7909748
2012-11-05,5039653
2012-11-06,5581555
2012-11-07,5971886
2012-11-08,11398983
2012-11-09,11030494
2012-11-12,4101949
2012-11-13,4842306
2012-11-14,8158969
2012-11-15,7639606
2012-11-16,6909388
2012-11-19,5560386
2012-11-20,5822717
2012-11-21,3900767
2012-11-23,2474400
2012-11-26,5619627
2012-11-27,4633625
2012-11-28,7159905
2012-11-29,4873951
2012-11-30,7373605
2012-12-03,6638959
2012-12-04,6109627
2012-12-05,5357618
2012-12-06,6580156
2012-12-07,8086701
2012-12-10,9277273
2012-12-11,7333180
2012-12-12,4219515
2012-12-13,4639627
2012-12-14,4364214
2012-12-17,5961941
2012-12-18,5340444
2012-12-19,5153251
2012-12-20,4299087
2012-12-21,10732991
2012-12-24,2375013
2012-12-26,3054760
2012-12-27,4576562
2012-12-28,3725945
2012-12-31,6237535
2013-01-02,7378290
2013-01-03,5473827
2013-01-04,5374382
2013-01-07,5821767
2013-01-08,6286318
2013-01-09,4822394
2013-01-10,4395112
2013-01-11,3692537
2013-01-14,3828926
2013-01-15,3910316
2013-01-16,2925728
2013-01-17,4045442
2013-01-18,5580907
2013-01-22,6967679
2013-01-23,9368002
2013-01-24,5157190
2013-01-25,5461535
2013-01-28,4564695
2013-01-29,4931108
2013-01-30,4659564
2013-01-31,5747425
2013-02-01,5485346
2013-02-04,5933405
2013-02-05,4953199
2013-02-06,4482623
2013-02-07,5619682
2013-02-08,5331906
2013-02-11,3557598
2013-02-12,4527080
2013-02-13,6663199
2013-02-14,5360819
2013-02-15,5095513
2013-02-19,4402081
2013-02-20,4024068
2013-02-21,4425756
2013-02-22,4422483
2013-02-25,9029381
2013-02-26,6453541
2013-02-27,4327468
2013-02-28,3970952
2013-03-01,3824220
2013-03-04,4637656
2013-03-05,5642961
2013-03-06,5054337
2013-03-07,4566416
2013-03-08,8838507
2013-03-11,4854667
2013-03-12,3856650
2013-03-13,3897651
2013-03-14,3650711
2013-03-15,6391139
2013-03-18,3935097
2013-03-19,4648709
2013-03-20,3535453
2013-03-21,3523530
2013-03-22,4168785
2013-03-25,4932416
2013-03-26,4434102
2013-03-27,4403334
2013-03-28,3955215
2013-04-01,3156340
2013-04-02,5137101
2013-04-03,4454313
2013-04-04,5860552
2013-04-05,5694371
2013-04-08,4163570
2013-04-09,3690581
2013-04-10,3159451
2013-04-11,4049305
2013-04-12,5714024
2013-04-15,5648442
2013-04-16,3199659
2013-04-17,4191501
2013-04-18,5697716
2013-04-19,8228507
2013-04-22,5620671
2013-04-23,5757565
2013-04-24,4593139
2013-04-25,3532335
2013-04-26,3113532
2013-04-29,3418086
2013-04-30,4207634
2013-05-01,2720066
2013-05-02,3821271
2013-05-03,4109560
2013-05-06,3314175
2013-05-07,4304619
2013-05-08,5229038
2013-05-09,10628965
2013-05-10,5037306
2013-05-13,3154049
2013-05-14,3811530
2013-05-15,3403959
2013-05-16,4252920
2013-05-17,4017259
2013-05-20,2233047
2013-05-21,4079810
2013-05-22,4649625
2013-05-23,13743083
2013-05-24,13161055
2013-05-28,14083839
2013-05-29,8774680
2013-05-30,8029026
2013-05-31,5445869
2013-06-03,4224507
2013-06-04,4902970
2013-06-05,5394802
2013-06-06,5818436
2013-06-07,5036706
2013-06-10,5719391
2013-06-11,4807498
2013-06-12,4485137
2013-06-13,2928559
2013-06-14,3342795
2013-06-17,4885470
2013-06-18,3340008
2013-06-19,3518597
2013-06-20,5550903
2013-06-21,7228054
2013-06-24,4244521
2013-06-25,3212088
2013-06-26,3589053
2013-06-27,4497099
2013-06-28,5388555
2013-07-01,4054069
2013-07-02,3851243
2013-07-03,1685494
2013-07-05,3934780
2013-07-08,4065027
2013-07-09,4121319
2013-07-10,3524760
2013-07-11,4064588
2013-07-12,4767336
2013-07-15,4481772
2013-07-16,4407298
2013-07-17,5382576
2013-07-18,3401764
2013-07-19,4509538
2013-07-22,13210800
2013-07-23,6993812
2013-07-24,5198765
2013-07-25,4209397
2013-07-26,4561726
2013-07-29,3592685
2013-07-30,4127414
2013-07-31,5343015
2013-08-01,3955196
2013-08-02,3225092
2013-08-05,3326914
2013-08-06,3507437
2013-08-07,3263252
2013-08-08,4862328
2013-08-09,4041753
2013-08-12,3259088
2013-08-13,5189038
2013-08-14,5451285
2013-08-15,4208312
2013-08-16,3324432
2013-08-19,3126170
2013-08-20,2828269
2013-08-21,3433036
2013-08-22,15364421
2013-08-23,12274162
2013-08-26,3064998
2013-08-27,4513014
2013-08-28,5483919
2013-08-29,4799988
2013-08-30,3993056
2013-09-03,3672198
2013-09-04,2900062
2013-09-05,4279928
2013-09-06,4485964
2013-09-09,3532245
2013-09-10,4985274
2013-09-11,3926084
2013-09-12,4277280
2013-09-13,2668835
2013-09-16,3509749
2013-09-17,3257118
2013-09-18,4281968
2013-09-19,6431102
2013-09-20,8086706
2013-09-23,3301697
2013-09-24,4810232
2013-09-25,4053225
2013-09-26,3604873
2013-09-27,3533956
2013-09-30,4407331
2013-10-01,3250483
2013-10-02,7250305
2013-10-03,4860086
2013-10-04,3051114
2013-10-07,3037268
2013-10-08,3651978
2013-10-09,5165531
2013-10-10,4534902
2013-10-11,4132942
2013-10-14,3429694
2013-10-15,5883517
2013-10-16,4709003
2013-10-17,3869592
2013-10-18,7287683
2013-10-21,9137786
2013-10-22,5143987
2013-10-23,4588807
2013-10-24,3644643
2013-10-25,3056638
2013-10-28,3841887
2013-10-29,3980651
2013-10-30,3406606
2013-10-31,4271333
2013-11-01,5127389
2013-11-04,5024673
2013-11-05,4344574
2013-11-06,4365896
2013-11-07,4922582
2013-11-08,5052404
2013-11-11,2573993
2013-11-12,3852185
2013-11-13,4164823
2013-11-14,6594646
2013-11-15,7104309
2013-11-18,4973958
2013-11-19,3836588
2013-11-20,3815319
2013-11-21,12891588
2013-11-22,16497517
2013-11-25,20420844
2013-11-26,5523493
2013-11-27,3501911
2013-11-29,2920344
2013-12-02,4810072
2013-12-03,4852490
2013-12-04,4951290
2013-12-05,5076459
2013-12-06,5811319
2013-12-09,5056897
2013-12-10,4190870
2013-12-11,5194472
2013-12-12,5720002
2013-12-13,3277477
2013-12-16,4868141
2013-12-17,4463611
2013-12-18,5526829
2013-12-19,5476594
2013-12-20,8039529
2013-12-23,3299343
2013-12-24,1155930
2013-12-26,1978344
2013-12-27,1987129
2013-12-30,2292954
2013-12-31,2560970
2014-01-02,2932283
2014-01-03,2966051
2014-01-06,5028393
2014-01-07,4887121
2014-01-08,7670246
2014-01-09,7712713
2014-01-10,5520132
2014-01-13,5777612
2014-01-14,3842225
2014-01-15,3572048
2014-01-16,5069474
2014-01-17,6056698
2014-01-21,6483756
2014-01-22,4983494
2014-01-23,7150912
2014-01-24,6952410
2014-01-27,6608685
2014-01-28,3686206
2014-01-29,8017792
2014-01-30,4988702
2014-01-31,6028697
2014-02-03,6908865
2014-02-04,6531117
2014-02-05,4958957
2014-02-06,5361338
2014-02-07,6610561
2014-02-10,6975657
2014-02-11,5365373
2014-02-12,4269118
2014-02-13,3618018
2014-02-14,3537846
2014-02-18,5458110
2014-02-19,4505475
2014-02-20,2975158
2014-02-21,5289923
2014-02-24,4487632
2014-02-25,4233964
2014-02-26,4265938
2014-02-27,4183929
2014-02-28,5108016
2014-03-03,5150380
2014-03-04,4655238
2014-03-05,3913441
2014-03-06,4363227
2014-03-07,3726306
2014-03-10,4395086
2014-03-11,16375774
2014-03-12,6702123
2014-03-13,5480267
2014-03-14,5510673
2014-03-17,5554918
2014-03-18,3269489
2014-03-19,5556948
2014-03-20,4242571
2014-03-21,12640611
2014-03-24,6401178
2014-03-25,4929902
2014-03-26,4126987
2014-03-27,3755967
2014-03-28,4344100
2014-03-31,4853293
2014-04-01,4493973
2014-04-02,3701174
2014-04-03,2576064
2014-04-04,5413601
2014-04-07,6000476
2014-04-08,5585144
2014-04-09,3669495
2014-04-10,8874797
2014-04-11,6553636
2014-04-14,6155873
2014-04-15,5886192
2014-04-16,3532731
2014-04-17,4545196
2014-04-21,6358323
2014-04-22,8934500
2014-04-23,4179128
2014-04-24,4765762
2014-04-25,5048938
2014-04-28,7444635
2014-04-29,6630910
2014-04-30,4524399
2014-05-01,3531410
2014-05-02,4934023
2014-05-05,3483458
2014-05-06,3075103
2014-05-07,4322592
2014-05-08,3384503
2014-05-09,3649434
2014-05-12,3817396
2014-05-13,3955362
2014-05-14,3826313
2014-05-15,3810901
2014-05-16,5080977
2014-05-19,3865156
2014-05-20,3123726
2014-05-21,2735638
2014-05-22,3376045
2014-05-23,4179128
2014-05-27,5093357
2014-05-28,8936443
2014-05-29,4124605
2014-05-30,4232438
2014-06-02,3006780
2014-06-03,3363473
2014-06-04,3595798
2014-06-05,2411257
2014-06-06,2955593
2014-06-09,3802693
2014-06-10,5961217
2014-06-11,6606053
2014-06-12,5609115
2014-06-13,4018653
2014-06-16,4038584
2014-06-17,6479749
2014-06-18,5447375
2014-06-19,3376565
2014-06-20,5418106
2014-06-23,2919197
2014-06-24,4589622
2014-06-25,3662169
2014-06-26,2783202
2014-06-27,2785864
2014-06-30,4270525
2014-07-01,3787745
2014-07-02,3222376
2014-07-03,2295812
2014-07-07,3951704
2014-07-08,3115055
2014-07-09,5604936
2014-07-10,3274862
2014-07-11,2812462
2014-07-14,4163000
2014-07-15,3793351
2014-07-16,7135370
2014-07-17,4104240
2014-07-18,4050442
2014-07-21,6510632
2014-07-22,12398494
2014-07-23,9484381
2014-07-24,7781720
2014-07-25,4992812
2014-07-28,4863067
2014-07-29,6712670
2014-07-30,6059213
2014-07-31,6829388
2014-08-01,4576448
2014-08-04,7652678
2014-08-05,5494852
2014-08-06,3727958
2014-08-07,3264614
2014-08-08,6506196
2014-08-11,4291741
2014-08-12,3235939
2014-08-13,3599864
2014-08-14,5644922
2014-08-15,4284507
2014-08-18,4398807
2014-08-19,3338257
2014-08-20,4157886
2014-08-21,5981567
2014-08-22,3594144
2014-08-25,4614287
2014-08-26,6394543
2014-08-27,9027320
2014-08-28,5497461
2014-08-29,4640333
2014-09-02,6736236
2014-09-03,4865259
2014-09-04,4849754
2014-09-05,4011037
2014-09-08,5260721
2014-09-09,9795162
2014-09-10,12031430
2014-09-11,5964095
2014-09-12,8033091
2014-09-15,6254980
2014-09-16,5827958
2014-09-17,5747402
2014-09-18,5494150
2014-09-19,9043095
2014-09-22,4875669
2014-09-23,4708175
2014-09-24,7817920
2014-09-25,4578539
2014-09-26,3462523
2014-09-29,16489076
2014-09-30,10036422
2014-10-01,5339524
2014-10-02,4123290
2014-10-03,3948919
2014-10-06,4278576
2014-10-07,6095819
2014-10-08,5593781
2014-10-09,5069103
2014-10-10,5846707
2014-10-13,6182343
2014-10-14,5539480
2014-10-15,10469312
2014-10-16,7526459
2014-10-17,7074463
2014-10-20,5408134
2014-10-21,11422211
2014-10-22,6455551
2014-10-23,5966894
2014-10-24,5263046
2014-10-27,4078298
2014-10-28,5083262
2014-10-29,5300445
2014-10-30,3965528
2014-10-31,6800889
2014-11-03,4069904
2014-11-04,5802179
2014-11-05,4123841
2014-11-06,3597279
2014-11-07,4674632
2014-11-10,5123874
2014-11-11,3429027
2014-11-12,2725702
2014-11-13,4099804
2014-11-14,7793438
2014-11-17,3596519
2014-11-18,6268097
2014-11-19,6631311
2014-11-20,4551916
2014-11-21,5483712
2014-11-24,5222895
2014-11-25,5368952
2014-11-26,3667981
2014-11-28,3442853
2014-12-01,5273749
2014-12-02,10389676
2014-12-03,5324034
2014-12-04,5365429
2014-12-05,6209305
2014-12-08,11792656
2014-12-09,10066782
2014-12-10,12020817
2014-12-11,8972720
2014-12-12,8696756
2014-12-15,10121636
2014-12-16,15106676
2014-12-17,14009957
2014-12-18,11277129
2014-12-19,10284328
2014-12-22,5342248
2014-12-23,3596392
2014-12-24,1736839
2014-12-26,3884255
2014-12-29,4183224
2014-12-30,3257735
2014-12-31,4589312
2015-01-02,6019693
2015-01-05,6211872
2015-01-06,6484094
2015-01-07,6400320
2015-01-08,5476740
2015-01-09,4283293
2015-01-12,3989585
2015-01-13,5971237
2015-01-14,7745521
2015-01-15,5737468
2015-01-16,6926995
2015-01-20,6967278
2015-01-21,8682226
2015-01-22,7536416
2015-01-23,11495980
2015-01-26,7753275
2015-01-27,6640833
2015-01-28,6921322
2015-01-29,19146887
2015-01-30,12385371
2015-02-02,6751432
2015-02-03,7373047
2015-02-04,6464783
2015-02-05,5564108
2015-02-06,4662736
2015-02-09,8203013
2015-02-10,4697610
2015-02-11,5153937
2015-02-12,7910116
2015-02-13,6762195
2015-02-17,5971992
2015-02-18,5617510
2015-02-19,6312190
2015-02-20,8154994
2015-02-23,5681950
2015-02-24,5643590
2015-02-25,16751573
2015-02-26,16098778
2015-02-27,7552453
2015-03-02,12363347
2015-03-03,8149729
2015-03-04,9179359
2015-03-05,9438793
2015-03-06,9677859
2015-03-09,8460337
2015-03-10,7838923
2015-03-11,9391099
2015-03-12,8765071
2015-03-13,5152750
2015-03-16,4772244
2015-03-17,4530709
2015-03-18,5830963
2015-03-19,3615389
2015-03-20,10014005
2015-03-23,9232037
2015-03-24,7549944
2015-03-25,6030541
2015-03-26,10445795
2015-03-27,4642382
2015-03-30,4074543
2015-03-31,5616991
2015-04-01,7484752
2015-04-02,6614276
2015-04-06,4501296
2015-04-07,4443683
2015-04-08,4445210
2015-04-09,4790037
2015-04-10,5937847
2015-04-13,5197891
2015-04-14,4961149
2015-04-15,6604429
2015-04-16,5071657
2015-04-17,6933576
2015-04-20,4382441
2015-04-21,5981687
2015-04-22,19254300
2015-04-23,6336484
2015-04-24,7741339
2015-04-27,7282677
2015-04-28,4357419
2015-04-29,5697231
2015-04-30,8300290
2015-05-01,6280298
2015-05-04,8426262
2015-05-05,7637026
2015-05-06,6614471
2015-05-07,5019232
2015-05-08,7543054
2015-05-11,4123700
2015-05-12,4848072
2015-05-13,6526893
2015-05-14,4743954
2015-05-15,7607217
2015-05-18,4100835
2015-05-19,10809150
2015-05-20,6185077
2015-05-21,4730442
2015-05-22,4559491
2015-05-26,7123129
2015-05-27,8129531
2015-05-28,10204033
2015-05-29,6439140
2015-06-01,4919173
2015-06-02,4430255
2015-06-03,4165709
2015-06-04,4702848
2015-06-05,3959308
2015-06-08,4594648
2015-06-09,7770880
2015-06-10,4828577
2015-06-11,4203867
2015-06-12,3702368
2015-06-15,5861757
2015-06-16,3094773
2015-06-17,3940986
2015-06-18,5100999
2015-06-19,8279349
2015-06-22,3893258
2015-06-23,4541658
2015-06-24,3927133
2015-06-25,4322309
2015-06-26,6039506
2015-06-29,8412817
2015-06-30,6656019
2015-07-01,4446181
2015-07-02,3250897
2015-07-06,3852466
2015-07-07,4794388
2015-07-08,4914297
2015-07-09,5482465
2015-07-10,5179204
2015-07-13,4578676
2015-07-14,5746119
2015-07-15,7572526
2015-07-16,7696176
2015-07-17,6429758
2015-07-20,4947041
2015-07-21,4206703
2015-07-22,5392596
2015-07-23,10380706
2015-07-24,5554624
2015-07-27,5818602
2015-07-28,4862990
2015-07-29,6006535
2015-07-30,5372529
2015-07-31,7646980
2015-08-03,4427299
2015-08-04,2842075
2015-08-05,3560581
2015-08-06,6740241
2015-08-07,3463672
2015-08-10,3994544
2015-08-11,3584996
2015-08-12,4207236
2015-08-13,4636402
2015-08-14,3185582
2015-08-17,5204060
2015-08-18,4257289
2015-08-19,5988961
2015-08-20,6589216
2015-08-21,10826711
2015-08-24,13732868
2015-08-25,10456417
2015-08-26,15507423
2015-08-27,9553409
2015-08-28,5500564
2015-08-31,4672190
2015-09-01,7223913
2015-09-02,6601289
2015-09-03,6109157
2015-09-04,4410886
2015-09-08,5648795
2015-09-09,4831037
2015-09-10,5972880
2015-09-11,6281811
2015-09-14,4557201
2015-09-15,4459833
2015-09-16,5100187
2015-09-17,7584642
2015-09-18,9665904
2015-09-21,4530717
2015-09-22,6118747
2015-09-23,2965774
2015-09-24,4103322
2015-09-25,4820658
2015-09-28,6454900
2015-09-29,6834493
2015-09-30,5413804
2015-10-01,4305315
2015-10-02,4246611
2015-10-05,5894664
2015-10-06,6947516
2015-10-07,6504796
2015-10-08,8051563
2015-10-09,5565677
2015-10-12,3321015
2015-10-13,4309214
2015-10-14,9074293
2015-10-15,10068613
2015-10-16,6749182
2015-10-19,6742684
2015-10-20,4868407
2015-10-21,7979647
2015-10-22,25004228
2015-10-23,11636564
2015-10-26,11274400
2015-10-27,8900970
2015-10-28,4378108
2015-10-29,3745884
2015-10-30,6395762
2015-11-02,5599082
2015-11-03,4557500
2015-11-04,6791526
2015-11-05,4990503
2015-11-06,4598317
2015-11-09,8420732
2015-11-10,12558362
2015-11-11,8394168
2015-11-12,5676578
2015-11-13,8312707
2015-11-16,6729554
2015-11-17,6014155
2015-11-18,5176872
2015-11-19,5253525
2015-11-20,6448687
2015-11-23,4941241
2015-11-24,5534798
2015-11-25,7477153
2015-11-27,2763685
2015-11-30,7368118
2015-12-01,5317686
2015-12-02,5686431
2015-12-03,6558595
2015-12-04,7778164
2015-12-07,4810666
2015-12-08,4814227
2015-12-09,7604711
2015-12-10,5299897
2015-12-11,5736380
2015-12-14,7642742
2015-12-15,6118270
2015-12-16,6306287
2015-12-17,5275921
2015-12-18,11238875
2015-12-21,3344606
2015-12-22,4091991
2015-12-23,3641874
2015-12-24,1659340
2015-12-28,2777327
2015-12-29,3213942
2015-12-30,2400802
2015-12-31,3723186
2016-01-04,9694609
2016-01-05,6314015
2016-01-06,6543760
2016-01-07,7477876
2016-01-08,6103431
2016-01-11,6392820
2016-01-12,5639728
2016-01-13,6956724
2016-01-14,9055005
2016-01-15,10148438
2016-01-19,9120214
2016-01-20,11903252
2016-01-21,9826175
2016-01-22,9005647
2016-01-25,15108925
2016-01-26,8275222
2016-01-27,7081277
2016-01-28,7456467
2016-01-29,10321219
2016-02-01,6186614
