time_captured,HD_Close
2006-10-11,37.92
2006-10-12,37.9
2006-10-13,36.9
2006-10-16,36.35
2006-10-17,35.76
2006-10-18,35.89
2006-10-19,35.91
2006-10-20,35.99
2006-10-23,36.24
2006-10-24,36.5
2006-10-25,36.6
2006-10-26,37.38
2006-10-27,37.07
2006-10-30,37.25
2006-10-31,37.33
2006-11-01,37.35
2006-11-02,37.2
2006-11-03,37.2
2006-11-06,37.22
2006-11-07,37.23
2006-11-08,37.25
2006-11-09,36.85
2006-11-10,36.64
2006-11-13,36.4
2006-11-14,37.96
2006-11-15,37.62
2006-11-16,37.81
2006-11-17,38.28
2006-11-20,38.41
2006-11-21,37.92
2006-11-22,38.1
2006-11-24,37.72
2006-11-27,37.59
2006-11-28,37.07
2006-11-29,37.62
2006-11-30,37.97
2006-12-01,38.97
2006-12-04,39.2
2006-12-05,39.37
2006-12-06,39.92
2006-12-07,38.93
2006-12-08,38.8
2006-12-11,38.79
2006-12-12,38.7
2006-12-13,39.11
2006-12-14,39.97
2006-12-15,39.89
2006-12-18,39.96
2006-12-19,39.64
2006-12-20,39.13
2006-12-21,38.91
2006-12-22,38.89
2006-12-26,39.06
2006-12-27,39.56
2006-12-28,39.73
2006-12-29,40.16
2007-01-03,41.07
2007-01-04,40.57
2007-01-05,39.79
2007-01-08,39.49
2007-01-09,39.32
2007-01-10,39.78
2007-01-11,40.08
2007-01-12,40.11
2007-01-16,40.29
2007-01-17,40.29
2007-01-18,40.87
2007-01-19,40.55
2007-01-22,40.05
2007-01-23,40.43
2007-01-24,40.69
2007-01-25,40.09
2007-01-26,39.94
2007-01-29,39.91
2007-01-30,40.17
2007-01-31,40.74
2007-02-01,41.08
2007-02-02,40.83
2007-02-05,41.03
2007-02-06,41.27
2007-02-07,41.36
2007-02-08,41.09
2007-02-09,41.0
2007-02-12,41.44
2007-02-13,41.76
2007-02-14,41.73
2007-02-15,41.66
2007-02-16,41.44
2007-02-20,41.34
2007-02-21,41.3
2007-02-22,41.18
2007-02-23,40.96
2007-02-26,40.79
2007-02-27,39.82
2007-02-28,39.59
2007-03-01,39.45
2007-03-02,39.01
2007-03-05,38.67
2007-03-06,38.8
2007-03-07,38.71
2007-03-08,38.8
2007-03-09,38.67
2007-03-12,38.17
2007-03-13,37.35
2007-03-14,37.56
2007-03-15,37.49
2007-03-16,37.51
2007-03-19,37.72
2007-03-20,37.93
2007-03-21,38.74
2007-03-22,38.33
2007-03-23,38.22
2007-03-26,37.91
2007-03-27,37.34
2007-03-28,36.77
2007-03-29,36.82
2007-03-30,36.74
2007-04-02,36.79
2007-04-03,37.63
2007-04-04,38.11
2007-04-05,38.02
2007-04-09,38.08
2007-04-10,38.23
2007-04-11,37.97
2007-04-12,38.02
2007-04-13,37.89
2007-04-16,38.56
2007-04-17,39.44
2007-04-18,39.04
2007-04-19,38.91
2007-04-20,39.21
2007-04-23,39.21
2007-04-24,39.31
2007-04-25,39.5
2007-04-26,38.99
2007-04-27,38.47
2007-04-30,37.87
2007-05-01,38.43
2007-05-02,38.75
2007-05-03,39.06
2007-05-04,38.9
2007-05-07,38.84
2007-05-08,38.63
2007-05-09,39.18
2007-05-10,38.79
2007-05-11,38.86
2007-05-14,39.01
2007-05-15,38.3
2007-05-16,38.37
2007-05-17,38.3
2007-05-18,38.88
2007-05-21,38.63
2007-05-22,38.53
2007-05-23,38.78
2007-05-24,38.95
2007-05-25,38.38
2007-05-29,38.65
2007-05-30,38.7
2007-05-31,38.87
2007-06-01,39.21
2007-06-04,39.8
2007-06-05,38.86
2007-06-06,38.3
2007-06-07,37.66
2007-06-08,37.95
2007-06-11,37.71
2007-06-12,37.36
2007-06-13,37.73
2007-06-14,37.79
2007-06-15,37.95
2007-06-18,37.96
2007-06-19,38.27
2007-06-20,40.03
2007-06-21,39.95
2007-06-22,39.36
2007-06-25,39.18
2007-06-26,39.15
2007-06-27,39.76
2007-06-28,39.52
2007-06-29,39.35
2007-07-02,39.37
2007-07-03,39.2
2007-07-05,39.83
2007-07-06,40.3
2007-07-09,40.23
2007-07-10,40.25
2007-07-11,40.48
2007-07-12,40.94
2007-07-13,40.87
2007-07-16,40.58
2007-07-17,40.15
2007-07-18,40.04
2007-07-19,39.7
2007-07-20,39.39
2007-07-23,38.96
2007-07-24,37.95
2007-07-25,38.04
2007-07-26,37.3
2007-07-27,36.75
2007-07-30,37.81
2007-07-31,37.17
2007-08-01,37.77
2007-08-02,37.82
2007-08-03,36.19
2007-08-06,36.89
2007-08-07,36.4
2007-08-08,37.8
2007-08-09,35.79
2007-08-10,35.92
2007-08-13,35.24
2007-08-14,33.52
2007-08-15,33.36
2007-08-16,32.82
2007-08-17,33.31
2007-08-20,33.79
2007-08-21,34.3
2007-08-22,34.77
2007-08-23,34.02
2007-08-24,34.68
2007-08-27,35.25
2007-08-28,35.05
2007-08-29,36.55
2007-08-30,37.04
2007-08-31,38.31
2007-09-04,36.36
2007-09-05,36.51
2007-09-06,35.22
2007-09-07,34.21
2007-09-10,33.81
2007-09-11,34.87
2007-09-12,35.09
2007-09-13,35.61
2007-09-14,35.68
2007-09-17,35.38
2007-09-18,36.36
2007-09-19,36.18
2007-09-20,35.32
2007-09-21,34.47
2007-09-24,33.88
2007-09-25,33.08
2007-09-26,32.99
2007-09-27,32.76
2007-09-28,32.44
2007-10-01,33.16
2007-10-02,33.36
2007-10-03,33.87
2007-10-04,33.74
2007-10-05,34.22
2007-10-08,33.93
2007-10-09,33.8
2007-10-10,33.65
2007-10-11,33.43
2007-10-12,33.44
2007-10-15,33.01
2007-10-16,32.51
2007-10-17,31.78
2007-10-18,31.68
2007-10-19,30.76
2007-10-22,30.88
2007-10-23,30.92
2007-10-24,30.88
2007-10-25,30.7
2007-10-26,31.35
2007-10-29,31.4
2007-10-30,31.46
2007-10-31,31.51
2007-11-01,30.69
2007-11-02,30.4
2007-11-05,29.8
2007-11-06,30.06
2007-11-07,29.34
2007-11-08,29.09
2007-11-09,28.05
2007-11-12,28.46
2007-11-13,29.12
2007-11-14,29.03
2007-11-15,28.98
2007-11-16,29.07
2007-11-19,28.19
2007-11-20,28.5
2007-11-21,28.05
2007-11-23,28.95
2007-11-26,27.49
2007-11-27,27.15
2007-11-28,28.27
2007-11-29,27.88
2007-11-30,28.56
2007-12-03,28.49
2007-12-04,28.79
2007-12-05,28.97
2007-12-06,29.49
2007-12-07,29.49
2007-12-10,29.59
2007-12-11,28.4
2007-12-12,28.49
2007-12-13,27.64
2007-12-14,26.63
2007-12-17,25.94
2007-12-18,26.47
2007-12-19,26.24
2007-12-20,26.27
2007-12-21,26.66
2007-12-24,27.01
2007-12-26,26.99
2007-12-27,26.77
2007-12-28,26.68
2007-12-31,26.94
2008-01-02,26.11
2008-01-03,25.82
2008-01-04,24.96
2008-01-07,25.37
2008-01-08,24.74
2008-01-09,24.73
2008-01-10,25.28
2008-01-11,24.71
2008-01-14,25.39
2008-01-15,25.37
2008-01-16,26.34
2008-01-17,26.25
2008-01-18,26.28
2008-01-22,28.2
2008-01-23,29.95
2008-01-24,29.56
2008-01-25,28.53
2008-01-28,29.14
2008-01-29,29.71
2008-01-30,29.38
2008-01-31,30.64
2008-02-01,30.45
2008-02-04,29.35
2008-02-05,27.99
2008-02-06,27.65
2008-02-07,28.4
2008-02-08,27.97
2008-02-11,28.69
2008-02-12,28.38
2008-02-13,28.34
2008-02-14,27.51
2008-02-15,27.52
2008-02-19,27.31
2008-02-20,27.72
2008-02-21,27.39
2008-02-22,27.77
2008-02-25,28.82
2008-02-26,28.83
2008-02-27,28.91
2008-02-28,27.71
2008-02-29,26.55
2008-03-03,27.09
2008-03-04,26.87
2008-03-05,26.76
2008-03-06,25.76
2008-03-07,25.88
2008-03-10,25.0
2008-03-11,26.2
2008-03-12,26.13
2008-03-13,26.48
2008-03-14,25.75
2008-03-17,25.7
2008-03-18,27.19
2008-03-19,26.84
2008-03-20,28.06
2008-03-24,29.26
2008-03-25,28.76
2008-03-26,28.16
2008-03-27,27.79
2008-03-28,27.38
2008-03-31,27.97
2008-04-01,29.49
2008-04-02,29.16
2008-04-03,29.22
2008-04-04,28.79
2008-04-07,28.5
2008-04-08,28.18
2008-04-09,27.67
2008-04-10,28.38
2008-04-11,28.17
2008-04-14,27.91
2008-04-15,27.93
2008-04-16,28.02
2008-04-17,28.12
2008-04-18,28.68
2008-04-21,28.98
2008-04-22,28.52
2008-04-23,28.13
2008-04-24,28.92
2008-04-25,29.78
2008-04-28,29.73
2008-04-29,29.36
2008-04-30,28.8
2008-05-01,29.87
2008-05-02,30.12
2008-05-05,29.37
2008-05-06,29.28
2008-05-07,28.56
2008-05-08,27.92
2008-05-09,27.98
2008-05-12,28.64
2008-05-13,28.75
2008-05-14,29.12
2008-05-15,29.53
2008-05-16,29.1
2008-05-19,28.87
2008-05-20,27.37
2008-05-21,26.93
2008-05-22,26.91
2008-05-23,26.77
2008-05-27,27.28
2008-05-28,27.43
2008-05-29,27.71
2008-05-30,27.36
2008-06-02,27.16
2008-06-03,27.09
2008-06-04,27.18
2008-06-05,27.91
2008-06-06,27.18
2008-06-09,26.54
2008-06-10,26.71
2008-06-11,25.91
2008-06-12,26.48
2008-06-13,27.53
2008-06-16,27.5
2008-06-17,26.87
2008-06-18,26.55
2008-06-19,27.18
2008-06-20,26.25
2008-06-23,25.06
2008-06-24,25.31
2008-06-25,25.47
2008-06-26,24.66
2008-06-27,24.02
2008-06-30,23.42
2008-07-01,23.21
2008-07-02,22.52
2008-07-03,22.54
2008-07-07,22.32
2008-07-08,23.04
2008-07-09,22.37
2008-07-10,21.87
2008-07-11,21.58
2008-07-14,21.53
2008-07-15,21.46
2008-07-16,22.68
2008-07-17,23.38
2008-07-18,23.44
2008-07-21,23.12
2008-07-22,23.95
2008-07-23,25.03
2008-07-24,24.02
2008-07-25,23.8
2008-07-28,23.16
2008-07-29,24.33
2008-07-30,23.74
2008-07-31,23.83
2008-08-01,23.9
2008-08-04,23.89
2008-08-05,24.89
2008-08-06,24.9
2008-08-07,24.48
2008-08-08,26.37
2008-08-11,27.51
2008-08-12,27.48
2008-08-13,26.52
2008-08-14,27.17
2008-08-15,27.53
2008-08-18,26.96
2008-08-19,25.96
2008-08-20,25.97
2008-08-21,26.57
2008-08-22,27.11
2008-08-25,26.56
2008-08-26,27.02
2008-08-27,27.17
2008-08-28,27.42
2008-08-29,27.12
2008-09-02,28.07
2008-09-03,29.33
2008-09-04,28.57
2008-09-05,28.59
2008-09-08,30.16
2008-09-09,29.15
2008-09-10,29.1
2008-09-11,29.5
2008-09-12,28.8
2008-09-15,28.5
2008-09-16,27.58
2008-09-17,25.62
2008-09-18,26.95
2008-09-19,27.37
2008-09-22,25.62
2008-09-23,25.26
2008-09-24,25.02
2008-09-25,25.8
2008-09-26,26.46
2008-09-29,24.99
2008-09-30,25.89
2008-10-01,25.92
2008-10-02,24.86
2008-10-03,23.81
2008-10-06,22.82
2008-10-07,21.89
2008-10-08,21.17
2008-10-09,19.93
2008-10-10,19.75
2008-10-13,21.71
2008-10-14,21.07
2008-10-15,19.83
2008-10-16,19.7
2008-10-17,20.21
2008-10-20,20.78
2008-10-21,20.52
2008-10-22,19.47
2008-10-23,19.06
2008-10-24,18.51
2008-10-27,18.91
2008-10-28,21.57
2008-10-29,21.65
2008-10-30,22.72
2008-10-31,23.59
2008-11-03,22.22
2008-11-04,23.39
2008-11-05,22.15
2008-11-06,20.93
2008-11-07,21.06
2008-11-10,20.74
2008-11-11,20.51
2008-11-12,19.8
2008-11-13,22.23
2008-11-14,20.54
2008-11-17,20.0
2008-11-18,20.71
2008-11-19,19.76
2008-11-20,18.52
2008-11-21,19.29
2008-11-24,21.42
2008-11-25,22.25
2008-11-26,23.55
2008-11-28,23.11
2008-12-01,21.21
2008-12-02,21.85
2008-12-03,22.76
2008-12-04,23.22
2008-12-05,24.4
2008-12-08,24.25
2008-12-09,23.2
2008-12-10,24.29
2008-12-11,22.99
2008-12-12,23.47
2008-12-15,23.41
2008-12-16,24.32
2008-12-17,24.7
2008-12-18,24.45
2008-12-19,24.22
2008-12-22,23.73
2008-12-23,23.62
2008-12-24,23.73
2008-12-26,23.56
2008-12-29,23.36
2008-12-30,23.11
2008-12-31,23.02
2009-01-02,24.13
2009-01-05,24.71
2009-01-06,25.26
2009-01-07,24.57
2009-01-08,24.39
2009-01-09,23.86
2009-01-12,22.97
2009-01-13,22.51
2009-01-14,21.91
2009-01-15,22.81
2009-01-16,23.2
2009-01-20,21.99
2009-01-21,22.28
2009-01-22,21.97
2009-01-23,21.72
2009-01-26,22.73
2009-01-27,22.12
2009-01-28,23.0
2009-01-29,22.0
2009-01-30,21.53
2009-02-02,21.57
2009-02-03,21.92
2009-02-04,21.73
2009-02-05,22.4
2009-02-06,23.53
2009-02-09,23.09
2009-02-10,22.21
2009-02-11,22.14
2009-02-12,21.98
2009-02-13,21.22
2009-02-17,19.94
2009-02-18,19.8
2009-02-19,20.16
2009-02-20,19.46
2009-02-23,18.71
2009-02-24,20.67
2009-02-25,20.31
2009-02-26,20.64
2009-02-27,20.89
2009-03-02,19.92
2009-03-03,18.89
2009-03-04,19.01
2009-03-05,18.15
2009-03-06,18.0
2009-03-09,18.23
2009-03-10,19.42
2009-03-11,19.68
2009-03-12,20.33
2009-03-13,20.71
2009-03-16,20.14
2009-03-17,21.48
2009-03-18,22.58
2009-03-19,22.44
2009-03-20,22.16
2009-03-23,23.25
2009-03-24,22.95
2009-03-25,23.28
2009-03-26,24.14
2009-03-27,23.63
2009-03-30,23.38
2009-03-31,23.56
2009-04-01,23.83
2009-04-02,24.77
2009-04-03,25.0
2009-04-06,24.85
2009-04-07,24.37
2009-04-08,25.12
2009-04-09,25.9
2009-04-13,25.96
2009-04-14,25.34
2009-04-15,25.67
2009-04-16,25.97
2009-04-17,26.1
2009-04-20,25.15
2009-04-21,25.87
2009-04-22,26.17
2009-04-23,25.76
2009-04-24,26.31
2009-04-27,25.88
2009-04-28,26.07
2009-04-29,26.34
2009-04-30,26.32
2009-05-01,25.77
2009-05-04,26.21
2009-05-05,26.19
2009-05-06,26.04
2009-05-07,25.61
2009-05-08,25.5
2009-05-11,24.93
2009-05-12,24.64
2009-05-13,24.83
2009-05-14,24.53
2009-05-15,24.4
2009-05-18,26.02
2009-05-19,24.63
2009-05-20,23.83
2009-05-21,22.89
2009-05-22,22.86
2009-05-26,23.8
2009-05-27,23.33
2009-05-28,22.7
2009-05-29,23.16
2009-06-01,24.16
2009-06-02,24.5
2009-06-03,24.37
