time_captured,HD_Close
2009-06-04,24.57
2009-06-05,24.17
2009-06-08,24.56
2009-06-09,24.35
2009-06-10,24.39
2009-06-11,24.23
2009-06-12,24.15
2009-06-15,23.85
2009-06-16,23.2
2009-06-17,23.65
2009-06-18,23.35
2009-06-19,23.52
2009-06-22,23.25
2009-06-23,22.88
2009-06-24,22.68
2009-06-25,23.57
2009-06-26,23.61
2009-06-29,23.87
2009-06-30,23.63
2009-07-01,23.71
2009-07-02,22.81
2009-07-06,22.88
2009-07-07,22.4
2009-07-08,22.66
2009-07-09,22.68
2009-07-10,22.52
2009-07-13,23.11
2009-07-14,23.68
2009-07-15,24.08
2009-07-16,24.4
2009-07-17,24.67
2009-07-20,24.8
2009-07-21,24.46
2009-07-22,24.77
2009-07-23,25.28
2009-07-24,25.32
2009-07-27,25.16
2009-07-28,25.39
2009-07-29,25.39
2009-07-30,25.85
2009-07-31,25.94
2009-08-03,26.32
2009-08-04,26.29
2009-08-05,26.33
2009-08-06,26.54
2009-08-07,27.26
2009-08-10,27.1
2009-08-11,26.89
2009-08-12,27.2
2009-08-13,27.68
2009-08-14,27.14
2009-08-17,26.11
2009-08-18,26.93
2009-08-19,26.75
2009-08-20,26.68
2009-08-21,27.5
2009-08-24,27.03
2009-08-25,27.32
2009-08-26,27.57
2009-08-27,27.55
2009-08-28,27.69
2009-08-31,27.29
2009-09-01,26.74
2009-09-02,26.53
2009-09-03,26.9
2009-09-04,27.03
2009-09-08,27.48
2009-09-09,27.38
2009-09-10,27.53
2009-09-11,27.34
2009-09-14,27.51
2009-09-15,27.41
2009-09-16,28.06
2009-09-17,27.92
2009-09-18,28.23
2009-09-21,28.14
2009-09-22,27.62
2009-09-23,27.35
2009-09-24,27.04
2009-09-25,26.85
2009-09-28,27.26
2009-09-29,26.83
2009-09-30,26.64
2009-10-01,26.32
2009-10-02,26.03
2009-10-05,26.15
2009-10-06,26.29
2009-10-07,26.14
2009-10-08,26.89
2009-10-09,26.96
2009-10-12,27.04
2009-10-13,27.53
2009-10-14,27.38
2009-10-15,27.3
2009-10-16,27.26
2009-10-19,27.63
2009-10-20,26.97
2009-10-21,26.32
2009-10-22,26.72
2009-10-23,26.27
2009-10-26,26.1
2009-10-27,26.0
2009-10-28,25.21
2009-10-29,25.91
2009-10-30,25.09
2009-11-02,25.06
2009-11-03,25.0
2009-11-04,24.96
2009-11-05,25.63
2009-11-06,26.08
2009-11-09,26.81
2009-11-10,26.82
2009-11-11,27.31
2009-11-12,27.24
2009-11-13,27.34
2009-11-16,27.65
2009-11-17,26.99
2009-11-18,27.29
2009-11-19,27.11
2009-11-20,27.18
2009-11-23,27.51
2009-11-24,27.56
2009-11-25,27.85
2009-11-27,27.61
2009-11-30,27.36
2009-12-01,28.0
2009-12-02,28.33
2009-12-03,27.93
2009-12-04,28.08
2009-12-07,28.22
2009-12-08,27.67
2009-12-09,27.55
2009-12-10,27.99
2009-12-11,28.49
2009-12-14,28.87
2009-12-15,29.02
2009-12-16,28.96
2009-12-17,28.8
2009-12-18,28.65
2009-12-21,28.96
2009-12-22,29.29
2009-12-23,29.0
2009-12-24,29.17
2009-12-28,29.18
2009-12-29,29.27
2009-12-30,29.13
2009-12-31,28.93
2010-01-04,28.67
2010-01-05,28.88
2010-01-06,28.78
2010-01-07,29.12
2010-01-08,28.98
2010-01-11,28.16
2010-01-12,27.98
2010-01-13,28.13
2010-01-14,28.3
2010-01-15,28.57
2010-01-19,28.88
2010-01-20,28.66
2010-01-21,28.48
2010-01-22,27.72
2010-01-25,27.62
2010-01-26,27.73
2010-01-27,27.84
2010-01-28,27.34
2010-01-29,28.01
2010-02-01,28.39
2010-02-02,29.03
2010-02-03,28.47
2010-02-04,27.93
2010-02-05,27.98
2010-02-08,28.59
2010-02-09,28.87
2010-02-10,28.65
2010-02-11,28.99
2010-02-12,29.0
2010-02-16,29.44
2010-02-17,30.02
2010-02-18,30.3
2010-02-19,30.15
2010-02-22,30.32
2010-02-23,30.75
2010-02-24,31.36
2010-02-25,31.36
2010-02-26,31.2
2010-03-01,31.43
2010-03-02,31.36
2010-03-03,31.47
2010-03-04,31.44
2010-03-05,31.8
2010-03-08,31.96
2010-03-09,31.68
2010-03-10,31.71
2010-03-11,32.13
2010-03-12,32.45
2010-03-15,32.69
2010-03-16,32.55
2010-03-17,32.52
2010-03-18,32.4
2010-03-19,32.36
2010-03-22,32.67
2010-03-23,32.59
2010-03-24,32.32
2010-03-25,32.62
2010-03-26,32.75
2010-03-29,32.6
2010-03-30,32.69
2010-03-31,32.35
2010-04-01,32.38
2010-04-05,32.66
2010-04-06,32.55
2010-04-07,32.61
2010-04-08,32.97
2010-04-09,33.25
2010-04-12,33.48
2010-04-13,34.34
2010-04-14,34.98
2010-04-15,35.14
2010-04-16,35.01
2010-04-19,35.17
2010-04-20,35.18
2010-04-21,35.27
2010-04-22,35.72
2010-04-23,36.39
2010-04-26,36.49
2010-04-27,35.29
2010-04-28,35.19
2010-04-29,35.56
2010-04-30,35.23
2010-05-03,35.87
2010-05-04,35.42
2010-05-05,35.24
2010-05-06,33.96
2010-05-07,33.43
2010-05-10,35.29
2010-05-11,35.63
2010-05-12,35.89
2010-05-13,35.27
2010-05-14,35.2
2010-05-17,35.59
2010-05-18,34.73
2010-05-19,34.38
2010-05-20,32.89
2010-05-21,33.02
2010-05-24,33.22
2010-05-25,33.98
2010-05-26,34.04
2010-05-27,34.55
2010-05-28,33.86
2010-06-01,33.54
2010-06-02,33.87
2010-06-03,33.43
2010-06-04,32.15
2010-06-07,31.55
2010-06-08,31.81
2010-06-09,31.76
2010-06-10,32.72
2010-06-11,32.22
2010-06-14,32.06
2010-06-15,32.26
2010-06-16,32.14
2010-06-17,31.91
2010-06-18,31.94
2010-06-21,31.43
2010-06-22,30.61
2010-06-23,30.5
2010-06-24,29.67
2010-06-25,30.2
2010-06-28,29.59
2010-06-29,28.63
2010-06-30,28.07
2010-07-01,27.92
2010-07-02,27.76
2010-07-06,27.34
2010-07-07,28.01
2010-07-08,28.15
2010-07-09,28.26
2010-07-12,28.31
2010-07-13,28.64
2010-07-14,28.28
2010-07-15,28.34
2010-07-16,27.11
2010-07-19,27.07
2010-07-20,27.93
2010-07-21,27.47
2010-07-22,28.22
2010-07-23,28.25
2010-07-26,28.99
2010-07-27,28.58
2010-07-28,28.08
2010-07-29,28.05
2010-07-30,28.51
2010-08-02,29.12
2010-08-03,28.45
2010-08-04,28.72
2010-08-05,28.71
2010-08-06,28.68
2010-08-09,28.7
2010-08-10,28.24
2010-08-11,27.71
2010-08-12,27.61
2010-08-13,27.31
2010-08-16,27.38
2010-08-17,28.31
2010-08-18,28.86
2010-08-19,28.22
2010-08-20,28.17
2010-08-23,27.83
2010-08-24,27.78
2010-08-25,28.33
2010-08-26,28.38
2010-08-27,28.74
2010-08-30,27.99
2010-08-31,27.75
2010-09-01,28.67
2010-09-02,29.41
2010-09-03,29.85
2010-09-07,29.33
2010-09-08,29.45
2010-09-09,29.41
2010-09-10,29.68
2010-09-13,29.99
2010-09-14,29.97
2010-09-15,29.94
2010-09-16,29.95
2010-09-17,29.89
2010-09-20,30.65
2010-09-21,30.91
2010-09-22,30.88
2010-09-23,30.84
2010-09-24,31.64
2010-09-27,31.6
2010-09-28,31.81
2010-09-29,31.81
2010-09-30,31.68
2010-10-01,31.82
2010-10-04,31.67
2010-10-05,31.74
2010-10-06,31.74
2010-10-07,31.74
2010-10-08,31.89
2010-10-11,31.79
2010-10-12,31.41
2010-10-13,31.0
2010-10-14,30.81
2010-10-15,30.7
2010-10-18,30.53
2010-10-19,30.41
2010-10-20,30.73
2010-10-21,31.81
2010-10-22,31.48
2010-10-25,31.4
2010-10-26,31.29
2010-10-27,30.9
2010-10-28,31.19
2010-10-29,30.9
2010-11-01,30.71
2010-11-02,31.51
2010-11-03,31.46
2010-11-04,31.94
2010-11-05,31.92
2010-11-08,31.49
2010-11-09,31.47
2010-11-10,31.68
2010-11-11,31.7
2010-11-12,31.44
2010-11-15,31.39
2010-11-16,31.71
2010-11-17,30.83
2010-11-18,30.87
2010-11-19,31.22
2010-11-22,31.09
2010-11-23,30.91
2010-11-24,31.16
2010-11-26,31.0
2010-11-29,30.69
2010-11-30,30.21
2010-12-01,31.61
2010-12-02,33.36
2010-12-03,33.48
2010-12-06,33.34
2010-12-07,33.55
2010-12-08,34.03
2010-12-09,34.32
2010-12-10,34.4
2010-12-13,34.56
2010-12-14,34.72
2010-12-15,34.79
2010-12-16,35.12
2010-12-17,35.1
2010-12-20,35.2
2010-12-21,35.08
2010-12-22,35.18
2010-12-23,35.09
2010-12-27,35.24
2010-12-28,35.09
2010-12-29,34.89
2010-12-30,34.86
2010-12-31,35.06
2011-01-03,35.31
2011-01-04,34.67
2011-01-05,34.56
2011-01-06,34.42
2011-01-07,34.38
2011-01-10,34.39
2011-01-11,34.86
2011-01-12,34.83
2011-01-13,35.27
2011-01-14,35.89
2011-01-18,36.02
2011-01-19,35.63
2011-01-20,36.49
2011-01-21,36.51
2011-01-24,36.65
2011-01-25,37.16
2011-01-26,37.42
2011-01-27,37.98
2011-01-28,36.7
2011-01-31,36.77
2011-02-01,36.99
2011-02-02,36.56
2011-02-03,36.7
2011-02-04,36.8
2011-02-07,36.6
2011-02-08,37.16
2011-02-09,37.17
2011-02-10,37.31
2011-02-11,37.48
2011-02-14,37.58
2011-02-15,37.69
2011-02-16,37.86
2011-02-17,38.18
2011-02-18,38.48
2011-02-22,38.09
2011-02-23,37.3
2011-02-24,37.14
2011-02-25,37.08
2011-02-28,37.47
2011-03-01,36.76
2011-03-02,36.66
2011-03-03,37.55
