time_captured,01_off_raw_accX
1970-01-01 00:00:00.000000453,-4.514
1970-01-01 00:00:00.000000454,-6.71
1970-01-01 00:00:00.000000455,-11.102
1970-01-01 00:00:00.000000456,-10.248
1970-01-01 00:00:00.000000457,-7.32
1970-01-01 00:00:00.000000458,-7.32
1970-01-01 00:00:00.000000459,-8.54
1970-01-01 00:00:00.000000460,-12.688
1970-01-01 00:00:00.000000461,-6.466
1970-01-01 00:00:00.000000462,-7.442
1970-01-01 00:00:00.000000463,-12.688
1970-01-01 00:00:00.000000464,-9.516
1970-01-01 00:00:00.000000465,-9.516
1970-01-01 00:00:00.000000466,-8.418
1970-01-01 00:00:00.000000467,-6.954
1970-01-01 00:00:00.000000468,-6.954
1970-01-01 00:00:00.000000469,-6.832
1970-01-01 00:00:00.000000470,-11.224
1970-01-01 00:00:00.000000471,-9.15
1970-01-01 00:00:00.000000472,-7.442
1970-01-01 00:00:00.000000473,-12.2
1970-01-01 00:00:00.000000474,-7.32
1970-01-01 00:00:00.000000475,-9.272
1970-01-01 00:00:00.000000476,-6.954
1970-01-01 00:00:00.000000477,-7.564
1970-01-01 00:00:00.000000478,-7.564
1970-01-01 00:00:00.000000479,-7.32
1970-01-01 00:00:00.000000480,-10.37
1970-01-01 00:00:00.000000481,-9.882
1970-01-01 00:00:00.000000482,-6.1
1970-01-01 00:00:00.000000483,-8.418
1970-01-01 00:00:00.000000484,-9.516
1970-01-01 00:00:00.000000485,-3.904
1970-01-01 00:00:00.000000486,-10.126
1970-01-01 00:00:00.000000487,-9.638
1970-01-01 00:00:00.000000488,-9.638
1970-01-01 00:00:00.000000489,-7.93
1970-01-01 00:00:00.000000490,-10.614
1970-01-01 00:00:00.000000491,-8.418
1970-01-01 00:00:00.000000492,-6.954
1970-01-01 00:00:00.000000493,-10.858
1970-01-01 00:00:00.000000494,-9.638
1970-01-01 00:00:00.000000495,-6.466
1970-01-01 00:00:00.000000496,-10.492
1970-01-01 00:00:00.000000497,-9.272
1970-01-01 00:00:00.000000498,-8.906
1970-01-01 00:00:00.000000499,-8.296
1970-01-01 00:00:00.000000500,-10.004
1970-01-01 00:00:00.000000501,-8.052
1970-01-01 00:00:00.000000502,-6.71
1970-01-01 00:00:00.000000503,-10.614
1970-01-01 00:00:00.000000504,-9.516
1970-01-01 00:00:00.000000505,-5.612
1970-01-01 00:00:00.000000506,-8.418
1970-01-01 00:00:00.000000507,-9.028
1970-01-01 00:00:00.000000508,-6.466
1970-01-01 00:00:00.000000509,-7.808
1970-01-01 00:00:00.000000510,-8.296
1970-01-01 00:00:00.000000511,-8.418
1970-01-01 00:00:00.000000512,-6.1
1970-01-01 00:00:00.000000513,-11.834
1970-01-01 00:00:00.000000514,-9.15
1970-01-01 00:00:00.000000515,-5.368
1970-01-01 00:00:00.000000516,-9.638
1970-01-01 00:00:00.000000517,-10.004
1970-01-01 00:00:00.000000518,-6.466
1970-01-01 00:00:00.000000519,-8.784
1970-01-01 00:00:00.000000520,-10.004
1970-01-01 00:00:00.000000521,-8.54
1970-01-01 00:00:00.000000522,-10.858
1970-01-01 00:00:00.000000523,-12.2
1970-01-01 00:00:00.000000524,-10.37
1970-01-01 00:00:00.000000525,-7.686
1970-01-01 00:00:00.000000526,-11.346
