time_captured,WMT_Low
2016-05-31,70.48
2016-06-01,70.41
2016-06-02,70.14
2016-06-03,70.52
2016-06-06,71.0
2016-06-07,70.85
2016-06-08,70.8
2016-06-09,70.85
2016-06-10,70.68
2016-06-13,70.48
2016-06-14,70.2
2016-06-15,71.0
2016-06-16,70.8
2016-06-17,70.4
2016-06-20,71.05
2016-06-21,70.95
2016-06-22,71.56
2016-06-23,71.78
2016-06-24,70.51
2016-06-27,70.88
2016-06-28,70.67
2016-06-29,71.56
2016-06-30,72.32
2016-07-01,72.42
2016-07-05,72.68
2016-07-06,73.17
2016-07-07,73.15
2016-07-08,73.24
2016-07-11,73.5
2016-07-12,73.0
2016-07-13,72.94
2016-07-14,73.61
2016-07-15,73.44
2016-07-18,73.53
2016-07-19,73.58
2016-07-20,73.63
2016-07-21,73.14
2016-07-22,73.42
2016-07-25,73.41
2016-07-26,73.41
2016-07-27,73.14
2016-07-28,72.47
2016-07-29,72.76
2016-08-01,72.81
2016-08-02,72.63
2016-08-03,72.51
2016-08-04,72.59
2016-08-05,73.46
2016-08-08,73.04
2016-08-09,73.08
2016-08-10,73.39
2016-08-11,73.53
2016-08-12,73.56
2016-08-15,73.11
2016-08-16,72.21
2016-08-17,71.99
2016-08-18,73.87
2016-08-19,72.67
2016-08-22,72.45
2016-08-23,71.96
2016-08-24,71.76
2016-08-25,71.05
2016-08-26,70.89
2016-08-29,71.1
2016-08-30,71.15
2016-08-31,71.15
2016-09-01,71.41
2016-09-02,72.42
2016-09-06,72.2
2016-09-07,72.01
2016-09-08,71.71
2016-09-09,70.3
2016-09-12,70.72
2016-09-13,71.15
2016-09-14,71.4
2016-09-15,71.26
2016-09-16,72.22
2016-09-19,72.09
2016-09-20,71.9
2016-09-21,71.51
2016-09-22,71.99
2016-09-23,72.34
2016-09-26,71.52
2016-09-27,71.58
2016-09-28,71.38
2016-09-29,70.62
2016-09-30,71.4
2016-10-03,71.6
2016-10-04,71.55
2016-10-05,71.6
2016-10-06,68.89
2016-10-07,68.17
2016-10-10,67.75
2016-10-11,67.3
2016-10-12,67.37
2016-10-13,67.07
2016-10-14,68.21
2016-10-17,67.8
2016-10-18,68.23
2016-10-19,68.7
2016-10-20,68.57
2016-10-21,67.99
2016-10-24,68.39
2016-10-25,69.0
2016-10-26,69.14
2016-10-27,69.39
2016-10-28,69.73
2016-10-31,69.85
2016-11-01,69.14
2016-11-02,69.2
2016-11-03,69.35
2016-11-04,69.13
2016-11-07,69.16
2016-11-08,69.47
2016-11-09,69.29
2016-11-10,71.0
2016-11-11,70.6
2016-11-14,70.19
2016-11-15,70.35
2016-11-16,71.33
2016-11-17,68.12
2016-11-18,68.44
2016-11-21,68.42
2016-11-22,69.73
2016-11-23,70.18
2016-11-25,70.98
2016-11-28,70.8
2016-11-29,71.2
2016-11-30,70.16
2016-12-01,70.05
2016-12-02,70.45
2016-12-05,69.81
2016-12-06,69.5
2016-12-07,69.9
2016-12-08,70.32
2016-12-09,69.74
2016-12-12,70.02
2016-12-13,71.61
2016-12-14,71.18
2016-12-15,71.03
2016-12-16,70.6
2016-12-19,70.84
2016-12-20,71.51
2016-12-21,71.24
2016-12-22,69.21
2016-12-23,69.36
2016-12-27,69.25
2016-12-28,69.26
2016-12-29,69.12
2016-12-30,68.83
2017-01-03,68.05
2017-01-04,68.6
2017-01-05,68.12
2017-01-06,68.01
2017-01-09,68.32
2017-01-10,68.22
2017-01-11,68.19
2017-01-12,67.92
2017-01-13,67.08
2017-01-17,68.06
2017-01-18,67.54
2017-01-19,67.48
2017-01-20,67.02
2017-01-23,66.56
2017-01-24,66.66
2017-01-25,66.79
2017-01-26,66.62
2017-01-27,65.28
2017-01-30,65.63
2017-01-31,65.88
2017-02-01,66.04
2017-02-02,66.34
2017-02-03,66.44
2017-02-06,66.37
2017-02-07,66.51
2017-02-08,66.89
2017-02-09,67.75
2017-02-10,67.76
2017-02-13,67.56
2017-02-14,67.71
2017-02-15,67.76
2017-02-16,68.61
2017-02-17,68.7
2017-02-21,70.7
2017-02-22,71.48
2017-02-23,71.16
2017-02-24,71.3
2017-02-27,71.52
2017-02-28,70.0
2017-03-01,70.15
2017-03-02,70.17
2017-03-03,69.88
2017-03-06,69.78
2017-03-07,69.86
2017-03-08,69.54
2017-03-09,69.56
2017-03-10,69.8
2017-03-13,69.71
2017-03-14,70.72
2017-03-15,70.02
2017-03-16,70.07
2017-03-17,69.81
2017-03-20,69.71
2017-03-21,69.69
2017-03-22,69.72
2017-03-23,69.74
2017-03-24,69.53
2017-03-27,69.36
2017-03-28,69.33
2017-03-29,70.31
2017-03-30,70.64
2017-03-31,71.23
2017-04-03,71.78
2017-04-04,71.53
2017-04-05,71.56
2017-04-06,71.38
2017-04-07,71.8
2017-04-10,72.73
2017-04-11,72.93
2017-04-12,73.25
2017-04-13,73.15
2017-04-17,73.15
2017-04-18,73.48
2017-04-19,73.86
2017-04-20,74.11
2017-04-21,74.6
2017-04-24,74.42
2017-04-25,74.86
2017-04-26,75.17
2017-04-27,75.02
2017-04-28,74.93
2017-05-01,75.09
2017-05-02,75.25
2017-05-03,75.18
2017-05-04,75.83
2017-05-05,76.18
2017-05-08,76.07
2017-05-09,76.33
2017-05-10,76.19
2017-05-11,75.92
2017-05-12,75.37
2017-05-15,75.8
2017-05-16,75.08
2017-05-17,74.96
2017-05-18,76.13
2017-05-19,77.77
2017-05-22,78.3
2017-05-23,78.44
2017-05-24,78.14
2017-05-25,78.15
2017-05-26,77.79
2017-05-30,77.93
2017-05-31,78.22
2017-06-01,78.6
2017-06-02,79.22
2017-06-05,79.48
2017-06-06,78.26
2017-06-07,78.73
2017-06-08,78.23
2017-06-09,78.72
2017-06-12,78.84
2017-06-13,78.89
2017-06-14,79.26
2017-06-15,77.76
2017-06-16,73.29
2017-06-19,74.52
2017-06-20,75.32
2017-06-21,75.58
2017-06-22,75.3
2017-06-23,74.55
2017-06-26,74.92
2017-06-27,75.45
2017-06-28,76.14
2017-06-29,75.48
2017-06-30,75.67
2017-07-03,75.08
2017-07-05,75.16
2017-07-06,75.24
2017-07-07,75.05
2017-07-10,73.13
2017-07-11,73.33
2017-07-12,73.66
2017-07-13,74.51
2017-07-14,75.91
2017-07-17,76.19
2017-07-18,76.0
2017-07-19,75.6
2017-07-20,75.7
2017-07-21,75.55
2017-07-24,76.03
2017-07-25,77.39
2017-07-26,77.94
2017-07-27,78.48
2017-07-28,79.54
2017-07-31,
2017-08-01,80.0
2017-08-02,80.3
2017-08-03,80.67
2017-08-04,80.21
2017-08-07,80.54
2017-08-08,80.9
2017-08-09,80.9
2017-08-10,80.55
2017-08-11,80.36
2017-08-14,80.5
2017-08-15,80.54
2017-08-16,80.54
2017-08-17,78.33
2017-08-18,79.28
2017-08-21,78.79
2017-08-22,79.71
2017-08-23,79.88
2017-08-24,77.85
2017-08-25,78.48
2017-08-28,77.86
2017-08-29,77.5
2017-08-30,78.52
2017-08-31,78.06
2017-09-01,78.21
2017-09-05,77.9
2017-09-06,79.72
2017-09-07,80.0
2017-09-08,77.73
2017-09-11,78.66
2017-09-12,79.17
2017-09-13,79.59
2017-09-14,79.22
2017-09-15,79.27
2017-09-18,79.95
2017-09-19,79.7
2017-09-20,79.87
2017-09-21,79.72
2017-09-22,79.24
2017-09-25,78.86
2017-09-26,78.92
2017-09-27,78.67
2017-09-28,78.12
2017-09-29,77.98
2017-10-02,77.5
2017-10-03,78.75
2017-10-04,79.07
2017-10-05,79.08
2017-10-06,78.25
2017-10-09,79.4
2017-10-10,82.61
2017-10-11,84.1
2017-10-12,85.06
2017-10-13,86.24
2017-10-16,85.02
2017-10-17,85.32
2017-10-18,86.01
2017-10-19,85.77
2017-10-20,86.28
2017-10-23,87.26
2017-10-24,87.91
2017-10-25,87.43
2017-10-26,88.02
2017-10-27,87.15
2017-10-30,86.39
2017-10-31,86.6
2017-11-01,87.0
2017-11-02,87.8
2017-11-03,88.76
2017-11-06,88.68
2017-11-07,88.31
2017-11-08,89.1
2017-11-09,89.35
2017-11-10,90.2
2017-11-13,90.87
2017-11-14,90.18
2017-11-15,89.65
2017-11-16,94.72
2017-11-17,96.58
2017-11-20,95.76
2017-11-21,96.32
2017-11-22,96.11
2017-11-24,96.53
2017-11-27,96.3
2017-11-28,95.82
2017-11-29,96.88
2017-11-30,96.51
2017-12-01,96.23
2017-12-04,96.68
2017-12-05,96.92
2017-12-06,97.24
2017-12-07,96.65
2017-12-08,96.14
2017-12-11,96.29
2017-12-12,96.6
2017-12-13,96.55
2017-12-14,97.1
2017-12-15,96.91
2017-12-18,97.36
2017-12-19,98.29
2017-12-20,98.45
2017-12-21,97.98
2017-12-22,97.68
2017-12-26,98.35
2017-12-27,98.83
2017-12-28,99.12
2017-12-29,98.75
