time_captured,08_vnt_raw_accZ
1970-01-01 00:00:00.000000499,147.62
1970-01-01 00:00:00.000000500,659.654
1970-01-01 00:00:00.000000501,1383.602
1970-01-01 00:00:00.000000502,634.522
1970-01-01 00:00:00.000000503,1640.29
1970-01-01 00:00:00.000000504,1242.326
1970-01-01 00:00:00.000000505,1229.272
1970-01-01 00:00:00.000000506,1181.692
1970-01-01 00:00:00.000000507,58.438
1970-01-01 00:00:00.000000508,50.996
1970-01-01 00:00:00.000000509,356.85
1970-01-01 00:00:00.000000510,-315.004
1970-01-01 00:00:00.000000511,1684.698
1970-01-01 00:00:00.000000512,1353.59
1970-01-01 00:00:00.000000513,1195.234
1970-01-01 00:00:00.000000514,995.52
1970-01-01 00:00:00.000000515,614.758
1970-01-01 00:00:00.000000516,319.03
1970-01-01 00:00:00.000000517,-141.032
1970-01-01 00:00:00.000000518,1161.684
1970-01-01 00:00:00.000000519,822.768
1970-01-01 00:00:00.000000520,1418.982
1970-01-01 00:00:00.000000521,1265.018
1970-01-01 00:00:00.000000522,1590.88
1970-01-01 00:00:00.000000523,933.178
1970-01-01 00:00:00.000000524,198.25
1970-01-01 00:00:00.000000525,416.02
1970-01-01 00:00:00.000000526,-20.74
1970-01-01 00:00:00.000000527,202.642
1970-01-01 00:00:00.000000528,1125.084
1970-01-01 00:00:00.000000529,1454.24
1970-01-01 00:00:00.000000530,1860.744
1970-01-01 00:00:00.000000531,1053.836
1970-01-01 00:00:00.000000532,836.432
1970-01-01 00:00:00.000000533,553.392
1970-01-01 00:00:00.000000534,76.738
1970-01-01 00:00:00.000000535,293.532
1970-01-01 00:00:00.000000536,1416.42
1970-01-01 00:00:00.000000537,62.098
1970-01-01 00:00:00.000000538,1239.032
1970-01-01 00:00:00.000000539,1639.436
1970-01-01 00:00:00.000000540,1078.724
1970-01-01 00:00:00.000000541,721.264
1970-01-01 00:00:00.000000542,457.134
1970-01-01 00:00:00.000000543,135.054
1970-01-01 00:00:00.000000544,-245.098
1970-01-01 00:00:00.000000545,729.926
1970-01-01 00:00:00.000000546,1071.526
1970-01-01 00:00:00.000000547,1858.182
1970-01-01 00:00:00.000000548,1228.052
1970-01-01 00:00:00.000000549,844.484
1970-01-01 00:00:00.000000550,589.26
1970-01-01 00:00:00.000000551,624.396
1970-01-01 00:00:00.000000552,-13.42
1970-01-01 00:00:00.000000553,413.092
1970-01-01 00:00:00.000000554,618.052
1970-01-01 00:00:00.000000555,1023.58
1970-01-01 00:00:00.000000556,1593.442
1970-01-01 00:00:00.000000557,1287.222
1970-01-01 00:00:00.000000558,743.468
1970-01-01 00:00:00.000000559,841.068
1970-01-01 00:00:00.000000560,441.884
1970-01-01 00:00:00.000000561,-74.908
1970-01-01 00:00:00.000000562,549.61
1970-01-01 00:00:00.000000563,245.342
1970-01-01 00:00:00.000000564,1862.818
1970-01-01 00:00:00.000000565,1454.484
1970-01-01 00:00:00.000000566,1170.102
1970-01-01 00:00:00.000000567,835.822
1970-01-01 00:00:00.000000568,750.422
1970-01-01 00:00:00.000000569,307.44
1970-01-01 00:00:00.000000570,-80.276
1970-01-01 00:00:00.000000571,1071.16
1970-01-01 00:00:00.000000572,1606.008
1970-01-01 00:00:00.000000573,1318.942
1970-01-01 00:00:00.000000574,887.428
1970-01-01 00:00:00.000000575,1056.764
1970-01-01 00:00:00.000000576,1199.382
1970-01-01 00:00:00.000000577,728.584
1970-01-01 00:00:00.000000578,180.072
1970-01-01 00:00:00.000000579,81.74
1970-01-01 00:00:00.000000580,557.906
1970-01-01 00:00:00.000000581,1059.57
1970-01-01 00:00:00.000000582,2043.012
1970-01-01 00:00:00.000000583,1164.002
1970-01-01 00:00:00.000000584,1277.462
1970-01-01 00:00:00.000000585,898.042
1970-01-01 00:00:00.000000586,414.312
1970-01-01 00:00:00.000000587,22.204
1970-01-01 00:00:00.000000588,518.866
1970-01-01 00:00:00.000000589,1107.638
1970-01-01 00:00:00.000000590,732.366
1970-01-01 00:00:00.000000591,1426.668
1970-01-01 00:00:00.000000592,1423.13
1970-01-01 00:00:00.000000593,1023.214
1970-01-01 00:00:00.000000594,1123.01
1970-01-01 00:00:00.000000595,463.722
1970-01-01 00:00:00.000000596,-114.924
1970-01-01 00:00:00.000000597,294.508
1970-01-01 00:00:00.000000598,718.214
1970-01-01 00:00:00.000000599,1449.116
1970-01-01 00:00:00.000000600,1332.972
1970-01-01 00:00:00.000000601,1741.794
1970-01-01 00:00:00.000000602,1122.644
1970-01-01 00:00:00.000000603,738.466
1970-01-01 00:00:00.000000604,604.266
1970-01-01 00:00:00.000000605,-116.388
1970-01-01 00:00:00.000000606,862.296
1970-01-01 00:00:00.000000607,1174.86
1970-01-01 00:00:00.000000608,1261.236
1970-01-01 00:00:00.000000609,1180.106
1970-01-01 00:00:00.000000610,1331.874
1970-01-01 00:00:00.000000611,1250.744
1970-01-01 00:00:00.000000612,1121.302
1970-01-01 00:00:00.000000613,284.016
1970-01-01 00:00:00.000000614,-184.342
1970-01-01 00:00:00.000000615,767.38
1970-01-01 00:00:00.000000616,1969.69
1970-01-01 00:00:00.000000617,1743.38
1970-01-01 00:00:00.000000618,1318.576
1970-01-01 00:00:00.000000619,1091.778
1970-01-01 00:00:00.000000620,1211.216
1970-01-01 00:00:00.000000621,480.68
1970-01-01 00:00:00.000000622,-161.284
1970-01-01 00:00:00.000000623,280.356
1970-01-01 00:00:00.000000624,1337.486
1970-01-01 00:00:00.000000625,1048.468
1970-01-01 00:00:00.000000626,1020.896
1970-01-01 00:00:00.000000627,1604.91
1970-01-01 00:00:00.000000628,1155.95
1970-01-01 00:00:00.000000629,1144.482
1970-01-01 00:00:00.000000630,118.95
1970-01-01 00:00:00.000000631,-349.53
1970-01-01 00:00:00.000000632,146.156
1970-01-01 00:00:00.000000633,1295.884
1970-01-01 00:00:00.000000634,1491.572
1970-01-01 00:00:00.000000635,965.264
1970-01-01 00:00:00.000000636,1405.684
1970-01-01 00:00:00.000000637,1510.726
1970-01-01 00:00:00.000000638,685.396
1970-01-01 00:00:00.000000639,124.318
1970-01-01 00:00:00.000000640,470.432
1970-01-01 00:00:00.000000641,1421.788
1970-01-01 00:00:00.000000642,939.156
1970-01-01 00:00:00.000000643,1413.37
1970-01-01 00:00:00.000000644,1535.98
