time_captured,04_out_raw_accY
1970-01-01 00:00:00.000000442,77.714
1970-01-01 00:00:00.000000443,158.722
1970-01-01 00:00:00.000000444,-57.34
1970-01-01 00:00:00.000000445,-187.88
1970-01-01 00:00:00.000000446,-15.738
1970-01-01 00:00:00.000000447,-125.538
1970-01-01 00:00:00.000000448,-584.136
1970-01-01 00:00:00.000000449,-316.834
1970-01-01 00:00:00.000000450,316.712
1970-01-01 00:00:00.000000451,91.378
1970-01-01 00:00:00.000000452,-52.46
1970-01-01 00:00:00.000000453,-88.206
1970-01-01 00:00:00.000000454,150.304
1970-01-01 00:00:00.000000455,53.802
1970-01-01 00:00:00.000000456,-82.716
1970-01-01 00:00:00.000000457,-449.936
1970-01-01 00:00:00.000000458,361.974
1970-01-01 00:00:00.000000459,185.318
1970-01-01 00:00:00.000000460,-229.238
1970-01-01 00:00:00.000000461,145.546
1970-01-01 00:00:00.000000462,68.442
1970-01-01 00:00:00.000000463,-136.396
1970-01-01 00:00:00.000000464,-473.36
1970-01-01 00:00:00.000000465,-152.012
1970-01-01 00:00:00.000000466,-0.976
1970-01-01 00:00:00.000000467,-0.976
1970-01-01 00:00:00.000000468,404.918
1970-01-01 00:00:00.000000469,-172.752
1970-01-01 00:00:00.000000470,89.914
1970-01-01 00:00:00.000000471,127.734
1970-01-01 00:00:00.000000472,83.692
1970-01-01 00:00:00.000000473,-127.612
1970-01-01 00:00:00.000000474,150.67
1970-01-01 00:00:00.000000475,-166.774
1970-01-01 00:00:00.000000476,477.508
1970-01-01 00:00:00.000000477,-62.952
1970-01-01 00:00:00.000000478,-461.526
1970-01-01 00:00:00.000000479,-60.634
1970-01-01 00:00:00.000000480,-290.848
1970-01-01 00:00:00.000000481,-259.128
1970-01-01 00:00:00.000000482,293.288
1970-01-01 00:00:00.000000483,147.986
1970-01-01 00:00:00.000000484,-46.482
1970-01-01 00:00:00.000000485,716.384
1970-01-01 00:00:00.000000486,88.938
1970-01-01 00:00:00.000000487,191.174
1970-01-01 00:00:00.000000488,205.936
1970-01-01 00:00:00.000000489,-309.88
1970-01-01 00:00:00.000000490,-972.828
1970-01-01 00:00:00.000000491,-554.734
1970-01-01 00:00:00.000000492,-10.98
1970-01-01 00:00:00.000000493,-406.016
1970-01-01 00:00:00.000000494,-88.45
1970-01-01 00:00:00.000000495,-432.002
1970-01-01 00:00:00.000000496,-194.346
1970-01-01 00:00:00.000000497,-177.632
1970-01-01 00:00:00.000000498,-208.62
1970-01-01 00:00:00.000000499,124.684
1970-01-01 00:00:00.000000500,14.64
1970-01-01 00:00:00.000000501,122.366
1970-01-01 00:00:00.000000502,828.746
1970-01-01 00:00:00.000000503,117.73
1970-01-01 00:00:00.000000504,490.196
1970-01-01 00:00:00.000000505,-171.044
1970-01-01 00:00:00.000000506,-206.912
1970-01-01 00:00:00.000000507,25.132
1970-01-01 00:00:00.000000508,-345.016
1970-01-01 00:00:00.000000509,-541.558
1970-01-01 00:00:00.000000510,160.918
1970-01-01 00:00:00.000000511,-242.902
1970-01-01 00:00:00.000000512,-377.102
1970-01-01 00:00:00.000000513,157.624
1970-01-01 00:00:00.000000514,684.908
1970-01-01 00:00:00.000000515,593.774
1970-01-01 00:00:00.000000516,87.23
1970-01-01 00:00:00.000000517,292.068
1970-01-01 00:00:00.000000518,346.846
1970-01-01 00:00:00.000000519,-184.098
1970-01-01 00:00:00.000000520,-216.306
1970-01-01 00:00:00.000000521,59.536
1970-01-01 00:00:00.000000522,8.296
1970-01-01 00:00:00.000000523,-22.936
1970-01-01 00:00:00.000000524,-9.638
1970-01-01 00:00:00.000000525,-44.286
1970-01-01 00:00:00.000000526,135.176
1970-01-01 00:00:00.000000527,295.118
1970-01-01 00:00:00.000000528,103.334
1970-01-01 00:00:00.000000529,433.588
1970-01-01 00:00:00.000000530,-6.954
1970-01-01 00:00:00.000000531,415.898
1970-01-01 00:00:00.000000532,156.16
1970-01-01 00:00:00.000000533,-445.422
1970-01-01 00:00:00.000000534,249.856
1970-01-01 00:00:00.000000535,-46.604
1970-01-01 00:00:00.000000536,-253.516
1970-01-01 00:00:00.000000537,-96.868
1970-01-01 00:00:00.000000538,-71.98
1970-01-01 00:00:00.000000539,102.724
1970-01-01 00:00:00.000000540,188.612
1970-01-01 00:00:00.000000541,-55.266
1970-01-01 00:00:00.000000542,82.594
1970-01-01 00:00:00.000000543,-180.804
1970-01-01 00:00:00.000000544,-185.074
1970-01-01 00:00:00.000000545,-367.098
1970-01-01 00:00:00.000000546,15.128
1970-01-01 00:00:00.000000547,-267.424
1970-01-01 00:00:00.000000548,-214.354
1970-01-01 00:00:00.000000549,170.19
1970-01-01 00:00:00.000000550,-149.328
1970-01-01 00:00:00.000000551,151.036
1970-01-01 00:00:00.000000552,-121.756
1970-01-01 00:00:00.000000553,-201.91
1970-01-01 00:00:00.000000554,310.49
1970-01-01 00:00:00.000000555,-217.526
1970-01-01 00:00:00.000000556,456.89
1970-01-01 00:00:00.000000557,164.212
1970-01-01 00:00:00.000000558,500.078
1970-01-01 00:00:00.000000559,524.478
1970-01-01 00:00:00.000000560,-102.968
1970-01-01 00:00:00.000000561,-115.9
1970-01-01 00:00:00.000000562,69.052
1970-01-01 00:00:00.000000563,-56.974
1970-01-01 00:00:00.000000564,-153.354
1970-01-01 00:00:00.000000565,-402.234
1970-01-01 00:00:00.000000566,275.232
1970-01-01 00:00:00.000000567,-100.284
1970-01-01 00:00:00.000000568,-71.492
1970-01-01 00:00:00.000000569,-50.142
1970-01-01 00:00:00.000000570,299.632
1970-01-01 00:00:00.000000571,-39.406
1970-01-01 00:00:00.000000572,169.458
1970-01-01 00:00:00.000000573,-375.272
1970-01-01 00:00:00.000000574,-480.924
1970-01-01 00:00:00.000000575,-306.464
1970-01-01 00:00:00.000000576,22.692
1970-01-01 00:00:00.000000577,-524.966
1970-01-01 00:00:00.000000578,188.49
1970-01-01 00:00:00.000000579,-47.702
1970-01-01 00:00:00.000000580,302.682
1970-01-01 00:00:00.000000581,185.928
1970-01-01 00:00:00.000000582,-384.178
1970-01-01 00:00:00.000000583,-257.298
1970-01-01 00:00:00.000000584,351.482
1970-01-01 00:00:00.000000585,-131.882
1970-01-01 00:00:00.000000586,-147.864
1970-01-01 00:00:00.000000587,145.18
1970-01-01 00:00:00.000000588,2.44
1970-01-01 00:00:00.000000589,2.44
1970-01-01 00:00:00.000000590,-23.912
1970-01-01 00:00:00.000000591,-72.102
1970-01-01 00:00:00.000000592,-305.122
1970-01-01 00:00:00.000000593,59.17
1970-01-01 00:00:00.000000594,-239.486
1970-01-01 00:00:00.000000595,168.848
1970-01-01 00:00:00.000000596,365.146
1970-01-01 00:00:00.000000597,228.018
1970-01-01 00:00:00.000000598,503.982
1970-01-01 00:00:00.000000599,-31.598
1970-01-01 00:00:00.000000600,-135.176
1970-01-01 00:00:00.000000601,-4.88
1970-01-01 00:00:00.000000602,-130.296
1970-01-01 00:00:00.000000603,-71.614
1970-01-01 00:00:00.000000604,-347.578
1970-01-01 00:00:00.000000605,155.916
1970-01-01 00:00:00.000000606,-237.412
1970-01-01 00:00:00.000000607,209.596
1970-01-01 00:00:00.000000608,209.596
1970-01-01 00:00:00.000000609,53.436
1970-01-01 00:00:00.000000610,285.968
1970-01-01 00:00:00.000000611,551.196
1970-01-01 00:00:00.000000612,51.606
1970-01-01 00:00:00.000000613,-354.654
1970-01-01 00:00:00.000000614,605.486
1970-01-01 00:00:00.000000615,-309.758
1970-01-01 00:00:00.000000616,-17.69
1970-01-01 00:00:00.000000617,41.968
1970-01-01 00:00:00.000000618,-141.398
1970-01-01 00:00:00.000000619,-477.386
1970-01-01 00:00:00.000000620,-475.312
1970-01-01 00:00:00.000000621,292.434
1970-01-01 00:00:00.000000622,-223.138
1970-01-01 00:00:00.000000623,169.458
1970-01-01 00:00:00.000000624,-519.598
1970-01-01 00:00:00.000000625,-110.654
1970-01-01 00:00:00.000000626,-222.162
1970-01-01 00:00:00.000000627,-126.758
1970-01-01 00:00:00.000000628,-122.488
1970-01-01 00:00:00.000000629,86.132
1970-01-01 00:00:00.000000630,60.756
1970-01-01 00:00:00.000000631,244.244
1970-01-01 00:00:00.000000632,32.452
1970-01-01 00:00:00.000000633,86.254
1970-01-01 00:00:00.000000634,-160.064
1970-01-01 00:00:00.000000635,120.902
1970-01-01 00:00:00.000000636,-35.258
1970-01-01 00:00:00.000000637,-55.876
1970-01-01 00:00:00.000000638,-269.742
1970-01-01 00:00:00.000000639,-281.576
1970-01-01 00:00:00.000000640,-81.374
1970-01-01 00:00:00.000000641,-222.65
1970-01-01 00:00:00.000000642,43.554
1970-01-01 00:00:00.000000643,171.288
1970-01-01 00:00:00.000000644,240.95
1970-01-01 00:00:00.000000645,250.1
1970-01-01 00:00:00.000000646,103.09
