time_captured,NKE_Low
2017-06-16,50.79
2017-06-19,51.4
2017-06-20,51.1
2017-06-21,51.9
2017-06-22,52.09
2017-06-23,51.67
2017-06-26,52.67
2017-06-27,52.64
2017-06-28,52.96
2017-06-29,52.99
2017-06-30,56.5
2017-07-03,58.33
2017-07-05,57.51
2017-07-06,57.0
2017-07-07,57.03
2017-07-10,57.68
2017-07-11,58.04
2017-07-12,58.1
2017-07-13,57.93
2017-07-14,57.64
2017-07-17,57.76
2017-07-18,57.47
2017-07-19,57.39
2017-07-20,58.8
2017-07-21,58.91
2017-07-24,58.76
2017-07-25,58.92
2017-07-26,58.32
2017-07-27,57.98
2017-07-28,57.97
2017-07-31,58.33
2017-08-01,58.9
2017-08-02,59.27
2017-08-03,59.64
2017-08-04,59.63
2017-08-07,59.71
2017-08-08,59.36
2017-08-09,59.26
2017-08-10,59.06
2017-08-11,58.59
2017-08-14,59.13
2017-08-15,58.29
2017-08-16,58.22
2017-08-17,57.42
2017-08-18,54.17
2017-08-21,53.1
2017-08-22,53.79
2017-08-23,53.44
2017-08-24,53.46
2017-08-25,53.54
2017-08-28,53.62
2017-08-29,52.06
2017-08-30,52.25
2017-08-31,52.47
2017-09-01,52.9
2017-09-05,52.88
2017-09-06,52.71
2017-09-07,52.34
2017-09-08,52.11
2017-09-11,52.32
2017-09-12,53.3
2017-09-13,53.04
2017-09-14,53.12
2017-09-15,53.52
2017-09-18,53.4
2017-09-19,52.51
2017-09-20,53.04
2017-09-21,53.09
2017-09-22,52.8
2017-09-25,53.0
2017-09-26,52.98
2017-09-27,51.03
2017-09-28,52.33
2017-09-29,51.76
2017-10-02,51.66
2017-10-03,51.4
2017-10-04,51.4
2017-10-05,51.78
2017-10-06,52.12
2017-10-09,51.5
2017-10-10,51.37
2017-10-11,51.06
2017-10-12,50.35
2017-10-13,50.4
2017-10-16,50.64
2017-10-17,51.38
2017-10-18,52.1
2017-10-19,51.48
2017-10-20,52.79
2017-10-23,53.0
2017-10-24,53.1
2017-10-25,52.67
2017-10-26,55.14
2017-10-27,55.65
2017-10-30,54.84
2017-10-31,54.52
2017-11-01,54.85
2017-11-02,54.59
2017-11-03,55.04
2017-11-06,55.14
2017-11-07,55.02
2017-11-08,54.89
2017-11-09,55.31
2017-11-10,55.62
2017-11-13,55.66
2017-11-14,55.53
2017-11-15,55.08
2017-11-16,56.41
2017-11-17,58.37
2017-11-20,57.98
2017-11-21,58.93
2017-11-22,58.94
2017-11-24,58.91
2017-11-27,59.17
2017-11-28,58.54
2017-11-29,59.73
2017-11-30,60.2
2017-12-01,59.24
2017-12-04,59.97
2017-12-05,59.65
2017-12-06,59.7
2017-12-07,59.65
2017-12-08,60.29
2017-12-11,61.3
2017-12-12,61.65
2017-12-13,62.02
2017-12-14,64.05
2017-12-15,64.15
2017-12-18,64.39
2017-12-19,64.18
2017-12-20,63.58
2017-12-21,63.3
2017-12-22,60.13
2017-12-26,62.81
2017-12-27,62.77
2017-12-28,62.85
2017-12-29,62.55
