time_captured,05_unb_raw_accY
1970-01-01 00:00:00.000000495,-93.696
1970-01-01 00:00:00.000000496,-140.788
1970-01-01 00:00:00.000000497,-22.448
1970-01-01 00:00:00.000000498,30.012
1970-01-01 00:00:00.000000499,516.548
1970-01-01 00:00:00.000000500,381.982
1970-01-01 00:00:00.000000501,-44.042
1970-01-01 00:00:00.000000502,-149.572
1970-01-01 00:00:00.000000503,217.77
1970-01-01 00:00:00.000000504,-151.158
1970-01-01 00:00:00.000000505,-21.228
1970-01-01 00:00:00.000000506,-178.974
1970-01-01 00:00:00.000000507,234.85
1970-01-01 00:00:00.000000508,232.898
1970-01-01 00:00:00.000000509,-119.316
1970-01-01 00:00:00.000000510,-26.718
1970-01-01 00:00:00.000000511,429.318
1970-01-01 00:00:00.000000512,-84.668
1970-01-01 00:00:00.000000513,-54.168
1970-01-01 00:00:00.000000514,384.056
1970-01-01 00:00:00.000000515,54.046
1970-01-01 00:00:00.000000516,300.73
1970-01-01 00:00:00.000000517,17.324
1970-01-01 00:00:00.000000518,-129.442
1970-01-01 00:00:00.000000519,-185.928
1970-01-01 00:00:00.000000520,-158.356
1970-01-01 00:00:00.000000521,-260.104
1970-01-01 00:00:00.000000522,-562.298
1970-01-01 00:00:00.000000523,-5.978
1970-01-01 00:00:00.000000524,-68.198
1970-01-01 00:00:00.000000525,37.82
1970-01-01 00:00:00.000000526,93.208
1970-01-01 00:00:00.000000527,11.956
1970-01-01 00:00:00.000000528,267.302
1970-01-01 00:00:00.000000529,-101.016
1970-01-01 00:00:00.000000530,-209.352
1970-01-01 00:00:00.000000531,-289.384
1970-01-01 00:00:00.000000532,-16.104
1970-01-01 00:00:00.000000533,177.51
1970-01-01 00:00:00.000000534,285.602
1970-01-01 00:00:00.000000535,-64.782
1970-01-01 00:00:00.000000536,-420.9
1970-01-01 00:00:00.000000537,-43.554
1970-01-01 00:00:00.000000538,-239.12
1970-01-01 00:00:00.000000539,21.472
1970-01-01 00:00:00.000000540,21.472
1970-01-01 00:00:00.000000541,-80.886
1970-01-01 00:00:00.000000542,598.166
1970-01-01 00:00:00.000000543,-47.58
1970-01-01 00:00:00.000000544,213.134
1970-01-01 00:00:00.000000545,95.16
1970-01-01 00:00:00.000000546,217.648
1970-01-01 00:00:00.000000547,-266.692
1970-01-01 00:00:00.000000548,-22.936
