time_captured,BA_Open
2006-05-25,82.8
2006-05-26,83.6
2006-05-30,83.5
2006-05-31,81.21
2006-06-01,83.6
2006-06-02,84.0
2006-06-05,83.79
2006-06-06,82.0
2006-06-07,80.83
2006-06-08,81.46
2006-06-09,81.95
2006-06-12,80.6
2006-06-13,77.77
2006-06-14,79.4
2006-06-15,82.01
2006-06-16,85.1
2006-06-19,85.65
2006-06-20,85.25
2006-06-21,84.9
2006-06-22,85.55
2006-06-23,84.06
2006-06-26,83.48
2006-06-27,83.85
2006-06-28,81.94
2006-06-29,82.64
2006-06-30,82.99
2006-07-03,81.35
2006-07-05,81.28
2006-07-06,80.27
2006-07-07,80.4
2006-07-10,80.03
2006-07-11,80.1
2006-07-12,81.45
2006-07-13,80.7
2006-07-14,79.59
2006-07-17,78.11
2006-07-18,79.5
2006-07-19,79.32
2006-07-20,82.9
2006-07-21,80.69
2006-07-24,79.45
2006-07-25,80.75
2006-07-26,82.18
2006-07-27,80.0
2006-07-28,79.4
2006-07-31,78.46
2006-08-01,77.42
2006-08-02,78.7
2006-08-03,77.88
2006-08-04,80.16
2006-08-07,79.1
2006-08-08,79.55
2006-08-09,78.25
2006-08-10,76.8
2006-08-11,76.22
2006-08-14,76.65
2006-08-15,76.0
2006-08-16,77.2
2006-08-17,78.83
2006-08-18,78.68
2006-08-21,77.62
2006-08-22,77.0
2006-08-23,77.0
2006-08-24,76.85
2006-08-25,75.24
2006-08-28,74.04
2006-08-29,75.96
2006-08-30,74.0
2006-08-31,74.75
2006-09-01,75.0
2006-09-05,75.75
2006-09-06,75.36
2006-09-07,74.44
2006-09-08,73.3
2006-09-11,72.13
2006-09-12,73.79
2006-09-13,74.36
2006-09-14,75.07
2006-09-15,75.56
2006-09-18,75.1
2006-09-19,75.35
2006-09-20,75.51
2006-09-21,77.05
2006-09-22,76.2
2006-09-25,77.7
2006-09-26,78.15
2006-09-27,79.17
2006-09-28,79.57
2006-09-29,79.5
2006-10-02,79.35
2006-10-03,79.98
2006-10-04,82.5
2006-10-05,83.97
2006-10-06,83.62
2006-10-09,83.69
2006-10-10,82.5
2006-10-11,81.95
2006-10-12,82.2
2006-10-13,83.25
2006-10-16,82.39
2006-10-17,82.45
2006-10-18,82.52
2006-10-19,82.74
2006-10-20,82.9
2006-10-23,81.73
2006-10-24,83.1
2006-10-25,82.6
2006-10-26,80.75
2006-10-27,79.17
2006-10-30,80.25
2006-10-31,80.6
2006-11-01,80.01
2006-11-02,80.06
2006-11-03,79.47
2006-11-06,79.98
2006-11-07,80.73
2006-11-08,84.25
2006-11-09,85.75
2006-11-10,86.4
2006-11-13,85.7
2006-11-14,85.69
2006-11-15,86.4
2006-11-16,87.92
2006-11-17,89.05
2006-11-20,89.05
2006-11-21,89.85
2006-11-22,91.1
2006-11-24,89.25
2006-11-27,90.0
2006-11-28,88.15
2006-11-29,88.24
2006-11-30,89.1
2006-12-01,89.6
2006-12-04,89.55
2006-12-05,89.59
2006-12-06,91.6
2006-12-07,91.3
2006-12-08,90.07
2006-12-11,89.77
2006-12-12,90.03
2006-12-13,90.82
2006-12-14,89.3
2006-12-15,90.17
2006-12-18,90.75
2006-12-19,89.0
2006-12-20,90.18
2006-12-21,89.8
2006-12-22,89.65
2006-12-26,88.95
2006-12-27,89.15
2006-12-28,88.85
2006-12-29,89.25
2007-01-03,88.9
2007-01-04,88.34
2007-01-05,89.78
2007-01-08,88.61
2007-01-09,88.93
2007-01-10,88.04
2007-01-11,88.97
2007-01-12,88.54
2007-01-16,88.25
2007-01-17,88.02
2007-01-18,89.13
2007-01-19,88.45
2007-01-22,87.51
2007-01-23,85.01
2007-01-24,87.35
2007-01-25,87.3
2007-01-26,86.0
2007-01-29,85.05
2007-01-30,85.75
2007-01-31,89.3
2007-02-01,89.95
2007-02-02,91.05
2007-02-05,90.45
2007-02-06,91.0
2007-02-07,90.59
2007-02-08,200.0
2007-02-09,89.35
2007-02-12,89.55
2007-02-13,89.2
2007-02-14,89.29
2007-02-15,90.02
2007-02-16,91.98
2007-02-20,91.5
2007-02-21,91.03
2007-02-22,91.1
2007-02-23,90.21
2007-02-26,90.48
2007-02-27,88.0
2007-02-28,87.2
2007-03-01,86.6
2007-03-02,87.87
2007-03-05,86.96
2007-03-06,88.03
2007-03-07,87.82
2007-03-08,88.98
2007-03-09,89.7
2007-03-12,89.0
2007-03-13,90.9
2007-03-14,89.45
2007-03-15,89.98
2007-03-16,91.04
2007-03-19,90.5
2007-03-20,90.32
2007-03-21,90.16
2007-03-22,90.4
2007-03-23,89.79
2007-03-26,90.88
2007-03-27,90.6
2007-03-28,90.28
2007-03-29,90.11
2007-03-30,89.62
2007-04-02,88.9
2007-04-03,89.32
2007-04-04,89.91
2007-04-05,90.2
2007-04-09,90.97
2007-04-10,89.95
2007-04-11,90.9
2007-04-12,89.98
2007-04-13,90.85
2007-04-16,91.0
2007-04-17,90.3
2007-04-18,90.45
2007-04-19,93.49
2007-04-20,93.77
2007-04-23,94.1
2007-04-24,94.9
2007-04-25,94.64
2007-04-26,94.54
2007-04-27,94.25
2007-04-30,94.02
2007-05-01,93.15
2007-05-02,93.08
2007-05-03,94.08
2007-05-04,94.35
2007-05-07,93.8
2007-05-08,94.41
2007-05-09,93.87
2007-05-10,93.75
2007-05-11,92.81
2007-05-14,93.4
2007-05-15,93.98
2007-05-16,94.5
2007-05-17,95.34
2007-05-18,97.07
2007-05-21,96.42
2007-05-22,97.24
2007-05-23,95.95
2007-05-24,95.9
2007-05-25,98.3
2007-05-29,98.52
2007-05-30,98.47
2007-05-31,100.69
2007-06-01,100.59
2007-06-04,101.0
2007-06-05,99.94
2007-06-06,98.97
2007-06-07,98.29
2007-06-08,96.7
2007-06-11,98.25
2007-06-12,97.55
2007-06-13,97.12
2007-06-14,99.0
2007-06-15,99.52
2007-06-18,98.03
2007-06-19,97.4
2007-06-20,96.92
2007-06-21,96.08
2007-06-22,96.64
2007-06-25,96.0
2007-06-26,95.4
2007-06-27,94.31
2007-06-28,95.0
2007-06-29,95.36
2007-07-02,96.16
2007-07-03,96.8
2007-07-05,97.52
2007-07-06,98.13
2007-07-09,100.99
2007-07-10,100.6
2007-07-11,100.48
2007-07-12,100.12
2007-07-13,100.78
2007-07-16,102.0
2007-07-17,102.07
2007-07-18,101.85
2007-07-19,101.82
2007-07-20,102.8
2007-07-23,104.48
2007-07-24,103.45
2007-07-25,106.98
2007-07-26,106.06
2007-07-27,103.6
2007-07-30,104.6
2007-07-31,106.54
2007-08-01,103.03
2007-08-02,105.02
2007-08-03,105.5
2007-08-06,104.49
2007-08-07,103.7
2007-08-08,103.1
2007-08-09,100.79
2007-08-10,96.95
2007-08-13,99.46
2007-08-14,100.33
2007-08-15,97.0
2007-08-16,95.51
2007-08-17,94.79
2007-08-20,96.26
2007-08-21,96.83
2007-08-22,97.5
2007-08-23,98.95
2007-08-24,96.78
2007-08-27,98.07
2007-08-28,97.99
2007-08-29,96.5
2007-08-30,96.74
2007-08-31,98.0
2007-09-04,96.1
2007-09-05,95.2
2007-09-06,95.54
2007-09-07,95.2
2007-09-10,95.01
2007-09-11,95.98
2007-09-12,97.21
2007-09-13,98.6
2007-09-14,98.4
2007-09-17,98.8
2007-09-18,98.6
2007-09-19,99.4
2007-09-20,99.94
2007-09-21,102.35
2007-09-24,103.0
2007-09-25,102.74
2007-09-26,105.3
2007-09-27,104.45
2007-09-28,105.2
2007-10-01,105.45
2007-10-02,106.62
2007-10-03,105.33
2007-10-04,105.15
2007-10-05,105.4
2007-10-08,103.26
2007-10-09,101.32
2007-10-10,100.89
2007-10-11,99.5
2007-10-12,96.11
2007-10-15,95.98
2007-10-16,94.5
2007-10-17,96.52
2007-10-18,95.36
2007-10-19,96.54
2007-10-22,93.16
2007-10-23,95.76
2007-10-24,95.69
2007-10-25,94.88
2007-10-26,96.25
2007-10-29,95.78
2007-10-30,97.25
2007-10-31,98.15
2007-11-01,98.3
2007-11-02,96.62
2007-11-05,97.59
2007-11-06,98.0
2007-11-07,97.0
2007-11-08,96.97
2007-11-09,95.08
2007-11-12,94.25
2007-11-13,93.83
2007-11-14,94.14
2007-11-15,91.46
2007-11-16,92.0
2007-11-19,89.6
2007-11-20,88.31
2007-11-21,86.78
2007-11-23,88.5
2007-11-26,90.5
2007-11-27,90.57
2007-11-28,92.61
2007-11-29,93.61
2007-11-30,94.6
2007-12-03,92.5
2007-12-04,91.43
2007-12-05,90.9
2007-12-06,91.5
2007-12-07,92.36
2007-12-10,93.25
2007-12-11,92.64
2007-12-12,88.0
2007-12-13,86.67
2007-12-14,88.54
2007-12-17,88.21
2007-12-18,87.87
2007-12-19,87.75
2007-12-20,87.08
2007-12-21,88.04
2007-12-24,89.55
2007-12-26,90.0
2007-12-27,89.99
2007-12-28,89.0
2007-12-31,88.14
2008-01-02,87.57
2008-01-03,87.07
2008-01-04,86.32
2008-01-07,86.25
2008-01-08,83.11
2008-01-09,79.7
2008-01-10,79.86
2008-01-11,81.77
2008-01-14,81.33
2008-01-15,81.47
2008-01-16,77.81
2008-01-17,81.2
2008-01-18,80.25
2008-01-22,74.53
2008-01-23,75.5
2008-01-24,77.56
2008-01-25,78.65
2008-01-28,77.15
2008-01-29,78.57
2008-01-30,79.7
2008-01-31,81.78
2008-02-01,83.37
2008-02-04,82.78
2008-02-05,81.61
2008-02-06,81.9
2008-02-07,78.71
2008-02-08,79.48
2008-02-11,79.46
2008-02-12,81.8
2008-02-13,84.35
2008-02-14,85.67
2008-02-15,85.06
2008-02-19,86.11
2008-02-20,84.47
2008-02-21,84.12
2008-02-22,82.51
2008-02-25,83.26
2008-02-26,85.12
2008-02-27,84.22
2008-02-28,83.51
2008-02-29,84.03
2008-03-03,79.32
2008-03-04,79.78
2008-03-05,79.82
2008-03-06,80.55
2008-03-07,78.99
2008-03-10,76.53
2008-03-11,74.78
2008-03-12,73.71
2008-03-13,71.81
2008-03-14,75.79
2008-03-17,74.46
2008-03-18,77.0
2008-03-19,76.98
2008-03-20,73.55
2008-03-24,75.25
2008-03-25,76.88
2008-03-26,75.66
2008-03-27,75.86
2008-03-28,74.44
2008-03-31,74.0
2008-04-01,75.02
2008-04-02,76.1
2008-04-03,76.55
2008-04-04,76.04
2008-04-07,76.53
2008-04-08,74.51
2008-04-09,76.72
2008-04-10,78.45
2008-04-11,77.65
2008-04-14,76.68
2008-04-15,77.56
2008-04-16,76.31
2008-04-17,76.4
2008-04-18,77.5
2008-04-21,78.71
2008-04-22,79.32
2008-04-23,80.65
2008-04-24,82.49
2008-04-25,83.38
2008-04-28,85.01
2008-04-29,84.54
2008-04-30,85.83
2008-05-01,84.86
2008-05-02,86.32
2008-05-05,85.32
2008-05-06,85.59
2008-05-07,86.03
2008-05-08,84.71
2008-05-09,84.43
2008-05-12,84.4
2008-05-13,84.99
2008-05-14,85.3
2008-05-15,85.71
2008-05-16,85.84
2008-05-19,85.56
2008-05-20,87.05
2008-05-21,85.41
2008-05-22,81.05
2008-05-23,81.21
2008-05-27,81.6
2008-05-28,83.25
2008-05-29,81.82
2008-05-30,82.4
2008-06-02,82.61
2008-06-03,81.5
2008-06-04,77.54
2008-06-05,78.19
2008-06-06,76.54
2008-06-09,73.4
2008-06-10,73.46
2008-06-11,73.44
2008-06-12,74.01
2008-06-13,74.76
2008-06-16,74.77
2008-06-17,75.38
2008-06-18,73.37
2008-06-19,75.05
2008-06-20,77.8
2008-06-23,76.23
2008-06-24,75.24
2008-06-25,72.28
2008-06-26,68.75
2008-06-27,67.74
2008-06-30,66.63
2008-07-01,64.95
2008-07-02,65.82
2008-07-03,64.01
2008-07-07,64.66
2008-07-08,64.43
2008-07-09,66.06
2008-07-10,65.95
2008-07-11,65.35
2008-07-14,64.4
2008-07-15,62.06
2008-07-16,63.91
2008-07-17,66.05
2008-07-18,67.11
2008-07-21,68.5
2008-07-22,68.58
2008-07-23,67.32
2008-07-24,65.6
2008-07-25,63.0
2008-07-28,63.82
2008-07-29,62.64
2008-07-30,63.59
2008-07-31,63.0
2008-08-01,61.39
2008-08-04,62.08
2008-08-05,61.87
2008-08-06,64.9
2008-08-07,65.06
2008-08-08,64.87
2008-08-11,67.89
2008-08-12,66.89
2008-08-13,66.07
2008-08-14,63.74
2008-08-15,64.77
2008-08-18,64.5
2008-08-19,63.48
2008-08-20,62.99
2008-08-21,62.97
2008-08-22,63.94
2008-08-25,64.91
2008-08-26,64.09
2008-08-27,63.57
2008-08-28,64.78
2008-08-29,66.25
2008-09-02,67.0
2008-09-03,65.69
2008-09-04,65.01
2008-09-05,62.52
2008-09-08,62.47
2008-09-09,63.92
2008-09-10,63.58
2008-09-11,61.13
2008-09-12,62.38
2008-09-15,61.81
2008-09-16,61.02
2008-09-17,60.88
2008-09-18,57.69
2008-09-19,60.74
2008-09-22,59.33
2008-09-23,58.91
2008-09-24,57.54
2008-09-25,57.67
2008-09-26,56.74
2008-09-29,57.5
2008-09-30,56.29
2008-10-01,56.76
2008-10-02,56.33
2008-10-03,54.0
2008-10-06,51.77
2008-10-07,51.79
2008-10-08,48.41
2008-10-09,47.83
2008-10-10,40.13
2008-10-13,43.57
2008-10-14,48.63
2008-10-15,44.18
2008-10-16,42.64
2008-10-17,43.95
2008-10-20,44.74
2008-10-21,46.32
2008-10-22,44.16
2008-10-23,43.2
2008-10-24,42.5
2008-10-27,45.7
2008-10-28,46.45
2008-10-29,48.81
2008-10-30,52.28
2008-10-31,50.62
2008-11-03,51.9
2008-11-04,54.41
2008-11-05,52.5
2008-11-06,48.97
2008-11-07,46.58
2008-11-10,47.3
2008-11-11,44.6
2008-11-12,43.23
2008-11-13,42.03
2008-11-14,42.01
2008-11-17,40.61
2008-11-18,40.6
2008-11-19,39.28
2008-11-20,36.98
2008-11-21,37.18
2008-11-24,40.05
2008-11-25,40.55
2008-11-26,39.35
2008-11-28,41.17
2008-12-01,41.64
2008-12-02,40.54
2008-12-03,40.23
2008-12-04,39.84
2008-12-05,38.0
2008-12-08,40.35
2008-12-09,41.57
2008-12-10,41.49
2008-12-11,40.65
2008-12-12,39.56
2008-12-15,39.6
2008-12-16,39.21
2008-12-17,41.16
2008-12-18,41.31
2008-12-19,41.32
2008-12-22,40.65
2008-12-23,41.25
2008-12-24,40.24
2008-12-26,39.76
2008-12-29,40.38
2008-12-30,40.08
2008-12-31,41.59
2009-01-02,42.8
2009-01-05,45.5
2009-01-06,46.85
2009-01-07,45.1
2009-01-08,44.5
2009-01-09,44.8
2009-01-12,44.28
2009-01-13,43.38
2009-01-14,41.88
2009-01-15,41.07
2009-01-16,41.45
2009-01-20,42.08
2009-01-21,40.75
2009-01-22,41.73
2009-01-23,40.91
2009-01-26,42.46
2009-01-27,43.29
2009-01-28,43.47
2009-01-29,42.76
2009-01-30,40.76
2009-02-02,41.73
2009-02-03,41.45
2009-02-04,42.12
2009-02-05,41.75
2009-02-06,42.52
2009-02-09,42.8
2009-02-10,41.29
2009-02-11,40.51
2009-02-12,39.58
2009-02-13,39.89
2009-02-17,39.49
2009-02-18,38.77
2009-02-19,38.24
2009-02-20,36.73
2009-02-23,36.73
2009-02-24,34.44
2009-02-25,35.27
2009-02-26,34.5
2009-02-27,32.3
2009-03-02,30.96
2009-03-03,29.7
2009-03-04,29.86
2009-03-05,29.22
2009-03-06,29.61
2009-03-09,29.98
2009-03-10,31.42
2009-03-11,32.59
2009-03-12,33.01
2009-03-13,33.72
2009-03-16,33.74
2009-03-17,33.92
2009-03-18,34.29
2009-03-19,33.86
2009-03-20,33.22
2009-03-23,33.2
2009-03-24,34.88
2009-03-25,36.03
2009-03-26,37.32
2009-03-27,38.23
2009-03-30,36.63
2009-03-31,35.9
2009-04-01,34.52
2009-04-02,36.16
2009-04-03,37.23
2009-04-06,37.48
2009-04-07,37.51
2009-04-08,36.5
2009-04-09,37.68
2009-04-13,36.97
2009-04-14,36.51
2009-04-15,36.63
2009-04-16,37.62
2009-04-17,38.55
2009-04-20,37.65
2009-04-21,36.66
2009-04-22,37.85
2009-04-23,37.29
2009-04-24,38.1
2009-04-27,37.99
2009-04-28,39.11
2009-04-29,39.09
2009-04-30,41.07
2009-05-01,40.31
2009-05-04,41.9
2009-05-05,41.92
2009-05-06,43.3
2009-05-07,44.47
2009-05-08,43.96
2009-05-11,45.26
2009-05-12,44.54
2009-05-13,43.18
2009-05-14,42.94
2009-05-15,43.27
2009-05-18,44.25
2009-05-19,44.36
2009-05-20,45.05
2009-05-21,43.99
2009-05-22,43.47
2009-05-26,42.61
2009-05-27,43.89
2009-05-28,43.99
2009-05-29,44.61
2009-06-01,45.54
2009-06-02,47.7
2009-06-03,48.71
2009-06-04,48.63
2009-06-05,52.16
2009-06-08,52.49
2009-06-09,53.39
2009-06-10,52.82
2009-06-11,51.83
2009-06-12,50.76
2009-06-15,50.9
2009-06-16,49.57
2009-06-17,48.55
2009-06-18,48.43
2009-06-19,49.18
2009-06-22,47.83
2009-06-23,44.39
2009-06-24,43.14
2009-06-25,41.4
2009-06-26,42.11
2009-06-29,42.15
2009-06-30,43.63
2009-07-01,42.63
2009-07-02,41.81
2009-07-06,40.38
2009-07-07,40.5
2009-07-08,39.12
2009-07-09,39.75
2009-07-10,39.2
2009-07-13,39.68
2009-07-14,40.39
2009-07-15,40.77
2009-07-16,41.01
2009-07-17,42.25
2009-07-20,41.71
2009-07-21,42.82
2009-07-22,42.4
2009-07-23,42.0
2009-07-24,41.95
2009-07-27,42.0
2009-07-28,41.99
2009-07-29,43.0
2009-07-30,43.94
2009-07-31,43.32
2009-08-03,43.18
2009-08-04,43.64
2009-08-05,43.63
2009-08-06,44.29
2009-08-07,45.89
2009-08-10,46.41
2009-08-11,45.56
2009-08-12,45.33
2009-08-13,46.45
2009-08-14,45.82
2009-08-17,44.16
2009-08-18,44.0
2009-08-19,43.5
2009-08-20,43.54
2009-08-21,45.18
2009-08-24,46.51
2009-08-25,47.5
2009-08-26,48.07
2009-08-27,51.37
2009-08-28,51.68
2009-08-31,50.17
2009-09-01,49.21
2009-09-02,48.59
2009-09-03,48.67
2009-09-04,48.74
2009-09-08,49.73
2009-09-09,49.7
2009-09-10,50.42
2009-09-11,50.64
2009-09-14,50.99
2009-09-15,51.26
2009-09-16,52.44
2009-09-17,52.25
2009-09-18,53.02
2009-09-21,52.6
2009-09-22,52.96
2009-09-23,53.35
2009-09-24,52.23
2009-09-25,51.86
2009-09-28,51.82
2009-09-29,53.28
2009-09-30,54.86
2009-10-01,53.85
2009-10-02,51.19
2009-10-05,51.75
2009-10-06,51.54
2009-10-07,52.18
2009-10-08,52.3
2009-10-09,52.49
2009-10-12,52.66
2009-10-13,51.64
2009-10-14,52.31
2009-10-15,52.03
2009-10-16,51.19
2009-10-19,53.32
2009-10-20,51.71
2009-10-21,51.07
2009-10-22,50.33
2009-10-23,51.06
2009-10-26,49.85
2009-10-27,48.3
2009-10-28,47.72
2009-10-29,48.31
2009-10-30,48.7
2009-11-02,47.82
2009-11-03,48.17
2009-11-04,48.28
2009-11-05,48.49
2009-11-06,49.71
2009-11-09,50.01
2009-11-10,51.07
2009-11-11,50.78
2009-11-12,50.62
2009-11-13,49.98
2009-11-16,51.0
2009-11-17,52.42
2009-11-18,52.59
2009-11-19,51.54
2009-11-20,51.12
2009-11-23,52.5
2009-11-24,52.08
2009-11-25,51.97
2009-11-27,51.35
2009-11-30,52.43
2009-12-01,52.75
2009-12-02,54.04
2009-12-03,53.99
2009-12-04,54.75
2009-12-07,55.2
2009-12-08,55.99
2009-12-09,55.75
2009-12-10,55.65
2009-12-11,55.47
2009-12-14,56.02
2009-12-15,56.37
2009-12-16,56.11
2009-12-17,54.9
2009-12-18,54.7
2009-12-21,53.36
2009-12-22,54.38
2009-12-23,55.41
2009-12-24,55.26
2009-12-28,55.33
2009-12-29,55.34
2009-12-30,54.86
2009-12-31,55.0
2010-01-04,55.72
2010-01-05,56.25
2010-01-06,58.23
2010-01-07,59.51
2010-01-08,61.54
2010-01-11,61.95
2010-01-12,60.07
2010-01-13,60.61
2010-01-14,61.03
2010-01-15,61.53
2010-01-19,60.6
2010-01-20,60.33
2010-01-21,60.3
2010-01-22,58.62
2010-01-25,58.35
2010-01-26,57.54
2010-01-27,58.84
2010-01-28,62.15
2010-01-29,62.8
2010-02-01,60.74
2010-02-02,61.29
2010-02-03,61.52
2010-02-04,60.95
2010-02-05,59.21
2010-02-08,58.33
2010-02-09,58.62
2010-02-10,59.71
2010-02-11,59.75
2010-02-12,59.87
2010-02-16,60.42
2010-02-17,61.39
2010-02-18,61.78
2010-02-19,62.65
2010-02-22,63.58
2010-02-23,63.81
2010-02-24,63.0
2010-02-25,62.72
2010-02-26,63.09
2010-03-01,63.05
2010-03-02,64.64
2010-03-03,64.58
2010-03-04,65.09
2010-03-05,66.06
2010-03-08,68.01
2010-03-09,67.57
2010-03-10,68.14
2010-03-11,70.08
2010-03-12,70.48
2010-03-15,69.37
2010-03-16,69.24
2010-03-17,68.97
2010-03-18,69.35
2010-03-19,73.2
2010-03-22,71.66
2010-03-23,72.54
2010-03-24,72.42
2010-03-25,72.95
2010-03-26,72.66
2010-03-29,73.08
2010-03-30,73.84
2010-03-31,72.92
2010-04-01,73.24
2010-04-05,72.99
2010-04-06,71.84
2010-04-07,72.16
2010-04-08,71.89
2010-04-09,72.26
2010-04-12,72.15
2010-04-13,71.54
2010-04-14,70.83
2010-04-15,71.34
2010-04-16,72.1
2010-04-19,70.27
2010-04-20,71.54
2010-04-21,71.51
2010-04-22,74.46
2010-04-23,75.04
2010-04-26,74.58
2010-04-27,74.65
2010-04-28,72.95
2010-04-29,73.0
2010-04-30,73.8
2010-05-03,72.62
2010-05-04,73.31
2010-05-05,71.9
2010-05-06,70.66
2010-05-07,68.29
2010-05-10,69.96
2010-05-11,70.31
2010-05-12,72.04
2010-05-13,72.66
2010-05-14,71.08
2010-05-17,70.36
2010-05-18,69.89
2010-05-19,66.85
2010-05-20,65.0
2010-05-21,61.99
2010-05-24,63.66
2010-05-25,61.0
2010-05-26,63.6
2010-05-27,64.86
2010-05-28,65.15
2010-06-01,64.27
2010-06-02,63.39
2010-06-03,64.84
2010-06-04,63.25
2010-06-07,61.69
2010-06-08,60.33
2010-06-09,61.48
2010-06-10,62.81
2010-06-11,63.16
2010-06-14,66.22
2010-06-15,65.67
2010-06-16,66.93
2010-06-17,67.48
2010-06-18,67.38
2010-06-21,68.95
2010-06-22,67.97
2010-06-23,66.42
2010-06-24,67.17
2010-06-25,67.31
2010-06-28,68.43
2010-06-29,66.11
2010-06-30,63.05
2010-07-01,62.48
2010-07-02,62.32
2010-07-06,62.71
2010-07-07,61.48
2010-07-08,64.09
2010-07-09,65.2
2010-07-12,64.55
2010-07-13,65.15
2010-07-14,64.29
2010-07-15,65.65
2010-07-16,63.96
2010-07-19,62.72
2010-07-20,62.26
2010-07-21,64.4
2010-07-22,64.02
2010-07-23,66.49
2010-07-26,68.15
2010-07-27,69.25
2010-07-28,67.62
2010-07-29,67.85
2010-07-30,66.61
2010-08-02,69.01
2010-08-03,69.31
2010-08-04,69.42
2010-08-05,68.73
2010-08-06,68.03
2010-08-09,69.17
2010-08-10,68.29
2010-08-11,67.18
2010-08-12,64.65
2010-08-13,64.59
2010-08-16,64.27
2010-08-17,65.16
2010-08-18,66.05
2010-08-19,65.74
2010-08-20,64.2
2010-08-23,65.09
2010-08-24,62.55
2010-08-25,60.49
2010-08-26,61.36
2010-08-27,61.13
2010-08-30,63.0
2010-08-31,62.0
2010-09-01,61.79
2010-09-02,62.34
2010-09-03,64.47
2010-09-07,64.25
2010-09-08,63.6
2010-09-09,65.51
2010-09-10,63.38
2010-09-13,64.73
2010-09-14,64.02
2010-09-15,62.49
2010-09-16,62.39
2010-09-17,63.26
2010-09-20,62.99
2010-09-21,63.8
2010-09-22,64.38
2010-09-23,63.31
2010-09-24,63.52
2010-09-27,64.61
2010-09-28,63.85
2010-09-29,64.71
2010-09-30,67.09
2010-10-01,67.54
2010-10-04,66.57
2010-10-05,67.02
2010-10-06,68.61
2010-10-07,68.97
2010-10-08,68.47
2010-10-11,69.51
2010-10-12,70.16
2010-10-13,70.73
2010-10-14,71.73
2010-10-15,71.85
2010-10-18,70.19
2010-10-19,69.57
2010-10-20,70.0
2010-10-21,71.61
2010-10-22,71.38
2010-10-25,71.68
2010-10-26,71.1
2010-10-27,70.87
2010-10-28,71.3
2010-10-29,71.15
2010-11-01,70.71
2010-11-02,70.85
2010-11-03,69.66
2010-11-04,70.0
2010-11-05,70.85
2010-11-08,70.06
2010-11-09,70.27
2010-11-10,67.69
2010-11-11,66.55
2010-11-12,65.01
2010-11-15,63.35
2010-11-16,63.35
2010-11-17,62.67
2010-11-18,63.35
2010-11-19,64.53
2010-11-22,63.02
2010-11-23,63.43
2010-11-24,64.38
2010-11-26,65.09
2010-11-29,64.33
2010-11-30,63.73
2010-12-01,64.66
2010-12-02,65.62
2010-12-03,66.58
2010-12-06,66.41
2010-12-07,67.04
2010-12-08,66.19
2010-12-09,65.61
2010-12-10,64.63
2010-12-13,64.23
2010-12-14,63.85
2010-12-15,64.29
2010-12-16,64.33
2010-12-17,64.89
2010-12-20,64.74
2010-12-21,63.61
2010-12-22,64.45
2010-12-23,64.56
2010-12-27,64.73
2010-12-28,64.81
2010-12-29,65.0
2010-12-30,65.11
2010-12-31,64.9
2011-01-03,66.15
2011-01-04,66.79
2011-01-05,66.55
2011-01-06,67.46
2011-01-07,69.16
2011-01-10,69.42
2011-01-11,69.47
2011-01-12,69.6
2011-01-13,70.29
2011-01-14,69.55
2011-01-18,70.86
2011-01-19,72.68
2011-01-20,71.35
2011-01-21,71.91
2011-01-24,71.52
2011-01-25,72.49
2011-01-26,69.99
2011-01-27,70.01
2011-01-28,70.8
2011-01-31,69.26
2011-02-01,70.0
2011-02-02,69.83
2011-02-03,71.0
2011-02-04,70.9
2011-02-07,71.43
2011-02-08,72.17
2011-02-09,72.39
2011-02-10,72.43
2011-02-11,72.24
2011-02-14,72.7
2011-02-15,71.92
2011-02-16,71.71
2011-02-17,72.42
2011-02-18,72.13
2011-02-22,72.35
2011-02-23,70.94
2011-02-24,70.35
2011-02-25,73.94
2011-02-28,72.47
2011-03-01,71.93
2011-03-02,70.11
2011-03-03,70.13
2011-03-04,71.8
2011-03-07,71.6
2011-03-08,71.48
2011-03-09,72.01
2011-03-10,71.31
2011-03-11,70.29
2011-03-14,71.17
2011-03-15,68.34
2011-03-16,69.23
2011-03-17,68.58
2011-03-18,69.21
2011-03-21,70.29
2011-03-22,71.18
2011-03-23,71.62
2011-03-24,73.24
2011-03-25,72.94
2011-03-28,73.5
2011-03-29,73.07
2011-03-30,73.93
2011-03-31,73.81
2011-04-01,74.29
2011-04-04,73.38
2011-04-05,73.51
2011-04-06,73.33
2011-04-07,73.74
2011-04-08,74.66
2011-04-11,73.65
2011-04-12,73.22
2011-04-13,73.33
2011-04-14,71.83
2011-04-15,72.45
2011-04-18,72.72
2011-04-19,72.97
2011-04-20,74.21
2011-04-21,75.43
2011-04-25,75.51
2011-04-26,75.31
2011-04-27,76.03
2011-04-28,76.03
2011-04-29,78.88
2011-05-02,80.35
2011-05-03,79.24
2011-05-04,79.7
2011-05-05,78.52
2011-05-06,79.14
2011-05-09,79.31
2011-05-10,79.76
2011-05-11,79.64
2011-05-12,79.04
2011-05-13,79.61
2011-05-16,78.66
2011-05-17,77.61
2011-05-18,76.78
2011-05-19,77.41
2011-05-20,77.89
2011-05-23,76.55
2011-05-24,76.46
2011-05-25,75.26
2011-05-26,76.54
2011-05-27,77.03
2011-05-31,77.8
2011-06-01,77.95
2011-06-02,75.44
2011-06-03,74.71
2011-06-06,74.76
2011-06-07,74.79
2011-06-08,74.13
2011-06-09,73.83
2011-06-10,73.81
