time_captured,GOOGL_Low
2011-09-19,267.96
2011-09-20,271.61
2011-09-21,269.7
2011-09-22,257.26
2011-09-23,257.51
2011-09-26,256.88
2011-09-27,268.29
2011-09-28,264.11
2011-09-29,259.96
2011-09-30,257.45
2011-10-03,247.75
2011-10-04,240.54
2011-10-05,240.63
2011-10-06,251.55
2011-10-07,255.41
2011-10-10,261.86
2011-10-11,267.0
2011-10-12,272.59
2011-10-13,274.28
2011-10-14,294.08
2011-10-17,289.29
2011-10-18,288.99
2011-10-19,289.9
2011-10-20,290.04
2011-10-21,293.64
2011-10-24,293.54
2011-10-25,291.72
2011-10-26,286.72
2011-10-27,296.95
2011-10-28,297.42
2011-10-31,296.13
2011-11-01,288.66
2011-11-02,290.53
2011-11-03,292.15
2011-11-04,296.51
2011-11-07,296.41
2011-11-08,302.1
2011-11-09,299.63
2011-11-10,296.08
2011-11-11,299.6
2011-11-14,304.19
2011-11-15,305.56
2011-11-16,305.61
2011-11-17,298.69
2011-11-18,297.17
2011-11-21,286.33
2011-11-22,287.91
2011-11-23,285.34
2011-11-25,280.95
2011-11-28,288.54
2011-11-29,290.96
2011-11-30,296.34
2011-12-01,299.8
2011-12-02,308.44
2011-12-05,311.51
2011-12-06,310.43
2011-12-07,309.36
2011-12-08,307.96
2011-12-09,308.81
2011-12-12,310.46
2011-12-13,311.74
2011-12-14,306.55
2011-12-15,309.65
2011-12-16,311.05
2011-12-19,310.31
2011-12-20,314.31
2011-12-21,309.79
2011-12-22,313.82
2011-12-23,315.6
2011-12-27,316.32
2011-12-28,319.37
2011-12-29,317.92
2011-12-30,321.33
2012-01-03,326.51
2012-01-04,330.64
2012-01-05,328.44
2012-01-06,325.22
2012-01-09,310.93
2012-01-10,308.76
2012-01-11,310.87
2012-01-12,313.56
2012-01-13,310.84
2012-01-17,313.15
2012-01-18,311.37
2012-01-19,316.05
2012-01-20,291.14
2012-01-23,291.87
2012-01-24,289.29
2012-01-25,283.47
2012-01-26,282.56
2012-01-27,284.95
2012-01-30,286.99
2012-01-31,287.86
2012-02-01,289.86
2012-02-02,291.33
2012-02-03,294.32
2012-02-06,297.3
2012-02-07,302.18
2012-02-08,302.67
2012-02-09,304.8
2012-02-10,302.3
2012-02-13,305.32
2012-02-14,302.68
2012-02-15,301.58
2012-02-16,299.16
2012-02-17,301.5
2012-02-21,301.74
2012-02-22,303.66
2012-02-23,300.48
2012-02-24,303.06
2012-02-27,302.83
2012-02-28,304.14
2012-02-29,308.06
2012-03-01,309.38
2012-03-02,310.47
2012-03-05,306.0
2012-03-06,297.22
2012-03-07,303.23
2012-03-08,303.48
2012-03-09,300.3
2012-03-12,299.93
2012-03-13,303.08
2012-03-14,307.04
2012-03-15,307.72
2012-03-16,310.34
2012-03-19,310.93
2012-03-20,313.95
2012-03-21,316.57
2012-03-22,315.82
2012-03-23,320.77
2012-03-26,320.09
2012-03-27,322.72
2012-03-28,325.87
2012-03-29,322.47
2012-03-30,320.82
2012-04-02,317.74
2012-04-03,319.64
2012-04-04,315.87
2012-04-05,314.6
2012-04-09,312.96
2012-04-10,312.59
2012-04-11,315.97
2012-04-12,320.45
2012-04-13,312.08
2012-04-16,301.13
2012-04-17,303.81
2012-04-18,301.71
2012-04-19,299.8
2012-04-20,298.21
2012-04-23,295.4
2012-04-24,298.96
2012-04-25,301.74
2012-04-26,305.15
2012-04-27,305.61
2012-04-30,300.6
2012-05-01,300.4
2012-05-02,300.61
2012-05-03,304.78
2012-05-04,298.7
2012-05-07,297.8
2012-05-08,300.65
2012-05-09,301.21
2012-05-10,305.42
2012-05-11,302.69
2012-05-14,300.59
2012-05-15,302.18
2012-05-16,308.28
2012-05-17,310.93
2012-05-18,298.65
2012-05-21,300.3
2012-05-22,298.3
2012-05-23,298.86
2012-05-24,299.73
2012-05-25,294.43
2012-05-29,294.45
2012-05-30,292.06
2012-05-31,289.79
2012-06-01,284.46
2012-06-04,285.29
2012-06-05,283.52
2012-06-06,287.09
2012-06-07,288.91
2012-06-08,287.58
2012-06-11,283.63
2012-06-12,279.57
2012-06-13,279.62
2012-06-14,278.54
2012-06-15,278.82
2012-06-18,279.9
2012-06-19,286.85
2012-06-20,287.04
2012-06-21,282.15
2012-06-22,283.19
2012-06-25,278.95
2012-06-26,280.02
2012-06-27,283.29
2012-06-28,278.88
2012-06-29,286.39
2012-07-02,288.54
2012-07-03,289.29
2012-07-05,294.56
2012-07-06,291.7
2012-07-09,290.92
2012-07-10,289.66
2012-07-11,282.75
2012-07-12,281.33
2012-07-13,284.56
2012-07-16,286.18
2012-07-17,284.48
2012-07-18,288.35
2012-07-19,293.29
2012-07-20,299.39
2012-07-23,299.42
2012-07-24,302.47
2012-07-25,302.99
2012-07-26,305.32
2012-07-27,309.06
2012-07-30,315.06
2012-07-31,314.42
2012-08-01,316.01
2012-08-02,312.02
2012-08-03,318.39
2012-08-06,319.93
2012-08-07,318.55
2012-08-08,319.57
2012-08-09,321.08
2012-08-10,318.38
2012-08-13,323.66
2012-08-14,329.83
2012-08-15,332.38
2012-08-16,333.87
2012-08-17,336.19
2012-08-20,336.67
2012-08-21,331.42
2012-08-22,333.68
2012-08-23,335.84
2012-08-24,337.38
2012-08-27,329.95
2012-08-28,332.7
2012-08-29,338.41
2012-08-30,340.43
2012-08-31,340.36
2012-09-04,337.09
2012-09-05,339.91
2012-09-06,342.71
2012-09-07,349.18
2012-09-10,349.54
2012-09-11,345.85
2012-09-12,340.78
2012-09-13,345.62
2012-09-14,353.86
2012-09-17,352.85
2012-09-18,353.74
2012-09-19,358.56
2012-09-20,360.97
2012-09-21,365.43
2012-09-24,365.49
2012-09-25,374.2
2012-09-26,370.87
2012-09-27,376.2
2012-09-28,375.95
2012-10-01,378.48
2012-10-02,375.51
2012-10-03,376.48
2012-10-04,380.08
2012-10-05,382.88
2012-10-08,377.45
2012-10-09,371.64
2012-10-10,369.51
2012-10-11,375.52
2012-10-12,372.42
2012-10-15,365.72
2012-10-16,368.6
2012-10-17,370.5
2012-10-18,338.34
2012-10-19,336.34
2012-10-22,335.18
2012-10-23,336.34
2012-10-24,337.97
2012-10-25,337.09
2012-10-26,335.94
2012-10-31,337.84
2012-11-01,339.7
2012-11-02,344.03
2012-11-05,338.12
2012-11-06,339.11
2012-11-07,333.58
2012-11-08,325.94
2012-11-09,325.48
2012-11-12,330.77
2012-11-13,329.44
2012-11-14,325.58
2012-11-15,322.27
2012-11-16,318.32
2012-11-19,328.09
2012-11-20,332.62
2012-11-21,330.53
2012-11-23,333.38
2012-11-26,329.84
2012-11-27,329.33
2012-11-28,332.28
2012-11-29,341.34
2012-11-30,343.19
2012-12-03,347.4
2012-12-04,343.19
2012-12-05,341.51
2012-12-06,342.6
2012-12-07,341.55
2012-12-10,342.24
2012-12-11,344.2
2012-12-12,347.09
2012-12-13,350.12
2012-12-14,349.56
2012-12-17,352.36
2012-12-18,357.88
2012-12-19,358.7
2012-12-20,358.84
2012-12-21,355.62
2012-12-24,354.09
2012-12-26,351.56
2012-12-27,349.65
2012-12-28,350.36
2012-12-31,348.35
2013-01-02,358.63
2013-01-03,360.72
2013-01-04,364.2
2013-01-07,365.66
2013-01-08,362.58
2013-01-09,364.66
2013-01-10,367.12
2013-01-11,368.52
2013-01-14,361.54
2013-01-15,356.41
2013-01-16,357.19
2013-01-17,355.87
2013-01-18,351.02
2013-01-22,348.11
2013-01-23,368.26
2013-01-24,370.62
2013-01-25,375.5
2013-01-28,374.32
2013-01-29,373.64
2013-01-30,376.83
2013-01-31,375.5
2013-02-01,379.4
2013-02-04,379.51
2013-02-05,380.11
2013-02-06,379.63
2013-02-07,383.13
2013-02-08,390.17
2013-02-11,387.26
2013-02-12,390.07
2013-02-13,390.37
2013-02-14,389.27
2013-02-15,393.93
2013-02-19,398.04
2013-02-20,396.29
2013-02-21,396.01
2013-02-22,397.3
2013-02-25,395.64
2013-02-26,392.59
2013-02-27,395.95
2013-02-28,400.92
2013-03-01,398.47
2013-03-04,402.9
2013-03-05,414.86
2013-03-06,414.82
2013-03-07,415.2
2013-03-08,412.94
2013-03-11,416.17
2013-03-12,412.25
2013-03-13,411.57
2013-03-14,409.1
2013-03-15,407.08
2013-03-18,401.14
2013-03-19,403.63
2013-03-20,406.13
2013-03-21,405.33
2013-03-22,405.22
2013-03-25,403.81
2013-03-26,404.3
2013-03-27,401.07
2013-03-28,397.05
2013-04-01,397.02
2013-04-02,402.4
2013-04-03,400.73
2013-04-04,396.05
2013-04-05,388.59
2013-04-08,384.58
2013-04-09,386.94
2013-04-10,388.39
2013-04-11,392.42
2013-04-12,391.86
2013-04-15,388.9
2013-04-16,392.35
2013-04-17,389.44
2013-04-18,381.01
2013-04-19,383.51
2013-04-22,387.89
2013-04-23,400.58
2013-04-24,404.4
2013-04-25,404.22
2013-04-26,398.69
2013-04-29,401.9
2013-04-30,409.25
2013-05-01,408.59
2013-05-02,409.93
2013-05-03,418.42
2013-05-06,424.55
2013-05-07,425.76
2013-05-08,426.88
2013-05-09,434.55
2013-05-10,436.52
2013-05-13,437.13
2013-05-14,439.01
2013-05-15,447.46
2013-05-16,451.46
2013-05-17,450.71
2013-05-20,452.95
2013-05-21,449.25
2013-05-22,443.88
2013-05-23,437.44
2013-05-24,435.94
2013-05-28,440.64
2013-05-29,432.58
2013-05-30,433.64
2013-05-31,434.19
2013-06-03,427.94
2013-06-04,427.46
2013-06-05,428.99
2013-06-06,424.03
2013-06-07,433.09
2013-06-10,440.49
2013-06-11,440.2
2013-06-12,435.26
2013-06-13,433.18
2013-06-14,437.5
2013-06-17,439.58
2013-06-18,444.62
2013-06-19,449.2
2013-06-20,442.1
2013-06-21,436.97
2013-06-24,432.06
2013-06-25,432.69
2013-06-26,435.72
2013-06-27,438.76
2013-06-28,437.53
2013-07-01,442.94
2013-07-02,439.07
2013-07-03,439.69
2013-07-05,444.11
2013-07-08,448.99
2013-07-09,449.44
2013-07-10,450.64
2013-07-11,454.71
2013-07-12,458.08
2013-07-15,458.64
2013-07-16,457.41
2013-07-17,458.61
2013-07-18,452.05
2013-07-19,438.24
2013-07-22,448.95
2013-07-23,450.23
2013-07-24,450.8
2013-07-25,443.48
2013-07-26,441.44
2013-07-29,440.89
2013-07-30,440.88
2013-07-31,443.53
2013-08-01,447.95
2013-08-02,450.86
2013-08-05,450.05
2013-08-06,448.31
2013-08-07,444.99
2013-08-08,443.09
2013-08-09,445.44
2013-08-12,441.27
2013-08-13,438.54
2013-08-14,434.01
2013-08-15,429.43
2013-08-16,428.7
2013-08-19,429.15
2013-08-20,432.2
2013-08-21,433.68
2013-08-22,435.56
2013-08-23,435.31
2013-08-26,433.46
2013-08-27,424.37
2013-08-28,424.31
2013-08-29,424.72
2013-08-30,423.2
2013-09-03,427.4
2013-09-04,428.01
2013-09-05,436.24
2013-09-06,437.31
2013-09-09,441.65
2013-09-10,442.44
2013-09-11,443.48
2013-09-12,445.45
2013-09-13,442.86
2013-09-16,442.88
2013-09-17,440.94
2013-09-18,441.98
2013-09-19,448.15
2013-09-20,448.26
2013-09-23,443.04
2013-09-24,441.14
2013-09-25,438.24
2013-09-26,437.94
2013-09-27,436.09
2013-09-30,434.59
2013-10-01,440.46
2013-10-02,439.35
2013-10-03,436.49
2013-10-04,435.44
2013-10-07,432.49
2013-10-08,426.24
2013-10-09,421.91
2013-10-10,430.54
2013-10-11,433.08
2013-10-14,433.13
2013-10-15,437.44
2013-10-16,442.45
2013-10-17,443.31
2013-10-18,487.49
2013-10-21,500.27
2013-10-22,498.39
2013-10-23,500.82
2013-10-24,512.91
2013-10-25,505.88
2013-10-28,507.0
2013-10-29,507.26
2013-10-30,513.51
2013-10-31,512.5
2013-11-01,513.06
2013-11-04,511.53
2013-11-05,509.22
2013-11-06,508.19
2013-11-07,504.32
2013-11-08,504.75
2013-11-11,504.5
2013-11-12,503.0
2013-11-13,503.75
2013-11-14,515.69
2013-11-15,515.67
2013-11-18,515.14
2013-11-19,512.04
2013-11-20,510.69
2013-11-21,513.51
2013-11-22,515.13
2013-11-25,518.03
2013-11-26,521.99
2013-11-27,530.53
2013-11-29,530.25
2013-12-02,525.91
2013-12-03,525.03
2013-12-04,525.52
2013-12-05,526.07
2013-12-06,530.57
2013-12-09,534.54
2013-12-10,538.36
2013-12-11,538.12
2013-12-12,535.03
2013-12-13,529.47
2013-12-16,531.54
2013-12-17,534.72
2013-12-18,530.05
2013-12-19,540.08
2013-12-20,544.54
2013-12-23,553.11
2013-12-24,554.6
2013-12-26,554.9
2013-12-27,557.03
2013-12-30,555.06
2013-12-31,553.68
2014-01-02,554.68
2014-01-03,553.02
2014-01-06,553.77
2014-01-07,561.14
2014-01-08,567.21
2014-01-09,563.34
2014-01-10,561.69
2014-01-13,559.14
2014-01-14,564.61
2014-01-15,572.47
2014-01-16,574.57
2014-01-17,572.67
2014-01-21,576.23
2014-01-22,580.01
2014-01-23,577.76
2014-01-24,562.06
2014-01-27,541.68
2014-01-28,555.52
2014-01-29,550.26
2014-01-30,564.19
2014-01-31,576.14
2014-02-03,566.57
2014-02-04,569.07
2014-02-05,564.57
2014-02-06,574.35
2014-02-07,580.86
2014-02-10,585.09
2014-02-11,586.69
2014-02-12,591.28
2014-02-13,590.42
2014-02-14,597.0
2014-02-18,600.6
2014-02-19,599.35
2014-02-20,600.71
2014-02-21,602.02
2014-02-24,603.15
2014-02-25,605.82
2014-02-26,607.49
2014-02-27,609.11
2014-02-28,603.71
2014-03-03,596.67
2014-03-04,605.35
2014-03-05,606.31
2014-03-06,609.91
2014-03-07,606.32
2014-03-10,602.65
2014-03-11,598.92
2014-03-12,592.69
2014-03-13,592.97
2014-03-14,586.85
2014-03-17,589.64
2014-03-18,597.13
2014-03-19,597.8
2014-03-20,598.28
2014-03-21,591.82
2014-03-24,573.55
2014-03-25,574.07
2014-03-26,566.32
2014-03-27,551.6
2014-03-28,559.44
2014-03-31,556.98
2014-04-01,559.56
2014-04-02,562.56
2014-04-03,566.01
2014-04-04,544.49
2014-04-07,530.53
2014-04-08,544.7
2014-04-09,555.38
2014-04-10,545.5
2014-04-11,533.4
2014-04-14,540.52
2014-04-15,530.64
2014-04-16,553.1
2014-04-17,539.4
2014-04-21,534.0
2014-04-22,536.0
2014-04-23,528.13
2014-04-24,531.0
2014-04-25,522.5
2014-04-28,511.0
2014-04-29,523.0
2014-04-30,529.09
2014-05-01,532.86
2014-05-02,533.27
2014-05-05,527.58
2014-05-06,522.26
2014-05-07,511.09
2014-05-08,514.46
2014-05-09,514.28
2014-05-12,527.51
2014-05-13,537.9
2014-05-14,533.11
2014-05-15,525.31
2014-05-16,523.57
2014-05-19,525.66
2014-05-20,536.57
2014-05-21,542.11
2014-05-22,551.0
2014-05-23,554.17
2014-05-27,564.15
2014-05-28,569.95
2014-05-29,568.45
2014-05-30,565.79
2014-06-02,556.7
2014-06-03,552.53
2014-06-04,548.56
2014-06-05,555.05
2014-06-06,559.58
2014-06-09,565.22
2014-06-10,566.13
2014-06-11,563.68
2014-06-12,557.15
2014-06-13,553.72
2014-06-16,550.0
2014-06-17,547.47
2014-06-18,551.58
2014-06-19,556.67
2014-06-20,559.37
2014-06-23,563.5
2014-06-24,569.16
2014-06-25,573.26
2014-06-26,579.6
2014-06-27,582.62
2014-06-30,583.29
2014-07-01,586.29
2014-07-02,589.11
2014-07-03,589.0
2014-07-07,587.94
2014-07-08,574.0
2014-07-09,577.0
2014-07-10,572.1
2014-07-11,580.58
2014-07-14,586.69
2014-07-15,585.31
2014-07-16,590.25
2014-07-17,576.85
2014-07-18,590.92
2014-07-21,594.45
2014-07-22,599.26
2014-07-23,601.35
2014-07-24,601.0
2014-07-25,595.75
2014-07-28,592.59
2014-07-29,592.17
2014-07-30,592.7
2014-07-31,577.68
2014-08-01,570.3
2014-08-04,572.26
2014-08-05,570.31
2014-08-06,567.45
2014-08-07,569.43
2014-08-08,569.02
2014-08-11,575.3
2014-08-12,569.91
2014-08-13,575.2
2014-08-14,580.92
2014-08-15,580.76
2014-08-18,586.55
2014-08-19,594.44
2014-08-20,593.0
2014-08-21,591.1
2014-08-22,589.8
2014-08-25,589.26
2014-08-26,587.45
2014-08-27,580.9
2014-08-28,577.88
2014-08-29,578.24
2014-09-02,582.4
2014-09-03,586.5
2014-09-04,590.6
2014-09-05,593.55
2014-09-08,598.02
2014-09-09,590.48
2014-09-10,587.14
2014-09-11,586.04
2014-09-12,583.28
2014-09-15,577.01
2014-09-16,580.95
2014-09-17,587.12
2014-09-18,593.02
2014-09-19,597.76
2014-09-22,593.12
2014-09-23,590.24
2014-09-24,590.3
2014-09-25,584.74
2014-09-26,585.0
2014-09-29,581.57
2014-09-30,584.5
2014-10-01,578.02
2014-10-02,574.05
2014-10-03,583.5
2014-10-06,585.4
2014-10-07,574.1
2014-10-08,567.64
2014-10-09,569.03
2014-10-10,555.01
2014-10-13,544.43
2014-10-14,544.5
2014-10-15,528.42
2014-10-16,524.95
2014-10-17,518.41
2014-10-20,519.14
2014-10-21,530.2
2014-10-22,540.23
2014-10-23,545.5
2014-10-24,545.16
2014-10-27,547.2
2014-10-28,550.43
2014-10-29,555.98
2014-10-30,552.13
2014-10-31,564.81
2014-11-03,561.63
2014-11-04,558.3
2014-11-05,554.15
2014-11-06,550.58
2014-11-07,549.35
2014-11-10,551.62
2014-11-11,556.24
2014-11-12,555.5
2014-11-13,554.09
2014-11-14,552.51
2014-11-17,544.44
2014-11-18,543.8
2014-11-19,539.19
2014-11-20,541.5
2014-11-21,545.0
2014-11-24,544.15
2014-11-25,546.91
2014-11-26,545.23
2014-11-28,544.48
2014-12-01,538.62
2014-12-02,534.66
2014-12-03,535.21
2014-12-04,534.89
2014-12-05,527.26
2014-12-08,527.0
2014-12-09,523.41
2014-12-10,527.49
2014-12-11,529.16
2014-12-12,521.46
2014-12-15,515.4
2014-12-16,497.19
2014-12-17,499.11
2014-12-18,506.56
2014-12-19,508.86
2014-12-22,520.59
2014-12-23,533.72
2014-12-24,535.1
2014-12-26,535.49
2014-12-29,537.16
2014-12-30,533.61
2014-12-31,530.2
2015-01-02,527.88
2015-01-05,517.75
2015-01-06,505.55
2015-01-07,503.65
2015-01-08,495.02
2015-01-09,498.65
2015-01-12,490.91
2015-01-13,497.26
2015-01-14,498.16
2015-01-15,502.01
2015-01-16,503.09
2015-01-20,509.37
2015-01-21,509.59
2015-01-22,521.91
2015-01-23,535.75
2015-01-26,532.07
2015-01-27,520.86
2015-01-28,512.35
2015-01-29,503.48
2015-01-30,518.18
2015-02-02,521.72
2015-02-03,526.81
2015-02-04,525.03
2015-02-05,525.64
2015-02-06,528.65
2015-02-09,527.55
2015-02-10,529.17
2015-02-11,536.0
2015-02-12,537.0
2015-02-13,546.6
2015-02-17,543.26
2015-02-18,539.55
2015-02-19,540.75
2015-02-20,538.1
2015-02-23,532.0
2015-02-24,531.0
2015-02-25,538.01
2015-02-26,545.09
2015-02-27,557.03
2015-03-02,563.15
2015-03-03,570.5
2015-03-04,572.52
2015-03-05,578.23
2015-03-06,572.06
2015-03-09,569.05
2015-03-10,559.82
2015-03-11,555.41
2015-03-12,555.53
2015-03-13,550.33
2015-03-16,551.32
2015-03-17,554.41
2015-03-18,553.5
2015-03-19,562.12
2015-03-20,564.48
2015-03-23,563.06
2015-03-24,568.09
2015-03-25,567.0
2015-03-26,558.31
2015-03-27,556.93
2015-03-30,556.79
2015-03-31,554.67
2015-04-01,546.03
2015-04-02,540.44
2015-04-06,535.7
2015-04-07,543.58
2015-04-08,546.0
2015-04-09,541.95
2015-04-10,544.98
2015-04-13,546.3
2015-04-14,535.74
2015-04-15,532.37
2015-04-16,538.1
2015-04-17,529.0
2015-04-20,533.35
2015-04-21,542.21
2015-04-22,541.32
2015-04-23,550.08
2015-04-24,568.35
2015-04-27,562.3
2015-04-28,560.96
2015-04-29,559.0
2015-04-30,546.72
2015-05-01,543.85
2015-05-04,547.39
2015-05-05,542.37
2015-05-06,532.24
2015-05-07,533.45
2015-05-08,548.03
2015-05-11,545.6
2015-05-12,535.0
2015-05-13,538.98
2015-05-14,542.5
2015-05-15,542.5
2015-05-18,542.25
2015-05-19,547.12
2015-05-20,545.1
2015-05-21,549.3
2015-05-22,553.62
2015-05-26,542.97
2015-05-27,546.58
2015-05-28,550.8
2015-05-29,545.04
2015-06-01,543.58
2015-06-02,546.55
2015-06-03,552.15
2015-06-04,549.12
2015-06-05,547.38
2015-06-08,542.95
2015-06-09,538.85
2015-06-10,545.11
2015-06-11,549.17
2015-06-12,545.63
2015-06-15,539.21
2015-06-16,541.57
2015-06-17,541.81
2015-06-18,548.0
2015-06-19,552.26
2015-06-22,558.91
2015-06-23,557.15
2015-06-24,556.81
2015-06-25,557.46
2015-06-26,551.85
2015-06-29,540.24
2015-06-30,539.54
2015-07-01,539.76
2015-07-02,543.57
2015-07-06,542.1
2015-07-07,539.85
2015-07-08,541.2
2015-07-09,544.62
2015-07-10,552.0
2015-07-13,558.7
2015-07-14,574.17
2015-07-15,580.21
2015-07-16,587.92
2015-07-17,678.0
2015-07-20,681.77
2015-07-21,684.15
2015-07-22,691.62
2015-07-23,671.59
2015-07-24,653.18
2015-07-27,651.55
2015-07-28,653.41
2015-07-29,652.84
2015-07-30,651.69
2015-07-31,657.2
2015-08-03,657.66
2015-08-04,660.51
2015-08-05,665.58
2015-08-06,660.73
2015-08-07,658.87
2015-08-10,660.23
2015-08-11,684.32
2015-08-12,680.51
2015-08-13,682.18
2015-08-14,682.9
2015-08-17,683.06
2015-08-18,685.32
2015-08-19,686.8
2015-08-20,675.28
2015-08-21,643.1
2015-08-24,593.09
2015-08-25,611.67
2015-08-26,630.37
2015-08-27,651.1
2015-08-28,653.75
2015-08-31,646.35
2015-09-01,625.06
2015-09-02,630.64
2015-09-03,633.81
2015-09-04,626.5
2015-09-08,632.9
2015-09-09,640.9
2015-09-10,641.7
2015-09-11,647.41
2015-09-14,649.5
2015-09-15,653.34
2015-09-16,662.2
2015-09-17,665.0
2015-09-18,660.03
2015-09-21,658.0
2015-09-22,645.03
2015-09-23,650.73
2015-09-24,642.16
2015-09-25,639.66
2015-09-28,617.84
2015-09-29,618.03
2015-09-30,629.15
2015-10-01,631.12
2015-10-02,633.5
2015-10-05,655.87
2015-10-06,663.08
2015-10-07,658.11
2015-10-08,654.49
2015-10-09,662.36
2015-10-12,667.24
2015-10-13,673.11
2015-10-14,678.9
2015-10-15,684.39
2015-10-16,689.1
2015-10-19,692.21
2015-10-20,673.68
2015-10-21,670.7
2015-10-22,671.7
2015-10-23,717.94
2015-10-26,720.02
2015-10-27,724.14
2015-10-28,727.27
2015-10-29,735.16
2015-10-30,736.53
2015-11-02,731.45
2015-11-03,741.16
2015-11-04,749.2
2015-11-05,757.47
2015-11-06,755.03
2015-11-09,749.11
2015-11-10,748.41
2015-11-11,759.75
2015-11-12,755.86
2015-11-13,739.47
2015-11-16,734.33
2015-11-17,744.05
2015-11-18,747.39
2015-11-19,757.23
2015-11-20,764.1
2015-11-23,773.51
2015-11-24,758.11
2015-11-25,766.53
2015-11-27,767.0
2015-11-30,761.12
2015-12-01,765.95
2015-12-02,776.43
2015-12-03,762.45
2015-12-04,765.51
2015-12-07,766.72
2015-12-08,762.52
2015-12-09,752.01
2015-12-10,755.0
2015-12-11,748.65
2015-12-14,736.26
2015-12-15,758.0
2015-12-16,757.04
2015-12-17,769.3
2015-12-18,756.59
2015-12-21,754.15
2015-12-22,761.2
2015-12-23,757.65
2015-12-24,764.39
2015-12-28,767.73
2015-12-29,786.2
2015-12-30,787.2
2015-12-31,777.32
2016-01-04,747.54
2016-01-05,755.65
2016-01-06,748.0
2016-01-07,735.28
2016-01-08,728.92
2016-01-11,719.56
2016-01-12,736.43
2016-01-13,716.78
2016-01-14,705.0
2016-01-15,701.51
2016-01-19,709.85
2016-01-20,687.78
2016-01-21,711.11
2016-01-22,740.5
2016-01-25,732.5
2016-01-26,726.97
2016-01-27,713.45
2016-01-28,730.6
2016-01-29,744.2
2016-02-01,761.38
2016-02-02,780.6
2016-02-03,736.26
2016-02-04,722.6
2016-02-05,700.14
2016-02-08,682.01
2016-02-09,688.5
2016-02-10,705.39
2016-02-11,691.19
2016-02-12,701.58
2016-02-16,710.18
2016-02-17,716.61
2016-02-18,715.55
2016-02-19,713.12
2016-02-22,723.45
2016-02-23,715.67
2016-02-24,702.02
2016-02-25,713.23
2016-02-26,721.94
2016-02-29,716.84
2016-03-01,718.64
2016-03-02,733.25
2016-03-03,729.63
2016-03-04,725.62
2016-03-07,705.14
2016-03-08,704.0
2016-03-09,712.66
2016-03-10,723.29
2016-03-11,736.7
2016-03-14,743.66
2016-03-15,742.84
2016-03-16,746.5
2016-03-17,757.36
2016-03-18,751.82
2016-03-21,751.27
2016-03-22,757.88
2016-03-23,756.03
2016-03-24,750.5
2016-03-28,752.04
2016-03-29,748.29
2016-03-30,767.58
2016-03-31,758.25
2016-04-01,755.2
2016-04-04,761.78
2016-04-05,755.6
2016-04-06,756.3
2016-04-07,757.5
2016-04-08,755.77
2016-04-11,757.34
2016-04-12,751.56
2016-04-13,764.59
2016-04-14,773.22
2016-04-15,774.93
2016-04-18,777.61
2016-04-19,770.27
2016-04-20,771.27
2016-04-21,771.55
2016-04-22,730.37
2016-04-25,735.1
2016-04-26,720.32
2016-04-27,709.08
2016-04-28,703.2
2016-04-29,703.78
2016-05-02,706.36
2016-05-03,707.33
2016-05-04,704.05
2016-05-05,709.45
2016-05-06,711.95
2016-05-09,723.5
2016-05-10,731.61
2016-05-11,727.9
2016-05-12,724.27
2016-05-13,723.51
2016-05-16,720.0
2016-05-17,718.0
2016-05-18,715.02
2016-05-19,710.3
2016-05-20,715.01
2016-05-23,716.94
2016-05-24,719.64
2016-05-25,732.6
2016-05-26,733.0
2016-05-27,737.01
2016-05-31,745.57
2016-06-01,744.34
2016-06-02,737.0
2016-06-03,733.91
2016-06-06,728.29
2016-06-07,730.8
2016-06-08,735.76
2016-06-09,736.5
2016-06-10,730.51
2016-06-13,729.82
2016-06-14,726.5
2016-06-15,731.31
2016-06-16,715.54
2016-06-17,701.12
2016-06-20,705.41
2016-06-21,704.66
2016-06-22,705.88
2016-06-23,700.25
2016-06-24,684.91
2016-06-27,672.66
2016-06-28,684.85
2016-06-29,692.68
2016-06-30,694.9
2016-07-01,703.73
2016-07-05,699.13
2016-07-06,699.0
2016-07-07,700.67
2016-07-08,708.11
2016-07-11,718.86
2016-07-12,727.5
2016-07-13,729.02
2016-07-14,730.59
2016-07-15,734.64
2016-07-18,736.51
2016-07-19,748.49
2016-07-20,754.05
2016-07-21,751.52
2016-07-22,752.66
2016-07-25,754.07
2016-07-26,752.75
2016-07-27,755.93
2016-07-28,759.09
2016-07-29,790.0
2016-08-01,785.04
2016-08-02,794.53
2016-08-03,793.02
2016-08-04,793.92
2016-08-05,797.81
2016-08-08,801.69
2016-08-09,804.06
2016-08-10,806.49
2016-08-11,806.0
2016-08-12,803.64
2016-08-15,804.03
2016-08-16,797.0
2016-08-17,796.3
2016-08-18,801.63
2016-08-19,796.88
2016-08-22,794.33
2016-08-23,795.99
2016-08-24,790.76
2016-08-25,787.23
2016-08-26,789.41
2016-08-29,790.32
2016-08-30,789.47
2016-08-31,787.2
2016-09-01,786.33
2016-09-02,793.26
2016-09-06,795.43
2016-09-07,803.72
2016-09-08,801.01
2016-09-09,788.05
2016-09-12,783.5
2016-09-13,784.33
2016-09-14,787.53
2016-09-15,788.66
2016-09-16,793.62
2016-09-19,793.56
2016-09-20,798.26
2016-09-21,796.03
2016-09-22,807.71
2016-09-23,812.73
2016-09-26,800.45
2016-09-27,801.83
2016-09-28,802.78
2016-09-29,800.86
2016-09-30,801.5
2016-10-03,796.23
2016-10-04,799.67
2016-10-05,800.71
