time_captured,08_vnt_raw_accX
1970-01-01 00:00:00.000000428,-60.024
1970-01-01 00:00:00.000000429,505.934
1970-01-01 00:00:00.000000430,1193.526
1970-01-01 00:00:00.000000431,1529.026
1970-01-01 00:00:00.000000432,545.462
1970-01-01 00:00:00.000000433,-400.648
1970-01-01 00:00:00.000000434,-981.612
1970-01-01 00:00:00.000000435,-781.898
1970-01-01 00:00:00.000000436,-986.736
1970-01-01 00:00:00.000000437,-323.422
1970-01-01 00:00:00.000000438,530.578
1970-01-01 00:00:00.000000439,1239.032
1970-01-01 00:00:00.000000440,793.0
1970-01-01 00:00:00.000000441,-355.63
1970-01-01 00:00:00.000000442,-663.68
1970-01-01 00:00:00.000000443,-513.62
1970-01-01 00:00:00.000000444,-419.924
1970-01-01 00:00:00.000000445,-211.06
1970-01-01 00:00:00.000000446,188.612
1970-01-01 00:00:00.000000447,926.468
1970-01-01 00:00:00.000000448,1487.668
1970-01-01 00:00:00.000000449,1237.202
1970-01-01 00:00:00.000000450,-161.772
1970-01-01 00:00:00.000000451,-641.842
1970-01-01 00:00:00.000000452,-743.224
1970-01-01 00:00:00.000000453,-874.13
1970-01-01 00:00:00.000000454,-857.782
1970-01-01 00:00:00.000000455,108.946
1970-01-01 00:00:00.000000456,721.508
1970-01-01 00:00:00.000000457,1250.744
1970-01-01 00:00:00.000000458,109.8
1970-01-01 00:00:00.000000459,-401.258
1970-01-01 00:00:00.000000460,-690.52
1970-01-01 00:00:00.000000461,-336.842
1970-01-01 00:00:00.000000462,-507.52
1970-01-01 00:00:00.000000463,31.72
1970-01-01 00:00:00.000000464,477.63
1970-01-01 00:00:00.000000465,948.794
1970-01-01 00:00:00.000000466,1227.564
1970-01-01 00:00:00.000000467,993.812
1970-01-01 00:00:00.000000468,-201.056
1970-01-01 00:00:00.000000469,-835.456
1970-01-01 00:00:00.000000470,-791.414
1970-01-01 00:00:00.000000471,-1000.766
1970-01-01 00:00:00.000000472,-690.52
1970-01-01 00:00:00.000000473,482.388
1970-01-01 00:00:00.000000474,897.188
1970-01-01 00:00:00.000000475,941.596
1970-01-01 00:00:00.000000476,-216.794
1970-01-01 00:00:00.000000477,-461.038
1970-01-01 00:00:00.000000478,-536.19
1970-01-01 00:00:00.000000479,-351.726
1970-01-01 00:00:00.000000480,-238.51
1970-01-01 00:00:00.000000481,143.96
1970-01-01 00:00:00.000000482,736.636
1970-01-01 00:00:00.000000483,1085.434
1970-01-01 00:00:00.000000484,1458.998
1970-01-01 00:00:00.000000485,340.746
1970-01-01 00:00:00.000000486,-649.65
1970-01-01 00:00:00.000000487,-753.838
1970-01-01 00:00:00.000000488,-751.764
1970-01-01 00:00:00.000000489,-719.312
1970-01-01 00:00:00.000000490,-269.986
1970-01-01 00:00:00.000000491,668.56
1970-01-01 00:00:00.000000492,1215.364
1970-01-01 00:00:00.000000493,667.828
1970-01-01 00:00:00.000000494,-294.996
1970-01-01 00:00:00.000000495,-827.16
