time_captured,MSFT_Open
2007-11-07,36.04
2007-11-08,35.6
2007-11-09,34.18
2007-11-12,33.32
2007-11-13,33.54
2007-11-14,34.62
2007-11-15,33.76
2007-11-16,33.86
2007-11-19,33.96
2007-11-20,34.23
2007-11-21,34.4
2007-11-23,34.36
2007-11-26,34.09
2007-11-27,33.27
2007-11-28,33.38
2007-11-29,33.58
2007-11-30,33.92
2007-12-03,33.5
2007-12-04,32.74
2007-12-05,33.14
2007-12-06,34.26
2007-12-07,34.61
2007-12-10,34.64
2007-12-11,34.73
2007-12-12,34.61
2007-12-13,34.48
2007-12-14,35.05
2007-12-17,35.03
2007-12-18,34.64
2007-12-19,34.69
2007-12-20,35.29
2007-12-21,35.9
2007-12-24,36.13
2007-12-26,36.41
2007-12-27,36.35
2007-12-28,36.1
2007-12-31,35.9
2008-01-02,35.79
2008-01-03,35.22
2008-01-04,35.19
2008-01-07,34.55
2008-01-08,34.71
2008-01-09,33.36
2008-01-10,34.35
2008-01-11,34.14
2008-01-14,34.46
2008-01-15,34.03
2008-01-16,33.42
2008-01-17,33.54
2008-01-18,33.16
2008-01-22,31.54
2008-01-23,31.48
2008-01-24,32.35
2008-01-25,34.9
2008-01-28,33.02
2008-01-29,32.85
2008-01-30,32.56
2008-01-31,31.91
2008-02-01,31.06
2008-02-04,30.49
2008-02-05,29.91
2008-02-06,29.28
2008-02-07,28.34
2008-02-08,28.29
2008-02-11,28.52
2008-02-12,28.43
2008-02-13,28.62
2008-02-14,28.88
2008-02-15,28.31
2008-02-19,28.8
2008-02-20,28.15
2008-02-21,28.62
2008-02-22,28.24
2008-02-25,27.65
2008-02-26,27.74
2008-02-27,28.19
2008-02-28,28.02
2008-02-29,27.69
2008-03-03,27.24
2008-03-04,27.02
2008-03-05,27.75
2008-03-06,28.06
2008-03-07,27.34
2008-03-10,27.83
2008-03-11,28.4
2008-03-12,29.43
2008-03-13,28.54
2008-03-14,28.72
2008-03-17,27.3
2008-03-18,28.67
2008-03-19,29.38
2008-03-20,28.74
2008-03-24,29.33
2008-03-25,29.33
2008-03-26,29.03
2008-03-27,28.48
2008-03-28,28.23
2008-03-31,27.88
2008-04-01,28.83
2008-04-02,29.56
2008-04-03,29.0
2008-04-04,29.13
2008-04-07,29.55
2008-04-08,28.94
2008-04-09,28.72
2008-04-10,28.83
2008-04-11,28.87
2008-04-14,28.24
2008-04-15,28.12
2008-04-16,28.57
2008-04-17,29.12
2008-04-18,30.01
2008-04-21,30.19
2008-04-22,30.64
2008-04-23,30.45
2008-04-24,31.63
2008-04-25,30.05
2008-04-28,29.8
2008-04-29,28.8
2008-04-30,28.74
2008-05-01,28.5
2008-05-02,29.59
2008-05-05,29.93
2008-05-06,29.0
2008-05-07,29.69
2008-05-08,29.28
2008-05-09,29.21
2008-05-12,29.4
2008-05-13,30.0
2008-05-14,29.89
2008-05-15,29.98
2008-05-16,30.47
2008-05-19,29.87
2008-05-20,29.3
2008-05-21,28.81
2008-05-22,28.28
2008-05-23,28.26
2008-05-27,28.11
2008-05-28,28.56
2008-05-29,28.21
2008-05-30,28.38
2008-06-02,28.24
2008-06-03,27.91
2008-06-04,27.28
2008-06-05,27.72
2008-06-06,27.99
2008-06-09,27.65
2008-06-10,27.36
2008-06-11,27.85
2008-06-12,27.4
2008-06-13,28.63
2008-06-16,29.02
2008-06-17,29.04
2008-06-18,28.55
2008-06-19,28.55
2008-06-20,28.9
2008-06-23,28.3
2008-06-24,27.92
2008-06-25,27.81
2008-06-26,28.03
2008-06-27,27.68
2008-06-30,27.67
2008-07-01,27.26
2008-07-02,26.9
2008-07-03,25.97
2008-07-07,26.11
2008-07-08,25.92
2008-07-09,25.78
2008-07-10,25.2
2008-07-11,25.16
2008-07-14,25.48
2008-07-15,24.93
2008-07-16,26.13
2008-07-17,27.58
2008-07-18,26.36
2008-07-21,25.66
2008-07-22,25.54
2008-07-23,25.86
2008-07-24,26.09
2008-07-25,25.64
2008-07-28,26.06
2008-07-29,25.52
2008-07-30,26.2
2008-07-31,25.85
2008-08-01,25.92
2008-08-04,25.39
2008-08-05,25.64
2008-08-06,26.73
2008-08-07,26.9
2008-08-08,27.35
2008-08-11,27.86
2008-08-12,27.78
2008-08-13,28.07
2008-08-14,27.82
2008-08-15,27.98
2008-08-18,27.78
2008-08-19,27.54
2008-08-20,27.54
2008-08-21,27.1
2008-08-22,27.23
2008-08-25,27.61
2008-08-26,27.58
2008-08-27,27.34
2008-08-28,27.61
2008-08-29,27.68
2008-09-02,27.66
2008-09-03,27.0
2008-09-04,26.74
2008-09-05,26.03
2008-09-08,26.21
2008-09-09,26.2
2008-09-10,26.52
2008-09-11,26.1
2008-09-12,27.14
2008-09-15,26.92
2008-09-16,26.09
2008-09-17,25.73
2008-09-18,24.8
2008-09-19,26.37
2008-09-22,26.22
2008-09-23,25.66
2008-09-24,25.58
2008-09-25,25.82
2008-09-26,26.17
2008-09-29,26.94
2008-09-30,25.77
2008-10-01,26.38
2008-10-02,26.18
2008-10-03,26.36
2008-10-06,25.63
2008-10-07,24.98
2008-10-08,22.9
2008-10-09,23.76
2008-10-10,21.79
2008-10-13,22.86
2008-10-14,25.64
2008-10-15,23.78
2008-10-16,22.94
2008-10-17,23.56
2008-10-20,24.2
2008-10-21,24.3
2008-10-22,23.04
2008-10-23,21.55
2008-10-24,21.06
2008-10-27,21.67
2008-10-28,21.64
2008-10-29,23.13
2008-10-30,23.69
2008-10-31,22.53
2008-11-03,22.48
2008-11-04,23.13
2008-11-05,23.33
2008-11-06,21.87
2008-11-07,21.32
2008-11-10,21.84
2008-11-11,21.29
2008-11-12,20.89
2008-11-13,20.15
2008-11-14,20.56
2008-11-17,19.74
2008-11-18,19.5
2008-11-19,19.63
2008-11-20,18.12
2008-11-21,18.02
2008-11-24,19.89
2008-11-25,20.86
2008-11-26,19.73
2008-11-28,20.23
2008-12-01,19.88
2008-12-02,18.99
2008-12-03,18.65
2008-12-04,19.4
2008-12-05,18.91
2008-12-08,20.35
2008-12-09,20.62
2008-12-10,20.82
2008-12-11,20.11
2008-12-12,19.15
2008-12-15,19.34
2008-12-16,19.21
2008-12-17,19.81
2008-12-18,19.86
2008-12-19,19.42
2008-12-22,19.24
2008-12-23,19.28
2008-12-24,19.26
2008-12-26,19.2
2008-12-29,19.15
2008-12-30,19.01
2008-12-31,19.31
2009-01-02,19.53
2009-01-05,20.2
2009-01-06,20.75
2009-01-07,20.19
2009-01-08,19.63
2009-01-09,20.17
2009-01-12,19.71
2009-01-13,19.52
2009-01-14,19.53
2009-01-15,19.07
2009-01-16,19.63
2009-01-20,19.46
2009-01-21,18.87
2009-01-22,18.05
2009-01-23,16.97
2009-01-26,17.29
2009-01-27,17.78
2009-01-28,17.8
2009-01-29,17.78
2009-01-30,17.74
2009-02-02,17.03
2009-02-03,17.85
2009-02-04,18.54
2009-02-05,18.51
2009-02-06,19.16
2009-02-09,19.64
2009-02-10,19.25
2009-02-11,18.94
2009-02-12,18.97
2009-02-13,19.27
2009-02-17,18.49
2009-02-18,18.22
2009-02-19,18.3
2009-02-20,17.77
2009-02-23,18.02
2009-02-24,17.03
2009-02-25,17.01
2009-02-26,17.05
2009-02-27,16.29
2009-03-02,15.96
2009-03-03,16.03
2009-03-04,16.12
2009-03-05,15.86
2009-03-06,15.35
2009-03-09,15.2
2009-03-10,15.37
2009-03-11,16.63
2009-03-12,17.01
2009-03-13,16.98
2009-03-16,16.82
2009-03-17,16.32
2009-03-18,17.03
2009-03-19,17.37
2009-03-20,17.32
2009-03-23,17.37
2009-03-24,18.04
2009-03-25,17.98
2009-03-26,18.17
2009-03-27,18.54
2009-03-30,17.74
2009-03-31,17.83
2009-04-01,18.23
2009-04-02,19.5
2009-04-03,19.13
2009-04-06,18.54
2009-04-07,18.76
2009-04-08,18.97
2009-04-09,19.45
2009-04-13,19.69
2009-04-14,19.44
2009-04-15,19.21
2009-04-16,19.16
2009-04-17,19.68
2009-04-20,18.89
2009-04-21,18.59
2009-04-22,18.76
2009-04-23,18.92
2009-04-24,19.82
2009-04-27,20.55
2009-04-28,20.25
2009-04-29,20.11
2009-04-30,20.6
2009-05-01,20.19
2009-05-04,20.37
2009-05-05,20.14
2009-05-06,20.06
2009-05-07,19.96
2009-05-08,19.46
2009-05-11,19.2
2009-05-12,19.51
2009-05-13,19.92
2009-05-14,19.83
2009-05-15,20.13
2009-05-18,20.36
2009-05-19,20.51
2009-05-20,20.41
2009-05-21,20.14
2009-05-22,19.93
2009-05-26,19.54
2009-05-27,20.25
2009-05-28,20.32
2009-05-29,20.56
2009-06-01,21.0
2009-06-02,21.36
2009-06-03,21.31
2009-06-04,21.77
2009-06-05,21.96
2009-06-08,21.98
2009-06-09,22.06
2009-06-10,22.17
2009-06-11,22.59
2009-06-12,22.9
2009-06-15,23.23
2009-06-16,23.47
2009-06-17,23.5
2009-06-18,23.62
2009-06-19,24.04
2009-06-22,23.95
2009-06-23,23.38
2009-06-24,23.45
2009-06-25,23.43
2009-06-26,23.57
2009-06-29,23.6
2009-06-30,23.97
2009-07-01,24.05
2009-07-02,23.76
2009-07-06,23.21
2009-07-07,23.08
2009-07-08,22.31
2009-07-09,22.65
2009-07-10,22.19
2009-07-13,22.42
2009-07-14,23.2
2009-07-15,23.75
2009-07-16,23.93
2009-07-17,24.4
2009-07-20,24.44
2009-07-21,24.69
2009-07-22,24.7
2009-07-23,24.93
2009-07-24,23.61
2009-07-27,23.44
2009-07-28,22.99
2009-07-29,23.73
2009-07-30,24.2
2009-07-31,23.77
2009-08-03,23.82
2009-08-04,23.68
2009-08-05,23.84
2009-08-06,23.93
2009-08-07,23.75
2009-08-10,23.46
2009-08-11,23.32
2009-08-12,23.13
2009-08-13,23.63
2009-08-14,23.62
2009-08-17,23.32
2009-08-18,23.29
2009-08-19,23.25
2009-08-20,23.6
2009-08-21,23.93
2009-08-24,24.41
2009-08-25,24.6
2009-08-26,24.59
2009-08-27,24.41
2009-08-28,25.07
2009-08-31,24.57
2009-09-01,24.35
2009-09-02,23.82
2009-09-03,23.91
2009-09-04,24.09
2009-09-08,24.62
2009-09-09,24.74
2009-09-10,24.8
2009-09-11,24.93
2009-09-14,24.65
2009-09-15,24.97
2009-09-16,25.25
2009-09-17,25.06
2009-09-18,25.46
2009-09-21,25.11
2009-09-22,25.4
2009-09-23,25.92
2009-09-24,25.92
2009-09-25,25.69
2009-09-28,25.6
2009-09-29,25.91
2009-09-30,25.76
2009-10-01,25.4
2009-10-02,24.46
2009-10-05,24.98
2009-10-06,24.68
2009-10-07,24.99
2009-10-08,25.44
2009-10-09,25.57
2009-10-12,25.66
2009-10-13,25.59
2009-10-14,26.14
2009-10-15,25.9
2009-10-16,26.45
2009-10-19,26.49
2009-10-20,26.42
2009-10-21,26.46
2009-10-22,26.56
2009-10-23,29.2
2009-10-26,28.12
2009-10-27,28.73
2009-10-28,28.24
2009-10-29,28.07
2009-10-30,28.03
2009-11-02,27.7
2009-11-03,27.64
2009-11-04,27.69
2009-11-05,28.52
2009-11-06,28.38
2009-11-09,28.62
2009-11-10,28.9
2009-11-11,29.08
2009-11-12,29.01
2009-11-13,29.47
2009-11-16,29.61
2009-11-17,29.5
2009-11-18,30.0
2009-11-19,29.99
2009-11-20,29.66
2009-11-23,29.84
2009-11-24,29.95
2009-11-25,29.81
2009-11-27,29.11
2009-11-30,29.15
2009-12-01,29.52
2009-12-02,29.9
2009-12-03,29.84
2009-12-04,30.05
2009-12-07,29.78
2009-12-08,29.52
2009-12-09,29.47
2009-12-10,29.71
2009-12-11,29.97
2009-12-14,29.91
2009-12-15,29.89
2009-12-16,30.07
2009-12-17,29.95
2009-12-18,29.84
2009-12-21,30.4
2009-12-22,30.6
2009-12-23,30.71
2009-12-24,30.88
2009-12-28,31.0
2009-12-29,31.35
2009-12-30,31.15
2009-12-31,30.98
2010-01-04,30.62
2010-01-05,30.85
2010-01-06,30.88
2010-01-07,30.63
2010-01-08,30.28
2010-01-11,30.71
2010-01-12,30.15
2010-01-13,30.26
2010-01-14,30.31
2010-01-15,31.08
2010-01-19,30.75
2010-01-20,30.81
2010-01-21,30.61
2010-01-22,30.0
2010-01-25,29.24
2010-01-26,29.2
2010-01-27,29.35
2010-01-28,29.84
2010-01-29,29.9
2010-02-01,28.39
2010-02-02,28.37
2010-02-03,28.26
2010-02-04,28.38
2010-02-05,28.0
2010-02-08,28.01
2010-02-09,27.97
2010-02-10,28.03
2010-02-11,27.93
2010-02-12,27.81
2010-02-16,28.13
2010-02-17,28.53
2010-02-18,28.59
2010-02-19,28.79
2010-02-22,28.84
2010-02-23,28.68
2010-02-24,28.52
2010-02-25,28.27
2010-02-26,28.65
2010-03-01,28.77
2010-03-02,29.08
2010-03-03,28.51
2010-03-04,28.46
2010-03-05,28.66
2010-03-08,28.52
2010-03-09,28.56
2010-03-10,28.86
2010-03-11,28.89
2010-03-12,29.32
2010-03-15,29.18
2010-03-16,29.42
2010-03-17,29.5
2010-03-18,29.63
2010-03-19,29.76
2010-03-22,29.5
2010-03-23,29.59
2010-03-24,29.72
2010-03-25,29.83
2010-03-26,30.09
2010-03-29,29.71
2010-03-30,29.63
2010-03-31,29.64
2010-04-05,29.13
2010-04-06,29.15
2010-04-07,29.16
2010-04-08,29.32
2010-04-09,29.95
2010-04-12,30.25
2010-04-13,30.15
2010-04-14,30.79
2010-04-15,30.82
2010-04-16,30.79
2010-04-19,30.77
2010-04-20,31.22
2010-04-21,31.33
2010-04-22,31.04
2010-04-23,31.12
2010-04-26,31.0
2010-04-27,30.95
2010-04-28,30.92
2010-04-29,30.93
2010-04-30,31.07
2010-05-03,30.67
2010-05-04,30.52
2010-05-05,29.77
2010-05-06,29.59
2010-05-07,28.88
2010-05-10,29.01
2010-05-11,28.68
2010-05-12,28.98
2010-05-13,29.26
2010-05-14,29.2
2010-05-17,29.12
2010-05-18,28.87
2010-05-19,28.52
2010-05-20,27.65
2010-05-21,26.63
2010-05-24,26.85
2010-05-25,25.65
2010-05-26,26.23
2010-05-27,25.73
2010-05-28,25.84
2010-06-01,25.53
2010-06-02,26.06
2010-06-03,26.55
2010-06-04,26.1
2010-06-07,25.82
2010-06-08,25.25
2010-06-09,25.22
2010-06-10,25.13
2010-06-11,25.04
2010-06-14,25.86
2010-06-15,25.75
2010-06-16,26.47
2010-06-17,26.56
2010-06-18,26.37
2010-06-21,26.78
2010-06-22,26.16
2010-06-23,25.78
2010-06-24,25.46
2010-06-25,25.05
2010-06-28,24.51
2010-06-29,24.13
2010-06-30,23.3
2010-07-01,23.09
2010-07-02,23.36
2010-07-06,23.7
2010-07-07,23.82
2010-07-08,24.6
2010-07-09,24.33
2010-07-12,24.43
2010-07-13,25.14
2010-07-14,25.5
2010-07-15,25.5
2010-07-16,25.51
2010-07-19,24.96
2010-07-20,24.86
2010-07-21,25.6
2010-07-22,25.51
2010-07-23,25.84
2010-07-26,25.86
2010-07-27,26.14
2010-07-28,26.07
2010-07-29,26.13
2010-07-30,25.75
2010-08-02,25.99
2010-08-03,26.2
2010-08-04,26.15
2010-08-05,25.49
2010-08-06,25.18
2010-08-09,25.55
2010-08-10,25.33
2010-08-11,24.68
2010-08-12,24.42
2010-08-13,24.35
2010-08-16,24.36
2010-08-17,24.71
2010-08-18,24.68
2010-08-19,24.62
2010-08-20,24.31
2010-08-23,24.44
2010-08-24,24.09
2010-08-25,24.0
2010-08-26,24.09
2010-08-27,23.88
2010-08-30,23.74
2010-08-31,23.6
2010-09-01,23.67
2010-09-02,23.88
2010-09-03,24.24
2010-09-07,24.1
2010-09-08,24.07
2010-09-09,24.19
2010-09-10,23.98
2010-09-13,24.2
2010-09-14,25.04
2010-09-15,25.1
2010-09-16,25.06
2010-09-17,25.4
2010-09-20,25.28
2010-09-21,25.42
2010-09-22,24.89
2010-09-23,24.51
2010-09-24,24.64
2010-09-27,24.85
2010-09-28,24.8
2010-09-29,24.63
2010-09-30,24.61
2010-10-01,24.77
2010-10-04,23.96
2010-10-05,24.06
2010-10-06,24.32
2010-10-07,24.62
2010-10-08,24.62
2010-10-11,24.74
2010-10-12,24.65
2010-10-13,25.02
2010-10-14,25.29
2010-10-15,25.36
2010-10-18,25.59
2010-10-19,25.27
2010-10-20,25.26
2010-10-21,25.4
2010-10-22,25.52
2010-10-25,25.24
2010-10-26,25.12
2010-10-27,25.79
2010-10-28,26.21
2010-10-29,27.15
2010-11-01,26.88
2010-11-02,27.06
2010-11-03,27.46
2010-11-04,27.41
2010-11-05,27.17
2010-11-08,26.68
2010-11-09,26.81
2010-11-10,27.01
2010-11-11,26.68
2010-11-12,26.47
2010-11-15,26.33
2010-11-16,26.04
2010-11-17,25.9
2010-11-18,25.71
2010-11-19,25.8
2010-11-22,25.65
2010-11-23,25.57
2010-11-24,25.2
2010-11-26,25.21
2010-11-29,25.19
2010-11-30,25.05
2010-12-01,25.57
2010-12-02,26.24
2010-12-03,26.81
2010-12-06,26.93
2010-12-07,27.08
2010-12-08,26.83
2010-12-09,27.28
2010-12-10,27.19
2010-12-13,27.27
2010-12-14,27.31
2010-12-15,27.53
2010-12-16,27.76
2010-12-17,27.92
2010-12-20,27.95
2010-12-21,27.85
2010-12-22,28.01
2010-12-23,27.97
2010-12-27,28.12
2010-12-28,27.97
2010-12-29,27.94
2010-12-30,27.92
2010-12-31,27.8
2011-01-03,28.05
2011-01-04,27.94
2011-01-05,27.9
2011-01-06,28.04
2011-01-07,28.64
2011-01-10,28.26
2011-01-11,28.2
2011-01-12,28.12
2011-01-13,28.33
2011-01-14,28.08
2011-01-18,28.16
2011-01-19,28.46
2011-01-20,28.5
2011-01-21,28.4
2011-01-24,28.02
2011-01-25,28.14
2011-01-26,28.51
2011-01-27,28.75
2011-01-28,28.9
2011-01-31,27.77
2011-02-01,27.8
2011-02-02,27.93
2011-02-03,27.96
2011-02-04,27.7
2011-02-07,27.8
2011-02-08,28.1
2011-02-09,28.19
2011-02-10,27.93
2011-02-11,27.76
2011-02-14,27.2
2011-02-15,27.04
2011-02-16,27.05
2011-02-17,26.97
2011-02-18,27.13
2011-02-22,26.78
2011-02-23,26.53
2011-02-24,26.64
2011-02-25,26.91
2011-02-28,26.69
2011-03-01,26.6
2011-03-02,26.11
2011-03-03,26.26
2011-03-04,26.22
2011-03-07,26.13
2011-03-08,25.77
2011-03-09,25.81
2011-03-10,25.62
2011-03-11,25.41
2011-03-14,25.49
2011-03-15,25.08
2011-03-16,25.22
2011-03-17,25.06
2011-03-18,25.06
2011-03-21,25.18
2011-03-22,25.3
2011-03-23,25.23
2011-03-24,25.6
2011-03-25,25.93
2011-03-28,25.66
2011-03-29,25.34
2011-03-30,25.6
2011-03-31,25.6
2011-04-01,25.53
2011-04-04,25.45
2011-04-05,25.82
2011-04-06,25.98
2011-04-07,26.19
2011-04-08,26.17
2011-04-11,26.19
2011-04-12,25.83
2011-04-13,25.65
2011-04-14,25.42
2011-04-15,25.46
2011-04-18,25.1
2011-04-19,25.0
2011-04-20,25.54
2011-04-21,25.79
2011-04-25,25.56
2011-04-26,25.74
2011-04-27,26.3
2011-04-28,26.46
2011-04-29,26.55
2011-05-02,25.94
2011-05-03,25.6
2011-05-04,25.85
2011-05-05,26.05
2011-05-06,26.07
2011-05-09,25.8
2011-05-10,25.38
2011-05-11,25.65
2011-05-12,25.35
2011-05-13,25.28
2011-05-16,24.96
2011-05-17,24.4
2011-05-18,24.53
2011-05-19,24.85
2011-05-20,24.72
2011-05-23,24.21
2011-05-24,24.2
2011-05-25,24.17
2011-05-26,24.35
2011-05-27,24.68
2011-05-31,24.96
2011-06-01,24.99
2011-06-02,24.49
2011-06-03,24.05
2011-06-06,23.9
2011-06-07,24.09
2011-06-08,23.9
2011-06-09,24.01
2011-06-10,24.02
2011-06-13,23.79
2011-06-14,24.3
2011-06-15,24.0
2011-06-16,23.75
2011-06-17,24.22
2011-06-20,24.17
2011-06-21,24.52
2011-06-22,24.6
2011-06-23,24.44
2011-06-24,24.51
2011-06-27,24.23
2011-06-28,25.3
2011-06-29,25.71
2011-06-30,25.74
2011-07-01,25.93
2011-07-05,26.1
2011-07-06,25.97
2011-07-07,26.49
2011-07-08,26.54
2011-07-11,26.62
2011-07-12,26.55
2011-07-13,26.6
2011-07-14,26.62
2011-07-15,26.47
2011-07-18,26.63
2011-07-19,26.81
2011-07-20,27.28
2011-07-21,27.04
2011-07-22,26.86
2011-07-25,27.26
2011-07-26,27.82
2011-07-27,27.88
2011-07-28,27.29
2011-07-29,27.52
2011-08-01,27.51
2011-08-02,26.98
2011-08-03,26.64
2011-08-04,26.53
2011-08-05,25.97
2011-08-08,25.02
2011-08-09,24.71
2011-08-10,24.95
2011-08-11,24.5
2011-08-12,25.13
2011-08-15,25.24
2011-08-16,25.22
2011-08-17,25.25
2011-08-18,24.57
2011-08-19,24.41
2011-08-22,24.42
2011-08-23,24.03
2011-08-24,24.65
2011-08-25,25.08
2011-08-26,24.51
2011-08-29,25.53
2011-08-30,25.73
2011-08-31,26.29
2011-09-01,26.46
2011-09-02,25.78
2011-09-06,25.2
2011-09-07,25.69
2011-09-08,26.0
2011-09-09,26.0
2011-09-12,25.44
2011-09-13,25.92
2011-09-14,26.17
2011-09-15,26.73
2011-09-16,27.05
2011-09-19,26.8
2011-09-20,27.31
2011-09-21,27.05
2011-09-22,25.3
2011-09-23,24.9
2011-09-26,25.19
2011-09-27,25.66
2011-09-28,25.93
2011-09-29,25.98
2011-09-30,25.2
2011-10-03,24.72
2011-10-04,24.3
2011-10-05,25.42
2011-10-06,25.9
2011-10-07,26.34
2011-10-10,26.58
2011-10-11,26.86
2011-10-12,27.18
2011-10-13,26.76
2011-10-14,27.31
2011-10-17,27.11
2011-10-18,26.94
2011-10-19,27.37
2011-10-20,27.26
2011-10-21,27.15
2011-10-24,27.06
2011-10-25,27.08
2011-10-26,27.03
2011-10-27,27.13
2011-10-28,27.14
2011-10-31,26.76
2011-11-01,26.19
2011-11-02,26.1
2011-11-03,26.24
2011-11-04,26.38
2011-11-07,26.21
2011-11-08,27.01
2011-11-09,26.59
2011-11-10,26.47
2011-11-11,26.58
2011-11-14,26.88
2011-11-15,26.56
2011-11-16,26.47
2011-11-17,26.01
2011-11-18,25.48
2011-11-21,25.24
2011-11-22,24.89
2011-11-23,24.61
2011-11-25,24.38
2011-11-28,24.94
2011-11-29,24.82
2011-11-30,25.37
2011-12-01,25.56
2011-12-02,25.59
2011-12-05,25.78
2011-12-06,25.81
2011-12-07,25.67
2011-12-08,25.48
2011-12-09,25.52
2011-12-12,25.41
2011-12-13,25.75
2011-12-14,25.72
2011-12-15,25.72
2011-12-16,25.67
2011-12-19,26.02
2011-12-20,25.86
2011-12-21,26.01
2011-12-22,25.82
2011-12-23,25.91
2011-12-27,25.96
2011-12-28,26.11
2011-12-29,25.95
2011-12-30,26.0
2012-01-03,26.55
