time_captured,06_c25_raw_accZ
1970-01-01 00:00:00.000000000,495.564
1970-01-01 00:00:00.000000001,992.958
1970-01-01 00:00:00.000000002,1195.112
1970-01-01 00:00:00.000000003,1522.56
1970-01-01 00:00:00.000000004,977.586
1970-01-01 00:00:00.000000005,1120.204
1970-01-01 00:00:00.000000006,924.028
1970-01-01 00:00:00.000000007,374.174
1970-01-01 00:00:00.000000008,825.818
1970-01-01 00:00:00.000000009,528.26
1970-01-01 00:00:00.000000010,1318.332
1970-01-01 00:00:00.000000011,1759.728
1970-01-01 00:00:00.000000012,799.71
1970-01-01 00:00:00.000000013,786.046
1970-01-01 00:00:00.000000014,990.64
1970-01-01 00:00:00.000000015,540.338
1970-01-01 00:00:00.000000016,1150.582
1970-01-01 00:00:00.000000017,207.644
1970-01-01 00:00:00.000000018,649.406
1970-01-01 00:00:00.000000019,787.754
1970-01-01 00:00:00.000000020,1101.294
1970-01-01 00:00:00.000000021,1814.262
1970-01-01 00:00:00.000000022,1599.298
1970-01-01 00:00:00.000000023,856.806
1970-01-01 00:00:00.000000024,811.544
1970-01-01 00:00:00.000000025,432.246
1970-01-01 00:00:00.000000026,812.642
1970-01-01 00:00:00.000000027,752.374
1970-01-01 00:00:00.000000028,1564.894
1970-01-01 00:00:00.000000029,2060.092
1970-01-01 00:00:00.000000030,1247.572
1970-01-01 00:00:00.000000031,457.256
1970-01-01 00:00:00.000000032,1092.876
1970-01-01 00:00:00.000000033,410.042
1970-01-01 00:00:00.000000034,363.804
1970-01-01 00:00:00.000000035,168.116
1970-01-01 00:00:00.000000036,437.37
1970-01-01 00:00:00.000000037,863.882
1970-01-01 00:00:00.000000038,1275.022
1970-01-01 00:00:00.000000039,1381.162
1970-01-01 00:00:00.000000040,1267.214
1970-01-01 00:00:00.000000041,610.61
1970-01-01 00:00:00.000000042,894.016
1970-01-01 00:00:00.000000043,489.708
1970-01-01 00:00:00.000000044,277.306
1970-01-01 00:00:00.000000045,1324.432
1970-01-01 00:00:00.000000046,1159.976
1970-01-01 00:00:00.000000047,1004.304
1970-01-01 00:00:00.000000048,1073.234
1970-01-01 00:00:00.000000049,935.496
1970-01-01 00:00:00.000000050,341.478
1970-01-01 00:00:00.000000051,960.384
1970-01-01 00:00:00.000000052,641.354
1970-01-01 00:00:00.000000053,508.13
1970-01-01 00:00:00.000000054,1215.486
1970-01-01 00:00:00.000000055,835.212
1970-01-01 00:00:00.000000056,1185.23
1970-01-01 00:00:00.000000057,1883.802
1970-01-01 00:00:00.000000058,561.2
1970-01-01 00:00:00.000000059,580.476
1970-01-01 00:00:00.000000060,590.114
1970-01-01 00:00:00.000000061,1185.962
1970-01-01 00:00:00.000000062,617.808
1970-01-01 00:00:00.000000063,1239.52
1970-01-01 00:00:00.000000064,1721.908
1970-01-01 00:00:00.000000065,1236.592
