time_captured,CVX_High
2011-01-13,92.6
2011-01-14,92.88
2011-01-18,93.75
2011-01-19,93.71
2011-01-20,92.86
2011-01-21,93.94
2011-01-24,94.53
2011-01-25,94.44
2011-01-26,94.97
2011-01-27,94.96
2011-01-28,94.85
2011-01-31,95.19
2011-02-01,96.49
2011-02-02,96.85
2011-02-03,97.44
2011-02-04,97.33
2011-02-07,98.23
2011-02-08,97.99
2011-02-09,97.38
2011-02-10,96.98
2011-02-11,97.18
2011-02-14,97.16
2011-02-15,96.85
2011-02-16,97.02
2011-02-17,97.34
2011-02-18,98.81
2011-02-22,102.12
2011-02-23,103.94
2011-02-24,103.42
2011-02-25,102.63
2011-02-28,103.94
2011-03-01,104.99
2011-03-02,103.97
2011-03-03,104.57
2011-03-04,104.78
2011-03-07,104.77
2011-03-08,104.04
2011-03-09,103.68
2011-03-10,101.48
2011-03-11,100.75
2011-03-14,101.0
2011-03-15,102.0
2011-03-16,102.07
2011-03-17,102.57
2011-03-18,103.97
2011-03-21,105.2
2011-03-22,105.94
2011-03-23,105.92
2011-03-24,105.92
2011-03-25,107.01
2011-03-28,107.1
2011-03-29,107.48
2011-03-30,108.74
2011-03-31,109.65
2011-04-01,108.78
2011-04-04,108.57
2011-04-05,109.8
2011-04-06,109.94
2011-04-07,109.1
2011-04-08,109.94
2011-04-11,109.9
2011-04-12,106.7
2011-04-13,105.14
2011-04-14,105.29
2011-04-15,106.5
2011-04-18,104.99
2011-04-19,105.85
2011-04-20,108.34
2011-04-21,108.25
2011-04-25,107.78
2011-04-26,108.83
2011-04-27,109.17
2011-04-28,109.1
2011-04-29,109.6
2011-05-02,109.58
2011-05-03,107.84
2011-05-04,106.02
2011-05-05,104.12
2011-05-06,104.45
2011-05-09,104.86
2011-05-10,104.95
2011-05-11,103.46
2011-05-12,103.32
2011-05-13,103.49
2011-05-16,103.29
2011-05-17,101.19
2011-05-18,103.46
2011-05-19,104.53
2011-05-20,103.81
2011-05-23,101.91
2011-05-24,103.39
2011-05-25,103.86
2011-05-26,103.8
2011-05-27,104.22
2011-05-31,105.21
2011-06-01,104.95
2011-06-02,102.59
2011-06-03,101.69
2011-06-06,101.31
2011-06-07,100.91
2011-06-08,100.84
2011-06-09,101.87
2011-06-10,101.0
2011-06-13,100.51
2011-06-14,101.29
2011-06-15,99.91
2011-06-16,99.66
2011-06-17,100.84
2011-06-20,100.2
2011-06-21,101.98
2011-06-22,102.46
2011-06-23,99.55
2011-06-24,99.74
2011-06-27,99.64
2011-06-28,100.6
2011-06-29,101.71
2011-06-30,102.94
2011-07-01,104.19
2011-07-05,105.76
2011-07-06,105.24
2011-07-07,106.92
2011-07-08,106.0
2011-07-11,104.64
2011-07-12,105.95
2011-07-13,106.61
2011-07-14,106.47
2011-07-15,106.3
2011-07-18,106.5
2011-07-19,107.8
2011-07-20,107.65
2011-07-21,109.75
2011-07-22,109.66
2011-07-25,109.0
2011-07-26,108.47
2011-07-27,107.0
2011-07-28,105.85
2011-07-29,105.23
2011-08-01,106.13
2011-08-02,105.7
2011-08-03,103.74
2011-08-04,100.98
2011-08-05,99.34
2011-08-08,95.8
2011-08-09,93.71
2011-08-10,93.85
2011-08-11,95.14
2011-08-12,97.05
2011-08-15,99.23
2011-08-16,99.28
2011-08-17,99.09
2011-08-18,95.38
2011-08-19,95.36
2011-08-22,96.55
2011-08-23,97.38
2011-08-24,97.76
2011-08-25,98.52
2011-08-26,97.35
2011-08-29,98.76
2011-08-30,98.98
2011-08-31,99.72
2011-09-01,100.48
2011-09-02,97.06
2011-09-06,95.8
2011-09-07,99.44
2011-09-08,100.58
2011-09-09,97.39
2011-09-12,95.93
2011-09-13,96.84
2011-09-14,99.0
2011-09-15,99.5
2011-09-16,100.16
2011-09-19,99.34
2011-09-20,99.74
2011-09-21,97.78
2011-09-22,91.51
2011-09-23,90.84
2011-09-26,91.65
2011-09-27,95.35
2011-09-28,95.33
2011-09-29,94.48
2011-09-30,94.8
2011-10-03,92.77
2011-10-04,91.84
2011-10-05,94.74
2011-10-06,94.81
2011-10-07,95.73
2011-10-10,98.24
2011-10-11,98.64
2011-10-12,98.75
2011-10-13,98.1
2011-10-14,100.56
2011-10-17,100.25
2011-10-18,104.15
2011-10-19,104.08
2011-10-20,103.66
2011-10-21,105.84
2011-10-24,106.87
2011-10-25,106.91
2011-10-26,106.84
2011-10-27,110.01
2011-10-28,109.99
2011-10-31,108.0
2011-11-01,103.68
2011-11-02,104.93
2011-11-03,106.35
2011-11-04,106.6
2011-11-07,108.53
2011-11-08,109.0
2011-11-09,106.49
2011-11-10,106.01
2011-11-11,107.52
2011-11-14,106.74
2011-11-15,107.33
2011-11-16,103.42
2011-11-17,102.13
2011-11-18,101.5
2011-11-21,96.94
2011-11-22,97.25
2011-11-23,95.58
2011-11-25,94.45
2011-11-28,96.35
2011-11-29,98.05
2011-11-30,102.82
2011-12-01,103.0
2011-12-02,103.19
2011-12-05,104.0
2011-12-06,104.73
2011-12-07,105.74
2011-12-08,104.8
2011-12-09,104.5
2011-12-12,104.23
2011-12-13,105.89
2011-12-14,104.02
2011-12-15,101.6
2011-12-16,100.86
2011-12-19,101.33
2011-12-20,103.85
2011-12-21,105.53
2011-12-22,106.58
2011-12-23,107.61
2011-12-27,108.49
2011-12-28,108.16
2011-12-29,107.56
2011-12-30,107.5
2012-01-03,110.99
2012-01-04,110.37
2012-01-05,109.54
2012-01-06,109.61
2012-01-09,109.67
2012-01-10,110.66
2012-01-11,108.65
2012-01-12,106.04
2012-01-13,106.15
2012-01-17,107.98
2012-01-18,106.94
2012-01-19,107.5
2012-01-20,107.2
2012-01-23,107.5
2012-01-24,107.09
2012-01-25,108.0
2012-01-26,108.57
2012-01-27,104.67
2012-01-30,103.5
2012-01-31,104.78
2012-02-01,104.42
2012-02-02,103.96
2012-02-03,105.6
2012-02-06,106.76
2012-02-07,107.06
2012-02-08,107.5
2012-02-09,107.41
2012-02-10,105.52
2012-02-13,106.53
2012-02-14,106.53
2012-02-15,106.24
2012-02-16,106.57
2012-02-17,107.24
2012-02-21,108.5
2012-02-22,108.56
2012-02-23,108.5
2012-02-24,109.4
2012-02-27,110.22
2012-02-28,110.4
2012-02-29,110.92
2012-03-01,110.14
2012-03-02,109.87
2012-03-05,109.45
2012-03-06,109.03
2012-03-07,109.95
2012-03-08,110.57
2012-03-09,110.41
2012-03-12,110.0
2012-03-13,111.31
2012-03-14,112.28
2012-03-15,110.93
2012-03-16,110.83
2012-03-19,111.06
2012-03-20,109.93
2012-03-21,109.02
2012-03-22,106.99
2012-03-23,106.9
2012-03-26,107.97
2012-03-27,108.0
2012-03-28,106.96
2012-03-29,107.02
2012-03-30,107.24
2012-04-02,108.79
2012-04-03,108.23
2012-04-04,106.26
2012-04-05,105.9
2012-04-09,104.08
2012-04-10,103.38
2012-04-11,102.45
2012-04-12,102.86
2012-04-13,102.36
2012-04-16,102.24
2012-04-17,104.09
2012-04-18,103.97
2012-04-19,103.64
2012-04-20,103.84
2012-04-23,102.72
2012-04-24,103.17
2012-04-25,103.89
2012-04-26,106.7
2012-04-27,106.8
2012-04-30,106.61
2012-05-01,108.79
2012-05-02,107.65
2012-05-03,107.06
2012-05-04,105.49
2012-05-07,103.82
2012-05-08,103.21
2012-05-09,102.5
2012-05-10,104.24
2012-05-11,103.95
2012-05-14,102.3
2012-05-15,102.66
2012-05-16,101.78
2012-05-17,101.41
2012-05-18,100.75
2012-05-21,99.74
2012-05-22,100.68
2012-05-23,99.0
2012-05-24,100.12
2012-05-25,100.24
2012-05-29,100.85
2012-05-30,99.11
2012-05-31,99.16
2012-06-01,97.29
2012-06-04,97.14
2012-06-05,96.87
2012-06-06,99.8
2012-06-07,102.0
2012-06-08,101.0
2012-06-11,102.33
2012-06-12,100.9
2012-06-13,101.4
2012-06-14,102.17
2012-06-15,104.5
2012-06-18,103.97
2012-06-19,104.65
2012-06-20,104.55
2012-06-21,103.75
2012-06-22,101.12
2012-06-25,99.56
2012-06-26,101.29
2012-06-27,102.9
2012-06-28,103.65
2012-06-29,105.51
2012-07-02,106.09
2012-07-03,107.42
2012-07-05,107.05
2012-07-06,105.35
2012-07-09,105.04
2012-07-10,105.39
2012-07-11,105.63
2012-07-12,106.08
2012-07-13,106.19
2012-07-16,107.25
2012-07-17,107.5
2012-07-18,107.98
2012-07-19,108.98
2012-07-20,109.25
2012-07-23,108.28
2012-07-24,108.16
2012-07-25,106.77
2012-07-26,108.63
2012-07-27,109.5
2012-07-30,109.93
2012-07-31,110.82
2012-08-01,111.23
2012-08-02,109.93
2012-08-03,111.88
2012-08-06,112.1
2012-08-07,112.39
2012-08-08,112.64
2012-08-09,113.28
2012-08-10,113.64
2012-08-13,113.59
2012-08-14,113.87
2012-08-15,113.0
2012-08-16,113.59
2012-08-17,113.57
2012-08-20,112.89
2012-08-21,113.45
2012-08-22,112.35
2012-08-23,112.17
2012-08-24,112.2
2012-08-27,112.39
2012-08-28,112.8
2012-08-29,112.44
2012-08-30,111.69
2012-08-31,112.95
2012-09-04,112.27
2012-09-05,111.73
2012-09-06,113.44
2012-09-07,114.0
2012-09-10,114.54
2012-09-11,114.75
2012-09-12,114.74
2012-09-13,116.97
2012-09-14,118.22
2012-09-17,118.5
2012-09-18,117.65
2012-09-19,117.18
2012-09-20,118.17
2012-09-21,118.53
2012-09-24,118.49
2012-09-25,118.5
2012-09-26,117.0
2012-09-27,117.4
2012-09-28,116.89
2012-10-01,118.25
2012-10-02,118.08
2012-10-03,117.74
2012-10-04,117.47
2012-10-05,118.25
2012-10-08,117.87
2012-10-09,118.38
2012-10-10,115.05
2012-10-11,114.22
2012-10-12,113.29
2012-10-15,113.04
2012-10-16,114.41
2012-10-17,115.36
2012-10-18,115.03
2012-10-19,114.99
2012-10-22,113.7
2012-10-23,111.58
2012-10-24,110.49
2012-10-25,110.97
2012-10-26,111.69
2012-10-31,111.94
2012-11-01,111.69
2012-11-02,111.21
2012-11-05,109.34
2012-11-06,110.69
2012-11-07,109.3
2012-11-08,107.67
2012-11-09,106.69
2012-11-12,106.52
2012-11-13,106.45
2012-11-14,105.01
2012-11-15,103.47
2012-11-16,102.49
2012-11-19,104.35
2012-11-20,104.12
2012-11-21,104.12
2012-11-23,105.47
2012-11-26,104.99
2012-11-27,105.16
2012-11-28,105.62
2012-11-29,106.69
2012-11-30,106.37
2012-12-03,106.07
2012-12-04,105.09
2012-12-05,105.81
2012-12-06,106.5
2012-12-07,107.0
2012-12-10,107.69
2012-12-11,108.23
2012-12-12,109.18
2012-12-13,108.54
2012-12-14,108.39
2012-12-17,108.84
2012-12-18,110.4
2012-12-19,111.11
2012-12-20,110.67
2012-12-21,110.3
2012-12-24,109.39
2012-12-26,109.27
2012-12-27,108.86
2012-12-28,107.78
2012-12-31,108.23
2013-01-02,110.42
2013-01-03,110.92
2013-01-04,110.62
2013-01-07,110.09
2013-01-08,109.69
2013-01-09,110.08
2013-01-10,110.76
2013-01-11,112.08
2013-01-14,112.95
2013-01-15,113.47
2013-01-16,114.33
2013-01-17,115.86
2013-01-18,115.24
2013-01-22,115.94
2013-01-23,115.9
2013-01-24,116.37
2013-01-25,116.38
2013-01-28,116.58
2013-01-29,117.4
2013-01-30,117.5
2013-01-31,116.9
2013-02-01,116.69
2013-02-04,115.89
2013-02-05,116.38
2013-02-06,115.92
2013-02-07,116.0
2013-02-08,115.78
2013-02-11,115.84
2013-02-12,116.84
2013-02-13,115.84
2013-02-14,116.26
2013-02-15,115.7
2013-02-19,116.26
2013-02-20,116.1
2013-02-21,115.3
2013-02-22,116.23
2013-02-25,117.34
2013-02-26,115.17
2013-02-27,116.95
2013-02-28,117.89
2013-03-01,117.24
2013-03-04,117.81
2013-03-05,118.25
2013-03-06,118.78
2013-03-07,118.89
2013-03-08,119.11
2013-03-11,118.8
2013-03-12,119.3
2013-03-13,118.7
2013-03-14,120.26
2013-03-15,119.92
2013-03-18,119.9
2013-03-19,119.81
2013-03-20,120.88
2013-03-21,120.99
2013-03-22,121.4
2013-03-25,121.56
2013-03-26,121.13
2013-03-27,120.72
2013-03-28,120.73
2013-04-01,119.86
2013-04-02,119.95
2013-04-03,119.25
2013-04-04,118.68
2013-04-05,117.64
2013-04-08,117.87
2013-04-09,118.87
2013-04-10,119.83
2013-04-11,121.15
2013-04-12,120.9
2013-04-15,118.9
2013-04-16,117.5
2013-04-17,116.4
2013-04-18,116.12
2013-04-19,116.95
2013-04-22,117.1
2013-04-23,118.09
2013-04-24,118.68
2013-04-25,120.0
2013-04-26,120.41
2013-04-29,121.6
2013-04-30,122.01
2013-05-01,121.58
2013-05-02,122.33
2013-05-03,123.91
2013-05-06,123.78
2013-05-07,123.72
2013-05-08,123.6
2013-05-09,123.95
2013-05-10,123.71
2013-05-13,123.1
2013-05-14,125.0
2013-05-15,123.73
2013-05-16,123.37
2013-05-17,123.42
2013-05-20,124.84
2013-05-21,126.2
2013-05-22,126.98
2013-05-23,125.83
2013-05-24,125.56
2013-05-28,127.4
2013-05-29,126.73
2013-05-30,125.97
2013-05-31,125.3
2013-06-03,124.12
2013-06-04,123.65
2013-06-05,123.1
2013-06-06,121.49
2013-06-07,121.97
2013-06-10,122.98
2013-06-11,122.76
2013-06-12,122.73
2013-06-13,121.83
2013-06-14,121.68
2013-06-17,121.78
2013-06-18,121.72
2013-06-19,122.38
2013-06-20,119.66
2013-06-21,119.54
2013-06-24,118.03
2013-06-25,117.87
2013-06-26,118.54
2013-06-27,119.54
2013-06-28,119.56
2013-07-01,120.01
2013-07-02,120.33
2013-07-03,119.3
2013-07-05,120.86
2013-07-08,122.31
2013-07-09,123.74
2013-07-10,124.54
2013-07-11,124.11
2013-07-12,124.15
2013-07-15,125.14
2013-07-16,125.24
2013-07-17,125.0
2013-07-18,125.65
2013-07-19,126.91
2013-07-22,127.61
2013-07-23,127.65
2013-07-24,127.63
2013-07-25,127.83
2013-07-26,127.62
2013-07-29,127.37
2013-07-30,126.96
2013-07-31,126.91
2013-08-01,126.66
2013-08-02,125.1
2013-08-05,124.75
2013-08-06,124.16
2013-08-07,123.92
2013-08-08,124.21
2013-08-09,123.12
2013-08-12,122.07
2013-08-13,123.23
2013-08-14,122.96
2013-08-15,121.0
2013-08-16,120.19
2013-08-19,120.0
2013-08-20,119.3
2013-08-21,118.5
2013-08-22,119.19
2013-08-23,119.73
2013-08-26,119.92
2013-08-27,119.67
2013-08-28,122.36
2013-08-29,121.56
2013-08-30,120.88
2013-09-03,121.48
2013-09-04,121.27
2013-09-05,121.66
2013-09-06,122.75
2013-09-09,122.47
2013-09-10,123.01
2013-09-11,124.0
2013-09-12,124.62
2013-09-13,124.84
2013-09-16,125.19
2013-09-17,125.19
2013-09-18,126.43
2013-09-19,126.12
2013-09-20,126.23
2013-09-23,125.62
2013-09-24,125.84
2013-09-25,125.03
2013-09-26,124.44
2013-09-27,123.26
2013-09-30,122.02
2013-10-01,121.74
2013-10-02,121.18
2013-10-03,120.66
2013-10-04,118.54
2013-10-07,118.5
2013-10-08,118.09
2013-10-09,116.8
2013-10-10,116.38
2013-10-11,117.71
2013-10-14,118.75
2013-10-15,119.07
2013-10-16,119.72
2013-10-17,119.61
2013-10-18,119.85
2013-10-21,120.19
2013-10-22,120.79
2013-10-23,120.64
2013-10-24,121.0
2013-10-25,121.22
2013-10-28,121.15
2013-10-29,122.01
2013-10-30,121.96
2013-10-31,121.33
2013-11-01,119.44
2013-11-04,118.6
2013-11-05,118.9
2013-11-06,121.41
2013-11-07,121.88
2013-11-08,121.21
2013-11-11,121.5
2013-11-12,121.25
2013-11-13,120.15
2013-11-14,119.93
2013-11-15,120.27
2013-11-18,120.89
2013-11-19,122.38
2013-11-20,122.75
2013-11-21,123.6
2013-11-22,124.19
2013-11-25,124.1
2013-11-26,123.7
2013-11-27,122.74
2013-11-29,123.3
2013-12-02,123.06
2013-12-03,122.9
2013-12-04,122.83
2013-12-05,122.0
2013-12-06,122.36
2013-12-09,123.88
2013-12-10,123.94
2013-12-11,123.89
2013-12-12,122.1
2013-12-13,121.14
2013-12-16,120.7
2013-12-17,120.23
2013-12-18,121.77
2013-12-19,123.4
2013-12-20,123.79
2013-12-23,123.59
2013-12-24,123.55
2013-12-26,124.99
2013-12-27,125.65
2013-12-30,125.21
2013-12-31,125.17
2014-01-02,124.88
2014-01-03,124.89
2014-01-06,124.8
2014-01-07,125.32
2014-01-08,124.46
2014-01-09,123.42
2014-01-10,122.84
2014-01-13,120.9
2014-01-14,119.75
2014-01-15,120.07
2014-01-16,119.29
2014-01-17,120.38
2014-01-21,120.89
2014-01-22,120.76
2014-01-23,119.85
2014-01-24,118.14
2014-01-27,117.25
2014-01-28,117.03
2014-01-29,116.89
2014-01-30,116.96
2014-01-31,113.9
2014-02-03,112.46
2014-02-04,112.04
2014-02-05,111.0
2014-02-06,111.35
2014-02-07,112.12
2014-02-10,112.47
2014-02-11,113.87
2014-02-12,112.89
2014-02-13,112.74
2014-02-14,113.83
2014-02-18,114.11
2014-02-19,115.05
2014-02-20,115.33
2014-02-21,114.74
2014-02-24,115.0
2014-02-25,115.44
2014-02-26,115.86
2014-02-27,115.82
2014-02-28,116.74
2014-03-03,116.19
2014-03-04,116.27
2014-03-05,115.26
2014-03-06,115.15
2014-03-07,115.95
2014-03-10,115.94
2014-03-11,116.23
2014-03-12,116.36
2014-03-13,115.75
2014-03-14,114.9
2014-03-17,115.29
2014-03-18,116.56
2014-03-19,116.74
2014-03-20,116.08
2014-03-21,118.0
2014-03-24,116.69
2014-03-25,117.19
2014-03-26,118.28
2014-03-27,117.99
2014-03-28,118.55
2014-03-31,119.62
2014-04-01,119.61
2014-04-02,119.54
2014-04-03,119.79
2014-04-04,119.75
2014-04-07,118.82
2014-04-08,118.31
2014-04-09,119.25
2014-04-10,118.06
2014-04-11,117.73
2014-04-14,118.83
2014-04-15,120.31
2014-04-16,122.12
2014-04-17,123.85
2014-04-21,124.4
2014-04-22,124.35
2014-04-23,124.96
2014-04-24,124.92
2014-04-25,124.7
2014-04-28,126.06
2014-04-29,127.27
2014-04-30,125.98
2014-05-01,125.76
2014-05-02,125.8
2014-05-05,125.85
2014-05-06,125.69
2014-05-07,126.78
2014-05-08,126.13
2014-05-09,126.07
2014-05-12,125.57
2014-05-13,125.99
2014-05-14,126.78
2014-05-15,125.5
2014-05-16,124.35
2014-05-19,123.42
2014-05-20,123.1
2014-05-21,124.36
2014-05-22,124.41
2014-05-23,124.36
2014-05-27,123.99
2014-05-28,123.31
2014-05-29,122.9
2014-05-30,122.88
2014-06-02,123.04
2014-06-03,122.82
2014-06-04,122.68
2014-06-05,123.78
2014-06-06,124.7
2014-06-09,124.64
2014-06-10,125.37
2014-06-11,125.47
2014-06-12,126.23
2014-06-13,127.26
2014-06-16,128.8
2014-06-17,129.04
2014-06-18,130.5
2014-06-19,132.0
2014-06-20,132.4
2014-06-23,133.57
2014-06-24,133.46
2014-06-25,132.36
2014-06-26,131.22
2014-06-27,130.94
2014-06-30,130.63
2014-07-01,131.42
2014-07-02,130.92
2014-07-03,131.59
2014-07-07,130.64
2014-07-08,130.38
2014-07-09,131.69
2014-07-10,130.86
2014-07-11,129.89
2014-07-14,129.5
2014-07-15,129.5
2014-07-16,130.94
2014-07-17,131.5
2014-07-18,130.73
2014-07-21,131.34
2014-07-22,133.2
2014-07-23,133.93
2014-07-24,135.1
2014-07-25,134.61
2014-07-28,133.8
2014-07-29,133.72
2014-07-30,133.69
2014-07-31,131.97
2014-08-01,128.96
2014-08-04,128.36
2014-08-05,127.81
2014-08-06,126.97
2014-08-07,126.73
2014-08-08,127.96
2014-08-11,128.67
2014-08-12,127.28
2014-08-13,128.24
2014-08-14,127.7
2014-08-15,126.79
2014-08-18,126.59
2014-08-19,127.7
2014-08-20,127.6
2014-08-21,128.18
2014-08-22,127.5
2014-08-25,128.07
2014-08-26,128.71
2014-08-27,128.82
2014-08-28,128.9
2014-08-29,129.53
2014-09-02,129.38
2014-09-03,128.88
2014-09-04,128.46
2014-09-05,127.44
2014-09-08,126.75
2014-09-09,125.79
2014-09-10,124.74
2014-09-11,124.07
2014-09-12,123.66
2014-09-15,124.78
2014-09-16,125.68
2014-09-17,125.49
2014-09-18,125.04
2014-09-19,125.7
2014-09-22,124.92
2014-09-23,123.98
2014-09-24,123.07
2014-09-25,122.61
2014-09-26,122.04
2014-09-29,120.74
2014-09-30,120.51
2014-10-01,119.35
2014-10-02,117.9
2014-10-03,118.16
2014-10-06,119.05
2014-10-07,118.43
2014-10-08,118.25
2014-10-09,117.08
2014-10-10,115.73
2014-10-13,114.59
2014-10-14,113.05
2014-10-15,109.5
2014-10-16,111.32
2014-10-17,112.74
2014-10-20,112.28
2014-10-21,115.17
2014-10-22,116.24
2014-10-23,117.32
2014-10-24,116.26
2014-10-27,115.37
2014-10-28,117.27
2014-10-29,118.93
2014-10-30,117.25
2014-10-31,120.17
2014-11-03,119.97
2014-11-04,116.02
2014-11-05,117.3
2014-11-06,118.55
2014-11-07,119.73
2014-11-10,119.67
2014-11-11,118.67
2014-11-12,118.71
2014-11-13,117.47
2014-11-14,116.35
2014-11-17,116.15
2014-11-18,116.63
2014-11-19,116.68
2014-11-20,117.47
2014-11-21,118.91
2014-11-24,118.58
2014-11-25,117.82
2014-11-26,116.35
2014-11-28,111.69
2014-12-01,112.49
2014-12-02,114.56
2014-12-03,114.82
2014-12-04,113.08
2014-12-05,112.29
2014-12-08,109.94
2014-12-09,108.15
2014-12-10,106.25
2014-12-11,107.27
2014-12-12,104.35
2014-12-15,103.91
2014-12-16,104.47
2014-12-17,106.59
2014-12-18,109.03
2014-12-19,112.96
2014-12-22,112.99
2014-12-23,114.45
2014-12-24,114.14
2014-12-26,114.35
2014-12-29,114.38
2014-12-30,113.65
2014-12-31,113.31
2015-01-02,113.0
2015-01-05,111.2
2015-01-06,109.02
2015-01-07,109.72
2015-01-08,110.44
2015-01-09,110.22
2015-01-12,107.47
2015-01-13,107.66
2015-01-14,104.41
2015-01-15,104.94
2015-01-16,105.14
2015-01-20,106.58
2015-01-21,108.27
2015-01-22,109.12
2015-01-23,108.75
2015-01-26,109.35
2015-01-27,108.81
2015-01-28,108.17
2015-01-29,104.63
2015-01-30,103.28
2015-02-02,106.13
2015-02-03,110.11
2015-02-04,109.28
2015-02-05,110.11
2015-02-06,110.46
2015-02-09,111.5
2015-02-10,110.62
2015-02-11,110.18
2015-02-12,111.05
2015-02-13,112.84
2015-02-17,112.93
2015-02-18,111.65
2015-02-19,109.58
2015-02-20,108.87
2015-02-23,108.5
2015-02-24,108.24
2015-02-25,108.78
2015-02-26,107.92
2015-02-27,107.73
2015-03-02,106.34
2015-03-03,106.22
2015-03-04,105.64
2015-03-05,105.31
2015-03-06,104.52
2015-03-09,105.63
2015-03-10,104.55
2015-03-11,103.89
2015-03-12,104.51
2015-03-13,101.84
2015-03-16,103.27
2015-03-17,103.54
2015-03-18,106.88
2015-03-19,105.4
2015-03-20,107.26
2015-03-23,107.69
2015-03-24,106.19
2015-03-25,106.2
2015-03-26,106.52
2015-03-27,104.99
2015-03-30,107.21
2015-03-31,106.07
2015-04-01,106.22
2015-04-02,105.68
2015-04-06,107.86
2015-04-07,109.09
2015-04-08,108.92
2015-04-09,107.24
2015-04-10,107.66
2015-04-13,107.9
2015-04-14,109.09
2015-04-15,110.69
2015-04-16,110.94
2015-04-17,109.69
2015-04-20,111.71
2015-04-21,110.74
2015-04-22,110.44
2015-04-23,110.65
2015-04-24,110.04
2015-04-27,110.74
2015-04-28,111.24
2015-04-29,111.99
2015-04-30,112.2
2015-05-01,110.8
2015-05-04,109.41
2015-05-05,109.93
2015-05-06,109.53
2015-05-07,108.2
2015-05-08,108.8
2015-05-11,108.69
2015-05-12,108.0
2015-05-13,108.47
2015-05-14,109.3
2015-05-15,108.33
2015-05-18,107.51
2015-05-19,106.31
2015-05-20,105.9
2015-05-21,106.27
2015-05-22,105.55
2015-05-26,104.44
2015-05-27,103.78
2015-05-28,103.42
2015-05-29,103.57
2015-06-01,103.75
2015-06-02,103.11
2015-06-03,103.38
2015-06-04,102.37
2015-06-05,103.1
2015-06-08,101.39
2015-06-09,101.25
2015-06-10,102.58
2015-06-11,102.2
2015-06-12,100.69
2015-06-15,100.06
2015-06-16,100.44
2015-06-17,101.17
2015-06-18,100.9
2015-06-19,100.17
2015-06-22,100.37
2015-06-23,100.43
2015-06-24,100.68
2015-06-25,99.66
2015-06-26,98.69
2015-06-29,97.96
2015-06-30,97.66
2015-07-01,96.62
2015-07-02,96.67
2015-07-06,95.56
2015-07-07,95.48
2015-07-08,95.09
2015-07-09,95.21
2015-07-10,94.95
2015-07-13,94.89
2015-07-14,95.79
2015-07-15,95.7
2015-07-16,94.73
2015-07-17,94.39
2015-07-20,93.49
2015-07-21,94.14
2015-07-22,94.33
2015-07-23,94.07
2015-07-24,92.78
2015-07-27,90.09
2015-07-28,92.69
2015-07-29,93.4
2015-07-30,93.81
2015-07-31,91.75
2015-08-03,87.33
2015-08-04,86.9
2015-08-05,86.0
2015-08-06,85.58
2015-08-07,85.26
2015-08-10,86.1
2015-08-11,85.98
2015-08-12,87.11
2015-08-13,86.34
2015-08-14,86.42
2015-08-17,84.51
2015-08-18,83.77
2015-08-19,82.91
2015-08-20,81.29
2015-08-21,79.59
2015-08-24,75.38
2015-08-25,75.02
2015-08-26,73.1
2015-08-27,78.12
2015-08-28,81.2
2015-08-31,81.08
2015-09-01,79.39
2015-09-02,79.75
2015-09-03,79.42
2015-09-04,77.63
2015-09-08,77.56
2015-09-09,78.2
2015-09-10,75.8
2015-09-11,76.25
2015-09-14,76.0
2015-09-15,77.69
2015-09-16,79.21
2015-09-17,80.47
2015-09-18,78.7
2015-09-21,78.73
2015-09-22,77.69
2015-09-23,77.53
2015-09-24,77.31
2015-09-25,78.16
2015-09-28,76.93
2015-09-29,76.66
2015-09-30,79.02
2015-10-01,80.89
2015-10-02,81.55
2015-10-05,84.19
2015-10-06,87.63
2015-10-07,89.51
2015-10-08,90.14
2015-10-09,90.4
2015-10-12,89.98
2015-10-13,88.94
2015-10-14,89.97
2015-10-15,90.87
2015-10-16,91.66
2015-10-19,90.54
2015-10-20,90.49
2015-10-21,90.63
2015-10-22,91.81
2015-10-23,91.93
2015-10-26,90.88
2015-10-27,87.96
2015-10-28,90.12
2015-10-29,90.93
2015-10-30,91.98
2015-11-02,95.28
2015-11-03,98.64
2015-11-04,98.1
2015-11-05,96.55
2015-11-06,94.07
2015-11-09,94.45
2015-11-10,93.5
2015-11-11,93.71
2015-11-12,91.15
2015-11-13,89.97
2015-11-16,91.47
2015-11-17,92.5
2015-11-18,92.75
2015-11-19,92.37
2015-11-20,91.31
2015-11-23,90.44
2015-11-24,92.3
2015-11-25,91.32
2015-11-27,90.84
2015-11-30,91.96
2015-12-01,92.65
2015-12-02,92.69
2015-12-03,91.42
2015-12-04,89.82
2015-12-07,87.94
2015-12-08,88.0
2015-12-09,90.14
2015-12-10,90.46
2015-12-11,87.91
2015-12-14,89.59
2015-12-15,93.4
2015-12-16,93.82
2015-12-17,94.0
2015-12-18,91.27
2015-12-21,90.7
2015-12-22,90.79
2015-12-23,93.85
2015-12-24,93.95
2015-12-28,90.72
2015-12-29,92.58
2015-12-30,90.98
2015-12-31,90.86
2016-01-04,90.11
2016-01-05,89.65
2016-01-06,87.78
2016-01-07,85.75
2016-01-08,83.84
2016-01-11,82.97
2016-01-12,82.4
2016-01-13,84.25
2016-01-14,86.17
2016-01-15,83.81
2016-01-19,84.75
2016-01-20,80.31
2016-01-21,81.65
2016-01-22,85.19
2016-01-25,84.29
2016-01-26,84.5
2016-01-27,86.1
2016-01-28,86.69
2016-01-29,86.71
2016-02-01,86.09
2016-02-02,83.04
