time_captured,03_cap_raw_accX
1970-01-01 00:00:00.000000515,1102.636
1970-01-01 00:00:00.000000516,1322.846
1970-01-01 00:00:00.000000517,-438.468
1970-01-01 00:00:00.000000518,-721.874
1970-01-01 00:00:00.000000519,-413.458
1970-01-01 00:00:00.000000520,-588.284
1970-01-01 00:00:00.000000521,-653.188
1970-01-01 00:00:00.000000522,192.76
1970-01-01 00:00:00.000000523,1274.9
1970-01-01 00:00:00.000000524,1274.9
1970-01-01 00:00:00.000000525,452.01
1970-01-01 00:00:00.000000526,-461.404
1970-01-01 00:00:00.000000527,-548.146
1970-01-01 00:00:00.000000528,-467.992
1970-01-01 00:00:00.000000529,-560.834
1970-01-01 00:00:00.000000530,-534.604
1970-01-01 00:00:00.000000531,209.474
1970-01-01 00:00:00.000000532,1004.182
1970-01-01 00:00:00.000000533,1004.182
1970-01-01 00:00:00.000000534,486.292
1970-01-01 00:00:00.000000535,-495.198
1970-01-01 00:00:00.000000536,-695.034
1970-01-01 00:00:00.000000537,-609.878
1970-01-01 00:00:00.000000538,-682.346
1970-01-01 00:00:00.000000539,-788.974
1970-01-01 00:00:00.000000540,27.572
1970-01-01 00:00:00.000000541,1196.576
1970-01-01 00:00:00.000000542,1196.576
1970-01-01 00:00:00.000000543,106.14
1970-01-01 00:00:00.000000544,-497.15
1970-01-01 00:00:00.000000545,-563.03
1970-01-01 00:00:00.000000546,-356.362
1970-01-01 00:00:00.000000547,-432.002
1970-01-01 00:00:00.000000548,-399.306
1970-01-01 00:00:00.000000549,-45.262
1970-01-01 00:00:00.000000550,1106.906
1970-01-01 00:00:00.000000551,1106.906
1970-01-01 00:00:00.000000552,270.84
1970-01-01 00:00:00.000000553,-473.482
1970-01-01 00:00:00.000000554,-750.3
1970-01-01 00:00:00.000000555,-423.462
1970-01-01 00:00:00.000000556,-312.32
1970-01-01 00:00:00.000000557,-215.208
1970-01-01 00:00:00.000000558,-103.578
1970-01-01 00:00:00.000000559,1143.75
1970-01-01 00:00:00.000000560,1548.058
1970-01-01 00:00:00.000000561,269.864
1970-01-01 00:00:00.000000562,-729.316
1970-01-01 00:00:00.000000563,-925.492
1970-01-01 00:00:00.000000564,-371.002
1970-01-01 00:00:00.000000565,-439.932
1970-01-01 00:00:00.000000566,-363.682
1970-01-01 00:00:00.000000567,-122.0
1970-01-01 00:00:00.000000568,1145.214
1970-01-01 00:00:00.000000569,1490.108
1970-01-01 00:00:00.000000570,576.572
1970-01-01 00:00:00.000000571,-658.434
1970-01-01 00:00:00.000000572,-684.42
1970-01-01 00:00:00.000000573,-323.178
1970-01-01 00:00:00.000000574,-773.724
1970-01-01 00:00:00.000000575,-374.906
