time_captured,MMM_Volume
2016-01-29,3972365
2016-02-01,2699827
2016-02-02,3575841
2016-02-03,5703238
2016-02-04,3445217
2016-02-05,3354746
2016-02-08,2501377
2016-02-09,2951614
2016-02-10,2911985
2016-02-11,3147754
2016-02-12,2281476
2016-02-16,2117626
2016-02-17,2154001
2016-02-18,2008497
2016-02-19,2121300
2016-02-22,2160823
2016-02-23,1909862
2016-02-24,1937436
2016-02-25,1718112
2016-02-26,1843651
2016-02-29,1980964
2016-03-01,2204125
2016-03-02,1806732
2016-03-03,1926039
2016-03-04,1766326
2016-03-07,2011790
2016-03-08,2010709
2016-03-09,1883175
2016-03-10,1874660
2016-03-11,1696342
2016-03-14,1747318
2016-03-15,1828242
2016-03-16,1922794
2016-03-17,2789976
2016-03-18,5848589
2016-03-21,2093378
2016-03-22,2139903
2016-03-23,2298425
2016-03-24,1866437
2016-03-28,2336707
2016-03-29,2525004
2016-03-30,2195352
2016-03-31,1776865
2016-04-01,2011569
2016-04-04,2022041
2016-04-05,1616112
2016-04-06,2092183
2016-04-07,2721884
2016-04-08,1729301
2016-04-11,1517113
2016-04-12,1636468
2016-04-13,1545911
2016-04-14,1213400
2016-04-15,1413523
2016-04-18,1146593
2016-04-19,1849420
2016-04-20,1439668
2016-04-21,1634976
2016-04-22,1802263
2016-04-25,2376317
2016-04-26,3190848
2016-04-27,2223514
2016-04-28,1654554
2016-04-29,1961192
2016-05-02,1700089
2016-05-03,1917105
2016-05-04,2117794
2016-05-05,1680203
2016-05-06,1629673
2016-05-09,1301062
2016-05-10,1732568
2016-05-11,1780486
2016-05-12,1741900
2016-05-13,1859584
2016-05-16,1825602
2016-05-17,2125805
2016-05-18,1619092
2016-05-19,1656877
2016-05-20,1746894
2016-05-23,1650112
2016-05-24,1627511
2016-05-25,1858483
2016-05-26,1559894
2016-05-27,1099002
2016-05-31,2169597
2016-06-01,1228187
2016-06-02,1980584
2016-06-03,1433491
2016-06-06,1510724
2016-06-07,1723101
2016-06-08,1684867
2016-06-09,2208774
2016-06-10,2123352
2016-06-13,2129881
2016-06-14,2021662
2016-06-15,1694233
2016-06-16,2632138
2016-06-17,3447960
2016-06-20,2162785
2016-06-21,1889460
2016-06-22,1369607
2016-06-23,2021557
2016-06-24,4567516
2016-06-27,2556446
2016-06-28,2237274
2016-06-29,1894081
2016-06-30,2449398
2016-07-01,1930869
2016-07-05,2353554
2016-07-06,2383286
2016-07-07,1842372
2016-07-08,2726594
2016-07-11,1659485
2016-07-12,1922623
2016-07-13,1491462
2016-07-14,1904280
2016-07-15,2475243
2016-07-18,1224381
2016-07-19,1051302
2016-07-20,1413335
2016-07-21,1939921
2016-07-22,1205590
2016-07-25,1937034
2016-07-26,3421578
2016-07-27,2359679
2016-07-28,1799475
2016-07-29,1621915
2016-08-01,1598351
2016-08-02,2115083
2016-08-03,1419250
2016-08-04,1072341
2016-08-05,1799474
2016-08-08,1327693
2016-08-09,1098851
2016-08-10,1226260
2016-08-11,2043437
2016-08-12,1232856
2016-08-15,1268247
2016-08-16,1363554
2016-08-17,1358528
2016-08-18,1088677
2016-08-19,1305289
2016-08-22,1336377
2016-08-23,1195825
2016-08-24,1137075
2016-08-25,840299
2016-08-26,1324652
2016-08-29,1051806
2016-08-30,1039808
2016-08-31,1635998
2016-09-01,1095268
2016-09-02,1316124
2016-09-06,1328116
2016-09-07,1133540
2016-09-08,1423980
2016-09-09,2083300
2016-09-12,1913291
2016-09-13,1864569
2016-09-14,1864794
2016-09-15,1683788
2016-09-16,3358842
2016-09-19,1754929
2016-09-20,1598557
2016-09-21,1759977
2016-09-22,1849004
2016-09-23,1910978
2016-09-26,1820997
2016-09-27,2433570
2016-09-28,1693951
2016-09-29,1853613
2016-09-30,2419430
2016-10-03,1785551
2016-10-04,3166931
2016-10-05,2305546
2016-10-06,2273400
2016-10-07,2249588
2016-10-10,1936639
2016-10-11,1998726
2016-10-12,1554146
2016-10-13,1919715
2016-10-14,1512376
2016-10-17,1229184
2016-10-18,1185565
2016-10-19,1164213
2016-10-20,1210539
2016-10-21,2013555
2016-10-24,2668523
2016-10-25,3826166
2016-10-26,2174852
2016-10-27,1486376
2016-10-28,1934281
2016-10-31,2289132
2016-11-01,2455784
2016-11-02,2233414
2016-11-03,2504984
2016-11-04,1927527
2016-11-07,1930929
2016-11-08,1956187
2016-11-09,3659314
2016-11-10,3280034
2016-11-11,1868162
2016-11-14,2607032
2016-11-15,2177504
2016-11-16,2022623
2016-11-17,1782191
2016-11-18,1711068
2016-11-21,1993936
2016-11-22,1553303
2016-11-23,1477958
2016-11-25,945845
2016-11-28,1677696
2016-11-29,1483189
2016-11-30,2595787
2016-12-01,1756890
2016-12-02,1871524
2016-12-05,2181327
2016-12-06,1467548
2016-12-07,3164316
2016-12-08,1790705
2016-12-09,2650644
2016-12-12,2296090
2016-12-13,2708604
2016-12-14,2234172
2016-12-15,2055610
2016-12-16,3889730
2016-12-19,1381974
2016-12-20,1378216
2016-12-21,1556047
2016-12-22,1225630
2016-12-23,731194
2016-12-27,651007
2016-12-28,1287918
2016-12-29,1101983
2016-12-30,1594248
2017-01-03,2510055
2017-01-04,1541985
2017-01-05,1447848
2017-01-06,1625049
2017-01-09,1622625
2017-01-10,2030149
2017-01-11,1579593
2017-01-12,1321766
2017-01-13,1265593
2017-01-17,1557453
2017-01-18,1804904
2017-01-19,1464364
2017-01-20,1761850
2017-01-23,1986788
2017-01-24,3473183
2017-01-25,3462633
2017-01-26,2235889
2017-01-27,1623666
2017-01-30,1823128
2017-01-31,1845543
2017-02-01,2272854
2017-02-02,3106798
2017-02-03,2820960
2017-02-06,1622756
2017-02-07,1247389
2017-02-08,2145683
2017-02-09,2009742
2017-02-10,1392438
2017-02-13,1929821
2017-02-14,2036188
2017-02-15,1762914
2017-02-16,2164045
2017-02-17,1961456
2017-02-21,1736345
2017-02-22,2850946
2017-02-23,2401641
2017-02-24,2126326
2017-02-27,1393808
2017-02-28,1932120
2017-03-01,2226206
2017-03-02,1763962
2017-03-03,1627706
2017-03-06,1668743
2017-03-07,1662286
2017-03-08,1565272
2017-03-09,1556675
2017-03-10,2514991
2017-03-13,1972733
2017-03-14,1893619
2017-03-15,2046978
2017-03-16,1937139
2017-03-17,4228102
2017-03-20,2085593
2017-03-21,1895059
2017-03-22,1627326
2017-03-23,1481951
2017-03-24,1435374
2017-03-27,1984622
2017-03-28,2330159
2017-03-29,1692204
2017-03-30,1835414
2017-03-31,1730048
2017-04-03,1546695
2017-04-04,1349899
2017-04-05,1448737
2017-04-06,1627375
2017-04-07,1025166
2017-04-10,1682689
2017-04-11,1459582
2017-04-12,1416141
2017-04-13,1274376
2017-04-17,1543558
2017-04-18,1176884
2017-04-19,1340386
2017-04-20,1748179
2017-04-21,2584194
2017-04-24,2709554
2017-04-25,4182229
2017-04-26,2641226
2017-04-27,1770896
2017-04-28,2467076
2017-05-01,1498630
2017-05-02,2467164
2017-05-03,2339647
2017-05-04,2321297
2017-05-05,1688558
2017-05-08,1576134
2017-05-09,1747761
2017-05-10,2248260
2017-05-11,1704992
2017-05-12,1323128
2017-05-15,1474490
2017-05-16,1183560
2017-05-17,1881826
2017-05-18,1928994
2017-05-19,1894690
2017-05-22,1836024
2017-05-23,1514199
2017-05-24,1291463
2017-05-25,1508025
2017-05-26,1410620
2017-05-30,2171094
2017-05-31,3096767
2017-06-01,2352733
2017-06-02,1831928
2017-06-05,1253148
2017-06-06,1458772
2017-06-07,1885635
2017-06-08,2451348
2017-06-09,1893492
2017-06-12,2388199
2017-06-13,1688785
2017-06-14,1585260
2017-06-15,1594060
2017-06-16,3420608
2017-06-19,1667649
2017-06-20,1531242
2017-06-21,1812903
2017-06-22,1400401
2017-06-23,1584876
2017-06-26,1352092
2017-06-27,2240166
2017-06-28,1542943
2017-06-29,1809919
2017-06-30,1769958
2017-07-03,1040334
2017-07-05,1065328
2017-07-06,1189853
2017-07-07,1531004
2017-07-10,1308603
2017-07-11,1268059
2017-07-12,1447890
2017-07-13,1138838
2017-07-14,1061971
2017-07-17,1311262
2017-07-18,1562553
2017-07-19,825309
2017-07-20,1347433
2017-07-21,2246238
2017-07-24,2165186
2017-07-25,6593035
2017-07-26,2922097
2017-07-27,2175148
2017-07-28,1488022
2017-07-31,1833625
2017-08-01,2015108
2017-08-02,2029646
2017-08-03,2054236
2017-08-04,1522668
2017-08-07,1172563
2017-08-08,1856282
2017-08-09,1622213
2017-08-10,1571545
2017-08-11,1452811
2017-08-14,1264439
2017-08-15,1048508
2017-08-16,1704265
2017-08-17,1396492
2017-08-18,1838640
2017-08-21,1567560
2017-08-22,2091246
2017-08-23,1267265
2017-08-24,1230772
2017-08-25,1238228
2017-08-28,1174724
2017-08-29,991291
2017-08-30,1196205
2017-08-31,1567911
2017-09-01,1413014
2017-09-05,1936090
2017-09-06,2236180
2017-09-07,1701542
2017-09-08,1473989
2017-09-11,1806743
2017-09-12,1441453
2017-09-13,1129646
2017-09-14,1984226
2017-09-15,3636437
2017-09-18,1272436
2017-09-19,1429651
2017-09-20,2987210
2017-09-21,1382444
2017-09-22,1493283
2017-09-25,1609155
2017-09-26,1224628
2017-09-27,1841463
2017-09-28,2092803
2017-09-29,1632249
2017-10-02,1292105
2017-10-03,1634888
2017-10-04,1636447
2017-10-05,1740484
2017-10-06,1650834
2017-10-09,1054620
2017-10-10,1171324
2017-10-11,87083
2017-10-12,1907960
2017-10-13,1461703
2017-10-16,1185228
2017-10-17,2150810
2017-10-18,1413913
2017-10-19,1369000
2017-10-20,1647816
2017-10-23,2161339
2017-10-24,6508396
2017-10-25,4114532
2017-10-26,3384956
2017-10-27,2000365
2017-10-30,2722556
2017-10-31,1908157
2017-11-01,1389916
2017-11-02,1609484
2017-11-03,1582704
2017-11-06,1334883
2017-11-07,1553571
2017-11-08,1510323
2017-11-09,1575764
2017-11-10,1295822
2017-11-13,1765322
2017-11-14,1393185
2017-11-15,1512124
2017-11-16,1225143
2017-11-17,1741844
2017-11-20,1699956
2017-11-21,2122633
2017-11-22,1371820
2017-11-24,659116
2017-11-27,1780831
2017-11-28,1871691
2017-11-29,1754594
2017-11-30,4003388
2017-12-01,2232292
2017-12-04,2468747
2017-12-05,1543909
2017-12-06,1924077
2017-12-07,1367330
2017-12-08,1999835
2017-12-11,1742882
2017-12-12,2766340
2017-12-13,2707874
2017-12-14,1984720
2017-12-15,4518734
2017-12-18,2237313
2017-12-19,1868916
2017-12-20,1621646
2017-12-21,2241586
2017-12-22,1280557
2017-12-26,789090
2017-12-27,970508
2017-12-28,1189738
2017-12-29,1343878
