time_captured,MMM_Volume
2011-01-10,3475188
2011-01-11,3025965
2011-01-12,2732857
2011-01-13,2351899
2011-01-14,2094220
2011-01-18,2323974
2011-01-19,2302202
2011-01-20,2167996
2011-01-21,3911376
2011-01-24,6321634
2011-01-25,7480949
2011-01-26,4097853
2011-01-27,3282353
2011-01-28,4927754
2011-01-31,4116491
2011-02-01,3995188
2011-02-02,2892511
2011-02-03,1982901
2011-02-04,1973857
2011-02-07,2621662
2011-02-08,2709539
2011-02-09,4786503
2011-02-10,2787469
2011-02-11,3410002
2011-02-14,3418920
2011-02-15,2971859
2011-02-16,3906440
2011-02-17,3134112
2011-02-18,3435166
2011-02-22,5032395
2011-02-23,5361408
2011-02-24,3996068
2011-02-25,2859485
2011-02-28,4797334
2011-03-01,4009080
2011-03-02,2809598
2011-03-03,3064574
2011-03-04,2772720
2011-03-07,3792165
2011-03-08,3624359
2011-03-09,2118433
2011-03-10,5102425
2011-03-11,3507211
2011-03-14,3553196
2011-03-15,5277635
2011-03-16,6389969
2011-03-17,3583709
2011-03-18,4828820
2011-03-21,3576928
2011-03-22,2067467
2011-03-23,3978431
2011-03-24,2596984
2011-03-25,2750593
2011-03-28,2414605
2011-03-29,2222234
2011-03-30,3567170
2011-03-31,3206819
2011-04-01,3547233
2011-04-04,1962849
2011-04-05,2305954
2011-04-06,2499136
2011-04-07,3439683
2011-04-08,2464598
2011-04-11,3221707
2011-04-12,3912566
2011-04-13,2838631
2011-04-14,2290819
2011-04-15,3111787
2011-04-18,3642975
2011-04-19,2435097
2011-04-20,3640779
2011-04-21,2931209
2011-04-25,2187675
2011-04-26,8005772
2011-04-27,3777149
2011-04-28,3598414
2011-04-29,3086601
2011-05-02,3026864
2011-05-03,2939183
2011-05-04,3229952
2011-05-05,4163320
2011-05-06,3672175
2011-05-09,2039894
2011-05-10,3286903
2011-05-11,3458978
2011-05-12,3951181
2011-05-13,2920635
2011-05-16,2606956
2011-05-17,4773725
2011-05-18,3341518
2011-05-19,2386828
2011-05-20,3487659
2011-05-23,2990188
2011-05-24,3218292
2011-05-25,2814531
2011-05-26,2672373
2011-05-27,1987187
2011-05-31,3181485
2011-06-01,3456156
2011-06-02,2745980
2011-06-03,3108261
2011-06-06,2955177
2011-06-07,3051248
2011-06-08,3469872
2011-06-09,2493278
2011-06-10,2765139
2011-06-13,2543230
2011-06-14,2839046
2011-06-15,3407667
2011-06-16,2995789
2011-06-17,3764214
2011-06-20,2026665
2011-06-21,2438432
2011-06-22,2676777
2011-06-23,3804334
2011-06-24,4179820
2011-06-27,2783795
2011-06-28,2729913
2011-06-29,3071694
2011-06-30,4201764
2011-07-01,4659666
2011-07-05,3063472
2011-07-06,3704034
2011-07-07,3312074
2011-07-08,3014844
2011-07-11,4510390
2011-07-12,4578317
2011-07-13,2816056
2011-07-14,5397030
2011-07-15,3924023
2011-07-18,2951703
2011-07-19,4756841
2011-07-20,2807906
2011-07-21,3540882
2011-07-22,2846219
2011-07-25,3438665
2011-07-26,11432425
2011-07-27,6658356
2011-07-28,4285864
2011-07-29,4888184
2011-08-01,5997900
2011-08-02,6407146
2011-08-03,6276942
2011-08-04,9061689
2011-08-05,8454618
2011-08-08,15536746
2011-08-09,12008334
2011-08-10,9377395
2011-08-11,7142235
2011-08-12,5718059
2011-08-15,4157195
2011-08-16,5078274
2011-08-17,5429400
2011-08-18,8546227
2011-08-19,6151853
2011-08-22,4434716
2011-08-23,5819100
2011-08-24,5176759
2011-08-25,6605758
2011-08-26,5389981
2011-08-29,3466934
2011-08-30,3734193
2011-08-31,4737646
2011-09-01,4535312
2011-09-02,4391281
2011-09-06,5271141
2011-09-07,5216110
2011-09-08,4723619
2011-09-09,7423451
2011-09-12,5848828
2011-09-13,6469078
2011-09-14,5402426
2011-09-15,4222294
2011-09-16,6027526
2011-09-19,4552695
2011-09-20,3914774
2011-09-21,4958394
2011-09-22,10108456
2011-09-23,4583749
2011-09-26,5033308
2011-09-27,4875385
2011-09-28,5932031
2011-09-29,5633718
2011-09-30,7185141
2011-10-03,7619527
2011-10-04,8689888
2011-10-05,5468927
2011-10-06,4835766
2011-10-07,5291784
2011-10-10,3855981
2011-10-11,3320384
2011-10-12,5663238
2011-10-13,3726920
2011-10-14,2840773
2011-10-17,4359442
2011-10-18,4167312
2011-10-19,3864997
2011-10-20,4087206
2011-10-21,5125472
2011-10-24,5428807
2011-10-25,12651827
2011-10-26,5788879
2011-10-27,7414366
2011-10-28,5252021
2011-10-31,4022482
2011-11-01,5773603
2011-11-02,3559886
2011-11-03,4338315
2011-11-04,3771861
2011-11-07,4311630
2011-11-08,4230480
2011-11-09,6393454
2011-11-10,4646259
2011-11-11,3645711
2011-11-14,3168577
2011-11-15,3602349
2011-11-16,5097069
2011-11-17,5077871
2011-11-18,3928297
2011-11-21,5439978
2011-11-22,4171987
2011-11-23,4149867
2011-11-25,2093982
2011-11-28,4923069
2011-11-29,3854708
2011-11-30,8720938
2011-12-01,3867054
2011-12-02,5577944
2011-12-05,5910639
2011-12-06,6012913
2011-12-07,4306040
2011-12-08,3982479
2011-12-09,4075475
2011-12-12,3337963
2011-12-13,3978687
2011-12-14,4202932
2011-12-15,3246908
2011-12-16,6492582
2011-12-19,3485368
2011-12-20,4660198
2011-12-21,3611754
2011-12-22,3164166
2011-12-23,2042102
2011-12-27,1722580
2011-12-28,2613284
2011-12-29,1935126
2011-12-30,1706821
2012-01-03,3380063
2012-01-04,3007305
2012-01-05,3116399
2012-01-06,2839171
2012-01-09,2796509
2012-01-10,3440126
2012-01-11,4465369
2012-01-12,3650176
2012-01-13,3093278
2012-01-17,2694881
2012-01-18,3721024
2012-01-19,3413676
2012-01-20,3522616
2012-01-23,3494750
2012-01-24,3895556
2012-01-25,4411987
2012-01-26,4898806
2012-01-27,3747183
2012-01-30,3148316
2012-01-31,3552184
2012-02-01,3005447
2012-02-02,2288113
2012-02-03,3195408
2012-02-06,2189281
2012-02-07,2959012
2012-02-08,2522788
2012-02-09,3031603
2012-02-10,3085695
2012-02-13,2530550
2012-02-14,2850239
2012-02-15,3647039
2012-02-16,2548732
2012-02-17,2834514
2012-02-21,2406695
2012-02-22,2650082
2012-02-23,3531277
2012-02-24,2524734
2012-02-27,3012875
2012-02-28,2497619
2012-02-29,3277808
2012-03-01,2525767
2012-03-02,2820548
2012-03-05,2701884
2012-03-06,3547841
2012-03-07,3150801
2012-03-08,2603177
2012-03-09,1958244
2012-03-12,2049292
2012-03-13,3107053
2012-03-14,2960892
2012-03-15,3252131
2012-03-16,5007257
2012-03-19,2585377
2012-03-20,2485264
2012-03-21,2434153
2012-03-22,3064169
2012-03-23,2326704
2012-03-26,2572414
2012-03-27,2308363
2012-03-28,2289893
2012-03-29,2207090
2012-03-30,2471794
2012-04-02,2640893
2012-04-03,2298379
2012-04-04,2392645
2012-04-05,2048367
2012-04-09,1932610
2012-04-10,3650923
2012-04-11,2527663
2012-04-12,2475912
2012-04-13,2609608
2012-04-16,3060302
2012-04-17,2354160
2012-04-18,1781565
2012-04-19,2564935
2012-04-20,3177202
2012-04-23,2770292
2012-04-24,5701767
2012-04-25,2962855
2012-04-26,2751189
2012-04-27,2495378
2012-04-30,2072860
2012-05-01,2294512
2012-05-02,2100173
2012-05-03,2343521
2012-05-04,2823788
2012-05-07,2753418
2012-05-08,2710516
2012-05-09,3193230
2012-05-10,2828485
2012-05-11,2601738
2012-05-14,2631858
2012-05-15,2611263
2012-05-16,2770561
2012-05-17,2777178
2012-05-18,3602884
2012-05-21,2450333
2012-05-22,3000899
2012-05-23,3207695
2012-05-24,2322017
2012-05-25,2346446
2012-05-29,2142237
2012-05-30,2697071
2012-05-31,3688899
2012-06-01,3539628
2012-06-04,2899823
2012-06-05,3268965
2012-06-06,2785879
2012-06-07,3032459
2012-06-08,2146138
2012-06-11,2098182
2012-06-12,2570804
2012-06-13,2661862
2012-06-14,3334881
2012-06-15,4698585
2012-06-18,2950508
2012-06-19,3212441
2012-06-20,3446898
2012-06-21,3722791
2012-06-22,3035373
2012-06-25,2908851
2012-06-26,2389085
2012-06-27,2887799
2012-06-28,3267026
2012-06-29,4629577
2012-07-02,2291075
2012-07-03,1410302
2012-07-05,1924707
2012-07-06,2192891
2012-07-09,2600821
2012-07-10,3356780
2012-07-11,4208576
2012-07-12,4938263
2012-07-13,2599336
2012-07-16,2848066
2012-07-17,3078404
2012-07-18,4273227
2012-07-19,3355083
2012-07-20,3028175
2012-07-23,2434748
2012-07-24,2850342
2012-07-25,3541600
2012-07-26,4759333
2012-07-27,3915359
2012-07-30,2714837
2012-07-31,2720187
2012-08-01,2150123
2012-08-02,2949706
2012-08-03,2713432
2012-08-06,1858441
2012-08-07,1764759
2012-08-08,2022292
2012-08-09,1834838
2012-08-10,1755017
2012-08-13,2075391
2012-08-14,1843476
2012-08-15,1983395
2012-08-16,3395145
2012-08-17,3069513
2012-08-20,1640008
2012-08-21,2302988
2012-08-22,2463908
2012-08-23,1823757
2012-08-24,1945796
2012-08-27,1879969
2012-08-28,1913066
2012-08-29,1735933
2012-08-30,1729576
2012-08-31,1917265
2012-09-04,2532261
2012-09-05,2985428
2012-09-06,3223309
2012-09-07,3215341
2012-09-10,6356086
2012-09-11,2403421
2012-09-12,2409574
2012-09-13,2734203
2012-09-14,4993059
2012-09-17,3290255
2012-09-18,2477444
2012-09-19,2723431
2012-09-20,2075529
2012-09-21,9551168
2012-09-24,3037401
2012-09-25,3800943
2012-09-26,2612892
2012-09-27,2081502
2012-09-28,2559648
2012-10-01,3900861
2012-10-02,3602278
2012-10-03,2610234
2012-10-04,2531459
2012-10-05,3663528
2012-10-08,2607553
2012-10-09,2989484
2012-10-10,2561589
2012-10-11,2429144
2012-10-12,2566054
2012-10-15,2916265
2012-10-16,2857505
2012-10-17,3191747
2012-10-18,2538733
2012-10-19,3804542
2012-10-22,3131765
2012-10-23,5865955
2012-10-24,3321221
2012-10-25,4613856
2012-10-26,3592536
2012-10-31,3360373
2012-11-01,3306723
2012-11-02,3053147
2012-11-05,2387719
2012-11-06,2806033
2012-11-07,4593053
2012-11-08,3006022
2012-11-09,3176375
2012-11-12,2220003
2012-11-13,2985900
2012-11-14,2882788
2012-11-15,3291663
2012-11-16,5237021
2012-11-19,2688753
2012-11-20,2035039
2012-11-21,2011213
2012-11-23,1101101
2012-11-26,1910556
2012-11-27,2504126
2012-11-28,2426175
2012-11-29,2363932
2012-11-30,2285523
2012-12-03,1929335
2012-12-04,1969707
2012-12-05,2996936
2012-12-06,2027626
2012-12-07,2476371
2012-12-10,2847681
2012-12-11,3821863
2012-12-12,4064892
2012-12-13,2621381
2012-12-14,2708921
2012-12-17,2753624
2012-12-18,2799990
2012-12-19,3254766
2012-12-20,3290140
2012-12-21,5979526
2012-12-24,953351
2012-12-26,1542847
2012-12-27,2360928
2012-12-28,1877269
2012-12-31,2581287
2013-01-02,3206696
2013-01-03,2704535
2013-01-04,2704977
2013-01-07,2745801
2013-01-08,2656862
2013-01-09,2359647
2013-01-10,2600506
2013-01-11,2923882
2013-01-14,2592415
2013-01-15,2106367
2013-01-16,2092207
2013-01-17,2804355
2013-01-18,3190870
2013-01-22,3215623
2013-01-23,3579479
2013-01-24,3818233
2013-01-25,4237981
2013-01-28,2964918
2013-01-29,3530854
2013-01-30,2824376
2013-01-31,3765334
2013-02-01,3854478
2013-02-04,1987578
2013-02-05,2833033
2013-02-06,3510520
2013-02-07,2277503
2013-02-08,1937721
2013-02-11,1715444
2013-02-12,1928030
2013-02-13,1699804
2013-02-14,2217419
2013-02-15,2326159
2013-02-19,2988637
2013-02-20,2997192
2013-02-21,2758728
2013-02-22,2158013
2013-02-25,3023532
2013-02-26,2472815
2013-02-27,2353996
2013-02-28,2871517
2013-03-01,2660845
2013-03-04,2566248
2013-03-05,2632138
2013-03-06,3470336
2013-03-07,1878552
2013-03-08,2358400
2013-03-11,1721231
2013-03-12,2226779
2013-03-13,2059778
2013-03-14,2207208
2013-03-15,5149751
2013-03-18,1811381
2013-03-19,3212836
2013-03-20,1799845
2013-03-21,1937925
2013-03-22,2409704
2013-03-25,3739146
2013-03-26,1893455
2013-03-27,2129667
2013-03-28,2276617
2013-04-01,1685379
2013-04-02,2097792
2013-04-03,3278809
2013-04-04,1771217
2013-04-05,2477762
2013-04-08,1947664
2013-04-09,2370519
2013-04-10,3262930
2013-04-11,2138177
2013-04-12,2111387
2013-04-15,3677319
2013-04-16,2636835
2013-04-17,3155340
2013-04-18,3145693
2013-04-19,3323701
2013-04-22,2646729
2013-04-23,3209853
2013-04-24,3238213
2013-04-25,9027591
2013-04-26,3359384
2013-04-29,2904308
2013-04-30,3769701
2013-05-01,3258868
2013-05-02,3120040
2013-05-03,3013051
2013-05-06,2174314
2013-05-07,2235501
2013-05-08,2654353
2013-05-09,4486923
2013-05-10,2993677
2013-05-13,2045528
2013-05-14,2482692
2013-05-15,2912537
2013-05-16,2686408
2013-05-17,4060681
2013-05-20,2457246
2013-05-21,2474001
2013-05-22,3833486
2013-05-23,2568315
2013-05-24,2228321
2013-05-28,2721946
2013-05-29,2113583
2013-05-30,2599268
2013-05-31,3209475
2013-06-03,2647852
2013-06-04,2508594
2013-06-05,2690309
2013-06-06,2681195
2013-06-07,3376913
2013-06-10,2224123
2013-06-11,1751156
2013-06-12,2400667
2013-06-13,2604119
2013-06-14,2016784
2013-06-17,2617737
2013-06-18,1695374
2013-06-19,1972177
2013-06-20,2975586
2013-06-21,4674703
2013-06-24,3602590
2013-06-25,2677161
2013-06-26,2525705
2013-06-27,2232561
2013-06-28,3429861
2013-07-01,2668810
2013-07-02,3008715
2013-07-03,1364138
2013-07-05,2064442
2013-07-08,2572605
2013-07-09,2196198
2013-07-10,2306274
2013-07-11,2387481
2013-07-12,2291971
2013-07-15,2064596
2013-07-16,2458369
2013-07-17,2096714
2013-07-18,2945741
2013-07-19,3093840
2013-07-22,2823478
2013-07-23,2254488
2013-07-24,1809468
2013-07-25,3346643
2013-07-26,2332171
2013-07-29,1460394
2013-07-30,2285234
2013-07-31,2693963
2013-08-01,2996921
2013-08-02,1902568
2013-08-05,1351794
2013-08-06,1841126
2013-08-07,1934049
2013-08-08,2380613
2013-08-09,2460101
2013-08-12,1647357
2013-08-13,2023882
2013-08-14,2021385
2013-08-15,1994897
2013-08-16,2332915
2013-08-19,1830929
2013-08-20,2153925
2013-08-21,2293686
2013-08-22,2002010
2013-08-23,1953688
2013-08-26,1816978
2013-08-27,1916148
2013-08-28,1545807
2013-08-29,1457228
2013-08-30,2205589
2013-09-03,2168174
2013-09-04,2313043
2013-09-05,1954308
2013-09-06,1965563
2013-09-09,1976769
2013-09-10,2572759
2013-09-11,1888270
2013-09-12,2399833
2013-09-13,1973296
2013-09-16,2758726
2013-09-17,2436138
2013-09-18,3307746
2013-09-19,2912330
2013-09-20,7008259
2013-09-23,3468547
2013-09-24,3585129
2013-09-25,2173719
2013-09-26,2240949
2013-09-27,2028123
2013-09-30,2104698
2013-10-01,1856327
2013-10-02,2056649
2013-10-03,2525828
2013-10-04,1983719
2013-10-07,1931239
2013-10-08,2869006
2013-10-09,2499269
2013-10-10,2688938
2013-10-11,2492704
2013-10-14,1866804
2013-10-15,2720720
2013-10-16,2646400
2013-10-17,2791719
2013-10-18,2590546
2013-10-21,1762181
2013-10-22,2054178
2013-10-23,2337493
2013-10-24,3851061
2013-10-25,2054269
2013-10-28,2360803
2013-10-29,1986724
2013-10-30,2112339
2013-10-31,2331692
2013-11-01,1676596
2013-11-04,1741465
2013-11-05,1764260
2013-11-06,1911624
2013-11-07,3188896
2013-11-08,2234273
2013-11-11,1751487
2013-11-12,2428596
2013-11-13,2426280
2013-11-14,2569809
2013-11-15,2360393
2013-11-18,2148174
2013-11-19,2532503
2013-11-20,2691794
2013-11-21,1576647
2013-11-22,1644799
2013-11-25,2496334
2013-11-26,4229577
2013-11-27,2433546
2013-11-29,2029049
2013-12-02,6901333
2013-12-03,7865043
2013-12-04,3455951
2013-12-05,2842740
2013-12-06,2886135
2013-12-09,2064407
2013-12-10,2353154
2013-12-11,3897498
2013-12-12,2486721
2013-12-13,1743444
2013-12-16,2805302
2013-12-17,6212275
2013-12-18,5580201
2013-12-19,4081024
2013-12-20,5856853
2013-12-23,3443556
2013-12-24,1311676
2013-12-26,2158185
2013-12-27,1895102
2013-12-30,1714254
2013-12-31,1846529
2014-01-02,3053521
2014-01-03,2133336
2014-01-06,2712055
2014-01-07,2525529
2014-01-08,3122674
2014-01-09,2539952
2014-01-10,3254329
2014-01-13,2633428
2014-01-14,2480170
2014-01-15,3043498
2014-01-16,1792677
2014-01-17,2335555
2014-01-21,2705751
2014-01-22,2118966
2014-01-23,2720254
2014-01-24,3784000
2014-01-27,3313315
2014-01-28,2734536
2014-01-29,3585136
2014-01-30,4103794
2014-01-31,3715366
2014-02-03,4245704
2014-02-04,7423602
2014-02-05,4960130
2014-02-06,3828431
2014-02-07,3271820
2014-02-10,3317360
2014-02-11,2604237
2014-02-12,2100646
2014-02-13,2850607
2014-02-14,3031589
2014-02-18,2876570
2014-02-19,2719359
2014-02-20,2155829
2014-02-21,2574269
2014-02-24,2454286
2014-02-25,2865583
2014-02-26,2771103
2014-02-27,3123972
2014-02-28,3179708
2014-03-03,2814779
2014-03-04,6975609
2014-03-05,3551443
2014-03-06,2236816
2014-03-07,2381391
2014-03-10,1966251
2014-03-11,1928934
2014-03-12,2636985
2014-03-13,2520817
2014-03-14,2975110
2014-03-17,2529436
2014-03-18,2032836
2014-03-19,2141027
2014-03-20,2577475
2014-03-21,5920375
2014-03-24,2799616
2014-03-25,2898123
2014-03-26,2318889
2014-03-27,2409787
2014-03-28,1906496
2014-03-31,2711953
2014-04-01,2371045
2014-04-02,3281384
2014-04-03,2677221
2014-04-04,2735319
2014-04-07,2807517
2014-04-08,2893573
2014-04-09,2671878
2014-04-10,2857305
2014-04-11,2368364
2014-04-14,2058107
2014-04-15,2119044
2014-04-16,2135337
2014-04-17,2645619
2014-04-21,1781138
2014-04-22,2252491
2014-04-23,2847591
2014-04-24,2847809
2014-04-25,2093074
2014-04-28,2244309
2014-04-29,1820903
2014-04-30,2906766
2014-05-01,3997985
2014-05-02,5758462
2014-05-05,2711091
2014-05-06,2299671
2014-05-07,2238499
2014-05-08,1939407
2014-05-09,2092997
2014-05-12,2972085
2014-05-13,1695439
2014-05-14,2113403
2014-05-15,2388376
2014-05-16,1901726
2014-05-19,1529159
2014-05-20,1845131
2014-05-21,1641048
2014-05-22,1550242
2014-05-23,1209384
2014-05-27,1512336
2014-05-28,1566124
2014-05-29,1624138
2014-05-30,3908258
2014-06-02,1682363
2014-06-03,2061733
2014-06-04,1335673
2014-06-05,1542282
2014-06-06,1769660
2014-06-09,1800929
2014-06-10,1699958
2014-06-11,1489897
2014-06-12,1839500
2014-06-13,1376210
2014-06-16,1274286
2014-06-17,1209437
2014-06-18,1340743
2014-06-19,1560479
2014-06-20,4204666
2014-06-23,1390232
2014-06-24,1404566
2014-06-25,1321768
2014-06-26,1490908
2014-06-27,1981763
2014-06-30,1878415
2014-07-01,1767594
2014-07-02,1621309
2014-07-03,1142241
2014-07-07,1257923
2014-07-08,1596826
2014-07-09,1521771
2014-07-10,2070061
2014-07-11,1907924
2014-07-14,2114592
2014-07-15,1955732
2014-07-16,1971812
2014-07-17,2778988
2014-07-18,2132969
2014-07-21,1520875
2014-07-22,1608162
2014-07-23,1849659
2014-07-24,2580146
2014-07-25,1601797
2014-07-28,2002176
2014-07-29,2288993
2014-07-30,2458395
2014-07-31,3572440
2014-08-01,2505780
2014-08-04,2494476
2014-08-05,2168828
2014-08-06,2678975
2014-08-07,1892551
2014-08-08,2702551
2014-08-11,1919082
2014-08-12,2176055
2014-08-13,3104251
2014-08-14,1586871
2014-08-15,1960967
2014-08-18,1855474
2014-08-19,1593001
2014-08-20,2298805
2014-08-21,1475752
2014-08-22,1547543
2014-08-25,1013114
2014-08-26,1816025
2014-08-27,1402238
2014-08-28,1314062
2014-08-29,1537846
2014-09-02,1578809
2014-09-03,1533616
2014-09-04,1549930
2014-09-05,1989529
2014-09-08,2446144
2014-09-09,1745351
2014-09-10,1558786
2014-09-11,1465360
2014-09-12,2135444
2014-09-15,1867980
2014-09-16,1945076
2014-09-17,2757021
2014-09-18,2367082
2014-09-19,8106210
2014-09-22,2231009
2014-09-23,2052024
2014-09-24,2608246
2014-09-25,2764211
2014-09-26,3557713
2014-09-29,2848278
2014-09-30,2679206
2014-10-01,2925861
2014-10-02,3223934
2014-10-03,3514097
2014-10-06,2464699
2014-10-07,3145016
2014-10-08,4137781
2014-10-09,3769325
2014-10-10,7370347
2014-10-13,4583764
2014-10-14,3644279
2014-10-15,4794670
2014-10-16,3497195
2014-10-17,3749126
2014-10-20,2782534
2014-10-21,3081162
2014-10-22,4294426
2014-10-23,7428392
2014-10-24,4480881
2014-10-27,2844113
2014-10-28,2368229
2014-10-29,2060649
2014-10-30,1836508
2014-10-31,3016319
2014-11-03,2376427
2014-11-04,3128619
2014-11-05,2770390
2014-11-06,2067172
2014-11-07,1882753
2014-11-10,1463470
2014-11-11,1812026
2014-11-12,1500707
2014-11-13,2375052
2014-11-14,1786283
2014-11-17,1674303
2014-11-18,2312206
2014-11-19,2314662
2014-11-20,1748983
2014-11-21,2472003
2014-11-24,2358208
2014-11-25,3646343
2014-11-26,1823224
2014-11-28,1565487
2014-12-01,2502120
2014-12-02,2504391
2014-12-03,3040255
2014-12-04,2165107
2014-12-05,1722974
2014-12-08,1905159
2014-12-09,2051810
2014-12-10,3251563
2014-12-11,2437334
2014-12-12,2823193
2014-12-15,2610662
2014-12-16,3383374
2014-12-17,3948875
2014-12-18,3359781
2014-12-19,4891344
2014-12-22,2090886
2014-12-23,2190217
2014-12-24,981961
2014-12-26,1607376
2014-12-29,1218833
2014-12-30,1180680
2014-12-31,1631764
2015-01-02,2117562
2015-01-05,3692901
2015-01-06,3537144
2015-01-07,3081291
2015-01-08,3149592
2015-01-09,2378568
2015-01-12,2149230
2015-01-13,2706698
2015-01-14,1983535
2015-01-15,1881406
2015-01-16,2349676
2015-01-20,2096201
2015-01-21,1597680
2015-01-22,2225819
2015-01-23,2249181
2015-01-26,3556293
2015-01-27,4190749
2015-01-28,3574594
2015-01-29,2674618
2015-01-30,3561892
2015-02-02,2379692
2015-02-03,2604773
2015-02-04,2363803
2015-02-05,2050539
2015-02-06,1826929
2015-02-09,2072981
2015-02-10,1885097
2015-02-11,1695064
2015-02-12,1615661
2015-02-13,1792069
2015-02-17,2100869
2015-02-18,1552002
2015-02-19,1648814
2015-02-20,2416631
2015-02-23,1835977
2015-02-24,1770282
2015-02-25,2019149
2015-02-26,1789370
2015-02-27,1946016
2015-03-02,2223104
2015-03-03,2232425
2015-03-04,1575686
2015-03-05,1547152
2015-03-06,2114438
2015-03-09,1608060
2015-03-10,2564593
2015-03-11,1894304
2015-03-12,1715011
2015-03-13,2284740
2015-03-16,2111173
2015-03-17,2557898
2015-03-18,3062438
2015-03-19,1953456
2015-03-20,4371778
2015-03-23,2157318
2015-03-24,2090967
2015-03-25,2540852
2015-03-26,2050735
2015-03-27,1722661
2015-03-30,1684009
2015-03-31,2081259
2015-04-01,2148057
2015-04-02,1852617
2015-04-06,2560334
2015-04-07,2479510
2015-04-08,1754434
2015-04-09,1680624
2015-04-10,1501941
2015-04-13,1860416
2015-04-14,1915188
2015-04-15,1995871
2015-04-16,1662831
2015-04-17,3063509
2015-04-20,2394237
2015-04-21,1970534
2015-04-22,2228828
2015-04-23,5704517
2015-04-24,3043484
2015-04-27,3448760
2015-04-28,3387920
2015-04-29,3078628
2015-04-30,3510160
2015-05-01,2160149
2015-05-04,2240314
2015-05-05,1947744
2015-05-06,2203122
2015-05-07,2112923
2015-05-08,2025537
2015-05-11,1708711
2015-05-12,1864809
2015-05-13,2587859
2015-05-14,2462549
2015-05-15,1923774
2015-05-18,1748384
2015-05-19,2076094
2015-05-20,1978568
2015-05-21,2401909
2015-05-22,1822803
2015-05-26,2471109
2015-05-27,2625930
2015-05-28,1578079
2015-05-29,2880519
2015-06-01,1906559
2015-06-02,2481192
2015-06-03,2074495
2015-06-04,2237628
2015-06-05,2314771
2015-06-08,1608614
2015-06-09,1810752
2015-06-10,1758925
2015-06-11,1854228
2015-06-12,1910513
2015-06-15,2353069
2015-06-16,1729688
2015-06-17,1839387
2015-06-18,2528893
2015-06-19,3287179
2015-06-22,1447412
2015-06-23,2286400
2015-06-24,2862870
2015-06-25,2564048
2015-06-26,2625489
2015-06-29,2474976
2015-06-30,2561158
2015-07-01,1726793
2015-07-02,2022399
2015-07-06,2172154
2015-07-07,2865996
2015-07-08,2613316
2015-07-09,2069222
2015-07-10,2061321
2015-07-13,2107208
2015-07-14,1812274
2015-07-15,1786207
2015-07-16,2023869
2015-07-17,2429011
2015-07-20,2349130
2015-07-21,2743931
2015-07-22,3067734
2015-07-23,5176373
2015-07-24,3433648
2015-07-27,3117558
2015-07-28,3277739
2015-07-29,2176889
2015-07-30,2120011
2015-07-31,1619622
2015-08-03,2355658
2015-08-04,1811933
2015-08-05,1765640
2015-08-06,1764818
2015-08-07,1669711
2015-08-10,1571784
2015-08-11,1810785
2015-08-12,2054319
2015-08-13,1793138
2015-08-14,1401860
2015-08-17,1648944
2015-08-18,1706387
2015-08-19,2525741
2015-08-20,3278772
2015-08-21,5437818
2015-08-24,7269995
2015-08-25,5423863
2015-08-26,4556569
2015-08-27,4088014
2015-08-28,2664233
2015-08-31,2506948
2015-09-01,3660104
2015-09-02,3295236
2015-09-03,2589127
2015-09-04,3189712
2015-09-08,2422406
2015-09-09,2630717
2015-09-10,2026675
2015-09-11,2505184
2015-09-14,2277064
2015-09-15,2688739
2015-09-16,2060453
2015-09-17,2824591
2015-09-18,6513260
2015-09-21,2492617
2015-09-22,2773016
2015-09-23,2684501
2015-09-24,2673848
2015-09-25,3760309
2015-09-28,3434012
2015-09-29,4934589
2015-09-30,3609919
2015-10-01,2486252
2015-10-02,3050217
2015-10-05,2982935
2015-10-06,2238124
2015-10-07,1954041
2015-10-08,2003991
2015-10-09,2288542
2015-10-12,1426085
2015-10-13,2024445
2015-10-14,2258243
2015-10-15,2588498
2015-10-16,2490485
2015-10-19,2004154
2015-10-20,2409174
2015-10-21,3009877
2015-10-22,5099034
2015-10-23,2955546
2015-10-26,2136090
2015-10-27,1968416
2015-10-28,2720530
2015-10-29,1448223
2015-10-30,2665250
2015-11-02,2695211
2015-11-03,2966450
2015-11-04,2254024
2015-11-05,2023379
2015-11-06,1859938
2015-11-09,2419477
2015-11-10,1961854
2015-11-11,2524341
2015-11-12,2296183
2015-11-13,2429794
2015-11-16,2391850
2015-11-17,2390779
2015-11-18,2211349
2015-11-19,1516278
2015-11-20,1891113
2015-11-23,1430410
2015-11-24,2100625
2015-11-25,1184162
2015-11-27,876080
2015-11-30,2658041
2015-12-01,2258793
2015-12-02,2032331
2015-12-03,2609503
2015-12-04,2175780
2015-12-07,2142784
2015-12-08,2350423
2015-12-09,2660838
2015-12-10,2551244
2015-12-11,2523192
2015-12-14,3448686
2015-12-15,8645905
2015-12-16,4774134
2015-12-17,3053902
2015-12-18,5736432
2015-12-21,2284411
2015-12-22,2528661
2015-12-23,2215346
2015-12-24,848403
2015-12-28,1275184
2015-12-29,1824695
2015-12-30,1553075
2015-12-31,1607102
2016-01-04,3256054
2016-01-05,2688082
2016-01-06,2997126
2016-01-07,3553519
2016-01-08,2663979
2016-01-11,2775527
2016-01-12,2363612
2016-01-13,2579284
2016-01-14,3720224
2016-01-15,4632338
2016-01-19,3388896
2016-01-20,4129939
2016-01-21,3355169
2016-01-22,2979074
2016-01-25,2794378
2016-01-26,5125777
2016-01-27,3584182
2016-01-28,3067865
