time_captured,IBM_Open
2011-01-13,149.24
2011-01-14,148.89
2011-01-18,149.82
2011-01-19,153.26
2011-01-20,154.53
2011-01-21,156.4
2011-01-24,155.42
2011-01-25,159.21
2011-01-26,161.67
2011-01-27,161.43
2011-01-28,161.05
2011-01-31,159.18
2011-02-01,162.11
2011-02-02,163.4
2011-02-03,163.16
2011-02-04,163.48
2011-02-07,164.08
2011-02-08,164.82
2011-02-09,165.62
2011-02-10,163.9
2011-02-11,163.98
2011-02-14,164.18
2011-02-15,162.89
2011-02-16,163.33
2011-02-17,163.3
2011-02-18,164.46
2011-02-22,163.57
2011-02-23,161.81
2011-02-24,159.63
2011-02-25,161.06
2011-02-28,162.36
2011-03-01,163.15
2011-03-02,159.43
2011-03-03,161.42
2011-03-04,163.4
2011-03-07,161.6
2011-03-08,159.7
2011-03-09,163.47
2011-03-10,164.64
2011-03-11,162.4
2011-03-14,161.16
2011-03-15,157.35
2011-03-16,156.52
2011-03-17,154.0
2011-03-18,156.5
2011-03-21,157.64
2011-03-22,158.56
2011-03-23,158.0
2011-03-24,160.23
2011-03-25,160.98
2011-03-28,161.54
2011-03-29,161.34
2011-03-30,163.55
2011-03-31,163.4
2011-04-01,163.7
2011-04-04,164.42
2011-04-05,163.81
2011-04-06,164.34
2011-04-07,164.1
2011-04-08,164.35
2011-04-11,163.44
2011-04-12,163.36
2011-04-13,163.97
2011-04-14,163.84
2011-04-15,165.0
2011-04-18,164.64
2011-04-19,165.71
2011-04-20,163.1
2011-04-21,165.63
2011-04-25,167.65
2011-04-26,167.99
2011-04-27,168.61
2011-04-28,169.99
2011-04-29,171.1
2011-05-02,172.11
2011-05-03,172.0
2011-05-04,172.36
2011-05-05,170.47
2011-05-06,169.03
2011-05-09,168.39
2011-05-10,169.25
2011-05-11,170.3
2011-05-12,169.65
2011-05-13,171.7
2011-05-16,169.81
2011-05-17,167.85
2011-05-18,170.1
2011-05-19,170.86
2011-05-20,170.4
2011-05-23,168.58
2011-05-24,168.5
2011-05-25,167.63
2011-05-26,167.46
2011-05-27,167.91
2011-05-31,168.44
2011-06-01,168.9
2011-06-02,166.44
2011-06-03,164.3
2011-06-06,164.76
2011-06-07,165.11
2011-06-08,163.27
2011-06-09,165.01
2011-06-10,164.57
2011-06-13,164.44
2011-06-14,163.87
2011-06-15,162.75
2011-06-16,162.06
2011-06-17,164.24
2011-06-20,163.7
2011-06-21,165.2
2011-06-22,165.59
2011-06-23,164.06
2011-06-24,165.85
2011-06-27,165.74
2011-06-28,168.33
2011-06-29,170.61
2011-06-30,171.11
2011-07-01,171.61
2011-07-05,173.52
2011-07-06,175.19
2011-07-07,176.78
2011-07-08,175.49
2011-07-11,174.9
2011-07-12,174.93
2011-07-13,174.9
2011-07-14,174.4
2011-07-15,175.08
2011-07-18,174.73
2011-07-19,178.74
2011-07-20,183.84
2011-07-21,183.59
2011-07-22,184.64
2011-07-25,183.89
2011-07-26,182.94
2011-07-27,182.01
2011-07-28,181.06
2011-07-29,180.26
2011-08-01,182.6
2011-08-02,179.95
2011-08-03,177.67
2011-08-04,176.5
2011-08-05,172.1
2011-08-08,168.83
2011-08-09,167.46
2011-08-10,168.18
2011-08-11,164.1
2011-08-12,168.5
2011-08-15,171.32
2011-08-16,172.19
2011-08-17,171.57
2011-08-18,166.32
2011-08-19,162.17
2011-08-22,161.35
2011-08-23,160.65
2011-08-24,164.13
2011-08-25,167.52
2011-08-26,164.85
2011-08-29,170.58
2011-08-30,172.06
2011-08-31,173.29
2011-09-01,172.71
2011-09-02,167.69
2011-09-06,163.06
2011-09-07,167.28
2011-09-08,167.0
2011-09-09,164.57
2011-09-12,160.04
2011-09-13,163.64
2011-09-14,164.01
2011-09-15,168.64
2011-09-16,171.33
2011-09-19,169.5
2011-09-20,173.57
2011-09-21,175.0
2011-09-22,168.33
2011-09-23,166.99
2011-09-26,170.96
2011-09-27,176.82
2011-09-28,177.97
2011-09-29,179.69
2011-09-30,176.01
2011-10-03,174.36
2011-10-04,171.54
2011-10-05,174.57
2011-10-06,176.81
2011-10-07,182.32
2011-10-10,183.0
2011-10-11,184.59
2011-10-12,186.08
2011-10-13,184.97
2011-10-14,188.19
2011-10-17,189.71
2011-10-18,178.0
2011-10-19,179.68
2011-10-20,178.13
2011-10-21,179.11
2011-10-24,181.51
2011-10-25,181.66
2011-10-26,181.74
2011-10-27,184.99
2011-10-28,185.57
2011-10-31,185.59
2011-11-01,181.55
2011-11-02,184.0
2011-11-03,185.13
2011-11-04,186.27
2011-11-07,186.22
2011-11-08,187.48
2011-11-09,184.2
2011-11-10,183.58
2011-11-11,185.27
2011-11-14,189.17
2011-11-15,187.49
2011-11-16,187.82
2011-11-17,186.81
2011-11-18,186.71
2011-11-21,183.37
2011-11-22,182.22
2011-11-23,180.67
2011-11-25,178.01
2011-11-28,182.71
2011-11-29,182.02
2011-11-30,184.57
2011-12-01,187.01
2011-12-02,189.92
2011-12-05,191.18
2011-12-06,190.65
2011-12-07,191.99
2011-12-08,192.48
2011-12-09,192.91
2011-12-12,193.64
2011-12-13,193.46
2011-12-14,189.84
2011-12-15,190.48
2011-12-16,188.01
2011-12-19,184.51
2011-12-20,185.5
2011-12-21,183.22
2011-12-22,182.71
2011-12-23,183.11
2011-12-27,184.97
2011-12-28,185.19
2011-12-29,184.07
2011-12-30,186.33
2012-01-03,186.73
2012-01-04,185.57
2012-01-05,184.81
2012-01-06,184.39
2012-01-09,182.2
2012-01-10,183.23
2012-01-11,180.73
2012-01-12,181.86
2012-01-13,179.48
2012-01-17,180.36
2012-01-18,179.83
2012-01-19,181.79
2012-01-20,185.77
2012-01-23,187.91
2012-01-24,188.63
2012-01-25,191.33
2012-01-26,191.79
2012-01-27,190.01
2012-01-30,189.39
2012-01-31,193.09
2012-02-01,193.21
2012-02-02,192.72
2012-02-03,192.93
2012-02-06,192.48
2012-02-07,192.45
2012-02-08,192.78
2012-02-09,193.03
2012-02-10,191.76
2012-02-13,193.31
2012-02-14,191.76
2012-02-15,192.31
2012-02-16,192.61
2012-02-17,193.71
2012-02-21,193.73
2012-02-22,193.03
2012-02-23,193.87
2012-02-24,198.38
2012-02-27,196.78
2012-02-28,197.75
2012-02-29,197.86
2012-03-01,197.23
2012-03-02,197.1
2012-03-05,198.36
2012-03-06,199.14
2012-03-07,198.09
2012-03-08,199.24
2012-03-09,199.98
2012-03-12,200.93
2012-03-13,201.72
2012-03-14,203.78
2012-03-15,204.94
2012-03-16,207.03
2012-03-19,205.71
2012-03-20,204.74
2012-03-21,204.32
2012-03-22,204.0
2012-03-23,205.89
2012-03-26,206.45
2012-03-27,208.46
2012-03-28,207.44
2012-03-29,206.09
2012-03-30,208.74
2012-04-02,208.96
2012-04-03,209.31
2012-04-04,206.22
2012-04-05,205.15
2012-04-09,204.4
2012-04-10,204.94
2012-04-11,203.99
2012-04-12,202.8
2012-04-13,204.32
2012-04-16,204.74
2012-04-17,204.57
2012-04-18,202.43
2012-04-19,200.03
2012-04-20,199.83
2012-04-23,197.89
2012-04-24,199.06
2012-04-25,202.02
2012-04-26,203.4
2012-04-27,206.47
2012-04-30,206.71
2012-05-01,207.18
2012-05-02,206.97
2012-05-03,208.27
2012-05-04,206.47
2012-05-07,203.96
2012-05-08,202.44
2012-05-09,199.99
2012-05-10,201.0
2012-05-11,199.96
2012-05-14,199.92
2012-05-15,199.44
2012-05-16,199.42
2012-05-17,199.67
2012-05-18,198.78
2012-05-21,195.98
2012-05-22,198.04
2012-05-23,195.53
2012-05-24,195.99
2012-05-25,195.11
2012-05-29,195.22
2012-05-30,194.8
2012-05-31,194.1
2012-06-01,190.12
2012-06-04,188.34
2012-06-05,187.92
2012-06-06,190.78
2012-06-07,195.28
2012-06-08,193.71
2012-06-11,196.6
2012-06-12,192.14
2012-06-13,194.36
2012-06-14,193.0
2012-06-15,196.08
2012-06-18,197.57
2012-06-19,198.83
2012-06-20,198.7
2012-06-21,199.07
2012-06-22,193.87
2012-06-25,192.48
2012-06-26,193.54
2012-06-27,192.14
2012-06-28,191.23
2012-06-29,194.55
2012-07-02,196.36
2012-07-03,195.46
2012-07-05,194.88
2012-07-06,193.92
2012-07-09,190.76
2012-07-10,190.3
2012-07-11,186.22
2012-07-12,184.25
2012-07-13,183.46
2012-07-16,185.58
2012-07-17,185.73
2012-07-18,184.15
2012-07-19,193.4
2012-07-20,194.09
2012-07-23,189.78
2012-07-24,190.92
2012-07-25,190.31
2012-07-26,193.49
2012-07-27,195.1
2012-07-30,196.32
2012-07-31,196.5
2012-08-01,196.96
2012-08-02,194.12
2012-08-03,196.48
2012-08-06,198.76
2012-08-07,199.43
2012-08-08,198.27
2012-08-09,198.62
2012-08-10,197.87
2012-08-13,198.88
2012-08-14,198.88
2012-08-15,198.9
2012-08-16,198.77
2012-08-17,201.08
2012-08-20,200.69
2012-08-21,200.99
2012-08-22,198.64
2012-08-23,197.04
2012-08-24,194.96
2012-08-27,197.96
2012-08-28,195.56
2012-08-29,195.13
2012-08-30,194.77
2012-08-31,194.31
2012-09-04,196.61
2012-09-05,194.41
2012-09-06,196.26
2012-09-07,199.12
2012-09-10,199.39
2012-09-11,200.55
2012-09-12,203.52
2012-09-13,204.38
2012-09-14,206.24
2012-09-17,205.55
2012-09-18,206.88
2012-09-19,207.55
2012-09-20,205.85
2012-09-21,207.36
2012-09-24,205.02
2012-09-25,205.6
2012-09-26,205.05
2012-09-27,204.37
2012-09-28,205.66
2012-10-01,208.01
2012-10-02,210.96
2012-10-03,209.94
2012-10-04,210.28
2012-10-05,211.15
2012-10-08,210.02
2012-10-09,209.95
2012-10-10,207.82
2012-10-11,206.57
2012-10-12,205.64
2012-10-15,208.88
2012-10-16,209.94
2012-10-17,201.21
2012-10-18,199.91
2012-10-19,195.29
2012-10-22,193.71
2012-10-23,193.53
2012-10-24,192.44
2012-10-25,191.41
2012-10-26,191.49
2012-10-31,194.8
2012-11-01,194.68
2012-11-02,197.53
2012-11-05,192.36
2012-11-06,195.26
2012-11-07,193.36
2012-11-08,191.4
2012-11-09,189.85
2012-11-12,190.03
2012-11-13,188.39
2012-11-14,189.14
2012-11-15,185.83
2012-11-16,186.33
2012-11-19,188.62
2012-11-20,189.88
2012-11-21,189.3
2012-11-23,191.0
2012-11-26,192.45
2012-11-27,192.08
2012-11-28,190.98
2012-11-29,192.75
2012-11-30,191.75
2012-12-03,190.76
2012-12-04,189.71
2012-12-05,189.01
2012-12-06,189.17
2012-12-07,190.14
2012-12-10,192.17
2012-12-11,193.18
2012-12-12,194.6
2012-12-13,192.18
2012-12-14,191.69
2012-12-17,191.76
2012-12-18,193.85
2012-12-19,195.46
2012-12-20,194.47
2012-12-21,193.1
2012-12-24,193.05
2012-12-26,192.21
2012-12-27,191.53
2012-12-28,191.11
2012-12-31,189.23
2013-01-02,194.09
2013-01-03,195.67
2013-01-04,194.19
2013-01-07,193.4
2013-01-08,192.92
2013-01-09,193.48
2013-01-10,192.65
2013-01-11,194.15
2013-01-14,192.82
2013-01-15,191.31
2013-01-16,192.0
2013-01-17,193.85
2013-01-18,194.03
2013-01-22,194.36
2013-01-23,203.5
2013-01-24,203.91
2013-01-25,204.45
2013-01-28,204.85
2013-01-29,204.34
2013-01-30,203.69
2013-01-31,203.32
2013-02-01,204.65
2013-02-04,204.19
2013-02-05,204.31
2013-02-06,200.39
2013-02-07,200.62
2013-02-08,199.97
2013-02-11,200.98
2013-02-12,200.01
2013-02-13,200.65
2013-02-14,199.73
2013-02-15,199.98
2013-02-19,200.6
2013-02-20,200.62
2013-02-21,198.63
2013-02-22,199.23
2013-02-25,201.67
2013-02-26,198.63
2013-02-27,198.89
2013-02-28,202.18
2013-03-01,200.65
2013-03-04,202.59
2013-03-05,205.86
2013-03-06,207.03
2013-03-07,208.29
2013-03-08,209.85
2013-03-11,210.04
2013-03-12,209.4
2013-03-13,210.2
2013-03-14,212.15
2013-03-15,215.38
2013-03-18,212.9
2013-03-19,214.13
2013-03-20,214.76
2013-03-21,212.96
2013-03-22,212.21
2013-03-25,212.54
2013-03-26,211.77
2013-03-27,210.96
2013-03-28,209.83
2013-04-01,212.8
2013-04-02,212.92
2013-04-03,214.32
2013-04-04,212.77
2013-04-05,209.1
2013-04-08,209.07
2013-04-09,209.56
2013-04-10,211.86
2013-04-11,211.5
2013-04-12,210.79
2013-04-15,210.44
2013-04-16,210.84
2013-04-17,210.53
2013-04-18,210.11
2013-04-19,195.74
2013-04-22,191.15
2013-04-23,189.27
2013-04-24,192.16
2013-04-25,192.69
2013-04-26,194.16
2013-04-29,194.78
2013-04-30,199.13
2013-05-01,201.87
2013-05-02,200.12
2013-05-03,203.94
2013-05-06,203.79
2013-05-07,202.81
2013-05-08,202.94
2013-05-09,204.69
2013-05-10,203.37
2013-05-13,204.18
2013-05-14,202.09
2013-05-15,202.25
2013-05-16,204.0
2013-05-17,205.25
2013-05-20,208.02
2013-05-21,207.24
2013-05-22,208.5
2013-05-23,205.48
2013-05-24,204.69
2013-05-28,207.44
2013-05-29,206.22
2013-05-30,206.97
2013-05-31,208.59
2013-06-03,208.25
2013-06-04,208.6
2013-06-05,205.16
2013-06-06,203.23
2013-06-07,204.85
2013-06-10,206.97
2013-06-11,203.17
2013-06-12,204.59
2013-06-13,201.01
2013-06-14,203.97
2013-06-17,203.44
2013-06-18,203.02
2013-06-19,204.44
2013-06-20,200.67
2013-06-21,198.5
2013-06-24,193.99
2013-06-25,195.31
2013-06-26,195.97
2013-06-27,196.05
2013-06-28,191.73
2013-07-01,192.15
2013-07-02,190.78
2013-07-03,190.98
2013-07-05,194.49
2013-07-08,195.6
2013-07-09,191.88
2013-07-10,191.51
2013-07-11,193.78
2013-07-12,193.07
2013-07-15,192.42
2013-07-16,194.04
2013-07-17,194.72
2013-07-18,198.27
2013-07-19,197.91
2013-07-22,193.4
2013-07-23,194.21
2013-07-24,195.95
2013-07-25,196.3
2013-07-26,196.59
2013-07-29,196.83
2013-07-30,196.99
2013-07-31,194.49
2013-08-01,196.65
2013-08-02,195.5
2013-08-05,195.16
2013-08-06,192.26
2013-08-07,189.6
2013-08-08,189.45
2013-08-09,188.0
2013-08-12,186.97
2013-08-13,189.54
2013-08-14,188.58
2013-08-15,186.23
2013-08-16,185.54
2013-08-19,185.3
2013-08-20,184.37
2013-08-21,184.67
2013-08-22,185.65
2013-08-23,185.34
2013-08-26,185.27
2013-08-27,183.63
2013-08-28,182.68
2013-08-29,181.96
2013-08-30,182.75
2013-09-03,183.63
2013-09-04,183.58
2013-09-05,183.35
2013-09-06,184.65
2013-09-09,183.68
2013-09-10,187.2
2013-09-11,186.83
2013-09-12,190.96
2013-09-13,191.21
2013-09-16,193.7
2013-09-17,193.42
2013-09-18,192.6
2013-09-19,194.18
2013-09-20,193.96
2013-09-23,190.06
2013-09-24,190.93
2013-09-25,190.14
2013-09-26,190.1
2013-09-27,188.87
2013-09-30,185.56
2013-10-01,185.34
2013-10-02,185.54
2013-10-03,184.7
2013-10-04,184.17
2013-10-07,181.85
2013-10-08,181.89
2013-10-09,179.37
2013-10-10,183.17
2013-10-11,185.25
2013-10-14,185.41
2013-10-15,185.74
2013-10-16,185.42
2013-10-17,173.84
2013-10-18,174.8
2013-10-21,174.42
2013-10-22,173.35
2013-10-23,175.09
2013-10-24,176.43
2013-10-25,178.43
2013-10-28,177.04
2013-10-29,177.62
2013-10-30,181.69
2013-10-31,179.65
2013-11-01,179.81
2013-11-04,179.9
2013-11-05,179.54
2013-11-06,177.91
2013-11-07,179.6
2013-11-08,178.83
2013-11-11,180.19
2013-11-12,182.53
2013-11-13,182.27
2013-11-14,180.48
2013-11-15,182.38
2013-11-18,183.52
2013-11-19,184.63
2013-11-20,185.22
2013-11-21,185.54
2013-11-22,183.5
2013-11-25,180.25
2013-11-26,178.67
2013-11-27,177.83
2013-11-29,179.21
2013-12-02,179.46
2013-12-03,177.0
2013-12-04,175.37
2013-12-05,176.15
2013-12-06,176.7
2013-12-09,177.99
2013-12-10,176.88
2013-12-11,177.0
2013-12-12,175.06
2013-12-13,173.52
2013-12-16,173.04
2013-12-17,177.36
2013-12-18,176.45
2013-12-19,177.88
2013-12-20,180.08
2013-12-23,181.05
2013-12-24,181.96
2013-12-26,183.56
2013-12-27,185.84
2013-12-30,185.32
2013-12-31,186.49
2014-01-02,187.21
2014-01-03,185.83
2014-01-06,187.15
2014-01-07,186.39
2014-01-08,189.33
2014-01-09,189.02
2014-01-10,188.31
2014-01-13,186.26
2014-01-14,185.06
2014-01-15,185.82
2014-01-16,187.53
2014-01-17,188.04
2014-01-21,190.23
2014-01-22,181.28
2014-01-23,181.43
2014-01-24,181.25
2014-01-27,179.6
2014-01-28,178.05
2014-01-29,175.98
2014-01-30,177.17
2014-01-31,176.11
2014-02-03,176.02
2014-02-04,173.53
2014-02-05,172.19
2014-02-06,173.97
2014-02-07,175.64
2014-02-10,176.97
2014-02-11,176.81
2014-02-12,179.52
2014-02-13,178.22
2014-02-14,181.26
2014-02-18,183.18
2014-02-19,182.74
2014-02-20,182.96
2014-02-21,184.25
2014-02-24,182.82
2014-02-25,183.52
2014-02-26,183.94
2014-02-27,183.83
2014-02-28,185.38
2014-03-03,183.33
2014-03-04,185.81
2014-03-05,186.57
2014-03-06,187.37
2014-03-07,188.35
2014-03-10,187.55
2014-03-11,187.41
2014-03-12,186.01
2014-03-13,186.41
2014-03-14,183.89
2014-03-17,182.66
2014-03-18,185.99
2014-03-19,185.6
2014-03-20,184.47
2014-03-21,188.5
2014-03-24,187.43
2014-03-25,188.76
2014-03-26,194.98
2014-03-27,191.91
2014-03-28,189.94
2014-03-31,191.64
2014-04-01,193.12
2014-04-02,194.24
2014-04-03,193.2
2014-04-04,193.12
2014-04-07,191.72
2014-04-08,193.89
2014-04-09,193.88
2014-04-10,196.06
2014-04-11,195.04
2014-04-14,196.24
2014-04-15,195.98
2014-04-16,198.05
2014-04-17,187.25
2014-04-21,189.8
2014-04-22,192.01
2014-04-23,191.79
2014-04-24,192.22
2014-04-25,190.54
2014-04-28,191.14
2014-04-29,193.59
2014-04-30,194.38
2014-05-01,196.31
2014-05-02,193.75
2014-05-05,191.05
2014-05-06,190.93
2014-05-07,189.34
2014-05-08,189.16
2014-05-09,188.98
2014-05-12,191.12
2014-05-13,192.79
2014-05-14,191.91
2014-05-15,189.07
2014-05-16,186.27
2014-05-19,186.61
2014-05-20,186.25
2014-05-21,185.85
2014-05-22,186.45
2014-05-23,185.84
2014-05-27,184.8
2014-05-28,184.48
2014-05-29,183.64
2014-05-30,183.38
2014-06-02,184.76
2014-06-03,185.55
2014-06-04,184.71
2014-06-05,184.66
2014-06-06,186.47
2014-06-09,186.22
2014-06-10,186.2
2014-06-11,183.61
2014-06-12,182.48
2014-06-13,182.0
2014-06-16,182.4
2014-06-17,181.9
2014-06-18,182.04
2014-06-19,184.12
2014-06-20,182.59
2014-06-23,181.92
2014-06-24,181.5
2014-06-25,180.25
2014-06-26,180.87
2014-06-27,179.77
2014-06-30,181.33
2014-07-01,181.7
2014-07-02,186.34
2014-07-03,188.39
2014-07-07,187.61
2014-07-08,187.65
2014-07-09,187.68
2014-07-10,186.44
2014-07-11,187.73
2014-07-14,188.55
2014-07-15,189.54
2014-07-16,192.24
2014-07-17,192.36
2014-07-18,191.96
2014-07-21,191.3
2014-07-22,191.59
2014-07-23,194.11
2014-07-24,193.95
2014-07-25,195.3
2014-07-28,194.3
2014-07-29,195.3
2014-07-30,195.2
2014-07-31,192.84
2014-08-01,190.5
2014-08-04,189.35
2014-08-05,188.75
2014-08-06,185.36
2014-08-07,186.64
2014-08-08,184.4
2014-08-11,187.81
2014-08-12,187.45
2014-08-13,188.0
2014-08-14,187.57
2014-08-15,187.85
2014-08-18,188.1
2014-08-19,190.04
2014-08-20,189.86
2014-08-21,190.9
2014-08-22,190.77
2014-08-25,191.39
2014-08-26,191.02
2014-08-27,193.03
2014-08-28,191.47
2014-08-29,192.28
2014-09-02,192.68
2014-09-03,192.39
2014-09-04,191.69
2014-09-05,190.53
2014-09-08,190.75
2014-09-09,190.34
2014-09-10,190.12
2014-09-11,191.08
2014-09-12,191.47
2014-09-15,191.42
2014-09-16,191.25
2014-09-17,193.22
2014-09-18,192.79
2014-09-19,194.54
2014-09-22,193.72
2014-09-23,192.75
2014-09-24,191.0
2014-09-25,192.05
2014-09-26,188.93
2014-09-29,188.51
2014-09-30,189.64
2014-10-01,189.91
2014-10-02,187.66
2014-10-03,188.11
2014-10-06,189.69
2014-10-07,187.77
2014-10-08,185.97
2014-10-09,189.12
2014-10-10,185.86
2014-10-13,185.49
2014-10-14,184.89
2014-10-15,182.46
2014-10-16,179.8
2014-10-17,181.24
2014-10-20,166.84
2014-10-21,166.4
2014-10-22,162.41
2014-10-23,162.12
2014-10-24,162.1
2014-10-27,162.0
2014-10-28,162.0
2014-10-29,164.33
2014-10-30,163.5
2014-10-31,165.48
2014-11-03,164.25
2014-11-04,164.34
2014-11-05,163.13
2014-11-06,161.28
2014-11-07,161.42
2014-11-10,161.9
2014-11-11,163.7
2014-11-12,162.28
2014-11-13,162.0
2014-11-14,162.1
2014-11-17,164.16
2014-11-18,164.73
2014-11-19,162.05
2014-11-20,160.95
2014-11-21,161.83
2014-11-24,161.54
2014-11-25,162.65
2014-11-26,161.93
2014-11-28,162.75
2014-12-01,161.64
2014-12-02,162.47
2014-12-03,162.47
2014-12-04,164.01
2014-12-05,163.61
2014-12-08,163.29
2014-12-09,160.84
2014-12-10,163.01
2014-12-11,160.82
2014-12-12,160.25
2014-12-15,155.93
2014-12-16,152.03
2014-12-17,151.52
2014-12-18,153.58
2014-12-19,157.49
2014-12-22,158.33
2014-12-23,162.23
2014-12-24,162.88
2014-12-26,162.27
2014-12-29,162.0
2014-12-30,160.02
2014-12-31,160.41
2015-01-02,161.31
2015-01-05,161.27
2015-01-06,159.67
2015-01-07,157.2
2015-01-08,156.24
2015-01-09,158.42
2015-01-12,159.0
2015-01-13,157.26
2015-01-14,154.86
2015-01-15,156.69
2015-01-16,153.82
2015-01-20,156.7
2015-01-21,153.03
2015-01-22,151.94
2015-01-23,155.03
2015-01-26,158.26
2015-01-27,154.94
2015-01-28,154.0
2015-01-29,151.38
2015-01-30,153.91
2015-02-02,154.0
2015-02-03,154.75
2015-02-04,157.21
2015-02-05,157.29
2015-02-06,157.34
2015-02-09,156.0
2015-02-10,156.74
2015-02-11,157.76
2015-02-12,158.72
2015-02-13,158.78
2015-02-17,159.75
2015-02-18,161.86
2015-02-19,162.05
2015-02-20,163.64
2015-02-23,164.23
2015-02-24,162.49
2015-02-25,164.94
2015-02-26,163.74
2015-02-27,161.05
2015-03-02,161.68
2015-03-03,160.27
2015-03-04,160.54
2015-03-05,159.86
2015-03-06,160.19
2015-03-09,158.2
2015-03-10,159.6
2015-03-11,158.57
2015-03-12,156.27
2015-03-13,157.46
2015-03-16,155.05
2015-03-17,156.2
2015-03-18,156.85
2015-03-19,159.7
2015-03-20,160.95
2015-03-23,162.77
2015-03-24,164.79
2015-03-25,163.08
2015-03-26,159.27
2015-03-27,160.79
2015-03-30,161.31
2015-03-31,161.08
2015-04-01,160.23
2015-04-02,159.52
2015-04-06,159.69
2015-04-07,161.67
2015-04-08,161.72
2015-04-09,161.7
2015-04-10,162.34
2015-04-13,162.37
2015-04-14,162.42
2015-04-15,162.63
2015-04-16,163.31
2015-04-17,161.75
2015-04-20,162.1
2015-04-21,166.07
2015-04-22,164.39
2015-04-23,165.23
2015-04-24,170.23
2015-04-27,170.89
2015-04-28,170.83
2015-04-29,173.4
2015-04-30,173.77
2015-05-01,173.2
2015-05-04,174.47
2015-05-05,173.51
2015-05-06,172.9
2015-05-07,169.63
2015-05-08,172.94
2015-05-11,172.65
2015-05-12,170.55
2015-05-13,171.24
2015-05-14,173.5
2015-05-15,173.91
2015-05-18,173.44
2015-05-19,172.97
2015-05-20,173.33
2015-05-21,173.32
2015-05-22,173.04
2015-05-26,172.11
2015-05-27,171.16
2015-05-28,171.45
2015-05-29,171.35
2015-06-01,170.21
2015-06-02,169.66
2015-06-03,170.5
2015-06-04,169.53
2015-06-05,168.25
2015-06-08,167.17
2015-06-09,165.34
2015-06-10,166.49
2015-06-11,169.26
2015-06-12,168.23
2015-06-15,165.33
2015-06-16,166.33
2015-06-17,167.0
2015-06-18,167.05
2015-06-19,167.62
2015-06-22,167.65
2015-06-23,168.38
2015-06-24,168.71
2015-06-25,167.8
2015-06-26,166.23
2015-06-29,163.92
2015-06-30,163.99
2015-07-01,163.97
2015-07-02,165.05
2015-07-06,163.83
2015-07-07,164.94
2015-07-08,164.0
2015-07-09,165.34
2015-07-10,165.66
2015-07-13,167.93
2015-07-14,169.43
2015-07-15,168.48
2015-07-16,169.47
2015-07-17,170.33
2015-07-20,172.79
2015-07-21,164.34
2015-07-22,162.73
2015-07-23,160.27
2015-07-24,161.29
2015-07-27,159.0
2015-07-28,159.91
2015-07-29,160.0
2015-07-30,160.5
2015-07-31,161.4
2015-08-03,161.7
2015-08-04,158.4
2015-08-05,159.1
2015-08-06,157.13
2015-08-07,155.89
2015-08-10,156.77
2015-08-11,155.96
2015-08-12,154.26
2015-08-13,156.06
2015-08-14,155.0
2015-08-17,155.2
2015-08-18,155.51
2015-08-19,155.15
2015-08-20,152.74
2015-08-21,151.5
2015-08-24,143.47
2015-08-25,146.94
2015-08-26,144.09
2015-08-27,148.5
2015-08-28,147.75
2015-08-31,147.38
2015-09-01,144.91
2015-09-02,144.74
2015-09-03,146.05
2015-09-04,144.57
2015-09-08,145.86
2015-09-09,148.74
2015-09-10,145.85
2015-09-11,145.91
2015-09-14,147.37
2015-09-15,146.6
2015-09-16,147.84
2015-09-17,148.1
2015-09-18,146.05
2015-09-21,145.39
2015-09-22,144.62
2015-09-23,144.21
2015-09-24,142.6
2015-09-25,145.55
2015-09-28,144.42
2015-09-29,141.99
2015-09-30,143.69
2015-10-01,145.31
2015-10-02,141.05
2015-10-05,145.82
2015-10-06,149.06
2015-10-07,150.04
2015-10-08,149.69
2015-10-09,152.46
2015-10-12,152.4
2015-10-13,150.78
2015-10-14,149.6
2015-10-15,150.91
2015-10-16,150.45
2015-10-19,149.85
2015-10-20,142.49
2015-10-21,140.25
2015-10-22,141.74
2015-10-23,144.61
2015-10-26,144.75
2015-10-27,143.51
2015-10-28,137.92
2015-10-29,140.36
2015-10-30,140.44
2015-11-02,140.5
2015-11-03,140.02
2015-11-04,142.55
2015-11-05,141.61
2015-11-06,138.6
2015-11-09,137.92
2015-11-10,135.36
2015-11-11,136.09
2015-11-12,134.7
2015-11-13,132.95
2015-11-16,131.79
2015-11-17,134.22
2015-11-18,134.79
2015-11-19,136.21
2015-11-20,137.37
2015-11-23,138.53
2015-11-24,137.65
2015-11-25,138.37
2015-11-27,138.0
2015-11-30,138.61
2015-12-01,139.58
2015-12-02,140.93
2015-12-03,140.1
2015-12-04,138.09
2015-12-07,140.16
2015-12-08,138.28
2015-12-09,137.38
2015-12-10,137.03
2015-12-11,135.23
2015-12-14,135.31
2015-12-15,137.4
2015-12-16,139.12
2015-12-17,139.35
2015-12-18,136.41
2015-12-21,135.83
2015-12-22,135.88
2015-12-23,138.3
2015-12-24,138.43
2015-12-28,137.74
2015-12-29,138.25
2015-12-30,139.58
2015-12-31,139.07
2016-01-04,135.6
2016-01-05,136.76
2016-01-06,134.38
2016-01-07,133.7
2016-01-08,133.18
2016-01-11,131.81
2016-01-12,133.65
2016-01-13,133.5
2016-01-14,131.93
2016-01-15,130.01
2016-01-19,130.11
2016-01-20,118.46
2016-01-21,121.3
2016-01-22,124.67
2016-01-25,122.1
2016-01-26,122.25
2016-01-27,122.73
2016-01-28,121.26
2016-01-29,123.28
2016-02-01,124.4
2016-02-02,123.67
