time_captured,05_unb_raw_accZ
1970-01-01 00:00:00.000000361,1025.166
1970-01-01 00:00:00.000000362,1090.558
1970-01-01 00:00:00.000000363,1526.586
1970-01-01 00:00:00.000000364,1187.182
1970-01-01 00:00:00.000000365,759.816
1970-01-01 00:00:00.000000366,740.418
1970-01-01 00:00:00.000000367,586.942
1970-01-01 00:00:00.000000368,657.458
1970-01-01 00:00:00.000000369,435.906
1970-01-01 00:00:00.000000370,754.448
1970-01-01 00:00:00.000000371,923.54
1970-01-01 00:00:00.000000372,1778.272
1970-01-01 00:00:00.000000373,1555.622
1970-01-01 00:00:00.000000374,1363.96
1970-01-01 00:00:00.000000375,863.516
1970-01-01 00:00:00.000000376,658.556
1970-01-01 00:00:00.000000377,795.562
1970-01-01 00:00:00.000000378,570.228
1970-01-01 00:00:00.000000379,966.118
1970-01-01 00:00:00.000000380,1847.324
1970-01-01 00:00:00.000000381,820.45
1970-01-01 00:00:00.000000382,985.76
1970-01-01 00:00:00.000000383,709.186
1970-01-01 00:00:00.000000384,686.128
1970-01-01 00:00:00.000000385,834.968
1970-01-01 00:00:00.000000386,617.808
1970-01-01 00:00:00.000000387,255.956
1970-01-01 00:00:00.000000388,559.858
1970-01-01 00:00:00.000000389,1130.574
1970-01-01 00:00:00.000000390,1959.686
1970-01-01 00:00:00.000000391,1169.492
1970-01-01 00:00:00.000000392,1351.028
1970-01-01 00:00:00.000000393,920.612
1970-01-01 00:00:00.000000394,1297.836
1970-01-01 00:00:00.000000395,444.08
1970-01-01 00:00:00.000000396,1187.548
1970-01-01 00:00:00.000000397,1563.552
1970-01-01 00:00:00.000000398,1083.116
1970-01-01 00:00:00.000000399,1080.798
1970-01-01 00:00:00.000000400,970.754
1970-01-01 00:00:00.000000401,891.21
1970-01-01 00:00:00.000000402,703.452
1970-01-01 00:00:00.000000403,268.034
1970-01-01 00:00:00.000000404,306.83
1970-01-01 00:00:00.000000405,319.152
1970-01-01 00:00:00.000000406,913.414
1970-01-01 00:00:00.000000407,1336.51
1970-01-01 00:00:00.000000408,1340.292
1970-01-01 00:00:00.000000409,774.7
1970-01-01 00:00:00.000000410,1057.984
1970-01-01 00:00:00.000000411,541.07
1970-01-01 00:00:00.000000412,544.73
1970-01-01 00:00:00.000000413,342.942
1970-01-01 00:00:00.000000414,1155.95
1970-01-01 00:00:00.000000415,1702.266
1970-01-01 00:00:00.000000416,1087.996
1970-01-01 00:00:00.000000417,1053.592
1970-01-01 00:00:00.000000418,1242.082
1970-01-01 00:00:00.000000419,703.818
1970-01-01 00:00:00.000000420,941.352
1970-01-01 00:00:00.000000421,569.496
1970-01-01 00:00:00.000000422,410.652
1970-01-01 00:00:00.000000423,913.536
1970-01-01 00:00:00.000000424,996.252
1970-01-01 00:00:00.000000425,1454.606
1970-01-01 00:00:00.000000426,1394.704
1970-01-01 00:00:00.000000427,1531.1
1970-01-01 00:00:00.000000428,522.282
1970-01-01 00:00:00.000000429,437.37
1970-01-01 00:00:00.000000430,1015.894
1970-01-01 00:00:00.000000431,425.17
1970-01-01 00:00:00.000000432,1321.992
1970-01-01 00:00:00.000000433,1711.416
1970-01-01 00:00:00.000000434,747.006
1970-01-01 00:00:00.000000435,1388.482
1970-01-01 00:00:00.000000436,795.074
1970-01-01 00:00:00.000000437,739.442
1970-01-01 00:00:00.000000438,407.114
1970-01-01 00:00:00.000000439,357.704
1970-01-01 00:00:00.000000440,280.234
1970-01-01 00:00:00.000000441,873.886
1970-01-01 00:00:00.000000442,775.92
1970-01-01 00:00:00.000000443,1805.844
1970-01-01 00:00:00.000000444,1096.78
1970-01-01 00:00:00.000000445,495.564
1970-01-01 00:00:00.000000446,1069.818
1970-01-01 00:00:00.000000447,352.214
1970-01-01 00:00:00.000000448,501.42
1970-01-01 00:00:00.000000449,1202.432
1970-01-01 00:00:00.000000450,1547.57
1970-01-01 00:00:00.000000451,1077.626
1970-01-01 00:00:00.000000452,1071.16
1970-01-01 00:00:00.000000453,729.56
1970-01-01 00:00:00.000000454,915.366
1970-01-01 00:00:00.000000455,906.094
1970-01-01 00:00:00.000000456,666.486
1970-01-01 00:00:00.000000457,498.248
1970-01-01 00:00:00.000000458,885.354
1970-01-01 00:00:00.000000459,1300.398
1970-01-01 00:00:00.000000460,1131.062
1970-01-01 00:00:00.000000461,1715.442
1970-01-01 00:00:00.000000462,1472.418
1970-01-01 00:00:00.000000463,985.638
1970-01-01 00:00:00.000000464,860.222
1970-01-01 00:00:00.000000465,311.222
1970-01-01 00:00:00.000000466,610.244
1970-01-01 00:00:00.000000467,1351.882
1970-01-01 00:00:00.000000468,1393.606
1970-01-01 00:00:00.000000469,1178.642
1970-01-01 00:00:00.000000470,1201.578
1970-01-01 00:00:00.000000471,759.816
1970-01-01 00:00:00.000000472,916.952
1970-01-01 00:00:00.000000473,618.54
1970-01-01 00:00:00.000000474,750.544
1970-01-01 00:00:00.000000475,578.89
1970-01-01 00:00:00.000000476,754.57
1970-01-01 00:00:00.000000477,651.48
1970-01-01 00:00:00.000000478,2018.002
1970-01-01 00:00:00.000000479,902.19
1970-01-01 00:00:00.000000480,1515.606
1970-01-01 00:00:00.000000481,251.564
1970-01-01 00:00:00.000000482,747.006
1970-01-01 00:00:00.000000483,289.384
1970-01-01 00:00:00.000000484,968.558
1970-01-01 00:00:00.000000485,1443.748
1970-01-01 00:00:00.000000486,1928.698
1970-01-01 00:00:00.000000487,634.4
1970-01-01 00:00:00.000000488,1456.07
1970-01-01 00:00:00.000000489,409.554
1970-01-01 00:00:00.000000490,721.874
1970-01-01 00:00:00.000000491,393.45
1970-01-01 00:00:00.000000492,621.468
1970-01-01 00:00:00.000000493,265.838
1970-01-01 00:00:00.000000494,1001.498
1970-01-01 00:00:00.000000495,1198.65
1970-01-01 00:00:00.000000496,1691.164
1970-01-01 00:00:00.000000497,1390.556
1970-01-01 00:00:00.000000498,1057.374
1970-01-01 00:00:00.000000499,577.426
1970-01-01 00:00:00.000000500,538.63
1970-01-01 00:00:00.000000501,551.074
1970-01-01 00:00:00.000000502,1278.194
1970-01-01 00:00:00.000000503,1490.352
1970-01-01 00:00:00.000000504,1200.48
1970-01-01 00:00:00.000000505,1411.174
1970-01-01 00:00:00.000000506,841.556
1970-01-01 00:00:00.000000507,798.368
1970-01-01 00:00:00.000000508,863.15
1970-01-01 00:00:00.000000509,868.884
1970-01-01 00:00:00.000000510,357.704
1970-01-01 00:00:00.000000511,956.602
1970-01-01 00:00:00.000000512,894.748
1970-01-01 00:00:00.000000513,1700.314
1970-01-01 00:00:00.000000514,1355.42
1970-01-01 00:00:00.000000515,1520.242
1970-01-01 00:00:00.000000516,831.552
1970-01-01 00:00:00.000000517,625.25
1970-01-01 00:00:00.000000518,773.48
1970-01-01 00:00:00.000000519,611.098
1970-01-01 00:00:00.000000520,1094.706
1970-01-01 00:00:00.000000521,1744.112
1970-01-01 00:00:00.000000522,924.516
1970-01-01 00:00:00.000000523,1461.194
1970-01-01 00:00:00.000000524,402.234
1970-01-01 00:00:00.000000525,412.97
1970-01-01 00:00:00.000000526,688.202
1970-01-01 00:00:00.000000527,865.956
1970-01-01 00:00:00.000000528,257.298
1970-01-01 00:00:00.000000529,750.056
1970-01-01 00:00:00.000000530,1174.128
1970-01-01 00:00:00.000000531,1955.05
1970-01-01 00:00:00.000000532,1433.744
1970-01-01 00:00:00.000000533,1138.626
1970-01-01 00:00:00.000000534,691.862
1970-01-01 00:00:00.000000535,846.558
1970-01-01 00:00:00.000000536,587.796
1970-01-01 00:00:00.000000537,877.79
1970-01-01 00:00:00.000000538,1028.094
1970-01-01 00:00:00.000000539,1397.388
1970-01-01 00:00:00.000000540,1155.34
1970-01-01 00:00:00.000000541,587.552
1970-01-01 00:00:00.000000542,1232.322
1970-01-01 00:00:00.000000543,397.598
1970-01-01 00:00:00.000000544,780.19
1970-01-01 00:00:00.000000545,208.132
1970-01-01 00:00:00.000000546,348.31
1970-01-01 00:00:00.000000547,592.188
1970-01-01 00:00:00.000000548,1145.702
1970-01-01 00:00:00.000000549,1587.22
1970-01-01 00:00:00.000000550,691.252
1970-01-01 00:00:00.000000551,662.826
1970-01-01 00:00:00.000000552,977.098
1970-01-01 00:00:00.000000553,517.158
1970-01-01 00:00:00.000000554,847.778
1970-01-01 00:00:00.000000555,654.042
1970-01-01 00:00:00.000000556,1015.772
1970-01-01 00:00:00.000000557,1954.562
1970-01-01 00:00:00.000000558,993.324
1970-01-01 00:00:00.000000559,769.576
1970-01-01 00:00:00.000000560,915.854
1970-01-01 00:00:00.000000561,534.97
1970-01-01 00:00:00.000000562,1253.428
1970-01-01 00:00:00.000000563,256.2
1970-01-01 00:00:00.000000564,220.454
1970-01-01 00:00:00.000000565,1019.92
1970-01-01 00:00:00.000000566,1172.542
1970-01-01 00:00:00.000000567,1946.51
1970-01-01 00:00:00.000000568,1464.61
1970-01-01 00:00:00.000000569,828.258
1970-01-01 00:00:00.000000570,880.108
1970-01-01 00:00:00.000000571,963.434
1970-01-01 00:00:00.000000572,410.774
1970-01-01 00:00:00.000000573,537.654
1970-01-01 00:00:00.000000574,1481.446
1970-01-01 00:00:00.000000575,2106.94
1970-01-01 00:00:00.000000576,685.884
1970-01-01 00:00:00.000000577,537.898
1970-01-01 00:00:00.000000578,1000.4
1970-01-01 00:00:00.000000579,394.304
1970-01-01 00:00:00.000000580,456.402
1970-01-01 00:00:00.000000581,120.536
1970-01-01 00:00:00.000000582,340.258
1970-01-01 00:00:00.000000583,1418.25
1970-01-01 00:00:00.000000584,1248.792
1970-01-01 00:00:00.000000585,1606.374
1970-01-01 00:00:00.000000586,1229.516
1970-01-01 00:00:00.000000587,704.916
1970-01-01 00:00:00.000000588,828.014
1970-01-01 00:00:00.000000589,210.084
1970-01-01 00:00:00.000000590,467.26
1970-01-01 00:00:00.000000591,1306.132
1970-01-01 00:00:00.000000592,1412.028
1970-01-01 00:00:00.000000593,832.894
1970-01-01 00:00:00.000000594,919.514
1970-01-01 00:00:00.000000595,804.468
1970-01-01 00:00:00.000000596,852.902
1970-01-01 00:00:00.000000597,872.666
1970-01-01 00:00:00.000000598,541.924
1970-01-01 00:00:00.000000599,593.652
1970-01-01 00:00:00.000000600,772.87
1970-01-01 00:00:00.000000601,671.488
1970-01-01 00:00:00.000000602,1551.23
1970-01-01 00:00:00.000000603,1605.764
1970-01-01 00:00:00.000000604,935.252
1970-01-01 00:00:00.000000605,440.542
1970-01-01 00:00:00.000000606,468.602
1970-01-01 00:00:00.000000607,976.854
1970-01-01 00:00:00.000000608,447.13
1970-01-01 00:00:00.000000609,1437.892
1970-01-01 00:00:00.000000610,1919.792
1970-01-01 00:00:00.000000611,928.42
1970-01-01 00:00:00.000000612,805.322
1970-01-01 00:00:00.000000613,840.702
1970-01-01 00:00:00.000000614,349.774
1970-01-01 00:00:00.000000615,1077.016
1970-01-01 00:00:00.000000616,25.01
1970-01-01 00:00:00.000000617,404.186
1970-01-01 00:00:00.000000618,793.732
1970-01-01 00:00:00.000000619,890.478
1970-01-01 00:00:00.000000620,1785.104
