time_captured,AAPL_Low
2017-02-07,130.45
2017-02-08,131.22
2017-02-09,131.12
2017-02-10,132.05
2017-02-13,132.75
2017-02-14,133.25
2017-02-15,134.62
2017-02-16,134.84
2017-02-17,135.1
2017-02-21,135.98
2017-02-22,136.11
2017-02-23,136.3
2017-02-24,135.28
2017-02-27,136.28
2017-02-28,136.7
2017-03-01,137.6
2017-03-02,138.76
2017-03-03,138.59
2017-03-06,138.6
2017-03-07,138.79
2017-03-08,138.82
2017-03-09,137.05
2017-03-10,138.64
2017-03-13,138.82
2017-03-14,138.84
2017-03-15,139.02
2017-03-16,140.26
2017-03-17,139.89
2017-03-20,140.23
2017-03-21,139.73
2017-03-22,139.76
2017-03-23,140.61
2017-03-24,140.35
2017-03-27,138.62
2017-03-28,140.62
2017-03-29,143.19
2017-03-30,143.5
2017-03-31,143.01
2017-04-03,143.05
2017-04-04,143.17
2017-04-05,143.81
2017-04-06,143.45
2017-04-07,143.27
2017-04-10,142.9
2017-04-11,140.06
2017-04-12,141.01
2017-04-13,141.05
2017-04-17,140.87
2017-04-18,141.11
2017-04-19,140.45
2017-04-20,141.16
2017-04-21,141.85
2017-04-24,143.18
2017-04-25,143.87
2017-04-26,143.38
2017-04-27,143.31
2017-04-28,143.27
2017-05-01,144.96
2017-05-02,146.84
2017-05-03,144.27
2017-05-04,145.81
2017-05-05,146.76
2017-05-08,149.03
2017-05-09,153.45
2017-05-10,152.11
2017-05-11,152.31
2017-05-12,154.67
2017-05-15,155.05
2017-05-16,154.72
2017-05-17,149.71
2017-05-18,151.13
2017-05-19,152.63
2017-05-22,152.91
2017-05-23,153.31
2017-05-24,152.67
2017-05-25,153.03
2017-05-26,153.31
2017-05-30,153.33
2017-05-31,152.38
2017-06-01,152.22
2017-06-02,152.89
2017-06-05,153.46
2017-06-06,153.78
2017-06-07,154.48
2017-06-08,154.4
2017-06-09,146.02
2017-06-12,142.51
2017-06-13,145.15
2017-06-14,143.84
2017-06-15,142.21
2017-06-16,142.2
2017-06-19,143.66
2017-06-20,144.94
2017-06-21,144.61
2017-06-22,145.12
2017-06-23,145.11
2017-06-26,145.38
2017-06-27,143.62
2017-06-28,143.16
2017-06-29,142.28
2017-06-30,143.78
2017-07-03,143.1
2017-07-05,142.72
2017-07-06,142.41
2017-07-07,142.9
2017-07-10,143.37
2017-07-11,144.38
2017-07-12,144.82
2017-07-13,145.44
2017-07-14,147.33
2017-07-17,148.57
2017-07-18,148.67
2017-07-19,149.95
2017-07-20,150.19
2017-07-21,148.88
2017-07-24,149.9
2017-07-25,151.8
2017-07-26,153.06
2017-07-27,147.3
2017-07-28,149.19
2017-07-31,148.13
2017-08-01,148.41
2017-08-02,156.16
2017-08-03,155.02
2017-08-04,155.69
2017-08-07,156.67
2017-08-08,158.27
2017-08-09,159.11
2017-08-10,154.63
2017-08-11,156.07
2017-08-14,158.75
2017-08-15,160.14
2017-08-16,160.15
2017-08-17,157.84
2017-08-18,156.72
2017-08-21,155.11
2017-08-22,158.02
2017-08-23,158.88
2017-08-24,158.55
2017-08-25,159.27
2017-08-28,159.93
2017-08-29,160.0
2017-08-30,162.61
2017-08-31,163.48
2017-09-01,163.63
2017-09-05,160.56
2017-09-06,160.52
2017-09-07,160.36
2017-09-08,158.53
2017-09-11,159.89
2017-09-12,158.77
2017-09-13,157.91
2017-09-14,158.09
2017-09-15,158.0
2017-09-18,158.0
2017-09-19,158.44
2017-09-20,153.83
2017-09-21,152.75
2017-09-22,150.56
2017-09-25,149.16
2017-09-26,151.69
2017-09-27,153.54
2017-09-28,152.7
2017-09-29,152.0
2017-10-02,152.72
2017-10-03,153.91
2017-10-04,152.46
2017-10-05,154.05
2017-10-06,154.56
2017-10-09,155.48
2017-10-10,155.1
2017-10-11,155.75
2017-10-12,155.73
2017-10-13,156.41
2017-10-16,157.65
2017-10-17,159.23
2017-10-18,159.6
2017-10-19,155.02
2017-10-20,155.96
2017-10-23,155.5
2017-10-24,156.2
2017-10-25,155.27
2017-10-26,156.78
2017-10-27,158.7
2017-10-30,163.72
2017-10-31,166.94
2017-11-01,165.61
2017-11-02,165.28
2017-11-03,171.12
2017-11-06,171.72
2017-11-07,173.6
2017-11-08,174.33
2017-11-09,173.14
2017-11-10,174.27
2017-11-13,173.4
2017-11-14,171.18
2017-11-15,168.38
2017-11-16,170.3
2017-11-17,169.64
2017-11-20,169.56
2017-11-21,170.78
2017-11-22,173.05
2017-11-24,174.65
2017-11-27,173.34
2017-11-28,171.86
2017-11-29,167.16
2017-11-30,168.44
2017-12-01,168.5
2017-12-04,169.63
2017-12-05,168.4
2017-12-06,166.46
2017-12-07,168.91
2017-12-08,168.82
2017-12-11,168.79
2017-12-12,171.46
2017-12-13,172.0
2017-12-14,171.65
2017-12-15,172.46
2017-12-18,174.86
2017-12-19,174.09
2017-12-20,173.25
2017-12-21,174.1
2017-12-22,174.5
2017-12-26,169.68
2017-12-27,169.71
2017-12-28,170.48
2017-12-29,169.22
