time_captured,JNJ_High
2011-01-31,60.22
2011-02-01,60.74
2011-02-02,60.76
2011-02-03,60.97
2011-02-04,60.99
2011-02-07,60.99
2011-02-08,60.99
2011-02-09,60.94
2011-02-10,61.07
2011-02-11,61.17
2011-02-14,60.98
2011-02-15,60.7
2011-02-16,60.74
2011-02-17,60.93
2011-02-18,61.22
2011-02-22,60.99
2011-02-23,61.08
2011-02-24,60.5
2011-02-25,59.95
2011-02-28,61.45
2011-03-01,61.5
2011-03-02,60.93
2011-03-03,61.2
2011-03-04,61.29
2011-03-07,61.1
2011-03-08,60.99
2011-03-09,61.06
2011-03-10,60.3
2011-03-11,59.86
2011-03-14,59.49
2011-03-15,58.84
2011-03-16,58.57
2011-03-17,58.38
2011-03-18,58.69
2011-03-21,59.16
2011-03-22,59.15
2011-03-23,58.89
2011-03-24,59.08
2011-03-25,59.09
2011-03-28,59.3
2011-03-29,59.31
2011-03-30,59.73
2011-03-31,59.7
2011-04-01,59.64
2011-04-04,60.18
2011-04-05,59.96
2011-04-06,59.9
2011-04-07,59.76
2011-04-08,59.78
2011-04-11,60.17
2011-04-12,60.08
2011-04-13,59.95
2011-04-14,60.12
2011-04-15,60.95
2011-04-18,61.19
2011-04-19,62.87
2011-04-20,64.54
2011-04-21,64.3
2011-04-25,64.2
2011-04-26,65.3
2011-04-27,65.6
2011-04-28,65.74
2011-04-29,65.98
2011-05-02,66.31
2011-05-03,66.46
2011-05-04,66.32
2011-05-05,65.61
2011-05-06,65.5
2011-05-09,65.76
2011-05-10,65.8
2011-05-11,66.74
2011-05-12,67.37
2011-05-13,67.25
2011-05-16,66.79
2011-05-17,66.48
2011-05-18,66.51
2011-05-19,66.53
2011-05-20,66.33
2011-05-23,65.69
2011-05-24,66.23
2011-05-25,66.59
2011-05-26,65.78
2011-05-27,66.97
2011-05-31,67.34
2011-06-01,67.29
2011-06-02,66.76
2011-06-03,66.36
2011-06-06,66.22
2011-06-07,66.28
2011-06-08,66.23
2011-06-09,67.28
2011-06-10,66.68
2011-06-13,66.96
2011-06-14,67.36
2011-06-15,67.0
2011-06-16,66.35
2011-06-17,66.95
2011-06-20,66.74
2011-06-21,66.75
2011-06-22,66.62
2011-06-23,65.74
2011-06-24,65.61
2011-06-27,65.62
2011-06-28,66.12
2011-06-29,66.59
2011-06-30,66.91
2011-07-01,67.36
2011-07-05,67.67
2011-07-06,67.75
2011-07-07,68.05
2011-07-08,67.99
2011-07-11,67.41
2011-07-12,67.68
2011-07-13,67.98
2011-07-14,67.93
2011-07-15,67.95
2011-07-18,67.35
2011-07-19,67.22
2011-07-20,66.9
2011-07-21,66.8
2011-07-22,66.79
2011-07-25,66.43
2011-07-26,66.32
2011-07-27,65.87
2011-07-28,65.62
2011-07-29,64.93
2011-08-01,65.33
2011-08-02,64.35
2011-08-03,63.53
2011-08-04,63.16
2011-08-05,63.43
2011-08-08,62.58
2011-08-09,62.37
2011-08-10,61.96
2011-08-11,64.19
2011-08-12,63.99
2011-08-15,64.62
2011-08-16,64.71
2011-08-17,64.85
2011-08-18,63.58
2011-08-19,63.78
2011-08-22,64.1
2011-08-23,64.99
2011-08-24,65.7
2011-08-25,65.49
2011-08-26,64.57
2011-08-29,65.92
2011-08-30,66.04
2011-08-31,66.23
2011-09-01,66.14
2011-09-02,65.0
2011-09-06,64.75
2011-09-07,65.45
2011-09-08,65.93
2011-09-09,64.41
2011-09-12,63.64
2011-09-13,64.05
2011-09-14,64.47
2011-09-15,64.63
2011-09-16,64.74
2011-09-19,64.39
2011-09-20,64.85
2011-09-21,64.6
2011-09-22,62.6
2011-09-23,61.9
2011-09-26,62.85
2011-09-27,64.35
2011-09-28,64.45
2011-09-29,64.24
2011-09-30,64.74
2011-10-03,64.21
2011-10-04,62.33
2011-10-05,62.51
2011-10-06,62.83
2011-10-07,63.72
2011-10-10,64.43
2011-10-11,64.36
2011-10-12,64.69
2011-10-13,64.45
2011-10-14,64.74
2011-10-17,64.84
2011-10-18,64.74
2011-10-19,64.51
2011-10-20,63.13
2011-10-21,63.84
2011-10-24,64.79
2011-10-25,64.83
2011-10-26,64.6
2011-10-27,65.69
2011-10-28,65.84
2011-10-31,65.86
2011-11-01,64.1
2011-11-02,64.39
2011-11-03,64.52
2011-11-04,64.54
2011-11-07,64.34
2011-11-08,64.99
2011-11-09,64.13
2011-11-10,64.42
2011-11-11,65.49
2011-11-14,65.33
2011-11-15,65.29
2011-11-16,65.16
2011-11-17,64.51
2011-11-18,64.2
2011-11-21,63.34
2011-11-22,63.2
2011-11-23,62.65
2011-11-25,61.64
2011-11-28,62.71
2011-11-29,63.13
2011-11-30,64.74
2011-12-01,64.95
2011-12-02,64.89
2011-12-05,64.25
2011-12-06,63.93
2011-12-07,64.81
2011-12-08,64.45
2011-12-09,64.68
2011-12-12,64.2
2011-12-13,64.08
2011-12-14,63.78
2011-12-15,64.1
2011-12-16,64.37
2011-12-19,64.28
2011-12-20,64.73
2011-12-21,65.0
2011-12-22,65.26
2011-12-23,66.0
2011-12-27,66.32
2011-12-28,66.03
2011-12-29,66.03
2011-12-30,65.93
2012-01-03,66.0
2012-01-04,65.88
2012-01-05,65.6
2012-01-06,65.46
2012-01-09,65.09
2012-01-10,65.4
2012-01-11,65.54
2012-01-12,65.41
2012-01-13,65.28
2012-01-17,65.69
2012-01-18,65.37
2012-01-19,65.25
2012-01-20,65.55
2012-01-23,65.33
2012-01-24,65.45
2012-01-25,65.3
2012-01-26,65.88
2012-01-27,65.87
2012-01-30,65.71
2012-01-31,65.95
2012-02-01,66.32
2012-02-02,65.97
2012-02-03,66.02
2012-02-06,65.58
2012-02-07,65.39
2012-02-08,65.34
2012-02-09,65.35
2012-02-10,64.77
2012-02-13,64.95
2012-02-14,64.86
2012-02-15,64.95
2012-02-16,65.16
2012-02-17,65.28
2012-02-21,65.24
2012-02-22,65.34
2012-02-23,66.05
2012-02-24,64.79
2012-02-27,64.64
2012-02-28,65.42
2012-02-29,65.26
2012-03-01,65.26
2012-03-02,64.87
2012-03-05,64.96
2012-03-06,64.73
2012-03-07,64.46
2012-03-08,65.08
2012-03-09,65.0
2012-03-12,65.15
2012-03-13,65.44
2012-03-14,65.38
2012-03-15,65.38
2012-03-16,65.46
2012-03-19,65.27
2012-03-20,65.13
2012-03-21,65.07
2012-03-22,64.69
2012-03-23,64.71
2012-03-26,65.26
2012-03-27,65.5
2012-03-28,65.62
2012-03-29,65.54
2012-03-30,66.18
2012-04-02,66.3
2012-04-03,66.16
2012-04-04,65.7
2012-04-05,65.38
2012-04-09,65.23
2012-04-10,64.86
2012-04-11,64.69
2012-04-12,64.15
2012-04-13,64.0
2012-04-16,64.16
2012-04-17,64.28
2012-04-18,63.92
2012-04-19,63.54
2012-04-20,63.97
2012-04-23,63.69
2012-04-24,63.79
2012-04-25,64.58
2012-04-26,64.97
2012-04-27,65.13
2012-04-30,65.39
2012-05-01,65.36
2012-05-02,65.33
2012-05-03,65.48
2012-05-04,65.29
2012-05-07,65.02
2012-05-08,64.98
2012-05-09,64.88
2012-05-10,64.86
2012-05-11,64.99
2012-05-14,64.1
2012-05-15,64.14
2012-05-16,63.93
2012-05-17,64.0
2012-05-18,63.91
2012-05-21,63.83
2012-05-22,63.8
2012-05-23,63.75
2012-05-24,63.34
2012-05-25,62.98
2012-05-29,62.93
2012-05-30,62.4
2012-05-31,62.88
2012-06-01,62.31
2012-06-04,62.45
2012-06-05,62.38
2012-06-06,62.8
2012-06-07,63.2
2012-06-08,63.04
2012-06-11,63.03
2012-06-12,63.27
2012-06-13,64.7
2012-06-14,65.75
2012-06-15,66.1
2012-06-18,66.39
2012-06-19,66.96
2012-06-20,67.0
2012-06-21,66.97
2012-06-22,66.97
2012-06-25,66.63
2012-06-26,66.69
2012-06-27,67.2
2012-06-28,67.0
2012-06-29,67.7
2012-07-02,68.0
2012-07-03,68.12
2012-07-05,68.15
2012-07-06,67.88
2012-07-09,67.96
2012-07-10,68.1
2012-07-11,68.11
2012-07-12,68.12
2012-07-13,68.74
2012-07-16,68.72
2012-07-17,69.18
2012-07-18,69.46
2012-07-19,69.7
2012-07-20,69.36
2012-07-23,68.31
2012-07-24,68.25
2012-07-25,68.02
2012-07-26,68.98
2012-07-27,69.68
2012-07-30,69.65
2012-07-31,69.56
2012-08-01,69.75
2012-08-02,68.98
2012-08-03,69.32
2012-08-06,69.34
2012-08-07,68.94
2012-08-08,68.56
2012-08-09,68.65
2012-08-10,68.71
2012-08-13,68.55
2012-08-14,68.75
2012-08-15,68.84
2012-08-16,68.45
2012-08-17,68.18
2012-08-20,67.84
2012-08-21,68.25
2012-08-22,67.93
2012-08-23,67.95
2012-08-24,67.84
2012-08-27,67.96
2012-08-28,67.7
2012-08-29,67.83
2012-08-30,67.41
2012-08-31,67.9
2012-09-04,67.54
2012-09-05,67.87
2012-09-06,68.22
2012-09-07,68.01
2012-09-10,68.47
2012-09-11,68.55
2012-09-12,68.46
2012-09-13,69.17
2012-09-14,68.91
2012-09-17,68.7
2012-09-18,68.67
2012-09-19,68.92
2012-09-20,68.99
2012-09-21,69.36
2012-09-24,69.2
2012-09-25,69.64
2012-09-26,69.5
2012-09-27,69.35
2012-09-28,69.04
2012-10-01,69.45
2012-10-02,69.28
2012-10-03,69.32
2012-10-04,69.5
2012-10-05,69.74
2012-10-08,69.65
2012-10-09,68.97
2012-10-10,68.49
2012-10-11,68.3
2012-10-12,68.51
2012-10-15,68.99
2012-10-16,69.8
2012-10-17,71.18
2012-10-18,72.74
2012-10-19,72.24
2012-10-22,72.29
2012-10-23,71.53
2012-10-24,71.2
2012-10-25,71.56
2012-10-26,71.32
2012-10-31,71.25
2012-11-01,71.9
2012-11-02,71.7
2012-11-05,71.0
2012-11-06,71.62
2012-11-07,70.99
2012-11-08,70.42
2012-11-09,70.26
2012-11-12,70.05
2012-11-13,70.11
2012-11-14,69.76
2012-11-15,69.2
2012-11-16,69.27
2012-11-19,69.81
2012-11-20,69.72
2012-11-21,69.88
2012-11-23,69.56
2012-11-26,69.5
2012-11-27,69.15
2012-11-28,69.38
2012-11-29,69.56
2012-11-30,69.92
2012-12-03,69.92
2012-12-04,70.49
2012-12-05,70.3
2012-12-06,70.34
2012-12-07,70.52
2012-12-10,70.8
2012-12-11,71.62
2012-12-12,71.37
2012-12-13,71.0
2012-12-14,70.86
2012-12-17,71.18
2012-12-18,71.1
2012-12-19,71.31
2012-12-20,70.9
2012-12-21,70.75
2012-12-24,70.4
2012-12-26,70.36
2012-12-27,70.4
2012-12-28,70.07
2012-12-31,70.11
2013-01-02,71.02
2013-01-03,71.0
2013-01-04,71.73
2013-01-07,71.53
2013-01-08,71.65
2013-01-09,71.85
2013-01-10,72.38
2013-01-11,72.58
2013-01-14,72.79
2013-01-15,72.44
2013-01-16,72.82
2013-01-17,73.01
2013-01-18,73.23
2013-01-22,73.21
2013-01-23,72.91
2013-01-24,73.23
2013-01-25,73.93
2013-01-28,74.0
2013-01-29,74.62
2013-01-30,74.8
2013-01-31,74.36
2013-02-01,74.42
2013-02-04,74.25
2013-02-05,74.82
2013-02-06,75.39
2013-02-07,75.2
2013-02-08,75.61
2013-02-11,75.5
2013-02-12,75.86
2013-02-13,75.87
2013-02-14,76.09
2013-02-15,76.16
2013-02-19,77.0
2013-02-20,76.97
2013-02-21,77.02
2013-02-22,76.49
2013-02-25,76.66
2013-02-26,76.34
2013-02-27,76.45
2013-02-28,76.49
2013-03-01,76.77
2013-03-04,77.28
2013-03-05,77.71
2013-03-06,77.74
2013-03-07,77.96
2013-03-08,78.22
2013-03-11,78.52
2013-03-12,78.69
2013-03-13,78.67
2013-03-14,79.1
2013-03-15,79.24
2013-03-18,79.19
2013-03-19,79.09
2013-03-20,79.61
2013-03-21,79.5
2013-03-22,79.74
2013-03-25,79.94
2013-03-26,80.88
2013-03-27,81.35
2013-03-28,81.59
2013-04-01,81.96
2013-04-02,82.69
2013-04-03,82.95
2013-04-04,82.72
2013-04-05,82.11
2013-04-08,81.39
2013-04-09,81.75
2013-04-10,82.2
2013-04-11,82.96
2013-04-12,82.74
2013-04-15,83.09
2013-04-16,83.54
2013-04-17,84.43
2013-04-18,84.3
2013-04-19,84.57
2013-04-22,84.93
2013-04-23,85.68
2013-04-24,85.74
2013-04-25,85.44
2013-04-26,85.49
2013-04-29,85.89
2013-04-30,85.7
2013-05-01,85.13
2013-05-02,85.21
2013-05-03,85.99
2013-05-06,85.78
2013-05-07,85.57
2013-05-08,85.6
2013-05-09,85.69
2013-05-10,85.76
2013-05-13,86.07
2013-05-14,87.08
2013-05-15,87.88
2013-05-16,87.77
2013-05-17,88.2
2013-05-20,88.2
2013-05-21,88.64
2013-05-22,89.99
2013-05-23,87.97
2013-05-24,87.03
2013-05-28,88.29
2013-05-29,87.16
2013-05-30,86.31
2013-05-31,85.99
2013-06-03,84.71
2013-06-04,85.03
2013-06-05,85.0
2013-06-06,84.46
2013-06-07,85.18
2013-06-10,85.71
2013-06-11,85.02
2013-06-12,85.5
2013-06-13,84.96
2013-06-14,85.48
2013-06-17,86.4
2013-06-18,86.44
2013-06-19,86.5
2013-06-20,84.45
2013-06-21,84.32
2013-06-24,85.31
2013-06-25,85.59
2013-06-26,87.32
2013-06-27,87.82
2013-06-28,87.38
2013-07-01,87.64
2013-07-02,87.2
2013-07-03,87.04
2013-07-05,87.88
2013-07-08,88.99
2013-07-09,89.08
2013-07-10,89.48
2013-07-11,89.93
2013-07-12,89.99
2013-07-15,90.81
2013-07-16,91.66
2013-07-17,90.97
2013-07-18,90.95
2013-07-19,92.27
2013-07-22,92.56
2013-07-23,92.86
2013-07-24,92.66
2013-07-25,92.75
2013-07-26,92.93
2013-07-29,93.39
2013-07-30,93.97
2013-07-31,94.42
2013-08-01,94.4
2013-08-02,94.39
2013-08-05,94.3
2013-08-06,93.94
2013-08-07,94.03
2013-08-08,94.37
2013-08-09,93.39
2013-08-12,92.77
2013-08-13,93.35
2013-08-14,92.95
2013-08-15,90.41
2013-08-16,89.8
2013-08-19,91.25
2013-08-20,91.65
2013-08-21,89.63
2013-08-22,89.03
2013-08-23,88.44
2013-08-26,88.48
2013-08-27,87.08
2013-08-28,86.91
2013-08-29,87.14
2013-08-30,86.78
2013-09-03,87.3
2013-09-04,87.24
2013-09-05,87.17
2013-09-06,87.92
2013-09-09,87.6
2013-09-10,88.58
2013-09-11,89.27
2013-09-12,89.57
2013-09-13,89.25
2013-09-16,89.57
2013-09-17,89.22
2013-09-18,89.91
2013-09-19,90.2
2013-09-20,90.72
2013-09-23,89.75
2013-09-24,89.2
2013-09-25,88.47
2013-09-26,87.7
2013-09-27,86.94
2013-09-30,86.95
2013-10-01,87.49
2013-10-02,87.29
2013-10-03,87.4
2013-10-04,87.42
2013-10-07,86.98
2013-10-08,86.74
2013-10-09,86.23
2013-10-10,87.78
2013-10-11,89.48
2013-10-14,89.89
2013-10-15,91.46
2013-10-16,91.17
2013-10-17,92.0
2013-10-18,92.05
2013-10-21,91.63
2013-10-22,92.56
2013-10-23,92.43
2013-10-24,92.99
2013-10-25,92.27
2013-10-28,92.8
2013-10-29,93.18
2013-10-30,93.45
2013-10-31,93.35
2013-11-01,93.58
2013-11-04,93.5
2013-11-05,92.95
2013-11-06,93.2
2013-11-07,93.35
2013-11-08,94.1
2013-11-11,94.64
2013-11-12,94.09
2013-11-13,93.45
2013-11-14,94.14
2013-11-15,94.4
2013-11-18,94.6
2013-11-19,94.92
2013-11-20,95.47
2013-11-21,95.75
2013-11-22,95.58
2013-11-25,95.99
2013-11-26,95.87
2013-11-27,95.37
2013-11-29,95.5
2013-12-02,94.66
2013-12-03,94.56
2013-12-04,94.25
2013-12-05,93.63
2013-12-06,94.48
2013-12-09,94.48
2013-12-10,94.79
2013-12-11,94.45
2013-12-12,92.86
2013-12-13,91.86
2013-12-16,92.32
2013-12-17,91.33
2013-12-18,92.66
2013-12-19,92.4
2013-12-20,92.75
2013-12-23,92.68
2013-12-24,92.39
2013-12-26,92.54
2013-12-27,92.96
2013-12-30,92.3
2013-12-31,92.22
2014-01-02,91.73
2014-01-03,92.22
2014-01-06,92.75
2014-01-07,94.62
2014-01-08,94.6
2014-01-09,95.38
2014-01-10,94.98
2014-01-13,94.99
2014-01-14,94.9
2014-01-15,95.27
2014-01-16,95.09
2014-01-17,95.17
2014-01-21,95.1
2014-01-22,94.55
2014-01-23,93.8
2014-01-24,92.61
2014-01-27,90.76
2014-01-28,90.6
2014-01-29,89.71
2014-01-30,89.78
2014-01-31,89.34
2014-02-03,88.78
2014-02-04,87.28
2014-02-05,87.67
2014-02-06,88.76
2014-02-07,90.04
2014-02-10,91.08
2014-02-11,92.97
2014-02-12,92.99
2014-02-13,92.62
2014-02-14,92.94
2014-02-18,92.85
2014-02-19,92.75
2014-02-20,92.73
2014-02-21,92.24
2014-02-24,92.06
2014-02-25,91.87
2014-02-26,91.54
2014-02-27,91.42
2014-02-28,92.64
2014-03-03,91.98
2014-03-04,93.46
2014-03-05,93.3
2014-03-06,93.65
2014-03-07,93.48
2014-03-10,93.49
2014-03-11,93.75
2014-03-12,93.62
2014-03-13,94.2
2014-03-14,93.44
2014-03-17,94.18
2014-03-18,94.24
2014-03-19,94.36
2014-03-20,94.19
2014-03-21,95.93
2014-03-24,95.43
2014-03-25,97.7
2014-03-26,98.47
2014-03-27,97.7
2014-03-28,98.22
2014-03-31,98.6
2014-04-01,98.68
2014-04-02,98.39
2014-04-03,98.34
2014-04-04,99.38
2014-04-07,99.36
2014-04-08,98.72
2014-04-09,99.0
2014-04-10,98.93
2014-04-11,97.2
2014-04-14,97.36
2014-04-15,99.21
2014-04-16,99.71
2014-04-17,99.65
2014-04-21,100.13
2014-04-22,100.75
2014-04-23,100.56
2014-04-24,100.37
2014-04-25,100.26
2014-04-28,101.5
2014-04-29,101.98
2014-04-30,101.67
2014-05-01,101.03
2014-05-02,100.38
2014-05-05,100.17
2014-05-06,100.02
2014-05-07,101.04
2014-05-08,101.09
2014-05-09,101.25
2014-05-12,101.24
2014-05-13,101.49
2014-05-14,101.1
2014-05-15,100.84
2014-05-16,100.89
2014-05-19,100.93
2014-05-20,100.98
2014-05-21,101.2
2014-05-22,101.01
2014-05-23,101.16
2014-05-27,101.36
2014-05-28,100.93
2014-05-29,100.8
2014-05-30,101.54
2014-06-02,102.26
2014-06-03,102.6
2014-06-04,102.71
2014-06-05,103.36
2014-06-06,103.33
2014-06-09,103.23
2014-06-10,104.12
2014-06-11,104.15
2014-06-12,103.21
2014-06-13,102.65
2014-06-16,102.89
2014-06-17,102.2
2014-06-18,102.83
2014-06-19,103.87
2014-06-20,105.48
2014-06-23,105.12
2014-06-24,105.23
2014-06-25,105.87
2014-06-26,105.97
2014-06-27,105.59
2014-06-30,106.0
2014-07-01,106.0
2014-07-02,105.97
2014-07-03,106.25
2014-07-07,106.74
2014-07-08,106.25
2014-07-09,106.21
2014-07-10,106.0
2014-07-11,106.01
2014-07-14,105.49
2014-07-15,105.47
2014-07-16,103.67
2014-07-17,102.1
2014-07-18,101.96
2014-07-21,101.58
2014-07-22,102.54
2014-07-23,102.93
2014-07-24,102.73
2014-07-25,102.4
2014-07-28,102.4
2014-07-29,102.51
2014-07-30,102.85
2014-07-31,101.84
2014-08-01,100.41
2014-08-04,100.38
2014-08-05,100.24
2014-08-06,100.83
2014-08-07,101.19
2014-08-08,101.15
2014-08-11,101.78
2014-08-12,101.22
2014-08-13,101.95
2014-08-14,102.05
2014-08-15,102.44
2014-08-18,102.72
2014-08-19,102.96
2014-08-20,103.3
2014-08-21,104.42
2014-08-22,104.03
2014-08-25,103.81
2014-08-26,103.72
2014-08-27,103.72
2014-08-28,103.19
2014-08-29,103.76
2014-09-02,103.71
2014-09-03,104.1
2014-09-04,104.1
2014-09-05,104.42
2014-09-08,104.58
2014-09-09,104.4
2014-09-10,105.34
2014-09-11,104.89
2014-09-12,104.8
2014-09-15,104.91
2014-09-16,105.94
2014-09-17,106.63
2014-09-18,107.41
2014-09-19,108.37
2014-09-22,108.25
2014-09-23,108.1
2014-09-24,108.77
2014-09-25,108.55
2014-09-26,107.49
2014-09-29,106.65
2014-09-30,107.21
2014-10-01,106.28
2014-10-02,104.54
2014-10-03,105.19
2014-10-06,106.0
2014-10-07,104.46
2014-10-08,105.03
2014-10-09,104.86
2014-10-10,102.53
2014-10-13,101.46
2014-10-14,100.9
2014-10-15,98.72
2014-10-16,98.0
2014-10-17,99.15
2014-10-20,99.2
2014-10-21,100.38
2014-10-22,101.79
2014-10-23,102.98
2014-10-24,103.29
2014-10-27,104.24
2014-10-28,104.8
2014-10-29,105.56
2014-10-30,107.05
2014-10-31,108.18
2014-11-03,108.12
2014-11-04,108.73
2014-11-05,109.26
2014-11-06,109.32
2014-11-07,109.03
2014-11-10,108.92
2014-11-11,109.4
2014-11-12,109.0
2014-11-13,109.49
2014-11-14,109.06
2014-11-17,108.69
2014-11-18,109.06
2014-11-19,108.81
2014-11-20,108.57
2014-11-21,108.73
2014-11-24,108.23
2014-11-25,107.19
2014-11-26,107.25
2014-11-28,108.82
2014-12-01,108.81
2014-12-02,108.53
2014-12-03,108.99
2014-12-04,108.3
2014-12-05,108.74
2014-12-08,108.88
2014-12-09,108.47
2014-12-10,107.96
2014-12-11,107.3
2014-12-12,106.87
2014-12-15,105.06
2014-12-16,105.21
2014-12-17,104.49
2014-12-18,106.82
2014-12-19,107.39
2014-12-22,106.83
2014-12-23,106.91
2014-12-24,105.33
2014-12-26,105.69
2014-12-29,105.69
2014-12-30,105.8
2014-12-31,106.11
2015-01-02,105.55
2015-01-05,104.73
2015-01-06,104.99
2015-01-07,105.83
2015-01-08,106.49
2015-01-09,106.5
2015-01-12,105.82
2015-01-13,106.33
2015-01-14,104.43
2015-01-15,103.93
2015-01-16,104.62
2015-01-20,102.05
2015-01-21,102.1
2015-01-22,103.83
2015-01-23,102.97
2015-01-26,102.45
2015-01-27,102.77
2015-01-28,102.93
2015-01-29,102.46
2015-01-30,102.0
2015-02-02,100.85
2015-02-03,102.56
2015-02-04,102.45
2015-02-05,102.56
2015-02-06,102.45
2015-02-09,101.06
2015-02-10,100.7
2015-02-11,100.79
2015-02-12,100.54
2015-02-13,99.67
2015-02-17,100.48
2015-02-18,100.94
2015-02-19,100.84
2015-02-20,100.37
2015-02-23,100.77
2015-02-24,101.05
2015-02-25,101.29
2015-02-26,103.18
2015-02-27,103.33
2015-03-02,103.41
2015-03-03,103.1
2015-03-04,102.12
2015-03-05,103.21
2015-03-06,102.43
2015-03-09,100.92
2015-03-10,100.44
2015-03-11,99.83
2015-03-12,100.24
2015-03-13,100.05
2015-03-16,101.07
2015-03-17,100.52
2015-03-18,101.74
2015-03-19,101.96
2015-03-20,102.9
2015-03-23,103.35
2015-03-24,103.23
2015-03-25,102.5
2015-03-26,100.81
2015-03-27,100.95
2015-03-30,101.86
2015-03-31,101.49
2015-04-01,100.46
2015-04-02,99.99
2015-04-06,99.56
2015-04-07,100.87
2015-04-08,100.45
2015-04-09,101.65
2015-04-10,102.14
2015-04-13,101.98
2015-04-14,101.46
2015-04-15,101.24
2015-04-16,100.32
2015-04-17,99.85
2015-04-20,100.88
2015-04-21,100.99
2015-04-22,100.8
2015-04-23,100.82
2015-04-24,101.53
2015-04-27,101.6
2015-04-28,100.95
2015-04-29,100.61
2015-04-30,100.15
2015-05-01,100.39
2015-05-04,100.55
2015-05-05,100.29
2015-05-06,99.87
2015-05-07,100.0
2015-05-08,101.67
2015-05-11,101.66
2015-05-12,101.05
2015-05-13,101.13
2015-05-14,101.87
2015-05-15,102.32
2015-05-18,104.34
2015-05-19,104.12
2015-05-20,104.48
2015-05-21,103.3
2015-05-22,102.41
2015-05-26,101.55
2015-05-27,101.41
2015-05-28,101.7
2015-05-29,101.62
2015-06-01,100.6
2015-06-02,100.24
2015-06-03,100.43
2015-06-04,100.47
2015-06-05,99.05
2015-06-08,98.98
2015-06-09,98.54
2015-06-10,99.55
2015-06-11,99.8
2015-06-12,99.23
2015-06-15,97.87
2015-06-16,98.49
2015-06-17,99.12
2015-06-18,100.55
2015-06-19,100.2
2015-06-22,100.84
2015-06-23,100.36
2015-06-24,99.81
2015-06-25,99.98
2015-06-26,100.13
2015-06-29,99.35
2015-06-30,98.45
2015-07-01,98.68
2015-07-02,99.02
2015-07-06,98.5
2015-07-07,98.98
2015-07-08,98.59
2015-07-09,99.54
2015-07-10,99.89
2015-07-13,100.48
2015-07-14,99.88
2015-07-15,100.94
2015-07-16,101.36
2015-07-17,100.91
2015-07-20,100.65
2015-07-21,100.81
2015-07-22,100.71
2015-07-23,100.6
2015-07-24,99.95
2015-07-27,98.99
2015-07-28,99.23
2015-07-29,100.05
2015-07-30,100.0
2015-07-31,100.98
2015-08-03,100.21
2015-08-04,100.5
2015-08-05,101.0
2015-08-06,100.6
2015-08-07,99.07
2015-08-10,100.06
2015-08-11,99.34
2015-08-12,98.73
2015-08-13,98.98
2015-08-14,98.82
2015-08-17,99.88
2015-08-18,99.68
2015-08-19,99.99
2015-08-20,100.12
2015-08-21,98.52
2015-08-24,95.21
2015-08-25,95.7
2015-08-26,95.22
2015-08-27,96.4
2015-08-28,96.29
2015-08-31,95.17
2015-09-01,92.89
2015-09-02,93.47
2015-09-03,94.09
2015-09-04,91.88
2015-09-08,93.98
2015-09-09,95.16
2015-09-10,93.48
2015-09-11,93.0
2015-09-14,93.91
2015-09-15,94.74
2015-09-16,94.82
2015-09-17,96.19
2015-09-18,94.72
2015-09-21,94.6
2015-09-22,93.44
2015-09-23,93.7
2015-09-24,92.94
2015-09-25,93.12
2015-09-28,92.07
2015-09-29,93.84
2015-09-30,94.47
2015-10-01,93.85
2015-10-02,93.97
2015-10-05,94.82
2015-10-06,94.66
2015-10-07,95.42
2015-10-08,95.2
2015-10-09,95.96
2015-10-12,96.47
2015-10-13,96.23
2015-10-14,95.96
2015-10-15,97.35
2015-10-16,98.31
2015-10-19,98.2
2015-10-20,98.25
2015-10-21,98.22
2015-10-22,99.81
2015-10-23,100.88
2015-10-26,100.28
2015-10-27,100.9
2015-10-28,100.48
2015-10-29,101.53
2015-10-30,102.12
2015-11-02,102.34
2015-11-03,102.3
2015-11-04,102.39
2015-11-05,102.49
2015-11-06,101.92
2015-11-09,101.59
2015-11-10,101.76
2015-11-11,102.36
2015-11-12,101.6
2015-11-13,100.94
2015-11-16,101.29
2015-11-17,101.71
2015-11-18,102.8
2015-11-19,102.68
2015-11-20,102.8
2015-11-23,103.0
2015-11-24,102.79
2015-11-25,102.33
2015-11-27,102.62
2015-11-30,102.48
2015-12-01,102.49
2015-12-02,102.93
2015-12-03,102.37
2015-12-04,103.0
2015-12-07,103.49
2015-12-08,103.24
2015-12-09,103.34
2015-12-10,103.34
2015-12-11,102.37
2015-12-14,102.29
2015-12-15,104.69
2015-12-16,105.49
2015-12-17,105.26
2015-12-18,103.08
2015-12-21,102.92
2015-12-22,102.88
2015-12-23,103.67
2015-12-24,103.91
2015-12-28,103.47
2015-12-29,104.18
2015-12-30,104.34
2015-12-31,103.62
2016-01-04,101.81
2016-01-05,101.44
2016-01-06,100.97
2016-01-07,100.09
2016-01-08,99.94
2016-01-11,98.63
2016-01-12,98.63
2016-01-13,98.98
2016-01-14,99.47
2016-01-15,98.0
2016-01-19,98.41
2016-01-20,97.28
2016-01-21,96.64
2016-01-22,97.08
2016-01-25,97.69
2016-01-26,101.34
2016-01-27,103.38
2016-01-28,103.04
2016-01-29,104.75
2016-02-01,104.78
2016-02-02,104.26
2016-02-03,104.38
2016-02-04,104.08
2016-02-05,102.77
2016-02-08,103.51
2016-02-09,102.24
2016-02-10,102.91
2016-02-11,102.02
2016-02-12,101.98
2016-02-16,103.05
2016-02-17,103.24
2016-02-18,104.68
