time_captured,AXP_Volume
2010-12-27,4485252
2010-12-28,4021225
2010-12-29,3253683
2010-12-30,4374454
2010-12-31,3463998
2011-01-03,7633239
2011-01-04,14069219
2011-01-05,10655273
2011-01-06,6353121
2011-01-07,6391190
2011-01-10,5467997
2011-01-11,5924121
2011-01-12,8158458
2011-01-13,6363137
2011-01-14,10660769
2011-01-18,8069679
2011-01-19,14420874
2011-01-20,7588646
2011-01-21,8745529
2011-01-24,9244113
2011-01-25,16089104
2011-01-26,8081719
2011-01-27,8072187
2011-01-28,9940151
2011-01-31,9931528
2011-02-01,11408734
2011-02-02,6848967
2011-02-03,5200823
2011-02-04,6111628
2011-02-07,9387338
2011-02-08,9824497
2011-02-09,8711893
2011-02-10,9216407
2011-02-11,6606863
2011-02-14,5271265
2011-02-15,5536531
2011-02-16,7012861
2011-02-17,10744253
2011-02-18,12470554
2011-02-22,9231455
2011-02-23,9903506
2011-02-24,10578145
2011-02-25,9941040
2011-02-28,9023710
2011-03-01,8849294
2011-03-02,7160755
2011-03-03,7576863
2011-03-04,6374415
2011-03-07,7631985
2011-03-08,10816836
2011-03-09,5809285
2011-03-10,6930472
2011-03-11,6424851
2011-03-14,6213571
2011-03-15,7584206
2011-03-16,10419543
2011-03-17,7701262
2011-03-18,9838944
2011-03-21,5323375
2011-03-22,6754568
2011-03-23,6121973
2011-03-24,6436121
2011-03-25,6162295
2011-03-28,5354252
2011-03-29,5013398
2011-03-30,5545562
2011-03-31,6942152
2011-04-01,5883325
2011-04-04,4364520
2011-04-05,5797794
2011-04-06,8121353
2011-04-07,7494801
2011-04-08,5336273
2011-04-11,5780751
2011-04-12,5964775
2011-04-13,5541668
2011-04-14,4965585
2011-04-15,6838161
2011-04-18,7029320
2011-04-19,7587140
2011-04-20,8312853
2011-04-21,11852458
2011-04-25,5015431
2011-04-26,5479916
2011-04-27,4901135
2011-04-28,8522275
2011-04-29,8551562
2011-05-02,8953324
2011-05-03,8810194
2011-05-04,8264545
2011-05-05,9300012
2011-05-06,8669649
2011-05-09,6295870
2011-05-10,6521220
2011-05-11,6510573
2011-05-12,7901433
2011-05-13,8198068
2011-05-16,7250763
2011-05-17,7721508
2011-05-18,7241295
2011-05-19,6947862
2011-05-20,7404184
2011-05-23,6479313
2011-05-24,8052541
2011-05-25,5735207
2011-05-26,6092814
2011-05-27,3169424
2011-05-31,4981704
2011-06-01,8085058
2011-06-02,6676638
2011-06-03,5472240
2011-06-06,6652014
2011-06-07,5508169
2011-06-08,7862240
2011-06-09,6992408
2011-06-10,6814087
2011-06-13,5723853
2011-06-14,6280227
2011-06-15,8333190
2011-06-16,9019418
2011-06-17,8348686
2011-06-20,4944615
2011-06-21,5373445
2011-06-22,7046133
2011-06-23,7320401
2011-06-24,10193322
2011-06-27,5625860
2011-06-28,5472112
2011-06-29,9856489
2011-06-30,7579002
2011-07-01,6348526
2011-07-05,5405924
2011-07-06,5926012
2011-07-07,5951620
2011-07-08,5228020
2011-07-11,5342323
2011-07-12,6905631
2011-07-13,6655461
2011-07-14,6636828
2011-07-15,6401054
2011-07-18,5099474
2011-07-19,8133488
2011-07-20,7114290
2011-07-21,10793781
2011-07-22,6066254
2011-07-25,3730307
2011-07-26,3911414
2011-07-27,5806335
2011-07-28,4037921
2011-07-29,6893877
2011-08-01,4934777
2011-08-02,7069892
2011-08-03,6956457
2011-08-04,13242957
2011-08-05,18172958
2011-08-08,27770648
2011-08-09,21213571
2011-08-10,16769584
2011-08-11,13960632
2011-08-12,9957208
2011-08-15,7285400
2011-08-16,8114614
2011-08-17,7766045
2011-08-18,14953136
2011-08-19,12829587
2011-08-22,7938654
2011-08-23,9316616
2011-08-24,8589443
2011-08-25,10955743
2011-08-26,7169475
2011-08-29,9207942
2011-08-30,7460397
2011-08-31,7974814
2011-09-01,10278327
2011-09-02,8755573
2011-09-06,8361135
2011-09-07,7805625
2011-09-08,7798123
2011-09-09,11081182
2011-09-12,9717426
2011-09-13,6061610
2011-09-14,7407079
2011-09-15,7058913
2011-09-16,9312381
2011-09-19,8114584
2011-09-20,6045029
2011-09-21,8661345
2011-09-22,12460715
2011-09-23,9061410
2011-09-26,8518683
2011-09-27,9141861
2011-09-28,8672692
2011-09-29,8372267
2011-09-30,7877959
2011-10-03,9185457
2011-10-04,17891162
2011-10-05,12080637
2011-10-06,10198139
2011-10-07,11193703
2011-10-10,7589280
2011-10-11,6350031
2011-10-12,10596158
2011-10-13,7283946
2011-10-14,9613156
2011-10-17,7611892
2011-10-18,9095670
2011-10-19,9102033
2011-10-20,12223396
2011-10-21,14151504
2011-10-24,11165603
2011-10-25,12728689
2011-10-26,10908900
2011-10-27,12098835
2011-10-28,7379614
2011-10-31,8020299
2011-11-01,9820032
2011-11-02,7349466
2011-11-03,7776933
2011-11-04,5287782
2011-11-07,4457990
2011-11-08,6586387
2011-11-09,8047024
2011-11-10,6266220
2011-11-11,5314274
2011-11-14,4319787
2011-11-15,5465737
2011-11-16,7570387
2011-11-17,9222981
2011-11-18,5316182
2011-11-21,8207367
2011-11-22,5975141
2011-11-23,7219953
2011-11-25,2747998
2011-11-28,9049170
2011-11-29,6688712
2011-11-30,12253012
2011-12-01,6534105
2011-12-02,7007332
2011-12-05,6106525
2011-12-06,5531641
2011-12-07,6522932
2011-12-08,6940388
2011-12-09,7020049
2011-12-12,5167869
2011-12-13,7377475
2011-12-14,6965628
2011-12-15,7172831
2011-12-16,11978247
2011-12-19,5270921
2011-12-20,7589500
2011-12-21,6236355
2011-12-22,5871963
2011-12-23,3125515
2011-12-27,2660722
2011-12-28,3830028
2011-12-29,2898496
2011-12-30,3332968
2012-01-03,6955430
2012-01-04,4847683
2012-01-05,6095070
2012-01-06,4894993
2012-01-09,5273249
2012-01-10,6838592
2012-01-11,4497613
2012-01-12,5693307
2012-01-13,5742427
2012-01-17,6533827
2012-01-18,7301933
2012-01-19,6427764
2012-01-20,12746983
2012-01-23,7326771
2012-01-24,5475942
2012-01-25,6667311
2012-01-26,6220991
2012-01-27,5398222
2012-01-30,5491749
2012-01-31,6896557
2012-02-01,6105937
2012-02-02,6458354
2012-02-03,8171835
2012-02-06,5664222
2012-02-07,5944760
2012-02-08,6073253
2012-02-09,7263430
2012-02-10,4077621
2012-02-13,3631888
2012-02-14,4794635
2012-02-15,5480476
2012-02-16,8042998
2012-02-17,5157911
2012-02-21,5082619
2012-02-22,4829700
2012-02-23,4345833
2012-02-24,4985298
2012-02-27,6781655
2012-02-28,7067735
2012-02-29,10160470
2012-03-01,5400042
2012-03-02,4751655
2012-03-05,6074668
2012-03-06,6109914
2012-03-07,5116034
2012-03-08,4341090
2012-03-09,4329740
2012-03-12,3983131
2012-03-13,6954147
2012-03-14,12001827
2012-03-15,7985514
2012-03-16,11287427
2012-03-19,5605039
2012-03-20,5450466
2012-03-21,6034091
2012-03-22,6048062
2012-03-23,4420470
2012-03-26,6341658
2012-03-27,5682997
2012-03-28,7926315
2012-03-29,7397771
2012-03-30,5779653
2012-04-02,6674154
2012-04-03,5782894
2012-04-04,5107898
2012-04-05,4411802
2012-04-09,4259416
2012-04-10,6739670
2012-04-11,6449795
2012-04-12,4881325
2012-04-13,5574905
2012-04-16,6443981
2012-04-17,5198364
2012-04-18,5670586
2012-04-19,7207714
2012-04-20,7844601
2012-04-23,6168161
2012-04-24,5401593
2012-04-25,8184680
2012-04-26,6169162
2012-04-27,12648882
2012-04-30,7902441
2012-05-01,10333118
2012-05-02,8131939
2012-05-03,6919519
2012-05-04,6152252
2012-05-07,4409454
2012-05-08,6123107
2012-05-09,7832741
2012-05-10,4137589
2012-05-11,4185569
2012-05-14,5653815
2012-05-15,5090102
2012-05-16,5261844
2012-05-17,8428546
2012-05-18,8783659
2012-05-21,4568836
2012-05-22,5858577
2012-05-23,6549722
2012-05-24,4486081
2012-05-25,3264262
2012-05-29,4129226
2012-05-30,5271951
2012-05-31,5436417
2012-06-01,8749446
2012-06-04,6101961
2012-06-05,6156304
2012-06-06,5329412
2012-06-07,5340638
2012-06-08,4001175
2012-06-11,5173422
2012-06-12,7007303
2012-06-13,6096264
2012-06-14,7000037
2012-06-15,8153335
2012-06-18,4635408
2012-06-19,4816934
2012-06-20,5206451
2012-06-21,4811226
2012-06-22,6270479
2012-06-25,4025690
2012-06-26,4095248
2012-06-27,3281634
2012-06-28,4011974
2012-06-29,5339053
2012-07-02,4257681
2012-07-03,2280293
2012-07-05,3788900
2012-07-06,3061168
2012-07-09,3642455
2012-07-10,5340013
2012-07-11,5591969
2012-07-12,6215401
2012-07-13,5009646
2012-07-16,6608848
2012-07-17,4346123
2012-07-18,5318949
2012-07-19,13371307
2012-07-20,5108501
2012-07-23,5926988
2012-07-24,6563489
2012-07-25,5222529
2012-07-26,7456942
2012-07-27,5309161
2012-07-30,5616656
2012-07-31,5308193
2012-08-01,4668183
2012-08-02,4880034
2012-08-03,4456355
2012-08-06,4254060
2012-08-07,4095902
2012-08-08,4531888
2012-08-09,6596141
2012-08-10,6777767
2012-08-13,3783768
2012-08-14,2870975
2012-08-15,3258433
2012-08-16,5131014
2012-08-17,3749949
2012-08-20,5034611
2012-08-21,5365390
2012-08-22,4378225
2012-08-23,3693045
2012-08-24,4224828
2012-08-27,3731879
2012-08-28,2576002
2012-08-29,3162844
2012-08-30,3382828
2012-08-31,4735984
2012-09-04,4470100
2012-09-05,6867622
2012-09-06,7406196
2012-09-07,3894443
2012-09-10,3546062
2012-09-11,4816031
2012-09-12,4390719
2012-09-13,7828366
2012-09-14,6605553
2012-09-17,4176901
2012-09-18,5015874
2012-09-19,3433768
2012-09-20,5914634
2012-09-21,6989506
2012-09-24,5400393
2012-09-25,4880344
2012-09-26,5198558
2012-09-27,6122547
2012-09-28,5444278
2012-10-01,4868801
2012-10-02,4481765
2012-10-03,4539880
2012-10-04,3811253
2012-10-05,4761539
2012-10-08,3231973
2012-10-09,4296780
2012-10-10,3936090
2012-10-11,3889622
2012-10-12,4401554
2012-10-15,5762141
2012-10-16,4523929
2012-10-17,5457783
2012-10-18,9677049
2012-10-19,8127248
2012-10-22,5003102
2012-10-23,8745877
2012-10-24,5726875
2012-10-25,3648876
2012-10-26,5575955
2012-10-31,5707009
2012-11-01,6967018
2012-11-02,6107241
2012-11-05,3748271
2012-11-06,5092989
2012-11-07,7766643
2012-11-08,4531919
2012-11-09,4701009
2012-11-12,3291749
2012-11-13,4567615
2012-11-14,5839365
2012-11-15,4753106
2012-11-16,6563193
2012-11-19,7380235
2012-11-20,4039357
2012-11-21,3461374
2012-11-23,1487595
2012-11-26,5184025
2012-11-27,9897625
2012-11-28,7215992
2012-11-29,4587919
2012-11-30,5718768
2012-12-03,4955722
2012-12-04,3912237
2012-12-05,5667500
2012-12-06,3854365
2012-12-07,3689211
2012-12-10,3783968
2012-12-11,4343155
2012-12-12,5942456
2012-12-13,4726104
2012-12-14,5063134
2012-12-17,5799282
2012-12-18,7185013
2012-12-19,6773114
2012-12-20,5641715
2012-12-21,11466538
2012-12-24,2192733
2012-12-26,3389111
2012-12-27,5292224
2012-12-28,4093927
2012-12-31,5606466
2013-01-02,6091498
2013-01-03,5018524
2013-01-04,4017102
2013-01-07,3859689
2013-01-08,4962096
2013-01-09,5885535
2013-01-10,6545460
2013-01-11,10493482
2013-01-14,5176552
2013-01-15,6399068
2013-01-16,4021737
2013-01-17,4688877
2013-01-18,9936300
2013-01-22,7228354
2013-01-23,6265310
2013-01-24,5431338
2013-01-25,4124428
2013-01-28,5216214
2013-01-29,5533439
2013-01-30,5895468
2013-01-31,5941572
2013-02-01,6037103
2013-02-04,4618557
2013-02-05,6393924
2013-02-06,6304547
2013-02-07,11979687
2013-02-08,6734994
2013-02-11,3436008
2013-02-12,4255159
2013-02-13,3408905
2013-02-14,4433246
2013-02-15,5355442
2013-02-19,3599689
2013-02-20,5532971
2013-02-21,5288041
2013-02-22,5197361
2013-02-25,8626897
2013-02-26,5938052
2013-02-27,4757140
2013-02-28,5366723
2013-03-01,5266056
2013-03-04,4688346
2013-03-05,7317873
2013-03-06,5780885
2013-03-07,4446677
2013-03-08,5810008
2013-03-11,5307952
2013-03-12,5304772
2013-03-13,4203812
2013-03-14,3761146
2013-03-15,10269034
2013-03-18,4880320
2013-03-19,4587410
2013-03-20,4137770
2013-03-21,3600096
2013-03-22,3860829
2013-03-25,6599382
2013-03-26,4296016
2013-03-27,2905064
2013-03-28,4355496
2013-04-01,3012629
2013-04-02,3921782
2013-04-03,5102025
2013-04-04,3634398
2013-04-05,6898242
2013-04-08,4662225
2013-04-09,4882274
2013-04-10,7884960
2013-04-11,6357698
2013-04-12,3967929
2013-04-15,7009304
2013-04-16,6200406
2013-04-17,6927697
2013-04-18,10457930
2013-04-19,8462013
2013-04-22,5791530
2013-04-23,4780216
2013-04-24,4078199
2013-04-25,5834140
2013-04-26,4355754
2013-04-29,2932961
2013-04-30,4686785
2013-05-01,3767224
2013-05-02,3575826
2013-05-03,6987378
2013-05-06,4685226
2013-05-07,4375021
2013-05-08,3587475
2013-05-09,3754829
2013-05-10,3543084
2013-05-13,5139397
2013-05-14,6117658
2013-05-15,5216257
2013-05-16,3861519
2013-05-17,4866760
2013-05-20,5345587
2013-05-21,5130971
2013-05-22,12449460
2013-05-23,7985123
2013-05-24,5564003
2013-05-28,7341675
2013-05-29,5679253
2013-05-30,5417344
2013-05-31,7188612
2013-06-03,6778086
2013-06-04,5667771
2013-06-05,6267278
2013-06-06,5457462
2013-06-07,6827944
2013-06-10,4035313
2013-06-11,5431312
2013-06-12,7057259
2013-06-13,6739212
2013-06-14,8423300
2013-06-17,6020826
2013-06-18,5714675
2013-06-19,5989460
2013-06-20,5658329
2013-06-21,7547492
2013-06-24,6293049
2013-06-25,4754300
2013-06-26,4894827
2013-06-27,4216892
2013-06-28,7965245
2013-07-01,5008504
2013-07-02,5043301
2013-07-03,3012072
2013-07-05,4505458
2013-07-08,5106797
2013-07-09,3915474
2013-07-10,4864725
2013-07-11,5715100
2013-07-12,4879600
2013-07-15,4245560
2013-07-16,4642051
2013-07-17,16309980
2013-07-18,10354102
2013-07-19,8073788
2013-07-22,5456610
2013-07-23,4114774
2013-07-24,6140092
2013-07-25,4083712
2013-07-26,3538188
2013-07-29,3249375
2013-07-30,3762171
2013-07-31,10323171
2013-08-01,5981331
2013-08-02,2488503
2013-08-05,2237069
2013-08-06,2565951
2013-08-07,3083919
2013-08-08,3293582
2013-08-09,3963605
2013-08-12,2292606
2013-08-13,2964929
2013-08-14,2945521
2013-08-15,3834457
2013-08-16,4248237
2013-08-19,3479003
2013-08-20,2900821
2013-08-21,2983131
2013-08-22,2354898
2013-08-23,2521379
2013-08-26,2372305
2013-08-27,3712581
2013-08-28,2963188
2013-08-29,2957050
2013-08-30,3779472
2013-09-03,3994061
2013-09-04,2914696
2013-09-05,3605800
2013-09-06,3369196
2013-09-09,3190717
2013-09-10,3269145
2013-09-11,3295831
2013-09-12,2502216
2013-09-13,2664414
2013-09-16,4541649
2013-09-17,4047119
2013-09-18,4135979
2013-09-19,3998910
2013-09-20,10120123
2013-09-23,4079381
2013-09-24,3020128
2013-09-25,3090317
2013-09-26,2926950
2013-09-27,2522523
2013-09-30,3330490
2013-10-01,2970703
2013-10-02,4363610
2013-10-03,4364703
2013-10-04,2883534
2013-10-07,3320417
2013-10-08,3951464
2013-10-09,4701450
2013-10-10,3769850
2013-10-11,3913859
2013-10-14,3017164
2013-10-15,4114310
2013-10-16,6468191
2013-10-17,10372383
2013-10-18,7598375
2013-10-21,3691526
2013-10-22,3300010
2013-10-23,2895056
2013-10-24,3181810
2013-10-25,6291115
2013-10-28,4566061
2013-10-29,3485304
2013-10-30,3747903
2013-10-31,5638802
2013-11-01,3358873
2013-11-04,2651283
2013-11-05,2598070
2013-11-06,2636880
2013-11-07,3485963
2013-11-08,4369510
2013-11-11,2224187
2013-11-12,2237273
2013-11-13,2828191
2013-11-14,2284072
2013-11-15,4439659
2013-11-18,3104783
2013-11-19,2775011
2013-11-20,3511744
2013-11-21,4355359
2013-11-22,2690261
2013-11-25,3657829
2013-11-26,4897289
2013-11-27,2520022
2013-11-29,2144567
2013-12-02,3623462
2013-12-03,3546119
2013-12-04,3588807
2013-12-05,3677829
2013-12-06,2666576
2013-12-09,2436507
2013-12-10,2362757
2013-12-11,3782340
2013-12-12,3574325
2013-12-13,3596186
2013-12-16,3599041
2013-12-17,2896919
2013-12-18,5332346
2013-12-19,3956320
2013-12-20,6294709
2013-12-23,3242658
2013-12-24,1042661
2013-12-26,1745279
2013-12-27,1797438
2013-12-30,1769019
2013-12-31,3084500
2014-01-02,5120019
2014-01-03,3888564
2014-01-06,2844831
2014-01-07,4039511
2014-01-08,3880302
2014-01-09,3469242
2014-01-10,2901681
2014-01-13,5641388
2014-01-14,4778234
2014-01-15,4495476
2014-01-16,3336545
2014-01-17,15012583
2014-01-21,7954764
2014-01-22,3849166
2014-01-23,5261291
2014-01-24,6360684
2014-01-27,5653519
2014-01-28,4108711
2014-01-29,3358104
2014-01-30,4259912
2014-01-31,4778814
2014-02-03,5770127
2014-02-04,5380458
2014-02-05,3260150
2014-02-06,5432386
2014-02-07,4526594
2014-02-10,5388045
2014-02-11,3610805
2014-02-12,2488737
2014-02-13,2759782
2014-02-14,2705492
2014-02-18,3591615
2014-02-19,4332272
2014-02-20,4412162
2014-02-21,3808678
2014-02-24,3267762
2014-02-25,2914759
2014-02-26,4840187
2014-02-27,3075588
2014-02-28,4691121
2014-03-03,3469406
2014-03-04,3755559
2014-03-05,3086478
2014-03-06,3962682
2014-03-07,3864611
2014-03-10,2218705
2014-03-11,1946279
2014-03-12,2486089
2014-03-13,3990350
2014-03-14,3583900
2014-03-17,3039966
2014-03-18,2348331
2014-03-19,3425706
2014-03-20,3779744
2014-03-21,6684544
2014-03-24,2525775
2014-03-25,2420122
2014-03-26,3011622
2014-03-27,3602751
2014-03-28,3138927
2014-03-31,5172409
2014-04-01,2821615
2014-04-02,2886716
2014-04-03,2483562
2014-04-04,2939772
2014-04-07,5558259
2014-04-08,3880357
2014-04-09,3599617
2014-04-10,5213765
2014-04-11,4014277
2014-04-14,4015913
2014-04-15,3741860
2014-04-16,4055995
2014-04-17,9244808
2014-04-21,3762330
2014-04-22,3420444
2014-04-23,3788218
2014-04-24,3187102
2014-04-25,4232260
2014-04-28,4760553
2014-04-29,2853035
2014-04-30,4354497
2014-05-01,4680412
2014-05-02,3707385
2014-05-05,3340078
2014-05-06,3269355
2014-05-07,4601515
2014-05-08,4220350
2014-05-09,2344736
2014-05-12,2343786
2014-05-13,2298535
2014-05-14,2238503
2014-05-15,3329234
2014-05-16,3062417
2014-05-19,2005193
2014-05-20,2802816
2014-05-21,2525553
2014-05-22,2654758
2014-05-23,1862385
2014-05-27,5093826
2014-05-28,2466846
2014-05-29,2668484
2014-05-30,3594761
2014-06-02,2832071
2014-06-03,2589094
2014-06-04,2636958
2014-06-05,3222994
2014-06-06,4551113
2014-06-09,3825234
2014-06-10,2421970
2014-06-11,1884535
2014-06-12,2870488
2014-06-13,1792975
2014-06-16,2832531
2014-06-17,2572316
2014-06-18,2454768
2014-06-19,3206376
2014-06-20,5387379
2014-06-23,2102451
2014-06-24,2088726
2014-06-25,2398358
2014-06-26,2594797
2014-06-27,3630657
2014-06-30,2634267
2014-07-01,3026313
2014-07-02,1595457
2014-07-03,1633771
2014-07-07,1962805
2014-07-08,2828746
2014-07-09,2646347
2014-07-10,2230008
2014-07-11,2108544
2014-07-14,2387991
2014-07-15,3499169
2014-07-16,2738019
2014-07-17,3117458
2014-07-18,3363043
2014-07-21,2321810
2014-07-22,2411581
2014-07-23,1984801
2014-07-24,3023420
2014-07-25,3909866
2014-07-28,4274196
2014-07-29,4778288
2014-07-30,5069546
2014-07-31,7564147
2014-08-01,12259111
2014-08-04,5743766
2014-08-05,5004396
2014-08-06,4805926
2014-08-07,4539209
2014-08-08,4206909
2014-08-11,3594371
2014-08-12,3106640
2014-08-13,2590641
2014-08-14,3498785
2014-08-15,3295617
2014-08-18,2672035
2014-08-19,3523886
2014-08-20,3143040
2014-08-21,3019283
2014-08-22,2803133
2014-08-25,3730046
2014-08-26,2934587
2014-08-27,2632512
2014-08-28,3324915
2014-08-29,2673218
2014-09-02,3592108
2014-09-03,2935072
2014-09-04,2599473
2014-09-05,2575907
2014-09-08,3621528
2014-09-09,4021206
2014-09-10,3471011
2014-09-11,2757034
2014-09-12,4739054
2014-09-15,3986981
2014-09-16,5951014
2014-09-17,4460724
2014-09-18,4309814
2014-09-19,7126551
2014-09-22,3143756
2014-09-23,3715997
2014-09-24,5089940
2014-09-25,5647980
2014-09-26,4480408
2014-09-29,3304057
2014-09-30,3867066
2014-10-01,4786195
2014-10-02,4217094
2014-10-03,4601352
2014-10-06,3148903
2014-10-07,3911200
2014-10-08,4238301
2014-10-09,5396567
2014-10-10,4235195
2014-10-13,5074088
2014-10-14,6165129
2014-10-15,9157767
2014-10-16,9159291
2014-10-17,9175404
2014-10-20,5239508
2014-10-21,4851088
2014-10-22,5182245
2014-10-23,5000415
2014-10-24,3607992
2014-10-27,3610616
2014-10-28,3598445
2014-10-29,4592580
2014-10-30,5072891
2014-10-31,6848648
2014-11-03,3711518
2014-11-04,3163147
2014-11-05,3617568
2014-11-06,6005814
2014-11-07,3669206
2014-11-10,2938704
2014-11-11,2721039
2014-11-12,3825498
2014-11-13,3638009
2014-11-14,2361616
2014-11-17,2620647
2014-11-18,2175744
2014-11-19,2661218
2014-11-20,2825692
2014-11-21,4039198
2014-11-24,3459501
2014-11-25,3313706
2014-11-26,2218222
2014-11-28,3070020
2014-12-01,3343013
2014-12-02,3111915
2014-12-03,5914963
2014-12-04,4000235
2014-12-05,2872575
2014-12-08,4467741
2014-12-09,4092664
2014-12-10,4657969
2014-12-11,4419092
2014-12-12,4487604
2014-12-15,4766746
2014-12-16,4948750
2014-12-17,5204350
2014-12-18,4554192
2014-12-19,7170302
2014-12-22,2910765
2014-12-23,2864817
2014-12-24,1321515
2014-12-26,1439897
2014-12-29,1483010
2014-12-30,1425054
2014-12-31,2306225
2015-01-02,2445836
2015-01-05,3478969
2015-01-06,4808755
2015-01-07,5665151
2015-01-08,3781465
2015-01-09,3681672
2015-01-12,3230688
2015-01-13,3537553
2015-01-14,6628395
2015-01-15,5830949
2015-01-16,6768738
2015-01-20,6364082
2015-01-21,7185651
2015-01-22,16390070
2015-01-23,7366126
2015-01-26,6632753
2015-01-27,6329531
2015-01-28,7942208
2015-01-29,7545880
2015-01-30,7210532
2015-02-02,5459286
2015-02-03,5586211
2015-02-04,6155698
2015-02-05,3966584
2015-02-06,5139741
2015-02-09,3101318
2015-02-10,3589926
2015-02-11,4374834
2015-02-12,32653122
2015-02-13,34874386
2015-02-17,18578333
2015-02-18,13416995
2015-02-19,20857959
2015-02-20,11348739
2015-02-23,6868556
2015-02-24,10950979
2015-02-25,8184691
2015-02-26,8702804
2015-02-27,8121162
2015-03-02,5503072
2015-03-03,6856146
2015-03-04,6140957
2015-03-05,5571779
2015-03-06,6530206
2015-03-09,5846077
2015-03-10,7524975
2015-03-11,4546180
2015-03-12,9386593
2015-03-13,6919443
2015-03-16,5295067
2015-03-17,4258228
2015-03-18,6449418
2015-03-19,4677008
2015-03-20,9338054
2015-03-23,7291654
2015-03-24,5217754
2015-03-25,8908044
2015-03-26,16181335
2015-03-27,9022613
2015-03-30,7285152
2015-03-31,5918270
2015-04-01,6163459
2015-04-02,5695160
2015-04-06,3831094
2015-04-07,5919179
2015-04-08,6405810
2015-04-09,4288069
2015-04-10,3441961
2015-04-13,4091974
2015-04-14,4213151
2015-04-15,6042720
2015-04-16,8084767
2015-04-17,22112455
2015-04-20,8432099
2015-04-21,5124995
2015-04-22,7318109
2015-04-23,4815396
2015-04-24,3400709
2015-04-27,6901733
2015-04-28,6493427
2015-04-29,4322567
2015-04-30,6754099
2015-05-01,3859217
2015-05-04,3897793
2015-05-05,5325813
2015-05-06,5897660
2015-05-07,7924637
2015-05-08,7198107
2015-05-11,5827394
2015-05-12,4575669
2015-05-13,5494547
2015-05-14,4450782
2015-05-15,4479254
2015-05-18,4579850
2015-05-19,6063537
2015-05-20,3986654
2015-05-21,4249682
2015-05-22,3395835
2015-05-26,5282736
2015-05-27,5105088
2015-05-28,4444099
2015-05-29,7385145
2015-06-01,4716898
2015-06-02,4197300
2015-06-03,4321729
2015-06-04,5438075
2015-06-05,4817000
2015-06-08,5883574
2015-06-09,4506269
2015-06-10,5865352
2015-06-11,4013377
2015-06-12,6253475
2015-06-15,4929335
2015-06-16,6992677
2015-06-17,6945555
2015-06-18,4632281
2015-06-19,13054844
2015-06-22,5548612
2015-06-23,5356347
2015-06-24,5637585
2015-06-25,6591058
2015-06-26,15746737
2015-06-29,8553321
2015-06-30,7793019
2015-07-01,5319947
2015-07-02,4577689
2015-07-06,5724771
2015-07-07,7182951
2015-07-08,5544756
2015-07-09,3934003
2015-07-10,3036031
2015-07-13,3677506
2015-07-14,3904938
2015-07-15,3947013
2015-07-16,4095773
2015-07-17,3084435
2015-07-20,3552975
2015-07-21,3974583
2015-07-22,4392678
2015-07-23,12256764
2015-07-24,8639908
2015-07-27,9861400
2015-07-28,5516643
2015-07-29,4594150
2015-07-30,4767112
2015-07-31,6344779
2015-08-03,5159523
2015-08-04,4137581
2015-08-05,5562017
2015-08-06,4522063
2015-08-07,23689625
2015-08-10,12609026
2015-08-11,8509819
2015-08-12,6994329
2015-08-13,4866909
2015-08-14,5387093
2015-08-17,4574686
2015-08-18,4458320
2015-08-19,5314622
2015-08-20,7186887
2015-08-21,8383732
2015-08-24,12625708
2015-08-25,7468492
2015-08-26,6453335
2015-08-27,6742572
2015-08-28,4902724
2015-08-31,4540796
2015-09-01,6073567
2015-09-02,5879362
2015-09-03,4697704
2015-09-04,5049532
2015-09-08,6015246
2015-09-09,4939689
2015-09-10,4761361
2015-09-11,3843644
2015-09-14,4448487
2015-09-15,5443179
2015-09-16,4115728
2015-09-17,4129937
2015-09-18,12328085
2015-09-21,3255517
2015-09-22,4978029
2015-09-23,3165576
2015-09-24,6035702
2015-09-25,4472920
2015-09-28,5760440
2015-09-29,5275575
2015-09-30,4898907
2015-10-01,4736308
2015-10-02,5043629
2015-10-05,6381593
2015-10-06,3853919
2015-10-07,3433402
2015-10-08,3288825
2015-10-09,2636338
2015-10-12,1886476
2015-10-13,3234365
2015-10-14,3091932
2015-10-15,3612389
2015-10-16,5602005
2015-10-19,4048843
2015-10-20,3463101
2015-10-21,5860224
2015-10-22,23626277
2015-10-23,9313299
2015-10-26,5227734
2015-10-27,4096494
2015-10-28,7830577
2015-10-29,5225657
2015-10-30,6284227
2015-11-02,4924031
2015-11-03,5047870
2015-11-04,12867001
2015-11-05,4982766
2015-11-06,7440791
2015-11-09,5618785
2015-11-10,4950214
2015-11-11,4705434
2015-11-12,6086354
2015-11-13,4463069
2015-11-16,5244179
2015-11-17,5848894
2015-11-18,5753672
2015-11-19,4837186
2015-11-20,4423742
2015-11-23,3250016
2015-11-24,4303275
2015-11-25,4391278
2015-11-27,1547504
2015-11-30,5122644
2015-12-01,4193346
2015-12-02,4145234
2015-12-03,6807762
2015-12-04,4993389
2015-12-07,5926406
2015-12-08,7669061
2015-12-09,6910707
2015-12-10,4782972
2015-12-11,9094343
2015-12-14,6341541
2015-12-15,6247229
2015-12-16,5581779
2015-12-17,4800033
2015-12-18,17898859
2015-12-21,4733428
2015-12-22,3796765
2015-12-23,5277981
2015-12-24,1956388
2015-12-28,2860713
2015-12-29,3838817
2015-12-30,2792695
2015-12-31,3531279
2016-01-04,9210505
2016-01-05,10809158
2016-01-06,9752153
2016-01-07,11323947
2016-01-08,10003645
2016-01-11,8157737
2016-01-12,7559962
2016-01-13,11269206
