time_captured,PG_Open
2011-01-13,64.92
2011-01-14,65.35
2011-01-18,65.65
2011-01-19,65.11
2011-01-20,65.44
2011-01-21,65.9
2011-01-24,65.9
2011-01-25,66.57
2011-01-26,66.89
2011-01-27,64.36
2011-01-28,63.9
2011-01-31,64.35
2011-02-01,63.43
2011-02-02,62.76
2011-02-03,62.66
2011-02-04,62.83
2011-02-07,63.95
2011-02-08,64.39
2011-02-09,64.64
2011-02-10,64.63
2011-02-11,64.08
2011-02-14,64.81
2011-02-15,64.7
2011-02-16,64.1
2011-02-17,63.58
2011-02-18,64.14
2011-02-22,63.73
2011-02-23,64.01
2011-02-24,64.32
2011-02-25,62.96
2011-02-28,62.8
2011-03-01,63.43
2011-03-02,62.6
2011-03-03,62.7
2011-03-04,62.51
2011-03-07,62.0
2011-03-08,61.75
2011-03-09,62.09
2011-03-10,61.72
2011-03-11,61.2
2011-03-14,61.04
2011-03-15,60.62
2011-03-16,60.48
2011-03-17,60.7
2011-03-18,60.92
2011-03-21,60.96
2011-03-22,61.05
2011-03-23,60.84
2011-03-24,61.23
2011-03-25,61.18
2011-03-28,61.08
2011-03-29,60.61
2011-03-30,61.46
2011-03-31,61.76
2011-04-01,61.88
2011-04-04,62.17
2011-04-05,62.02
2011-04-06,61.88
2011-04-07,61.62
2011-04-08,62.2
2011-04-11,62.02
2011-04-12,62.03
2011-04-13,62.84
2011-04-14,62.76
2011-04-15,63.46
2011-04-18,63.67
2011-04-19,64.22
2011-04-20,64.26
2011-04-21,63.61
2011-04-25,63.08
2011-04-26,63.45
2011-04-27,63.64
2011-04-28,63.24
2011-04-29,64.58
2011-05-02,65.24
2011-05-03,65.26
2011-05-04,65.7
2011-05-05,66.08
2011-05-06,66.21
2011-05-09,64.93
2011-05-10,65.29
2011-05-11,65.79
2011-05-12,66.03
2011-05-13,66.67
2011-05-16,66.66
2011-05-17,66.64
2011-05-18,67.4
2011-05-19,67.29
2011-05-20,67.42
2011-05-23,66.88
2011-05-24,66.98
2011-05-25,66.6
2011-05-26,66.19
2011-05-27,66.04
2011-05-31,66.33
2011-06-01,66.96
2011-06-02,66.46
2011-06-03,65.56
2011-06-06,65.36
2011-06-07,65.46
2011-06-08,65.04
2011-06-09,65.03
2011-06-10,64.92
2011-06-13,64.65
2011-06-14,65.03
2011-06-15,64.51
2011-06-16,63.87
2011-06-17,64.65
2011-06-20,64.51
2011-06-21,65.24
2011-06-22,64.08
2011-06-23,63.73
2011-06-24,63.45
2011-06-27,62.76
2011-06-28,63.11
2011-06-29,62.87
2011-06-30,62.73
2011-07-01,63.47
2011-07-05,64.1
2011-07-06,64.53
2011-07-07,64.98
2011-07-08,65.04
2011-07-11,64.29
2011-07-12,64.48
2011-07-13,64.84
2011-07-14,64.55
2011-07-15,64.68
2011-07-18,64.69
2011-07-19,64.6
2011-07-20,64.26
2011-07-21,64.35
2011-07-22,64.46
2011-07-25,63.96
2011-07-26,63.47
2011-07-27,63.03
2011-07-28,62.16
2011-07-29,61.68
2011-08-01,62.16
2011-08-02,61.13
2011-08-03,60.76
2011-08-04,60.37
2011-08-05,61.06
2011-08-08,60.12
2011-08-09,60.52
2011-08-10,59.97
2011-08-11,58.72
2011-08-12,60.78
2011-08-15,61.87
2011-08-16,61.47
2011-08-17,61.78
2011-08-18,60.82
2011-08-19,60.51
2011-08-22,61.74
2011-08-23,61.95
2011-08-24,62.72
2011-08-25,63.25
2011-08-26,62.24
2011-08-29,62.78
2011-08-30,63.09
2011-08-31,63.46
2011-09-01,63.62
2011-09-02,62.8
2011-09-06,61.18
2011-09-07,62.75
2011-09-08,62.59
2011-09-09,62.41
2011-09-12,61.25
2011-09-13,61.77
2011-09-14,62.12
2011-09-15,62.45
2011-09-16,63.22
2011-09-19,63.64
2011-09-20,63.85
2011-09-21,64.37
2011-09-22,61.58
2011-09-23,60.94
2011-09-26,61.67
2011-09-27,63.08
2011-09-28,63.36
2011-09-29,63.54
2011-09-30,63.4
2011-10-03,63.69
2011-10-04,62.3
2011-10-05,63.25
2011-10-06,63.11
2011-10-07,63.97
2011-10-10,64.37
2011-10-11,64.24
2011-10-12,64.72
2011-10-13,64.51
2011-10-14,65.0
2011-10-17,64.84
2011-10-18,64.16
2011-10-19,64.33
2011-10-20,64.9
2011-10-21,65.61
2011-10-24,65.75
2011-10-25,65.09
2011-10-26,64.9
2011-10-27,65.37
2011-10-28,64.83
2011-10-31,64.55
2011-11-01,63.37
2011-11-02,63.4
2011-11-03,63.31
2011-11-04,62.89
2011-11-07,63.03
2011-11-08,63.48
2011-11-09,63.8
2011-11-10,63.51
2011-11-11,63.75
2011-11-14,63.44
2011-11-15,63.38
2011-11-16,63.11
2011-11-17,63.15
2011-11-18,63.11
2011-11-21,62.54
2011-11-22,61.52
2011-11-23,61.31
2011-11-25,61.2
2011-11-28,61.65
2011-11-29,62.48
2011-11-30,63.23
2011-12-01,64.58
2011-12-02,64.68
2011-12-05,64.89
2011-12-06,64.65
2011-12-07,64.79
2011-12-08,64.87
2011-12-09,64.66
2011-12-12,64.58
2011-12-13,64.54
2011-12-14,64.47
2011-12-15,64.83
2011-12-16,65.43
2011-12-19,65.35
2011-12-20,65.24
2011-12-21,65.5
2011-12-22,65.84
2011-12-23,66.21
2011-12-27,66.13
2011-12-28,66.91
2011-12-29,66.73
2011-12-30,66.88
2012-01-03,66.3
2012-01-04,66.63
2012-01-05,66.44
2012-01-06,66.51
2012-01-09,66.25
2012-01-10,66.85
2012-01-11,66.1
2012-01-12,66.0
2012-01-13,65.56
2012-01-17,65.96
2012-01-18,65.9
2012-01-19,65.96
2012-01-20,65.63
2012-01-23,65.91
2012-01-24,64.64
2012-01-25,64.38
2012-01-26,65.1
2012-01-27,64.31
2012-01-30,63.8
2012-01-31,63.42
2012-02-01,63.42
2012-02-02,63.35
2012-02-03,63.36
2012-02-06,62.86
2012-02-07,63.56
2012-02-08,63.72
2012-02-09,63.84
2012-02-10,63.6
2012-02-13,64.15
2012-02-14,64.1
2012-02-15,64.82
2012-02-16,64.78
2012-02-17,65.49
2012-02-21,64.99
2012-02-22,64.24
2012-02-23,64.35
2012-02-24,66.74
2012-02-27,66.57
2012-02-28,66.59
2012-02-29,67.41
2012-03-01,67.44
2012-03-02,66.72
2012-03-05,66.61
2012-03-06,66.5
2012-03-07,66.82
2012-03-08,66.95
2012-03-09,67.06
2012-03-12,66.77
2012-03-13,67.85
2012-03-14,67.73
2012-03-15,67.69
2012-03-16,67.83
2012-03-19,67.03
2012-03-20,66.96
2012-03-21,67.21
2012-03-22,67.0
2012-03-23,67.51
2012-03-26,67.54
2012-03-27,67.51
2012-03-28,67.12
2012-03-29,66.98
2012-03-30,67.15
2012-04-02,67.43
2012-04-03,67.43
2012-04-04,66.71
2012-04-05,66.92
2012-04-09,66.72
2012-04-10,66.74
2012-04-11,66.74
2012-04-12,66.17
2012-04-13,66.04
2012-04-16,66.01
2012-04-17,66.91
2012-04-18,66.93
2012-04-19,66.88
2012-04-20,66.71
2012-04-23,66.91
2012-04-24,66.83
2012-04-25,66.67
2012-04-26,66.64
2012-04-27,65.1
2012-04-30,63.58
2012-05-01,63.34
2012-05-02,63.66
2012-05-03,64.29
2012-05-04,64.53
2012-05-07,63.46
2012-05-08,64.13
2012-05-09,63.93
2012-05-10,64.0
2012-05-11,64.06
2012-05-14,63.5
2012-05-15,63.72
2012-05-16,64.34
2012-05-17,64.12
2012-05-18,64.19
2012-05-21,63.66
2012-05-22,63.43
2012-05-23,63.0
2012-05-24,62.49
2012-05-25,62.58
2012-05-29,62.64
2012-05-30,62.64
2012-05-31,62.6
2012-06-01,61.76
2012-06-04,61.69
2012-06-05,61.21
2012-06-06,61.27
2012-06-07,62.08
2012-06-08,63.04
2012-06-11,62.99
2012-06-12,62.5
2012-06-13,62.61
2012-06-14,62.76
2012-06-15,63.53
2012-06-18,62.56
2012-06-19,62.41
2012-06-20,60.89
2012-06-21,60.36
2012-06-22,59.77
2012-06-25,59.54
2012-06-26,59.45
2012-06-27,59.24
2012-06-28,59.7
2012-06-29,60.65
2012-07-02,61.04
2012-07-03,61.13
2012-07-05,61.44
2012-07-06,61.22
2012-07-09,61.12
2012-07-10,61.71
2012-07-11,61.77
2012-07-12,62.84
2012-07-13,63.93
2012-07-16,64.62
2012-07-17,64.64
2012-07-18,64.83
2012-07-19,64.95
2012-07-20,64.52
2012-07-23,64.4
2012-07-24,64.48
2012-07-25,64.12
2012-07-26,64.59
2012-07-27,64.68
2012-07-30,64.89
2012-07-31,64.79
2012-08-01,64.87
2012-08-02,63.66
2012-08-03,64.71
2012-08-06,65.23
2012-08-07,65.92
2012-08-08,66.01
2012-08-09,66.59
2012-08-10,66.68
2012-08-13,66.56
2012-08-14,66.53
2012-08-15,66.86
2012-08-16,66.58
2012-08-17,66.87
2012-08-20,66.93
2012-08-21,66.76
2012-08-22,66.57
2012-08-23,66.8
2012-08-24,66.6
2012-08-27,66.93
2012-08-28,66.87
2012-08-29,66.97
2012-08-30,66.64
2012-08-31,67.14
2012-09-04,67.31
2012-09-05,67.21
2012-09-06,67.68
2012-09-07,68.16
2012-09-10,68.41
2012-09-11,68.43
2012-09-12,68.35
2012-09-13,67.89
2012-09-14,68.81
2012-09-17,68.88
2012-09-18,69.19
2012-09-19,69.1
2012-09-20,69.11
2012-09-21,69.7
2012-09-24,69.34
2012-09-25,69.7
2012-09-26,69.49
2012-09-27,69.41
2012-09-28,69.25
2012-10-01,69.33
2012-10-02,69.53
2012-10-03,69.02
2012-10-04,69.36
2012-10-05,69.78
2012-10-08,69.48
2012-10-09,68.92
2012-10-10,68.79
2012-10-11,68.33
2012-10-12,68.23
2012-10-15,68.27
2012-10-16,68.96
2012-10-17,68.55
2012-10-18,69.45
2012-10-19,69.36
2012-10-22,68.35
2012-10-23,67.98
2012-10-24,67.37
2012-10-25,69.75
2012-10-26,69.74
2012-10-31,69.51
2012-11-01,69.16
2012-11-02,69.74
2012-11-05,69.22
2012-11-06,68.6
2012-11-07,68.82
2012-11-08,67.98
2012-11-09,66.83
2012-11-12,67.15
2012-11-13,66.77
2012-11-14,66.89
2012-11-15,66.76
2012-11-16,66.36
2012-11-19,66.99
2012-11-20,67.81
2012-11-21,68.16
2012-11-23,68.75
2012-11-26,69.14
2012-11-27,69.2
2012-11-28,69.0
2012-11-29,69.41
2012-11-30,69.37
2012-12-03,69.84
2012-12-04,69.5
2012-12-05,69.48
2012-12-06,69.48
2012-12-07,69.85
2012-12-10,70.12
2012-12-11,70.29
2012-12-12,70.76
2012-12-13,70.55
2012-12-14,69.92
2012-12-17,69.95
2012-12-18,69.89
2012-12-19,69.76
2012-12-20,69.3
2012-12-21,69.43
2012-12-24,68.67
2012-12-26,68.57
2012-12-27,67.88
2012-12-28,67.73
2012-12-31,67.0
2013-01-02,68.65
2013-01-03,69.44
2013-01-04,69.01
2013-01-07,68.92
2013-01-08,68.52
2013-01-09,68.77
2013-01-10,68.98
2013-01-11,69.3
2013-01-14,69.31
2013-01-15,69.16
2013-01-16,69.42
2013-01-17,69.56
2013-01-18,69.69
2013-01-22,69.86
2013-01-23,69.84
2013-01-24,70.68
2013-01-25,71.75
2013-01-28,73.73
2013-01-29,73.55
2013-01-30,74.75
2013-01-31,74.83
2013-02-01,75.3
2013-02-04,75.69
2013-02-05,75.44
2013-02-06,75.32
2013-02-07,75.98
2013-02-08,76.15
2013-02-11,75.41
2013-02-12,75.96
2013-02-13,76.01
2013-02-14,76.3
2013-02-15,76.72
2013-02-19,76.56
2013-02-20,77.27
2013-02-21,76.28
2013-02-22,77.05
2013-02-25,77.07
2013-02-26,75.99
2013-02-27,75.95
2013-02-28,76.66
2013-03-01,75.7
2013-03-04,76.25
2013-03-05,76.78
2013-03-06,77.01
2013-03-07,77.22
2013-03-08,77.01
2013-03-11,77.02
2013-03-12,77.19
2013-03-13,77.07
2013-03-14,76.87
2013-03-15,77.08
2013-03-18,75.9
2013-03-19,76.14
2013-03-20,77.29
2013-03-21,77.42
2013-03-22,77.18
2013-03-25,77.27
2013-03-26,77.02
2013-03-27,76.98
2013-03-28,76.95
2013-04-01,76.85
2013-04-02,77.84
2013-04-03,78.88
2013-04-04,78.32
2013-04-05,77.88
2013-04-08,78.09
2013-04-09,78.82
2013-04-10,78.49
2013-04-11,79.37
2013-04-12,79.51
2013-04-15,79.79
2013-04-16,79.83
2013-04-17,79.98
2013-04-18,79.09
2013-04-19,80.37
2013-04-22,81.31
2013-04-23,81.46
2013-04-24,79.49
2013-04-25,77.67
2013-04-26,76.72
2013-04-29,77.56
2013-04-30,77.86
2013-05-01,76.83
2013-05-02,77.39
2013-05-03,78.1
2013-05-06,78.03
2013-05-07,77.98
2013-05-08,77.9
2013-05-09,78.57
2013-05-10,78.41
2013-05-13,78.51
2013-05-14,78.93
2013-05-15,79.47
2013-05-16,80.49
2013-05-17,79.91
2013-05-20,79.98
2013-05-21,79.17
2013-05-22,78.84
2013-05-23,78.27
2013-05-24,81.88
2013-05-28,82.05
2013-05-29,80.16
2013-05-30,78.9
2013-05-31,78.79
2013-06-03,76.87
2013-06-04,77.71
2013-06-05,77.08
2013-06-06,76.54
2013-06-07,77.44
2013-06-10,77.69
2013-06-11,77.68
2013-06-12,78.64
2013-06-13,77.54
2013-06-14,78.49
2013-06-17,78.26
2013-06-18,78.95
2013-06-19,79.05
2013-06-20,77.21
2013-06-21,76.25
2013-06-24,76.95
2013-06-25,77.1
2013-06-26,77.23
2013-06-27,77.96
2013-06-28,77.62
2013-07-01,77.02
2013-07-02,77.95
2013-07-03,78.28
2013-07-05,78.89
2013-07-08,78.54
2013-07-09,79.07
2013-07-10,79.65
2013-07-11,80.55
2013-07-12,80.67
2013-07-15,81.37
2013-07-16,81.32
2013-07-17,80.49
2013-07-18,80.03
2013-07-19,80.36
2013-07-22,81.23
2013-07-23,81.22
2013-07-24,80.95
2013-07-25,80.01
2013-07-26,80.02
2013-07-29,80.1
2013-07-30,80.49
2013-07-31,80.44
2013-08-01,81.62
2013-08-02,81.42
2013-08-05,81.05
2013-08-06,81.3
2013-08-07,81.41
2013-08-08,82.11
2013-08-09,81.92
2013-08-12,81.23
2013-08-13,81.78
2013-08-14,81.67
2013-08-15,80.96
2013-08-16,80.27
2013-08-19,79.64
2013-08-20,79.72
2013-08-21,79.5
2013-08-22,79.3
2013-08-23,79.87
2013-08-26,79.92
2013-08-27,77.87
2013-08-28,77.86
2013-08-29,76.76
2013-08-30,77.53
2013-09-03,78.27
2013-09-04,77.52
2013-09-05,77.58
2013-09-06,77.12
2013-09-09,77.37
2013-09-10,78.5
2013-09-11,77.26
2013-09-12,78.4
2013-09-13,78.44
2013-09-16,79.72
2013-09-17,79.96
2013-09-18,79.06
2013-09-19,80.5
2013-09-20,80.09
2013-09-23,79.2
2013-09-24,78.96
2013-09-25,78.84
2013-09-26,77.91
2013-09-27,77.75
2013-09-30,76.8
2013-10-01,75.52
2013-10-02,75.91
2013-10-03,75.89
2013-10-04,75.98
2013-10-07,75.66
2013-10-08,76.39
2013-10-09,76.58
2013-10-10,77.41
2013-10-11,78.0
2013-10-14,78.01
2013-10-15,78.38
2013-10-16,77.35
2013-10-17,78.19
2013-10-18,79.39
2013-10-21,79.27
2013-10-22,79.31
2013-10-23,80.34
2013-10-24,80.77
2013-10-25,80.55
2013-10-28,80.11
2013-10-29,81.46
2013-10-30,82.53
2013-10-31,81.2
2013-11-01,80.68
2013-11-04,81.46
2013-11-05,81.13
2013-11-06,81.64
2013-11-07,82.91
2013-11-08,82.28
2013-11-11,82.35
2013-11-12,82.23
2013-11-13,82.57
2013-11-14,83.43
2013-11-15,84.17
2013-11-18,84.79
2013-11-19,84.31
2013-11-20,84.31
2013-11-21,84.84
2013-11-22,84.53
2013-11-25,84.96
2013-11-26,85.2
2013-11-27,84.88
2013-11-29,84.77
2013-12-02,84.04
2013-12-03,83.3
2013-12-04,83.38
2013-12-05,83.39
2013-12-06,83.23
2013-12-09,84.48
2013-12-10,84.41
2013-12-11,83.74
2013-12-12,83.82
2013-12-13,82.34
2013-12-16,82.72
2013-12-17,81.78
2013-12-18,81.22
2013-12-19,82.02
2013-12-20,81.97
2013-12-23,82.14
2013-12-24,81.33
2013-12-26,81.49
2013-12-27,82.09
2013-12-30,82.0
2013-12-31,81.83
2014-01-02,81.33
2014-01-03,80.76
2014-01-06,80.61
2014-01-07,80.71
2014-01-08,80.97
2014-01-09,80.54
2014-01-10,80.59
2014-01-13,80.01
2014-01-14,80.06
2014-01-15,80.7
2014-01-16,80.65
2014-01-17,80.42
2014-01-21,80.59
2014-01-22,79.57
2014-01-23,78.71
2014-01-24,79.33
2014-01-27,79.24
2014-01-28,78.67
2014-01-29,78.8
2014-01-30,78.05
2014-01-31,76.03
2014-02-03,76.69
2014-02-04,76.0
2014-02-05,75.94
2014-02-06,76.53
2014-02-07,76.99
2014-02-10,77.43
2014-02-11,78.1
2014-02-12,78.13
2014-02-13,77.09
2014-02-14,77.69
2014-02-18,79.48
2014-02-19,77.64
2014-02-20,77.96
2014-02-21,78.05
2014-02-24,78.03
2014-02-25,77.73
2014-02-26,78.23
2014-02-27,77.77
2014-02-28,78.24
2014-03-03,78.26
2014-03-04,78.09
2014-03-05,78.32
2014-03-06,78.04
2014-03-07,78.41
2014-03-10,78.29
2014-03-11,78.59
2014-03-12,78.66
2014-03-13,79.32
2014-03-14,79.1
2014-03-17,79.02
2014-03-18,79.84
2014-03-19,79.68
2014-03-20,78.7
2014-03-21,79.04
2014-03-24,78.5
2014-03-25,79.52
2014-03-26,80.03
2014-03-27,79.55
2014-03-28,79.94
2014-03-31,80.0
2014-04-01,80.6
2014-04-02,80.19
2014-04-03,80.28
2014-04-04,80.47
2014-04-07,80.02
2014-04-08,80.51
2014-04-09,81.8
2014-04-10,81.58
2014-04-11,80.98
2014-04-14,81.0
2014-04-15,80.79
2014-04-16,81.28
2014-04-17,81.47
2014-04-21,81.81
2014-04-22,81.54
2014-04-23,80.72
2014-04-24,80.26
2014-04-25,81.2
2014-04-28,81.54
2014-04-29,82.75
2014-04-30,82.39
2014-05-01,82.39
2014-05-02,82.22
2014-05-05,81.64
2014-05-06,81.76
2014-05-07,81.45
2014-05-08,82.06
2014-05-09,82.2
2014-05-12,82.61
2014-05-13,81.94
2014-05-14,81.74
2014-05-15,81.25
2014-05-16,80.63
2014-05-19,80.01
2014-05-20,80.02
2014-05-21,80.34
2014-05-22,80.37
2014-05-23,80.51
2014-05-27,80.55
2014-05-28,80.03
2014-05-29,80.1
2014-05-30,80.25
2014-06-02,80.66
2014-06-03,80.04
2014-06-04,80.0
2014-06-05,80.11
2014-06-06,80.09
2014-06-09,79.91
2014-06-10,80.03
2014-06-11,80.05
2014-06-12,79.82
2014-06-13,79.73
2014-06-16,79.52
2014-06-17,79.61
2014-06-18,79.44
2014-06-19,79.85
2014-06-20,80.44
2014-06-23,80.06
2014-06-24,79.42
2014-06-25,79.04
2014-06-26,79.24
2014-06-27,78.6
2014-06-30,79.01
2014-07-01,78.87
2014-07-02,79.56
2014-07-03,79.93
2014-07-07,79.75
2014-07-08,80.03
2014-07-09,80.66
2014-07-10,81.27
2014-07-11,81.06
2014-07-14,81.36
2014-07-15,81.51
2014-07-16,80.9
2014-07-17,80.99
2014-07-18,80.55
2014-07-21,80.33
2014-07-22,80.29
2014-07-23,80.33
2014-07-24,80.12
2014-07-25,80.02
2014-07-28,79.41
2014-07-29,79.09
2014-07-30,78.7
2014-07-31,77.76
2014-08-01,79.25
2014-08-04,79.46
2014-08-05,78.99
2014-08-06,79.4
2014-08-07,81.02
2014-08-08,80.05
2014-08-11,81.23
2014-08-12,81.5
2014-08-13,81.64
2014-08-14,81.59
2014-08-15,82.23
2014-08-18,81.99
2014-08-19,82.35
2014-08-20,82.46
2014-08-21,82.8
2014-08-22,83.16
2014-08-25,83.74
2014-08-26,83.61
2014-08-27,83.43
2014-08-28,83.02
2014-08-29,83.09
2014-09-02,83.21
2014-09-03,83.26
2014-09-04,82.92
2014-09-05,83.44
2014-09-08,83.57
2014-09-09,83.05
2014-09-10,83.2
2014-09-11,83.61
2014-09-12,83.21
2014-09-15,83.18
2014-09-16,83.58
2014-09-17,84.02
2014-09-18,84.18
2014-09-19,84.52
2014-09-22,84.64
2014-09-23,84.65
2014-09-24,84.33
2014-09-25,85.02
2014-09-26,84.54
2014-09-29,84.11
2014-09-30,84.34
2014-10-01,84.02
2014-10-02,83.1
2014-10-03,83.44
2014-10-06,83.57
2014-10-07,83.38
2014-10-08,83.34
2014-10-09,84.21
2014-10-10,83.95
2014-10-13,84.31
2014-10-14,83.91
2014-10-15,82.59
2014-10-16,81.65
2014-10-17,82.95
2014-10-20,83.25
2014-10-21,84.47
2014-10-22,84.06
2014-10-23,84.26
2014-10-24,85.1
2014-10-27,84.96
2014-10-28,86.2
2014-10-29,86.67
2014-10-30,86.16
2014-10-31,87.08
2014-11-03,86.66
2014-11-04,87.49
2014-11-05,88.74
2014-11-06,89.08
2014-11-07,88.74
2014-11-10,88.92
2014-11-11,89.38
2014-11-12,89.6
2014-11-13,88.94
2014-11-14,88.7
2014-11-17,88.0
2014-11-18,88.02
2014-11-19,88.24
2014-11-20,88.33
2014-11-21,89.26
2014-11-24,88.88
2014-11-25,88.36
2014-11-26,88.83
2014-11-28,89.09
2014-12-01,90.17
2014-12-02,90.44
2014-12-03,90.84
2014-12-04,90.5
2014-12-05,90.32
2014-12-08,90.34
2014-12-09,90.47
2014-12-10,90.95
2014-12-11,90.0
2014-12-12,90.01
2014-12-15,89.7
2014-12-16,89.14
2014-12-17,89.56
2014-12-18,91.01
2014-12-19,92.15
2014-12-22,92.1
2014-12-23,92.74
2014-12-24,93.5
2014-12-26,93.15
2014-12-29,93.12
2014-12-30,92.25
2014-12-31,92.04
2015-01-02,90.84
2015-01-05,90.23
2015-01-06,90.31
2015-01-07,89.94
2015-01-08,90.48
2015-01-09,91.18
2015-01-12,90.48
2015-01-13,90.78
2015-01-14,89.73
2015-01-15,90.49
2015-01-16,89.95
2015-01-20,91.25
2015-01-21,90.4
2015-01-22,91.04
2015-01-23,91.17
2015-01-26,89.95
2015-01-27,87.1
2015-01-28,86.63
2015-01-29,85.78
2015-01-30,85.09
2015-02-02,84.58
2015-02-03,85.95
2015-02-04,85.89
2015-02-05,86.24
2015-02-06,86.56
2015-02-09,85.31
2015-02-10,85.33
2015-02-11,85.95
2015-02-12,86.06
2015-02-13,86.03
2015-02-17,86.06
2015-02-18,85.76
2015-02-19,86.11
2015-02-20,84.95
2015-02-23,84.96
2015-02-24,85.51
2015-02-25,85.7
2015-02-26,85.42
2015-02-27,85.02
2015-03-02,85.02
2015-03-03,85.35
2015-03-04,85.04
2015-03-05,84.62
2015-03-06,84.34
2015-03-09,82.79
2015-03-10,82.47
2015-03-11,81.53
2015-03-12,81.59
2015-03-13,81.98
2015-03-16,82.08
2015-03-17,83.36
2015-03-18,82.86
2015-03-19,83.46
2015-03-20,83.99
2015-03-23,84.37
2015-03-24,84.89
2015-03-25,84.37
2015-03-26,82.58
2015-03-27,82.08
2015-03-30,82.63
2015-03-31,82.76
2015-04-01,82.44
2015-04-02,82.17
2015-04-06,81.92
2015-04-07,82.93
2015-04-08,82.3
2015-04-09,82.63
2015-04-10,82.8
2015-04-13,83.0
2015-04-14,83.39
2015-04-15,83.85
2015-04-16,83.56
2015-04-17,83.0
2015-04-20,83.09
2015-04-21,83.39
2015-04-22,83.22
2015-04-23,81.42
2015-04-24,81.04
2015-04-27,80.91
2015-04-28,80.73
2015-04-29,80.0
2015-04-30,79.95
2015-05-01,79.76
2015-05-04,80.48
2015-05-05,80.5
2015-05-06,80.34
2015-05-07,80.37
2015-05-08,80.89
2015-05-11,80.95
2015-05-12,80.03
2015-05-13,80.16
2015-05-14,80.11
2015-05-15,80.83
2015-05-18,80.97
2015-05-19,80.75
2015-05-20,80.93
2015-05-21,80.17
2015-05-22,80.24
2015-05-26,79.97
2015-05-27,79.22
2015-05-28,79.43
2015-05-29,79.18
2015-06-01,78.65
2015-06-02,78.46
2015-06-03,78.91
2015-06-04,78.41
2015-06-05,78.04
2015-06-08,77.48
2015-06-09,77.97
2015-06-10,79.23
2015-06-11,79.93
2015-06-12,79.17
2015-06-15,78.33
2015-06-16,79.6
2015-06-17,79.2
2015-06-18,80.33
2015-06-19,80.71
2015-06-22,80.92
2015-06-23,80.33
2015-06-24,79.8
2015-06-25,79.71
2015-06-26,79.54
2015-06-29,78.95
2015-06-30,78.92
2015-07-01,78.39
2015-07-02,80.01
2015-07-06,79.61
2015-07-07,80.06
2015-07-08,81.21
2015-07-09,81.75
2015-07-10,81.23
2015-07-13,81.52
2015-07-14,82.04
2015-07-15,81.91
2015-07-16,82.45
2015-07-17,81.89
2015-07-20,82.09
2015-07-21,82.01
2015-07-22,81.03
2015-07-23,80.83
2015-07-24,80.51
2015-07-27,79.83
2015-07-28,80.14
2015-07-29,80.26
2015-07-30,79.4
2015-07-31,77.63
2015-08-03,76.51
2015-08-04,76.03
2015-08-05,76.05
2015-08-06,76.01
2015-08-07,75.59
2015-08-10,75.95
2015-08-11,76.04
2015-08-12,75.89
2015-08-13,76.49
2015-08-14,75.74
2015-08-17,75.81
2015-08-18,75.58
2015-08-19,74.93
2015-08-20,73.75
2015-08-21,73.55
2015-08-24,68.57
2015-08-25,72.18
2015-08-26,69.9
2015-08-27,71.4
2015-08-28,71.17
2015-08-31,71.0
2015-09-01,69.37
2015-09-02,69.65
2015-09-03,70.18
2015-09-04,69.28
2015-09-08,70.31
2015-09-09,70.44
2015-09-10,68.12
2015-09-11,68.06
2015-09-14,68.23
2015-09-15,68.02
2015-09-16,70.12
2015-09-17,70.0
2015-09-18,69.44
2015-09-21,70.15
2015-09-22,70.06
2015-09-23,70.18
2015-09-24,69.82
2015-09-25,72.39
2015-09-28,72.31
2015-09-29,71.77
2015-09-30,72.86
2015-10-01,71.76
2015-10-02,71.36
2015-10-05,72.97
2015-10-06,73.34
2015-10-07,73.72
2015-10-08,73.68
2015-10-09,74.59
2015-10-12,74.69
2015-10-13,74.24
2015-10-14,74.21
2015-10-15,74.64
2015-10-16,74.72
2015-10-19,74.65
2015-10-20,74.87
2015-10-21,73.75
2015-10-22,73.86
2015-10-23,76.76
2015-10-26,77.0
2015-10-27,77.12
2015-10-28,77.39
2015-10-29,76.75
2015-10-30,76.98
2015-11-02,76.57
2015-11-03,76.3
2015-11-04,77.03
2015-11-05,77.09
2015-11-06,75.88
2015-11-09,75.19
2015-11-10,75.38
2015-11-11,76.02
2015-11-12,75.67
2015-11-13,74.64
2015-11-16,74.25
2015-11-17,75.33
2015-11-18,74.98
2015-11-19,76.14
2015-11-20,76.55
2015-11-23,75.82
2015-11-24,75.62
2015-11-25,76.53
2015-11-27,75.89
2015-11-30,75.58
2015-12-01,74.87
2015-12-02,75.73
2015-12-03,75.83
2015-12-04,75.98
2015-12-07,77.54
2015-12-08,77.68
2015-12-09,77.6
2015-12-10,77.91
2015-12-11,77.51
2015-12-14,77.63
2015-12-15,78.71
2015-12-16,79.98
2015-12-17,80.98
2015-12-18,79.95
2015-12-21,78.63
2015-12-22,79.16
2015-12-23,79.95
2015-12-24,79.66
2015-12-28,79.74
2015-12-29,80.22
2015-12-30,80.46
2015-12-31,79.91
2016-01-04,78.36
2016-01-05,78.44
2016-01-06,77.67
2016-01-07,76.85
2016-01-08,77.36
2016-01-11,76.17
2016-01-12,77.0
2016-01-13,76.97
2016-01-14,76.1
2016-01-15,74.5
2016-01-19,75.8
2016-01-20,75.29
2016-01-21,76.02
2016-01-22,77.4
2016-01-25,77.2
2016-01-26,78.0
2016-01-27,78.53
2016-01-28,79.4
2016-01-29,79.98
2016-02-01,81.21
2016-02-02,80.09
