time_captured,04_out_raw_accZ
1970-01-01 00:00:00.000000450,554.734
1970-01-01 00:00:00.000000451,361.974
1970-01-01 00:00:00.000000452,833.26
1970-01-01 00:00:00.000000453,1378.478
1970-01-01 00:00:00.000000454,1502.43
1970-01-01 00:00:00.000000455,1275.022
1970-01-01 00:00:00.000000456,724.192
1970-01-01 00:00:00.000000457,281.088
1970-01-01 00:00:00.000000458,702.11
1970-01-01 00:00:00.000000459,1104.1
1970-01-01 00:00:00.000000460,473.97
1970-01-01 00:00:00.000000461,485.438
1970-01-01 00:00:00.000000462,821.06
1970-01-01 00:00:00.000000463,1577.216
1970-01-01 00:00:00.000000464,1279.902
1970-01-01 00:00:00.000000465,387.96
1970-01-01 00:00:00.000000466,158.844
1970-01-01 00:00:00.000000467,576.328
1970-01-01 00:00:00.000000468,874.74
1970-01-01 00:00:00.000000469,232.776
1970-01-01 00:00:00.000000470,605.242
1970-01-01 00:00:00.000000471,1092.876
1970-01-01 00:00:00.000000472,1587.952
1970-01-01 00:00:00.000000473,935.984
1970-01-01 00:00:00.000000474,1350.174
1970-01-01 00:00:00.000000475,181.292
1970-01-01 00:00:00.000000476,271.206
1970-01-01 00:00:00.000000477,941.718
1970-01-01 00:00:00.000000478,501.908
1970-01-01 00:00:00.000000479,754.936
1970-01-01 00:00:00.000000480,966.484
1970-01-01 00:00:00.000000481,1596.858
1970-01-01 00:00:00.000000482,1380.674
1970-01-01 00:00:00.000000483,913.048
1970-01-01 00:00:00.000000484,797.27
1970-01-01 00:00:00.000000485,1092.022
1970-01-01 00:00:00.000000486,-52.338
1970-01-01 00:00:00.000000487,669.17
1970-01-01 00:00:00.000000488,798.124
1970-01-01 00:00:00.000000489,373.564
1970-01-01 00:00:00.000000490,1297.958
1970-01-01 00:00:00.000000491,1568.432
1970-01-01 00:00:00.000000492,1426.424
1970-01-01 00:00:00.000000493,1387.75
1970-01-01 00:00:00.000000494,872.422
1970-01-01 00:00:00.000000495,123.098
1970-01-01 00:00:00.000000496,825.452
1970-01-01 00:00:00.000000497,809.592
1970-01-01 00:00:00.000000498,822.036
1970-01-01 00:00:00.000000499,2024.346
1970-01-01 00:00:00.000000500,875.594
1970-01-01 00:00:00.000000501,1374.818
1970-01-01 00:00:00.000000502,947.696
1970-01-01 00:00:00.000000503,684.664
1970-01-01 00:00:00.000000504,547.048
1970-01-01 00:00:00.000000505,846.07
1970-01-01 00:00:00.000000506,868.762
1970-01-01 00:00:00.000000507,812.886
1970-01-01 00:00:00.000000508,1964.566
1970-01-01 00:00:00.000000509,1595.516
1970-01-01 00:00:00.000000510,1126.304
1970-01-01 00:00:00.000000511,841.068
1970-01-01 00:00:00.000000512,252.54
1970-01-01 00:00:00.000000513,176.29
1970-01-01 00:00:00.000000514,867.664
1970-01-01 00:00:00.000000515,791.78
1970-01-01 00:00:00.000000516,571.692
1970-01-01 00:00:00.000000517,1007.354
1970-01-01 00:00:00.000000518,1525.244
1970-01-01 00:00:00.000000519,1122.278
1970-01-01 00:00:00.000000520,1223.172
1970-01-01 00:00:00.000000521,431.88
1970-01-01 00:00:00.000000522,543.876
1970-01-01 00:00:00.000000523,556.93
1970-01-01 00:00:00.000000524,903.41
1970-01-01 00:00:00.000000525,679.662
1970-01-01 00:00:00.000000526,1228.296
1970-01-01 00:00:00.000000527,1645.78
1970-01-01 00:00:00.000000528,1162.66
1970-01-01 00:00:00.000000529,1265.384
1970-01-01 00:00:00.000000530,653.432
1970-01-01 00:00:00.000000531,500.322
1970-01-01 00:00:00.000000532,478.85
1970-01-01 00:00:00.000000533,242.414
1970-01-01 00:00:00.000000534,1133.624
1970-01-01 00:00:00.000000535,915.0
1970-01-01 00:00:00.000000536,912.804
1970-01-01 00:00:00.000000537,1674.084
1970-01-01 00:00:00.000000538,1087.508
1970-01-01 00:00:00.000000539,837.53
1970-01-01 00:00:00.000000540,634.888
1970-01-01 00:00:00.000000541,223.992
1970-01-01 00:00:00.000000542,729.316
1970-01-01 00:00:00.000000543,1022.848
1970-01-01 00:00:00.000000544,703.33
1970-01-01 00:00:00.000000545,1377.014
1970-01-01 00:00:00.000000546,2158.058
1970-01-01 00:00:00.000000547,1279.658
1970-01-01 00:00:00.000000548,1209.264
1970-01-01 00:00:00.000000549,740.174
1970-01-01 00:00:00.000000550,214.354
1970-01-01 00:00:00.000000551,1006.622
1970-01-01 00:00:00.000000552,813.862
1970-01-01 00:00:00.000000553,862.906
1970-01-01 00:00:00.000000554,1559.404
1970-01-01 00:00:00.000000555,857.294
1970-01-01 00:00:00.000000556,1433.622
1970-01-01 00:00:00.000000557,1064.084
1970-01-01 00:00:00.000000558,827.404
1970-01-01 00:00:00.000000559,420.656
1970-01-01 00:00:00.000000560,127.978
1970-01-01 00:00:00.000000561,693.57
1970-01-01 00:00:00.000000562,448.106
1970-01-01 00:00:00.000000563,1197.674
1970-01-01 00:00:00.000000564,1193.77
1970-01-01 00:00:00.000000565,1118.252
1970-01-01 00:00:00.000000566,974.78
