time_captured,CAT_Volume
2011-01-10,4160919
2011-01-11,5307161
2011-01-12,5699326
2011-01-13,4539829
2011-01-14,4573074
2011-01-18,8819103
2011-01-19,6478076
2011-01-20,7160797
2011-01-21,6193033
2011-01-24,4614954
2011-01-25,5437213
2011-01-26,6090685
2011-01-27,11543290
2011-01-28,7242926
2011-01-31,6012835
2011-02-01,7558761
2011-02-02,6531202
2011-02-03,5035599
2011-02-04,6030888
2011-02-07,5697870
2011-02-08,5045323
2011-02-09,4805850
2011-02-10,5638045
2011-02-11,6445306
2011-02-14,4058353
2011-02-15,4422576
2011-02-16,4857282
2011-02-17,2993675
2011-02-18,8746790
2011-02-22,8247018
2011-02-23,8916077
2011-02-24,6351068
2011-02-25,4632564
2011-02-28,4021732
2011-03-01,7289162
2011-03-02,5420344
2011-03-03,7436660
2011-03-04,5683617
2011-03-07,6005791
2011-03-08,6167638
2011-03-09,6403358
2011-03-10,11861599
2011-03-11,8175663
2011-03-14,7991501
2011-03-15,11764899
2011-03-16,13057446
2011-03-17,9868059
2011-03-18,11517147
2011-03-21,7692683
2011-03-22,7018041
2011-03-23,7099161
2011-03-24,8365554
2011-03-25,7662017
2011-03-28,5447112
2011-03-29,5776639
2011-03-30,5619007
2011-03-31,5179762
2011-04-01,6093871
2011-04-04,3886857
2011-04-05,5352335
2011-04-06,5719255
2011-04-07,8412646
2011-04-08,5401844
2011-04-11,5006879
2011-04-12,8748147
2011-04-13,5840935
2011-04-14,5780486
2011-04-15,5321442
2011-04-18,11448560
2011-04-19,7159256
2011-04-20,5331076
2011-04-21,4061411
2011-04-25,3709046
2011-04-26,6674553
2011-04-27,6070179
2011-04-28,6270210
2011-04-29,11798961
2011-05-02,7625755
2011-05-03,6302768
2011-05-04,8970660
2011-05-05,8786262
2011-05-06,7993019
2011-05-09,5078137
2011-05-10,4928330
2011-05-11,9673000
2011-05-12,9278847
2011-05-13,9253089
2011-05-16,8292202
2011-05-17,19233155
2011-05-18,9472870
2011-05-19,8618525
2011-05-20,8657500
2011-05-23,10099567
2011-05-24,7277428
2011-05-25,6193580
2011-05-26,6643145
2011-05-27,4512458
2011-05-31,6644989
2011-06-01,10603384
2011-06-02,9128481
2011-06-03,9510733
2011-06-06,8095185
2011-06-07,6790818
2011-06-08,9764539
2011-06-09,6171368
2011-06-10,9610016
2011-06-13,9767736
2011-06-14,8483128
2011-06-15,8149184
2011-06-16,8889538
2011-06-17,8316843
2011-06-20,7486461
2011-06-21,9639576
2011-06-22,7452693
2011-06-23,10647253
2011-06-24,8496881
2011-06-27,5618030
2011-06-28,7887151
2011-06-29,8642237
2011-06-30,10599722
2011-07-01,9153712
2011-07-05,6880163
2011-07-06,6942543
2011-07-07,7404228
2011-07-08,8298100
2011-07-11,7569251
2011-07-12,7892983
2011-07-13,6820173
2011-07-14,7394217
2011-07-15,6662950
2011-07-18,6880902
2011-07-19,6676377
2011-07-20,5761575
2011-07-21,9341363
2011-07-22,25775680
2011-07-25,8664606
2011-07-26,7158459
2011-07-27,10687804
2011-07-28,9442859
2011-07-29,12286478
2011-08-01,12869522
2011-08-02,12058250
2011-08-03,16922153
2011-08-04,18654906
2011-08-05,22800491
2011-08-08,29408688
2011-08-09,20479056
2011-08-10,15335860
2011-08-11,14160927
2011-08-12,11463358
2011-08-15,10462784
2011-08-16,10817805
2011-08-17,10621795
2011-08-18,16798446
2011-08-19,13743446
2011-08-22,9459377
2011-08-23,11699894
2011-08-24,10140211
2011-08-25,8212083
2011-08-26,9458249
2011-08-29,7645592
2011-08-30,9856909
2011-08-31,12665932
2011-09-01,10696200
2011-09-02,11952119
2011-09-06,8649714
2011-09-07,9325018
2011-09-08,9947735
2011-09-09,11675874
2011-09-12,10852194
2011-09-13,9804375
2011-09-14,10626228
2011-09-15,8299900
2011-09-16,10490875
2011-09-19,8942449
2011-09-20,8999757
2011-09-21,16465693
2011-09-22,20951322
2011-09-23,12106269
2011-09-26,10018167
2011-09-27,10817079
2011-09-28,9383159
2011-09-29,10263616
2011-09-30,10543114
2011-10-03,10785084
2011-10-04,14733745
2011-10-05,9678355
2011-10-06,15809945
2011-10-07,14025440
2011-10-10,10305762
2011-10-11,17857619
2011-10-12,10424858
2011-10-13,7953157
2011-10-14,7356927
2011-10-17,10198475
2011-10-18,13576701
2011-10-19,8734847
2011-10-20,9446535
2011-10-21,11482819
2011-10-24,16383268
2011-10-25,10713637
2011-10-26,9748599
2011-10-27,13930715
2011-10-28,8700627
2011-10-31,9275088
2011-11-01,13545873
2011-11-02,9307784
2011-11-03,11160910
2011-11-04,6820422
2011-11-07,7287388
2011-11-08,7317459
2011-11-09,11214988
2011-11-10,7323756
2011-11-11,9819760
2011-11-14,8590256
2011-11-15,8761873
2011-11-16,8123014
2011-11-17,10086082
2011-11-18,6066132
2011-11-21,9853657
2011-11-22,7494786
2011-11-23,7644740
2011-11-25,3078679
2011-11-28,8340988
2011-11-29,6056440
2011-11-30,13077921
2011-12-01,7492386
2011-12-02,7899098
2011-12-05,7485498
2011-12-06,6446976
2011-12-07,8146771
2011-12-08,7845327
2011-12-09,7140880
2011-12-12,6327856
2011-12-13,8465675
2011-12-14,13568489
2011-12-15,7646722
2011-12-16,11560727
2011-12-19,7922169
2011-12-20,7845213
2011-12-21,7180297
2011-12-22,4768461
2011-12-23,3369016
2011-12-27,3218113
2011-12-28,5250068
2011-12-29,3573450
2011-12-30,3279845
2012-01-03,8180772
2012-01-04,7337158
2012-01-05,5558453
2012-01-06,5474733
2012-01-09,6537566
2012-01-10,9550634
2012-01-11,7228547
2012-01-12,10471789
2012-01-13,9918916
2012-01-17,8869184
2012-01-18,6799341
2012-01-19,9465221
2012-01-20,6601062
2012-01-23,7003774
2012-01-24,5581201
2012-01-25,10657969
2012-01-26,18542780
2012-01-27,7838507
2012-01-30,5971563
2012-01-31,7610136
2012-02-01,6740664
2012-02-02,5127310
2012-02-03,10226746
2012-02-06,5030035
2012-02-07,5140198
2012-02-08,4123776
2012-02-09,7566925
2012-02-10,6352297
2012-02-13,5704328
2012-02-14,6427824
2012-02-15,8210879
2012-02-16,5459723
2012-02-17,4296279
2012-02-21,7521078
2012-02-22,5005965
2012-02-23,5066463
2012-02-24,4474089
2012-02-27,4910147
2012-02-28,4013789
2012-02-29,6781860
2012-03-01,7466163
2012-03-02,5404780
2012-03-05,8392115
2012-03-06,12639153
2012-03-07,7385751
2012-03-08,6171558
2012-03-09,6528674
2012-03-12,6500668
2012-03-13,8082044
2012-03-14,6181187
2012-03-15,5317553
2012-03-16,5777363
2012-03-19,4738410
2012-03-20,8091060
2012-03-21,7928460
2012-03-22,9451872
2012-03-23,6025545
2012-03-26,4571090
2012-03-27,4212114
2012-03-28,10247575
2012-03-29,8319240
2012-03-30,4782285
2012-04-02,5212253
2012-04-03,5830094
2012-04-04,5583587
2012-04-05,4578308
2012-04-09,6338437
2012-04-10,9164756
2012-04-11,6182801
2012-04-12,8980030
2012-04-13,6321757
2012-04-16,6814036
2012-04-17,5324689
2012-04-18,4872031
2012-04-19,5628466
2012-04-20,4019090
2012-04-23,5463922
2012-04-24,5703132
2012-04-25,15948390
2012-04-26,7319586
2012-04-27,4239051
2012-04-30,5325638
2012-05-01,5733202
2012-05-02,5620219
2012-05-03,6102138
2012-05-04,9056270
2012-05-07,7245648
2012-05-08,10416718
2012-05-09,7734986
2012-05-10,4981920
2012-05-11,4532046
2012-05-14,5215061
2012-05-15,5307090
2012-05-16,5810064
2012-05-17,12696066
2012-05-18,8656878
2012-05-21,6813318
2012-05-22,7210609
2012-05-23,6668574
2012-05-24,6424141
2012-05-25,4637740
2012-05-29,8240242
2012-05-30,6353163
2012-05-31,12373080
2012-06-01,9573630
2012-06-04,9815163
2012-06-05,9222466
2012-06-06,8463998
2012-06-07,7775151
2012-06-08,4399916
2012-06-11,6436925
2012-06-12,5270317
2012-06-13,8308214
2012-06-14,6125104
2012-06-15,6572173
2012-06-18,4722912
2012-06-19,6255070
2012-06-20,9415366
2012-06-21,8581136
2012-06-22,6414053
2012-06-25,7395713
2012-06-26,5591245
2012-06-27,7413765
2012-06-28,9716946
2012-06-29,7053778
2012-07-02,6421291
2012-07-03,4357792
2012-07-05,5547722
2012-07-06,6951916
2012-07-09,6292057
2012-07-10,15160014
2012-07-11,8184796
2012-07-12,8743588
2012-07-13,7619493
2012-07-16,4991914
2012-07-17,6470051
2012-07-18,7458316
2012-07-19,5617190
2012-07-20,5897813
2012-07-23,7568646
2012-07-24,8784396
2012-07-25,19885326
2012-07-26,10139011
2012-07-27,11229250
2012-07-30,6507743
2012-07-31,9198033
2012-08-01,9368087
2012-08-02,8097440
2012-08-03,6942724
2012-08-06,6387170
2012-08-07,6050005
2012-08-08,6139592
2012-08-09,6701463
2012-08-10,5510233
2012-08-13,5403701
2012-08-14,5486506
2012-08-15,6346120
2012-08-16,4979566
2012-08-17,7849959
2012-08-20,5298310
2012-08-21,7159663
2012-08-22,8843943
2012-08-23,5469964
2012-08-24,4980073
2012-08-27,4273674
2012-08-28,4697196
2012-08-29,8733002
2012-08-30,5170403
2012-08-31,5481994
2012-09-04,11288908
2012-09-05,6238812
2012-09-06,6983110
2012-09-07,10698392
2012-09-10,5592620
2012-09-11,5878824
2012-09-12,6016519
2012-09-13,7846103
2012-09-14,11377084
2012-09-17,7998664
2012-09-18,6604709
2012-09-19,6787699
2012-09-20,7096260
2012-09-21,10790189
2012-09-24,8604713
2012-09-25,13937907
2012-09-26,8866030
2012-09-27,7586147
2012-09-28,7519491
2012-10-01,7385730
2012-10-02,8819833
2012-10-03,5586938
2012-10-04,5077313
2012-10-05,6548334
2012-10-08,4538278
2012-10-09,5810594
2012-10-10,10635668
2012-10-11,7644528
2012-10-12,6012871
2012-10-15,6357782
2012-10-16,6945636
2012-10-17,7339006
2012-10-18,6813805
2012-10-19,9875249
2012-10-22,17161215
2012-10-23,7496353
2012-10-24,5509209
2012-10-25,5984041
2012-10-26,7166564
2012-10-31,5914967
2012-11-01,8557112
2012-11-02,6983144
2012-11-05,4044869
2012-11-06,7049360
2012-11-07,8209127
2012-11-08,6246172
2012-11-09,7286527
2012-11-12,5809442
2012-11-13,7697159
2012-11-14,8498038
2012-11-15,7797191
2012-11-16,8050900
2012-11-19,5674790
2012-11-20,5537360
2012-11-21,4517062
2012-11-23,2663700
2012-11-26,4242030
2012-11-27,4196182
2012-11-28,4886186
2012-11-29,7846411
2012-11-30,5665862
2012-12-03,4715054
2012-12-04,4469429
2012-12-05,8606586
2012-12-06,4132598
2012-12-07,7337221
2012-12-10,4336897
2012-12-11,5374285
2012-12-12,7093449
2012-12-13,6101438
2012-12-14,5869570
2012-12-17,6095709
2012-12-18,6653864
2012-12-19,7068237
2012-12-20,6893538
2012-12-21,10728630
2012-12-24,2327063
2012-12-26,3236007
2012-12-27,3953731
2012-12-28,3311691
2012-12-31,7215946
2013-01-02,11590524
2013-01-03,9333510
2013-01-04,5658831
2013-01-07,5368967
2013-01-08,5616304
2013-01-09,3546294
2013-01-10,4597210
2013-01-11,4291414
2013-01-14,3688429
2013-01-15,4794485
2013-01-16,3810588
2013-01-17,4825538
2013-01-18,8330896
2013-01-22,8331276
2013-01-23,4973560
2013-01-24,5816968
2013-01-25,8907230
2013-01-28,16000484
2013-01-29,6964553
2013-01-30,5683221
2013-01-31,7155989
2013-02-01,6140529
2013-02-04,5766103
2013-02-05,4179791
2013-02-06,4489901
2013-02-07,6211601
2013-02-08,3934113
2013-02-11,2739332
2013-02-12,4151249
2013-02-13,3719246
2013-02-14,3586223
2013-02-15,4377139
2013-02-19,4368744
2013-02-20,8571102
2013-02-21,7195005
2013-02-22,5852873
2013-02-25,7541911
2013-02-26,7114851
2013-02-27,6149536
2013-02-28,5448303
2013-03-01,4925799
2013-03-04,6350943
2013-03-05,5352649
2013-03-06,7136333
2013-03-07,4740003
2013-03-08,5085443
2013-03-11,4847366
2013-03-12,6593793
2013-03-13,5836031
2013-03-14,7329016
2013-03-15,7385212
2013-03-18,7159784
2013-03-19,7509215
2013-03-20,9390215
2013-03-21,5450567
2013-03-22,5125495
2013-03-25,6685377
2013-03-26,4172989
2013-03-27,4839611
2013-03-28,6215447
2013-04-01,5669842
2013-04-02,6515505
2013-04-03,9223478
2013-04-04,7646581
2013-04-05,8988752
2013-04-08,6724321
2013-04-09,10535966
2013-04-10,6258603
2013-04-11,6920191
2013-04-12,4935999
2013-04-15,10345694
2013-04-16,6568131
2013-04-17,9406276
2013-04-18,6886914
2013-04-19,7017435
2013-04-22,18449787
2013-04-23,12932441
2013-04-24,7022414
2013-04-25,6557101
2013-04-26,6161521
2013-04-29,6066883
2013-04-30,6954737
2013-05-01,11607850
2013-05-02,5799498
2013-05-03,11890526
2013-05-06,6381733
2013-05-07,10407148
2013-05-08,7431431
2013-05-09,5166167
2013-05-10,6967800
2013-05-13,5484418
2013-05-14,6858976
2013-05-15,6927251
2013-05-16,8192760
2013-05-17,6693167
2013-05-20,5603852
2013-05-21,4733767
2013-05-22,6480454
2013-05-23,6028520
2013-05-24,4638451
2013-05-28,5800796
2013-05-29,5110441
2013-05-30,3567956
2013-05-31,5523070
2013-06-03,6093936
2013-06-04,5106309
2013-06-05,7359415
2013-06-06,7009909
2013-06-07,5474875
2013-06-10,4966253
2013-06-11,5240938
2013-06-12,4748315
2013-06-13,6353695
2013-06-14,5126752
2013-06-17,4390147
2013-06-18,3723840
2013-06-19,4712991
2013-06-20,7629653
2013-06-21,9736764
2013-06-24,7526016
2013-06-25,6251091
2013-06-26,6952383
2013-06-27,4659772
2013-06-28,8451640
2013-07-01,4676582
2013-07-02,3660214
2013-07-03,2928807
2013-07-05,4824857
2013-07-08,4880555
2013-07-09,7884277
2013-07-10,4216998
2013-07-11,5435661
2013-07-12,4878067
2013-07-15,4163550
2013-07-16,5433774
2013-07-17,15079546
2013-07-18,7048221
2013-07-19,5086265
2013-07-22,4837034
2013-07-23,6894636
2013-07-24,16611872
2013-07-25,9941707
2013-07-26,5729323
2013-07-29,9075321
2013-07-30,5265987
2013-07-31,7012868
2013-08-01,6573129
2013-08-02,4864699
2013-08-05,3760026
2013-08-06,7224250
2013-08-07,4292401
2013-08-08,6400595
2013-08-09,5478617
2013-08-12,8609001
2013-08-13,6711925
2013-08-14,4463957
2013-08-15,5139375
2013-08-16,4706996
2013-08-19,3766335
2013-08-20,4690043
2013-08-21,5563360
2013-08-22,4740345
2013-08-23,4487260
2013-08-26,4123203
2013-08-27,5570737
2013-08-28,6763708
2013-08-29,3706364
2013-08-30,4425863
2013-09-03,7544170
2013-09-04,4484028
2013-09-05,3728404
2013-09-06,5566486
2013-09-09,6708880
2013-09-10,6298764
2013-09-11,4366482
2013-09-12,3980970
2013-09-13,3275980
2013-09-16,4877644
2013-09-17,3417755
2013-09-18,5567446
2013-09-19,4765532
2013-09-20,13446484
2013-09-23,6048380
2013-09-24,3720811
2013-09-25,3828841
2013-09-26,3478341
2013-09-27,3025294
2013-09-30,5405409
2013-10-01,3867214
2013-10-02,3324869
2013-10-03,4223482
2013-10-04,3215559
2013-10-07,3369095
2013-10-08,5678969
2013-10-09,4582449
2013-10-10,4317128
2013-10-11,4110281
2013-10-14,4689749
2013-10-15,4899788
2013-10-16,3557864
2013-10-17,3852788
2013-10-18,6752729
2013-10-21,3885613
2013-10-22,9160257
2013-10-23,20968846
2013-10-24,8368710
2013-10-25,4891429
2013-10-28,3983208
2013-10-29,5324600
2013-10-30,4665560
2013-10-31,4651299
2013-11-01,5880268
2013-11-04,3893605
2013-11-05,4018604
2013-11-06,3669299
2013-11-07,5431738
2013-11-08,4557401
2013-11-11,2522627
2013-11-12,3483459
2013-11-13,3953342
2013-11-14,4496319
2013-11-15,4744790
2013-11-18,4803056
2013-11-19,5010283
2013-11-20,7443010
2013-11-21,6208636
2013-11-22,4410551
2013-11-25,8111653
2013-11-26,3835604
2013-11-27,3053649
2013-11-29,2284442
2013-12-02,4838491
2013-12-03,3928957
2013-12-04,5246691
2013-12-05,5292843
2013-12-06,5761037
2013-12-09,6023831
2013-12-10,4995665
2013-12-11,5624107
2013-12-12,4551972
2013-12-13,4233143
2013-12-16,6977048
2013-12-17,4764390
2013-12-18,6964377
2013-12-19,4301063
2013-12-20,7389694
2013-12-23,5741793
2013-12-24,2675744
2013-12-26,4791031
2013-12-27,3374124
2013-12-30,2625439
2013-12-31,3099524
2014-01-02,4898714
2014-01-03,3722442
2014-01-06,5236394
2014-01-07,3516502
2014-01-08,4425098
2014-01-09,4469987
2014-01-10,5417506
2014-01-13,5213921
2014-01-14,3712534
2014-01-15,10125882
2014-01-16,4771192
2014-01-17,6833535
2014-01-21,5558499
2014-01-22,4788501
2014-01-23,5021646
2014-01-24,8118400
2014-01-27,22210282
2014-01-28,9413150
2014-01-29,8150580
2014-01-30,14770545
2014-01-31,9771234
2014-02-03,9085760
2014-02-04,6839994
2014-02-05,5134846
2014-02-06,6864749
2014-02-07,9665197
2014-02-10,5933664
2014-02-11,6011559
2014-02-12,8006395
2014-02-13,4392208
2014-02-14,4232955
2014-02-18,4872883
2014-02-19,5868813
2014-02-20,7719564
2014-02-21,5558694
2014-02-24,4888158
2014-02-25,5993094
2014-02-26,4753899
2014-02-27,4340142
2014-02-28,5411245
2014-03-03,4859173
2014-03-04,6264043
2014-03-05,5384826
2014-03-06,6792145
2014-03-07,5259754
2014-03-10,4693467
2014-03-11,5731313
2014-03-12,4449489
2014-03-13,8434596
2014-03-14,5002348
2014-03-17,4697171
2014-03-18,4921286
2014-03-19,5109239
2014-03-20,4396040
2014-03-21,8340005
2014-03-24,4811315
2014-03-25,9078108
2014-03-26,5610221
2014-03-27,4954162
2014-03-28,5821490
2014-03-31,5772635
2014-04-01,4814850
2014-04-02,9358342
2014-04-03,8230217
2014-04-04,4889367
2014-04-07,5224380
2014-04-08,6626924
2014-04-09,4062154
2014-04-10,4540078
2014-04-11,5364269
2014-04-14,4117984
2014-04-15,6317912
2014-04-16,3801443
2014-04-17,3556801
2014-04-21,3821433
2014-04-22,4533389
2014-04-23,6429276
2014-04-24,8854664
2014-04-25,5731929
2014-04-28,4036278
2014-04-29,4975836
2014-04-30,5199251
2014-05-01,2972156
2014-05-02,2681072
2014-05-05,3166362
2014-05-06,2836263
2014-05-07,3400839
2014-05-08,3120874
2014-05-09,2761803
2014-05-12,3664416
2014-05-13,3951489
2014-05-14,3082382
2014-05-15,5156642
2014-05-16,4403305
2014-05-19,3924366
2014-05-20,9277628
2014-05-21,5460511
2014-05-22,3112324
2014-05-23,2892130
2014-05-27,3443352
2014-05-28,3353846
2014-05-29,3071583
2014-05-30,5943740
2014-06-02,3753729
2014-06-03,3643708
2014-06-04,2880277
2014-06-05,5396721
2014-06-06,4299600
2014-06-09,3904588
2014-06-10,4760218
2014-06-11,2738753
2014-06-12,3413837
2014-06-13,2009110
2014-06-16,2137219
2014-06-17,2138433
2014-06-18,2218721
2014-06-19,2592653
2014-06-20,7771201
2014-06-23,2839500
2014-06-24,2867655
2014-06-25,2176188
2014-06-26,1522940
2014-06-27,3632056
2014-06-30,2249520
2014-07-01,2349546
2014-07-02,1850198
2014-07-03,2876160
2014-07-07,2697071
2014-07-08,2453493
2014-07-09,2270652
2014-07-10,2303670
2014-07-11,1992680
2014-07-14,2375244
2014-07-15,3212896
2014-07-16,3978544
2014-07-17,3166050
2014-07-18,2424953
2014-07-21,2076559
2014-07-22,2879870
2014-07-23,4479081
2014-07-24,8690333
2014-07-25,4126827
2014-07-28,4474333
2014-07-29,7947103
2014-07-30,5861710
2014-07-31,6712263
2014-08-01,6011947
2014-08-04,5183870
2014-08-05,5685357
2014-08-06,5526876
2014-08-07,5753105
2014-08-08,4693762
2014-08-11,5197873
2014-08-12,4200916
2014-08-13,4665222
2014-08-14,4178778
2014-08-15,4099265
2014-08-18,3479007
2014-08-19,3642656
2014-08-20,5342080
2014-08-21,4118278
2014-08-22,4608793
2014-08-25,3018673
2014-08-26,2865758
2014-08-27,3281859
2014-08-28,3231713
2014-08-29,4438234
2014-09-02,4040595
2014-09-03,4669044
2014-09-04,4604030
2014-09-05,4305038
2014-09-08,3504737
2014-09-09,3579649
2014-09-10,8161966
2014-09-11,5461033
2014-09-12,6908543
2014-09-15,7052180
2014-09-16,5289678
2014-09-17,5126226
2014-09-18,3916001
2014-09-19,8291118
2014-09-22,5098577
2014-09-23,5711592
2014-09-24,5796973
2014-09-25,4967045
2014-09-26,2935984
2014-09-29,3156364
2014-09-30,3755930
2014-10-01,4834717
2014-10-02,4461047
2014-10-03,3922147
2014-10-06,3983697
2014-10-07,6479495
2014-10-08,6214176
2014-10-09,6414868
2014-10-10,6179172
2014-10-13,5856964
2014-10-14,6791267
2014-10-15,9379130
2014-10-16,7439609
2014-10-17,7447827
2014-10-20,4274409
2014-10-21,3995387
2014-10-22,6215679
2014-10-23,11670137
2014-10-24,4133823
2014-10-27,4346054
2014-10-28,5069568
2014-10-29,4426350
2014-10-30,2650901
2014-10-31,5367845
2014-11-03,4435058
2014-11-04,4848950
2014-11-05,3515623
2014-11-06,3427724
2014-11-07,2708167
2014-11-10,3308115
2014-11-11,2465927
2014-11-12,2808733
2014-11-13,3924096
2014-11-14,2660490
2014-11-17,2476970
2014-11-18,2761245
2014-11-19,4679108
2014-11-20,3052561
2014-11-21,8738026
2014-11-24,4108630
2014-11-25,3321510
2014-11-26,2463793
2014-11-28,5780935
2014-12-01,7431817
2014-12-02,3900419
2014-12-03,6930661
2014-12-04,3406371
2014-12-05,3604993
2014-12-08,7192142
2014-12-09,6564187
2014-12-10,6759433
2014-12-11,4664926
2014-12-12,10327200
2014-12-15,6930800
2014-12-16,7649501
2014-12-17,8671558
2014-12-18,8344394
2014-12-19,9689211
2014-12-22,4577176
2014-12-23,3558648
2014-12-24,1660812
2014-12-26,3127800
2014-12-29,2391673
2014-12-30,3197392
2014-12-31,3251076
2015-01-02,3772352
2015-01-05,11301430
2015-01-06,8664426
2015-01-07,6511130
2015-01-08,7617761
2015-01-09,4857101
2015-01-12,4351587
2015-01-13,5078135
2015-01-14,10366731
2015-01-15,6683880
2015-01-16,10424799
2015-01-20,5937311
2015-01-21,6613080
2015-01-22,5567832
2015-01-23,5027502
2015-01-26,8140516
2015-01-27,27489451
2015-01-28,14269316
2015-01-29,9157025
2015-01-30,8150671
2015-02-02,7148979
2015-02-03,10895323
2015-02-04,8806514
2015-02-05,6640223
2015-02-06,5581494
2015-02-09,7693830
2015-02-10,6569097
2015-02-11,5722569
2015-02-12,4622996
2015-02-13,5645508
2015-02-17,3924393
2015-02-18,3568636
2015-02-19,5733483
2015-02-20,6029411
2015-02-23,5180033
2015-02-24,3679440
2015-02-25,3450035
2015-02-26,4457034
2015-02-27,4370537
2015-03-02,4155017
2015-03-03,4331727
2015-03-04,6863618
2015-03-05,7123533
2015-03-06,7913796
2015-03-09,4740527
2015-03-10,4850525
2015-03-11,4612178
2015-03-12,3613401
2015-03-13,7272688
2015-03-16,3598527
2015-03-17,6979868
2015-03-18,12154273
2015-03-19,5236161
2015-03-20,8216642
2015-03-23,4704036
2015-03-24,3978741
2015-03-25,4803045
2015-03-26,4238537
2015-03-27,6336976
2015-03-30,4621215
2015-03-31,4848638
2015-04-01,4446226
2015-04-02,3556034
2015-04-06,4496290
2015-04-07,3526299
2015-04-08,4196156
2015-04-09,4291850
2015-04-10,6831923
2015-04-13,5293899
2015-04-14,5898718
2015-04-15,9643762
2015-04-16,5692312
2015-04-17,5313991
2015-04-20,3914620
2015-04-21,5620905
2015-04-22,6520737
2015-04-23,18917562
2015-04-24,5848686
2015-04-27,5911992
2015-04-28,5736474
2015-04-29,7021763
2015-04-30,5460102
2015-05-01,4850105
2015-05-04,2754510
2015-05-05,4623680
2015-05-06,4465477
2015-05-07,3892784
2015-05-08,3577060
2015-05-11,6882568
2015-05-12,4066384
2015-05-13,3179214
2015-05-14,3228419
2015-05-15,3204989
2015-05-18,3074689
2015-05-19,5676841
2015-05-20,3841547
2015-05-21,8155485
2015-05-22,3483791
2015-05-26,3149610
2015-05-27,4517116
2015-05-28,5899123
2015-05-29,4685657
2015-06-01,3976918
2015-06-02,2817845
2015-06-03,2841823
2015-06-04,3775249
2015-06-05,3937629
2015-06-08,3355823
2015-06-09,3984912
2015-06-10,4717130
2015-06-11,2872879
2015-06-12,2212758
2015-06-15,2721010
2015-06-16,2895860
2015-06-17,3402771
2015-06-18,3373646
2015-06-19,3910897
2015-06-22,3648566
2015-06-23,2538952
2015-06-24,3413646
2015-06-25,3239051
2015-06-26,4387343
2015-06-29,4747317
2015-06-30,4077877
2015-07-01,5296181
2015-07-02,2582215
2015-07-06,4896587
2015-07-07,5192999
2015-07-08,4325075
2015-07-09,4570662
2015-07-10,3495037
2015-07-13,4228547
2015-07-14,3797675
2015-07-15,3661720
2015-07-16,3685980
2015-07-17,2931544
2015-07-20,4291418
2015-07-21,4691892
2015-07-22,10180685
2015-07-23,13909914
2015-07-24,9175903
2015-07-27,10269561
2015-07-28,15699009
2015-07-29,13794814
2015-07-30,7386182
2015-07-31,6203569
2015-08-03,6443308
2015-08-04,5822280
2015-08-05,4581872
2015-08-06,5609516
2015-08-07,7851288
2015-08-10,9041554
2015-08-11,8992532
2015-08-12,9362928
2015-08-13,5662495
2015-08-14,3811537
2015-08-17,5226840
2015-08-18,5146351
2015-08-19,5862685
2015-08-20,7267352
2015-08-21,11778502
2015-08-24,15168162
2015-08-25,9267119
2015-08-26,8283120
2015-08-27,8492077
2015-08-28,6632877
2015-08-31,7009006
2015-09-01,9046332
2015-09-02,5311062
2015-09-03,11061156
2015-09-04,12265047
2015-09-08,5633147
2015-09-09,5837844
2015-09-10,6106714
2015-09-11,4410166
2015-09-14,4231829
2015-09-15,5106570
2015-09-16,5223010
2015-09-17,7716912
2015-09-18,9230551
2015-09-21,7437371
2015-09-22,5689914
2015-09-23,4742566
2015-09-24,22536441
2015-09-25,12353631
2015-09-28,12560052
2015-09-29,8766710
2015-09-30,7835672
2015-10-01,7922067
2015-10-02,8760017
2015-10-05,10630372
2015-10-06,9641138
2015-10-07,8394083
2015-10-08,6071675
2015-10-09,5559669
2015-10-12,4636009
2015-10-13,4712876
2015-10-14,3727924
2015-10-15,4546640
2015-10-16,8027487
2015-10-19,5711976
2015-10-20,6353359
2015-10-21,8683168
2015-10-22,13878281
2015-10-23,7928768
2015-10-26,6253922
2015-10-27,8267208
2015-10-28,5416220
2015-10-29,4290770
2015-10-30,7369706
2015-11-02,5853794
2015-11-03,4996500
2015-11-04,5478390
2015-11-05,6228510
2015-11-06,5531823
2015-11-09,5906336
2015-11-10,4352616
2015-11-11,4186308
2015-11-12,8649505
2015-11-13,6407839
2015-11-16,5091743
2015-11-17,4803495
2015-11-18,3734780
2015-11-19,6267231
2015-11-20,6478393
2015-11-23,3845763
2015-11-24,3846263
2015-11-25,3492996
2015-11-27,1642061
2015-11-30,5332130
2015-12-01,6566872
2015-12-02,5062108
2015-12-03,8130772
2015-12-04,5252014
2015-12-07,6805880
2015-12-08,6866300
2015-12-09,8578009
2015-12-10,5768745
2015-12-11,7572606
2015-12-14,7356770
2015-12-15,6061216
2015-12-16,6747572
2015-12-17,6799955
2015-12-18,13490891
2015-12-21,5311466
2015-12-22,9697151
2015-12-23,7586275
2015-12-24,2322144
2015-12-28,3883953
2015-12-29,3539541
2015-12-30,3158522
2015-12-31,4356425
2016-01-04,8559381
2016-01-05,6139106
2016-01-06,6639331
2016-01-07,8601469
2016-01-08,8278452
2016-01-11,9669420
2016-01-12,8593098
2016-01-13,7210780
2016-01-14,9146503
2016-01-15,12616636
2016-01-19,8353199
2016-01-20,10856154
2016-01-21,8797812
2016-01-22,7803084
2016-01-25,10880593
2016-01-26,8137765
2016-01-27,10995381
2016-01-28,13216806
