time_captured,CAT_Volume
2016-01-29,8178491
2016-02-01,5951730
2016-02-02,6274697
2016-02-03,8331496
2016-02-04,12568901
2016-02-05,7447658
2016-02-08,6311216
2016-02-09,5598964
2016-02-10,5938668
2016-02-11,7010271
2016-02-12,4286319
2016-02-16,4664933
2016-02-17,7370471
2016-02-18,6175529
2016-02-19,4887498
2016-02-22,5771163
2016-02-23,5580009
2016-02-24,6438901
2016-02-25,4276630
2016-02-26,4148531
2016-02-29,5820793
2016-03-01,4446729
2016-03-02,4800535
2016-03-03,7171452
2016-03-04,9500130
2016-03-07,10739167
2016-03-08,8736685
2016-03-09,4907765
2016-03-10,6219375
2016-03-11,4783991
2016-03-14,5059925
2016-03-15,4674745
2016-03-16,6628922
2016-03-17,13311972
2016-03-18,13600222
2016-03-21,4312106
2016-03-22,3619073
2016-03-23,5342870
2016-03-24,7029855
2016-03-28,3424317
2016-03-29,4080208
2016-03-30,4863110
2016-03-31,4346719
2016-04-01,4878027
2016-04-04,4348143
2016-04-05,4385222
2016-04-06,4929423
2016-04-07,4794211
2016-04-08,4911047
2016-04-11,3898469
2016-04-12,5126105
2016-04-13,9359860
2016-04-14,5307541
2016-04-15,5309033
2016-04-18,4821366
2016-04-19,6280226
2016-04-20,5181327
2016-04-21,6497945
2016-04-22,10096630
2016-04-25,8073440
2016-04-26,6082488
2016-04-27,4441174
2016-04-28,4843911
2016-04-29,7689274
2016-05-02,3326217
2016-05-03,4781941
2016-05-04,6872732
2016-05-05,8064213
2016-05-06,6941201
2016-05-09,9391533
2016-05-10,6505278
2016-05-11,4679823
2016-05-12,4432875
2016-05-13,6395005
2016-05-16,4515008
2016-05-17,4833885
2016-05-18,5161386
2016-05-19,6131623
2016-05-20,5517385
2016-05-23,3998543
2016-05-24,3841122
2016-05-25,5035155
2016-05-26,4146414
2016-05-27,3002127
2016-05-31,4072620
2016-06-01,2699924
2016-06-02,4615267
2016-06-03,6619331
2016-06-06,4775107
2016-06-07,4235164
2016-06-08,5987837
2016-06-09,3784630
2016-06-10,4879492
2016-06-13,4086711
2016-06-14,4058441
2016-06-15,3802022
2016-06-16,4064770
2016-06-17,5442037
2016-06-20,4090835
2016-06-21,3292083
2016-06-22,3056831
2016-06-23,3600824
2016-06-24,12179523
2016-06-27,7361643
2016-06-28,4743725
2016-06-29,4015420
2016-06-30,4695512
2016-07-01,4630059
2016-07-05,4776310
2016-07-06,3740499
2016-07-07,3080886
2016-07-08,5491482
2016-07-11,4511317
2016-07-12,5545755
2016-07-13,5162537
2016-07-14,5441707
2016-07-15,4642078
2016-07-18,4136743
2016-07-19,3308355
2016-07-20,4185481
2016-07-21,6492232
2016-07-22,4133834
2016-07-25,5798090
2016-07-26,11007577
2016-07-27,8460932
2016-07-28,5065610
2016-07-29,4274241
2016-08-01,3377149
2016-08-02,3909479
2016-08-03,3101710
2016-08-04,2407526
2016-08-05,3286094
2016-08-08,3544827
2016-08-09,2314884
2016-08-10,2290307
2016-08-11,2229261
2016-08-12,4342839
2016-08-15,4056023
2016-08-16,3161753
2016-08-17,2983391
2016-08-18,5003053
2016-08-19,3823918
2016-08-22,2885000
2016-08-23,3178360
2016-08-24,2200583
2016-08-25,3082906
2016-08-26,3596799
2016-08-29,2253599
2016-08-30,3469384
2016-08-31,4041706
2016-09-01,4102195
2016-09-02,2442547
2016-09-06,3071022
2016-09-07,3996655
2016-09-08,3400487
2016-09-09,5311576
2016-09-12,4110772
2016-09-13,4740645
2016-09-14,5324824
2016-09-15,3517811
2016-09-16,6715374
2016-09-19,4351240
2016-09-20,2775339
2016-09-21,4264276
2016-09-22,3925245
2016-09-23,3031533
2016-09-26,3340788
2016-09-27,4295596
2016-09-28,9497066
2016-09-29,10616376
2016-09-30,6379056
2016-10-03,4294645
2016-10-04,4743263
2016-10-05,5189453
2016-10-06,3786939
2016-10-07,3774152
2016-10-10,3785658
2016-10-11,6471919
2016-10-12,3949984
2016-10-13,5676991
2016-10-14,3601023
2016-10-17,4479743
2016-10-18,3715717
2016-10-19,5943908
2016-10-20,4576568
2016-10-21,3592524
2016-10-24,5096454
2016-10-25,11639239
2016-10-26,6582085
2016-10-27,5003224
2016-10-28,4974567
2016-10-31,4679376
2016-11-01,5139628
2016-11-02,5228562
2016-11-03,3859001
2016-11-04,5745833
2016-11-07,3786427
2016-11-08,3407727
2016-11-09,19281888
2016-11-10,14174371
2016-11-11,7369906
2016-11-14,7552789
2016-11-15,4645386
2016-11-16,3297156
2016-11-17,3939078
2016-11-18,4715937
2016-11-21,3783223
2016-11-22,3172772
2016-11-23,6571098
2016-11-25,2006880
2016-11-28,4916004
2016-11-29,3806021
2016-11-30,4641863
2016-12-01,9361618
2016-12-02,5038257
2016-12-05,4980335
2016-12-06,3663143
2016-12-07,4901054
2016-12-08,3861626
2016-12-09,6550220
2016-12-12,3597051
2016-12-13,3803344
2016-12-14,5647437
2016-12-15,4200139
2016-12-16,7872713
2016-12-19,3856324
2016-12-20,4302415
2016-12-21,2829309
2016-12-22,2534883
2016-12-23,1545895
2016-12-27,1735397
2016-12-28,2700257
2016-12-29,2387183
2016-12-30,3471158
2017-01-03,5054885
2017-01-04,3772050
2017-01-05,4698750
2017-01-06,4023073
2017-01-09,3095018
2017-01-10,3980193
2017-01-11,3720504
2017-01-12,3102819
2017-01-13,2609480
2017-01-17,5040301
2017-01-18,3425712
2017-01-19,3540068
2017-01-20,5045228
2017-01-23,3254899
2017-01-24,5768201
2017-01-25,7557915
2017-01-26,9097281
2017-01-27,6371428
2017-01-30,5221787
2017-01-31,5724663
2017-02-01,3582499
2017-02-02,3807479
2017-02-03,4677910
2017-02-06,4621278
2017-02-07,4995605
2017-02-08,4083514
2017-02-09,3994308
2017-02-10,5600224
2017-02-13,6995085
2017-02-14,4342641
2017-02-15,4325979
2017-02-16,3062422
2017-02-17,3631547
2017-02-21,3916568
2017-02-22,3031129
2017-02-23,6024786
2017-02-24,5018244
2017-02-27,5444968
2017-02-28,3951691
2017-03-01,5564894
2017-03-02,23059151
2017-03-03,8178213
2017-03-06,4706107
2017-03-07,4683089
2017-03-08,9370375
2017-03-09,9260934
2017-03-10,7168974
2017-03-13,4376144
2017-03-14,5781058
2017-03-15,6434599
2017-03-16,3717911
2017-03-17,7141421
2017-03-20,6516200
2017-03-21,7720164
2017-03-22,5035553
2017-03-23,2586255
2017-03-24,3634569
2017-03-27,3425749
2017-03-28,3866074
2017-03-29,2513702
2017-03-30,3672610
2017-03-31,4020648
2017-04-03,3685857
2017-04-04,5797548
2017-04-05,6061256
2017-04-06,5421615
2017-04-07,4463804
2017-04-10,5168332
2017-04-11,4250436
2017-04-12,4773941
2017-04-13,4705994
2017-04-17,3719144
2017-04-18,3311018
2017-04-19,5550388
2017-04-20,4852517
2017-04-21,4128655
2017-04-24,6739398
2017-04-25,18383507
2017-04-26,9856082
2017-04-27,6727449
2017-04-28,4015957
2017-05-01,4512654
2017-05-02,4516369
2017-05-03,4278374
2017-05-04,7271600
2017-05-05,4086754
2017-05-08,5094647
2017-05-09,9742039
2017-05-10,4697268
2017-05-11,5220286
2017-05-12,4111987
2017-05-15,3756092
2017-05-16,3115859
2017-05-17,4618515
2017-05-18,5931547
2017-05-19,4636549
2017-05-22,4377007
2017-05-23,3327626
2017-05-24,5174710
2017-05-25,5220575
2017-05-26,2894109
2017-05-30,3211672
2017-05-31,4131439
2017-06-01,4211339
2017-06-02,3702809
2017-06-05,4319496
2017-06-06,3800243
2017-06-07,5121650
2017-06-08,4649344
2017-06-09,3881020
2017-06-12,4167423
2017-06-13,3522709
2017-06-14,4100230
2017-06-15,5974059
2017-06-16,7350440
2017-06-19,4347630
2017-06-20,5314140
2017-06-21,6274065
2017-06-22,3652480
2017-06-23,12089818
2017-06-26,2857661
2017-06-27,3380676
2017-06-28,4118284
2017-06-29,3550032
2017-06-30,4702148
2017-07-03,2404896
2017-07-05,3483617
2017-07-06,2921670
2017-07-07,2767868
2017-07-10,2951468
2017-07-11,2559920
2017-07-12,3611614
2017-07-13,3051071
2017-07-14,4480218
2017-07-17,2969519
2017-07-18,3984361
2017-07-19,2857917
2017-07-20,3759740
2017-07-21,4258115
2017-07-24,5980369
2017-07-25,14264596
2017-07-26,5741249
2017-07-27,5583481
2017-07-28,4704478
2017-07-31,4486013
2017-08-01,3683681
2017-08-02,2830626
2017-08-03,2438868
2017-08-04,2631896
2017-08-07,2269385
2017-08-08,2601217
2017-08-09,3170051
2017-08-10,3186723
2017-08-11,2130558
2017-08-14,1968916
2017-08-15,2826822
2017-08-16,2268555
2017-08-17,2905050
2017-08-18,3875693
2017-08-21,3137367
2017-08-22,3881054
2017-08-23,2447632
2017-08-24,1861155
2017-08-25,3282217
2017-08-28,2011033
2017-08-29,4355661
2017-08-30,3401022
2017-08-31,3357695
2017-09-01,2992226
2017-09-05,3830667
2017-09-06,4292595
2017-09-07,3270114
2017-09-08,2786971
2017-09-11,3527473
2017-09-12,5554631
2017-09-13,2532234
2017-09-14,2904856
2017-09-15,4610125
2017-09-18,4349014
2017-09-19,3050029
2017-09-20,3151576
2017-09-21,2615367
2017-09-22,2616709
2017-09-25,3268466
2017-09-26,2302141
2017-09-27,2116077
2017-09-28,2067779
2017-09-29,2273463
2017-10-02,2502628
2017-10-03,2166124
2017-10-04,2792495
2017-10-05,2496551
2017-10-06,2697410
2017-10-09,1979639
2017-10-10,4414772
2017-10-11,177592
2017-10-12,3372320
2017-10-13,3478191
2017-10-16,2914192
2017-10-17,2380342
2017-10-18,2511437
2017-10-19,4837581
2017-10-20,3086775
2017-10-23,5549532
2017-10-24,18886700
2017-10-25,7438581
2017-10-26,5745354
2017-10-27,4064593
2017-10-30,3044543
2017-10-31,3988311
2017-11-01,3629020
2017-11-02,2722613
2017-11-03,2105357
2017-11-06,2780869
2017-11-07,3222106
2017-11-08,1933255
2017-11-09,2940871
2017-11-10,2017641
2017-11-13,1894148
2017-11-14,3041283
2017-11-15,3746182
2017-11-16,2813638
2017-11-17,2312700
2017-11-20,2124623
2017-11-21,2221427
2017-11-22,4887659
2017-11-24,944517
2017-11-27,2585375
2017-11-28,2592701
2017-11-29,3098231
2017-11-30,7507820
2017-12-01,5481644
2017-12-04,4922287
2017-12-05,3884080
2017-12-06,2881368
2017-12-07,2977117
2017-12-08,2490056
2017-12-11,1913470
2017-12-12,3397071
2017-12-13,6486536
2017-12-14,4616889
2017-12-15,7931739
2017-12-18,3534846
2017-12-19,3554140
2017-12-20,3076024
2017-12-21,4017431
2017-12-22,2486378
2017-12-26,1870565
2017-12-27,2520486
2017-12-28,4064049
2017-12-29,2616142
