time_captured,UTX_Volume
2011-01-11,3475012
2011-01-12,3242125
2011-01-13,2694405
2011-01-14,4632643
2011-01-18,3794700
2011-01-19,4114511
2011-01-20,3942452
2011-01-21,4620271
2011-01-24,4742375
2011-01-25,4495680
2011-01-26,5314122
2011-01-27,4449930
2011-01-28,4563581
2011-01-31,4292697
2011-02-01,3524691
2011-02-02,2759465
2011-02-03,2277814
2011-02-04,2834362
2011-02-07,3573499
2011-02-08,2576476
2011-02-09,3089397
2011-02-10,4426406
2011-02-11,2975370
2011-02-14,2787506
2011-02-15,2818032
2011-02-16,2999431
2011-02-17,3317701
2011-02-18,3808921
2011-02-22,4174195
2011-02-23,5237180
2011-02-24,3532590
2011-02-25,2607218
2011-02-28,3209872
2011-03-01,4013388
2011-03-02,3865990
2011-03-03,4090201
2011-03-04,3987773
2011-03-07,3853417
2011-03-08,3458999
2011-03-09,3807184
2011-03-10,6699218
2011-03-11,4185678
2011-03-14,3729198
2011-03-15,5732095
2011-03-16,6166333
2011-03-17,4545671
2011-03-18,6061632
2011-03-21,3261092
2011-03-22,4561532
2011-03-23,3930560
2011-03-24,3259665
2011-03-25,4019880
2011-03-28,3556736
2011-03-29,3435742
2011-03-30,2442593
2011-03-31,3577521
2011-04-01,3301530
2011-04-04,2084225
2011-04-05,2416518
2011-04-06,2012811
2011-04-07,2590366
2011-04-08,2586872
2011-04-11,2419535
2011-04-12,3337309
2011-04-13,3749134
2011-04-14,3048091
2011-04-15,4463551
2011-04-18,5493134
2011-04-19,3410862
2011-04-20,7955651
2011-04-21,5854557
2011-04-25,3502843
2011-04-26,6046730
2011-04-27,3475431
2011-04-28,4132508
2011-04-29,3642512
2011-05-02,3783664
2011-05-03,3579221
2011-05-04,4473004
2011-05-05,4940526
2011-05-06,5021109
2011-05-09,2585151
2011-05-10,3433811
2011-05-11,4179709
2011-05-12,3810474
2011-05-13,3411485
2011-05-16,3360762
2011-05-17,5213429
2011-05-18,5737647
2011-05-19,3773223
2011-05-20,3936806
2011-05-23,4121189
2011-05-24,3406320
2011-05-25,4042982
2011-05-26,3527374
2011-05-27,2907328
2011-05-31,4750143
2011-06-01,6964806
2011-06-02,4391102
2011-06-03,5073591
2011-06-06,5468088
2011-06-07,3337985
2011-06-08,3134448
2011-06-09,3887192
2011-06-10,4282179
2011-06-13,3385450
2011-06-14,4021456
2011-06-15,3542653
2011-06-16,4922327
2011-06-17,6203005
2011-06-20,3581084
2011-06-21,4387500
2011-06-22,3395979
2011-06-23,5001208
2011-06-24,4409446
2011-06-27,3187655
2011-06-28,4324190
2011-06-29,4216633
2011-06-30,4599501
2011-07-01,4484683
2011-07-05,4045928
2011-07-06,4331451
2011-07-07,6313675
2011-07-08,4521915
2011-07-11,4907607
2011-07-12,5023786
2011-07-13,3733504
2011-07-14,3146633
2011-07-15,4151133
2011-07-18,3687653
2011-07-19,5006850
2011-07-20,6249687
2011-07-21,4947357
2011-07-22,3645130
2011-07-25,3318994
2011-07-26,4618136
2011-07-27,6100186
2011-07-28,4663414
2011-07-29,4873259
2011-08-01,4448648
2011-08-02,6724473
2011-08-03,7421359
2011-08-04,9822082
2011-08-05,10411251
2011-08-08,17546612
2011-08-09,11738580
2011-08-10,10406452
2011-08-11,8844708
2011-08-12,9452002
2011-08-15,7183174
2011-08-16,6011577
2011-08-17,4725795
2011-08-18,9625500
2011-08-19,8686225
2011-08-22,5951881
2011-08-23,6589131
2011-08-24,5115577
2011-08-25,7486064
2011-08-26,5284701
2011-08-29,4063864
2011-08-30,5516470
2011-08-31,5093929
2011-09-01,5046669
2011-09-02,4838630
2011-09-06,4743243
2011-09-07,4620549
2011-09-08,5346403
2011-09-09,5302062
2011-09-12,5015700
2011-09-13,4234249
2011-09-14,4894762
2011-09-15,5391775
2011-09-16,8955864
2011-09-19,5316102
2011-09-20,5783255
2011-09-21,6968779
2011-09-22,13122608
2011-09-23,8762271
2011-09-26,7967855
2011-09-27,6842824
2011-09-28,6377479
2011-09-29,4717709
2011-09-30,6900690
2011-10-03,6068970
2011-10-04,8645007
2011-10-05,9774728
2011-10-06,5793668
2011-10-07,5210301
2011-10-10,3413176
2011-10-11,3633585
2011-10-12,5096109
2011-10-13,4754521
2011-10-14,3160792
2011-10-17,4009837
2011-10-18,5005084
2011-10-19,6425635
2011-10-20,5022403
2011-10-21,6050894
2011-10-24,4198999
2011-10-25,4191922
2011-10-26,4966822
2011-10-27,6135146
2011-10-28,4123501
2011-10-31,3710799
2011-11-01,5860215
2011-11-02,4736820
2011-11-03,4407519
2011-11-04,4131756
2011-11-07,3446235
2011-11-08,3756913
2011-11-09,4682529
2011-11-10,3664226
2011-11-11,4573688
2011-11-14,3149442
2011-11-15,3775500
2011-11-16,5749609
2011-11-17,4923701
2011-11-18,3442245
2011-11-21,4692233
2011-11-22,3819349
2011-11-23,4713568
2011-11-25,1892548
2011-11-28,4026061
2011-11-29,3740189
2011-11-30,5320296
2011-12-01,2736205
2011-12-02,4727672
2011-12-05,4516768
2011-12-06,3550207
2011-12-07,5181725
2011-12-08,4294075
2011-12-09,3951387
2011-12-12,4844662
2011-12-13,5396223
2011-12-14,5176115
2011-12-15,3805115
2011-12-16,11673041
2011-12-19,4295859
2011-12-20,4777979
2011-12-21,6170731
2011-12-22,5789150
2011-12-23,2275109
2011-12-27,2536425
2011-12-28,2546835
2011-12-29,2500073
2011-12-30,2427796
2012-01-03,4875137
2012-01-04,6170638
2012-01-05,4607080
2012-01-06,3489056
2012-01-09,4325958
2012-01-10,4722155
2012-01-11,4598011
2012-01-12,3713889
2012-01-13,3473744
2012-01-17,5144099
2012-01-18,3763466
2012-01-19,4494921
2012-01-20,6518377
2012-01-23,4325705
2012-01-24,5606448
2012-01-25,7294526
2012-01-26,4923423
2012-01-27,4073520
2012-01-30,4773285
2012-01-31,6005527
2012-02-01,6779756
2012-02-02,5029013
2012-02-03,5385379
2012-02-06,3853514
2012-02-07,2799684
2012-02-08,6913789
2012-02-09,8907588
2012-02-10,4509362
2012-02-13,5564606
2012-02-14,3555126
2012-02-15,6471636
2012-02-16,4170681
2012-02-17,3817397
2012-02-21,3600603
2012-02-22,3175484
2012-02-23,4703420
2012-02-24,3288948
2012-02-27,3054026
2012-02-28,2573648
2012-02-29,4177336
2012-03-01,4036230
2012-03-02,3601198
2012-03-05,3156529
2012-03-06,4840042
2012-03-07,4266004
2012-03-08,2739598
2012-03-09,2511076
2012-03-12,3592361
2012-03-13,7587604
2012-03-14,6995899
2012-03-15,7203170
2012-03-16,8007934
2012-03-19,4611290
2012-03-20,4558045
2012-03-21,3381371
2012-03-22,5156710
2012-03-23,3819406
2012-03-26,3561004
2012-03-27,3633052
2012-03-28,4873146
2012-03-29,3752898
2012-03-30,3497779
2012-04-02,3336641
2012-04-03,3265021
2012-04-04,2970392
2012-04-05,2483011
2012-04-09,3201475
2012-04-10,5025087
2012-04-11,3710328
2012-04-12,2742908
2012-04-13,3252141
2012-04-16,3183234
2012-04-17,3021535
2012-04-18,2604002
2012-04-19,2660508
2012-04-20,3620955
2012-04-23,4871716
2012-04-24,3732625
2012-04-25,4127451
2012-04-26,3088972
2012-04-27,2513000
2012-04-30,2480247
2012-05-01,2424603
2012-05-02,2222531
2012-05-03,2307982
2012-05-04,2524963
2012-05-07,2824687
2012-05-08,3029902
2012-05-09,4998188
2012-05-10,2856302
2012-05-11,2362783
2012-05-14,4389319
2012-05-15,3978920
2012-05-16,4408982
2012-05-17,4219489
2012-05-18,5762759
2012-05-21,3913242
2012-05-22,4970397
2012-05-23,4226184
2012-05-24,3436576
2012-05-25,2528576
2012-05-29,5761050
2012-05-30,3538505
2012-05-31,4020595
2012-06-01,4863307
2012-06-04,4188892
2012-06-05,4445478
2012-06-06,4211017
2012-06-07,5744610
2012-06-08,2959335
2012-06-11,2377310
2012-06-12,6598637
2012-06-13,8232783
2012-06-14,7832576
2012-06-15,6684165
2012-06-18,3211578
2012-06-19,4259091
2012-06-20,3438293
2012-06-21,4143546
2012-06-22,5061808
2012-06-25,2792096
2012-06-26,3457546
2012-06-27,2701270
2012-06-28,4821785
2012-06-29,5133560
2012-07-02,3517899
2012-07-03,1527946
2012-07-05,2323350
2012-07-06,3620029
2012-07-09,3223851
2012-07-10,4187257
2012-07-11,4992520
2012-07-12,3786590
2012-07-13,3089482
2012-07-16,2594585
2012-07-17,3077075
2012-07-18,3134628
2012-07-19,3589772
2012-07-20,4502638
2012-07-23,2895938
2012-07-24,3680332
2012-07-25,4084369
2012-07-26,6466763
2012-07-27,4973197
2012-07-30,4437965
2012-07-31,3506690
2012-08-01,4138260
2012-08-02,4493221
2012-08-03,4246333
2012-08-06,3358506
2012-08-07,4896267
2012-08-08,3204266
2012-08-09,2564290
2012-08-10,2734190
2012-08-13,2220806
2012-08-14,3080729
2012-08-15,3241204
2012-08-16,3660996
2012-08-17,4875226
2012-08-20,6136490
2012-08-21,3725065
2012-08-22,3646293
2012-08-23,2493258
2012-08-24,3303231
2012-08-27,4735497
2012-08-28,3781571
2012-08-29,2458901
2012-08-30,3705415
2012-08-31,3216069
2012-09-04,4728733
2012-09-05,5563847
2012-09-06,4581782
2012-09-07,4623439
2012-09-10,3817975
2012-09-11,3279945
2012-09-12,3452615
2012-09-13,4667943
2012-09-14,7444905
2012-09-17,3713139
2012-09-18,4098520
2012-09-19,4078750
2012-09-20,5668054
2012-09-21,12715467
2012-09-24,3639883
2012-09-25,5454054
2012-09-26,4675458
2012-09-27,4807091
2012-09-28,6075137
2012-10-01,3519926
2012-10-02,3024145
2012-10-03,3673492
2012-10-04,2933048
2012-10-05,2721962
2012-10-08,1961076
2012-10-09,4118281
2012-10-10,4991434
2012-10-11,4408053
2012-10-12,4291277
2012-10-15,2854477
2012-10-16,2895833
2012-10-17,3610816
2012-10-18,3316973
2012-10-19,4107452
2012-10-22,3657093
2012-10-23,6584981
2012-10-24,5717047
2012-10-25,4529253
2012-10-26,4323534
2012-10-31,4094801
2012-11-01,6020584
2012-11-02,4894560
2012-11-05,3514976
2012-11-06,4598067
2012-11-07,5179488
2012-11-08,3399708
2012-11-09,3855044
2012-11-12,3057122
2012-11-13,3731332
2012-11-14,4274313
2012-11-15,3625495
2012-11-16,4284428
2012-11-19,3814820
2012-11-20,2818371
2012-11-21,2911411
2012-11-23,1426206
2012-11-26,2940319
2012-11-27,5260862
2012-11-28,4268848
2012-11-29,4206415
2012-11-30,7835948
2012-12-03,3313423
2012-12-04,3912094
2012-12-05,4158716
2012-12-06,3156667
2012-12-07,3774808
2012-12-10,2841115
2012-12-11,3744990
2012-12-12,3674233
2012-12-13,4064587
2012-12-14,4672504
2012-12-17,5786117
2012-12-18,6035772
2012-12-19,7464854
2012-12-20,4136233
2012-12-21,7169710
2012-12-24,1213433
2012-12-26,2179787
2012-12-27,2953334
2012-12-28,2212410
2012-12-31,3679717
2013-01-02,4485537
2013-01-03,3786699
2013-01-04,3856076
2013-01-07,3378480
2013-01-08,4830949
2013-01-09,3770100
2013-01-10,3541453
2013-01-11,2983535
2013-01-14,3125319
2013-01-15,2758905
2013-01-16,2447270
2013-01-17,3430738
2013-01-18,4220183
2013-01-22,4117683
2013-01-23,3959857
2013-01-24,5352400
2013-01-25,4548573
2013-01-28,4447673
2013-01-29,4369624
2013-01-30,4479755
2013-01-31,5747022
2013-02-01,6773930
2013-02-04,5894356
2013-02-05,5106334
2013-02-06,3344674
2013-02-07,3780668
2013-02-08,3849368
2013-02-11,3078992
2013-02-12,3315005
2013-02-13,3575261
2013-02-14,3629302
2013-02-15,4420451
2013-02-19,4422422
2013-02-20,3019882
2013-02-21,3790861
2013-02-22,3649695
2013-02-25,4001867
2013-02-26,2607159
2013-02-27,3363544
2013-02-28,3838807
2013-03-01,2707849
2013-03-04,3145358
2013-03-05,3362772
2013-03-06,2566093
2013-03-07,2526738
2013-03-08,3121360
2013-03-11,2569315
2013-03-12,3027506
2013-03-13,3826245
2013-03-14,3274607
2013-03-15,5582463
2013-03-18,2980681
2013-03-19,3701050
2013-03-20,3012405
2013-03-21,2222723
2013-03-22,3208032
2013-03-25,2353673
2013-03-26,3004195
2013-03-27,2443184
2013-03-28,4047155
2013-04-01,2545114
2013-04-02,2586308
2013-04-03,4408015
2013-04-04,3029415
2013-04-05,2564735
2013-04-08,2386412
2013-04-09,3182052
2013-04-10,3780180
2013-04-11,3908865
2013-04-12,2539771
2013-04-15,3956677
2013-04-16,2843898
2013-04-17,3532354
2013-04-18,4387739
2013-04-19,3784402
2013-04-22,3133238
2013-04-23,6506123
2013-04-24,4228259
2013-04-25,3592097
2013-04-26,2927372
2013-04-29,2993781
2013-04-30,4180000
2013-05-01,3982145
2013-05-02,2725272
2013-05-03,3088325
2013-05-06,2063332
2013-05-07,2527045
2013-05-08,2606155
2013-05-09,3633283
2013-05-10,2529295
2013-05-13,1964083
2013-05-14,3567076
2013-05-15,3042629
2013-05-16,2939497
2013-05-17,4209515
2013-05-20,2625234
2013-05-21,2791814
2013-05-22,4320825
2013-05-23,3270609
2013-05-24,2615508
2013-05-28,3431033
2013-05-29,3171482
2013-05-30,3701475
2013-05-31,4238194
2013-06-03,4369192
2013-06-04,3433649
2013-06-05,3793739
2013-06-06,4648510
2013-06-07,4810005
2013-06-10,3479697
2013-06-11,2626549
2013-06-12,2545815
2013-06-13,4092120
2013-06-14,2235369
2013-06-17,3006120
2013-06-18,3084599
2013-06-19,3407730
2013-06-20,3758570
2013-06-21,5731476
2013-06-24,3856866
2013-06-25,3184480
2013-06-26,2546810
2013-06-27,4421905
2013-06-28,4584687
2013-07-01,3890999
2013-07-02,3696459
2013-07-03,1742506
2013-07-05,2655906
2013-07-08,2892955
2013-07-09,3379358
2013-07-10,3137505
2013-07-11,3736998
2013-07-12,4730169
2013-07-15,2893619
2013-07-16,2303997
2013-07-17,2516926
2013-07-18,2704135
2013-07-19,3271453
2013-07-22,3025053
2013-07-23,5389366
2013-07-24,4182054
2013-07-25,3339480
2013-07-26,2644073
2013-07-29,2318761
2013-07-30,2960534
2013-07-31,3157193
2013-08-01,3014792
2013-08-02,3284704
2013-08-05,3004445
2013-08-06,3323516
2013-08-07,2368986
2013-08-08,2100674
2013-08-09,1907163
2013-08-12,2246586
2013-08-13,2625475
2013-08-14,2146874
2013-08-15,2747329
2013-08-16,3318739
2013-08-19,2233079
2013-08-20,2961844
2013-08-21,3075429
2013-08-22,2703350
2013-08-23,2608836
2013-08-26,1658866
2013-08-27,3090047
2013-08-28,2397205
2013-08-29,2323452
2013-08-30,2492491
2013-09-03,4633573
2013-09-04,2569088
2013-09-05,1672658
2013-09-06,2444100
2013-09-09,2194428
2013-09-10,2881109
2013-09-11,3121323
2013-09-12,3514113
2013-09-13,2219110
2013-09-16,2835706
2013-09-17,3361625
2013-09-18,3718707
2013-09-19,3094834
2013-09-20,5769527
2013-09-23,3096169
2013-09-24,2520001
2013-09-25,2458029
2013-09-26,2577338
2013-09-27,1847521
2013-09-30,3332964
2013-10-01,4997652
2013-10-02,5605942
2013-10-03,4265426
2013-10-04,2111454
2013-10-07,2164098
2013-10-08,2200502
2013-10-09,3548706
2013-10-10,3419646
2013-10-11,3201639
2013-10-14,2435380
2013-10-15,2710229
2013-10-16,3249292
2013-10-17,2069450
2013-10-18,2708397
2013-10-21,2957952
2013-10-22,5832203
2013-10-23,3399020
2013-10-24,2654748
2013-10-25,2732506
2013-10-28,3284196
2013-10-29,2246485
2013-10-30,2034743
2013-10-31,2963762
2013-11-01,2511016
2013-11-04,2293696
2013-11-05,2295980
2013-11-06,3160107
2013-11-07,2536017
2013-11-08,2950893
2013-11-11,2409730
2013-11-12,3004442
2013-11-13,2797564
2013-11-14,2561018
2013-11-15,2974450
2013-11-18,2415217
2013-11-19,1877692
2013-11-20,2239919
2013-11-21,1964099
2013-11-22,2467325
2013-11-25,2155092
2013-11-26,2825924
2013-11-27,1770743
2013-11-29,1301030
2013-12-02,2091251
2013-12-03,3294192
2013-12-04,2511001
2013-12-05,2023989
2013-12-06,2456451
2013-12-09,2803044
2013-12-10,2809604
2013-12-11,3455944
2013-12-12,3652140
2013-12-13,4519601
2013-12-16,3277315
2013-12-17,3456024
2013-12-18,3715918
2013-12-19,2927447
2013-12-20,4618000
2013-12-23,1972776
2013-12-24,747902
2013-12-26,2449588
2013-12-27,1593990
2013-12-30,1614924
2013-12-31,2103219
2014-01-02,2649693
2014-01-03,2314891
2014-01-06,2956905
2014-01-07,2500256
2014-01-08,3141363
2014-01-09,2123215
2014-01-10,2248235
2014-01-13,3259450
2014-01-14,3430520
2014-01-15,2271881
2014-01-16,2653175
2014-01-17,4284338
2014-01-21,4737258
2014-01-22,5043028
2014-01-23,4086370
2014-01-24,5128829
2014-01-27,7665449
2014-01-28,3662142
2014-01-29,3881152
2014-01-30,3211136
2014-01-31,3482071
2014-02-03,5262874
2014-02-04,9759578
2014-02-05,6870949
2014-02-06,3717752
2014-02-07,3994927
2014-02-10,4095153
2014-02-11,3364845
2014-02-12,3006306
2014-02-13,2520904
2014-02-14,3477828
2014-02-18,2392878
2014-02-19,4196321
2014-02-20,3096784
2014-02-21,3659997
2014-02-24,3339552
2014-02-25,2569549
2014-02-26,2951630
2014-02-27,2147123
2014-02-28,3272406
2014-03-03,3125551
2014-03-04,3217568
2014-03-05,2487362
2014-03-06,1787080
2014-03-07,2912924
2014-03-10,2474285
2014-03-11,3351510
2014-03-12,3184200
2014-03-13,5926397
2014-03-14,4213789
2014-03-17,3993559
2014-03-18,2554949
2014-03-19,2972374
2014-03-20,2895527
2014-03-21,10342428
2014-03-24,3134943
2014-03-25,3453302
2014-03-26,3462569
2014-03-27,2412757
2014-03-28,2457093
2014-03-31,3605443
2014-04-01,3304120
2014-04-02,7473165
2014-04-03,3775308
2014-04-04,3700083
2014-04-07,3493837
2014-04-08,2449346
2014-04-09,2552621
2014-04-10,3075760
2014-04-11,3112008
2014-04-14,2280683
2014-04-15,2793984
2014-04-16,2926358
2014-04-17,3314138
2014-04-21,2684950
2014-04-22,4189333
2014-04-23,2683332
2014-04-24,2150307
2014-04-25,3439749
2014-04-28,3378086
2014-04-29,2983606
2014-04-30,2841122
2014-05-01,4123105
2014-05-02,5802441
2014-05-05,2825309
2014-05-06,1957957
2014-05-07,2606228
2014-05-08,2520194
2014-05-09,2185116
2014-05-12,2795300
2014-05-13,2077064
2014-05-14,1767770
2014-05-15,2864671
2014-05-16,4486482
2014-05-19,3205350
2014-05-20,3751157
2014-05-21,3330107
2014-05-22,2176495
2014-05-23,1505074
2014-05-27,1988317
2014-05-28,1977431
2014-05-29,2279182
2014-05-30,3661710
2014-06-02,2690699
2014-06-03,5362607
2014-06-04,2778371
2014-06-05,2803276
2014-06-06,1958005
2014-06-09,3177136
2014-06-10,2620090
2014-06-11,2167199
2014-06-12,2537871
2014-06-13,1919833
2014-06-16,1810217
2014-06-17,2243970
2014-06-18,2896281
2014-06-19,2256978
2014-06-20,5249698
2014-06-23,2100981
2014-06-24,2770329
2014-06-25,2467336
2014-06-26,2914236
2014-06-27,9124025
2014-06-30,3384312
2014-07-01,3245267
2014-07-02,3821628
2014-07-03,1746017
2014-07-07,3785466
2014-07-08,2862034
2014-07-09,3358370
2014-07-10,3654818
2014-07-11,3697642
2014-07-14,3017400
2014-07-15,4488711
2014-07-16,3503710
2014-07-17,4876198
2014-07-18,4244977
2014-07-21,5188155
2014-07-22,10528226
2014-07-23,6990953
2014-07-24,6811902
2014-07-25,4349771
2014-07-28,5391509
2014-07-29,5480659
2014-07-30,5978252
2014-07-31,6528939
2014-08-01,4731390
2014-08-04,3985887
2014-08-05,5579417
2014-08-06,5408910
2014-08-07,4155700
2014-08-08,4479803
2014-08-11,3262564
2014-08-12,4353197
2014-08-13,3487744
2014-08-14,2327209
2014-08-15,3106685
2014-08-18,5037069
2014-08-19,3962043
2014-08-20,4502248
2014-08-21,2849592
2014-08-22,2365410
2014-08-25,1732770
2014-08-26,2022710
2014-08-27,2550527
2014-08-28,2128312
2014-08-29,4717408
2014-09-02,4142994
2014-09-03,2629826
2014-09-04,2856614
2014-09-05,2793109
2014-09-08,3788682
2014-09-09,2114654
2014-09-10,2364619
2014-09-11,2270591
2014-09-12,2920513
2014-09-15,2515005
2014-09-16,3089841
2014-09-17,4109310
2014-09-18,3439674
2014-09-19,5947486
2014-09-22,4142326
2014-09-23,3839324
2014-09-24,3826823
2014-09-25,3936197
2014-09-26,4076482
2014-09-29,2896800
2014-09-30,5014223
2014-10-01,5865167
2014-10-02,4034343
2014-10-03,3044892
2014-10-06,2981920
2014-10-07,5991772
2014-10-08,6250028
2014-10-09,6740200
2014-10-10,6678094
2014-10-13,5112757
2014-10-14,4573027
2014-10-15,7105041
2014-10-16,6099346
2014-10-17,7281991
2014-10-20,6399355
2014-10-21,12554807
2014-10-22,6187794
2014-10-23,5691721
2014-10-24,3657912
2014-10-27,2957515
2014-10-28,4173606
2014-10-29,4060698
2014-10-30,2890537
2014-10-31,4461135
2014-11-03,4594031
2014-11-04,3992367
2014-11-05,6698886
2014-11-06,3581311
2014-11-07,3253547
2014-11-10,3523694
2014-11-11,2951164
2014-11-12,3182552
2014-11-13,4211737
2014-11-14,2935483
2014-11-17,2394470
2014-11-18,2679269
2014-11-19,2271154
2014-11-20,2195714
2014-11-21,3572062
2014-11-24,9706644
2014-11-25,8103369
2014-11-26,5268960
2014-11-28,2121495
2014-12-01,3458765
2014-12-02,2753739
2014-12-03,3411382
2014-12-04,4645509
2014-12-05,3021664
2014-12-08,6357461
2014-12-09,5888725
2014-12-10,7863461
2014-12-11,5286118
2014-12-12,5867261
2014-12-15,4605749
2014-12-16,5146487
2014-12-17,5032075
2014-12-18,4739978
2014-12-19,7871628
2014-12-22,3058054
2014-12-23,2715851
2014-12-24,1019932
2014-12-26,1596708
2014-12-29,2490666
2014-12-30,2177995
2014-12-31,2363504
2015-01-02,3143341
2015-01-05,4765317
2015-01-06,5772347
2015-01-07,3102192
2015-01-08,3899898
2015-01-09,3825098
2015-01-12,5016167
2015-01-13,4196389
2015-01-14,3508767
2015-01-15,3170579
2015-01-16,5773180
2015-01-20,5466007
2015-01-21,7177606
2015-01-22,6562889
2015-01-23,4298407
2015-01-26,5693891
2015-01-27,7328147
2015-01-28,4341133
2015-01-29,6328643
2015-01-30,4623061
2015-02-02,3516946
2015-02-03,4491456
2015-02-04,3208352
2015-02-05,4687311
2015-02-06,2829579
2015-02-09,2560723
2015-02-10,2559971
2015-02-11,2707605
2015-02-12,2896974
2015-02-13,3802107
2015-02-17,3241224
2015-02-18,3475166
2015-02-19,3407031
2015-02-20,4062205
2015-02-23,2737285
2015-02-24,2455405
2015-02-25,2872904
2015-02-26,2498163
2015-02-27,3085284
2015-03-02,2325874
2015-03-03,3187492
2015-03-04,2123219
2015-03-05,1928310
2015-03-06,3663073
2015-03-09,4127954
2015-03-10,5583789
2015-03-11,3747890
2015-03-12,4907836
2015-03-13,7361469
2015-03-16,4674653
2015-03-17,3822816
2015-03-18,5280210
2015-03-19,2880840
2015-03-20,8206972
2015-03-23,4542797
2015-03-24,4033815
2015-03-25,4456462
2015-03-26,4389728
2015-03-27,2803961
2015-03-30,3000806
2015-03-31,3525431
2015-04-01,3426211
2015-04-02,4227259
2015-04-06,2857340
2015-04-07,2269068
2015-04-08,2484096
2015-04-09,2088375
2015-04-10,2254656
2015-04-13,3030384
2015-04-14,2606397
2015-04-15,2774671
2015-04-16,2905076
2015-04-17,4318546
2015-04-20,4007514
2015-04-21,4584964
2015-04-22,2792901
2015-04-23,2632790
2015-04-24,3523148
2015-04-27,3920342
2015-04-28,2746680
2015-04-29,2893819
2015-04-30,3899200
2015-05-01,2781683
2015-05-04,3925288
2015-05-05,3028194
2015-05-06,3690253
2015-05-07,3155721
2015-05-08,3707837
2015-05-11,3023814
2015-05-12,2804104
2015-05-13,3039359
2015-05-14,2728783
2015-05-15,2964693
2015-05-18,2435081
2015-05-19,2808359
2015-05-20,2432506
2015-05-21,2121214
2015-05-22,2389585
2015-05-26,3434629
2015-05-27,3365087
2015-05-28,2904413
2015-05-29,5061360
2015-06-01,2341643
2015-06-02,3503334
2015-06-03,3129869
2015-06-04,3581637
2015-06-05,2667353
2015-06-08,3237071
2015-06-09,2499461
2015-06-10,3145776
2015-06-11,2707484
2015-06-12,2345293
2015-06-15,5972871
2015-06-16,4936232
2015-06-17,3799425
2015-06-18,3753626
2015-06-19,4210245
2015-06-22,2971121
2015-06-23,3632782
2015-06-24,4271194
2015-06-25,3786178
2015-06-26,3667704
2015-06-29,4160431
2015-06-30,5910599
2015-07-01,4126835
2015-07-02,5159473
2015-07-06,4195070
2015-07-07,4732109
2015-07-08,3806260
2015-07-09,2554982
2015-07-10,4310680
2015-07-13,3892878
2015-07-14,2987466
2015-07-15,2844499
2015-07-16,3063780
2015-07-17,3465140
2015-07-20,7486971
2015-07-21,19540077
2015-07-22,9433683
2015-07-23,5926087
2015-07-24,6588011
2015-07-27,7560365
2015-07-28,5583042
2015-07-29,11935751
2015-07-30,6739131
2015-07-31,7217241
2015-08-03,7123692
2015-08-04,5557563
2015-08-05,3895578
2015-08-06,4198449
2015-08-07,2897961
2015-08-10,6068411
2015-08-11,7671375
2015-08-12,4641927
2015-08-13,4689944
2015-08-14,4413308
2015-08-17,4228442
2015-08-18,4730449
2015-08-19,3619805
2015-08-20,6079717
2015-08-21,7621156
2015-08-24,10724125
2015-08-25,8268243
2015-08-26,7378594
2015-08-27,7454933
2015-08-28,5230339
2015-08-31,7066850
2015-09-01,6780306
2015-09-02,5636832
2015-09-03,4494967
2015-09-04,4289203
2015-09-08,4805756
2015-09-09,4771226
2015-09-10,6120676
2015-09-11,4446865
2015-09-14,3276600
2015-09-15,4107735
2015-09-16,3504189
2015-09-17,5168199
2015-09-18,10450488
2015-09-21,2961653
2015-09-22,7396259
2015-09-23,7241639
2015-09-24,7101033
2015-09-25,7442512
2015-09-28,5340359
2015-09-29,4108812
2015-09-30,5054535
2015-10-01,3596451
2015-10-02,4593188
2015-10-05,4766996
2015-10-06,3337996
2015-10-07,3520364
2015-10-08,4001073
2015-10-09,4008152
2015-10-12,3187291
2015-10-13,4071768
2015-10-14,5370585
2015-10-15,3761643
2015-10-16,3085481
2015-10-19,5485884
2015-10-20,8897860
2015-10-21,10499664
2015-10-22,5717150
2015-10-23,5026989
2015-10-26,2701042
2015-10-27,3367088
2015-10-28,3827976
2015-10-29,3287316
2015-10-30,4005082
2015-11-02,3067463
2015-11-03,3037913
2015-11-04,2846970
2015-11-05,2832488
2015-11-06,2734874
2015-11-09,3162808
2015-11-10,2681725
2015-11-11,2172419
2015-11-12,8803624
2015-11-13,6025352
2015-11-16,5098723
2015-11-17,4517187
2015-11-18,4188389
2015-11-19,4366641
2015-11-20,4696588
2015-11-23,4177120
2015-11-24,5303725
2015-11-25,4336420
2015-11-27,1919708
2015-11-30,5390431
2015-12-01,4595528
2015-12-02,3892511
2015-12-03,6082505
2015-12-04,9228851
2015-12-07,4681213
2015-12-08,7011800
2015-12-09,6911403
2015-12-10,5814097
2015-12-11,9942579
2015-12-14,6739452
2015-12-15,6618064
2015-12-16,9868283
2015-12-17,4802328
2015-12-18,8665799
2015-12-21,8708814
2015-12-22,4644056
2015-12-23,4677208
2015-12-24,1382707
2015-12-28,3606828
2015-12-29,3291434
2015-12-30,3161684
2015-12-31,2950974
2016-01-04,5365308
2016-01-05,4253225
2016-01-06,8300557
2016-01-07,6984819
2016-01-08,7501309
2016-01-11,7185566
2016-01-12,7697258
2016-01-13,8559112
2016-01-14,7354476
2016-01-15,10437092
2016-01-19,7135473
2016-01-20,9599144
2016-01-21,5741204
2016-01-22,4641955
2016-01-25,10422832
2016-01-26,7388492
2016-01-27,8063275
2016-01-28,5751435
2016-01-29,7808189
