time_captured,08_vnt_raw_accY
1970-01-01 00:00:00.000000455,-92.964
1970-01-01 00:00:00.000000456,-11.224
1970-01-01 00:00:00.000000457,375.272
1970-01-01 00:00:00.000000458,268.766
1970-01-01 00:00:00.000000459,303.048
1970-01-01 00:00:00.000000460,392.474
1970-01-01 00:00:00.000000461,392.474
1970-01-01 00:00:00.000000462,-384.91
1970-01-01 00:00:00.000000463,-248.636
1970-01-01 00:00:00.000000464,-23.546
1970-01-01 00:00:00.000000465,221.186
1970-01-01 00:00:00.000000466,-178.486
1970-01-01 00:00:00.000000467,386.252
1970-01-01 00:00:00.000000468,75.274
1970-01-01 00:00:00.000000469,38.43
1970-01-01 00:00:00.000000470,-430.05
1970-01-01 00:00:00.000000471,-652.578
1970-01-01 00:00:00.000000472,-62.708
1970-01-01 00:00:00.000000473,291.214
1970-01-01 00:00:00.000000474,120.658
1970-01-01 00:00:00.000000475,437.37
1970-01-01 00:00:00.000000476,325.13
1970-01-01 00:00:00.000000477,551.196
1970-01-01 00:00:00.000000478,-169.824
1970-01-01 00:00:00.000000479,-388.448
1970-01-01 00:00:00.000000480,-390.034
1970-01-01 00:00:00.000000481,-412.726
1970-01-01 00:00:00.000000482,-416.996
1970-01-01 00:00:00.000000483,-83.936
1970-01-01 00:00:00.000000484,494.344
1970-01-01 00:00:00.000000485,-13.176
1970-01-01 00:00:00.000000486,-162.87
1970-01-01 00:00:00.000000487,-369.172
1970-01-01 00:00:00.000000488,109.678
1970-01-01 00:00:00.000000489,-297.558
1970-01-01 00:00:00.000000490,-67.222
1970-01-01 00:00:00.000000491,-20.374
1970-01-01 00:00:00.000000492,-39.894
1970-01-01 00:00:00.000000493,37.942
1970-01-01 00:00:00.000000494,-308.294
1970-01-01 00:00:00.000000495,47.58
1970-01-01 00:00:00.000000496,26.108
1970-01-01 00:00:00.000000497,-171.776
1970-01-01 00:00:00.000000498,74.908
1970-01-01 00:00:00.000000499,71.98
1970-01-01 00:00:00.000000500,443.226
1970-01-01 00:00:00.000000501,-20.008
1970-01-01 00:00:00.000000502,-83.448
1970-01-01 00:00:00.000000503,510.204
1970-01-01 00:00:00.000000504,85.766
1970-01-01 00:00:00.000000505,-440.298
1970-01-01 00:00:00.000000506,111.752
1970-01-01 00:00:00.000000507,95.648
1970-01-01 00:00:00.000000508,-142.008
1970-01-01 00:00:00.000000509,269.376
1970-01-01 00:00:00.000000510,435.662
1970-01-01 00:00:00.000000511,308.294
1970-01-01 00:00:00.000000512,532.896
1970-01-01 00:00:00.000000513,-80.032
1970-01-01 00:00:00.000000514,-107.36
1970-01-01 00:00:00.000000515,44.164
1970-01-01 00:00:00.000000516,-12.322
1970-01-01 00:00:00.000000517,-309.392
1970-01-01 00:00:00.000000518,41.48
1970-01-01 00:00:00.000000519,-231.434
1970-01-01 00:00:00.000000520,227.774
1970-01-01 00:00:00.000000521,183.366
1970-01-01 00:00:00.000000522,95.404
1970-01-01 00:00:00.000000523,-153.598
1970-01-01 00:00:00.000000524,-20.496
1970-01-01 00:00:00.000000525,-106.506
1970-01-01 00:00:00.000000526,-142.252
1970-01-01 00:00:00.000000527,-548.268
1970-01-01 00:00:00.000000528,84.912
1970-01-01 00:00:00.000000529,142.618
1970-01-01 00:00:00.000000530,-218.502
1970-01-01 00:00:00.000000531,-427.488
1970-01-01 00:00:00.000000532,-281.698
1970-01-01 00:00:00.000000533,-130.418
1970-01-01 00:00:00.000000534,-134.688
1970-01-01 00:00:00.000000535,270.108
1970-01-01 00:00:00.000000536,249.856
1970-01-01 00:00:00.000000537,220.454
1970-01-01 00:00:00.000000538,424.438
1970-01-01 00:00:00.000000539,73.2
1970-01-01 00:00:00.000000540,-348.188
1970-01-01 00:00:00.000000541,129.076
1970-01-01 00:00:00.000000542,57.584
1970-01-01 00:00:00.000000543,-145.546
1970-01-01 00:00:00.000000544,295.728
1970-01-01 00:00:00.000000545,456.768
1970-01-01 00:00:00.000000546,-116.144
1970-01-01 00:00:00.000000547,411.384
1970-01-01 00:00:00.000000548,556.686
1970-01-01 00:00:00.000000549,32.696
1970-01-01 00:00:00.000000550,95.526
1970-01-01 00:00:00.000000551,-113.704
1970-01-01 00:00:00.000000552,-435.296
1970-01-01 00:00:00.000000553,140.178
1970-01-01 00:00:00.000000554,-85.644
1970-01-01 00:00:00.000000555,96.014
1970-01-01 00:00:00.000000556,248.636
1970-01-01 00:00:00.000000557,-208.742
1970-01-01 00:00:00.000000558,-227.164
1970-01-01 00:00:00.000000559,-152.866
1970-01-01 00:00:00.000000560,-457.378
1970-01-01 00:00:00.000000561,102.114
1970-01-01 00:00:00.000000562,226.92
1970-01-01 00:00:00.000000563,-79.056
1970-01-01 00:00:00.000000564,183.488
1970-01-01 00:00:00.000000565,237.9
1970-01-01 00:00:00.000000566,-235.46
1970-01-01 00:00:00.000000567,-244.488
1970-01-01 00:00:00.000000568,-115.656
1970-01-01 00:00:00.000000569,-124.44
1970-01-01 00:00:00.000000570,-101.992
1970-01-01 00:00:00.000000571,195.444
1970-01-01 00:00:00.000000572,430.294
1970-01-01 00:00:00.000000573,347.944
1970-01-01 00:00:00.000000574,25.742
1970-01-01 00:00:00.000000575,-23.302
1970-01-01 00:00:00.000000576,-366.488
1970-01-01 00:00:00.000000577,-634.522
1970-01-01 00:00:00.000000578,-171.654
1970-01-01 00:00:00.000000579,-187.026
1970-01-01 00:00:00.000000580,-29.524
1970-01-01 00:00:00.000000581,-188.612
1970-01-01 00:00:00.000000582,37.088
1970-01-01 00:00:00.000000583,-9.882
1970-01-01 00:00:00.000000584,-211.67
1970-01-01 00:00:00.000000585,-97.478
1970-01-01 00:00:00.000000586,-99.796
1970-01-01 00:00:00.000000587,10.98
1970-01-01 00:00:00.000000588,260.836
1970-01-01 00:00:00.000000589,127.856
1970-01-01 00:00:00.000000590,360.266
1970-01-01 00:00:00.000000591,80.642
1970-01-01 00:00:00.000000592,-219.478
1970-01-01 00:00:00.000000593,-254.614
1970-01-01 00:00:00.000000594,-282.552
1970-01-01 00:00:00.000000595,155.55
1970-01-01 00:00:00.000000596,-118.218
1970-01-01 00:00:00.000000597,184.708
1970-01-01 00:00:00.000000598,313.418
1970-01-01 00:00:00.000000599,362.34
1970-01-01 00:00:00.000000600,421.51
1970-01-01 00:00:00.000000601,369.904
1970-01-01 00:00:00.000000602,198.494
1970-01-01 00:00:00.000000603,-211.426
1970-01-01 00:00:00.000000604,-162.504
1970-01-01 00:00:00.000000605,-237.046
1970-01-01 00:00:00.000000606,355.752
1970-01-01 00:00:00.000000607,-221.064
1970-01-01 00:00:00.000000608,321.226
1970-01-01 00:00:00.000000609,349.53
1970-01-01 00:00:00.000000610,173.484
1970-01-01 00:00:00.000000611,-456.036
1970-01-01 00:00:00.000000612,-408.456
1970-01-01 00:00:00.000000613,-27.206
1970-01-01 00:00:00.000000614,273.28
1970-01-01 00:00:00.000000615,201.422
1970-01-01 00:00:00.000000616,241.316
1970-01-01 00:00:00.000000617,435.174
1970-01-01 00:00:00.000000618,400.648
1970-01-01 00:00:00.000000619,-212.28
1970-01-01 00:00:00.000000620,41.358
1970-01-01 00:00:00.000000621,133.834
1970-01-01 00:00:00.000000622,-481.412
1970-01-01 00:00:00.000000623,-231.434
1970-01-01 00:00:00.000000624,-717.238
1970-01-01 00:00:00.000000625,59.414
1970-01-01 00:00:00.000000626,-226.92
1970-01-01 00:00:00.000000627,-284.626
1970-01-01 00:00:00.000000628,-289.75
1970-01-01 00:00:00.000000629,-67.1
1970-01-01 00:00:00.000000630,186.782
1970-01-01 00:00:00.000000631,-333.67
1970-01-01 00:00:00.000000632,103.212
1970-01-01 00:00:00.000000633,103.212
1970-01-01 00:00:00.000000634,382.47
1970-01-01 00:00:00.000000635,-220.332
1970-01-01 00:00:00.000000636,-265.106
1970-01-01 00:00:00.000000637,-160.43
1970-01-01 00:00:00.000000638,-389.79
1970-01-01 00:00:00.000000639,49.654
1970-01-01 00:00:00.000000640,182.268
1970-01-01 00:00:00.000000641,176.534
1970-01-01 00:00:00.000000642,321.104
1970-01-01 00:00:00.000000643,255.102
1970-01-01 00:00:00.000000644,199.104
1970-01-01 00:00:00.000000645,88.206
1970-01-01 00:00:00.000000646,-209.718
1970-01-01 00:00:00.000000647,-106.75
