time_captured,NKE_Volume
2011-01-11,5563388
2011-01-12,9653760
2011-01-13,9774456
2011-01-14,8390936
2011-01-18,9024784
2011-01-19,10901220
2011-01-20,9431224
2011-01-21,7430688
2011-01-24,8115892
2011-01-25,7434232
2011-01-26,10357656
2011-01-27,9769972
2011-01-28,8968216
2011-01-31,7680904
2011-02-01,9705508
2011-02-02,7764748
2011-02-03,10352408
2011-02-04,9636664
2011-02-07,8380928
2011-02-08,6837056
2011-02-09,8368908
2011-02-10,6752616
2011-02-11,7393008
2011-02-14,7376296
2011-02-15,8109788
2011-02-16,8909068
2011-02-17,11937460
2011-02-18,14709356
2011-02-22,10979084
2011-02-23,11854404
2011-02-24,8765448
2011-02-25,8998608
2011-02-28,10353108
2011-03-01,13718520
2011-03-02,9465400
2011-03-03,10421336
2011-03-04,10181640
2011-03-07,16266568
2011-03-08,9622200
2011-03-09,9950540
2011-03-10,9078780
2011-03-11,14917448
2011-03-14,10236264
2011-03-15,9891472
2011-03-16,10024904
2011-03-17,13822396
2011-03-18,78895512
2011-03-21,23426168
2011-03-22,36628512
2011-03-23,48562352
2011-03-24,17726860
2011-03-25,18833780
2011-03-28,14793844
2011-03-29,15672428
2011-03-30,9911232
2011-03-31,13097536
2011-04-01,12892640
2011-04-04,9965348
2011-04-05,12783560
2011-04-06,15684332
2011-04-07,14823060
2011-04-08,10769880
2011-04-11,8329272
2011-04-12,8850212
2011-04-13,12069868
2011-04-14,14087972
2011-04-15,13746868
2011-04-18,11543488
2011-04-19,10803084
2011-04-20,14865284
2011-04-21,8706392
2011-04-25,6976204
2011-04-26,7317880
2011-04-27,9981280
2011-04-28,10064096
2011-04-29,8844632
2011-05-02,12402744
2011-05-03,8711100
2011-05-04,11956004
2011-05-05,9631588
2011-05-06,9624816
2011-05-09,6537108
2011-05-10,10405832
2011-05-11,8601992
2011-05-12,10241196
2011-05-13,14449168
2011-05-16,10656976
2011-05-17,9972700
2011-05-18,9857864
2011-05-19,8239948
2011-05-20,10130724
2011-05-23,9112468
2011-05-24,5756332
2011-05-25,9230784
2011-05-26,6762056
2011-05-27,6079608
2011-05-31,8879448
2011-06-01,10125072
2011-06-02,11829548
2011-06-03,11259356
2011-06-06,9093104
2011-06-07,13809212
2011-06-08,12223536
2011-06-09,9539164
2011-06-10,9920016
2011-06-13,10787872
2011-06-14,11731916
2011-06-15,11419112
2011-06-16,9092108
2011-06-17,10494456
2011-06-20,9141076
2011-06-21,9263512
2011-06-22,18370784
2011-06-23,17086136
2011-06-24,15564720
2011-06-27,22992824
2011-06-28,60457140
2011-06-29,25427620
2011-06-30,17715424
2011-07-01,16781356
2011-07-05,14938872
2011-07-06,14488396
2011-07-07,17198184
2011-07-08,12672592
2011-07-11,12599688
2011-07-12,7284340
2011-07-13,9458640
2011-07-14,10843256
2011-07-15,14330520
2011-07-18,11662476
2011-07-19,18579872
2011-07-20,9916380
2011-07-21,11621404
2011-07-22,7219292
2011-07-25,6965264
2011-07-26,7567036
2011-07-27,12686496
2011-07-28,14810500
2011-07-29,9905260
2011-08-01,10046856
2011-08-02,17061712
2011-08-03,15954416
2011-08-04,18850844
2011-08-05,21511344
2011-08-08,30894752
2011-08-09,21544172
2011-08-10,19309688
2011-08-11,14950476
2011-08-12,10663428
2011-08-15,10026920
2011-08-16,14041548
2011-08-17,12017568
2011-08-18,16644096
2011-08-19,12649044
2011-08-22,11138872
2011-08-23,12045996
2011-08-24,15281716
2011-08-25,12359904
2011-08-26,12231012
2011-08-29,11164216
2011-08-30,18831288
2011-08-31,13958308
2011-09-01,15754764
2011-09-02,10301484
2011-09-06,11293372
2011-09-07,11406104
2011-09-08,11198832
2011-09-09,14903332
2011-09-12,9917096
2011-09-13,11845780
2011-09-14,15416184
2011-09-15,11005976
2011-09-16,16175608
2011-09-19,14538136
2011-09-20,15854416
2011-09-21,20443052
2011-09-22,23763380
2011-09-23,36419584
2011-09-26,16838536
2011-09-27,17463132
2011-09-28,14258032
2011-09-29,14378396
2011-09-30,13958872
2011-10-03,14336152
2011-10-04,13781824
2011-10-05,14786624
2011-10-06,10604044
2011-10-07,10361812
2011-10-10,8209524
2011-10-11,8690600
2011-10-12,14055576
2011-10-13,8464984
2011-10-14,8571040
2011-10-17,8205940
2011-10-18,11126032
2011-10-19,8567088
2011-10-20,8445192
2011-10-21,12383636
2011-10-24,13173876
2011-10-25,9489032
2011-10-26,9555268
2011-10-27,15449024
2011-10-28,12221660
2011-10-31,12228196
2011-11-01,10651200
2011-11-02,11624508
2011-11-03,10792872
2011-11-04,8239472
2011-11-07,8731024
2011-11-08,9659228
2011-11-09,11706936
2011-11-10,9393636
2011-11-11,8108136
2011-11-14,6849268
2011-11-15,7013756
2011-11-16,8850336
2011-11-17,9039584
2011-11-18,9440908
2011-11-21,7354388
2011-11-22,7660112
2011-11-23,7470632
2011-11-25,3475800
2011-11-28,15442476
2011-11-29,11024736
2011-11-30,13493088
2011-12-01,9567020
2011-12-02,9465844
2011-12-05,8855780
2011-12-06,6987708
2011-12-07,11209200
2011-12-08,9393548
2011-12-09,12423136
2011-12-12,10852412
2011-12-13,10714364
2011-12-14,9455324
2011-12-15,10732104
2011-12-16,12788516
2011-12-19,8765352
2011-12-20,18300996
2011-12-21,25045312
2011-12-22,11711644
2011-12-23,7165328
2011-12-27,6448208
2011-12-28,6830312
2011-12-29,8571744
2011-12-30,6609360
2012-01-03,10944748
2012-01-04,9440992
2012-01-05,8393472
2012-01-06,7761100
2012-01-09,10045640
2012-01-10,9812672
2012-01-11,7002892
2012-01-12,7516552
2012-01-13,6534104
2012-01-17,8242316
2012-01-18,12278960
2012-01-19,9158364
2012-01-20,8949620
2012-01-23,8329840
2012-01-24,6564588
2012-01-25,11383852
2012-01-26,7528256
2012-01-27,6934356
2012-01-30,11892116
2012-01-31,24751676
2012-02-01,10000584
2012-02-02,9372956
2012-02-03,13192116
2012-02-06,6230512
2012-02-07,5231284
2012-02-08,11142884
2012-02-09,5847612
2012-02-10,6210240
2012-02-13,5875300
2012-02-14,9526104
2012-02-15,9935344
2012-02-16,6658048
2012-02-17,6957504
2012-02-21,7308812
2012-02-22,6237576
2012-02-23,5860712
2012-02-24,4675456
2012-02-27,6077336
2012-02-28,5047612
2012-02-29,7088784
2012-03-01,7070484
2012-03-02,7011520
2012-03-05,7173440
2012-03-06,7887532
2012-03-07,7177968
2012-03-08,4564984
2012-03-09,9813800
2012-03-12,9208152
2012-03-13,9531528
2012-03-14,7452476
2012-03-15,7297368
2012-03-16,14449704
2012-03-19,10399860
2012-03-20,10681592
2012-03-21,15109852
2012-03-22,20453720
2012-03-23,26509504
2012-03-26,12512888
2012-03-27,10131068
2012-03-28,9239464
2012-03-29,7893404
2012-03-30,9274972
2012-04-02,9788152
2012-04-03,8829028
2012-04-04,8866628
2012-04-05,8787496
2012-04-09,11309528
2012-04-10,16864452
2012-04-11,12034652
2012-04-12,11554908
2012-04-13,5761444
2012-04-16,7135028
2012-04-17,5771632
2012-04-18,8174804
2012-04-19,8027308
2012-04-20,9299516
2012-04-23,6355212
2012-04-24,13256108
2012-04-25,8388120
2012-04-26,6229044
2012-04-27,8910468
2012-04-30,9552032
2012-05-01,10164952
2012-05-02,10582840
2012-05-03,10341216
2012-05-04,7213416
2012-05-07,6863620
2012-05-08,14061324
2012-05-09,9042992
2012-05-10,9458644
2012-05-11,6328280
2012-05-14,5636340
2012-05-15,7127348
2012-05-16,9964948
2012-05-17,9444252
2012-05-18,15844676
2012-05-21,9034332
2012-05-22,10213704
2012-05-23,8513000
2012-05-24,8629232
2012-05-25,6688088
2012-05-29,8735144
2012-05-30,10357184
2012-05-31,10796764
2012-06-01,9376116
2012-06-04,10201752
2012-06-05,9183184
2012-06-06,7793740
2012-06-07,7079216
2012-06-08,7254216
2012-06-11,6257524
2012-06-12,10159568
2012-06-13,22770100
2012-06-14,24052476
2012-06-15,16849360
2012-06-18,12657712
2012-06-19,8654856
2012-06-20,12842596
2012-06-21,16054088
2012-06-22,15367652
2012-06-25,11873676
2012-06-26,9579964
2012-06-27,11222356
2012-06-28,23916616
2012-06-29,86377976
2012-07-02,23504332
2012-07-03,15007092
2012-07-05,22258332
2012-07-06,16221848
2012-07-09,13910464
2012-07-10,14528896
2012-07-11,17392284
2012-07-12,14967544
2012-07-13,11427492
2012-07-16,11684716
2012-07-17,10659856
2012-07-18,10963892
2012-07-19,10861104
2012-07-20,11977104
2012-07-23,8620140
2012-07-24,8305424
2012-07-25,8244776
2012-07-26,14772084
2012-07-27,10419672
2012-07-30,9112868
2012-07-31,13069892
2012-08-01,9594268
2012-08-02,10461928
2012-08-03,8997196
2012-08-06,6321600
2012-08-07,8313028
2012-08-08,8273884
2012-08-09,9914200
2012-08-10,9283752
2012-08-13,6880264
2012-08-14,10998804
2012-08-15,10466376
2012-08-16,13942756
2012-08-17,12295604
2012-08-20,7441464
2012-08-21,8553096
2012-08-22,6466520
2012-08-23,6761760
2012-08-24,9763736
2012-08-27,6921328
2012-08-28,16473500
2012-08-29,9467856
2012-08-30,7020252
2012-08-31,8129188
2012-09-04,7589144
2012-09-05,6288000
2012-09-06,9090548
2012-09-07,6991508
2012-09-10,8678360
2012-09-11,9840004
2012-09-12,9197820
2012-09-13,17325628
2012-09-14,22892364
2012-09-17,9378872
2012-09-18,13601084
2012-09-19,18671940
2012-09-20,12852268
2012-09-21,13667268
2012-09-24,11824724
2012-09-25,15992632
2012-09-26,11865724
2012-09-27,19397772
2012-09-28,27356236
2012-10-01,11076188
2012-10-02,11305536
2012-10-03,14771180
2012-10-04,13062220
2012-10-05,9246856
2012-10-08,5637704
2012-10-09,9778608
2012-10-10,7208668
2012-10-11,7937272
2012-10-12,6536940
2012-10-15,7527692
2012-10-16,10011756
2012-10-17,7125780
2012-10-18,7797548
2012-10-19,9341184
2012-10-22,8992508
2012-10-23,9384352
2012-10-24,9947324
2012-10-25,10019428
2012-10-26,12443900
2012-10-31,9126336
2012-11-01,14254780
2012-11-02,7264300
2012-11-05,5872448
2012-11-06,7824448
2012-11-07,7664192
2012-11-08,10450160
2012-11-09,7748540
2012-11-12,5979020
2012-11-13,7245696
2012-11-14,13021540
2012-11-15,7768244
2012-11-16,11990304
2012-11-19,10462060
2012-11-20,9103024
2012-11-21,7363400
2012-11-23,3352084
2012-11-26,12054016
2012-11-27,8536828
2012-11-28,8613932
2012-11-29,9743852
2012-11-30,12675888
2012-12-03,8687900
2012-12-04,7028136
2012-12-05,6798276
2012-12-06,9108688
2012-12-07,7417768
2012-12-10,7276468
2012-12-11,9234632
2012-12-12,10656428
2012-12-13,7446360
2012-12-14,8661636
2012-12-17,8381424
2012-12-18,7873336
2012-12-19,7879160
2012-12-20,12000000
2012-12-21,27914640
2012-12-24,5999516
2012-12-26,8090948
2012-12-27,7850244
2012-12-28,6432302
2012-12-31,6807232
2013-01-02,7513134
2013-01-03,7233816
2013-01-04,6793958
2013-01-07,6489308
2013-01-08,6714144
2013-01-09,5530274
2013-01-10,7705780
2013-01-11,9790892
2013-01-14,5604176
2013-01-15,6507486
2013-01-16,5300056
2013-01-17,4864848
2013-01-18,6146872
2013-01-22,6207542
2013-01-23,6779136
2013-01-24,6820332
2013-01-25,12543648
2013-01-28,8038160
2013-01-29,7214784
2013-01-30,6343300
2013-01-31,9146144
2013-02-01,6774510
2013-02-04,5075738
2013-02-05,4527202
2013-02-06,5296912
2013-02-07,5572950
2013-02-08,5100734
2013-02-11,8916590
2013-02-12,3866508
2013-02-13,6054126
2013-02-14,6164026
2013-02-15,7060126
2013-02-19,8513314
2013-02-20,7587334
2013-02-21,9359152
2013-02-22,5854828
2013-02-25,8567972
2013-02-26,6085136
2013-02-27,6269382
2013-02-28,6713490
2013-03-01,8054950
2013-03-04,5294732
2013-03-05,8104420
2013-03-06,5811896
2013-03-07,5685050
2013-03-08,8017382
2013-03-11,6754724
2013-03-12,12344464
2013-03-13,8185616
2013-03-14,6918234
2013-03-15,8131942
2013-03-18,5081012
2013-03-19,6628348
2013-03-20,7944806
2013-03-21,15896108
2013-03-22,38665440
2013-03-25,13317218
2013-03-26,8950618
2013-03-27,10447734
2013-03-28,7614536
2013-04-01,6970514
2013-04-02,9330534
2013-04-03,7627284
2013-04-04,4999470
2013-04-05,6190482
2013-04-08,8013984
2013-04-09,6679924
2013-04-10,5951308
2013-04-11,8790798
2013-04-12,5539596
2013-04-15,6676630
2013-04-16,5960568
2013-04-17,10437376
2013-04-18,6016272
2013-04-19,6773668
2013-04-22,5968530
2013-04-23,6122118
2013-04-24,4167966
2013-04-25,4378588
2013-04-26,4826564
2013-04-29,5845614
2013-04-30,10099964
2013-05-01,7924244
2013-05-02,5605208
2013-05-03,6952430
2013-05-06,4751828
2013-05-07,6298248
2013-05-08,6260520
2013-05-09,4433678
2013-05-10,6647234
2013-05-13,3780472
2013-05-14,8277472
2013-05-15,5289024
2013-05-16,7689620
2013-05-17,6219820
2013-05-20,5463148
2013-05-21,6468548
2013-05-22,8295434
2013-05-23,8627672
2013-05-24,7517752
2013-05-28,7784102
2013-05-29,5521182
2013-05-30,5955104
2013-05-31,7469714
2013-06-03,10142250
2013-06-04,6786706
2013-06-05,6205956
2013-06-06,4761980
2013-06-07,5332382
2013-06-10,5480316
2013-06-11,5530042
2013-06-12,5442454
2013-06-13,7836804
2013-06-14,5213060
2013-06-17,7512886
2013-06-18,9071116
2013-06-19,9223444
2013-06-20,9824554
2013-06-21,10095028
2013-06-24,9489318
2013-06-25,10901608
2013-06-26,11379284
2013-06-27,12283986
2013-06-28,26819962
2013-07-01,14399324
2013-07-02,7402270
2013-07-03,3377294
2013-07-05,5158938
2013-07-08,6982846
2013-07-09,6989460
2013-07-10,5098478
2013-07-11,7148004
2013-07-12,4424292
2013-07-15,5761842
2013-07-16,6858364
2013-07-17,6247556
2013-07-18,4486686
2013-07-19,5919356
2013-07-22,5581572
2013-07-23,4289512
2013-07-24,4705330
2013-07-25,8911238
2013-07-26,5518364
2013-07-29,5075646
2013-07-30,6400098
2013-07-31,8461854
2013-08-01,15823314
2013-08-02,7518508
2013-08-05,4212986
2013-08-06,6244008
2013-08-07,5897876
2013-08-08,5057336
2013-08-09,5644952
2013-08-12,4401734
2013-08-13,4299400
2013-08-14,5961856
2013-08-15,6227880
2013-08-16,5261216
2013-08-19,7749602
2013-08-20,7668206
2013-08-21,4770400
2013-08-22,5055914
2013-08-23,8044446
2013-08-26,5485432
2013-08-27,4870754
2013-08-28,6045020
2013-08-29,4599900
2013-08-30,5851098
2013-09-03,8213954
2013-09-04,7103248
2013-09-05,5271602
2013-09-06,4632742
2013-09-09,4148048
2013-09-10,13383566
2013-09-11,9104854
2013-09-12,8249744
2013-09-13,6584802
2013-09-16,5346774
2013-09-17,7752388
2013-09-18,8548112
2013-09-19,14628028
2013-09-20,37172094
2013-09-23,11021970
2013-09-24,7432624
2013-09-25,7883446
2013-09-26,13765338
2013-09-27,31199962
2013-09-30,14797768
2013-10-01,10444442
2013-10-02,8752256
2013-10-03,7145118
2013-10-04,7168108
2013-10-07,5173806
2013-10-08,7522488
2013-10-09,9282728
2013-10-10,11105626
2013-10-11,10792602
2013-10-14,6199812
2013-10-15,7956798
2013-10-16,8755686
2013-10-17,9384556
2013-10-18,9831138
2013-10-21,9992572
2013-10-22,6818922
2013-10-23,4762336
2013-10-24,5627336
2013-10-25,6896116
2013-10-28,6147700
2013-10-29,4201014
2013-10-30,6314856
2013-10-31,8184376
2013-11-01,4221690
2013-11-04,3609460
2013-11-05,6333190
2013-11-06,3945342
2013-11-07,6250786
2013-11-08,5821628
2013-11-11,3523196
2013-11-12,4327880
2013-11-13,4802144
2013-11-14,4764342
2013-11-15,5774512
2013-11-18,5693202
2013-11-19,6443264
2013-11-20,5892974
2013-11-21,4671450
2013-11-22,7035664
2013-11-25,4583380
2013-11-26,7360354
2013-11-27,3734332
2013-11-29,3475146
2013-12-02,6467854
2013-12-03,5129200
2013-12-04,4833204
2013-12-05,5493908
2013-12-06,3894944
2013-12-09,4299198
2013-12-10,5394962
2013-12-11,13311554
2013-12-12,10826492
2013-12-13,7562266
2013-12-16,9733130
2013-12-17,13999090
2013-12-18,10817508
2013-12-19,10553666
2013-12-20,20443782
2013-12-23,9377292
2013-12-24,2782672
2013-12-26,4609850
2013-12-27,4640706
2013-12-30,4289342
2013-12-31,4107266
2014-01-02,5320436
2014-01-03,5596994
2014-01-06,6045824
2014-01-07,6768976
2014-01-08,6898036
2014-01-09,6263454
2014-01-10,5113992
2014-01-13,8263852
2014-01-14,7809704
2014-01-15,5852590
2014-01-16,4848396
2014-01-17,9852030
2014-01-21,13146958
2014-01-22,7425218
2014-01-23,9505516
2014-01-24,9232314
2014-01-27,11412736
2014-01-28,9069288
2014-01-29,10488722
2014-01-30,10440406
2014-01-31,8651900
2014-02-03,9516214
2014-02-04,7004194
2014-02-05,7368688
2014-02-06,7359296
2014-02-07,6988704
2014-02-10,6430536
2014-02-11,8754260
2014-02-12,6396304
2014-02-13,6168760
2014-02-14,6211156
2014-02-18,5935698
2014-02-19,5401484
2014-02-20,5581594
2014-02-21,8728528
2014-02-24,11090816
2014-02-25,6844588
2014-02-26,7918668
2014-02-27,6599430
2014-02-28,6876614
2014-03-03,6069112
2014-03-04,5661616
2014-03-05,6733758
2014-03-06,5537940
2014-03-07,8930880
2014-03-10,5344448
2014-03-11,4907242
2014-03-12,4297346
2014-03-13,8400450
2014-03-14,6086540
2014-03-17,8580336
2014-03-18,8245394
2014-03-19,5970302
2014-03-20,12440636
2014-03-21,31787072
2014-03-24,10002094
2014-03-25,10529380
2014-03-26,8543902
2014-03-27,8158684
2014-03-28,5987044
2014-03-31,6356670
2014-04-01,7407620
2014-04-02,7614620
2014-04-03,8254934
2014-04-04,9730242
2014-04-07,13853874
2014-04-08,12659534
2014-04-09,7078436
2014-04-10,8376572
2014-04-11,8698526
2014-04-14,7264770
2014-04-15,7777444
2014-04-16,4613326
2014-04-17,9041594
2014-04-21,6811838
2014-04-22,5136078
2014-04-23,4737822
2014-04-24,6784518
2014-04-25,6482914
2014-04-28,11446864
2014-04-29,6235986
2014-04-30,6174692
2014-05-01,4818124
2014-05-02,4048270
2014-05-05,4655822
2014-05-06,4585112
2014-05-07,5605346
2014-05-08,7965266
2014-05-09,4817094
2014-05-12,6636942
2014-05-13,4530112
2014-05-14,6283330
2014-05-15,6039798
2014-05-16,5377026
2014-05-19,4682142
2014-05-20,5921378
2014-05-21,4671898
2014-05-22,4866302
2014-05-23,7335230
2014-05-27,6698076
2014-05-28,4749234
2014-05-29,3987550
2014-05-30,5192378
2014-06-02,3826488
2014-06-03,6793492
2014-06-04,7356868
2014-06-05,7345504
2014-06-06,6637666
2014-06-09,5028680
2014-06-10,5152844
2014-06-11,9249944
2014-06-12,6330580
2014-06-13,7712158
2014-06-16,6531480
2014-06-17,6122274
2014-06-18,9852222
2014-06-19,4977664
2014-06-20,11385672
2014-06-23,9069278
2014-06-24,7616964
2014-06-25,7172136
2014-06-26,10522660
2014-06-27,18142240
2014-06-30,8538802
2014-07-01,7129814
2014-07-02,5577522
2014-07-03,4568500
2014-07-07,5464806
2014-07-08,8056876
2014-07-09,7048542
2014-07-10,6356956
2014-07-11,5767520
2014-07-14,5503306
2014-07-15,6547966
2014-07-16,7463878
2014-07-17,7462670
2014-07-18,6074414
2014-07-21,4222964
2014-07-22,5035986
2014-07-23,4103962
2014-07-24,8030262
2014-07-25,4540920
2014-07-28,4065216
2014-07-29,4669634
2014-07-30,9058332
2014-07-31,7797748
2014-08-01,5825772
2014-08-04,4839350
2014-08-05,4866202
2014-08-06,5074324
2014-08-07,6756694
2014-08-08,6726000
2014-08-11,7848616
2014-08-12,9142328
2014-08-13,6400460
2014-08-14,3934930
2014-08-15,4498524
2014-08-18,5697360
2014-08-19,4424066
2014-08-20,3965796
2014-08-21,4001828
2014-08-22,5807376
2014-08-25,5086628
2014-08-26,5218934
2014-08-27,3687566
2014-08-28,5169126
2014-08-29,6422960
2014-09-02,8164366
2014-09-03,4419754
2014-09-04,6030362
2014-09-05,12380650
2014-09-08,11729654
2014-09-09,8125190
2014-09-10,6742670
2014-09-11,7462444
2014-09-12,5926258
2014-09-15,6731534
2014-09-16,9393364
2014-09-17,7443272
2014-09-18,6393816
2014-09-19,19706420
2014-09-22,8145064
2014-09-23,6046870
2014-09-24,6768768
2014-09-25,14138328
2014-09-26,35108796
2014-09-29,14850956
2014-09-30,11584526
2014-10-01,9472554
2014-10-02,8744190
2014-10-03,8798778
2014-10-06,7031214
2014-10-07,5486754
2014-10-08,7481288
2014-10-09,7463072
2014-10-10,9048282
2014-10-13,8010426
2014-10-14,9854322
2014-10-15,17572044
2014-10-16,13643924
2014-10-17,11407164
2014-10-20,6746026
2014-10-21,6469338
2014-10-22,7089024
2014-10-23,6191882
2014-10-24,4932098
2014-10-27,5819342
2014-10-28,6358432
2014-10-29,4999730
2014-10-30,4585130
2014-10-31,6463600
2014-11-03,4863412
2014-11-04,4441432
2014-11-05,6513814
2014-11-06,5482034
2014-11-07,4909792
2014-11-10,5898124
2014-11-11,4563148
2014-11-12,5018404
2014-11-13,5417346
2014-11-14,6406754
2014-11-17,5930934
2014-11-18,4803484
2014-11-19,4586090
2014-11-20,4822390
2014-11-21,7016488
2014-11-24,5081522
2014-11-25,6177120
2014-11-26,3948758
2014-11-28,3609490
2014-12-01,5139102
2014-12-02,4383926
2014-12-03,3792700
2014-12-04,4128228
2014-12-05,3408244
2014-12-08,5158048
2014-12-09,6003768
2014-12-10,6457796
2014-12-11,8723644
2014-12-12,8263384
2014-12-15,10152694
2014-12-16,14614484
2014-12-17,11205120
2014-12-18,18960746
2014-12-19,27001968
2014-12-22,7662188
2014-12-23,5252446
2014-12-24,2441210
2014-12-26,3144718
2014-12-29,4017734
2014-12-30,4146858
2014-12-31,4697456
2015-01-02,4985756
2015-01-05,6889172
2015-01-06,7576058
2015-01-07,7256056
2015-01-08,5997244
2015-01-09,4688920
2015-01-12,5630866
2015-01-13,6182188
2015-01-14,6750368
2015-01-15,4234950
2015-01-16,8769998
2015-01-20,9403824
2015-01-21,5854060
2015-01-22,6952332
2015-01-23,6781006
2015-01-26,4964092
2015-01-27,6696864
2015-01-28,6402676
2015-01-29,6802386
2015-01-30,8106318
2015-02-02,8056556
2015-02-03,7940116
2015-02-04,7187314
2015-02-05,5754348
2015-02-06,7381798
2015-02-09,7339396
2015-02-10,7694606
2015-02-11,8540992
2015-02-12,11855786
2015-02-13,7695562
2015-02-17,7370956
2015-02-18,8143716
2015-02-19,6605232
2015-02-20,7397950
2015-02-23,4622226
2015-02-24,5239428
2015-02-25,7053554
2015-02-26,5934942
2015-02-27,7118676
2015-03-02,11024948
2015-03-03,7038466
2015-03-04,4853074
2015-03-05,6633694
2015-03-06,7174696
2015-03-09,5938868
2015-03-10,7095986
2015-03-11,7484130
2015-03-12,5809796
2015-03-13,7396106
2015-03-16,8497008
2015-03-17,6408236
2015-03-18,8855660
2015-03-19,13536086
2015-03-20,29779820
2015-03-23,10471888
2015-03-24,7598814
2015-03-25,8133494
2015-03-26,9479732
2015-03-27,4403500
2015-03-30,5435458
2015-03-31,6309234
2015-04-01,6605356
2015-04-02,3840442
2015-04-06,5027514
2015-04-07,3993638
2015-04-08,6522368
2015-04-09,5300988
2015-04-10,5918122
2015-04-13,7313732
2015-04-14,4770844
2015-04-15,5716284
2015-04-16,4103938
2015-04-17,6049532
2015-04-20,6208572
2015-04-21,5125302
2015-04-22,3905790
2015-04-23,4668126
2015-04-24,4333902
2015-04-27,5158348
2015-04-28,6031624
2015-04-29,5395124
2015-04-30,6496960
2015-05-01,6683498
2015-05-04,4557780
2015-05-05,5104504
2015-05-06,5396500
2015-05-07,5526328
2015-05-08,5534780
2015-05-11,5339820
2015-05-12,4676460
2015-05-13,4508286
2015-05-14,5433374
2015-05-15,7865296
2015-05-18,5045232
2015-05-19,5971288
2015-05-20,5400302
2015-05-21,5455100
2015-05-22,5654776
2015-05-26,5691368
2015-05-27,8896744
2015-05-28,5781666
2015-05-29,5562280
2015-06-01,4944150
2015-06-02,4974676
2015-06-03,4766704
2015-06-04,4467168
2015-06-05,3791746
2015-06-08,4314090
2015-06-09,3476844
2015-06-10,6270398
2015-06-11,6178028
2015-06-12,4133038
2015-06-15,4901994
2015-06-16,5034098
2015-06-17,4072494
2015-06-18,5690530
2015-06-19,7285558
2015-06-22,4186666
2015-06-23,5934286
2015-06-24,5056198
2015-06-25,10811370
2015-06-26,20287620
2015-06-29,9004902
2015-06-30,7531108
2015-07-01,5923952
2015-07-02,5900022
2015-07-06,4991324
2015-07-07,7207070
2015-07-08,6733634
2015-07-09,6168402
2015-07-10,5160156
2015-07-13,5047642
2015-07-14,5561468
2015-07-15,5017136
2015-07-16,4335714
2015-07-17,4545314
2015-07-20,5978202
2015-07-21,4626320
2015-07-22,5954128
2015-07-23,6714788
2015-07-24,5967242
2015-07-27,6648060
2015-07-28,6948236
2015-07-29,6839892
2015-07-30,5594062
2015-07-31,5078650
2015-08-03,4991998
2015-08-04,5228992
2015-08-05,6853064
2015-08-06,6211466
2015-08-07,5907890
2015-08-10,4613264
2015-08-11,5107412
2015-08-12,7174684
2015-08-13,5907732
2015-08-14,4686134
2015-08-17,3917460
2015-08-18,3671450
2015-08-19,6216434
2015-08-20,6527500
2015-08-21,15877724
2015-08-24,19821264
2015-08-25,13513908
2015-08-26,15121422
2015-08-27,13022564
2015-08-28,7498608
2015-08-31,7060338
2015-09-01,9317826
2015-09-02,8524274
2015-09-03,6052048
2015-09-04,7094886
2015-09-08,5494640
2015-09-09,6289910
2015-09-10,7336658
2015-09-11,5585888
2015-09-14,6833144
2015-09-15,7692438
2015-09-16,8103436
2015-09-17,7959186
2015-09-18,18582418
2015-09-21,8738558
2015-09-22,7552366
2015-09-23,9037274
2015-09-24,12371474
2015-09-25,36921818
2015-09-28,16439074
2015-09-29,14404776
2015-09-30,9414022
2015-10-01,8928146
2015-10-02,9043032
2015-10-05,9646434
2015-10-06,7619826
2015-10-07,10217398
2015-10-08,7251734
2015-10-09,6924618
2015-10-12,5210244
2015-10-13,5875504
2015-10-14,6489234
2015-10-15,10711806
2015-10-16,9320992
2015-10-19,12539754
2015-10-20,9070892
2015-10-21,5503998
2015-10-22,9281590
2015-10-23,10513112
2015-10-26,6857340
2015-10-27,6106942
2015-10-28,7083934
2015-10-29,4922036
2015-10-30,7202014
2015-11-02,6108326
2015-11-03,5222332
2015-11-04,5189638
2015-11-05,5058250
2015-11-06,4837408
2015-11-09,6176228
2015-11-10,5285974
2015-11-11,8568170
2015-11-12,9335114
2015-11-13,16297706
2015-11-16,9132920
2015-11-17,10571874
2015-11-18,10541054
2015-11-19,8227244
2015-11-20,18873780
2015-11-23,7098912
2015-11-24,5276536
2015-11-25,6989012
2015-11-27,4527834
2015-11-30,8490124
2015-12-01,6796980
2015-12-02,7908734
2015-12-03,10649740
2015-12-04,7410410
2015-12-07,6189962
2015-12-08,5605710
2015-12-09,7442890
2015-12-10,5682544
2015-12-11,8276024
2015-12-14,7958496
2015-12-15,6869524
2015-12-16,7542148
2015-12-17,7400800
2015-12-18,13804660
2015-12-21,8972684
2015-12-22,17218398
2015-12-23,57319300
2015-12-24,13890843
2015-12-28,8786830
2015-12-29,6708638
2015-12-30,5817947
2015-12-31,6454656
2016-01-04,11575890
2016-01-05,9220645
2016-01-06,6551556
2016-01-07,10881313
2016-01-08,11191253
2016-01-11,12824968
2016-01-12,8292167
2016-01-13,9900529
2016-01-14,9900907
2016-01-15,12163037
2016-01-19,9351884
2016-01-20,16230430
2016-01-21,16117707
2016-01-22,8242169
2016-01-25,10360004
2016-01-26,7999028
2016-01-27,8554058
2016-01-28,10202437
2016-01-29,10420337
