time_captured,NKE_Volume
2016-02-01,8176628
2016-02-02,9161614
2016-02-03,7213285
2016-02-04,10417579
2016-02-05,14415858
2016-02-08,21186545
2016-02-09,10718112
2016-02-10,13373823
2016-02-11,13027175
2016-02-12,10215294
2016-02-16,8005938
2016-02-17,10315424
2016-02-18,9658595
2016-02-19,10021123
2016-02-22,10692010
2016-02-23,7467312
2016-02-24,10382475
2016-02-25,8296353
2016-02-26,8884838
2016-02-29,7705423
2016-03-01,7417685
2016-03-02,8455663
2016-03-03,7923058
2016-03-04,7278258
2016-03-07,12820353
2016-03-08,9280816
2016-03-09,12758395
2016-03-10,9399297
2016-03-11,8565600
2016-03-14,7090087
2016-03-15,6188824
2016-03-16,7009940
2016-03-17,9863952
2016-03-18,13173880
2016-03-21,13400066
2016-03-22,16142642
2016-03-23,26952839
2016-03-24,12209129
2016-03-28,7897489
2016-03-29,7419347
2016-03-30,7849876
2016-03-31,7851670
2016-04-01,7554201
2016-04-04,16509803
2016-04-05,7550182
2016-04-06,10195236
2016-04-07,7083254
2016-04-08,8757176
2016-04-11,12582168
2016-04-12,12436241
2016-04-13,10625390
2016-04-14,7784628
2016-04-15,7642977
2016-04-18,6059819
2016-04-19,6552738
2016-04-20,6482565
2016-04-21,7152097
2016-04-22,8293524
2016-04-25,6087724
2016-04-26,5573402
2016-04-27,8036522
2016-04-28,5999107
2016-04-29,8083435
2016-05-02,8624519
2016-05-03,7913250
2016-05-04,6446986
2016-05-05,7816089
2016-05-06,7154650
2016-05-09,5604836
2016-05-10,7544692
2016-05-11,12772171
2016-05-12,8079701
2016-05-13,7358399
2016-05-16,8040312
2016-05-17,7609650
2016-05-18,11430764
2016-05-19,9016363
2016-05-20,13588405
2016-05-23,7742942
2016-05-24,11039550
2016-05-25,9920328
2016-05-26,9061835
2016-05-27,8524854
2016-05-31,14233551
2016-06-01,28409319
2016-06-02,13901685
2016-06-03,17265816
2016-06-06,13808332
2016-06-07,13333980
2016-06-08,12068525
2016-06-09,11609794
2016-06-10,12183598
2016-06-13,8582181
2016-06-14,9585598
2016-06-15,7498386
2016-06-16,14456484
2016-06-17,11007105
2016-06-20,8429371
2016-06-21,8278214
2016-06-22,7019646
2016-06-23,11219782
2016-06-24,18481189
2016-06-27,15374062
2016-06-28,20837781
2016-06-29,36084771
2016-06-30,17350521
2016-07-01,9285096
2016-07-05,10256124
2016-07-06,7863399
2016-07-07,6947979
2016-07-08,8645942
2016-07-11,8122521
2016-07-12,11164368
2016-07-13,9126459
2016-07-14,7488355
2016-07-15,9225206
2016-07-18,6478896
2016-07-19,7442696
2016-07-20,5872418
2016-07-21,8317259
2016-07-22,8614746
2016-07-25,7256291
2016-07-26,8546691
2016-07-27,10295407
2016-07-28,9574064
2016-07-29,6353444
2016-08-01,6268392
2016-08-02,7145600
2016-08-03,9687312
2016-08-04,8678103
2016-08-05,7512502
2016-08-08,6306977
2016-08-09,8044357
2016-08-10,6881449
2016-08-11,9539467
2016-08-12,5393354
2016-08-15,4836335
2016-08-16,4901794
2016-08-17,7340541
2016-08-18,6043620
2016-08-19,15987096
2016-08-22,8265962
2016-08-23,8222759
2016-08-24,11379038
2016-08-25,8713898
2016-08-26,9994300
2016-08-29,5831027
2016-08-30,6344565
2016-08-31,7723638
2016-09-01,8224952
2016-09-02,6880533
2016-09-06,9771751
2016-09-07,7536144
2016-09-08,12741924
2016-09-09,11310403
2016-09-12,7470941
2016-09-13,7359422
2016-09-14,7621197
2016-09-15,6316251
2016-09-16,11715439
2016-09-19,7671328
2016-09-20,8562999
2016-09-21,8041695
2016-09-22,8052393
2016-09-23,8921732
2016-09-26,11629568
2016-09-27,17945212
2016-09-28,33213008
2016-09-29,16993949
2016-09-30,12940220
2016-10-03,7632543
2016-10-04,10737412
2016-10-05,7244125
2016-10-06,9391723
2016-10-07,8407084
2016-10-10,5469323
2016-10-11,9203523
2016-10-12,9301264
2016-10-13,8425755
2016-10-14,7133784
2016-10-17,7904002
2016-10-18,6805166
2016-10-19,6998963
2016-10-20,6590489
2016-10-21,9161003
2016-10-24,7578184
2016-10-25,14975302
2016-10-26,12401117
2016-10-27,7939188
2016-10-28,9096719
2016-10-31,17931262
2016-11-01,14100431
2016-11-02,10775938
2016-11-03,7678690
2016-11-04,9925196
2016-11-07,8358692
2016-11-08,8111362
2016-11-09,9058575
2016-11-10,12316075
2016-11-11,6300607
2016-11-14,8063943
2016-11-15,9299754
2016-11-16,6760291
2016-11-17,7641504
2016-11-18,7461602
2016-11-21,5357204
2016-11-22,5228142
2016-11-23,4148968
2016-11-25,2736767
2016-11-28,8602118
2016-11-29,6065682
2016-11-30,8198418
2016-12-01,7610063
2016-12-02,6933279
2016-12-05,12031170
2016-12-06,12496332
2016-12-07,10412638
2016-12-08,9260850
2016-12-09,5869828
2016-12-12,11459541
2016-12-13,11442327
2016-12-14,8012783
2016-12-15,9567532
2016-12-16,13984850
2016-12-19,9451738
2016-12-20,15984083
2016-12-21,23236380
2016-12-22,11798871
2016-12-23,9360816
2016-12-27,8175000
2016-12-28,6318040
2016-12-29,4680840
2016-12-30,7384258
2017-01-03,13295607
2017-01-04,13759473
2017-01-05,8682193
2017-01-06,12532449
2017-01-09,8835265
2017-01-10,8041852
2017-01-11,8208307
2017-01-12,7368654
2017-01-13,6694367
2017-01-17,9888451
2017-01-18,6743094
2017-01-19,8320612
2017-01-20,7861047
2017-01-23,7025715
2017-01-24,6321310
2017-01-25,6675011
2017-01-26,6202005
2017-01-27,7362028
2017-01-30,9770763
2017-01-31,12342873
2017-02-01,8810937
2017-02-02,7874179
2017-02-03,8850416
2017-02-06,7355182
2017-02-07,6446876
2017-02-08,9281071
2017-02-09,14345385
2017-02-10,14973383
2017-02-13,7679800
2017-02-14,8891430
2017-02-15,6651971
2017-02-16,8374192
2017-02-17,12637964
2017-02-21,10955030
2017-02-22,10914088
2017-02-23,12316307
2017-02-24,9684469
2017-02-27,4375653
2017-02-28,7951315
2017-03-01,8558904
2017-03-02,6438361
2017-03-03,9192475
2017-03-06,6896754
2017-03-07,7124445
2017-03-08,7604792
2017-03-09,6165660
2017-03-10,8882395
2017-03-13,7235882
2017-03-14,9286917
2017-03-15,10067524
2017-03-16,9894955
2017-03-17,10791471
2017-03-20,13352530
2017-03-21,15269827
2017-03-22,37413372
2017-03-23,23848344
2017-03-24,14438573
2017-03-27,8663611
2017-03-28,7823943
2017-03-29,7456208
2017-03-30,7210468
2017-03-31,5905639
2017-04-03,7088838
2017-04-04,8843296
2017-04-05,7722093
2017-04-06,6692225
2017-04-07,6078250
2017-04-10,5472680
2017-04-11,4348643
2017-04-12,8504108
2017-04-13,5282110
2017-04-17,7688742
2017-04-18,5651118
2017-04-19,5947674
2017-04-20,6867130
2017-04-21,6055624
2017-04-24,10777733
2017-04-25,8970970
2017-04-26,10936009
2017-04-27,8557987
2017-04-28,6437731
2017-05-01,4881442
2017-05-02,7363616
2017-05-03,9474727
2017-05-04,6830628
2017-05-05,13379949
2017-05-08,8728121
2017-05-09,6441208
2017-05-10,5823023
2017-05-11,6499597
2017-05-12,5606253
2017-05-15,8201722
2017-05-16,14562678
2017-05-17,18341473
2017-05-18,22576489
2017-05-19,20047766
2017-05-22,13671543
2017-05-23,11087298
2017-05-24,9404281
2017-05-25,7627454
2017-05-26,5921314
2017-05-30,8039561
2017-05-31,8938801
2017-06-01,13352101
2017-06-02,18511169
2017-06-05,5748870
2017-06-06,8923047
2017-06-07,7438258
2017-06-08,7785615
2017-06-09,8347402
2017-06-12,9180135
2017-06-13,8720065
2017-06-14,6783933
2017-06-15,16041068
2017-06-16,25725453
2017-06-19,11265315
2017-06-20,10676464
2017-06-21,13021697
2017-06-22,10660744
2017-06-23,8522404
2017-06-26,7966219
2017-06-27,7873136
2017-06-28,7527220
2017-06-29,14801866
2017-06-30,46552954
2017-07-03,9910021
2017-07-05,16166954
2017-07-06,9035661
2017-07-07,8145436
2017-07-10,8942398
2017-07-11,7222995
2017-07-12,7243119
2017-07-13,8108634
2017-07-14,6345279
2017-07-17,6885045
2017-07-18,4922455
2017-07-19,4451101
2017-07-20,11915546
2017-07-21,11048297
2017-07-24,7498860
2017-07-25,5157123
2017-07-26,5529498
2017-07-27,8259947
2017-07-28,5112825
2017-07-31,6225907
2017-08-01,9051700
2017-08-02,4468121
2017-08-03,5677172
2017-08-04,4105953
2017-08-07,4066712
2017-08-08,5586439
2017-08-09,5310944
2017-08-10,5585115
2017-08-11,4979994
2017-08-14,5899971
2017-08-15,8913041
2017-08-16,5489569
2017-08-17,9148637
2017-08-18,22905183
2017-08-21,14289253
2017-08-22,8212816
2017-08-23,6409366
2017-08-24,5461911
2017-08-25,6416622
2017-08-28,5269393
2017-08-29,12539931
2017-08-30,7434491
2017-08-31,7728916
2017-09-01,5509805
2017-09-05,6689126
2017-09-06,7407562
2017-09-07,6905762
2017-09-08,8563283
2017-09-11,8649915
2017-09-12,7823691
2017-09-13,6085952
2017-09-14,7497401
2017-09-15,10046827
2017-09-18,8166438
2017-09-19,14707174
2017-09-20,7058002
2017-09-21,8065367
2017-09-22,10962392
2017-09-25,12262360
2017-09-26,16183717
2017-09-27,36088002
2017-09-28,11334704
2017-09-29,12189882
2017-10-02,7516205
2017-10-03,8126729
2017-10-04,8204280
2017-10-05,5287422
2017-10-06,5360267
2017-10-09,6875105
2017-10-10,8372726
2017-10-11,833886
2017-10-12,10658445
2017-10-13,16227948
2017-10-16,9299326
2017-10-17,9492675
2017-10-18,10890257
2017-10-19,12568217
2017-10-20,13020916
2017-10-23,12242580
2017-10-24,14767595
2017-10-25,24804028
2017-10-26,22185144
2017-10-27,12801783
2017-10-30,10169401
2017-10-31,9794845
2017-11-01,7544505
2017-11-02,7250343
2017-11-03,9448203
2017-11-06,9332236
2017-11-07,7774698
2017-11-08,7079371
2017-11-09,10958474
2017-11-10,7535726
2017-11-13,10106079
2017-11-14,5037465
2017-11-15,6610545
2017-11-16,8233261
2017-11-17,15475465
2017-11-20,8480580
2017-11-21,9057784
2017-11-22,8501289
2017-11-24,3400441
2017-11-27,7891587
2017-11-28,8665270
2017-11-29,12022818
2017-11-30,12551210
2017-12-01,10113675
2017-12-04,7513232
2017-12-05,8862852
2017-12-06,7862151
2017-12-07,6113277
2017-12-08,6065231
2017-12-11,9017814
2017-12-12,7358001
2017-12-13,16072573
2017-12-14,13055089
2017-12-15,15659278
2017-12-18,12651962
2017-12-19,8212457
2017-12-20,12468576
2017-12-21,14352349
2017-12-22,20414195
2017-12-26,4563475
2017-12-27,8959745
2017-12-28,3987151
2017-12-29,5222115
