time_captured,02_on_raw_accX
1970-01-01 00:00:00.000000446,-160.308
1970-01-01 00:00:00.000000447,1148.63
1970-01-01 00:00:00.000000448,917.44
1970-01-01 00:00:00.000000449,225.822
1970-01-01 00:00:00.000000450,-595.36
1970-01-01 00:00:00.000000451,-600.118
1970-01-01 00:00:00.000000452,-331.596
1970-01-01 00:00:00.000000453,-429.928
1970-01-01 00:00:00.000000454,-558.028
1970-01-01 00:00:00.000000455,-243.878
1970-01-01 00:00:00.000000456,1200.846
1970-01-01 00:00:00.000000457,1002.474
1970-01-01 00:00:00.000000458,99.43
1970-01-01 00:00:00.000000459,-688.568
1970-01-01 00:00:00.000000460,-663.558
1970-01-01 00:00:00.000000461,-271.938
1970-01-01 00:00:00.000000462,-413.58
1970-01-01 00:00:00.000000463,-605.73
1970-01-01 00:00:00.000000464,-218.624
1970-01-01 00:00:00.000000465,466.528
1970-01-01 00:00:00.000000466,1113.616
1970-01-01 00:00:00.000000467,-6.954
1970-01-01 00:00:00.000000468,-1064.206
1970-01-01 00:00:00.000000469,-760.792
1970-01-01 00:00:00.000000470,-118.706
1970-01-01 00:00:00.000000471,-438.834
1970-01-01 00:00:00.000000472,-448.96
1970-01-01 00:00:00.000000473,-208.01
1970-01-01 00:00:00.000000474,634.156
1970-01-01 00:00:00.000000475,1268.19
1970-01-01 00:00:00.000000476,144.936
1970-01-01 00:00:00.000000477,-1139.846
1970-01-01 00:00:00.000000478,-735.782
1970-01-01 00:00:00.000000479,-356.24
1970-01-01 00:00:00.000000480,-509.106
1970-01-01 00:00:00.000000481,-276.574
1970-01-01 00:00:00.000000482,-233.386
1970-01-01 00:00:00.000000483,698.328
1970-01-01 00:00:00.000000484,1263.432
1970-01-01 00:00:00.000000485,-213.866
1970-01-01 00:00:00.000000486,-1063.108
1970-01-01 00:00:00.000000487,-469.822
1970-01-01 00:00:00.000000488,-298.778
1970-01-01 00:00:00.000000489,-499.834
1970-01-01 00:00:00.000000490,-169.946
1970-01-01 00:00:00.000000491,-42.7
