time_captured,MCD_Low
2011-01-12,73.46
2011-01-13,72.46
2011-01-14,72.14
2011-01-18,74.31
2011-01-19,74.75
2011-01-20,74.68
2011-01-21,74.64
2011-01-24,74.15
2011-01-25,75.0
2011-01-26,75.15
2011-01-27,74.34
2011-01-28,73.05
2011-01-31,73.35
2011-02-01,73.2
2011-02-02,73.08
2011-02-03,73.81
2011-02-04,73.64
2011-02-07,73.3
2011-02-08,74.2
2011-02-09,75.18
2011-02-10,75.53
2011-02-11,75.51
2011-02-14,75.83
2011-02-15,75.8
2011-02-16,75.76
2011-02-17,75.7
2011-02-18,75.37
2011-02-22,75.52
2011-02-23,74.59
2011-02-24,74.55
2011-02-25,74.42
2011-02-28,74.51
2011-03-01,74.71
2011-03-02,73.64
2011-03-03,75.17
2011-03-04,75.56
2011-03-07,75.94
2011-03-08,74.97
2011-03-09,75.2
2011-03-10,75.29
2011-03-11,76.0
2011-03-14,75.46
2011-03-15,74.34
2011-03-16,73.17
2011-03-17,73.12
2011-03-18,72.89
2011-03-21,73.38
2011-03-22,73.53
2011-03-23,73.67
2011-03-24,74.49
2011-03-25,74.76
2011-03-28,75.0
2011-03-29,74.87
2011-03-30,75.46
2011-03-31,75.76
2011-04-01,75.87
2011-04-04,76.14
2011-04-05,75.97
2011-04-06,76.46
2011-04-07,75.66
2011-04-08,75.78
2011-04-11,76.0
2011-04-12,75.83
2011-04-13,76.5
2011-04-14,76.45
2011-04-15,76.66
2011-04-18,76.4
2011-04-19,76.44
2011-04-20,77.17
2011-04-21,76.5
2011-04-25,76.54
2011-04-26,76.55
2011-04-27,77.01
2011-04-28,77.52
2011-04-29,77.77
2011-05-02,78.35
2011-05-03,78.51
2011-05-04,78.82
2011-05-05,78.2
2011-05-06,78.65
2011-05-09,79.08
2011-05-10,79.27
2011-05-11,79.17
2011-05-12,79.11
2011-05-13,80.38
2011-05-16,80.44
2011-05-17,80.44
2011-05-18,80.73
2011-05-19,81.37
2011-05-20,81.99
2011-05-23,81.49
2011-05-24,82.41
2011-05-25,82.51
2011-05-26,82.2
2011-05-27,81.27
2011-05-31,81.28
2011-06-01,80.98
2011-06-02,80.46
2011-06-03,80.01
2011-06-06,80.43
2011-06-07,80.96
2011-06-08,80.0
2011-06-09,80.62
2011-06-10,80.28
2011-06-13,80.39
2011-06-14,80.8
2011-06-15,81.11
2011-06-16,80.9
2011-06-17,81.85
2011-06-20,82.11
2011-06-21,82.49
2011-06-22,82.48
2011-06-23,81.4
2011-06-24,81.72
2011-06-27,81.51
2011-06-28,82.42
2011-06-29,84.1
2011-06-30,84.24
2011-07-01,84.15
2011-07-05,85.33
2011-07-06,85.3
2011-07-07,85.66
2011-07-08,85.25
2011-07-11,85.1
2011-07-12,84.97
2011-07-13,84.81
2011-07-14,85.56
2011-07-15,84.92
2011-07-18,85.15
2011-07-19,85.56
2011-07-20,85.9
2011-07-21,86.02
2011-07-22,88.44
2011-07-25,87.78
2011-07-26,87.83
2011-07-27,87.08
2011-07-28,86.67
2011-07-29,85.82
2011-08-01,85.6
2011-08-02,85.03
2011-08-03,85.0
2011-08-04,84.25
2011-08-05,82.75
2011-08-08,82.01
2011-08-09,82.57
2011-08-10,83.61
2011-08-11,84.44
2011-08-12,85.78
2011-08-15,85.76
2011-08-16,85.68
2011-08-17,86.44
2011-08-18,84.68
2011-08-19,85.82
2011-08-22,87.33
2011-08-23,87.75
2011-08-24,88.54
2011-08-25,88.36
2011-08-26,87.83
2011-08-29,90.07
2011-08-30,90.1
2011-08-31,90.02
2011-09-01,90.03
2011-09-02,89.01
2011-09-06,87.07
2011-09-07,88.62
2011-09-08,88.61
2011-09-09,83.65
2011-09-12,84.16
2011-09-13,85.17
2011-09-14,85.44
2011-09-15,87.37
2011-09-16,88.04
2011-09-19,87.54
2011-09-20,89.0
2011-09-21,87.48
2011-09-22,85.1
2011-09-23,85.75
2011-09-26,86.73
2011-09-27,89.4
2011-09-28,87.98
2011-09-29,87.38
2011-09-30,87.81
2011-10-03,86.0
2011-10-04,83.74
2011-10-05,84.9
2011-10-06,86.07
2011-10-07,86.59
2011-10-10,87.61
2011-10-11,88.46
2011-10-12,88.03
2011-10-13,88.28
2011-10-14,89.14
2011-10-17,88.51
2011-10-18,88.2
2011-10-19,89.31
2011-10-20,88.38
2011-10-21,91.09
2011-10-24,91.4
2011-10-25,91.45
2011-10-26,90.87
2011-10-27,92.01
2011-10-28,92.49
2011-10-31,92.78
2011-11-01,91.71
2011-11-02,91.67
2011-11-03,92.28
2011-11-04,92.3
2011-11-07,93.22
2011-11-08,93.84
2011-11-09,92.35
2011-11-10,92.59
2011-11-11,93.86
2011-11-14,93.86
2011-11-15,93.7
2011-11-16,93.07
2011-11-17,91.72
2011-11-18,92.19
2011-11-21,91.22
2011-11-22,91.81
2011-11-23,91.7
2011-11-25,91.8
2011-11-28,93.07
2011-11-29,93.11
2011-11-30,94.64
2011-12-01,95.22
2011-12-02,95.32
2011-12-05,95.08
2011-12-06,94.82
2011-12-07,95.5
2011-12-08,96.72
2011-12-09,97.62
2011-12-12,97.2
2011-12-13,97.76
2011-12-14,97.16
2011-12-15,97.86
2011-12-16,97.08
2011-12-19,96.98
2011-12-20,97.93
2011-12-21,98.7
2011-12-22,98.55
2011-12-23,98.76
2011-12-27,100.0
2011-12-28,99.46
2011-12-29,99.6
2011-12-30,100.06
2012-01-03,98.75
2012-01-04,98.76
2012-01-05,98.68
2012-01-06,99.87
2012-01-09,99.51
2012-01-10,99.35
2012-01-11,99.35
2012-01-12,100.07
2012-01-13,99.61
2012-01-17,100.05
2012-01-18,100.74
2012-01-19,100.7
2012-01-20,101.27
2012-01-23,100.04
2012-01-24,98.41
2012-01-25,98.05
2012-01-26,98.69
2012-01-27,98.35
2012-01-30,97.7
2012-01-31,98.25
2012-02-01,98.36
2012-02-02,98.26
2012-02-03,99.04
2012-02-06,99.34
2012-02-07,99.56
2012-02-08,99.6
2012-02-09,99.7
2012-02-10,98.94
2012-02-13,99.28
2012-02-14,98.95
2012-02-15,98.31
2012-02-16,98.36
2012-02-17,99.41
2012-02-21,100.0
2012-02-22,100.15
2012-02-23,100.4
2012-02-24,100.05
2012-02-27,99.5
2012-02-28,99.5
2012-02-29,99.26
2012-03-01,99.14
2012-03-02,98.96
2012-03-05,98.84
2012-03-06,99.1
2012-03-07,99.54
2012-03-08,96.46
2012-03-09,96.53
2012-03-12,96.58
2012-03-13,96.37
2012-03-14,96.68
2012-03-15,97.15
2012-03-16,97.57
2012-03-19,97.32
2012-03-20,97.07
2012-03-21,96.72
2012-03-22,95.77
2012-03-23,95.13
2012-03-26,96.1
2012-03-27,97.07
2012-03-28,97.06
2012-03-29,96.93
2012-03-30,97.76
2012-04-02,97.68
2012-04-03,98.3
2012-04-04,97.15
2012-04-05,97.07
2012-04-09,97.64
2012-04-10,97.31
2012-04-11,97.5
2012-04-12,97.35
2012-04-13,96.96
2012-04-16,96.32
2012-04-17,96.91
2012-04-18,97.02
2012-04-19,94.13
2012-04-20,95.66
2012-04-23,94.84
2012-04-24,94.15
2012-04-25,94.78
2012-04-26,94.94
2012-04-27,95.8
2012-04-30,97.09
2012-05-01,97.13
2012-05-02,96.9
2012-05-03,96.79
2012-05-04,95.75
2012-05-07,95.2
2012-05-08,92.97
2012-05-09,91.56
2012-05-10,91.73
2012-05-11,91.67
2012-05-14,90.66
2012-05-15,90.85
2012-05-16,90.98
2012-05-17,89.5
2012-05-18,89.69
2012-05-21,89.89
2012-05-22,91.0
2012-05-23,90.67
2012-05-24,90.83
2012-05-25,90.8
2012-05-29,90.26
2012-05-30,89.85
2012-05-31,89.26
2012-06-01,86.5
2012-06-04,86.01
2012-06-05,86.01
2012-06-06,87.44
2012-06-07,88.01
2012-06-08,85.92
2012-06-11,86.59
2012-06-12,86.67
2012-06-13,86.88
2012-06-14,88.12
2012-06-15,89.73
2012-06-18,89.92
2012-06-19,89.21
2012-06-20,88.16
2012-06-21,87.53
2012-06-22,87.98
2012-06-25,87.7
2012-06-26,88.55
2012-06-27,88.04
2012-06-28,87.38
2012-06-29,88.06
2012-07-02,87.65
2012-07-03,87.95
2012-07-05,88.7
2012-07-06,89.11
2012-07-09,89.33
2012-07-10,89.65
2012-07-11,89.0
2012-07-12,89.19
2012-07-13,92.07
2012-07-16,91.5
2012-07-17,91.21
2012-07-18,91.0
2012-07-19,92.05
2012-07-20,91.4
2012-07-23,88.25
2012-07-24,87.62
2012-07-25,87.84
2012-07-26,88.59
2012-07-27,88.65
2012-07-30,89.12
2012-07-31,88.81
2012-08-01,89.3
2012-08-02,88.56
2012-08-03,89.29
2012-08-06,89.5
2012-08-07,88.97
2012-08-08,86.15
2012-08-09,87.09
2012-08-10,87.2
2012-08-13,87.72
2012-08-14,87.92
2012-08-15,87.75
2012-08-16,87.44
2012-08-17,87.28
2012-08-20,87.16
2012-08-21,88.05
2012-08-22,88.26
2012-08-23,88.13
2012-08-24,88.1
2012-08-27,89.01
2012-08-28,88.96
2012-08-29,89.01
2012-08-30,88.6
2012-08-31,88.9
2012-09-04,88.7
2012-09-05,88.85
2012-09-06,89.56
2012-09-07,90.42
2012-09-10,90.9
2012-09-11,91.17
2012-09-12,90.61
2012-09-13,90.54
2012-09-14,91.47
2012-09-17,91.72
2012-09-18,92.0
2012-09-19,92.76
2012-09-20,92.75
2012-09-21,93.39
2012-09-24,93.16
2012-09-25,92.82
2012-09-26,92.88
2012-09-27,93.12
2012-09-28,90.4
2012-10-01,91.89
2012-10-02,90.72
2012-10-03,90.27
2012-10-04,90.59
2012-10-05,90.7
2012-10-08,90.81
2012-10-09,91.42
2012-10-10,92.36
2012-10-11,92.36
2012-10-12,92.35
2012-10-15,92.65
2012-10-16,93.64
2012-10-17,93.25
2012-10-18,92.61
2012-10-19,88.55
2012-10-22,87.85
2012-10-23,87.32
2012-10-24,87.09
2012-10-25,86.97
2012-10-26,86.62
2012-10-31,86.37
2012-11-01,86.4
2012-11-02,86.76
2012-11-05,86.7
2012-11-06,87.63
2012-11-07,86.7
2012-11-08,84.96
2012-11-09,84.05
2012-11-12,84.6
2012-11-13,84.52
2012-11-14,84.18
2012-11-15,83.61
2012-11-16,83.31
2012-11-19,84.37
2012-11-20,85.1
2012-11-21,85.29
2012-11-23,86.56
2012-11-26,85.8
2012-11-27,85.82
2012-11-28,85.69
2012-11-29,86.1
2012-11-30,85.95
2012-12-03,86.76
2012-12-04,86.27
2012-12-05,86.73
2012-12-06,87.1
2012-12-07,88.2
2012-12-10,89.01
2012-12-11,89.0
2012-12-12,89.2
2012-12-13,88.93
2012-12-14,88.5
2012-12-17,89.01
2012-12-18,89.92
2012-12-19,89.7
2012-12-20,89.45
2012-12-21,89.11
2012-12-24,89.1
2012-12-26,88.39
2012-12-27,87.76
2012-12-28,87.47
2012-12-31,86.81
2013-01-02,89.33
2013-01-03,90.16
2013-01-04,89.67
2013-01-07,89.25
2013-01-08,89.98
2013-01-09,90.36
2013-01-10,91.02
2013-01-11,91.05
2013-01-14,91.43
2013-01-15,90.86
2013-01-16,90.91
2013-01-17,91.31
2013-01-18,91.85
2013-01-22,91.81
2013-01-23,92.25
2013-01-24,93.02
2013-01-25,93.28
2013-01-28,93.64
2013-01-29,94.05
2013-01-30,94.43
2013-01-31,94.46
2013-02-01,95.5
2013-02-04,94.5
2013-02-05,94.51
2013-02-06,94.41
2013-02-07,94.07
2013-02-08,94.36
2013-02-11,94.6
2013-02-12,94.81
2013-02-13,93.48
2013-02-14,93.19
2013-02-15,93.21
2013-02-19,93.77
2013-02-20,93.75
2013-02-21,93.3
2013-02-22,93.85
2013-02-25,95.26
2013-02-26,96.05
2013-02-27,95.11
2013-02-28,95.51
2013-03-01,94.96
2013-03-04,94.87
2013-03-05,95.33
2013-03-06,95.93
2013-03-07,96.64
2013-03-08,98.03
2013-03-11,98.28
2013-03-12,98.53
2013-03-13,98.54
2013-03-14,98.9
2013-03-15,98.82
2013-03-18,98.21
2013-03-19,98.2
2013-03-20,98.59
2013-03-21,98.42
2013-03-22,98.52
2013-03-25,98.12
2013-03-26,98.26
2013-03-27,98.18
2013-03-28,98.67
2013-04-01,98.85
2013-04-02,99.02
2013-04-03,99.06
2013-04-04,99.53
2013-04-05,99.81
2013-04-08,100.85
2013-04-09,100.57
2013-04-10,101.01
2013-04-11,101.34
2013-04-12,101.5
2013-04-15,102.13
2013-04-16,102.02
2013-04-17,102.0
2013-04-18,100.1
2013-04-19,99.45
2013-04-22,98.38
2013-04-23,99.21
2013-04-24,100.09
2013-04-25,100.85
2013-04-26,100.4
2013-04-29,101.15
2013-04-30,101.56
2013-05-01,101.33
2013-05-02,101.12
2013-05-03,102.55
2013-05-06,102.05
2013-05-07,101.79
2013-05-08,100.76
2013-05-09,99.46
2013-05-10,99.4
2013-05-13,99.8
2013-05-14,100.44
2013-05-15,101.3
2013-05-16,100.84
2013-05-17,100.8
2013-05-20,101.24
2013-05-21,101.42
2013-05-22,101.41
2013-05-23,100.35
2013-05-24,99.73
2013-05-28,100.88
2013-05-29,98.28
2013-05-30,96.79
2013-05-31,96.56
2013-06-03,96.57
2013-06-04,97.64
2013-06-05,96.12
2013-06-06,95.16
2013-06-07,97.0
2013-06-10,99.12
2013-06-11,98.07
2013-06-12,98.07
2013-06-13,97.87
2013-06-14,98.23
2013-06-17,98.3
2013-06-18,98.95
2013-06-19,98.53
2013-06-20,96.62
2013-06-21,96.89
2013-06-24,96.02
2013-06-25,97.14
2013-06-26,98.04
2013-06-27,99.13
2013-06-28,98.93
2013-07-01,99.26
2013-07-02,99.39
2013-07-03,99.71
2013-07-05,99.25
2013-07-08,99.55
2013-07-09,99.2
2013-07-10,99.4
2013-07-11,99.76
2013-07-12,100.5
2013-07-15,100.7
2013-07-16,99.47
2013-07-17,99.3
2013-07-18,99.99
2013-07-19,99.53
2013-07-22,97.06
2013-07-23,96.68
2013-07-24,96.3
2013-07-25,96.56
2013-07-26,96.92
2013-07-29,97.39
2013-07-30,97.84
2013-07-31,97.63
2013-08-01,98.32
2013-08-02,98.45
2013-08-05,98.83
2013-08-06,98.37
2013-08-07,98.27
2013-08-08,97.44
2013-08-09,97.07
2013-08-12,97.0
2013-08-13,96.11
2013-08-14,95.64
2013-08-15,95.2
2013-08-16,95.01
2013-08-19,95.05
2013-08-20,95.36
2013-08-21,95.11
2013-08-22,95.21
2013-08-23,94.91
2013-08-26,95.1
2013-08-27,94.01
2013-08-28,95.0
2013-08-29,94.7
2013-08-30,94.14
2013-09-03,94.12
2013-09-04,94.34
2013-09-05,95.08
2013-09-06,95.25
2013-09-09,96.21
2013-09-10,96.5
2013-09-11,96.37
2013-09-12,97.07
2013-09-13,97.13
2013-09-16,97.4
2013-09-17,97.49
2013-09-18,97.64
2013-09-19,97.0
2013-09-20,96.9
2013-09-23,96.82
2013-09-24,96.86
2013-09-25,97.41
2013-09-26,97.79
2013-09-27,97.0
2013-09-30,95.11
2013-10-01,95.85
2013-10-02,94.01
2013-10-03,94.61
2013-10-04,94.4
2013-10-07,94.14
2013-10-08,93.94
2013-10-09,93.14
2013-10-10,93.5
2013-10-11,94.33
2013-10-14,94.18
2013-10-15,93.45
2013-10-16,94.14
2013-10-17,94.65
2013-10-18,94.52
2013-10-21,93.24
2013-10-22,94.21
2013-10-23,93.93
2013-10-24,94.24
2013-10-25,94.36
2013-10-28,94.68
2013-10-29,95.3
2013-10-30,95.73
2013-10-31,96.11
2013-11-01,96.52
2013-11-04,96.83
2013-11-05,97.02
2013-11-06,97.47
2013-11-07,96.78
2013-11-08,96.32
2013-11-11,96.8
2013-11-12,96.85
2013-11-13,97.31
2013-11-14,97.18
2013-11-15,96.4
2013-11-18,96.9
2013-11-19,97.36
2013-11-20,97.18
2013-11-21,97.59
2013-11-22,97.37
2013-11-25,98.65
2013-11-26,98.15
2013-11-27,96.95
2013-11-29,97.08
2013-12-02,96.33
2013-12-03,96.07
2013-12-04,95.36
2013-12-05,95.2
2013-12-06,95.9
2013-12-09,95.45
2013-12-10,95.07
2013-12-11,95.17
2013-12-12,94.04
2013-12-13,94.05
2013-12-16,94.9
2013-12-17,94.27
2013-12-18,94.57
2013-12-19,94.93
2013-12-20,95.34
2013-12-23,96.05
2013-12-24,96.14
2013-12-26,96.63
2013-12-27,96.8
2013-12-30,96.79
2013-12-31,96.63
2014-01-02,96.26
2014-01-03,96.5
2014-01-06,95.52
2014-01-07,96.13
2014-01-08,95.0
2014-01-09,95.25
2014-01-10,95.64
2014-01-13,94.59
2014-01-14,94.8
2014-01-15,95.15
2014-01-16,95.19
2014-01-17,94.77
2014-01-21,95.01
2014-01-22,94.69
2014-01-23,94.5
2014-01-24,94.39
2014-01-27,93.92
2014-01-28,94.1
2014-01-29,92.87
2014-01-30,92.92
2014-01-31,92.95
2014-02-03,92.91
2014-02-04,92.59
2014-02-05,92.22
2014-02-06,93.69
2014-02-07,94.62
2014-02-10,94.52
2014-02-11,94.83
2014-02-12,94.79
2014-02-13,94.5
2014-02-14,95.11
2014-02-18,95.54
2014-02-19,95.46
2014-02-20,95.48
2014-02-21,96.04
2014-02-24,96.24
2014-02-25,95.89
2014-02-26,95.71
2014-02-27,94.65
2014-02-28,94.86
2014-03-03,94.0
2014-03-04,94.86
2014-03-05,94.94
2014-03-06,94.75
2014-03-07,94.97
2014-03-10,94.97
2014-03-11,95.71
2014-03-12,98.15
2014-03-13,97.01
2014-03-14,97.01
2014-03-17,97.46
2014-03-18,97.22
2014-03-19,95.78
2014-03-20,95.81
2014-03-21,95.47
2014-03-24,95.99
2014-03-25,95.83
2014-03-26,95.84
2014-03-27,95.52
2014-03-28,96.21
2014-03-31,97.3
2014-04-01,97.63
2014-04-02,97.34
2014-04-03,97.35
2014-04-04,97.39
2014-04-07,96.57
2014-04-08,96.52
2014-04-09,97.9
2014-04-10,98.16
2014-04-11,99.06
2014-04-14,99.32
2014-04-15,100.07
2014-04-16,100.49
2014-04-17,100.25
2014-04-21,99.25
2014-04-22,98.89
2014-04-23,99.01
2014-04-24,99.13
2014-04-25,99.38
2014-04-28,99.65
2014-04-29,99.81
2014-04-30,101.04
2014-05-01,100.33
2014-05-02,100.99
2014-05-05,100.59
2014-05-06,100.8
2014-05-07,100.95
2014-05-08,101.43
2014-05-09,101.82
2014-05-12,102.78
2014-05-13,102.5
2014-05-14,102.54
2014-05-15,102.15
2014-05-16,102.35
2014-05-19,101.74
2014-05-20,101.44
2014-05-21,101.55
2014-05-22,102.23
2014-05-23,101.77
2014-05-27,102.07
2014-05-28,100.86
2014-05-29,100.87
2014-05-30,100.71
2014-06-02,101.32
2014-06-03,101.41
2014-06-04,101.27
2014-06-05,101.75
2014-06-06,101.78
2014-06-09,101.18
2014-06-10,100.68
2014-06-11,100.33
2014-06-12,99.54
2014-06-13,99.41
2014-06-16,100.24
2014-06-17,100.82
2014-06-18,100.91
2014-06-19,101.04
2014-06-20,101.66
2014-06-23,101.51
2014-06-24,101.41
2014-06-25,101.03
2014-06-26,101.07
2014-06-27,101.15
2014-06-30,100.5
2014-07-01,100.24
2014-07-02,100.35
2014-07-03,100.74
2014-07-07,99.82
2014-07-08,99.73
2014-07-09,100.26
2014-07-10,100.16
2014-07-11,100.03
2014-07-14,100.3
2014-07-15,99.86
2014-07-16,98.76
2014-07-17,98.35
2014-07-18,98.13
2014-07-21,97.55
2014-07-22,95.1
2014-07-23,94.82
2014-07-24,95.27
2014-07-25,95.32
2014-07-28,95.39
2014-07-29,95.71
2014-07-30,95.57
2014-07-31,94.56
2014-08-01,94.2
2014-08-04,93.52
2014-08-05,93.35
2014-08-06,93.36
2014-08-07,93.24
2014-08-08,92.92
2014-08-11,93.46
2014-08-12,93.15
2014-08-13,93.55
2014-08-14,93.26
2014-08-15,93.41
2014-08-18,93.93
2014-08-19,94.26
2014-08-20,94.0
2014-08-21,94.24
2014-08-22,94.27
2014-08-25,94.41
2014-08-26,94.05
2014-08-27,93.6
2014-08-28,93.51
2014-08-29,93.51
2014-09-02,92.69
2014-09-03,93.04
2014-09-04,92.8
2014-09-05,92.8
2014-09-08,92.2
2014-09-09,90.96
2014-09-10,90.53
2014-09-11,92.42
2014-09-12,92.82
2014-09-15,93.25
2014-09-16,93.25
2014-09-17,93.18
2014-09-18,93.26
2014-09-19,93.8
2014-09-22,93.82
2014-09-23,93.44
2014-09-24,93.66
2014-09-25,94.06
2014-09-26,94.02
2014-09-29,93.98
2014-09-30,94.34
2014-10-01,94.01
2014-10-02,94.0
2014-10-03,94.51
2014-10-06,93.69
2014-10-07,92.8
2014-10-08,92.81
2014-10-09,92.71
2014-10-10,92.3
2014-10-13,90.66
2014-10-14,90.63
2014-10-15,89.57
2014-10-16,89.34
2014-10-17,89.64
2014-10-20,90.71
2014-10-21,89.7
2014-10-22,90.6
2014-10-23,90.88
2014-10-24,90.55
2014-10-27,91.5
2014-10-28,91.68
2014-10-29,92.0
2014-10-30,92.49
2014-10-31,92.83
2014-11-03,93.02
2014-11-04,93.77
2014-11-05,94.39
2014-11-06,94.42
2014-11-07,94.06
2014-11-10,94.98
2014-11-11,94.93
2014-11-12,94.83
2014-11-13,95.18
2014-11-14,95.27
2014-11-17,95.6
2014-11-18,95.37
2014-11-19,96.43
2014-11-20,96.5
2014-11-21,96.42
2014-11-24,96.53
2014-11-25,96.85
2014-11-26,95.92
2014-11-28,95.97
2014-12-01,95.64
2014-12-02,94.76
2014-12-03,94.78
2014-12-04,95.14
2014-12-05,95.65
2014-12-08,92.23
2014-12-09,91.01
2014-12-10,89.51
2014-12-11,90.02
2014-12-12,90.43
2014-12-15,88.25
2014-12-16,87.62
2014-12-17,88.5
2014-12-18,91.65
2014-12-19,92.95
2014-12-22,93.03
2014-12-23,94.01
2014-12-24,93.74
2014-12-26,93.95
2014-12-29,94.26
2014-12-30,94.07
2014-12-31,93.57
2015-01-02,93.05
2015-01-05,92.22
2015-01-06,91.88
2015-01-07,92.86
2015-01-08,94.05
2015-01-09,92.78
2015-01-12,92.6
2015-01-13,92.42
2015-01-14,91.12
2015-01-15,90.96
2015-01-16,90.74
2015-01-20,90.23
2015-01-21,89.54
2015-01-22,89.84
2015-01-23,89.43
2015-01-26,89.29
2015-01-27,89.56
2015-01-28,88.77
2015-01-29,91.26
2015-01-30,92.31
2015-02-02,91.43
2015-02-03,92.45
2015-02-04,93.5
2015-02-05,94.0
2015-02-06,93.65
2015-02-09,92.54
2015-02-10,92.97
2015-02-11,93.3
2015-02-12,93.77
2015-02-13,94.93
2015-02-17,94.09
2015-02-18,94.0
2015-02-19,93.74
2015-02-20,93.56
2015-02-23,93.95
2015-02-24,93.69
2015-02-25,94.86
2015-02-26,97.0
2015-02-27,98.49
2015-03-02,98.31
2015-03-03,99.55
2015-03-04,99.18
2015-03-05,98.46
2015-03-06,96.96
2015-03-09,96.81
2015-03-10,96.1
2015-03-11,94.94
2015-03-12,95.28
2015-03-13,95.75
2015-03-16,96.74
2015-03-17,95.99
2015-03-18,95.33
2015-03-19,95.98
2015-03-20,96.12
2015-03-23,96.8
2015-03-24,98.07
2015-03-25,98.11
2015-03-26,96.2
2015-03-27,96.77
2015-03-30,97.37
2015-03-31,97.44
2015-04-01,96.0
2015-04-02,94.71
2015-04-06,95.45
2015-04-07,96.1
2015-04-08,95.98
2015-04-09,96.21
2015-04-10,96.56
2015-04-13,97.07
2015-04-14,96.97
2015-04-15,96.28
2015-04-16,95.5
2015-04-17,94.46
2015-04-20,95.0
2015-04-21,94.54
2015-04-22,96.24
2015-04-23,96.56
2015-04-24,96.84
2015-04-27,96.26
2015-04-28,95.78
2015-04-29,96.07
2015-04-30,96.41
2015-05-01,96.73
2015-05-04,96.05
2015-05-05,95.57
2015-05-06,95.88
2015-05-07,96.12
2015-05-08,97.79
2015-05-11,97.15
2015-05-12,96.92
2015-05-13,97.28
2015-05-14,97.28
2015-05-15,97.54
2015-05-18,97.62
2015-05-19,97.65
2015-05-20,99.42
2015-05-21,99.06
2015-05-22,98.84
2015-05-26,98.04
2015-05-27,98.2
2015-05-28,96.2
2015-05-29,95.84
2015-06-01,95.84
2015-06-02,95.81
2015-06-03,95.97
2015-06-04,96.01
2015-06-05,95.47
2015-06-08,95.25
2015-06-09,94.49
2015-06-10,94.81
2015-06-11,95.5
2015-06-12,95.0
2015-06-15,94.02
2015-06-16,94.1
2015-06-17,94.54
2015-06-18,95.28
2015-06-19,95.98
2015-06-22,96.14
2015-06-23,97.12
2015-06-24,96.64
2015-06-25,95.78
2015-06-26,95.93
2015-06-29,95.42
2015-06-30,94.54
2015-07-01,94.73
2015-07-02,95.58
2015-07-06,95.25
2015-07-07,95.24
2015-07-08,95.65
2015-07-09,96.44
2015-07-10,96.95
2015-07-13,97.7
2015-07-14,97.96
2015-07-15,97.85
2015-07-16,97.21
2015-07-17,97.0
2015-07-20,97.4
2015-07-21,96.96
2015-07-22,97.43
2015-07-23,96.15
2015-07-24,96.09
2015-07-27,95.7
2015-07-28,96.32
2015-07-29,97.0
2015-07-30,97.59
2015-07-31,99.3
2015-08-03,99.02
2015-08-04,98.77
2015-08-05,99.26
2015-08-06,99.21
2015-08-07,98.45
2015-08-10,98.87
2015-08-11,98.4
2015-08-12,97.23
2015-08-13,97.99
2015-08-14,98.72
2015-08-17,98.92
2015-08-18,100.0
2015-08-19,100.19
2015-08-20,99.74
2015-08-21,97.13
2015-08-24,87.5
2015-08-25,91.03
2015-08-26,91.47
2015-08-27,95.57
2015-08-28,95.78
2015-08-31,94.85
2015-09-01,92.6
2015-09-02,94.55
2015-09-03,95.58
2015-09-04,94.31
2015-09-08,95.49
2015-09-09,95.22
2015-09-10,94.75
2015-09-11,95.26
2015-09-14,96.63
2015-09-15,96.74
2015-09-16,97.53
2015-09-17,97.39
2015-09-18,96.25
2015-09-21,97.01
2015-09-22,96.71
2015-09-23,97.01
2015-09-24,96.3
2015-09-25,97.46
2015-09-28,95.78
2015-09-29,96.8
2015-09-30,97.76
2015-10-01,97.67
2015-10-02,97.13
2015-10-05,100.2
2015-10-06,101.16
2015-10-07,100.34
2015-10-08,101.77
2015-10-09,102.27
2015-10-12,102.51
2015-10-13,102.63
2015-10-14,102.43
2015-10-15,101.6
2015-10-16,103.41
2015-10-19,104.15
2015-10-20,103.42
2015-10-21,102.08
2015-10-22,108.38
2015-10-23,111.1
2015-10-26,111.82
2015-10-27,110.59
2015-10-28,111.4
2015-10-29,111.89
2015-10-30,112.25
2015-11-02,111.23
2015-11-03,111.27
2015-11-04,111.31
2015-11-05,112.15
2015-11-06,112.16
2015-11-09,112.4
2015-11-10,110.75
2015-11-11,113.54
2015-11-12,112.06
2015-11-13,109.91
2015-11-16,109.6
2015-11-17,110.46
2015-11-18,110.84
2015-11-19,112.3
2015-11-20,113.19
2015-11-23,113.91
2015-11-24,113.36
2015-11-25,113.95
2015-11-27,113.53
2015-11-30,113.56
2015-12-01,113.79
2015-12-02,113.45
2015-12-03,112.91
2015-12-04,113.42
2015-12-07,115.75
2015-12-08,115.26
2015-12-09,115.9
2015-12-10,116.2
2015-12-11,115.62
2015-12-14,114.65
2015-12-15,116.84
2015-12-16,116.49
2015-12-17,117.49
2015-12-18,115.89
2015-12-21,116.61
2015-12-22,116.64
2015-12-23,117.75
2015-12-24,118.5
2015-12-28,118.05
2015-12-29,118.82
2015-12-30,119.22
2015-12-31,117.94
2016-01-04,115.87
2016-01-05,117.29
2016-01-06,117.81
2016-01-07,115.59
2016-01-08,115.26
2016-01-11,115.58
2016-01-12,116.17
2016-01-13,115.08
2016-01-14,113.0
2016-01-15,114.21
2016-01-19,115.96
2016-01-20,114.38
2016-01-21,115.79
2016-01-22,117.37
2016-01-25,118.2
2016-01-26,119.0
2016-01-27,119.83
2016-01-28,120.2
2016-01-29,122.75
2016-02-01,123.02
