time_captured,MRK_Close
2011-01-20,34.05
2011-01-21,33.9
2011-01-24,33.8
2011-01-25,33.36
2011-01-26,33.2
2011-01-27,33.25
2011-01-28,33.07
2011-01-31,33.17
2011-02-01,34.0
2011-02-02,33.82
2011-02-03,32.9
2011-02-04,32.89
2011-02-07,33.0
2011-02-08,33.27
2011-02-09,33.09
2011-02-10,33.04
2011-02-11,33.07
2011-02-14,32.82
2011-02-15,32.79
2011-02-16,32.96
2011-02-17,33.1
2011-02-18,32.85
2011-02-22,32.34
2011-02-23,32.09
2011-02-24,32.03
2011-02-25,32.19
2011-02-28,32.57
2011-03-01,32.46
2011-03-02,32.58
2011-03-03,33.1
2011-03-04,33.06
2011-03-07,32.83
2011-03-08,32.98
2011-03-09,33.29
2011-03-10,32.9
2011-03-11,32.73
2011-03-14,32.38
2011-03-15,31.86
2011-03-16,31.08
2011-03-17,31.44
2011-03-18,31.91
2011-03-21,32.39
2011-03-22,32.53
2011-03-23,32.63
2011-03-24,32.72
2011-03-25,32.57
2011-03-28,32.45
2011-03-29,32.78
2011-03-30,33.3
2011-03-31,33.01
2011-04-01,33.07
2011-04-04,33.27
2011-04-05,33.16
2011-04-06,33.35
2011-04-07,33.33
2011-04-08,33.67
2011-04-11,33.59
2011-04-12,33.56
2011-04-13,33.47
2011-04-14,33.86
2011-04-15,34.51
2011-04-18,33.93
2011-04-19,33.75
2011-04-20,34.04
2011-04-21,34.04
2011-04-25,34.33
2011-04-26,35.06
2011-04-27,35.63
2011-04-28,35.77
2011-04-29,35.95
2011-05-02,36.31
2011-05-03,36.41
2011-05-04,36.56
2011-05-05,36.25
2011-05-06,36.39
2011-05-09,36.48
2011-05-10,36.77
2011-05-11,36.63
2011-05-12,37.2
2011-05-13,37.08
2011-05-16,37.3
2011-05-17,37.27
2011-05-18,37.58
2011-05-19,37.38
2011-05-20,37.06
2011-05-23,36.9
2011-05-24,36.87
2011-05-25,36.69
2011-05-26,36.38
2011-05-27,36.21
2011-05-31,36.75
2011-06-01,36.25
2011-06-02,36.15
2011-06-03,35.82
2011-06-06,35.56
2011-06-07,35.57
2011-06-08,35.79
2011-06-09,36.0
2011-06-10,35.45
2011-06-13,35.33
2011-06-14,35.64
2011-06-15,35.17
2011-06-16,35.18
2011-06-17,35.39
2011-06-20,35.79
2011-06-21,35.78
2011-06-22,35.47
2011-06-23,34.97
2011-06-24,34.55
2011-06-27,34.53
2011-06-28,34.91
2011-06-29,35.1
2011-06-30,35.29
2011-07-01,35.6
2011-07-05,35.49
2011-07-06,35.53
2011-07-07,35.73
2011-07-08,36.12
2011-07-11,35.68
2011-07-12,35.64
2011-07-13,36.03
2011-07-14,36.31
2011-07-15,35.93
2011-07-18,35.49
2011-07-19,35.79
2011-07-20,35.59
2011-07-21,36.18
2011-07-22,36.09
2011-07-25,35.89
2011-07-26,35.79
2011-07-27,35.19
2011-07-28,34.93
2011-07-29,34.13
2011-08-01,33.44
2011-08-02,32.9
2011-08-03,32.7
2011-08-04,31.51
2011-08-05,31.71
2011-08-08,29.94
2011-08-09,31.22
2011-08-10,29.81
2011-08-11,31.2
2011-08-12,31.34
2011-08-15,32.13
2011-08-16,32.1
2011-08-17,32.2
2011-08-18,31.06
2011-08-19,31.26
2011-08-22,31.31
2011-08-23,31.94
2011-08-24,32.23
2011-08-25,31.86
2011-08-26,31.92
2011-08-29,32.46
2011-08-30,32.7
2011-08-31,33.1
2011-09-01,32.9
2011-09-02,32.37
2011-09-06,32.25
2011-09-07,32.96
2011-09-08,32.78
2011-09-09,31.84
2011-09-12,32.0
2011-09-13,31.74
2011-09-14,32.12
2011-09-15,32.49
2011-09-16,32.68
2011-09-19,32.25
2011-09-20,32.5
2011-09-21,31.85
2011-09-22,31.13
2011-09-23,31.05
2011-09-26,31.61
2011-09-27,32.14
2011-09-28,31.94
2011-09-29,32.66
2011-09-30,32.7
2011-10-03,31.57
2011-10-04,31.35
2011-10-05,31.46
2011-10-06,31.42
2011-10-07,31.61
2011-10-10,32.35
2011-10-11,31.93
2011-10-12,32.57
2011-10-13,32.7
2011-10-14,32.98
2011-10-17,32.31
2011-10-18,32.79
2011-10-19,32.54
2011-10-20,32.8
2011-10-21,33.35
2011-10-24,33.53
2011-10-25,32.91
2011-10-26,33.54
2011-10-27,34.31
2011-10-28,35.11
2011-10-31,34.5
2011-11-01,34.06
2011-11-02,34.19
2011-11-03,34.53
2011-11-04,34.02
2011-11-07,34.32
2011-11-08,34.47
2011-11-09,33.79
2011-11-10,34.97
2011-11-11,35.97
2011-11-14,35.67
2011-11-15,35.73
2011-11-16,35.09
2011-11-17,34.84
2011-11-18,34.95
2011-11-21,34.14
2011-11-22,33.81
2011-11-23,33.19
2011-11-25,33.16
2011-11-28,34.26
2011-11-29,34.48
2011-11-30,35.75
2011-12-01,35.68
2011-12-02,35.48
2011-12-05,35.26
2011-12-06,35.4
2011-12-07,35.61
2011-12-08,35.19
2011-12-09,35.68
2011-12-12,35.41
2011-12-13,34.99
2011-12-14,35.56
2011-12-15,36.36
2011-12-16,36.25
2011-12-19,36.47
2011-12-20,37.07
2011-12-21,37.33
2011-12-22,37.56
2011-12-23,37.9
2011-12-27,37.75
2011-12-28,37.43
2011-12-29,37.73
2011-12-30,37.7
2012-01-03,38.3
2012-01-04,38.34
2012-01-05,38.74
2012-01-06,38.47
2012-01-09,38.39
2012-01-10,38.52
2012-01-11,38.41
2012-01-12,38.61
2012-01-13,38.32
2012-01-17,38.82
2012-01-18,38.87
2012-01-19,39.26
2012-01-20,39.2
2012-01-23,38.77
2012-01-24,38.78
2012-01-25,38.68
2012-01-26,38.78
2012-01-27,38.52
2012-01-30,38.89
2012-01-31,38.27
2012-02-01,38.63
2012-02-02,38.44
2012-02-03,38.37
2012-02-06,38.4
2012-02-07,38.63
2012-02-08,38.42
2012-02-09,38.15
2012-02-10,37.91
2012-02-13,38.11
2012-02-14,38.21
2012-02-15,38.02
2012-02-16,38.14
2012-02-17,38.56
2012-02-21,38.13
2012-02-22,38.22
2012-02-23,38.51
2012-02-24,38.2
2012-02-27,38.15
2012-02-28,38.38
2012-02-29,38.17
2012-03-01,37.79
2012-03-02,37.93
2012-03-05,38.45
2012-03-06,37.44
2012-03-07,37.31
2012-03-08,37.4
2012-03-09,37.6
2012-03-12,38.1
2012-03-13,38.28
2012-03-14,38.22
2012-03-15,38.06
2012-03-16,38.03
2012-03-19,37.89
2012-03-20,37.76
2012-03-21,37.7
2012-03-22,37.6
2012-03-23,38.0
2012-03-26,38.66
2012-03-27,38.8
2012-03-28,38.31
2012-03-29,38.01
2012-03-30,38.4
2012-04-02,38.51
2012-04-03,38.72
2012-04-04,38.9
2012-04-05,38.88
2012-04-09,38.73
2012-04-10,38.45
2012-04-11,38.48
2012-04-12,38.26
2012-04-13,37.78
2012-04-16,37.95
2012-04-17,38.51
2012-04-18,38.4
2012-04-19,38.36
2012-04-20,38.73
2012-04-23,38.27
2012-04-24,38.27
2012-04-25,38.43
2012-04-26,38.47
2012-04-27,38.46
2012-04-30,39.24
2012-05-01,39.37
2012-05-02,39.29
2012-05-03,39.17
2012-05-04,38.84
2012-05-07,38.54
2012-05-08,38.63
2012-05-09,38.09
2012-05-10,38.39
2012-05-11,38.03
2012-05-14,38.22
2012-05-15,37.74
2012-05-16,38.23
2012-05-17,38.03
2012-05-18,37.82
2012-05-21,37.6
2012-05-22,37.46
2012-05-23,37.34
2012-05-24,37.6
2012-05-25,37.55
2012-05-29,37.59
2012-05-30,37.4
2012-05-31,37.58
2012-06-01,37.18
2012-06-04,37.46
2012-06-05,37.5
2012-06-06,37.9
2012-06-07,38.33
2012-06-08,38.46
2012-06-11,38.47
2012-06-12,38.85
2012-06-13,38.4
2012-06-14,38.79
2012-06-15,38.94
2012-06-18,38.85
2012-06-19,39.23
2012-06-20,39.21
2012-06-21,39.45
2012-06-22,40.18
2012-06-25,39.78
2012-06-26,40.06
2012-06-27,40.53
2012-06-28,40.68
2012-06-29,41.75
2012-07-02,41.85
2012-07-03,41.81
2012-07-05,41.63
2012-07-06,41.51
2012-07-09,42.13
2012-07-10,41.37
2012-07-11,41.21
2012-07-12,42.91
2012-07-13,43.47
2012-07-16,43.35
2012-07-17,44.19
2012-07-18,43.94
2012-07-19,43.94
2012-07-20,43.41
2012-07-23,43.27
2012-07-24,42.69
2012-07-25,42.62
2012-07-26,43.33
2012-07-27,45.1
2012-07-30,44.48
2012-07-31,44.17
2012-08-01,44.28
2012-08-02,43.91
2012-08-03,44.15
2012-08-06,44.49
2012-08-07,44.0
2012-08-08,44.06
2012-08-09,44.28
2012-08-10,44.57
2012-08-13,44.42
2012-08-14,44.41
2012-08-15,44.06
2012-08-16,43.94
2012-08-17,43.34
2012-08-20,43.75
2012-08-21,42.94
2012-08-22,42.91
2012-08-23,42.8
2012-08-24,43.12
2012-08-27,43.05
2012-08-28,42.83
2012-08-29,43.06
2012-08-30,43.12
2012-08-31,43.05
2012-09-04,43.25
2012-09-05,43.44
2012-09-06,44.24
2012-09-07,44.05
2012-09-10,44.26
2012-09-11,44.33
2012-09-12,44.53
2012-09-13,44.66
2012-09-14,43.62
2012-09-17,44.0
2012-09-18,44.08
2012-09-19,44.51
2012-09-20,44.89
2012-09-21,44.91
2012-09-24,45.14
2012-09-25,45.11
2012-09-26,45.01
2012-09-27,45.23
2012-09-28,45.1
2012-10-01,45.22
2012-10-02,45.47
2012-10-03,45.78
2012-10-04,46.12
2012-10-05,46.28
2012-10-08,46.34
2012-10-09,46.17
2012-10-10,45.6
2012-10-11,45.45
2012-10-12,45.62
2012-10-15,46.59
2012-10-16,47.17
2012-10-17,47.39
2012-10-18,47.96
2012-10-19,47.03
2012-10-22,46.48
2012-10-23,45.89
2012-10-24,45.88
2012-10-25,46.3
2012-10-26,46.15
2012-10-31,45.63
2012-11-01,45.94
2012-11-02,46.0
2012-11-05,45.67
2012-11-06,45.92
2012-11-07,44.46
2012-11-08,43.84
2012-11-09,44.05
2012-11-12,44.02
2012-11-13,43.68
2012-11-14,43.05
2012-11-15,42.8
2012-11-16,43.07
2012-11-19,43.34
2012-11-20,43.56
2012-11-21,43.89
2012-11-23,44.28
2012-11-26,44.2
2012-11-27,43.88
2012-11-28,44.6
2012-11-29,44.71
2012-11-30,44.3
2012-12-03,44.44
2012-12-04,44.4
2012-12-05,44.39
2012-12-06,44.51
2012-12-07,44.63
2012-12-10,44.48
2012-12-11,45.19
2012-12-12,45.26
2012-12-13,43.95
2012-12-14,43.54
2012-12-17,43.63
2012-12-18,44.24
2012-12-19,43.66
2012-12-20,42.16
2012-12-21,41.52
2012-12-24,41.42
2012-12-26,41.34
2012-12-27,41.2
2012-12-28,40.64
2012-12-31,40.94
2013-01-02,41.34
2013-01-03,42.33
2013-01-04,41.97
2013-01-07,42.12
2013-01-08,42.18
2013-01-09,42.59
2013-01-10,42.78
2013-01-11,43.23
2013-01-14,43.34
2013-01-15,42.87
2013-01-16,42.54
2013-01-17,42.75
2013-01-18,42.98
2013-01-22,43.2
2013-01-23,42.82
2013-01-24,43.0
2013-01-25,43.46
2013-01-28,42.93
2013-01-29,43.66
2013-01-30,43.5
2013-01-31,43.25
2013-02-01,41.83
2013-02-04,40.85
2013-02-05,41.43
2013-02-06,41.09
2013-02-07,41.0
2013-02-08,41.18
2013-02-11,41.38
2013-02-12,41.45
2013-02-13,41.15
2013-02-14,41.19
2013-02-15,41.42
2013-02-19,42.22
2013-02-20,42.66
2013-02-21,42.5
2013-02-22,42.97
2013-02-25,42.52
2013-02-26,42.42
2013-02-27,42.97
2013-02-28,42.73
2013-03-01,42.63
2013-03-04,43.34
2013-03-05,43.25
2013-03-06,43.68
2013-03-07,43.27
2013-03-08,42.97
2013-03-11,43.66
2013-03-12,45.04
2013-03-13,44.59
2013-03-14,44.27
2013-03-15,44.09
2013-03-18,43.63
2013-03-19,43.7
2013-03-20,44.12
2013-03-21,43.79
2013-03-22,43.9
2013-03-25,43.69
2013-03-26,44.39
2013-03-27,44.1
2013-03-28,44.2
2013-04-01,44.35
2013-04-02,44.91
2013-04-03,45.36
2013-04-04,45.32
2013-04-05,45.13
2013-04-08,45.48
2013-04-09,45.51
2013-04-10,46.84
2013-04-11,47.21
2013-04-12,47.11
2013-04-15,46.46
2013-04-16,46.96
2013-04-17,46.76
2013-04-18,46.56
2013-04-19,47.49
2013-04-22,47.92
2013-04-23,48.63
2013-04-24,47.95
2013-04-25,47.35
2013-04-26,47.87
2013-04-29,47.82
2013-04-30,47.0
2013-05-01,45.69
2013-05-02,45.73
2013-05-03,45.67
2013-05-06,44.98
2013-05-07,45.27
2013-05-08,44.99
2013-05-09,45.49
2013-05-10,45.95
2013-05-13,46.17
2013-05-14,46.65
2013-05-15,46.73
2013-05-16,46.37
2013-05-17,45.99
2013-05-20,45.21
2013-05-21,47.33
2013-05-22,46.71
2013-05-23,47.33
2013-05-24,47.16
2013-05-28,47.62
2013-05-29,46.87
2013-05-30,47.07
2013-05-31,46.7
2013-06-03,48.45
2013-06-04,49.44
2013-06-05,48.73
2013-06-06,48.6
2013-06-07,48.19
2013-06-10,48.46
2013-06-11,47.56
2013-06-12,47.25
2013-06-13,47.9
2013-06-14,47.95
2013-06-17,47.8
2013-06-18,47.75
2013-06-19,47.58
2013-06-20,46.31
2013-06-21,47.0
2013-06-24,46.41
2013-06-25,46.23
2013-06-26,46.69
2013-06-27,47.28
2013-06-28,46.45
2013-07-01,46.32
2013-07-02,46.55
2013-07-03,46.55
2013-07-05,47.16
2013-07-08,47.41
2013-07-09,47.62
2013-07-10,47.96
2013-07-11,48.31
2013-07-12,48.54
2013-07-15,48.52
2013-07-16,48.23
2013-07-17,48.13
2013-07-18,47.4
2013-07-19,47.79
2013-07-22,47.72
2013-07-23,47.93
2013-07-24,47.77
2013-07-25,48.17
2013-07-26,48.49
2013-07-29,48.34
2013-07-30,48.05
2013-07-31,48.17
2013-08-01,48.58
2013-08-02,48.54
2013-08-05,48.53
2013-08-06,48.44
2013-08-07,48.55
2013-08-08,48.47
2013-08-09,48.39
2013-08-12,48.47
2013-08-13,48.43
2013-08-14,48.57
2013-08-15,47.97
2013-08-16,47.7
2013-08-19,47.58
2013-08-20,47.56
2013-08-21,47.46
2013-08-22,47.81
2013-08-23,47.73
2013-08-26,47.62
2013-08-27,47.11
2013-08-28,47.09
2013-08-29,47.1
2013-08-30,47.29
2013-09-03,47.21
2013-09-04,47.68
2013-09-05,47.51
2013-09-06,47.49
2013-09-09,47.74
2013-09-10,47.98
2013-09-11,48.14
2013-09-12,47.85
2013-09-13,47.79
2013-09-16,48.19
2013-09-17,48.01
2013-09-18,48.4
2013-09-19,48.26
2013-09-20,48.01
2013-09-23,47.68
2013-09-24,47.53
2013-09-25,47.67
2013-09-26,47.68
2013-09-27,47.79
2013-09-30,47.61
2013-10-01,48.74
2013-10-02,48.37
2013-10-03,48.36
2013-10-04,48.23
2013-10-07,47.89
2013-10-08,47.75
2013-10-09,47.27
2013-10-10,47.49
2013-10-11,47.29
2013-10-14,46.75
2013-10-15,46.57
2013-10-16,47.17
2013-10-17,47.11
2013-10-18,46.61
2013-10-21,46.51
2013-10-22,46.47
2013-10-23,46.56
2013-10-24,46.22
2013-10-25,46.54
2013-10-28,45.35
2013-10-29,45.58
2013-10-30,45.24
2013-10-31,45.09
2013-11-01,45.23
2013-11-04,45.72
2013-11-05,45.36
2013-11-06,45.96
2013-11-07,45.82
2013-11-08,46.8
2013-11-11,47.0
2013-11-12,47.59
2013-11-13,47.34
2013-11-14,47.82
2013-11-15,48.07
2013-11-18,48.01
2013-11-19,48.07
2013-11-20,48.13
2013-11-21,48.62
2013-11-22,48.94
2013-11-25,49.66
2013-11-26,49.58
2013-11-27,49.83
2013-11-29,49.83
2013-12-02,50.18
2013-12-03,49.76
2013-12-04,49.31
2013-12-05,48.81
2013-12-06,49.39
2013-12-09,49.56
2013-12-10,49.43
2013-12-11,48.95
2013-12-12,48.32
2013-12-13,48.38
2013-12-16,48.09
2013-12-17,47.9
2013-12-18,48.9
2013-12-19,48.79
2013-12-20,49.32
2013-12-23,49.36
2013-12-24,49.41
2013-12-26,49.72
2013-12-27,49.79
2013-12-30,49.94
2013-12-31,50.05
2014-01-02,49.49
2014-01-03,49.73
2014-01-06,49.74
2014-01-07,50.11
2014-01-08,49.79
2014-01-09,49.52
2014-01-10,49.88
2014-01-13,53.12
2014-01-14,53.0
2014-01-15,52.52
2014-01-16,52.5
2014-01-17,51.95
2014-01-21,51.83
2014-01-22,51.35
2014-01-23,51.6
2014-01-24,51.98
2014-01-27,52.53
2014-01-28,52.87
2014-01-29,52.21
2014-01-30,53.51
2014-01-31,52.97
2014-02-03,52.08
2014-02-04,53.51
2014-02-05,53.53
2014-02-06,53.77
2014-02-07,54.77
2014-02-10,54.89
2014-02-11,55.7
2014-02-12,55.0
2014-02-13,55.1
2014-02-14,55.44
2014-02-18,55.69
2014-02-19,55.04
2014-02-20,55.81
2014-02-21,56.03
2014-02-24,56.18
2014-02-25,55.91
2014-02-26,56.27
2014-02-27,56.66
2014-02-28,56.99
2014-03-03,56.42
2014-03-04,57.06
2014-03-05,56.88
2014-03-06,57.26
2014-03-07,57.47
2014-03-10,57.32
2014-03-11,56.69
2014-03-12,56.81
2014-03-13,55.79
2014-03-14,55.7
2014-03-17,56.26
2014-03-18,56.36
2014-03-19,55.99
2014-03-20,55.59
2014-03-21,54.66
2014-03-24,53.78
2014-03-25,55.19
2014-03-26,56.02
2014-03-27,55.73
2014-03-28,55.98
2014-03-31,56.77
2014-04-01,56.37
2014-04-02,56.46
2014-04-03,56.21
2014-04-04,56.12
2014-04-07,55.19
2014-04-08,55.04
2014-04-09,57.1
2014-04-10,55.85
2014-04-11,55.92
2014-04-14,55.57
2014-04-15,56.05
2014-04-16,56.26
2014-04-17,56.47
2014-04-21,57.25
2014-04-22,57.77
2014-04-23,57.5
2014-04-24,57.53
2014-04-25,57.24
2014-04-28,56.68
2014-04-29,58.72
2014-04-30,58.56
2014-05-01,59.62
2014-05-02,58.22
2014-05-05,58.63
2014-05-06,57.11
2014-05-07,55.84
2014-05-08,54.83
2014-05-09,55.21
2014-05-12,55.29
2014-05-13,55.75
2014-05-14,56.37
2014-05-15,55.89
2014-05-16,55.87
2014-05-19,56.35
2014-05-20,56.0
2014-05-21,56.58
2014-05-22,56.49
2014-05-23,56.81
2014-05-27,56.69
2014-05-28,56.4
2014-05-29,57.7
2014-05-30,57.86
2014-06-02,57.93
2014-06-03,57.91
2014-06-04,57.93
2014-06-05,58.1
2014-06-06,57.85
2014-06-09,57.94
2014-06-10,58.49
2014-06-11,58.81
2014-06-12,58.3
2014-06-13,58.24
2014-06-16,58.07
2014-06-17,58.06
2014-06-18,58.41
2014-06-19,58.3
2014-06-20,58.92
2014-06-23,58.5
2014-06-24,57.92
2014-06-25,58.86
2014-06-26,58.53
2014-06-27,57.53
2014-06-30,57.85
2014-07-01,58.51
2014-07-02,59.05
2014-07-03,59.2
2014-07-07,58.52
2014-07-08,58.17
2014-07-09,58.55
2014-07-10,58.58
2014-07-11,58.44
2014-07-14,58.18
2014-07-15,57.91
2014-07-16,58.15
2014-07-17,57.6
2014-07-18,58.34
2014-07-21,58.0
2014-07-22,58.43
2014-07-23,58.11
2014-07-24,58.21
2014-07-25,58.15
2014-07-28,57.97
2014-07-29,58.58
2014-07-30,58.08
2014-07-31,56.74
2014-08-01,56.8
2014-08-04,57.06
2014-08-05,56.03
2014-08-06,55.93
2014-08-07,55.64
2014-08-08,56.55
2014-08-11,56.66
2014-08-12,57.03
2014-08-13,57.85
2014-08-14,58.78
2014-08-15,58.61
2014-08-18,58.42
2014-08-19,58.91
2014-08-20,59.48
2014-08-21,58.85
2014-08-22,59.17
2014-08-25,59.73
2014-08-26,60.2
2014-08-27,60.28
2014-08-28,60.0
2014-08-29,60.11
2014-09-02,59.79
2014-09-03,60.48
2014-09-04,60.08
2014-09-05,61.18
2014-09-08,61.05
2014-09-09,60.56
2014-09-10,60.76
2014-09-11,60.1
2014-09-12,59.55
2014-09-15,59.52
2014-09-16,59.99
2014-09-17,59.88
2014-09-18,60.31
2014-09-19,60.49
2014-09-22,60.58
2014-09-23,60.28
2014-09-24,60.36
2014-09-25,59.64
2014-09-26,59.39
2014-09-29,59.41
2014-09-30,59.28
2014-10-01,58.71
2014-10-02,58.85
2014-10-03,59.9
2014-10-06,59.58
2014-10-07,58.46
2014-10-08,60.18
2014-10-09,59.21
2014-10-10,58.66
2014-10-13,56.14
2014-10-14,56.33
2014-10-15,54.73
2014-10-16,53.43
2014-10-17,54.02
2014-10-20,54.05
2014-10-21,55.13
2014-10-22,55.51
2014-10-23,56.63
2014-10-24,57.61
2014-10-27,56.45
2014-10-28,55.85
2014-10-29,56.2
2014-10-30,57.31
2014-10-31,57.94
2014-11-03,58.92
2014-11-04,59.37
2014-11-05,59.57
2014-11-06,59.26
2014-11-07,59.34
2014-11-10,58.81
2014-11-11,59.37
2014-11-12,59.31
2014-11-13,59.54
2014-11-14,59.07
2014-11-17,59.46
2014-11-18,59.89
2014-11-19,59.64
2014-11-20,59.38
2014-11-21,59.66
2014-11-24,59.25
2014-11-25,59.34
2014-11-26,59.75
2014-11-28,60.4
2014-12-01,60.52
2014-12-02,60.78
2014-12-03,60.58
2014-12-04,60.92
2014-12-05,61.49
2014-12-08,61.88
2014-12-09,60.01
2014-12-10,59.98
2014-12-11,59.34
2014-12-12,57.72
2014-12-15,56.95
2014-12-16,56.8
2014-12-17,57.63
2014-12-18,58.98
2014-12-19,59.58
2014-12-22,58.96
2014-12-23,57.21
2014-12-24,57.46
2014-12-26,57.78
2014-12-29,57.73
2014-12-30,57.65
2014-12-31,56.79
2015-01-02,57.19
2015-01-05,58.04
2015-01-06,60.32
2015-01-07,61.61
2015-01-08,62.85
2015-01-09,62.56
2015-01-12,62.3
2015-01-13,62.19
2015-01-14,62.64
2015-01-15,61.88
2015-01-16,63.03
2015-01-20,62.61
2015-01-21,62.16
2015-01-22,62.59
2015-01-23,62.49
2015-01-26,62.82
2015-01-27,62.56
2015-01-28,61.45
2015-01-29,62.09
2015-01-30,60.28
2015-02-02,60.88
2015-02-03,61.02
2015-02-04,59.05
2015-02-05,59.17
2015-02-06,58.79
2015-02-09,58.33
2015-02-10,58.85
2015-02-11,58.74
2015-02-12,58.88
2015-02-13,58.81
2015-02-17,58.79
2015-02-18,58.8
2015-02-19,58.3
2015-02-20,58.35
2015-02-23,58.3
2015-02-24,58.36
2015-02-25,58.49
2015-02-26,58.96
2015-02-27,58.54
2015-03-02,58.58
2015-03-03,58.34
2015-03-04,57.88
2015-03-05,57.98
2015-03-06,56.84
2015-03-09,57.26
2015-03-10,56.58
2015-03-11,56.06
2015-03-12,56.17
2015-03-13,56.2
2015-03-16,57.12
2015-03-17,56.47
2015-03-18,57.65
2015-03-19,58.21
2015-03-20,58.58
2015-03-23,58.73
2015-03-24,58.63
2015-03-25,58.26
2015-03-26,57.6
2015-03-27,57.75
2015-03-30,58.34
2015-03-31,57.48
2015-04-01,56.86
2015-04-02,57.1
2015-04-06,57.18
2015-04-07,57.43
2015-04-08,57.15
2015-04-09,57.43
2015-04-10,57.25
2015-04-13,56.73
2015-04-14,57.76
2015-04-15,58.45
2015-04-16,57.84
2015-04-17,56.88
2015-04-20,57.61
2015-04-21,57.66
2015-04-22,57.69
2015-04-23,57.51
2015-04-24,57.6
2015-04-27,57.1
2015-04-28,59.98
2015-04-29,59.68
2015-04-30,59.56
2015-05-01,59.86
2015-05-04,60.64
2015-05-05,60.49
2015-05-06,60.26
2015-05-07,60.3
2015-05-08,60.74
2015-05-11,60.0
2015-05-12,59.44
2015-05-13,59.18
2015-05-14,59.78
2015-05-15,60.23
2015-05-18,60.01
2015-05-19,60.52
2015-05-20,60.46
2015-05-21,60.1
2015-05-22,59.38
2015-05-26,58.97
2015-05-27,59.46
2015-05-28,59.7
2015-05-29,60.89
2015-06-01,60.75
2015-06-02,60.24
2015-06-03,60.39
2015-06-04,59.47
2015-06-05,58.99
2015-06-08,58.87
2015-06-09,58.84
2015-06-10,59.61
2015-06-11,58.91
2015-06-12,57.87
2015-06-15,57.12
2015-06-16,57.71
2015-06-17,57.91
2015-06-18,58.59
2015-06-19,58.04
2015-06-22,58.83
2015-06-23,59.03
2015-06-24,58.24
2015-06-25,57.9
2015-06-26,58.49
2015-06-29,57.29
2015-06-30,56.93
2015-07-01,57.6
2015-07-02,57.67
2015-07-06,57.55
2015-07-07,57.99
2015-07-08,57.35
2015-07-09,57.38
2015-07-10,57.95
2015-07-13,57.87
2015-07-14,58.19
2015-07-15,58.22
2015-07-16,58.82
2015-07-17,58.82
2015-07-20,59.0
2015-07-21,58.67
2015-07-22,58.13
2015-07-23,58.07
2015-07-24,57.41
2015-07-27,56.99
2015-07-28,57.52
2015-07-29,58.54
2015-07-30,58.52
2015-07-31,58.96
2015-08-03,59.05
2015-08-04,58.7
2015-08-05,59.1
2015-08-06,58.43
2015-08-07,57.97
2015-08-10,58.41
2015-08-11,57.76
2015-08-12,58.26
2015-08-13,58.98
2015-08-14,59.18
2015-08-17,59.71
2015-08-18,59.66
2015-08-19,59.66
2015-08-20,56.95
2015-08-21,55.77
2015-08-24,53.99
2015-08-25,51.17
2015-08-26,54.42
2015-08-27,54.95
2015-08-28,55.37
2015-08-31,53.85
2015-09-01,52.53
2015-09-02,52.98
2015-09-03,52.65
2015-09-04,51.59
2015-09-08,52.69
2015-09-09,51.93
2015-09-10,52.72
2015-09-11,52.09
2015-09-14,52.34
2015-09-15,53.55
2015-09-16,53.87
2015-09-17,53.96
2015-09-18,52.13
2015-09-21,50.98
2015-09-22,50.74
2015-09-23,51.03
2015-09-24,50.59
2015-09-25,49.6
2015-09-28,48.42
2015-09-29,48.65
2015-09-30,49.39
2015-10-01,49.37
2015-10-02,50.14
2015-10-05,51.23
2015-10-06,49.8
2015-10-07,50.95
2015-10-08,51.02
2015-10-09,50.95
2015-10-12,50.71
2015-10-13,49.47
2015-10-14,49.54
2015-10-15,50.72
2015-10-16,51.48
2015-10-19,51.4
2015-10-20,50.39
2015-10-21,50.59
2015-10-22,52.01
2015-10-23,52.88
2015-10-26,52.91
2015-10-27,53.47
2015-10-28,55.1
2015-10-29,54.87
2015-10-30,54.66
2015-11-02,55.11
2015-11-03,55.11
2015-11-04,55.53
2015-11-05,55.05
2015-11-06,54.61
2015-11-09,54.24
2015-11-10,54.43
2015-11-11,53.72
2015-11-12,53.03
2015-11-13,53.03
2015-11-16,53.7
2015-11-17,53.71
2015-11-18,54.23
2015-11-19,54.28
2015-11-20,54.1
2015-11-23,54.01
2015-11-24,53.48
2015-11-25,53.72
2015-11-27,53.96
2015-11-30,53.01
2015-12-01,54.57
2015-12-02,53.82
2015-12-03,52.59
2015-12-04,53.64
2015-12-07,53.68
2015-12-08,53.47
2015-12-09,52.82
2015-12-10,53.69
2015-12-11,52.15
2015-12-14,52.2
2015-12-15,52.9
2015-12-16,54.02
2015-12-17,52.66
2015-12-18,51.64
2015-12-21,51.87
2015-12-22,52.1
2015-12-23,52.98
2015-12-24,52.85
2015-12-28,52.84
2015-12-29,53.34
2015-12-30,53.25
2015-12-31,52.82
2016-01-04,52.48
2016-01-05,53.15
2016-01-06,52.42
2016-01-07,51.96
2016-01-08,51.08
2016-01-11,51.25
2016-01-12,51.76
2016-01-13,50.66
2016-01-14,51.8
2016-01-15,51.14
2016-01-19,51.34
2016-01-20,50.55
2016-01-21,50.92
2016-01-22,51.35
2016-01-25,50.92
2016-01-26,51.45
2016-01-27,50.37
2016-01-28,49.2
2016-01-29,50.67
2016-02-01,50.75
2016-02-02,50.41
2016-02-03,50.05
2016-02-04,48.59
2016-02-05,49.38
2016-02-08,48.83
