time_captured,MRK_Close
2006-06-15,34.33
2006-06-16,34.41
2006-06-19,34.46
2006-06-20,34.92
2006-06-21,35.27
2006-06-22,35.25
2006-06-23,34.94
2006-06-26,35.02
2006-06-27,34.71
2006-06-28,35.1
2006-06-29,35.89
2006-06-30,36.43
2006-07-03,36.62
2006-07-05,36.69
2006-07-06,36.66
2006-07-07,36.97
2006-07-10,36.82
2006-07-11,37.27
2006-07-12,36.7
2006-07-13,36.94
2006-07-14,36.15
2006-07-17,36.37
2006-07-18,36.69
2006-07-19,37.32
2006-07-20,37.3
2006-07-21,37.36
2006-07-24,38.95
2006-07-25,39.27
2006-07-26,40.18
2006-07-27,40.98
2006-07-28,41.12
2006-07-31,40.27
2006-08-01,40.82
2006-08-02,41.03
2006-08-03,41.59
2006-08-04,41.35
2006-08-07,40.84
2006-08-08,40.98
2006-08-09,41.46
2006-08-10,41.33
2006-08-11,40.6
2006-08-14,40.88
2006-08-15,40.95
2006-08-16,41.18
2006-08-17,38.83
2006-08-18,39.52
2006-08-21,39.65
2006-08-22,39.75
2006-08-23,40.46
2006-08-24,40.06
2006-08-25,40.44
2006-08-28,40.95
2006-08-29,41.27
2006-08-30,40.8
2006-08-31,40.55
2006-09-01,40.96
2006-09-05,41.17
2006-09-06,41.4
2006-09-07,40.64
2006-09-08,41.06
2006-09-11,41.29
2006-09-12,42.15
2006-09-13,41.09
2006-09-14,41.03
2006-09-15,41.1
2006-09-18,40.8
2006-09-19,41.18
2006-09-20,41.94
2006-09-21,41.95
2006-09-22,42.04
2006-09-25,41.96
2006-09-26,41.76
2006-09-27,42.4
2006-09-28,42.06
2006-09-29,41.9
2006-10-02,41.67
2006-10-03,41.99
2006-10-04,41.94
2006-10-05,41.42
2006-10-06,41.86
2006-10-09,41.86
2006-10-10,41.82
2006-10-11,42.19
2006-10-12,42.76
2006-10-13,43.2
2006-10-16,43.76
2006-10-17,43.96
2006-10-18,44.48
2006-10-19,44.49
2006-10-20,45.64
2006-10-23,45.7
2006-10-24,45.93
2006-10-25,46.07
2006-10-26,46.21
2006-10-27,46.09
2006-10-30,45.64
2006-10-31,45.42
2006-11-01,45.67
2006-11-02,45.4
2006-11-03,45.1
2006-11-06,45.81
2006-11-07,45.9
2006-11-08,44.34
2006-11-09,42.88
2006-11-10,43.12
2006-11-13,43.46
2006-11-14,43.89
2006-11-15,44.15
2006-11-16,44.65
2006-11-17,45.06
2006-11-20,44.57
2006-11-21,44.22
2006-11-22,44.38
2006-11-24,44.18
2006-11-27,43.62
2006-11-28,43.67
2006-11-29,44.56
2006-11-30,44.51
2006-12-01,45.06
2006-12-04,44.7
2006-12-05,45.39
2006-12-06,44.67
2006-12-07,43.95
2006-12-08,43.93
2006-12-11,44.01
2006-12-12,43.62
2006-12-13,43.34
2006-12-14,43.6
2006-12-15,44.0
2006-12-18,43.83
2006-12-19,43.51
2006-12-20,43.3
2006-12-21,43.27
2006-12-22,42.83
2006-12-26,42.79
2006-12-27,43.37
2006-12-28,43.55
2006-12-29,43.6
2007-01-03,44.02
2007-01-04,45.11
2007-01-05,44.3
2007-01-08,44.29
2007-01-09,43.88
2007-01-10,44.12
2007-01-11,44.26
2007-01-12,44.79
2007-01-16,44.95
2007-01-17,45.01
2007-01-18,45.74
2007-01-19,45.6
2007-01-22,45.3
2007-01-23,45.73
2007-01-24,46.22
2007-01-25,46.0
2007-01-26,45.99
2007-01-29,45.51
2007-01-30,44.91
2007-01-31,44.75
2007-02-01,45.13
2007-02-02,44.73
2007-02-05,44.58
2007-02-06,44.64
2007-02-07,44.26
2007-02-08,43.92
2007-02-09,43.82
2007-02-12,43.85
2007-02-13,43.95
2007-02-14,44.06
2007-02-15,43.88
2007-02-16,44.28
2007-02-20,44.5
2007-02-21,43.95
2007-02-22,43.2
2007-02-23,42.94
2007-02-26,44.48
2007-02-27,43.18
2007-02-28,44.15
2007-03-01,43.99
2007-03-02,44.19
2007-03-05,44.25
2007-03-06,44.67
2007-03-07,43.86
2007-03-08,44.36
2007-03-09,44.61
2007-03-12,44.29
2007-03-13,43.37
2007-03-14,43.27
2007-03-15,43.19
2007-03-16,43.09
2007-03-19,43.42
2007-03-20,43.63
2007-03-21,44.25
2007-03-22,44.17
2007-03-23,44.45
2007-03-26,44.07
2007-03-27,43.65
2007-03-28,43.23
2007-03-29,43.95
2007-03-30,44.17
2007-04-02,45.01
2007-04-03,45.38
2007-04-04,45.37
2007-04-05,45.54
2007-04-09,45.65
2007-04-10,45.86
2007-04-11,45.65
2007-04-12,46.36
2007-04-13,50.21
2007-04-16,50.32
2007-04-17,50.01
2007-04-18,49.69
2007-04-19,50.15
2007-04-20,51.49
2007-04-23,51.67
2007-04-24,51.6
2007-04-25,52.39
2007-04-26,52.43
2007-04-27,51.86
2007-04-30,51.44
2007-05-01,50.98
2007-05-02,51.23
2007-05-03,51.55
2007-05-04,51.92
2007-05-07,52.03
2007-05-08,52.24
2007-05-09,52.05
2007-05-10,51.08
2007-05-11,52.0
2007-05-14,52.08
2007-05-15,52.62
2007-05-16,52.69
2007-05-17,52.46
2007-05-18,53.25
2007-05-21,53.79
2007-05-22,54.15
2007-05-23,54.35
2007-05-24,53.75
2007-05-25,53.7
2007-05-29,53.4
2007-05-30,52.71
2007-05-31,52.45
2007-06-01,52.14
2007-06-04,51.75
2007-06-05,51.44
2007-06-06,50.76
2007-06-07,50.34
2007-06-08,50.14
2007-06-11,51.05
2007-06-12,50.22
2007-06-13,50.67
2007-06-14,50.23
2007-06-15,50.73
2007-06-18,50.63
2007-06-19,50.32
2007-06-20,49.26
2007-06-21,49.3
2007-06-22,48.55
2007-06-25,48.34
2007-06-26,49.12
2007-06-27,50.33
2007-06-28,50.48
2007-06-29,49.8
2007-07-02,49.57
2007-07-03,49.83
2007-07-05,49.82
2007-07-06,49.46
2007-07-09,49.42
2007-07-10,48.66
2007-07-11,48.9
2007-07-12,50.77
2007-07-13,50.85
2007-07-16,50.83
2007-07-17,50.27
2007-07-18,49.94
2007-07-19,49.34
2007-07-20,49.02
2007-07-23,52.33
2007-07-24,51.72
2007-07-25,53.38
2007-07-26,51.97
2007-07-27,50.12
2007-07-30,50.12
2007-07-31,49.65
2007-08-01,51.02
2007-08-02,51.64
2007-08-03,50.29
2007-08-06,51.35
2007-08-07,51.63
2007-08-08,52.36
2007-08-09,51.44
2007-08-10,50.88
2007-08-13,50.56
2007-08-14,49.93
2007-08-15,49.78
2007-08-16,49.46
2007-08-17,49.62
2007-08-20,49.98
2007-08-21,49.77
2007-08-22,50.36
2007-08-23,50.5
2007-08-24,50.82
2007-08-27,50.12
2007-08-28,49.21
2007-08-29,49.92
2007-08-30,49.66
2007-08-31,50.17
2007-09-04,50.04
2007-09-05,49.4
2007-09-06,50.47
2007-09-07,49.57
2007-09-10,49.81
2007-09-11,49.95
2007-09-12,49.67
2007-09-13,49.86
2007-09-14,49.54
2007-09-17,49.41
2007-09-18,50.57
2007-09-19,51.56
2007-09-20,51.38
2007-09-21,51.82
2007-09-24,51.68
2007-09-25,52.28
2007-09-26,52.6
2007-09-27,52.3
2007-09-28,51.69
2007-10-01,52.43
2007-10-02,51.62
2007-10-03,52.15
2007-10-04,52.86
2007-10-05,53.51
2007-10-08,53.15
2007-10-09,53.63
2007-10-10,53.23
2007-10-11,53.04
2007-10-12,53.51
2007-10-15,53.29
2007-10-16,53.03
2007-10-17,53.42
2007-10-18,53.39
2007-10-19,53.11
2007-10-22,54.64
2007-10-23,56.36
2007-10-24,56.2
2007-10-25,57.06
2007-10-26,57.58
2007-10-29,57.77
2007-10-30,57.86
2007-10-31,58.26
2007-11-01,57.36
2007-11-02,56.04
2007-11-05,55.93
2007-11-06,55.99
2007-11-07,54.2
2007-11-08,54.77
2007-11-09,55.9
2007-11-12,55.99
2007-11-13,57.49
2007-11-14,57.3
2007-11-15,57.92
2007-11-16,58.38
2007-11-19,58.25
2007-11-20,57.92
2007-11-21,56.52
2007-11-23,57.66
2007-11-26,57.59
2007-11-27,58.94
2007-11-28,59.96
2007-11-29,59.92
2007-11-30,59.36
2007-12-03,58.77
2007-12-04,58.39
2007-12-05,59.4
2007-12-06,59.5
2007-12-07,60.67
2007-12-10,60.77
2007-12-11,60.4
2007-12-12,59.72
2007-12-13,59.79
2007-12-14,59.57
2007-12-17,59.49
2007-12-18,59.74
2007-12-19,59.34
2007-12-20,58.54
2007-12-21,59.15
2007-12-24,59.74
2007-12-26,59.42
2007-12-27,58.57
2007-12-28,58.71
2007-12-31,58.11
2008-01-02,57.37
2008-01-03,57.32
2008-01-04,56.85
2008-01-07,57.92
2008-01-08,59.66
2008-01-09,60.5
2008-01-10,60.47
2008-01-11,60.55
2008-01-14,59.78
2008-01-15,58.18
2008-01-16,58.35
2008-01-17,54.87
2008-01-18,53.32
2008-01-22,51.35
2008-01-23,50.31
2008-01-24,49.56
2008-01-25,47.79
2008-01-28,49.25
2008-01-29,48.01
2008-01-30,46.69
2008-01-31,46.1
2008-02-01,45.98
2008-02-04,47.47
2008-02-05,45.95
2008-02-06,45.71
2008-02-07,45.7
2008-02-08,44.53
2008-02-11,45.31
2008-02-12,46.53
2008-02-13,47.57
2008-02-14,46.9
2008-02-15,47.53
2008-02-19,47.07
2008-02-20,47.02
2008-02-21,46.13
2008-02-22,46.07
2008-02-25,46.79
2008-02-26,46.39
2008-02-27,45.44
2008-02-28,45.2
2008-02-29,44.3
2008-03-03,44.06
2008-03-04,43.76
2008-03-05,43.25
2008-03-06,42.39
2008-03-07,41.75
2008-03-10,41.26
2008-03-11,42.32
2008-03-12,42.45
2008-03-13,41.93
2008-03-14,40.97
2008-03-17,41.85
2008-03-18,43.19
2008-03-19,42.99
2008-03-20,43.36
2008-03-24,44.25
2008-03-25,44.67
2008-03-26,44.7
2008-03-27,44.78
2008-03-28,44.51
2008-03-31,37.95
2008-04-01,38.32
2008-04-02,37.1
2008-04-03,38.36
2008-04-04,40.0
2008-04-07,40.78
2008-04-08,40.9
2008-04-09,40.94
2008-04-10,41.71
2008-04-11,41.14
2008-04-14,41.4
2008-04-15,41.22
2008-04-16,40.31
2008-04-17,39.22
2008-04-18,39.76
2008-04-21,39.63
2008-04-22,38.51
2008-04-23,38.62
2008-04-24,39.97
2008-04-25,40.72
2008-04-28,41.44
2008-04-29,37.14
2008-04-30,38.04
2008-05-01,38.95
2008-05-02,39.37
2008-05-05,38.98
2008-05-06,38.84
2008-05-07,39.01
2008-05-08,39.09
2008-05-09,38.99
2008-05-12,39.62
2008-05-13,39.17
2008-05-14,39.83
2008-05-15,40.0
2008-05-16,40.0
2008-05-19,40.02
2008-05-20,39.74
2008-05-21,39.13
2008-05-22,39.03
2008-05-23,38.74
2008-05-27,38.62
2008-05-28,38.66
2008-05-29,38.92
2008-05-30,38.96
2008-06-02,38.17
2008-06-03,38.35
2008-06-04,38.17
2008-06-05,38.89
2008-06-06,37.49
2008-06-09,36.99
2008-06-10,36.39
2008-06-11,35.73
2008-06-12,35.4
2008-06-13,35.53
2008-06-16,35.01
2008-06-17,34.68
2008-06-18,34.86
2008-06-19,35.6
2008-06-20,35.13
2008-06-23,35.83
2008-06-24,37.03
2008-06-25,36.98
2008-06-26,36.2
2008-06-27,36.98
2008-06-30,37.69
2008-07-01,38.36
2008-07-02,38.04
2008-07-03,38.45
2008-07-07,36.6
2008-07-08,36.97
2008-07-09,37.06
2008-07-10,37.0
2008-07-11,36.75
2008-07-14,36.87
2008-07-15,36.58
2008-07-16,36.63
2008-07-17,36.96
2008-07-18,37.68
2008-07-21,35.33
2008-07-22,31.33
2008-07-23,31.77
2008-07-24,32.22
2008-07-25,32.68
2008-07-28,32.06
2008-07-29,32.41
2008-07-30,32.97
2008-07-31,32.9
2008-08-01,33.26
2008-08-04,33.4
2008-08-05,34.7
2008-08-06,35.3
2008-08-07,34.88
2008-08-08,35.95
2008-08-11,35.91
2008-08-12,36.17
2008-08-13,35.74
2008-08-14,35.94
2008-08-15,36.16
2008-08-18,35.71
2008-08-19,35.25
2008-08-20,34.94
2008-08-21,34.82
2008-08-22,35.27
2008-08-25,35.0
2008-08-26,35.42
2008-08-27,35.73
2008-08-28,36.4
2008-08-29,35.67
2008-09-02,34.83
2008-09-03,34.67
2008-09-04,34.17
2008-09-05,34.3
2008-09-08,35.48
2008-09-09,34.34
2008-09-10,33.52
2008-09-11,33.99
2008-09-12,33.82
2008-09-15,32.72
2008-09-16,32.28
2008-09-17,31.13
2008-09-18,31.93
2008-09-19,31.84
2008-09-22,31.45
2008-09-23,30.75
2008-09-24,31.47
2008-09-25,32.37
2008-09-26,32.12
2008-09-29,30.34
2008-09-30,31.56
2008-10-01,32.09
2008-10-02,31.1
2008-10-03,31.78
2008-10-06,30.04
2008-10-07,28.92
2008-10-08,28.52
2008-10-09,26.21
2008-10-10,26.23
2008-10-13,29.42
2008-10-14,29.13
2008-10-15,26.56
2008-10-16,28.19
2008-10-17,28.5
2008-10-20,31.0
2008-10-21,29.97
2008-10-22,28.01
2008-10-23,28.85
2008-10-24,27.35
2008-10-27,26.82
2008-10-28,29.69
2008-10-29,28.68
2008-10-30,30.19
2008-10-31,30.95
2008-11-03,29.97
2008-11-04,31.13
2008-11-05,28.72
2008-11-06,27.86
2008-11-07,28.92
2008-11-10,27.91
2008-11-11,27.55
2008-11-12,26.72
2008-11-13,28.53
2008-11-14,27.33
2008-11-17,25.99
2008-11-18,26.13
2008-11-19,25.31
2008-11-20,23.56
2008-11-21,24.4
2008-11-24,25.44
2008-11-25,25.81
2008-11-26,26.31
2008-11-28,26.72
2008-12-01,24.85
2008-12-02,26.68
2008-12-03,26.46
2008-12-04,25.0
2008-12-05,26.49
2008-12-08,27.0
2008-12-09,26.31
2008-12-10,26.98
2008-12-11,26.44
2008-12-12,27.04
2008-12-15,26.6
2008-12-16,27.91
2008-12-17,27.58
2008-12-18,27.74
2008-12-19,28.56
2008-12-22,29.09
2008-12-23,29.41
2008-12-24,29.27
2008-12-26,29.0
2008-12-29,28.3
2008-12-30,29.6
2008-12-31,30.4
2009-01-02,31.0
2009-01-05,30.53
2009-01-06,29.97
2009-01-07,29.49
2009-01-08,29.36
2009-01-09,28.73
2009-01-12,28.5
2009-01-13,28.44
2009-01-14,27.82
2009-01-15,28.12
2009-01-16,28.19
2009-01-20,27.89
2009-01-21,27.57
2009-01-22,27.45
2009-01-23,28.2
2009-01-26,27.79
2009-01-27,28.37
2009-01-28,28.78
2009-01-29,28.94
2009-01-30,28.55
2009-02-02,28.43
2009-02-03,30.24
2009-02-04,29.9
2009-02-05,30.1
2009-02-06,30.77
2009-02-09,30.65
2009-02-10,29.01
2009-02-11,29.72
2009-02-12,29.34
2009-02-13,28.75
2009-02-17,28.61
2009-02-18,28.64
2009-02-19,28.53
2009-02-20,28.1
2009-02-23,27.88
2009-02-24,28.53
2009-02-25,27.91
2009-02-26,26.04
2009-02-27,24.2
2009-03-02,23.44
2009-03-03,23.05
2009-03-04,23.17
2009-03-05,22.14
2009-03-06,22.74
2009-03-09,20.99
2009-03-10,22.2
2009-03-11,21.94
2009-03-12,24.03
2009-03-13,27.07
2009-03-16,26.21
2009-03-17,26.61
2009-03-18,26.96
2009-03-19,26.04
2009-03-20,26.72
2009-03-23,27.98
2009-03-24,27.75
2009-03-25,27.5
2009-03-26,27.58
2009-03-27,27.16
2009-03-30,26.55
2009-03-31,26.75
2009-04-01,26.99
2009-04-02,27.0
2009-04-03,26.46
2009-04-06,26.67
2009-04-07,26.27
2009-04-08,26.76
2009-04-09,26.3
2009-04-13,26.05
2009-04-14,25.68
2009-04-15,26.25
2009-04-16,25.85
2009-04-17,25.73
2009-04-20,25.22
2009-04-21,23.54
2009-04-22,22.97
2009-04-23,23.23
2009-04-24,23.45
2009-04-27,23.44
2009-04-28,23.17
2009-04-29,23.9
2009-04-30,24.24
2009-05-01,24.3
2009-05-04,24.62
2009-05-05,24.59
2009-05-06,24.61
2009-05-07,25.21
2009-05-08,24.82
2009-05-11,24.4
2009-05-12,24.98
2009-05-13,25.67
2009-05-14,26.05
2009-05-15,25.47
2009-05-18,25.74
2009-05-19,25.77
2009-05-20,26.09
2009-05-21,26.12
2009-05-22,26.17
2009-05-26,26.56
2009-05-27,26.63
2009-05-28,26.77
2009-05-29,27.58
2009-06-01,27.53
2009-06-02,27.7
2009-06-03,27.59
2009-06-04,26.58
2009-06-05,26.07
2009-06-08,25.93
2009-06-09,25.72
2009-06-10,25.59
2009-06-11,26.19
2009-06-12,26.08
2009-06-15,24.96
2009-06-16,24.43
2009-06-17,24.77
2009-06-18,25.65
2009-06-19,25.91
2009-06-22,25.18
2009-06-23,25.11
2009-06-24,25.45
2009-06-25,26.57
2009-06-26,27.0
2009-06-29,27.85
2009-06-30,27.96
2009-07-01,28.05
2009-07-02,27.01
2009-07-06,27.89
2009-07-07,27.62
2009-07-08,28.04
2009-07-09,27.01
2009-07-10,26.45
2009-07-13,26.82
2009-07-14,27.16
2009-07-15,27.71
2009-07-16,27.87
2009-07-17,27.68
2009-07-20,27.94
2009-07-21,29.65
2009-07-22,29.45
2009-07-23,30.25
2009-07-24,30.99
2009-07-27,30.77
2009-07-28,30.02
2009-07-29,29.87
2009-07-30,29.94
2009-07-31,30.01
2009-08-03,30.02
2009-08-04,29.84
2009-08-05,29.61
2009-08-06,29.36
2009-08-07,30.1
2009-08-10,30.6
2009-08-12,30.74
2009-08-13,30.98
2009-08-14,30.98
2009-08-17,30.88
2009-08-18,30.71
2009-08-19,31.48
2009-08-20,31.34
2009-08-21,32.56
2009-08-24,32.5
2009-08-25,32.95
2009-08-26,32.68
2009-08-27,32.87
2009-08-28,32.32
2009-08-31,32.43
2009-09-01,31.79
2009-09-02,30.81
2009-09-03,30.24
2009-09-04,30.7
2009-09-08,30.97
2009-09-09,31.55
2009-09-10,31.96
2009-09-11,32.54
2009-09-14,32.89
2009-09-15,32.7
2009-09-16,32.17
2009-09-17,32.01
2009-09-18,31.88
2009-09-21,31.82
2009-09-22,31.33
2009-09-23,31.33
2009-09-24,31.01
2009-09-25,31.25
2009-09-28,32.03
2009-09-29,31.85
2009-09-30,31.63
2009-10-01,31.18
2009-10-02,31.65
2009-10-05,31.77
2009-10-06,32.51
2009-10-07,32.19
2009-10-08,32.43
2009-10-09,32.56
2009-10-12,32.86
2009-10-13,32.42
2009-10-14,32.9
2009-10-15,33.3
2009-10-16,33.21
2009-10-19,33.73
2009-10-20,33.72
2009-10-21,32.68
2009-10-22,32.87
2009-10-23,32.43
2009-10-26,32.02
2009-10-27,32.43
2009-10-28,32.05
2009-10-29,31.31
2009-10-30,30.93
2009-11-02,31.26
2009-11-03,30.67
2009-11-04,32.64
2009-11-05,32.71
2009-11-06,32.59
2009-11-09,33.43
2009-11-10,33.61
2009-11-11,33.22
2009-11-12,32.98
2009-11-13,33.1
2009-11-16,33.81
2009-11-17,34.29
2009-11-18,35.14
2009-11-19,35.33
2009-11-20,36.46
2009-11-23,36.42
2009-11-24,36.22
2009-11-25,36.57
2009-11-27,36.29
2009-11-30,36.21
2009-12-01,36.88
2009-12-02,36.8
2009-12-03,36.77
2009-12-04,36.7
2009-12-07,36.7
2009-12-08,36.35
2009-12-09,37.15
2009-12-10,37.54
2009-12-11,37.07
2009-12-14,37.77
2009-12-15,38.0
2009-12-16,37.75
2009-12-17,37.28
2009-12-18,37.4
2009-12-21,37.69
2009-12-22,37.75
2009-12-23,37.25
2009-12-24,36.99
2009-12-28,37.29
2009-12-29,37.1
2009-12-30,37.06
2009-12-31,36.54
2010-01-04,37.01
2010-01-05,37.16
2010-01-06,37.66
2010-01-07,37.72
2010-01-08,37.7
2010-01-11,37.85
2010-01-12,37.55
2010-01-13,38.93
2010-01-14,39.99
2010-01-15,39.47
2010-01-19,40.62
2010-01-20,41.03
2010-01-21,40.08
2010-01-22,38.87
2010-01-25,38.76
2010-01-26,38.58
2010-01-27,38.64
2010-01-28,37.97
2010-01-29,38.18
2010-02-01,38.3
2010-02-02,39.54
2010-02-03,38.72
2010-02-04,37.1
2010-02-05,36.73
2010-02-08,36.59
2010-02-09,36.47
2010-02-10,36.2
2010-02-11,36.88
2010-02-12,36.92
2010-02-16,37.66
2010-02-17,37.34
2010-02-18,37.29
2010-02-19,37.49
2010-02-22,37.12
2010-02-23,36.51
2010-02-24,36.93
2010-02-25,36.57
2010-02-26,36.88
2010-03-01,37.27
2010-03-02,37.39
2010-03-03,37.21
2010-03-04,37.14
2010-03-05,37.49
2010-03-08,37.35
2010-03-09,37.04
2010-03-10,36.67
2010-03-11,36.88
2010-03-12,37.16
2010-03-15,37.75
2010-03-16,37.94
2010-03-17,38.08
2010-03-18,38.45
2010-03-19,38.06
2010-03-22,38.3
2010-03-23,38.5
2010-03-24,38.01
2010-03-25,37.78
2010-03-26,37.43
2010-03-29,37.89
2010-03-30,37.66
2010-03-31,37.35
2010-04-01,37.71
2010-04-05,37.39
2010-04-06,37.25
2010-04-07,36.79
2010-04-08,36.78
2010-04-09,36.97
2010-04-12,36.85
2010-04-13,36.7
2010-04-14,36.21
2010-04-15,36.04
2010-04-16,35.71
2010-04-19,35.9
2010-04-20,36.06
2010-04-21,34.74
2010-04-22,33.77
2010-04-23,35.46
2010-04-26,35.0
2010-04-27,34.48
2010-04-28,34.56
2010-04-29,35.25
2010-04-30,35.04
2010-05-03,35.27
2010-05-04,35.81
2010-05-05,35.59
2010-05-06,34.27
2010-05-07,33.49
2010-05-10,34.25
2010-05-11,33.51
2010-05-12,33.64
2010-05-13,33.31
2010-05-14,32.88
2010-05-17,32.78
2010-05-18,32.35
2010-05-19,32.62
2010-05-20,31.82
2010-05-21,32.04
2010-05-24,31.86
2010-05-25,32.06
2010-05-26,32.42
2010-05-27,33.62
2010-05-28,33.69
2010-06-01,33.53
2010-06-02,34.36
2010-06-03,34.29
2010-06-04,33.17
2010-06-07,33.31
2010-06-08,33.81
2010-06-09,33.71
2010-06-10,34.65
2010-06-11,34.86
2010-06-14,35.02
2010-06-15,36.02
2010-06-16,36.01
2010-06-17,35.86
2010-06-18,35.67
2010-06-21,35.12
2010-06-22,35.13
2010-06-23,35.42
2010-06-24,35.61
2010-06-25,35.93
2010-06-28,35.94
2010-06-29,35.43
2010-06-30,34.97
2010-07-01,34.44
2010-07-02,34.22
2010-07-06,34.65
2010-07-07,35.43
2010-07-08,35.86
2010-07-09,36.3
2010-07-12,36.09
2010-07-13,36.45
2010-07-14,36.2
2010-07-15,36.49
2010-07-16,35.91
2010-07-19,35.8
2010-07-20,35.66
2010-07-21,35.19
2010-07-22,35.18
2010-07-23,34.87
2010-07-26,35.27
2010-07-27,35.18
2010-07-28,34.74
2010-07-29,35.06
2010-07-30,34.46
2010-08-02,35.07
2010-08-03,34.82
2010-08-04,35.19
2010-08-05,35.07
2010-08-06,34.98
2010-08-09,35.36
2010-08-10,35.77
2010-08-11,34.89
2010-08-12,35.04
2010-08-13,35.0
2010-08-16,34.97
2010-08-17,35.54
2010-08-18,35.37
2010-08-19,34.71
2010-08-20,34.44
2010-08-23,34.97
2010-08-24,34.44
2010-08-25,34.54
2010-08-26,34.48
2010-08-27,35.0
2010-08-30,34.73
2010-08-31,35.13
2010-09-01,35.62
2010-09-02,35.35
2010-09-03,35.59
2010-09-07,35.46
2010-09-08,35.81
2010-09-09,36.08
2010-09-10,36.65
2010-09-13,36.22
2010-09-14,36.52
2010-09-15,36.51
2010-09-16,36.43
2010-09-17,36.33
2010-09-20,36.54
2010-09-21,36.72
2010-09-22,36.96
2010-09-23,36.66
2010-09-24,37.34
2010-09-27,37.13
2010-09-28,37.25
2010-09-29,37.12
2010-09-30,36.81
2010-10-01,36.6
2010-10-04,36.52
2010-10-05,37.02
2010-10-06,37.01
2010-10-07,36.71
2010-10-08,36.91
2010-10-11,36.86
2010-10-12,36.64
2010-10-13,37.16
2010-10-14,37.15
2010-10-15,36.95
2010-10-18,37.23
2010-10-19,36.52
2010-10-20,36.99
2010-10-21,37.1
2010-10-22,37.1
2010-10-25,37.42
2010-10-26,37.07
2010-10-27,36.46
2010-10-28,36.94
2010-10-29,36.31
2010-11-01,36.25
2010-11-02,36.61
2010-11-03,36.51
2010-11-04,36.65
2010-11-05,35.7
2010-11-08,35.62
2010-11-09,35.05
2010-11-10,34.96
2010-11-11,35.21
2010-11-12,34.71
2010-11-15,34.54
2010-11-16,34.1
2010-11-17,34.47
2010-11-18,35.29
2010-11-19,35.33
2010-11-22,35.59
2010-11-23,34.81
2010-11-24,35.15
2010-11-26,34.79
2010-11-29,34.69
2010-11-30,34.47
2010-12-01,35.06
2010-12-02,35.22
2010-12-03,35.3
2010-12-06,35.25
2010-12-07,35.37
2010-12-08,35.4
2010-12-09,35.67
2010-12-10,35.99
2010-12-13,36.1
2010-12-14,36.55
2010-12-15,36.66
2010-12-16,36.84
2010-12-17,36.48
2010-12-20,36.5
2010-12-21,36.18
2010-12-22,36.22
2010-12-23,36.29
2010-12-27,36.23
2010-12-28,36.2
2010-12-29,36.21
2010-12-30,36.01
2010-12-31,36.04
2011-01-03,36.04
2011-01-04,36.35
2011-01-05,36.56
2011-01-06,37.06
2011-01-07,37.35
2011-01-10,37.2
2011-01-11,36.95
2011-01-12,37.15
2011-01-13,34.69
2011-01-14,34.23
2011-01-18,33.87
2011-01-19,33.91
