time_captured,01_off_raw_accZ
1970-01-01 00:00:00.000000544,964.288
1970-01-01 00:00:00.000000545,959.896
1970-01-01 00:00:00.000000546,962.946
1970-01-01 00:00:00.000000547,958.554
1970-01-01 00:00:00.000000548,955.26
1970-01-01 00:00:00.000000549,963.556
1970-01-01 00:00:00.000000550,961.726
1970-01-01 00:00:00.000000551,958.066
1970-01-01 00:00:00.000000552,966.606
1970-01-01 00:00:00.000000553,962.336
1970-01-01 00:00:00.000000554,960.75
1970-01-01 00:00:00.000000555,959.53
1970-01-01 00:00:00.000000556,964.41
1970-01-01 00:00:00.000000557,957.944
1970-01-01 00:00:00.000000558,956.236
1970-01-01 00:00:00.000000559,964.288
1970-01-01 00:00:00.000000560,963.678
1970-01-01 00:00:00.000000561,958.92
1970-01-01 00:00:00.000000562,961.238
1970-01-01 00:00:00.000000563,961.482
1970-01-01 00:00:00.000000564,962.214
1970-01-01 00:00:00.000000565,964.288
1970-01-01 00:00:00.000000566,964.654
1970-01-01 00:00:00.000000567,962.214
1970-01-01 00:00:00.000000568,960.262
1970-01-01 00:00:00.000000569,963.068
1970-01-01 00:00:00.000000570,963.8
1970-01-01 00:00:00.000000571,960.628
1970-01-01 00:00:00.000000572,963.068
1970-01-01 00:00:00.000000573,965.142
1970-01-01 00:00:00.000000574,960.14
1970-01-01 00:00:00.000000575,959.408
1970-01-01 00:00:00.000000576,961.604
1970-01-01 00:00:00.000000577,962.458
1970-01-01 00:00:00.000000578,957.944
1970-01-01 00:00:00.000000579,961.36
1970-01-01 00:00:00.000000580,963.19
1970-01-01 00:00:00.000000581,962.946
1970-01-01 00:00:00.000000582,960.384
1970-01-01 00:00:00.000000583,961.726
1970-01-01 00:00:00.000000584,962.336
1970-01-01 00:00:00.000000585,964.288
1970-01-01 00:00:00.000000586,961.604
1970-01-01 00:00:00.000000587,962.214
1970-01-01 00:00:00.000000588,961.482
1970-01-01 00:00:00.000000589,963.19
1970-01-01 00:00:00.000000590,962.946
1970-01-01 00:00:00.000000591,962.824
1970-01-01 00:00:00.000000592,963.434
1970-01-01 00:00:00.000000593,963.922
1970-01-01 00:00:00.000000594,959.896
1970-01-01 00:00:00.000000595,963.556
1970-01-01 00:00:00.000000596,962.336
1970-01-01 00:00:00.000000597,960.018
1970-01-01 00:00:00.000000598,960.75
1970-01-01 00:00:00.000000599,962.336
1970-01-01 00:00:00.000000600,963.312
1970-01-01 00:00:00.000000601,960.75
1970-01-01 00:00:00.000000602,957.334
1970-01-01 00:00:00.000000603,960.872
1970-01-01 00:00:00.000000604,961.238
1970-01-01 00:00:00.000000605,964.41
1970-01-01 00:00:00.000000606,961.482
1970-01-01 00:00:00.000000607,962.336
1970-01-01 00:00:00.000000608,963.678
1970-01-01 00:00:00.000000609,959.652
1970-01-01 00:00:00.000000610,962.092
1970-01-01 00:00:00.000000611,961.36
1970-01-01 00:00:00.000000612,957.09
1970-01-01 00:00:00.000000613,966.484
1970-01-01 00:00:00.000000614,960.506
1970-01-01 00:00:00.000000615,960.75
1970-01-01 00:00:00.000000616,961.482
1970-01-01 00:00:00.000000617,961.604
1970-01-01 00:00:00.000000618,962.214
1970-01-01 00:00:00.000000619,958.798
1970-01-01 00:00:00.000000620,964.166
1970-01-01 00:00:00.000000621,964.532
1970-01-01 00:00:00.000000622,957.578
1970-01-01 00:00:00.000000623,964.532
1970-01-01 00:00:00.000000624,962.702
1970-01-01 00:00:00.000000625,960.75
1970-01-01 00:00:00.000000626,961.116
1970-01-01 00:00:00.000000627,962.946
1970-01-01 00:00:00.000000628,961.97
1970-01-01 00:00:00.000000629,962.458
1970-01-01 00:00:00.000000630,966.118
1970-01-01 00:00:00.000000631,964.288
1970-01-01 00:00:00.000000632,959.042
1970-01-01 00:00:00.000000633,964.776
1970-01-01 00:00:00.000000634,964.776
1970-01-01 00:00:00.000000635,964.288
1970-01-01 00:00:00.000000636,960.994
1970-01-01 00:00:00.000000637,964.044
1970-01-01 00:00:00.000000638,964.776
1970-01-01 00:00:00.000000639,962.702
1970-01-01 00:00:00.000000640,968.07
1970-01-01 00:00:00.000000641,962.946
1970-01-01 00:00:00.000000642,959.53
1970-01-01 00:00:00.000000643,964.044
1970-01-01 00:00:00.000000644,964.044
1970-01-01 00:00:00.000000645,964.654
1970-01-01 00:00:00.000000646,960.872
1970-01-01 00:00:00.000000647,961.482
1970-01-01 00:00:00.000000648,965.63
1970-01-01 00:00:00.000000649,961.604
1970-01-01 00:00:00.000000650,963.068
1970-01-01 00:00:00.000000651,959.896
1970-01-01 00:00:00.000000652,960.872
1970-01-01 00:00:00.000000653,964.532
1970-01-01 00:00:00.000000654,964.532
1970-01-01 00:00:00.000000655,966.24
1970-01-01 00:00:00.000000656,961.238
1970-01-01 00:00:00.000000657,965.996
1970-01-01 00:00:00.000000658,967.216
1970-01-01 00:00:00.000000659,961.482
1970-01-01 00:00:00.000000660,967.094
1970-01-01 00:00:00.000000661,962.946
