time_captured,JPM_Volume
2011-01-11,28067052
2011-01-12,44304853
2011-01-13,42192795
2011-01-14,86983737
2011-01-18,46237632
2011-01-19,44989128
2011-01-20,46977665
2011-01-21,44767336
2011-01-24,27826781
2011-01-25,36022337
2011-01-26,25639361
2011-01-27,26740893
2011-01-28,38603129
2011-01-31,23574462
2011-02-01,28255494
2011-02-02,24104899
2011-02-03,23322381
2011-02-04,38172829
2011-02-07,36790834
2011-02-08,28649451
2011-02-09,33490937
2011-02-10,22688507
2011-02-11,40814416
2011-02-14,28699124
2011-02-15,35979863
2011-02-16,44327747
2011-02-17,22934972
2011-02-18,23852134
2011-02-22,44561836
2011-02-23,36266394
2011-02-24,31928879
2011-02-25,26783016
2011-02-28,25985944
2011-03-01,33685017
2011-03-02,28602007
2011-03-03,23045500
2011-03-04,27733362
2011-03-07,28122077
2011-03-08,32949342
2011-03-09,25179569
2011-03-10,33815387
2011-03-11,20347910
2011-03-14,24513339
2011-03-15,35632163
2011-03-16,41999205
2011-03-17,46752306
2011-03-18,77445705
2011-03-21,28998804
2011-03-22,19773155
2011-03-23,26695103
2011-03-24,21763428
2011-03-25,20728953
2011-03-28,19047618
2011-03-29,17916404
2011-03-30,26850725
2011-03-31,23491762
2011-04-01,25395781
2011-04-04,15710209
2011-04-05,21199013
2011-04-06,31212869
2011-04-07,29988334
2011-04-08,23827177
2011-04-11,25643410
2011-04-12,27275621
2011-04-13,55395689
2011-04-14,45218921
2011-04-15,32483879
2011-04-18,50974276
2011-04-19,26720104
2011-04-20,35566808
2011-04-21,24386589
2011-04-25,17360519
2011-04-26,25893126
2011-04-27,20852690
2011-04-28,19862755
2011-04-29,23363095
2011-05-02,25913966
2011-05-03,30039119
2011-05-04,22739271
2011-05-05,26165514
2011-05-06,26356067
2011-05-09,22475423
2011-05-10,20541125
2011-05-11,31528851
2011-05-12,29589929
2011-05-13,32878376
2011-05-16,34907303
2011-05-17,36333561
2011-05-18,24382933
2011-05-19,19539524
2011-05-20,29951525
2011-05-23,32316785
2011-05-24,39341319
2011-05-25,26510052
2011-05-26,21660730
2011-05-27,24748707
2011-05-31,28746221
2011-06-01,38634790
2011-06-02,45969424
2011-06-03,31837491
2011-06-06,40895852
2011-06-07,36342388
2011-06-08,38895183
2011-06-09,30084305
2011-06-10,48547057
2011-06-13,31768310
2011-06-14,32110148
2011-06-15,37337308
2011-06-16,50321135
2011-06-17,32023979
2011-06-20,21568823
2011-06-21,34244084
2011-06-22,27317060
2011-06-23,48316522
2011-06-24,36143032
2011-06-27,30639635
2011-06-28,41558662
2011-06-29,44783465
2011-06-30,28002025
2011-07-01,32136736
2011-07-05,23811209
2011-07-06,23868334
2011-07-07,28554303
2011-07-08,20682965
2011-07-11,38327919
2011-07-12,33808210
2011-07-13,34020567
2011-07-14,65336261
2011-07-15,46553295
2011-07-18,47604249
2011-07-19,34844494
2011-07-20,31250813
2011-07-21,45554055
2011-07-22,19986046
2011-07-25,22531003
2011-07-26,24354927
2011-07-27,32364601
2011-07-28,23370785
2011-07-29,37795986
2011-08-01,34042409
2011-08-02,42118933
2011-08-03,41110031
2011-08-04,59938092
2011-08-05,85512270
2011-08-08,132612617
2011-08-09,78985631
2011-08-10,83975624
2011-08-11,69583435
2011-08-12,44082499
2011-08-15,34830097
2011-08-16,42272563
2011-08-17,30131313
2011-08-18,57139173
2011-08-19,52962310
2011-08-22,50971319
2011-08-23,55809435
2011-08-24,41963837
2011-08-25,55387550
2011-08-26,35115667
2011-08-29,27945757
2011-08-30,28826266
2011-08-31,30051400
2011-09-01,36865259
2011-09-02,41677229
2011-09-06,57081174
2011-09-07,36145887
2011-09-08,44815207
2011-09-09,67195566
2011-09-12,53381750
2011-09-13,50142208
2011-09-14,44446740
2011-09-15,35848788
2011-09-16,52687591
2011-09-19,33160246
2011-09-20,34089368
2011-09-21,57429559
2011-09-22,86290439
2011-09-23,51731259
2011-09-26,58696019
2011-09-27,58242837
2011-09-28,38725834
2011-09-29,51015757
2011-09-30,42436947
2011-10-03,51002691
2011-10-04,69815353
2011-10-05,51117106
2011-10-06,53216608
2011-10-07,49326167
2011-10-10,37324743
2011-10-11,38169186
2011-10-12,55462460
2011-10-13,78838174
2011-10-14,51905068
2011-10-17,40869712
2011-10-18,64392307
2011-10-19,50121949
2011-10-20,41662534
2011-10-21,48445287
2011-10-24,45697155
2011-10-25,38683534
2011-10-26,36360840
2011-10-27,76482945
2011-10-28,39893754
2011-10-31,46438679
2011-11-01,74056271
2011-11-02,34342387
2011-11-03,40087752
2011-11-04,30867231
2011-11-07,25935525
2011-11-08,30194985
2011-11-09,53000040
2011-11-10,30431632
2011-11-11,29989577
2011-11-14,27596216
2011-11-15,31265984
2011-11-16,40761704
2011-11-17,55130024
2011-11-18,39033896
2011-11-21,39666395
2011-11-22,36466171
2011-11-23,44474351
2011-11-25,21423184
2011-11-28,45285387
2011-11-29,45104651
2011-11-30,61412527
2011-12-01,33189688
2011-12-02,90519608
2011-12-05,52216056
2011-12-06,38788222
2011-12-07,44722793
2011-12-08,47788873
2011-12-09,39106916
2011-12-12,35986439
2011-12-13,49484808
2011-12-14,41295653
2011-12-15,33457250
2011-12-16,52598292
2011-12-19,47388002
2011-12-20,49092903
2011-12-21,30898992
2011-12-22,35544903
2011-12-23,21962667
2011-12-27,16897090
2011-12-28,19248511
2011-12-29,19793016
2011-12-30,18199609
2012-01-03,44108273
2012-01-04,36576187
2012-01-05,38383814
2012-01-06,33162979
2012-01-09,23006529
2012-01-10,35982879
2012-01-11,29853149
2012-01-12,39420935
2012-01-13,61577062
2012-01-17,55119029
2012-01-18,55504941
2012-01-19,37001975
2012-01-20,34716500
2012-01-23,27500781
2012-01-24,25406126
2012-01-25,29863012
2012-01-26,33291241
2012-01-27,27674802
2012-01-30,24432067
2012-01-31,29658089
2012-02-01,41957763
2012-02-02,26786875
2012-02-03,41081315
2012-02-06,23108329
2012-02-07,21092892
2012-02-08,23258667
2012-02-09,28614498
2012-02-10,22624780
2012-02-13,24827981
2012-02-14,27039262
2012-02-15,26534874
2012-02-16,22141431
2012-02-17,28016341
2012-02-21,22807470
2012-02-22,23418176
2012-02-23,31363508
2012-02-24,17589412
2012-02-27,34036867
2012-02-28,37905499
2012-02-29,41187933
2012-03-01,44384544
2012-03-02,34897825
2012-03-05,30806826
2012-03-06,33930434
2012-03-07,22880868
2012-03-08,22060726
2012-03-09,33499779
2012-03-12,30763746
2012-03-13,77277594
2012-03-14,68028623
2012-03-15,57124817
2012-03-16,48844406
2012-03-19,41515244
2012-03-20,34798090
2012-03-21,27273648
2012-03-22,27461074
2012-03-23,30643963
2012-03-26,33530630
2012-03-27,33035556
2012-03-28,29763066
2012-03-29,32268866
2012-03-30,25945990
2012-04-02,27675928
2012-04-03,31036320
2012-04-04,41347710
2012-04-05,28834531
2012-04-09,29376366
2012-04-10,38845936
2012-04-11,32142163
2012-04-12,33631097
2012-04-13,58183898
2012-04-16,40388941
2012-04-17,26887901
2012-04-18,20244147
2012-04-19,25963308
2012-04-20,26184284
2012-04-23,25538094
2012-04-24,21420339
2012-04-25,31694004
2012-04-26,28101552
2012-04-27,24285744
2012-04-30,23521663
2012-05-01,26364545
2012-05-02,22462824
2012-05-03,19536754
2012-05-04,31289431
2012-05-07,25910034
2012-05-08,28051620
2012-05-09,38775560
2012-05-10,35827257
2012-05-11,217294160
2012-05-14,96488404
2012-05-15,89903651
2012-05-16,68729813
2012-05-17,95429256
2012-05-18,82655364
2012-05-21,99557353
2012-05-22,84720953
2012-05-23,52512858
2012-05-24,37846025
2012-05-25,28803487
2012-05-29,35858078
2012-05-30,34203559
2012-05-31,42126257
2012-06-01,50473313
2012-06-04,60495394
2012-06-05,46502750
2012-06-06,47980479
2012-06-07,53888894
2012-06-08,34243468
2012-06-11,46404807
2012-06-12,43334359
2012-06-13,72456524
2012-06-14,44428016
2012-06-15,40920716
2012-06-18,31084454
2012-06-19,32488936
2012-06-20,61149759
2012-06-21,95637185
2012-06-22,44203816
2012-06-25,33115794
2012-06-26,35058728
2012-06-27,34156770
2012-06-28,69904866
2012-06-29,56063666
2012-07-02,34281571
2012-07-03,26705915
2012-07-05,58529307
2012-07-06,32057669
2012-07-09,30544925
2012-07-10,33175467
2012-07-11,35144270
2012-07-12,39301433
2012-07-13,83001210
2012-07-16,52368297
2012-07-17,43998207
2012-07-18,28948255
2012-07-19,34390711
2012-07-20,36301590
2012-07-23,41248260
2012-07-24,29929501
2012-07-25,32129081
2012-07-26,28903218
2012-07-27,63640527
2012-07-30,30701699
2012-07-31,19686716
2012-08-01,22184446
2012-08-02,36677078
2012-08-03,24516267
2012-08-06,18979186
2012-08-07,37225761
2012-08-08,18677116
2012-08-09,23408157
2012-08-10,15492665
2012-08-13,14457113
2012-08-14,18068149
2012-08-15,17525863
2012-08-16,15895973
2012-08-17,17080761
2012-08-20,17926581
2012-08-21,36887510
2012-08-22,16902860
2012-08-23,16431048
2012-08-24,20021563
2012-08-27,17619128
2012-08-28,18053276
2012-08-29,13688324
2012-08-30,13701589
2012-08-31,16775701
2012-09-04,13634888
2012-09-05,13538409
2012-09-06,41356607
2012-09-07,28087896
2012-09-10,20858745
2012-09-11,22380345
2012-09-12,29883726
2012-09-13,47020628
2012-09-14,43477367
2012-09-17,19741058
2012-09-18,25189352
2012-09-19,22887181
2012-09-20,20998581
2012-09-21,28299063
2012-09-24,20504116
2012-09-25,21991228
2012-09-26,23785658
2012-09-27,20843887
2012-09-28,21382009
2012-10-01,21957111
2012-10-02,26946068
2012-10-03,22421111
2012-10-04,24334091
2012-10-05,22777435
2012-10-08,18635403
2012-10-09,19956705
2012-10-10,25803795
2012-10-11,27755002
2012-10-12,44570634
2012-10-15,26277471
2012-10-16,28594052
2012-10-17,26180558
2012-10-18,23633913
2012-10-19,29748466
2012-10-22,27996092
2012-10-23,22897318
2012-10-24,18919320
2012-10-25,17311695
2012-10-26,21893909
2012-10-31,19428720
2012-11-01,23328281
2012-11-02,17029679
2012-11-05,13253683
2012-11-06,17196716
2012-11-07,47631169
2012-11-08,27830997
2012-11-09,27559061
2012-11-12,12820369
2012-11-13,19799080
2012-11-14,30995630
2012-11-15,24859853
2012-11-16,32462098
2012-11-19,26784470
2012-11-20,19379181
2012-11-21,13035979
2012-11-23,8316667
2012-11-26,20376505
2012-11-27,19876930
2012-11-28,26112040
2012-11-29,18910626
2012-11-30,20081805
2012-12-03,18965875
2012-12-04,24036982
2012-12-05,25515569
2012-12-06,20541648
2012-12-07,34559111
2012-12-10,22397285
2012-12-11,21959925
2012-12-12,23110567
2012-12-13,18461750
2012-12-14,16208762
2012-12-17,23889797
2012-12-18,33867674
2012-12-19,34352174
2012-12-20,25016763
2012-12-21,38986323
2012-12-24,8622420
2012-12-26,11499413
2012-12-27,19566946
2012-12-28,15403478
2012-12-31,24213813
2013-01-02,31421123
2013-01-03,24228885
2013-01-04,24491604
2013-01-07,24457249
2013-01-08,19625226
2013-01-09,25923639
2013-01-10,23420153
2013-01-11,19723892
2013-01-14,19079465
2013-01-15,29905738
2013-01-16,43459526
2013-01-17,41097680
2013-01-18,28694707
2013-01-22,24259226
2013-01-23,19112157
2013-01-24,20017415
2013-01-25,26014637
2013-01-28,19708169
2013-01-29,19910343
2013-01-30,18636633
2013-01-31,19541263
2013-02-01,24527532
2013-02-04,20828175
2013-02-05,28068446
2013-02-06,28286377
2013-02-07,21432016
2013-02-08,15219612
2013-02-11,13937728
2013-02-12,16393466
2013-02-13,21637319
2013-02-14,18020155
2013-02-15,20016541
2013-02-19,20450050
2013-02-20,24789397
2013-02-21,24445078
2013-02-22,23586192
2013-02-25,32776345
2013-02-26,39407782
2013-02-27,31932363
2013-02-28,24718064
2013-03-01,25925897
2013-03-04,17698510
2013-03-05,25565033
2013-03-06,19611229
2013-03-07,24252643
2013-03-08,32726854
2013-03-11,19473159
2013-03-12,18006118
2013-03-13,16686257
2013-03-14,26380348
2013-03-15,60908739
2013-03-18,28017768
2013-03-19,24418504
2013-03-20,19388482
2013-03-21,23543287
2013-03-22,22799985
2013-03-25,23582710
2013-03-26,16420085
2013-03-27,26534597
2013-03-28,27519846
2013-04-01,17449299
2013-04-02,17276418
2013-04-03,33475105
2013-04-04,21516666
2013-04-05,22964186
2013-04-08,18675807
2013-04-09,20066632
2013-04-10,20389881
2013-04-11,22584616
2013-04-12,37808388
2013-04-15,31528338
2013-04-16,23866838
2013-04-17,43473273
2013-04-18,26106845
2013-04-19,19753205
2013-04-22,15232043
2013-04-23,20568406
2013-04-24,16462785
2013-04-25,19063807
2013-04-26,13931035
2013-04-29,13498061
2013-04-30,13805540
2013-05-01,17687511
2013-05-02,15529736
2013-05-03,43273931
2013-05-06,20830656
2013-05-07,24291602
2013-05-08,23565162
2013-05-09,18103144
2013-05-10,16200456
2013-05-13,23987718
2013-05-14,24190788
2013-05-15,27470078
2013-05-16,21391585
2013-05-17,26095658
2013-05-20,22020134
2013-05-21,37122039
2013-05-22,46975855
2013-05-23,25299869
2013-05-24,18343221
2013-05-28,27168406
2013-05-29,20484210
2013-05-30,24890794
2013-05-31,24996488
2013-06-03,28284621
2013-06-04,22024367
2013-06-05,24329847
2013-06-06,23946336
2013-06-07,21692593
2013-06-10,16007865
2013-06-11,17570146
2013-06-12,18481270
2013-06-13,17090655
2013-06-14,17097632
2013-06-17,16857603
2013-06-18,13261393
2013-06-19,20848948
2013-06-20,31868373
2013-06-21,44415245
2013-06-24,30736424
2013-06-25,20954482
2013-06-26,19333681
2013-06-27,17094917
2013-06-28,18264399
2013-07-01,23522935
2013-07-02,23945834
2013-07-03,10443381
2013-07-05,17077144
2013-07-08,21789640
2013-07-09,20515315
2013-07-10,16915573
2013-07-11,21322522
2013-07-12,32571799
2013-07-15,28300795
2013-07-16,19224790
2013-07-17,19171393
2013-07-18,24567458
2013-07-19,17764823
2013-07-22,16003738
2013-07-23,10579046
2013-07-24,16666802
2013-07-25,13875417
2013-07-26,16767435
2013-07-29,10057579
2013-07-30,14210071
2013-07-31,19409613
2013-08-01,15979674
2013-08-02,11009689
2013-08-05,9377651
2013-08-06,10589217
2013-08-07,12828764
2013-08-08,18589565
2013-08-09,12657547
2013-08-12,15133367
2013-08-13,15082231
2013-08-14,15792655
2013-08-15,16933185
2013-08-16,17141448
2013-08-19,22793513
2013-08-20,18701423
2013-08-21,17138265
2013-08-22,14660232
2013-08-23,11126713
2013-08-26,16549623
2013-08-27,23606736
2013-08-28,18753074
2013-08-29,13581495
2013-08-30,15871865
2013-09-03,15278128
2013-09-04,19931752
2013-09-05,13916586
2013-09-06,22343319
2013-09-09,19936338
2013-09-10,20234537
2013-09-11,16013643
2013-09-12,21981126
2013-09-13,11945263
2013-09-16,17125652
2013-09-17,13207266
2013-09-18,20876558
2013-09-19,22452271
2013-09-20,30795890
2013-09-23,28189452
2013-09-24,34906865
2013-09-25,39175565
2013-09-26,22307376
2013-09-27,23025958
2013-09-30,21350631
2013-10-01,19187967
2013-10-02,23859229
2013-10-03,18614460
2013-10-04,17407162
2013-10-07,16159259
2013-10-08,19536035
2013-10-09,24721193
2013-10-10,24328712
2013-10-11,32498774
2013-10-14,18881586
2013-10-15,17566460
2013-10-16,24864021
2013-10-17,17790971
2013-10-18,24805953
2013-10-21,19471674
2013-10-22,24820908
2013-10-23,21034427
2013-10-24,17759031
2013-10-25,20889569
2013-10-28,14836830
2013-10-29,23363056
2013-10-30,16157237
2013-10-31,23737966
2013-11-01,25796825
2013-11-04,18895794
2013-11-05,14532200
2013-11-06,14013047
2013-11-07,17348895
2013-11-08,31186943
2013-11-11,12066340
2013-11-12,15964769
2013-11-13,22121852
2013-11-14,17633988
2013-11-15,20530108
2013-11-18,22318779
2013-11-19,22979874
2013-11-20,17688310
2013-11-21,22843587
2013-11-22,16734060
2013-11-25,18649810
2013-11-26,16267215
2013-11-27,11238931
2013-11-29,7128768
2013-12-02,12465770
2013-12-03,20435785
2013-12-04,20287248
2013-12-05,21329688
2013-12-06,18661169
2013-12-09,12713970
2013-12-10,14543743
2013-12-11,17836095
2013-12-12,15325286
2013-12-13,11465731
2013-12-16,26379183
2013-12-17,18338501
2013-12-18,27691408
2013-12-19,16764459
2013-12-20,22001671
2013-12-23,13990627
2013-12-24,4532643
2013-12-26,6677090
2013-12-27,8944562
2013-12-30,8815823
2013-12-31,11021128
2014-01-02,15637267
2014-01-03,14220320
2014-01-06,17562447
2014-01-07,17869722
2014-01-08,14694818
2014-01-09,13248583
2014-01-10,12704391
2014-01-13,20773435
2014-01-14,30318950
2014-01-15,35223534
2014-01-16,21691909
2014-01-17,21064942
2014-01-21,19559288
2014-01-22,15484711
2014-01-23,26243452
2014-01-24,27111279
2014-01-27,23944206
2014-01-28,18061718
2014-01-29,25471398
2014-01-30,17060108
2014-01-31,18201808
2014-02-03,28572189
2014-02-04,20775934
2014-02-05,19499578
2014-02-06,20921199
2014-02-07,25065229
2014-02-10,14727327
2014-02-11,18817088
2014-02-12,13447621
2014-02-13,16607191
2014-02-14,13186804
2014-02-18,14992626
2014-02-19,18687923
2014-02-20,12463670
2014-02-21,16790791
2014-02-24,16211245
2014-02-25,17996128
2014-02-26,23674645
2014-02-27,16285365
2014-02-28,18599829
2014-03-03,19154871
2014-03-04,17174334
2014-03-05,17762232
2014-03-06,19430068
2014-03-07,18615141
2014-03-10,16965386
2014-03-11,19436589
2014-03-12,17937197
2014-03-13,17192490
2014-03-14,18635842
2014-03-17,13589185
2014-03-18,12554754
2014-03-19,21450652
2014-03-20,33736470
2014-03-21,35151970
2014-03-24,25810459
2014-03-25,24053467
2014-03-26,22745202
2014-03-27,24632614
2014-03-28,14708741
2014-03-31,15216691
2014-04-01,14586580
2014-04-02,14012233
2014-04-03,11925208
2014-04-04,16966909
2014-04-07,18685680
2014-04-08,16956476
2014-04-09,15308441
2014-04-10,29977179
2014-04-11,47248387
2014-04-14,31081491
2014-04-15,26693846
2014-04-16,27050795
2014-04-17,17955801
2014-04-21,12384757
2014-04-22,16265271
2014-04-23,11381029
2014-04-24,15368188
2014-04-25,15939621
2014-04-28,21394062
2014-04-29,13453407
2014-04-30,14388102
2014-05-01,12744643
2014-05-02,15153795
2014-05-05,25237392
2014-05-06,25327415
2014-05-07,18503048
2014-05-08,16091486
2014-05-09,12366481
2014-05-12,12825906
2014-05-13,12310881
2014-05-14,10334933
2014-05-15,19763012
2014-05-16,19993160
2014-05-19,12068854
2014-05-20,16888227
2014-05-21,13210922
2014-05-22,11801568
2014-05-23,10878697
2014-05-27,14503732
2014-05-28,11374958
2014-05-29,11741707
2014-05-30,11991312
2014-06-02,9440042
2014-06-03,9132297
2014-06-04,9728053
2014-06-05,16804644
2014-06-06,15399844
2014-06-09,12000038
2014-06-10,11609169
2014-06-11,14232171
2014-06-12,11677911
2014-06-13,12044435
2014-06-16,11199075
2014-06-17,11200522
2014-06-18,13737143
2014-06-19,11624383
2014-06-20,17126425
2014-06-23,16009479
2014-06-24,12323320
2014-06-25,14843900
2014-06-26,11854621
2014-06-27,10178566
2014-06-30,11549859
2014-07-01,14472160
2014-07-02,19199260
2014-07-03,12599842
2014-07-07,13918743
2014-07-08,18345729
2014-07-09,10914251
2014-07-10,12436589
2014-07-11,10236860
2014-07-14,14011991
2014-07-15,36219126
2014-07-16,20515604
2014-07-17,17015955
2014-07-18,12803917
2014-07-21,9148506
2014-07-22,10376795
2014-07-23,11122085
2014-07-24,9844323
2014-07-25,10500572
2014-07-28,12383894
2014-07-29,13498827
2014-07-30,11821992
2014-07-31,15958788
2014-08-01,23916665
2014-08-04,13547228
2014-08-05,16863698
2014-08-06,12192567
2014-08-07,11743838
2014-08-08,12213225
2014-08-11,9066796
2014-08-12,11290657
2014-08-13,7019479
2014-08-14,8275920
2014-08-15,12727664
2014-08-18,8881423
2014-08-19,9040484
2014-08-20,8121363
2014-08-21,12745499
2014-08-22,10228569
2014-08-25,13996764
2014-08-26,10281087
2014-08-27,11410860
2014-08-28,9096101
2014-08-29,8903530
2014-09-02,8678222
2014-09-03,11792109
2014-09-04,9811903
2014-09-05,9600894
2014-09-08,8090047
2014-09-09,14868683
2014-09-10,9157691
2014-09-11,11468573
2014-09-12,14373722
2014-09-15,10685630
2014-09-16,10950516
2014-09-17,15092042
2014-09-18,16973697
2014-09-19,18740479
2014-09-22,13225164
2014-09-23,14335620
2014-09-24,13728243
2014-09-25,16346724
2014-09-26,11948887
2014-09-29,10694938
2014-09-30,14384783
2014-10-01,18995987
2014-10-02,24561606
2014-10-03,18321078
2014-10-06,11578147
2014-10-07,14542010
2014-10-08,15834553
2014-10-09,19191404
2014-10-10,16690858
2014-10-13,17169312
2014-10-14,29096840
2014-10-15,37866911
2014-10-16,31970014
2014-10-17,20183543
2014-10-20,10808475
2014-10-21,14020373
2014-10-22,13750741
2014-10-23,12641874
2014-10-24,13757981
2014-10-27,11087209
2014-10-28,13625017
2014-10-29,16715852
2014-10-30,14709756
2014-10-31,18351059
2014-11-03,11854189
2014-11-04,15295771
2014-11-05,14063812
2014-11-06,10421612
2014-11-07,12384620
2014-11-10,10800981
2014-11-11,12539830
2014-11-12,17219648
2014-11-13,12240366
2014-11-14,6803396
2014-11-17,9017649
2014-11-18,8899839
2014-11-19,9210079
2014-11-20,10917299
2014-11-21,12340450
2014-11-24,8335037
2014-11-25,14802617
2014-11-26,7628731
2014-11-28,6759646
2014-12-01,12771602
2014-12-02,12546594
2014-12-03,12115506
2014-12-04,11542085
2014-12-05,20071134
2014-12-08,15535482
2014-12-09,19676435
2014-12-10,29620579
2014-12-11,16886249
2014-12-12,17405430
2014-12-15,19209927
2014-12-16,20709745
2014-12-17,17856440
2014-12-18,18173357
2014-12-19,22756410
2014-12-22,17073371
2014-12-23,13552615
2014-12-24,7419342
2014-12-26,6086519
2014-12-29,10601197
2014-12-30,7518059
2014-12-31,18529419
2015-01-02,12599991
2015-01-05,20100577
2015-01-06,29074111
2015-01-07,23843244
2015-01-08,16971056
2015-01-09,15396195
2015-01-12,15455234
2015-01-13,21644739
2015-01-14,49602310
2015-01-15,42458146
2015-01-16,29368910
2015-01-20,23477689
2015-01-21,21842362
2015-01-22,31423538
2015-01-23,15458254
2015-01-26,12577658
2015-01-27,15220526
2015-01-28,24354354
2015-01-29,20393264
2015-01-30,26943713
2015-02-02,20308885
2015-02-03,18812501
2015-02-04,14934076
2015-02-05,11293901
2015-02-06,25214001
2015-02-09,14372365
2015-02-10,16367266
2015-02-11,13061925
2015-02-12,23211327
2015-02-13,16479114
2015-02-17,15308763
2015-02-18,14278117
2015-02-19,11256543
2015-02-20,15379042
2015-02-23,16813999
2015-02-24,22937701
2015-02-25,18307912
2015-02-26,15444802
2015-02-27,15225935
2015-03-02,13047328
2015-03-03,13707655
2015-03-04,16626413
2015-03-05,10931262
2015-03-06,22719177
2015-03-09,13001473
2015-03-10,16357724
2015-03-11,13015567
2015-03-12,18159558
2015-03-13,16506155
2015-03-16,15182859
2015-03-17,11718327
2015-03-18,15697854
2015-03-19,11523785
2015-03-20,18368347
2015-03-23,15112872
2015-03-24,12128693
2015-03-25,14950859
2015-03-26,14039559
2015-03-27,11755819
2015-03-30,20656523
2015-03-31,17346667
2015-04-01,18100587
2015-04-02,12697771
2015-04-06,12025243
2015-04-07,11505503
2015-04-08,11733950
2015-04-09,11728495
2015-04-10,9869670
2015-04-13,15468702
2015-04-14,33775406
2015-04-15,28732225
2015-04-16,16640454
2015-04-17,20221236
2015-04-20,12755309
2015-04-21,14985119
2015-04-22,14484658
2015-04-23,12851257
2015-04-24,9597525
2015-04-27,11146409
2015-04-28,12307828
2015-04-29,17601215
2015-04-30,16840865
2015-05-01,11640805
2015-05-04,14972462
2015-05-05,17692369
2015-05-06,18087852
2015-05-07,15039936
2015-05-08,16802611
2015-05-11,13799675
2015-05-12,12762234
2015-05-13,11874274
2015-05-14,11855518
2015-05-15,11152125
2015-05-18,10510893
2015-05-19,14282994
2015-05-20,12446012
2015-05-21,12934474
2015-05-22,9296939
2015-05-26,15571327
2015-05-27,10963652
2015-05-28,11797444
2015-05-29,14310723
2015-06-01,11899261
2015-06-02,12784152
2015-06-03,12927263
2015-06-04,13863283
2015-06-05,20801141
2015-06-08,14558660
2015-06-09,13263493
2015-06-10,17478898
2015-06-11,13739872
2015-06-12,11804741
2015-06-15,14082323
2015-06-16,11692849
2015-06-17,14521889
2015-06-18,16759603
2015-06-19,21606383
2015-06-22,14306669
2015-06-23,15736884
2015-06-24,16995033
2015-06-25,13314291
2015-06-26,14489159
2015-06-29,19934417
2015-06-30,20677358
2015-07-01,13964423
2015-07-02,12822941
2015-07-06,13527098
2015-07-07,22421483
2015-07-08,17707242
2015-07-09,14984705
2015-07-10,12356059
2015-07-13,16175638
2015-07-14,20185118
2015-07-15,16891606
2015-07-16,18035652
2015-07-17,14040686
2015-07-20,11512894
2015-07-21,11659915
2015-07-22,15493019
2015-07-23,14331837
2015-07-24,12413896
2015-07-27,16801563
2015-07-28,14932360
2015-07-29,13059190
2015-07-30,10197182
2015-07-31,11911818
2015-08-03,9980587
2015-08-04,10963966
2015-08-05,11302860
2015-08-06,10803363
2015-08-07,11453310
2015-08-10,12661440
2015-08-11,14800333
2015-08-12,21150053
2015-08-13,11930623
2015-08-14,11248813
2015-08-17,10326540
2015-08-18,10617481
2015-08-19,15198203
2015-08-20,20858730
2015-08-21,28030954
2015-08-24,36031073
2015-08-25,31605022
2015-08-26,33370812
2015-08-27,28854171
2015-08-28,16581709
2015-08-31,14124089
2015-09-01,23584748
2015-09-02,17640262
2015-09-03,16944771
2015-09-04,20105957
2015-09-08,13290404
2015-09-09,13764967
2015-09-10,15685272
2015-09-11,12722369
2015-09-14,10177079
2015-09-15,13951529
2015-09-16,12226599
2015-09-17,20842253
2015-09-18,30889875
2015-09-21,13122993
2015-09-22,14662839
2015-09-23,11683827
2015-09-24,17002374
2015-09-25,18325631
2015-09-28,16872689
2015-09-29,19261119
2015-09-30,18688537
2015-10-01,16780949
2015-10-02,20386849
2015-10-05,13405854
2015-10-06,12037923
2015-10-07,12784772
2015-10-08,13899433
2015-10-09,12036622
2015-10-12,10824903
2015-10-13,15182083
2015-10-14,28937454
2015-10-15,18095043
2015-10-16,17434885
2015-10-19,14479153
2015-10-20,11545128
2015-10-21,12113422
2015-10-22,15269206
2015-10-23,16944141
2015-10-26,13858411
2015-10-27,8775339
2015-10-28,17924895
2015-10-29,12690848
2015-10-30,15642649
2015-11-02,15225097
2015-11-03,11499353
2015-11-04,11382412
2015-11-05,12561702
2015-11-06,23179728
2015-11-09,17120033
2015-11-10,13093668
2015-11-11,8494787
2015-11-12,13272016
2015-11-13,11682962
2015-11-16,11031402
2015-11-17,12320306
2015-11-18,12727534
2015-11-19,12718778
2015-11-20,11194673
2015-11-23,11335340
2015-11-24,10852532
2015-11-25,7772026
2015-11-27,4052633
2015-11-30,15091696
2015-12-01,12668449
2015-12-02,13399839
2015-12-03,14626881
2015-12-04,17786043
2015-12-07,11686033
2015-12-08,13084484
2015-12-09,16770188
2015-12-10,12838986
2015-12-11,17889293
2015-12-14,17504146
2015-12-15,18126588
2015-12-16,21720024
2015-12-17,18122090
2015-12-18,23819643
2015-12-21,18869297
2015-12-22,12149529
2015-12-23,12524453
2015-12-24,4468242
2015-12-28,6610609
2015-12-29,9820830
2015-12-30,7190650
2015-12-31,14654329
2016-01-04,25271341
2016-01-05,16566703
2016-01-06,22961532
2016-01-07,27630867
2016-01-08,22373287
2016-01-11,20925529
2016-01-12,22971612
2016-01-13,28563254
2016-01-14,31234155
2016-01-15,37595606
2016-01-19,22776517
2016-01-20,34611020
2016-01-21,31244542
2016-01-22,22453115
2016-01-25,20892401
2016-01-26,17519535
2016-01-27,20499582
2016-01-28,15487278
2016-01-29,26727855
