time_captured,02_on_raw_accZ
1970-01-01 00:00:00.000000522,896.456
1970-01-01 00:00:00.000000523,606.462
1970-01-01 00:00:00.000000524,1353.224
1970-01-01 00:00:00.000000525,671.122
1970-01-01 00:00:00.000000526,808.738
1970-01-01 00:00:00.000000527,925.37
1970-01-01 00:00:00.000000528,1589.172
1970-01-01 00:00:00.000000529,1306.132
1970-01-01 00:00:00.000000530,1470.344
1970-01-01 00:00:00.000000531,497.76
1970-01-01 00:00:00.000000532,387.838
1970-01-01 00:00:00.000000533,973.072
1970-01-01 00:00:00.000000534,717.726
1970-01-01 00:00:00.000000535,1016.87
1970-01-01 00:00:00.000000536,1442.894
1970-01-01 00:00:00.000000537,1188.646
1970-01-01 00:00:00.000000538,1087.874
1970-01-01 00:00:00.000000539,701.988
1970-01-01 00:00:00.000000540,263.52
1970-01-01 00:00:00.000000541,619.272
1970-01-01 00:00:00.000000542,496.052
1970-01-01 00:00:00.000000543,876.692
1970-01-01 00:00:00.000000544,976.854
1970-01-01 00:00:00.000000545,2154.886
1970-01-01 00:00:00.000000546,1219.756
1970-01-01 00:00:00.000000547,695.4
1970-01-01 00:00:00.000000548,869.86
1970-01-01 00:00:00.000000549,550.464
1970-01-01 00:00:00.000000550,265.96
1970-01-01 00:00:00.000000551,730.292
1970-01-01 00:00:00.000000552,773.724
1970-01-01 00:00:00.000000553,979.904
1970-01-01 00:00:00.000000554,1831.586
1970-01-01 00:00:00.000000555,965.752
1970-01-01 00:00:00.000000556,805.566
1970-01-01 00:00:00.000000557,692.716
1970-01-01 00:00:00.000000558,714.92
1970-01-01 00:00:00.000000559,569.008
1970-01-01 00:00:00.000000560,1068.842
1970-01-01 00:00:00.000000561,859.49
1970-01-01 00:00:00.000000562,1249.89
1970-01-01 00:00:00.000000563,1361.52
1970-01-01 00:00:00.000000564,776.042
1970-01-01 00:00:00.000000565,1208.166
1970-01-01 00:00:00.000000566,1097.634
1970-01-01 00:00:00.000000567,616.832
1970-01-01 00:00:00.000000568,915.61
1970-01-01 00:00:00.000000569,862.174
1970-01-01 00:00:00.000000570,1072.136
1970-01-01 00:00:00.000000571,1740.818
1970-01-01 00:00:00.000000572,921.71
1970-01-01 00:00:00.000000573,907.802
1970-01-01 00:00:00.000000574,1173.518
1970-01-01 00:00:00.000000575,1003.084
1970-01-01 00:00:00.000000576,581.33
1970-01-01 00:00:00.000000577,800.442
1970-01-01 00:00:00.000000578,860.222
1970-01-01 00:00:00.000000579,1103.002
1970-01-01 00:00:00.000000580,1500.478
1970-01-01 00:00:00.000000581,1116.422
1970-01-01 00:00:00.000000582,1028.704
1970-01-01 00:00:00.000000583,1005.89
1970-01-01 00:00:00.000000584,870.348
1970-01-01 00:00:00.000000585,597.068
1970-01-01 00:00:00.000000586,699.06
1970-01-01 00:00:00.000000587,733.22
1970-01-01 00:00:00.000000588,942.938
1970-01-01 00:00:00.000000589,1142.652
1970-01-01 00:00:00.000000590,1349.442
1970-01-01 00:00:00.000000591,1129.72
1970-01-01 00:00:00.000000592,983.93
1970-01-01 00:00:00.000000593,641.964
1970-01-01 00:00:00.000000594,618.296
1970-01-01 00:00:00.000000595,660.996
1970-01-01 00:00:00.000000596,852.17
1970-01-01 00:00:00.000000597,958.066
1970-01-01 00:00:00.000000598,1210.118
1970-01-01 00:00:00.000000599,1362.618
1970-01-01 00:00:00.000000600,1085.556
1970-01-01 00:00:00.000000601,1189.256
1970-01-01 00:00:00.000000602,538.874
1970-01-01 00:00:00.000000603,267.424
1970-01-01 00:00:00.000000604,834.968
1970-01-01 00:00:00.000000605,871.69
1970-01-01 00:00:00.000000606,1076.284
1970-01-01 00:00:00.000000607,1994.578
1970-01-01 00:00:00.000000608,1115.69
1970-01-01 00:00:00.000000609,1064.45
1970-01-01 00:00:00.000000610,1336.388
1970-01-01 00:00:00.000000611,159.088
1970-01-01 00:00:00.000000612,587.674
1970-01-01 00:00:00.000000613,944.036
1970-01-01 00:00:00.000000614,863.882
1970-01-01 00:00:00.000000615,938.668
1970-01-01 00:00:00.000000616,1526.83
1970-01-01 00:00:00.000000617,1201.212
1970-01-01 00:00:00.000000618,1096.048
1970-01-01 00:00:00.000000619,1069.818
1970-01-01 00:00:00.000000620,622.078
1970-01-01 00:00:00.000000621,382.714
1970-01-01 00:00:00.000000622,977.952
1970-01-01 00:00:00.000000623,1101.172
1970-01-01 00:00:00.000000624,1105.076
1970-01-01 00:00:00.000000625,970.144
1970-01-01 00:00:00.000000626,1446.188
1970-01-01 00:00:00.000000627,1154.242
1970-01-01 00:00:00.000000628,830.82
1970-01-01 00:00:00.000000629,727.852
1970-01-01 00:00:00.000000630,532.774
1970-01-01 00:00:00.000000631,1195.966
1970-01-01 00:00:00.000000632,1055.544
1970-01-01 00:00:00.000000633,1067.744
1970-01-01 00:00:00.000000634,1461.926
1970-01-01 00:00:00.000000635,828.38
1970-01-01 00:00:00.000000636,1347.49
1970-01-01 00:00:00.000000637,860.344
1970-01-01 00:00:00.000000638,405.772
1970-01-01 00:00:00.000000639,743.59
1970-01-01 00:00:00.000000640,1103.368
1970-01-01 00:00:00.000000641,886.208
1970-01-01 00:00:00.000000642,680.394
1970-01-01 00:00:00.000000643,1404.952
1970-01-01 00:00:00.000000644,1365.18
1970-01-01 00:00:00.000000645,1282.708
1970-01-01 00:00:00.000000646,762.866
1970-01-01 00:00:00.000000647,398.208
1970-01-01 00:00:00.000000648,834.846
