time_captured,06_c25_raw_accY
1970-01-01 00:00:00.000000604,151.768
1970-01-01 00:00:00.000000605,-12.81
1970-01-01 00:00:00.000000606,250.954
1970-01-01 00:00:00.000000607,-394.06
1970-01-01 00:00:00.000000608,-273.768
1970-01-01 00:00:00.000000609,-256.688
1970-01-01 00:00:00.000000610,-370.88
1970-01-01 00:00:00.000000611,-225.944
1970-01-01 00:00:00.000000612,-450.912
1970-01-01 00:00:00.000000613,153.72
1970-01-01 00:00:00.000000614,289.994
1970-01-01 00:00:00.000000615,583.282
1970-01-01 00:00:00.000000616,203.008
1970-01-01 00:00:00.000000617,-93.574
1970-01-01 00:00:00.000000618,97.112
1970-01-01 00:00:00.000000619,-274.134
1970-01-01 00:00:00.000000620,-201.666
1970-01-01 00:00:00.000000621,-96.502
1970-01-01 00:00:00.000000622,-8.418
1970-01-01 00:00:00.000000623,26.474
1970-01-01 00:00:00.000000624,656.604
1970-01-01 00:00:00.000000625,170.19
1970-01-01 00:00:00.000000626,-422.852
1970-01-01 00:00:00.000000627,-248.88
1970-01-01 00:00:00.000000628,-191.784
1970-01-01 00:00:00.000000629,-232.654
1970-01-01 00:00:00.000000630,-64.904
1970-01-01 00:00:00.000000631,-147.498
1970-01-01 00:00:00.000000632,-217.038
1970-01-01 00:00:00.000000633,-140.544
1970-01-01 00:00:00.000000634,-255.224
1970-01-01 00:00:00.000000635,111.874
1970-01-01 00:00:00.000000636,-13.054
1970-01-01 00:00:00.000000637,237.168
1970-01-01 00:00:00.000000638,176.29
1970-01-01 00:00:00.000000639,275.72
1970-01-01 00:00:00.000000640,141.398
1970-01-01 00:00:00.000000641,-126.392
1970-01-01 00:00:00.000000642,203.618
1970-01-01 00:00:00.000000643,-189.71
1970-01-01 00:00:00.000000644,-39.284
