time_captured,BA_Close
2011-01-19,71.73
2011-01-20,71.12
2011-01-21,71.68
2011-01-24,72.73
2011-01-25,72.24
2011-01-26,70.02
2011-01-27,70.56
2011-01-28,69.23
2011-01-31,69.48
2011-02-01,70.29
2011-02-02,71.0
2011-02-03,70.98
2011-02-04,71.38
2011-02-07,71.93
2011-02-08,72.71
2011-02-09,72.63
2011-02-10,72.66
2011-02-11,72.14
2011-02-14,72.26
2011-02-15,71.4
2011-02-16,72.48
2011-02-17,72.24
2011-02-18,73.04
2011-02-22,70.93
2011-02-23,70.23
2011-02-24,70.76
2011-02-25,72.3
2011-02-28,72.01
2011-03-01,70.12
2011-03-02,69.57
2011-03-03,71.71
2011-03-04,71.8
2011-03-07,70.88
2011-03-08,72.04
2011-03-09,72.09
2011-03-10,71.29
2011-03-11,71.64
2011-03-14,70.74
2011-03-15,69.69
2011-03-16,67.69
2011-03-17,68.3
2011-03-18,69.1
2011-03-21,71.2
2011-03-22,71.85
2011-03-23,72.72
2011-03-24,72.76
2011-03-25,73.34
2011-03-28,73.3
2011-03-29,73.62
2011-03-30,73.8
2011-03-31,73.93
2011-04-01,74.01
2011-04-04,73.95
2011-04-05,73.23
2011-04-06,73.72
2011-04-07,74.29
2011-04-08,73.47
2011-04-11,73.76
2011-04-12,73.08
2011-04-13,72.13
2011-04-14,72.3
2011-04-15,72.6
2011-04-18,72.79
2011-04-19,73.15
2011-04-20,75.07
2011-04-21,75.44
2011-04-25,74.9
2011-04-26,75.55
2011-04-27,76.12
2011-04-28,78.55
2011-04-29,79.78
2011-05-02,79.53
2011-05-03,79.51
2011-05-04,78.84
2011-05-05,78.45
2011-05-06,79.31
2011-05-09,79.64
2011-05-10,79.95
2011-05-11,79.08
2011-05-12,79.41
2011-05-13,79.03
2011-05-16,77.77
2011-05-17,76.68
2011-05-18,77.14
2011-05-19,78.02
2011-05-20,77.52
2011-05-23,76.28
2011-05-24,75.57
2011-05-25,76.32
2011-05-26,76.66
2011-05-27,76.99
2011-05-31,78.03
2011-06-01,75.35
2011-06-02,75.69
2011-06-03,74.84
2011-06-06,74.58
2011-06-07,74.18
2011-06-08,73.85
2011-06-09,74.18
2011-06-10,72.69
2011-06-13,72.94
2011-06-14,74.64
2011-06-15,73.85
2011-06-16,74.01
2011-06-17,74.16
2011-06-20,74.52
2011-06-21,73.98
2011-06-22,72.12
2011-06-23,71.25
2011-06-24,71.26
2011-06-27,71.62
2011-06-28,72.09
2011-06-29,72.72
2011-06-30,73.93
2011-07-01,74.27
2011-07-05,74.15
2011-07-06,74.74
2011-07-07,75.99
2011-07-08,75.07
2011-07-11,73.35
2011-07-12,71.93
2011-07-13,72.17
2011-07-14,71.19
2011-07-15,71.28
2011-07-18,69.55
2011-07-19,70.53
2011-07-20,72.07
2011-07-21,72.89
2011-07-22,72.67
2011-07-25,71.31
2011-07-26,70.16
2011-07-27,70.63
2011-07-28,70.66
2011-07-29,70.47
2011-08-01,70.33
2011-08-02,67.7
2011-08-03,67.34
2011-08-04,63.09
2011-08-05,62.75
2011-08-08,58.71
2011-08-09,62.34
2011-08-10,57.41
2011-08-11,58.85
2011-08-12,61.75
2011-08-15,62.7
2011-08-16,62.23
2011-08-17,62.18
2011-08-18,58.93
2011-08-19,57.54
2011-08-22,58.38
2011-08-23,60.77
2011-08-24,61.69
2011-08-25,61.1
2011-08-26,62.8
2011-08-29,64.6
2011-08-30,66.03
2011-08-31,66.86
2011-09-01,66.05
2011-09-02,64.03
2011-09-06,62.77
2011-09-07,64.9
2011-09-08,62.81
2011-09-09,61.79
2011-09-12,62.39
2011-09-13,62.85
2011-09-14,63.03
2011-09-15,64.32
2011-09-16,65.38
2011-09-19,64.15
2011-09-20,63.56
2011-09-21,61.02
2011-09-22,58.72
2011-09-23,59.51
2011-09-26,62.01
2011-09-27,62.78
2011-09-28,61.92
2011-09-29,62.37
2011-09-30,60.51
2011-10-03,58.25
2011-10-04,59.14
2011-10-05,59.96
2011-10-06,61.48
2011-10-07,61.81
2011-10-10,64.03
2011-10-11,63.97
2011-10-12,64.32
2011-10-13,63.53
2011-10-14,63.89
2011-10-17,61.78
2011-10-18,63.47
2011-10-19,63.11
2011-10-20,62.49
2011-10-21,64.59
2011-10-24,64.75
2011-10-25,63.72
2011-10-26,66.56
2011-10-27,67.68
2011-10-28,68.17
2011-10-31,65.79
2011-11-01,63.17
2011-11-02,64.4
2011-11-03,66.19
2011-11-04,65.8
2011-11-07,66.29
2011-11-08,66.65
2011-11-09,64.55
2011-11-10,64.83
2011-11-11,66.92
2011-11-14,67.94
2011-11-15,67.94
2011-11-16,66.34
2011-11-17,66.09
2011-11-18,67.46
2011-11-21,65.56
2011-11-22,64.35
2011-11-23,62.36
2011-11-25,62.78
2011-11-28,64.99
2011-11-29,65.26
2011-11-30,68.69
2011-12-01,70.98
2011-12-02,71.3
2011-12-05,71.09
2011-12-06,70.87
2011-12-07,70.6
2011-12-08,70.17
2011-12-09,71.93
2011-12-12,70.9
2011-12-13,70.9
2011-12-14,69.94
2011-12-15,70.61
2011-12-16,71.01
2011-12-19,70.16
2011-12-20,72.44
2011-12-21,73.59
2011-12-22,74.29
2011-12-23,73.97
2011-12-27,74.27
2011-12-28,73.26
2011-12-29,74.11
2011-12-30,73.35
2012-01-03,74.22
2012-01-04,74.33
2012-01-05,73.53
2012-01-06,73.98
2012-01-09,74.53
2012-01-10,75.0
2012-01-11,74.74
2012-01-12,75.51
2012-01-13,74.6
2012-01-17,75.24
2012-01-18,75.06
2012-01-19,75.56
2012-01-20,75.52
2012-01-23,75.51
2012-01-24,75.36
2012-01-25,75.82
2012-01-26,75.31
2012-01-27,74.55
2012-01-30,74.16
2012-01-31,74.18
2012-02-01,75.37
2012-02-02,75.22
2012-02-03,76.34
2012-02-06,75.46
2012-02-07,75.2
2012-02-08,75.46
2012-02-09,75.9
2012-02-10,74.95
2012-02-13,74.85
2012-02-14,75.56
2012-02-15,75.21
2012-02-16,75.27
2012-02-17,75.35
2012-02-21,75.72
2012-02-22,76.06
2012-02-23,75.85
2012-02-24,76.06
2012-02-27,75.21
2012-02-28,75.16
2012-02-29,74.95
2012-03-01,75.08
2012-03-02,74.9
2012-03-05,74.13
2012-03-06,72.56
2012-03-07,73.52
2012-03-08,74.17
2012-03-09,73.29
2012-03-12,73.6
2012-03-13,74.31
2012-03-14,75.23
2012-03-15,75.43
2012-03-16,75.2
2012-03-19,75.4
2012-03-20,75.14
2012-03-21,75.01
2012-03-22,73.92
2012-03-23,73.97
2012-03-26,75.18
2012-03-27,74.81
2012-03-28,74.33
2012-03-29,74.08
2012-03-30,74.37
2012-04-02,75.17
2012-04-03,74.65
2012-04-04,73.67
2012-04-05,73.59
2012-04-09,72.43
2012-04-10,70.6
2012-04-11,71.77
2012-04-12,73.5
2012-04-13,72.92
2012-04-16,72.68
2012-04-17,74.09
2012-04-18,73.71
2012-04-19,73.1
2012-04-20,73.55
2012-04-23,72.86
2012-04-24,73.21
2012-04-25,77.08
2012-04-26,76.99
2012-04-27,77.27
2012-04-30,76.8
2012-05-01,77.25
2012-05-02,77.26
2012-05-03,76.83
2012-05-04,75.84
2012-05-07,75.96
2012-05-08,75.4
2012-05-09,74.05
2012-05-10,73.8
2012-05-11,73.56
2012-05-14,73.12
2012-05-15,72.58
2012-05-16,72.35
2012-05-17,69.73
2012-05-18,69.15
2012-05-21,71.78
2012-05-22,71.48
2012-05-23,71.57
2012-05-24,71.39
2012-05-25,70.0
2012-05-29,70.4
2012-05-30,69.39
2012-05-31,69.61
2012-06-01,67.24
2012-06-04,67.5
2012-06-05,67.58
2012-06-06,69.02
2012-06-07,69.95
2012-06-08,69.94
2012-06-11,70.11
2012-06-12,72.58
2012-06-13,72.06
2012-06-14,71.85
2012-06-15,71.99
2012-06-18,71.9
2012-06-19,72.92
2012-06-20,73.01
2012-06-21,71.37
2012-06-22,71.96
2012-06-25,71.05
2012-06-26,70.93
2012-06-27,71.87
2012-06-28,71.58
2012-06-29,74.3
2012-07-02,73.18
2012-07-03,74.27
2012-07-05,74.44
2012-07-06,73.69
2012-07-09,74.03
2012-07-10,73.22
2012-07-11,71.52
2012-07-12,71.71
2012-07-13,73.51
2012-07-16,72.97
2012-07-17,73.11
2012-07-18,73.89
2012-07-19,74.86
2012-07-20,73.89
2012-07-23,72.91
2012-07-24,72.03
2012-07-25,74.03
2012-07-26,74.91
2012-07-27,75.51
2012-07-30,74.86
2012-07-31,73.91
2012-08-01,72.77
2012-08-02,71.99
2012-08-03,72.81
2012-08-06,72.89
2012-08-07,74.46
2012-08-08,74.6
2012-08-09,74.28
2012-08-10,74.21
2012-08-13,74.19
2012-08-14,73.81
2012-08-15,73.07
2012-08-16,73.64
2012-08-17,73.91
2012-08-20,73.83
2012-08-21,73.27
2012-08-22,72.8
2012-08-23,70.36
2012-08-24,71.09
2012-08-27,71.38
2012-08-28,71.52
2012-08-29,71.44
2012-08-30,70.82
2012-08-31,71.4
2012-09-04,70.87
2012-09-05,71.92
2012-09-06,72.82
2012-09-07,72.89
2012-09-10,71.08
2012-09-11,71.27
2012-09-12,70.96
2012-09-13,71.58
2012-09-14,71.28
2012-09-17,69.92
2012-09-18,70.45
2012-09-19,69.9
2012-09-20,69.85
2012-09-21,69.97
2012-09-24,70.03
2012-09-25,69.38
2012-09-26,70.25
2012-09-27,70.1
2012-09-28,69.6
2012-10-01,70.01
2012-10-02,69.53
2012-10-03,69.86
2012-10-04,69.94
2012-10-05,70.89
2012-10-08,70.57
2012-10-09,70.64
2012-10-10,70.34
2012-10-11,70.83
2012-10-12,71.85
2012-10-15,72.25
2012-10-16,73.48
2012-10-17,73.63
2012-10-18,74.26
2012-10-19,74.01
2012-10-22,73.7
2012-10-23,72.82
2012-10-24,72.71
2012-10-25,71.54
2012-10-26,71.11
2012-10-31,70.44
2012-11-01,70.79
2012-11-02,70.05
2012-11-05,70.41
2012-11-06,72.02
2012-11-07,70.11
2012-11-08,70.98
2012-11-09,73.25
2012-11-12,73.69
2012-11-13,73.36
2012-11-14,71.29
2012-11-15,71.04
2012-11-16,70.77
2012-11-19,71.96
2012-11-20,72.54
2012-11-21,73.15
2012-11-23,73.74
2012-11-26,74.27
2012-11-27,74.49
2012-11-28,74.09
2012-11-29,74.12
2012-11-30,74.28
2012-12-03,74.02
2012-12-04,74.05
2012-12-05,73.87
2012-12-06,73.98
2012-12-07,74.64
2012-12-10,75.53
2012-12-11,75.82
2012-12-12,75.47
2012-12-13,74.32
2012-12-14,74.02
2012-12-17,74.65
2012-12-18,75.52
2012-12-19,75.51
2012-12-20,76.2
2012-12-21,76.17
2012-12-24,75.97
2012-12-26,76.02
2012-12-27,75.83
2012-12-28,74.69
2012-12-31,75.36
2013-01-02,77.07
2013-01-03,77.47
2013-01-04,77.69
2013-01-07,76.13
2013-01-08,74.13
2013-01-09,76.76
2013-01-10,77.09
2013-01-11,75.16
2013-01-14,76.55
2013-01-15,76.94
2013-01-16,74.34
2013-01-17,75.26
2013-01-18,75.04
2013-01-22,74.16
2013-01-23,74.29
2013-01-24,75.32
2013-01-25,75.03
2013-01-28,74.0
2013-01-29,73.65
2013-01-30,74.59
2013-01-31,73.87
2013-02-01,74.87
2013-02-04,75.21
2013-02-05,75.89
2013-02-06,76.29
2013-02-07,77.43
2013-02-08,76.56
2013-02-11,75.87
2013-02-12,75.99
2013-02-13,74.78
2013-02-14,74.93
2013-02-15,75.03
2013-02-19,74.65
2013-02-20,74.78
2013-02-21,76.01
2013-02-22,76.66
2013-02-25,75.03
2013-02-26,75.65
2013-02-27,77.36
2013-02-28,76.9
2013-03-01,77.28
2013-03-04,77.09
2013-03-05,78.66
2013-03-06,79.08
2013-03-07,81.05
2013-03-08,81.23
2013-03-11,82.94
2013-03-12,84.16
2013-03-13,84.75
2013-03-14,84.62
2013-03-15,86.43
2013-03-18,85.18
2013-03-19,85.51
2013-03-20,85.37
2013-03-21,84.33
2013-03-22,84.82
2013-03-25,84.85
2013-03-26,86.62
2013-03-27,86.2
2013-03-28,85.85
2013-04-01,85.25
2013-04-02,84.09
2013-04-03,84.36
2013-04-04,84.95
2013-04-05,86.17
2013-04-08,86.75
2013-04-09,87.21
2013-04-10,87.82
2013-04-11,88.53
2013-04-12,88.89
2013-04-15,86.77
2013-04-16,86.89
2013-04-17,86.69
2013-04-18,86.12
2013-04-19,87.96
2013-04-22,86.94
2013-04-23,88.18
2013-04-24,90.83
2013-04-25,91.67
2013-04-26,92.85
2013-04-29,91.9
2013-04-30,91.41
2013-05-01,91.18
2013-05-02,92.21
2013-05-03,93.74
2013-05-06,94.19
2013-05-07,94.79
2013-05-08,94.04
2013-05-09,94.61
2013-05-10,94.24
2013-05-13,94.76
2013-05-14,96.11
2013-05-15,97.02
2013-05-16,96.58
2013-05-17,98.92
2013-05-20,98.72
2013-05-21,98.75
2013-05-22,97.93
2013-05-23,99.75
2013-05-24,100.0
2013-05-28,100.11
2013-05-29,99.09
2013-05-30,100.54
2013-05-31,99.02
2013-06-03,100.74
2013-06-04,99.61
2013-06-05,98.49
2013-06-06,99.76
2013-06-07,102.49
2013-06-10,102.24
2013-06-11,101.75
2013-06-12,100.88
2013-06-13,102.16
2013-06-14,101.83
2013-06-17,103.03
2013-06-18,104.08
2013-06-19,102.25
2013-06-20,99.64
2013-06-21,99.98
2013-06-24,97.85
2013-06-25,98.67
2013-06-26,100.75
2013-06-27,103.15
2013-06-28,102.44
2013-07-01,103.24
2013-07-02,101.47
2013-07-03,102.89
2013-07-05,104.2
2013-07-08,104.37
2013-07-09,104.68
2013-07-10,105.5
2013-07-11,106.88
2013-07-12,101.87
2013-07-15,105.66
2013-07-16,104.23
2013-07-17,104.79
2013-07-18,107.63
2013-07-19,106.96
2013-07-22,106.86
2013-07-23,107.79
2013-07-24,106.95
2013-07-25,106.7
2013-07-26,105.6
2013-07-29,104.81
2013-07-30,105.73
2013-07-31,105.1
2013-08-01,106.7
2013-08-02,107.9
2013-08-05,107.5
2013-08-06,107.04
2013-08-07,106.42
2013-08-08,105.84
2013-08-09,105.33
2013-08-12,104.24
2013-08-13,106.23
2013-08-14,104.16
2013-08-15,102.73
2013-08-16,103.47
2013-08-19,104.72
2013-08-20,104.63
2013-08-21,103.91
2013-08-22,105.14
2013-08-23,105.48
2013-08-26,105.53
2013-08-27,103.21
2013-08-28,103.27
2013-08-29,104.93
2013-08-30,103.92
2013-09-03,105.01
2013-09-04,106.37
2013-09-05,106.65
2013-09-06,106.07
2013-09-09,107.19
2013-09-10,108.17
2013-09-11,109.23
2013-09-12,109.8
2013-09-13,111.33
2013-09-16,115.67
2013-09-17,117.11
2013-09-18,118.4
2013-09-19,119.04
2013-09-20,116.63
2013-09-23,117.51
2013-09-24,119.0
2013-09-25,118.51
2013-09-26,119.38
2013-09-27,118.74
2013-09-30,117.5
2013-10-01,117.75
2013-10-02,117.84
2013-10-03,115.24
2013-10-04,117.2
2013-10-07,116.69
2013-10-08,115.44
2013-10-09,114.47
2013-10-10,118.9
2013-10-11,117.98
2013-10-14,119.46
2013-10-15,118.18
2013-10-16,120.34
2013-10-17,122.29
2013-10-18,122.52
2013-10-21,121.47
2013-10-22,122.48
2013-10-23,129.02
2013-10-24,128.98
2013-10-25,131.19
2013-10-28,129.88
2013-10-29,129.66
2013-10-30,129.68
2013-10-31,130.5
2013-11-01,133.03
2013-11-04,132.79
2013-11-05,133.57
2013-11-06,133.09
2013-11-07,131.51
2013-11-08,133.49
2013-11-11,132.53
2013-11-12,132.33
2013-11-13,133.17
2013-11-14,135.09
2013-11-15,136.08
2013-11-18,138.36
2013-11-19,136.98
2013-11-20,132.45
2013-11-21,132.93
2013-11-22,135.97
2013-11-25,133.0
2013-11-26,134.78
2013-11-27,134.72
2013-11-29,134.25
2013-12-02,134.16
2013-12-03,132.0
2013-12-04,131.5
2013-12-05,132.73
2013-12-06,135.18
2013-12-09,134.68
2013-12-10,133.7
2013-12-11,132.56
2013-12-12,132.96
2013-12-13,133.83
2013-12-16,134.72
2013-12-17,135.88
2013-12-18,135.49
2013-12-19,135.17
2013-12-20,136.67
2013-12-23,136.4
2013-12-24,136.83
2013-12-26,138.27
2013-12-27,136.9
2013-12-30,135.92
2013-12-31,136.49
2014-01-02,136.67
2014-01-03,137.62
2014-01-06,138.41
2014-01-07,140.51
2014-01-08,140.82
2014-01-09,142.13
2014-01-10,141.9
2014-01-13,140.7
2014-01-14,140.01
2014-01-15,140.62
2014-01-16,140.21
2014-01-17,140.46
2014-01-21,141.67
2014-01-22,144.37
2014-01-23,141.31
2014-01-24,136.65
2014-01-27,137.36
2014-01-28,137.09
2014-01-29,129.78
2014-01-30,126.53
2014-01-31,125.26
2014-02-03,123.08
2014-02-04,122.04
2014-02-05,121.4
2014-02-06,122.67
2014-02-07,127.02
2014-02-10,127.16
2014-02-11,130.16
2014-02-12,128.13
2014-02-13,129.5
2014-02-14,130.16
2014-02-18,130.63
2014-02-19,128.39
2014-02-20,129.56
2014-02-21,128.28
2014-02-24,129.59
2014-02-25,126.78
2014-02-26,126.61
2014-02-27,128.56
2014-02-28,128.92
2014-03-03,128.22
2014-03-04,130.23
2014-03-05,128.79
2014-03-06,128.86
2014-03-07,128.54
2014-03-10,126.89
2014-03-11,125.67
2014-03-12,124.43
2014-03-13,121.89
2014-03-14,123.11
2014-03-17,125.42
2014-03-18,124.04
2014-03-19,122.24
2014-03-20,123.73
2014-03-21,122.58
2014-03-24,123.42
2014-03-25,124.02
2014-03-26,123.53
2014-03-27,123.21
2014-03-28,124.46
2014-03-31,125.49
2014-04-01,128.21
2014-04-02,128.31
2014-04-03,128.78
2014-04-04,127.38
2014-04-07,125.59
2014-04-08,124.15
2014-04-09,126.88
2014-04-10,123.64
2014-04-11,122.07
2014-04-14,123.25
2014-04-15,124.27
2014-04-16,126.04
2014-04-17,127.92
2014-04-21,127.82
2014-04-22,127.55
2014-04-23,130.63
2014-04-24,129.86
2014-04-25,128.66
2014-04-28,127.04
2014-04-29,128.37
2014-04-30,129.02
2014-05-01,128.46
2014-05-02,129.94
2014-05-05,131.96
2014-05-06,130.83
2014-05-07,130.35
2014-05-08,130.57
2014-05-09,131.1
2014-05-12,132.6
2014-05-13,133.45
2014-05-14,132.99
2014-05-15,131.21
2014-05-16,130.81
2014-05-19,131.35
2014-05-20,129.58
2014-05-21,130.96
2014-05-22,131.84
2014-05-23,132.41
2014-05-27,134.17
2014-05-28,134.33
2014-05-29,135.14
2014-05-30,135.25
2014-06-02,135.9
2014-06-03,135.88
2014-06-04,135.33
2014-06-05,136.82
2014-06-06,138.25
2014-06-09,137.96
2014-06-10,137.25
2014-06-11,134.1
2014-06-12,132.19
2014-06-13,132.29
2014-06-16,132.54
2014-06-17,132.45
2014-06-18,132.48
2014-06-19,132.82
2014-06-20,132.1
2014-06-23,130.85
2014-06-24,129.15
2014-06-25,127.06
2014-06-26,128.02
2014-06-27,128.54
2014-06-30,127.23
2014-07-01,128.15
2014-07-02,127.62
2014-07-03,128.51
2014-07-07,129.09
2014-07-08,126.79
2014-07-09,126.79
2014-07-10,126.79
2014-07-11,128.09
2014-07-14,129.52
2014-07-15,129.1
2014-07-16,127.42
2014-07-17,125.88
2014-07-18,127.64
2014-07-21,128.3
2014-07-22,129.74
2014-07-23,126.71
2014-07-24,124.4
2014-07-25,123.2
2014-07-28,123.06
2014-07-29,122.32
2014-07-30,122.29
2014-07-31,120.48
2014-08-01,120.38
2014-08-04,119.93
2014-08-05,121.27
2014-08-06,118.34
2014-08-07,119.84
2014-08-08,120.63
2014-08-11,120.8
2014-08-12,120.47
2014-08-13,121.98
2014-08-14,124.11
2014-08-15,123.16
2014-08-18,124.98
2014-08-19,125.58
2014-08-20,127.35
2014-08-21,127.5
2014-08-22,127.46
2014-08-25,128.33
2014-08-26,128.6
2014-08-27,128.2
2014-08-28,127.11
2014-08-29,126.8
2014-09-02,125.48
2014-09-03,125.94
2014-09-04,125.46
2014-09-05,124.69
2014-09-08,127.98
2014-09-09,128.21
2014-09-10,128.22
2014-09-11,127.64
2014-09-12,126.95
2014-09-15,126.31
2014-09-16,127.32
2014-09-17,127.76
2014-09-18,128.58
2014-09-19,129.35
2014-09-22,128.61
2014-09-23,127.38
2014-09-24,128.58
2014-09-25,127.14
2014-09-26,128.69
2014-09-29,128.77
2014-09-30,127.38
2014-10-01,124.67
2014-10-02,124.17
2014-10-03,126.36
2014-10-06,126.26
2014-10-07,123.32
2014-10-08,124.98
2014-10-09,122.76
2014-10-10,121.5
2014-10-13,120.45
2014-10-14,122.29
2014-10-15,120.19
2014-10-16,120.29
2014-10-17,123.24
2014-10-20,124.31
2014-10-21,127.12
2014-10-22,121.45
2014-10-23,122.03
2014-10-24,122.24
2014-10-27,122.12
2014-10-28,123.61
2014-10-29,123.08
2014-10-30,123.82
2014-10-31,124.91
2014-11-03,126.03
2014-11-04,125.84
2014-11-05,124.22
2014-11-06,124.58
2014-11-07,124.45
2014-11-10,124.64
2014-11-11,125.36
2014-11-12,125.87
2014-11-13,128.53
2014-11-14,128.86
2014-11-17,128.42
2014-11-18,130.66
2014-11-19,131.61
2014-11-20,131.7
2014-11-21,132.78
2014-11-24,134.61
2014-11-25,134.81
2014-11-26,134.78
2014-11-28,134.36
2014-12-01,132.39
2014-12-02,132.28
2014-12-03,131.97
2014-12-04,131.32
2014-12-05,132.21
2014-12-08,130.28
2014-12-09,129.66
2014-12-10,124.64
2014-12-11,123.37
2014-12-12,120.77
2014-12-15,122.08
2014-12-16,124.25
2014-12-17,125.06
2014-12-18,125.67
2014-12-19,126.23
2014-12-22,128.22
2014-12-23,130.03
2014-12-24,131.24
2014-12-26,131.63
2014-12-29,132.29
2014-12-30,131.83
2014-12-31,129.98
2015-01-02,129.95
2015-01-05,129.05
2015-01-06,127.53
2015-01-07,129.51
2015-01-08,131.8
2015-01-09,131.54
2015-01-12,130.87
2015-01-13,131.17
2015-01-14,130.38
2015-01-15,130.14
2015-01-16,130.78
2015-01-20,131.22
2015-01-21,132.41
2015-01-22,135.64
2015-01-23,134.62
2015-01-26,134.07
2015-01-27,132.48
2015-01-28,139.64
2015-01-29,147.78
2015-01-30,145.37
2015-02-02,146.26
2015-02-03,147.34
2015-02-04,147.22
2015-02-05,148.6
2015-02-06,148.0
2015-02-09,147.58
2015-02-10,148.04
2015-02-11,147.92
2015-02-12,148.09
2015-02-13,149.73
2015-02-17,149.92
2015-02-18,151.17
2015-02-19,153.75
2015-02-20,158.31
2015-02-23,154.74
2015-02-24,154.38
2015-02-25,153.01
2015-02-26,151.73
2015-02-27,150.85
2015-03-02,153.8
2015-03-03,155.57
2015-03-04,154.35
2015-03-05,154.47
2015-03-06,153.12
2015-03-09,154.75
2015-03-10,152.42
2015-03-11,151.17
2015-03-12,152.04
2015-03-13,151.57
2015-03-16,153.67
2015-03-17,154.51
2015-03-18,155.73
2015-03-19,154.11
2015-03-20,154.5
2015-03-23,152.81
2015-03-24,151.65
2015-03-25,148.23
2015-03-26,148.17
2015-03-27,148.85
2015-03-30,152.7
2015-03-31,150.08
2015-04-01,148.64
2015-04-02,149.28
2015-04-06,150.93
2015-04-07,152.32
2015-04-08,153.36
2015-04-09,153.42
2015-04-10,154.38
2015-04-13,153.24
2015-04-14,153.21
2015-04-15,152.43
2015-04-16,151.97
2015-04-17,149.6
2015-04-20,152.67
2015-04-21,153.33
2015-04-22,151.19
2015-04-23,149.87
2015-04-24,148.4
2015-04-27,147.8
2015-04-28,147.51
2015-04-29,146.15
2015-04-30,143.34
2015-05-01,144.67
2015-05-04,144.02
2015-05-05,142.91
2015-05-06,141.04
2015-05-07,141.49
2015-05-08,145.46
2015-05-11,145.89
2015-05-12,145.43
2015-05-13,145.62
2015-05-14,147.96
2015-05-15,146.88
2015-05-18,146.71
2015-05-19,147.05
2015-05-20,146.42
2015-05-21,147.35
2015-05-22,144.81
2015-05-26,142.8
2015-05-27,143.0
2015-05-28,142.33
2015-05-29,140.52
2015-06-01,141.25
2015-06-02,143.25
2015-06-03,143.81
2015-06-04,141.19
2015-06-05,140.73
2015-06-08,140.64
2015-06-09,140.1
2015-06-10,141.62
2015-06-11,142.96
2015-06-12,142.8
2015-06-15,142.29
2015-06-16,142.34
2015-06-17,143.43
2015-06-18,145.38
2015-06-19,145.13
2015-06-22,145.7
2015-06-23,144.43
2015-06-24,143.0
2015-06-25,142.45
2015-06-26,142.48
2015-06-29,138.73
2015-06-30,138.72
2015-07-01,140.73
2015-07-02,140.21
2015-07-06,140.52
2015-07-07,143.15
2015-07-08,141.92
2015-07-09,142.8
2015-07-10,144.48
2015-07-13,146.62
2015-07-14,147.75
2015-07-15,146.89
2015-07-16,148.49
2015-07-17,146.84
2015-07-20,146.72
2015-07-21,145.0
2015-07-22,146.47
2015-07-23,146.11
2015-07-24,144.06
2015-07-27,141.03
2015-07-28,141.81
2015-07-29,144.14
2015-07-30,143.01
2015-07-31,144.17
2015-08-03,143.69
2015-08-04,143.54
2015-08-05,144.95
2015-08-06,143.82
2015-08-07,142.42
2015-08-10,145.86
2015-08-11,144.05
2015-08-12,142.43
2015-08-13,144.81
2015-08-14,145.09
2015-08-17,144.44
2015-08-18,144.6
2015-08-19,142.72
2015-08-20,137.02
2015-08-21,131.71
2015-08-24,127.19
2015-08-25,125.49
2015-08-26,129.34
2015-08-27,131.87
2015-08-28,133.24
2015-08-31,130.68
2015-09-01,127.44
2015-09-02,130.63
2015-09-03,131.02
2015-09-04,129.76
2015-09-08,133.82
2015-09-09,132.65
2015-09-10,133.55
2015-09-11,134.67
2015-09-14,134.43
2015-09-15,136.3
2015-09-16,137.2
2015-09-17,137.45
2015-09-18,136.09
2015-09-21,136.02
2015-09-22,133.99
2015-09-23,131.67
2015-09-24,129.75
2015-09-25,131.01
2015-09-28,128.13
2015-09-29,128.75
2015-09-30,130.95
2015-10-01,130.61
2015-10-02,132.56
2015-10-05,134.02
2015-10-06,134.63
2015-10-07,137.02
2015-10-08,139.04
2015-10-09,139.7
2015-10-12,140.68
2015-10-13,140.29
2015-10-14,134.22
2015-10-15,137.39
2015-10-16,137.6
2015-10-19,138.42
2015-10-20,138.88
2015-10-21,141.19
2015-10-22,146.31
2015-10-23,146.7
2015-10-26,146.7
2015-10-27,148.46
2015-10-28,147.88
2015-10-29,147.18
2015-10-30,148.07
2015-11-02,148.4
2015-11-03,148.09
2015-11-04,148.19
2015-11-05,147.97
2015-11-06,147.94
2015-11-09,145.98
2015-11-10,145.15
2015-11-11,144.99
2015-11-12,142.54
2015-11-13,142.59
2015-11-16,144.42
2015-11-17,146.08
2015-11-18,148.28
2015-11-19,149.24
2015-11-20,149.4
2015-11-23,148.34
2015-11-24,148.65
2015-11-25,147.43
2015-11-27,146.95
2015-11-30,145.45
2015-12-01,147.74
2015-12-02,146.96
2015-12-03,145.56
2015-12-04,148.5
2015-12-07,148.45
2015-12-08,144.99
2015-12-09,144.24
2015-12-10,146.41
2015-12-11,144.62
2015-12-14,143.0
2015-12-15,146.53
2015-12-16,148.11
2015-12-17,145.56
2015-12-18,139.58
2015-12-21,140.9
2015-12-22,142.38
2015-12-23,144.06
2015-12-24,143.53
2015-12-28,144.54
2015-12-29,147.35
2015-12-30,146.41
2015-12-31,144.59
2016-01-04,140.5
2016-01-05,141.07
2016-01-06,138.83
2016-01-07,133.01
2016-01-08,129.99
2016-01-11,130.21
2016-01-12,131.92
2016-01-13,128.12
2016-01-14,129.2
2016-01-15,125.63
2016-01-19,126.06
2016-01-20,122.14
2016-01-21,123.4
2016-01-22,124.61
2016-01-25,124.01
2016-01-26,128.01
2016-01-27,116.58
2016-01-28,118.01
2016-01-29,120.13
2016-02-01,121.56
2016-02-02,117.52
2016-02-03,121.87
2016-02-04,123.61
2016-02-05,122.56
