time_captured,07_c75_raw_accX
1970-01-01 00:00:00.000000445,1106.662
1970-01-01 00:00:00.000000446,875.716
1970-01-01 00:00:00.000000447,-361.974
1970-01-01 00:00:00.000000448,-838.018
1970-01-01 00:00:00.000000449,-130.296
1970-01-01 00:00:00.000000450,-85.522
1970-01-01 00:00:00.000000451,164.334
1970-01-01 00:00:00.000000452,166.042
1970-01-01 00:00:00.000000453,500.688
1970-01-01 00:00:00.000000454,950.99
1970-01-01 00:00:00.000000455,1537.444
1970-01-01 00:00:00.000000456,290.604
1970-01-01 00:00:00.000000457,-858.27
1970-01-01 00:00:00.000000458,-861.32
1970-01-01 00:00:00.000000459,-845.46
1970-01-01 00:00:00.000000460,-658.068
1970-01-01 00:00:00.000000461,-683.688
1970-01-01 00:00:00.000000462,618.296
1970-01-01 00:00:00.000000463,940.132
1970-01-01 00:00:00.000000464,101.748
1970-01-01 00:00:00.000000465,-366.366
1970-01-01 00:00:00.000000466,-773.602
1970-01-01 00:00:00.000000467,-227.286
1970-01-01 00:00:00.000000468,129.442
1970-01-01 00:00:00.000000469,285.602
1970-01-01 00:00:00.000000470,299.51
1970-01-01 00:00:00.000000471,431.514
1970-01-01 00:00:00.000000472,1453.752
1970-01-01 00:00:00.000000473,1118.862
1970-01-01 00:00:00.000000474,-219.234
1970-01-01 00:00:00.000000475,-1084.214
1970-01-01 00:00:00.000000476,-817.522
1970-01-01 00:00:00.000000477,-1084.458
1970-01-01 00:00:00.000000478,-740.906
1970-01-01 00:00:00.000000479,-721.508
1970-01-01 00:00:00.000000480,1024.19
1970-01-01 00:00:00.000000481,829.356
1970-01-01 00:00:00.000000482,-345.016
1970-01-01 00:00:00.000000483,-770.796
1970-01-01 00:00:00.000000484,-597.556
1970-01-01 00:00:00.000000485,-57.34
1970-01-01 00:00:00.000000486,-69.662
1970-01-01 00:00:00.000000487,148.962
1970-01-01 00:00:00.000000488,149.206
1970-01-01 00:00:00.000000489,1171.078
1970-01-01 00:00:00.000000490,1239.154
1970-01-01 00:00:00.000000491,288.286
1970-01-01 00:00:00.000000492,-595.726
1970-01-01 00:00:00.000000493,-748.958
1970-01-01 00:00:00.000000494,-643.184
1970-01-01 00:00:00.000000495,-854.0
1970-01-01 00:00:00.000000496,-41.968
1970-01-01 00:00:00.000000497,-61.244
1970-01-01 00:00:00.000000498,298.046
1970-01-01 00:00:00.000000499,168.726
1970-01-01 00:00:00.000000500,-189.222
1970-01-01 00:00:00.000000501,-875.716
1970-01-01 00:00:00.000000502,-111.996
1970-01-01 00:00:00.000000503,-282.796
1970-01-01 00:00:00.000000504,30.988
1970-01-01 00:00:00.000000505,343.186
1970-01-01 00:00:00.000000506,329.766
1970-01-01 00:00:00.000000507,833.748
1970-01-01 00:00:00.000000508,1167.418
1970-01-01 00:00:00.000000509,-298.168
1970-01-01 00:00:00.000000510,-955.138
1970-01-01 00:00:00.000000511,-726.022
1970-01-01 00:00:00.000000512,-828.99
1970-01-01 00:00:00.000000513,-882.792
1970-01-01 00:00:00.000000514,147.864
1970-01-01 00:00:00.000000515,145.668
1970-01-01 00:00:00.000000516,864.126
1970-01-01 00:00:00.000000517,-369.416
1970-01-01 00:00:00.000000518,-600.85
1970-01-01 00:00:00.000000519,-537.654
1970-01-01 00:00:00.000000520,-36.722
1970-01-01 00:00:00.000000521,-35.624
1970-01-01 00:00:00.000000522,16.348
1970-01-01 00:00:00.000000523,167.262
1970-01-01 00:00:00.000000524,167.262
1970-01-01 00:00:00.000000525,924.394
1970-01-01 00:00:00.000000526,1280.024
1970-01-01 00:00:00.000000527,-469.822
1970-01-01 00:00:00.000000528,-878.034
1970-01-01 00:00:00.000000529,-995.52
1970-01-01 00:00:00.000000530,-904.508
1970-01-01 00:00:00.000000531,-905.118
1970-01-01 00:00:00.000000532,-364.048
1970-01-01 00:00:00.000000533,451.522
1970-01-01 00:00:00.000000534,848.876
1970-01-01 00:00:00.000000535,478.484
1970-01-01 00:00:00.000000536,-710.65
1970-01-01 00:00:00.000000537,-409.432
1970-01-01 00:00:00.000000538,-194.102
