time_captured,GE_Low
2016-02-02,27.92
2016-02-03,27.87
2016-02-04,28.49
2016-02-05,28.3
2016-02-08,27.76
2016-02-09,27.75
2016-02-10,28.25
2016-02-11,27.1
2016-02-12,27.36
2016-02-16,28.42
2016-02-17,29.12
2016-02-18,28.99
2016-02-19,28.68
2016-02-22,29.2
2016-02-23,29.08
2016-02-24,28.4
2016-02-25,28.78
2016-02-26,29.29
2016-02-29,29.12
2016-03-01,29.31
2016-03-02,29.76
2016-03-03,30.06
2016-03-04,30.22
2016-03-07,30.13
2016-03-08,29.97
2016-03-09,29.97
2016-03-10,29.79
2016-03-11,30.14
2016-03-14,30.08
2016-03-15,30.03
2016-03-16,30.06
2016-03-17,30.18
2016-03-18,30.9
2016-03-21,30.79
2016-03-22,30.97
2016-03-23,31.01
2016-03-24,30.82
2016-03-28,31.1
2016-03-29,31.28
2016-03-30,31.73
2016-03-31,31.76
2016-04-01,31.45
2016-04-04,31.08
2016-04-05,30.78
2016-04-06,30.64
2016-04-07,30.51
2016-04-08,30.69
2016-04-11,30.71
2016-04-12,30.58
2016-04-13,30.94
2016-04-14,30.86
2016-04-15,30.93
2016-04-18,30.9
2016-04-19,31.01
2016-04-20,31.05
2016-04-21,30.85
2016-04-22,30.31
2016-04-25,30.4
2016-04-26,30.74
2016-04-27,30.82
2016-04-28,30.7
2016-04-29,30.6
2016-05-02,30.63
2016-05-03,30.35
2016-05-04,29.89
2016-05-05,29.8
2016-05-06,29.41
2016-05-09,29.63
2016-05-10,29.98
2016-05-11,30.34
2016-05-12,29.84
2016-05-13,29.54
2016-05-16,29.52
2016-05-17,29.58
2016-05-18,29.43
2016-05-19,29.06
2016-05-20,29.43
2016-05-23,29.41
2016-05-24,29.68
2016-05-25,29.96
2016-05-26,30.0
2016-05-27,30.04
2016-05-31,30.07
2016-06-01,29.89
2016-06-02,29.85
2016-06-03,29.81
2016-06-06,29.95
2016-06-07,30.13
2016-06-08,30.16
2016-06-09,30.02
2016-06-10,29.93
2016-06-13,29.79
2016-06-14,29.79
2016-06-15,30.47
2016-06-16,30.08
2016-06-17,30.45
2016-06-20,30.83
2016-06-21,30.87
2016-06-22,30.77
2016-06-23,30.97
2016-06-24,29.75
2016-06-27,29.17
2016-06-28,29.67
2016-06-29,30.3
2016-06-30,30.65
2016-07-01,31.32
2016-07-05,31.12
2016-07-06,31.26
2016-07-07,31.74
2016-07-08,31.99
2016-07-11,32.18
2016-07-12,32.13
2016-07-13,32.25
2016-07-14,32.49
2016-07-15,32.74
2016-07-18,32.66
2016-07-19,32.72
2016-07-20,32.7
2016-07-21,32.49
2016-07-22,31.69
2016-07-25,31.38
2016-07-26,31.31
2016-07-27,31.12
2016-07-28,31.08
2016-07-29,31.11
2016-08-01,31.02
2016-08-02,31.0
2016-08-03,31.02
2016-08-04,31.09
2016-08-05,31.22
2016-08-08,31.21
2016-08-09,31.15
2016-08-10,31.2
2016-08-11,31.2
2016-08-12,31.18
2016-08-15,31.22
2016-08-16,31.08
2016-08-17,31.18
2016-08-18,31.19
2016-08-19,31.18
2016-08-22,31.08
2016-08-23,31.23
2016-08-24,31.17
2016-08-25,31.13
2016-08-26,31.14
2016-08-29,31.17
2016-08-30,31.3
2016-08-31,31.19
2016-09-01,30.96
2016-09-02,31.23
2016-09-06,30.8
2016-09-07,30.8
2016-09-08,30.9
2016-09-09,30.11
2016-09-12,29.84
2016-09-13,29.72
2016-09-14,29.67
2016-09-15,29.42
2016-09-16,29.54
2016-09-19,29.4
2016-09-20,29.62
2016-09-21,29.59
2016-09-22,29.93
2016-09-23,29.81
2016-09-26,29.52
2016-09-27,29.47
2016-09-28,29.6
2016-09-29,29.44
2016-09-30,29.58
2016-10-03,29.4
2016-10-04,29.45
2016-10-05,29.4
2016-10-06,29.14
2016-10-07,28.92
2016-10-10,28.81
2016-10-11,28.69
2016-10-12,28.81
2016-10-13,28.66
2016-10-14,28.82
2016-10-17,28.7
2016-10-18,28.9
2016-10-19,29.03
2016-10-20,28.96
2016-10-21,28.33
2016-10-24,28.9
2016-10-25,28.62
2016-10-26,28.55
2016-10-27,28.61
2016-10-28,28.87
2016-10-31,29.09
2016-11-01,28.71
2016-11-02,28.4
2016-11-03,28.19
2016-11-04,28.22
2016-11-07,28.83
2016-11-08,29.29
2016-11-09,29.07
2016-11-10,29.83
2016-11-11,30.37
2016-11-14,30.48
2016-11-15,30.24
2016-11-16,30.54
2016-11-17,30.66
2016-11-18,30.52
2016-11-21,30.58
2016-11-22,30.88
2016-11-23,31.18
2016-11-25,31.29
2016-11-28,31.21
2016-11-29,30.98
2016-11-30,30.75
2016-12-01,30.62
2016-12-02,31.26
2016-12-05,31.06
2016-12-06,31.01
2016-12-07,30.93
2016-12-08,31.4
2016-12-09,31.35
2016-12-12,31.66
2016-12-13,31.61
2016-12-14,31.44
2016-12-15,31.13
2016-12-16,31.46
2016-12-19,31.7
2016-12-20,31.91
2016-12-21,32.05
2016-12-22,31.78
2016-12-23,31.77
2016-12-27,31.85
2016-12-28,31.67
2016-12-29,31.7
2016-12-30,31.51
2017-01-03,31.4
2017-01-04,31.62
2017-01-05,31.31
2017-01-06,31.36
2017-01-09,31.43
2017-01-10,31.37
2017-01-11,31.24
2017-01-12,31.13
2017-01-13,31.25
2017-01-17,31.16
2017-01-18,31.13
2017-01-19,31.05
2017-01-20,30.3
2017-01-23,29.58
2017-01-24,29.82
2017-01-25,30.22
2017-01-26,30.13
2017-01-27,29.94
2017-01-30,29.77
2017-01-31,29.5
2017-02-01,29.56
2017-02-02,29.5
2017-02-03,29.54
2017-02-06,29.57
2017-02-07,29.53
2017-02-08,29.26
2017-02-09,29.46
2017-02-10,29.55
2017-02-13,29.73
2017-02-14,29.92
2017-02-15,30.18
2017-02-16,30.3
2017-02-17,30.2
2017-02-21,30.34
2017-02-22,30.26
2017-02-23,29.85
2017-02-24,29.78
2017-02-27,29.9
2017-02-28,29.67
2017-03-01,29.82
2017-03-02,30.0
2017-03-03,30.05
2017-03-06,29.92
2017-03-07,29.79
2017-03-08,29.73
2017-03-09,29.56
2017-03-10,29.63
2017-03-13,29.79
2017-03-14,29.47
2017-03-15,29.47
2017-03-16,29.62
2017-03-17,29.77
2017-03-20,29.69
2017-03-21,29.34
2017-03-22,29.31
2017-03-23,29.38
2017-03-24,29.53
2017-03-27,29.25
2017-03-28,29.25
2017-03-29,29.46
2017-03-30,29.63
2017-03-31,29.74
2017-04-03,29.74
2017-04-04,29.7
2017-04-05,29.95
2017-04-06,29.92
2017-04-07,29.92
2017-04-10,29.96
2017-04-11,29.84
2017-04-12,29.65
2017-04-13,29.55
2017-04-17,29.55
2017-04-18,29.58
2017-04-19,29.87
2017-04-20,30.03
2017-04-21,29.45
2017-04-24,29.49
2017-04-25,29.32
2017-04-26,29.26
2017-04-27,29.02
2017-04-28,28.93
2017-05-01,28.93
2017-05-02,28.91
2017-05-03,28.85
2017-05-04,29.05
2017-05-05,29.11
2017-05-08,29.0
2017-05-09,28.86
2017-05-10,28.6
2017-05-11,28.5
2017-05-12,27.85
2017-05-15,27.97
2017-05-16,28.0
2017-05-17,27.41
2017-05-18,27.1
2017-05-19,27.5
2017-05-22,28.06
2017-05-23,28.11
2017-05-24,27.62
2017-05-25,27.42
2017-05-26,27.29
2017-05-30,27.16
2017-05-31,27.19
2017-06-01,27.5
2017-06-02,27.62
2017-06-05,27.81
2017-06-06,27.81
2017-06-07,27.4
2017-06-08,27.53
2017-06-09,27.59
2017-06-12,28.73
2017-06-13,28.34
2017-06-14,28.37
2017-06-15,28.43
2017-06-16,28.62
2017-06-19,28.74
2017-06-20,28.08
2017-06-21,27.64
2017-06-22,27.54
2017-06-23,27.5
2017-06-26,27.5
2017-06-27,27.2
2017-06-28,27.05
2017-06-29,26.79
2017-06-30,26.91
2017-07-03,27.06
2017-07-05,27.23
2017-07-06,26.1
2017-07-07,25.98
2017-07-10,25.85
2017-07-11,25.91
2017-07-12,26.37
2017-07-13,26.5
2017-07-14,26.73
2017-07-17,26.72
2017-07-18,26.74
2017-07-19,26.84
2017-07-20,26.6
2017-07-21,25.26
2017-07-24,25.35
2017-07-25,25.36
2017-07-26,25.37
2017-07-27,25.52
2017-07-28,25.4
2017-07-31,
2017-08-01,25.33
2017-08-02,25.39
2017-08-03,25.37
2017-08-04,25.62
2017-08-07,25.55
2017-08-08,25.52
2017-08-09,25.46
2017-08-10,25.27
2017-08-11,25.19
2017-08-14,25.25
2017-08-15,25.1
2017-08-16,25.05
2017-08-17,24.72
2017-08-18,24.44
2017-08-21,24.32
2017-08-22,24.48
2017-08-23,24.34
2017-08-24,24.3
2017-08-25,24.35
2017-08-28,24.35
2017-08-29,24.28
2017-08-30,24.15
2017-08-31,24.28
2017-09-01,24.49
2017-09-05,24.57
2017-09-06,24.82
2017-09-07,23.83
2017-09-08,23.58
2017-09-11,23.62
2017-09-12,23.71
2017-09-13,23.92
2017-09-14,23.94
2017-09-15,23.75
2017-09-18,23.93
2017-09-19,24.02
2017-09-20,24.19
2017-09-21,24.17
2017-09-22,24.77
2017-09-25,24.85
2017-09-26,24.92
2017-09-27,24.28
2017-09-28,24.16
2017-09-29,24.01
2017-10-02,24.1
2017-10-03,24.33
2017-10-04,24.43
2017-10-05,24.15
2017-10-06,24.13
2017-10-09,23.25
2017-10-10,23.32
2017-10-11,23.02
2017-10-12,22.83
2017-10-13,22.96
2017-10-16,22.93
2017-10-17,23.0
2017-10-18,23.07
2017-10-19,23.05
2017-10-20,22.1
2017-10-23,22.18
2017-10-24,21.75
2017-10-25,21.3
2017-10-26,21.2
2017-10-27,20.64
2017-10-30,20.26
2017-10-31,20.05
2017-11-01,19.96
2017-11-02,19.63
2017-11-03,19.86
2017-11-06,20.08
2017-11-07,20.12
2017-11-08,20.07
2017-11-09,19.85
2017-11-10,19.9
2017-11-13,18.75
2017-11-14,17.46
2017-11-15,17.5
2017-11-16,18.05
2017-11-17,18.21
2017-11-20,17.83
2017-11-21,17.7
2017-11-22,17.84
2017-11-24,18.15
2017-11-27,18.09
2017-11-28,18.06
2017-11-29,18.31
2017-11-30,18.18
2017-12-01,17.86
2017-12-04,17.88
2017-12-05,17.67
2017-12-06,17.6
2017-12-07,17.63
2017-12-08,17.66
2017-12-11,17.53
2017-12-12,17.65
2017-12-13,17.76
2017-12-14,17.64
2017-12-15,17.66
2017-12-18,17.75
2017-12-19,17.55
2017-12-20,17.36
2017-12-21,17.44
2017-12-22,17.4
2017-12-26,17.4
2017-12-27,17.31
2017-12-28,17.25
2017-12-29,17.27
