time_captured,03_cap_raw_accY
1970-01-01 00:00:00.000000392,81.374
1970-01-01 00:00:00.000000393,-340.014
1970-01-01 00:00:00.000000394,256.81
1970-01-01 00:00:00.000000395,456.524
1970-01-01 00:00:00.000000396,484.706
1970-01-01 00:00:00.000000397,-368.684
1970-01-01 00:00:00.000000398,-88.816
1970-01-01 00:00:00.000000399,218.746
1970-01-01 00:00:00.000000400,217.526
1970-01-01 00:00:00.000000401,-310.124
1970-01-01 00:00:00.000000402,402.966
1970-01-01 00:00:00.000000403,-236.07
1970-01-01 00:00:00.000000404,252.296
1970-01-01 00:00:00.000000405,-218.868
1970-01-01 00:00:00.000000406,-315.858
1970-01-01 00:00:00.000000407,-159.332
1970-01-01 00:00:00.000000408,-159.332
1970-01-01 00:00:00.000000409,-131.516
1970-01-01 00:00:00.000000410,-304.756
1970-01-01 00:00:00.000000411,313.052
1970-01-01 00:00:00.000000412,234.728
1970-01-01 00:00:00.000000413,307.318
1970-01-01 00:00:00.000000414,194.834
1970-01-01 00:00:00.000000415,-335.744
1970-01-01 00:00:00.000000416,76.738
1970-01-01 00:00:00.000000417,17.934
1970-01-01 00:00:00.000000418,-356.24
1970-01-01 00:00:00.000000419,-693.814
1970-01-01 00:00:00.000000420,-24.278
1970-01-01 00:00:00.000000421,8.662
1970-01-01 00:00:00.000000422,-142.862
1970-01-01 00:00:00.000000423,-133.712
1970-01-01 00:00:00.000000424,-229.116
1970-01-01 00:00:00.000000425,337.208
1970-01-01 00:00:00.000000426,9.272
1970-01-01 00:00:00.000000427,-123.098
1970-01-01 00:00:00.000000428,-460.428
1970-01-01 00:00:00.000000429,265.96
1970-01-01 00:00:00.000000430,141.52
1970-01-01 00:00:00.000000431,-142.618
1970-01-01 00:00:00.000000432,-159.454
1970-01-01 00:00:00.000000433,-37.454
1970-01-01 00:00:00.000000434,186.904
1970-01-01 00:00:00.000000435,18.544
1970-01-01 00:00:00.000000436,-364.78
1970-01-01 00:00:00.000000437,-618.54
1970-01-01 00:00:00.000000438,295.728
1970-01-01 00:00:00.000000439,93.208
1970-01-01 00:00:00.000000440,-262.056
1970-01-01 00:00:00.000000441,0.732
1970-01-01 00:00:00.000000442,36.722
1970-01-01 00:00:00.000000443,-161.65
1970-01-01 00:00:00.000000444,-5.49
