time_captured,MRK_Open
2007-04-09,45.46
2007-04-10,45.7
2007-04-11,45.8
2007-04-12,45.52
2007-04-13,49.39
2007-04-16,50.01
2007-04-17,50.3
2007-04-18,49.59
2007-04-19,49.76
2007-04-20,50.79
2007-04-23,51.31
2007-04-24,51.65
2007-04-25,51.69
2007-04-26,52.38
2007-04-27,52.26
2007-04-30,51.81
2007-05-01,51.65
2007-05-02,51.3
2007-05-03,51.31
2007-05-04,51.64
2007-05-07,51.85
2007-05-08,51.87
2007-05-09,52.19
2007-05-10,51.67
2007-05-11,51.1
2007-05-14,52.0
2007-05-15,52.06
2007-05-16,53.0
2007-05-17,52.69
2007-05-18,52.56
2007-05-21,53.03
2007-05-22,54.1
2007-05-23,54.38
2007-05-24,53.9
2007-05-25,53.69
2007-05-29,53.82
2007-05-30,53.15
2007-05-31,52.62
2007-06-01,52.52
2007-06-04,52.05
2007-06-05,51.67
2007-06-06,51.0
2007-06-07,50.44
2007-06-08,50.3
2007-06-11,50.3
2007-06-12,50.67
2007-06-13,50.36
2007-06-14,50.65
2007-06-15,50.89
2007-06-18,50.9
2007-06-19,50.65
2007-06-20,50.0
2007-06-21,49.05
2007-06-22,48.92
2007-06-25,48.7
2007-06-26,48.43
2007-06-27,49.08
2007-06-28,50.59
2007-06-29,50.95
2007-07-02,49.91
2007-07-03,49.95
2007-07-05,49.7
2007-07-06,49.9
2007-07-09,49.5
2007-07-10,49.02
2007-07-11,48.5
2007-07-12,49.2
2007-07-13,50.55
2007-07-16,50.51
2007-07-17,50.65
2007-07-18,50.0
2007-07-19,49.98
2007-07-20,49.55
2007-07-23,51.54
2007-07-24,52.95
2007-07-25,52.35
2007-07-26,53.0
2007-07-27,51.97
2007-07-30,50.37
2007-07-31,50.3
2007-08-01,49.62
2007-08-02,51.43
2007-08-03,51.66
2007-08-06,51.2
2007-08-07,50.88
2007-08-08,52.17
2007-08-09,51.58
2007-08-10,51.44
2007-08-13,50.41
2007-08-14,50.56
2007-08-15,50.05
2007-08-16,49.6
2007-08-17,50.08
2007-08-20,49.62
2007-08-21,50.02
2007-08-22,50.27
2007-08-23,50.71
2007-08-24,50.5
2007-08-27,50.85
2007-08-28,49.83
2007-08-29,49.22
2007-08-30,49.43
2007-08-31,50.04
2007-09-04,50.49
2007-09-05,49.54
2007-09-06,49.4
2007-09-07,50.2
2007-09-10,49.96
2007-09-11,50.1
2007-09-12,49.74
2007-09-13,50.5
2007-09-14,49.74
2007-09-17,49.25
2007-09-18,48.8
2007-09-19,50.83
2007-09-20,51.5
2007-09-21,51.42
2007-09-24,51.87
2007-09-25,51.68
2007-09-26,52.48
2007-09-27,52.52
2007-09-28,51.75
2007-10-01,52.0
2007-10-02,52.58
2007-10-03,51.58
2007-10-04,51.61
2007-10-05,53.2
2007-10-08,53.51
2007-10-09,53.21
2007-10-10,53.63
2007-10-11,53.08
2007-10-12,53.19
2007-10-15,54.0
2007-10-16,53.18
2007-10-17,53.25
2007-10-18,53.0
2007-10-19,53.11
2007-10-22,53.67
2007-10-23,54.85
2007-10-24,56.36
2007-10-25,56.2
2007-10-26,57.07
2007-10-29,57.66
2007-10-30,57.8
2007-10-31,57.71
2007-11-01,57.88
2007-11-02,58.04
2007-11-05,55.0
2007-11-06,55.98
2007-11-07,55.19
2007-11-08,54.46
2007-11-09,55.52
2007-11-12,55.91
2007-11-13,56.42
2007-11-14,56.5
2007-11-15,56.96
2007-11-16,58.43
2007-11-19,57.9
2007-11-20,58.23
2007-11-21,57.33
2007-11-23,56.78
2007-11-26,57.65
2007-11-27,57.37
2007-11-28,59.26
2007-11-29,59.8
2007-11-30,60.2
2007-12-03,58.76
2007-12-04,57.39
2007-12-05,58.45
2007-12-06,59.78
2007-12-07,59.49
2007-12-10,60.67
2007-12-11,60.99
2007-12-12,61.0
2007-12-13,59.31
2007-12-14,59.5
2007-12-17,59.85
2007-12-18,59.8
2007-12-19,59.63
2007-12-20,59.88
2007-12-21,59.34
2007-12-24,59.06
2007-12-26,59.21
2007-12-27,59.11
2007-12-28,58.02
2007-12-31,58.35
2008-01-02,58.15
2008-01-03,57.45
2008-01-04,56.95
2008-01-07,57.09
2008-01-08,58.09
2008-01-09,59.7
2008-01-10,60.12
2008-01-11,60.03
2008-01-14,59.88
2008-01-15,58.93
2008-01-16,57.84
2008-01-17,57.84
2008-01-18,55.14
2008-01-22,51.5
2008-01-23,51.18
2008-01-24,50.39
2008-01-25,49.94
2008-01-28,47.76
2008-01-29,49.51
2008-01-30,45.7
2008-01-31,46.33
2008-02-01,46.2
2008-02-04,45.82
2008-02-05,47.32
2008-02-06,46.17
2008-02-07,45.63
2008-02-08,45.55
2008-02-11,44.55
2008-02-12,45.65
2008-02-13,46.91
2008-02-14,47.8
2008-02-15,47.0
2008-02-19,47.95
2008-02-20,46.82
2008-02-21,47.09
2008-02-22,46.23
2008-02-25,46.18
2008-02-26,46.55
2008-02-27,46.2
2008-02-28,45.42
2008-02-29,44.85
2008-03-03,44.69
2008-03-04,43.71
2008-03-05,43.76
2008-03-06,43.27
2008-03-07,42.06
2008-03-10,41.8
2008-03-11,41.28
2008-03-12,42.19
2008-03-13,42.3
2008-03-14,42.32
2008-03-17,40.5
2008-03-18,42.34
2008-03-19,43.31
2008-03-20,43.59
2008-03-24,43.62
2008-03-25,44.35
2008-03-26,44.53
2008-03-27,44.72
2008-03-28,44.76
2008-03-31,38.75
2008-04-01,38.39
2008-04-02,38.43
2008-04-03,37.14
2008-04-04,38.31
2008-04-07,40.57
2008-04-08,40.51
2008-04-09,40.93
2008-04-10,41.64
2008-04-11,41.5
2008-04-14,41.13
2008-04-15,41.88
2008-04-16,41.49
2008-04-17,40.11
2008-04-18,39.4
2008-04-21,40.64
2008-04-22,39.62
2008-04-23,38.77
2008-04-24,38.7
2008-04-25,40.08
2008-04-28,40.75
2008-04-29,38.24
2008-04-30,37.4
2008-05-01,37.81
2008-05-02,38.92
2008-05-05,39.37
2008-05-06,38.97
2008-05-07,38.85
2008-05-08,39.23
2008-05-09,39.0
2008-05-12,39.01
2008-05-13,39.5
2008-05-14,39.27
2008-05-15,39.82
2008-05-16,40.21
2008-05-19,39.95
2008-05-20,39.79
2008-05-21,39.73
2008-05-22,39.12
2008-05-23,38.99
2008-05-27,38.93
2008-05-28,38.8
2008-05-29,38.67
2008-05-30,39.11
2008-06-02,38.96
2008-06-03,38.28
2008-06-04,38.13
2008-06-05,38.37
2008-06-06,38.59
2008-06-09,37.6
2008-06-10,36.68
2008-06-11,36.5
2008-06-12,35.86
2008-06-13,35.65
2008-06-16,35.36
2008-06-17,35.12
2008-06-18,34.68
2008-06-19,34.82
2008-06-20,35.4
2008-06-23,35.21
2008-06-24,35.77
2008-06-25,36.75
2008-06-26,36.8
2008-06-27,36.31
2008-06-30,36.98
2008-07-01,37.41
2008-07-02,38.87
2008-07-03,38.28
2008-07-07,37.59
2008-07-08,36.75
2008-07-09,37.1
2008-07-10,37.14
2008-07-11,36.65
2008-07-14,36.81
2008-07-15,36.63
2008-07-16,36.36
2008-07-17,36.54
2008-07-18,37.12
2008-07-21,37.28
2008-07-22,32.35
2008-07-23,31.69
2008-07-24,32.17
2008-07-25,32.37
2008-07-28,32.68
2008-07-29,32.08
2008-07-30,32.46
2008-07-31,32.88
2008-08-01,33.09
2008-08-04,33.31
2008-08-05,33.49
2008-08-06,34.64
2008-08-07,35.06
2008-08-08,34.91
2008-08-11,35.84
2008-08-12,35.6
2008-08-13,35.9
2008-08-14,35.62
2008-08-15,36.06
2008-08-18,36.3
2008-08-19,35.47
2008-08-20,35.25
2008-08-21,34.86
2008-08-22,35.0
2008-08-25,35.17
2008-08-26,34.98
2008-08-27,35.42
2008-08-28,35.91
2008-08-29,36.31
2008-09-02,35.62
2008-09-03,34.8
2008-09-04,34.46
2008-09-05,33.86
2008-09-08,34.96
2008-09-09,35.5
2008-09-10,34.43
2008-09-11,33.12
2008-09-12,33.81
2008-09-15,33.11
2008-09-16,32.27
2008-09-17,31.76
2008-09-18,31.43
2008-09-19,32.64
2008-09-22,31.99
2008-09-23,31.47
2008-09-24,30.76
2008-09-25,31.63
2008-09-26,32.03
2008-09-29,31.89
2008-09-30,30.95
2008-10-01,31.42
2008-10-02,31.73
2008-10-03,31.39
2008-10-06,31.29
2008-10-07,30.04
2008-10-08,28.58
2008-10-09,28.45
2008-10-10,25.26
2008-10-13,27.23
2008-10-14,31.32
2008-10-15,28.83
2008-10-16,27.26
2008-10-17,27.54
2008-10-20,29.26
2008-10-21,30.38
2008-10-22,29.1
2008-10-23,28.44
2008-10-24,26.51
2008-10-27,27.03
2008-10-28,26.9
2008-10-29,29.46
2008-10-30,29.34
2008-10-31,30.02
2008-11-03,30.93
2008-11-04,30.53
2008-11-05,30.68
2008-11-06,28.56
2008-11-07,28.1
2008-11-10,29.56
2008-11-11,27.61
2008-11-12,27.4
2008-11-13,27.39
2008-11-14,27.96
2008-11-17,26.73
2008-11-18,25.68
2008-11-19,25.83
2008-11-20,25.18
2008-11-21,23.9
2008-11-24,24.84
2008-11-25,25.85
2008-11-26,25.4
2008-11-28,25.68
2008-12-01,26.37
2008-12-02,25.87
2008-12-03,25.65
2008-12-04,25.33
2008-12-05,24.67
2008-12-08,27.01
2008-12-09,27.36
2008-12-10,26.41
2008-12-11,26.8
2008-12-12,25.9
2008-12-15,26.95
2008-12-16,27.05
2008-12-17,27.19
2008-12-18,27.39
2008-12-19,28.06
2008-12-22,28.47
2008-12-23,29.36
2008-12-24,29.36
2008-12-26,29.4
2008-12-29,29.11
2008-12-30,28.66
2008-12-31,29.7
2009-01-02,30.46
2009-01-05,31.45
2009-01-06,31.08
2009-01-07,29.61
2009-01-08,29.68
2009-01-09,28.9
2009-01-12,28.73
2009-01-13,28.41
2009-01-14,27.93
2009-01-15,27.81
2009-01-16,28.4
2009-01-20,28.13
2009-01-21,28.23
2009-01-22,27.25
2009-01-23,27.74
2009-01-26,28.07
2009-01-27,27.86
2009-01-28,28.86
2009-01-29,28.52
2009-01-30,28.85
2009-02-02,28.09
2009-02-03,29.88
2009-02-04,30.25
2009-02-05,28.6
2009-02-06,30.01
2009-02-09,30.66
2009-02-10,30.47
2009-02-11,29.1
2009-02-12,29.23
2009-02-13,29.27
2009-02-17,28.14
2009-02-18,28.71
2009-02-19,28.93
2009-02-20,28.1
2009-02-23,27.62
2009-02-24,27.91
2009-02-25,28.19
2009-02-26,28.17
2009-02-27,25.47
2009-03-02,23.82
2009-03-03,23.68
2009-03-04,23.21
2009-03-05,22.6
2009-03-06,22.35
2009-03-09,20.15
2009-03-10,21.63
2009-03-11,22.14
2009-03-12,21.86
2009-03-13,24.26
2009-03-16,26.98
2009-03-17,26.01
2009-03-18,26.3
2009-03-19,27.03
2009-03-20,26.62
2009-03-23,27.2
2009-03-24,27.61
2009-03-25,27.96
2009-03-26,27.77
2009-03-27,26.93
2009-03-30,26.78
2009-03-31,26.81
2009-04-01,26.49
2009-04-02,27.21
2009-04-03,27.0
2009-04-06,26.28
2009-04-07,26.54
2009-04-08,26.38
2009-04-09,27.26
2009-04-13,26.12
2009-04-14,25.91
2009-04-15,25.62
2009-04-16,26.44
2009-04-17,25.9
2009-04-20,25.5
2009-04-21,24.41
2009-04-22,23.4
2009-04-23,23.07
2009-04-24,23.27
2009-04-27,23.4
2009-04-28,23.42
2009-04-29,23.23
2009-04-30,24.12
2009-05-01,24.23
2009-05-04,24.6
2009-05-05,24.5
2009-05-06,24.68
2009-05-07,24.7
2009-05-08,25.35
2009-05-11,24.58
2009-05-12,24.5
2009-05-13,24.89
2009-05-14,25.77
2009-05-15,26.25
2009-05-18,25.61
2009-05-19,25.74
2009-05-20,25.98
2009-05-21,25.73
2009-05-22,26.15
2009-05-26,26.0
2009-05-27,26.47
2009-05-28,26.41
2009-05-29,26.94
2009-06-01,27.71
2009-06-02,27.51
2009-06-03,27.39
2009-06-04,27.47
2009-06-05,26.73
2009-06-08,25.86
2009-06-09,25.93
2009-06-10,25.92
2009-06-11,25.69
2009-06-12,26.12
2009-06-15,25.83
2009-06-16,25.01
2009-06-17,24.45
2009-06-18,25.0
2009-06-19,25.91
2009-06-22,25.74
2009-06-23,25.28
2009-06-24,25.15
2009-06-25,25.49
2009-06-26,26.48
2009-06-29,27.06
2009-06-30,27.85
2009-07-01,28.1
2009-07-02,27.73
2009-07-06,26.97
2009-07-07,27.85
2009-07-08,27.89
2009-07-09,27.76
2009-07-10,26.9
2009-07-13,26.42
2009-07-14,26.9
2009-07-15,27.34
2009-07-16,27.69
2009-07-17,27.83
2009-07-20,27.75
2009-07-21,28.73
2009-07-22,29.57
2009-07-23,29.52
2009-07-24,30.27
2009-07-27,31.12
2009-07-28,30.71
2009-07-29,30.01
2009-07-30,30.21
2009-07-31,30.2
2009-08-03,30.45
2009-08-04,30.14
2009-08-05,29.87
2009-08-06,29.68
2009-08-07,29.71
2009-08-10,30.29
2009-08-12,30.34
2009-08-13,30.73
2009-08-14,31.0
2009-08-17,30.6
2009-08-18,30.87
2009-08-19,30.66
2009-08-20,31.64
2009-08-21,31.65
2009-08-24,32.99
2009-08-25,32.91
2009-08-26,32.82
2009-08-27,32.6
2009-08-28,32.92
2009-08-31,32.27
2009-09-01,32.29
2009-09-02,31.37
2009-09-03,30.83
2009-09-04,30.45
2009-09-08,30.93
2009-09-09,31.1
2009-09-10,31.65
2009-09-11,32.15
2009-09-14,32.34
2009-09-15,32.82
2009-09-16,32.73
2009-09-17,32.03
2009-09-18,32.18
2009-09-21,31.79
2009-09-22,31.83
2009-09-23,31.39
2009-09-24,31.23
2009-09-25,30.91
2009-09-28,31.21
2009-09-29,32.02
2009-09-30,31.97
2009-10-01,31.74
2009-10-02,31.18
2009-10-05,31.42
2009-10-06,31.94
2009-10-07,32.39
2009-10-08,32.39
2009-10-09,32.46
2009-10-12,32.72
2009-10-13,32.74
2009-10-14,32.74
2009-10-15,32.82
2009-10-16,33.27
2009-10-19,33.11
2009-10-20,33.91
2009-10-21,33.75
2009-10-22,32.39
2009-10-23,32.76
2009-10-26,32.5
2009-10-27,32.59
2009-10-28,32.59
2009-10-29,32.03
2009-10-30,31.17
2009-11-02,31.12
2009-11-03,31.09
2009-11-04,31.33
2009-11-05,32.49
2009-11-06,32.61
2009-11-09,32.88
2009-11-10,33.51
2009-11-11,33.73
2009-11-12,33.04
2009-11-13,33.3
2009-11-16,33.98
2009-11-17,33.8
2009-11-18,34.27
2009-11-19,35.09
2009-11-20,35.45
2009-11-23,36.75
2009-11-24,36.28
2009-11-25,36.29
2009-11-27,35.98
2009-11-30,36.16
2009-12-01,36.29
2009-12-02,36.5
2009-12-03,36.71
2009-12-04,37.21
2009-12-07,36.52
2009-12-08,36.65
2009-12-09,36.3
2009-12-10,37.41
2009-12-11,37.38
2009-12-14,37.27
2009-12-15,37.67
2009-12-16,38.02
2009-12-17,37.75
2009-12-18,37.36
2009-12-21,37.48
2009-12-22,37.79
2009-12-23,37.86
2009-12-24,37.14
2009-12-28,36.99
2009-12-29,37.13
2009-12-30,36.88
2009-12-31,36.8
2010-01-04,36.82
2010-01-05,37.3
2010-01-06,37.21
2010-01-07,37.47
2010-01-08,37.87
2010-01-11,37.88
2010-01-12,37.82
2010-01-13,38.31
2010-01-14,39.24
2010-01-15,39.98
2010-01-19,39.55
2010-01-20,40.64
2010-01-21,41.08
2010-01-22,39.9
2010-01-25,39.28
2010-01-26,38.5
2010-01-27,38.49
2010-01-28,38.74
2010-01-29,38.26
2010-02-01,38.56
2010-02-02,38.36
2010-02-03,39.4
2010-02-04,38.39
2010-02-05,37.05
2010-02-08,36.58
2010-02-09,36.93
2010-02-10,36.5
2010-02-11,36.22
2010-02-12,36.63
2010-02-16,37.72
2010-02-17,37.73
2010-02-18,37.28
2010-02-19,37.23
2010-02-22,37.86
2010-02-23,36.9
2010-02-24,36.7
2010-02-25,36.44
2010-02-26,36.7
2010-03-01,37.03
2010-03-02,37.58
2010-03-03,37.69
2010-03-04,37.29
2010-03-05,37.22
2010-03-08,37.49
2010-03-09,37.21
2010-03-10,36.95
2010-03-11,36.35
2010-03-12,37.05
2010-03-15,37.04
2010-03-16,37.77
2010-03-17,37.99
2010-03-18,38.07
2010-03-19,38.62
2010-03-22,38.08
2010-03-23,38.57
2010-03-24,38.43
2010-03-25,38.33
2010-03-26,37.82
2010-03-29,37.58
2010-03-30,37.96
2010-03-31,37.49
2010-04-01,37.64
2010-04-05,37.94
2010-04-06,37.53
2010-04-07,37.38
2010-04-08,36.84
2010-04-09,36.8
2010-04-12,36.96
2010-04-13,36.69
2010-04-14,36.74
2010-04-15,36.22
2010-04-16,35.99
2010-04-19,35.68
2010-04-20,36.05
2010-04-21,36.09
2010-04-22,34.57
2010-04-23,33.84
2010-04-26,35.58
2010-04-27,34.85
2010-04-28,34.5
2010-04-29,34.98
2010-04-30,35.33
2010-05-03,35.29
2010-05-04,35.6
2010-05-05,35.42
2010-05-06,35.41
2010-05-07,33.91
2010-05-10,33.92
2010-05-11,33.35
2010-05-12,33.97
2010-05-13,33.68
2010-05-14,33.35
2010-05-17,32.92
2010-05-18,32.97
2010-05-19,32.2
2010-05-20,32.23
2010-05-21,31.2
2010-05-24,31.87
2010-05-25,31.3
2010-05-26,31.98
2010-05-27,32.92
2010-05-28,33.64
2010-06-01,33.43
2010-06-02,33.63
2010-06-03,34.43
2010-06-04,33.85
2010-06-07,33.19
2010-06-08,33.41
2010-06-09,33.86
2010-06-10,34.14
2010-06-11,34.35
2010-06-14,35.05
2010-06-15,35.08
2010-06-16,35.71
2010-06-17,36.14
2010-06-18,35.9
2010-06-21,36.04
2010-06-22,35.19
2010-06-23,35.2
2010-06-24,35.18
2010-06-25,35.6
2010-06-28,36.13
2010-06-29,35.55
2010-06-30,35.32
2010-07-01,34.83
2010-07-02,34.46
2010-07-06,34.28
2010-07-07,34.77
2010-07-08,35.87
2010-07-09,35.91
2010-07-12,36.2
2010-07-13,36.13
2010-07-14,36.21
2010-07-15,36.25
2010-07-16,36.53
2010-07-19,35.94
2010-07-20,35.52
2010-07-21,35.48
2010-07-22,35.36
2010-07-23,35.17
2010-07-26,35.0
2010-07-27,35.32
2010-07-28,35.14
2010-07-29,35.0
2010-07-30,34.35
2010-08-02,34.86
2010-08-03,35.1
2010-08-04,34.78
2010-08-05,35.0
2010-08-06,34.82
2010-08-09,35.06
2010-08-10,35.2
2010-08-11,35.31
2010-08-12,34.65
2010-08-13,34.8
2010-08-16,34.77
2010-08-17,35.19
2010-08-18,35.49
2010-08-19,35.3
2010-08-20,34.55
2010-08-23,34.7
2010-08-24,34.76
2010-08-25,34.42
2010-08-26,34.56
2010-08-27,34.63
2010-08-30,34.92
2010-08-31,34.66
2010-09-01,35.38
2010-09-02,35.69
2010-09-03,35.73
2010-09-07,35.77
2010-09-08,35.35
2010-09-09,35.99
2010-09-10,36.14
2010-09-13,36.62
2010-09-14,36.1
2010-09-15,36.52
2010-09-16,36.49
2010-09-17,36.5
2010-09-20,36.36
2010-09-21,36.54
2010-09-22,36.71
2010-09-23,36.67
2010-09-24,36.82
2010-09-27,37.41
2010-09-28,37.29
2010-09-29,37.1
2010-09-30,37.21
2010-10-01,36.76
2010-10-04,36.49
2010-10-05,36.86
2010-10-06,37.04
2010-10-07,37.35
2010-10-08,36.82
2010-10-11,36.86
2010-10-12,36.67
2010-10-13,36.86
2010-10-14,37.27
2010-10-15,37.27
2010-10-18,36.91
2010-10-19,37.0
2010-10-20,36.61
2010-10-21,37.1
2010-10-22,37.07
2010-10-25,37.3
2010-10-26,37.31
2010-10-27,36.88
2010-10-28,36.67
2010-10-29,36.73
2010-11-01,36.44
2010-11-02,36.57
2010-11-03,36.73
2010-11-04,36.86
2010-11-05,36.67
2010-11-08,35.65
2010-11-09,35.55
2010-11-10,35.05
2010-11-11,34.9
2010-11-12,35.04
2010-11-15,34.71
2010-11-16,34.31
2010-11-17,34.81
2010-11-18,35.14
2010-11-19,35.3
2010-11-22,35.49
2010-11-23,35.34
2010-11-24,34.82
2010-11-26,34.52
2010-11-29,34.58
2010-11-30,34.45
2010-12-01,34.75
2010-12-02,35.16
2010-12-03,35.29
2010-12-06,35.3
2010-12-07,35.47
2010-12-08,35.34
2010-12-09,35.5
2010-12-10,35.7
2010-12-13,35.84
2010-12-14,36.2
2010-12-15,36.4
2010-12-16,36.59
2010-12-17,36.64
2010-12-20,36.66
2010-12-21,36.67
2010-12-22,36.23
2010-12-23,36.25
2010-12-27,36.14
2010-12-28,36.37
2010-12-29,36.25
2010-12-30,36.11
2010-12-31,35.96
2011-01-03,36.29
2011-01-04,36.24
2011-01-05,36.04
2011-01-06,36.56
2011-01-07,37.17
2011-01-10,37.26
2011-01-11,37.24
2011-01-12,37.2
2011-01-13,35.59
2011-01-14,34.63
2011-01-18,34.07
2011-01-19,34.12
2011-01-20,33.8
2011-01-21,34.18
2011-01-24,33.99
2011-01-25,33.77
2011-01-26,33.41
2011-01-27,33.35
2011-01-28,33.49
2011-01-31,33.29
2011-02-01,33.34
2011-02-02,33.9
2011-02-03,33.0
2011-02-04,32.89
2011-02-07,32.94
2011-02-08,33.15
2011-02-09,33.23
2011-02-10,33.12
2011-02-11,32.97
2011-02-14,32.97
2011-02-15,32.8
2011-02-16,32.74
2011-02-17,32.96
2011-02-18,33.06
2011-02-22,32.75
2011-02-23,32.52
2011-02-24,32.08
2011-02-25,32.06
2011-02-28,32.2
2011-03-01,32.6
2011-03-02,32.45
2011-03-03,32.67
2011-03-04,33.15
2011-03-07,33.0
2011-03-08,32.98
2011-03-09,32.91
2011-03-10,33.21
2011-03-11,32.45
2011-03-14,32.5
2011-03-15,31.83
2011-03-16,31.8
2011-03-17,31.26
2011-03-18,31.78
2011-03-21,32.09
2011-03-22,32.52
2011-03-23,32.5
2011-03-24,32.83
2011-03-25,32.72
2011-03-28,32.54
2011-03-29,32.49
2011-03-30,33.03
2011-03-31,33.07
2011-04-01,33.05
2011-04-04,33.34
2011-04-05,33.14
2011-04-06,33.28
2011-04-07,33.43
2011-04-08,33.5
2011-04-11,33.68
2011-04-12,33.42
2011-04-13,33.62
2011-04-14,33.34
2011-04-15,34.9
2011-04-18,34.2
2011-04-19,33.94
2011-04-20,34.07
2011-04-21,34.27
2011-04-25,33.7
2011-04-26,34.44
2011-04-27,35.2
2011-04-28,35.64
2011-04-29,35.98
2011-05-02,36.44
2011-05-03,36.24
2011-05-04,36.36
2011-05-05,36.45
2011-05-06,36.53
2011-05-09,36.11
2011-05-10,36.55
2011-05-11,36.77
2011-05-12,36.7
2011-05-13,37.03
2011-05-16,37.06
2011-05-17,37.19
2011-05-18,37.25
2011-05-19,37.6
2011-05-20,37.38
2011-05-23,36.67
2011-05-24,36.89
2011-05-25,36.66
2011-05-26,36.69
2011-05-27,36.37
2011-05-31,36.39
2011-06-01,36.6
2011-06-02,36.18
2011-06-03,35.79
2011-06-06,35.7
2011-06-07,35.81
2011-06-08,35.53
2011-06-09,35.88
2011-06-10,35.88
2011-06-13,35.03
2011-06-14,35.51
2011-06-15,35.47
2011-06-16,35.14
2011-06-17,35.4
2011-06-20,35.29
2011-06-21,35.91
2011-06-22,35.57
2011-06-23,35.13
2011-06-24,35.02
2011-06-27,34.65
2011-06-28,34.59
2011-06-29,34.95
2011-06-30,35.22
2011-07-01,35.17
2011-07-05,35.51
2011-07-06,35.5
2011-07-07,35.76
2011-07-08,35.88
2011-07-11,35.96
2011-07-12,35.74
2011-07-13,35.7
2011-07-14,36.17
2011-07-15,36.33
2011-07-18,35.68
2011-07-19,35.57
2011-07-20,35.89
2011-07-21,35.84
2011-07-22,36.29
2011-07-25,35.69
2011-07-26,35.92
2011-07-27,35.59
2011-07-28,35.26
2011-07-29,34.64
2011-08-01,34.25
2011-08-02,33.16
2011-08-03,32.9
2011-08-04,32.24
2011-08-05,31.77
2011-08-08,31.12
2011-08-09,30.4
2011-08-10,30.5
2011-08-11,29.79
2011-08-12,31.38
2011-08-15,31.65
2011-08-16,32.02
2011-08-17,32.38
2011-08-18,31.75
2011-08-19,30.79
2011-08-22,31.69
2011-08-23,31.45
2011-08-24,31.93
2011-08-25,32.25
2011-08-26,31.6
2011-08-29,32.08
2011-08-30,32.3
2011-08-31,32.95
2011-09-01,33.05
2011-09-02,32.67
2011-09-06,31.63
2011-09-07,32.55
2011-09-08,32.76
2011-09-09,32.6
2011-09-12,31.56
2011-09-13,31.56
2011-09-14,31.94
2011-09-15,32.39
2011-09-16,32.68
2011-09-19,32.1
2011-09-20,32.22
2011-09-21,32.67
2011-09-22,31.18
2011-09-23,30.92
2011-09-26,31.27
2011-09-27,32.03
2011-09-28,32.34
2011-09-29,32.35
2011-09-30,32.4
2011-10-03,32.59
2011-10-04,31.27
2011-10-05,31.44
2011-10-06,31.37
2011-10-07,31.91
2011-10-10,32.49
2011-10-11,32.36
2011-10-12,32.25
2011-10-13,32.48
2011-10-14,32.97
2011-10-17,32.84
2011-10-18,32.37
2011-10-19,32.8
2011-10-20,32.7
2011-10-21,33.16
2011-10-24,33.26
2011-10-25,33.52
2011-10-26,33.32
2011-10-27,34.08
2011-10-28,35.03
2011-10-31,35.02
2011-11-01,33.81
2011-11-02,34.48
2011-11-03,34.5
2011-11-04,34.33
2011-11-07,33.9
2011-11-08,34.35
2011-11-09,34.02
2011-11-10,34.57
2011-11-11,35.36
2011-11-14,35.39
2011-11-15,35.54
2011-11-16,35.16
2011-11-17,34.92
2011-11-18,34.94
2011-11-21,34.39
2011-11-22,34.09
2011-11-23,33.44
2011-11-25,33.29
2011-11-28,33.74
2011-11-29,34.5
2011-11-30,35.2
2011-12-01,35.73
2011-12-02,35.91
2011-12-05,35.78
2011-12-06,35.43
2011-12-07,35.28
2011-12-08,35.67
2011-12-09,35.31
2011-12-12,35.58
2011-12-13,35.22
2011-12-14,34.93
2011-12-15,35.92
2011-12-16,36.5
2011-12-19,36.43
2011-12-20,36.72
2011-12-21,37.06
2011-12-22,37.38
2011-12-23,37.68
2011-12-27,37.78
2011-12-28,37.69
2011-12-29,37.6
2011-12-30,37.59
2012-01-03,37.88
2012-01-04,38.25
2012-01-05,38.14
2012-01-06,38.75
2012-01-09,38.34
2012-01-10,38.75
2012-01-11,38.42
2012-01-12,38.62
2012-01-13,38.45
2012-01-17,38.53
2012-01-18,38.65
2012-01-19,38.9
2012-01-20,39.32
2012-01-23,38.96
2012-01-24,38.97
2012-01-25,38.57
2012-01-26,38.84
2012-01-27,38.73
2012-01-30,38.38
2012-01-31,38.97
2012-02-01,38.55
2012-02-02,38.94
2012-02-03,38.5
2012-02-06,38.21
2012-02-07,38.27
2012-02-08,38.55
2012-02-09,38.39
2012-02-10,37.94
