time_captured,DIS_Close
2011-01-19,39.09
2011-01-20,39.17
2011-01-21,39.74
2011-01-24,39.94
2011-01-25,39.86
2011-01-26,39.44
2011-01-27,39.46
2011-01-28,38.85
2011-01-31,38.87
2011-02-01,39.88
2011-02-02,40.49
2011-02-03,40.5
2011-02-04,40.71
2011-02-07,40.94
2011-02-08,41.18
2011-02-09,43.36
2011-02-10,43.31
2011-02-11,43.41
2011-02-14,43.24
2011-02-15,43.09
2011-02-16,43.7
2011-02-17,43.7
2011-02-18,43.56
2011-02-22,42.65
2011-02-23,42.13
2011-02-24,42.42
2011-02-25,42.95
2011-02-28,43.74
2011-03-01,42.99
2011-03-02,43.29
2011-03-03,44.07
2011-03-04,43.55
2011-03-07,43.02
2011-03-08,43.2
2011-03-09,43.12
2011-03-10,42.47
2011-03-11,42.93
2011-03-14,42.24
2011-03-15,41.62
2011-03-16,40.6
2011-03-17,40.76
2011-03-18,41.23
2011-03-21,41.82
2011-03-22,41.44
2011-03-23,42.24
2011-03-24,42.86
2011-03-25,42.97
2011-03-28,42.52
2011-03-29,42.94
2011-03-30,43.35
2011-03-31,43.09
2011-04-01,42.85
2011-04-04,42.63
2011-04-05,42.43
2011-04-06,42.27
2011-04-07,42.04
2011-04-08,41.76
2011-04-11,41.89
2011-04-12,41.63
2011-04-13,41.7
2011-04-14,41.02
2011-04-15,41.52
2011-04-18,41.2
2011-04-19,41.35
2011-04-20,42.04
2011-04-21,42.27
2011-04-25,41.93
2011-04-26,42.33
2011-04-27,42.58
2011-04-28,43.02
2011-04-29,43.1
2011-05-02,43.27
2011-05-03,43.07
2011-05-04,42.62
2011-05-05,42.69
2011-05-06,43.06
2011-05-09,43.1
2011-05-10,43.91
2011-05-11,41.52
2011-05-12,41.58
2011-05-13,41.52
2011-05-16,40.93
2011-05-17,41.01
2011-05-18,41.42
2011-05-19,41.38
2011-05-20,41.5
2011-05-23,41.16
2011-05-24,41.09
2011-05-25,41.13
2011-05-26,40.99
2011-05-27,41.52
2011-05-31,41.63
2011-06-01,40.4
2011-06-02,40.06
2011-06-03,39.38
2011-06-06,39.4
2011-06-07,39.35
2011-06-08,39.23
2011-06-09,39.37
2011-06-10,38.5
2011-06-13,38.37
2011-06-14,38.59
2011-06-15,38.39
2011-06-16,38.01
2011-06-17,38.04
2011-06-20,38.23
2011-06-21,38.78
2011-06-22,38.31
2011-06-23,37.82
2011-06-24,37.58
2011-06-27,38.07
2011-06-28,37.92
2011-06-29,38.35
2011-06-30,39.04
2011-07-01,39.72
2011-07-05,39.97
2011-07-06,39.57
2011-07-07,39.74
2011-07-08,39.91
2011-07-11,39.22
2011-07-12,39.15
2011-07-13,39.56
2011-07-14,39.58
2011-07-15,39.27
2011-07-18,38.75
2011-07-19,39.54
2011-07-20,39.36
2011-07-21,40.74
2011-07-22,40.65
2011-07-25,40.56
2011-07-26,40.51
2011-07-27,39.52
2011-07-28,39.4
2011-07-29,38.62
2011-08-01,38.44
2011-08-02,36.97
2011-08-03,37.43
2011-08-04,35.35
2011-08-05,35.18
2011-08-08,33.03
2011-08-09,34.7
2011-08-10,31.54
2011-08-11,32.12
2011-08-12,33.09
2011-08-15,33.65
2011-08-16,33.42
2011-08-17,33.37
2011-08-18,32.55
2011-08-19,31.85
2011-08-22,32.02
2011-08-23,32.11
2011-08-24,32.51
2011-08-25,32.01
2011-08-26,32.4
2011-08-29,33.16
2011-08-30,33.58
2011-08-31,34.06
2011-09-01,33.38
2011-09-02,32.46
2011-09-06,31.76
2011-09-07,32.63
2011-09-08,31.95
2011-09-09,31.04
2011-09-12,31.29
2011-09-13,31.45
2011-09-14,32.29
2011-09-15,32.94
2011-09-16,32.91
2011-09-19,32.51
2011-09-20,32.31
2011-09-21,31.28
2011-09-22,29.55
2011-09-23,29.83
2011-09-26,30.3
2011-09-27,31.16
2011-09-28,30.48
2011-09-29,30.65
2011-09-30,30.16
2011-10-03,29.0
2011-10-04,29.86
2011-10-05,31.51
2011-10-06,32.03
2011-10-07,31.7
2011-10-10,33.0
2011-10-11,32.61
2011-10-12,33.76
2011-10-13,33.55
2011-10-14,34.47
2011-10-17,33.39
2011-10-18,33.94
2011-10-19,33.61
2011-10-20,33.84
2011-10-21,35.16
2011-10-24,35.37
2011-10-25,34.51
2011-10-26,35.05
2011-10-27,36.15
2011-10-28,36.21
2011-10-31,34.88
2011-11-01,33.6
2011-11-02,34.07
2011-11-03,35.03
2011-11-04,34.76
2011-11-07,35.15
2011-11-08,35.29
2011-11-09,33.79
2011-11-10,34.64
2011-11-11,36.7
2011-11-14,36.12
2011-11-15,36.45
2011-11-16,35.53
2011-11-17,35.15
2011-11-18,35.63
2011-11-21,34.33
2011-11-22,34.02
2011-11-23,33.4
2011-11-25,33.51
2011-11-28,34.07
2011-11-29,34.0
2011-11-30,35.85
2011-12-01,35.99
2011-12-02,36.61
2011-12-05,36.94
2011-12-06,36.83
2011-12-07,37.1
2011-12-08,35.92
2011-12-09,36.56
2011-12-12,36.65
2011-12-13,36.33
2011-12-14,35.16
2011-12-15,35.19
2011-12-16,35.32
2011-12-19,34.75
2011-12-20,36.17
2011-12-21,36.27
2011-12-22,36.95
2011-12-23,37.7
2011-12-27,37.61
2011-12-28,37.24
2011-12-29,37.71
2011-12-30,37.5
2012-01-03,38.31
2012-01-04,38.85
2012-01-05,39.5
2012-01-06,39.91
2012-01-09,39.75
2012-01-10,39.63
2012-01-11,38.7
2012-01-12,38.73
2012-01-13,38.4
2012-01-17,38.48
2012-01-18,39.02
2012-01-19,39.44
2012-01-20,39.31
2012-01-23,39.25
2012-01-24,39.25
2012-01-25,39.56
2012-01-26,39.35
2012-01-27,39.25
2012-01-30,38.99
2012-01-31,38.9
2012-02-01,39.33
2012-02-02,38.91
2012-02-03,40.0
2012-02-06,40.46
2012-02-07,40.98
2012-02-08,41.27
2012-02-09,41.53
2012-02-10,41.45
2012-02-13,41.79
2012-02-14,41.6
2012-02-15,41.25
2012-02-16,41.54
2012-02-17,41.75
2012-02-21,41.57
2012-02-22,41.27
2012-02-23,41.48
2012-02-24,41.31
2012-02-27,41.64
2012-02-28,41.93
2012-02-29,41.99
2012-03-01,42.39
2012-03-02,42.36
2012-03-05,42.7
2012-03-06,42.0
2012-03-07,41.75
2012-03-08,42.02
2012-03-09,42.24
2012-03-12,42.34
2012-03-13,44.01
2012-03-14,43.48
2012-03-15,43.47
2012-03-16,43.19
2012-03-19,43.44
2012-03-20,43.24
2012-03-21,43.27
2012-03-22,43.29
2012-03-23,43.65
2012-03-26,44.38
2012-03-27,44.15
2012-03-28,43.51
2012-03-29,43.01
2012-03-30,43.78
2012-04-02,43.84
2012-04-03,43.29
2012-04-04,42.93
2012-04-05,43.08
2012-04-09,42.11
2012-04-10,40.99
2012-04-11,41.37
2012-04-12,42.15
2012-04-13,41.85
2012-04-16,41.66
2012-04-17,42.68
2012-04-18,42.49
2012-04-19,42.08
2012-04-20,42.35
2012-04-23,42.01
2012-04-24,42.18
2012-04-25,42.7
2012-04-26,43.36
2012-04-27,43.35
2012-04-30,43.11
2012-05-01,43.79
2012-05-02,43.54
2012-05-03,43.81
2012-05-04,42.93
2012-05-07,43.82
2012-05-08,44.3
2012-05-09,45.02
2012-05-10,45.28
2012-05-11,45.56
2012-05-14,45.17
2012-05-15,45.01
2012-05-16,45.08
2012-05-17,44.33
2012-05-18,43.81
2012-05-21,44.39
2012-05-22,44.39
2012-05-23,44.21
2012-05-24,44.44
2012-05-25,44.5
2012-05-29,45.48
2012-05-30,45.2
2012-05-31,45.71
2012-06-01,44.4
2012-06-04,44.41
2012-06-05,44.84
2012-06-06,45.53
2012-06-07,45.63
2012-06-08,46.24
2012-06-11,45.8
2012-06-12,46.38
2012-06-13,46.23
2012-06-14,47.18
2012-06-15,47.09
2012-06-18,47.1
2012-06-19,47.51
2012-06-20,47.73
2012-06-21,47.4
2012-06-22,47.47
2012-06-25,46.7
2012-06-26,47.3
2012-06-27,47.87
2012-06-28,47.82
2012-06-29,48.5
2012-07-02,48.72
2012-07-03,48.59
2012-07-05,48.11
2012-07-06,48.04
2012-07-09,48.0
2012-07-10,47.36
2012-07-11,47.27
2012-07-12,47.41
2012-07-13,48.19
2012-07-16,47.86
2012-07-17,49.35
2012-07-18,49.35
2012-07-19,48.99
2012-07-20,48.59
2012-07-23,47.98
2012-07-24,48.16
2012-07-25,48.3
2012-07-26,49.71
2012-07-27,49.94
2012-07-30,49.8
2012-07-31,49.14
2012-08-01,49.14
2012-08-02,48.98
2012-08-03,49.77
2012-08-06,49.65
2012-08-07,49.81
2012-08-08,50.49
2012-08-09,49.96
2012-08-10,49.65
2012-08-13,49.86
2012-08-14,49.69
2012-08-15,49.89
2012-08-16,50.25
2012-08-17,50.46
2012-08-20,50.45
2012-08-21,49.64
2012-08-22,49.66
2012-08-23,49.17
2012-08-24,49.56
2012-08-27,49.63
2012-08-28,49.63
2012-08-29,50.04
2012-08-30,49.42
2012-08-31,49.47
2012-09-04,49.66
2012-09-05,50.79
2012-09-06,51.86
2012-09-07,51.74
2012-09-10,51.52
2012-09-11,51.56
2012-09-12,51.7
2012-09-13,52.6
2012-09-14,52.35
2012-09-17,52.15
2012-09-18,51.9
2012-09-19,52.7
2012-09-20,52.66
2012-09-21,52.74
2012-09-24,52.92
2012-09-25,52.54
2012-09-26,51.94
2012-09-27,52.58
2012-09-28,52.28
2012-10-01,52.07
2012-10-02,51.64
2012-10-03,52.47
2012-10-04,52.63
2012-10-05,52.97
2012-10-08,52.33
2012-10-09,51.51
2012-10-10,51.21
2012-10-11,50.34
2012-10-12,50.59
2012-10-15,50.79
2012-10-16,51.24
2012-10-17,52.29
2012-10-18,52.42
2012-10-19,51.9
2012-10-22,51.79
2012-10-23,50.76
2012-10-24,50.65
2012-10-25,50.26
2012-10-26,50.08
2012-10-31,49.12
2012-11-01,49.78
2012-11-02,49.86
2012-11-05,50.32
2012-11-06,50.47
2012-11-07,50.08
2012-11-08,50.04
2012-11-09,47.06
2012-11-12,47.45
2012-11-13,47.96
2012-11-14,47.17
2012-11-15,47.47
2012-11-16,47.42
2012-11-19,47.91
2012-11-20,48.44
2012-11-21,48.68
2012-11-23,49.26
2012-11-26,49.03
2012-11-27,48.6
2012-11-28,49.2
2012-11-29,49.72
2012-11-30,49.66
2012-12-03,49.29
2012-12-04,49.3
2012-12-05,49.59
2012-12-06,49.06
2012-12-07,49.24
2012-12-10,49.3
2012-12-11,49.48
2012-12-12,49.64
2012-12-13,49.11
2012-12-14,48.67
2012-12-17,49.28
2012-12-18,50.22
2012-12-19,49.94
2012-12-20,50.93
2012-12-21,50.0
2012-12-24,49.88
2012-12-26,49.85
2012-12-27,49.53
2012-12-28,49.15
2012-12-31,49.79
2013-01-02,51.1
2013-01-03,51.21
2013-01-04,52.19
2013-01-07,50.97
2013-01-08,50.76
2013-01-09,50.78
2013-01-10,50.79
2013-01-11,50.58
2013-01-14,50.59
2013-01-15,51.09
2013-01-16,51.53
2013-01-17,52.41
2013-01-18,52.34
2013-01-22,52.73
2013-01-23,53.95
2013-01-24,53.95
2013-01-25,54.38
2013-01-28,54.36
2013-01-29,53.99
2013-01-30,53.79
2013-01-31,53.88
2013-02-01,54.59
2013-02-04,53.9
2013-02-05,54.29
2013-02-06,54.52
2013-02-07,54.36
2013-02-08,54.66
2013-02-11,54.75
2013-02-12,54.95
2013-02-13,54.96
2013-02-14,54.88
2013-02-15,55.61
2013-02-19,55.73
2013-02-20,54.6
2013-02-21,54.17
2013-02-22,54.25
2013-02-25,53.59
2013-02-26,53.9
2013-02-27,54.48
2013-02-28,54.59
2013-03-01,55.33
2013-03-04,55.8
2013-03-05,56.48
2013-03-06,56.36
2013-03-07,56.32
2013-03-08,57.39
2013-03-11,57.66
2013-03-12,57.11
2013-03-13,57.34
2013-03-14,57.75
2013-03-15,57.58
2013-03-18,56.83
2013-03-19,56.31
2013-03-20,56.94
2013-03-21,56.31
2013-03-22,56.78
2013-03-25,56.21
2013-03-26,56.63
2013-03-27,56.47
2013-03-28,56.8
2013-04-01,56.69
2013-04-02,57.46
2013-04-03,57.25
2013-04-04,57.59
2013-04-05,57.7
2013-04-08,58.82
2013-04-09,59.14
2013-04-10,60.11
2013-04-11,60.55
2013-04-12,60.55
2013-04-15,58.88
2013-04-16,60.75
2013-04-17,60.68
2013-04-18,59.99
2013-04-19,61.56
2013-04-22,62.01
2013-04-23,62.59
2013-04-24,61.94
2013-04-25,62.0
2013-04-26,61.87
2013-04-29,63.0
2013-04-30,62.84
2013-05-01,63.21
2013-05-02,63.88
2013-05-03,64.8
2013-05-06,65.06
2013-05-07,66.07
2013-05-08,65.99
2013-05-09,66.67
2013-05-10,67.2
2013-05-13,67.32
2013-05-14,67.47
2013-05-15,67.67
2013-05-16,66.47
2013-05-17,66.58
2013-05-20,66.12
2013-05-21,65.83
2013-05-22,65.57
2013-05-23,65.23
2013-05-24,65.49
2013-05-28,66.69
2013-05-29,66.26
2013-05-30,64.65
2013-05-31,63.08
2013-06-03,63.8
2013-06-04,64.35
2013-06-05,63.12
2013-06-06,63.14
2013-06-07,64.85
2013-06-10,63.83
2013-06-11,63.8
2013-06-12,62.99
2013-06-13,64.3
2013-06-14,63.8
2013-06-17,64.49
2013-06-18,65.29
2013-06-19,64.33
2013-06-20,61.98
2013-06-21,62.73
2013-06-24,62.44
2013-06-25,62.57
2013-06-26,63.21
2013-06-27,63.72
2013-06-28,63.15
2013-07-01,63.93
2013-07-02,63.26
2013-07-03,63.61
2013-07-05,63.82
2013-07-08,64.71
2013-07-09,64.94
2013-07-10,64.91
2013-07-11,66.58
2013-07-12,66.98
2013-07-15,65.93
2013-07-16,65.03
2013-07-17,65.36
2013-07-18,65.82
2013-07-19,65.16
2013-07-22,64.4
2013-07-23,64.45
2013-07-24,64.64
2013-07-25,64.55
2013-07-26,64.98
2013-07-29,64.61
2013-07-30,64.18
2013-07-31,64.65
2013-08-01,65.36
2013-08-02,66.51
2013-08-05,66.02
2013-08-06,67.05
2013-08-07,65.91
2013-08-08,65.75
2013-08-09,64.73
2013-08-12,63.93
2013-08-13,63.98
2013-08-14,63.96
2013-08-15,62.38
2013-08-16,62.17
2013-08-19,61.83
2013-08-20,61.88
2013-08-21,61.14
2013-08-22,61.64
2013-08-23,61.73
2013-08-26,61.35
2013-08-27,60.69
2013-08-28,60.81
2013-08-29,61.08
2013-08-30,60.83
2013-09-03,60.93
2013-09-04,61.11
2013-09-05,61.3
2013-09-06,61.39
2013-09-09,61.59
2013-09-10,62.83
2013-09-11,63.94
2013-09-12,65.49
2013-09-13,66.69
2013-09-16,66.94
2013-09-17,66.98
2013-09-18,67.11
2013-09-19,65.72
2013-09-20,65.01
2013-09-23,64.75
2013-09-24,64.32
2013-09-25,64.45
2013-09-26,65.24
2013-09-27,65.19
2013-09-30,64.49
2013-10-01,64.83
2013-10-02,64.88
2013-10-03,64.02
2013-10-04,65.3
2013-10-07,64.59
2013-10-08,64.0
2013-10-09,63.59
2013-10-10,65.58
2013-10-11,66.21
2013-10-14,66.83
2013-10-15,66.44
2013-10-16,66.35
2013-10-17,66.42
2013-10-18,67.15
2013-10-21,67.61
2013-10-22,69.0
2013-10-23,68.12
2013-10-24,69.05
2013-10-25,69.26
2013-10-28,69.0
2013-10-29,68.92
2013-10-30,68.47
2013-10-31,68.59
2013-11-01,69.01
2013-11-04,68.81
2013-11-05,68.85
2013-11-06,69.0
2013-11-07,67.15
2013-11-08,68.58
2013-11-11,68.34
2013-11-12,67.77
2013-11-13,68.97
2013-11-14,70.02
2013-11-15,70.0
2013-11-18,69.5
2013-11-19,69.12
2013-11-20,69.23
2013-11-21,69.94
2013-11-22,70.2
2013-11-25,69.74
2013-11-26,71.18
2013-11-27,70.77
2013-11-29,70.54
2013-12-02,70.91
2013-12-03,69.9
2013-12-04,69.97
2013-12-05,70.23
2013-12-06,71.46
2013-12-09,71.11
2013-12-10,71.57
2013-12-11,70.52
2013-12-12,69.63
2013-12-13,69.62
2013-12-16,70.51
2013-12-17,70.66
2013-12-18,72.2
2013-12-19,72.97
2013-12-20,72.4
2013-12-23,73.28
2013-12-24,73.85
2013-12-26,74.62
2013-12-27,74.35
2013-12-30,76.23
2013-12-31,76.4
2014-01-02,76.27
2014-01-03,76.11
2014-01-06,75.82
2014-01-07,76.34
2014-01-08,75.22
2014-01-09,74.9
2014-01-10,75.39
2014-01-13,73.27
2014-01-14,74.45
2014-01-15,74.28
2014-01-16,74.21
2014-01-17,73.98
2014-01-21,74.2
2014-01-22,75.31
2014-01-23,74.79
2014-01-24,72.72
2014-01-27,72.25
2014-01-28,72.88
2014-01-29,71.33
2014-01-30,73.22
2014-01-31,72.61
2014-02-03,69.99
2014-02-04,71.05
2014-02-05,71.76
2014-02-06,75.56
2014-02-07,75.67
2014-02-10,77.06
2014-02-11,77.79
2014-02-12,77.91
2014-02-13,77.9
2014-02-14,79.23
2014-02-18,79.58
2014-02-19,78.87
2014-02-20,79.19
2014-02-21,80.13
2014-02-24,80.73
2014-02-25,80.21
2014-02-26,80.08
2014-02-27,80.48
2014-02-28,80.81
2014-03-03,79.46
2014-03-04,81.71
2014-03-05,82.68
2014-03-06,83.34
2014-03-07,82.21
2014-03-10,81.97
2014-03-11,81.05
2014-03-12,81.38
2014-03-13,79.93
2014-03-14,80.07
2014-03-17,81.39
2014-03-18,81.99
2014-03-19,80.52
2014-03-20,80.81
2014-03-21,80.35
2014-03-24,79.49
2014-03-25,79.55
2014-03-26,78.62
2014-03-27,78.48
2014-03-28,78.99
2014-03-31,80.07
2014-04-01,81.57
2014-04-02,81.67
2014-04-03,81.69
2014-04-04,80.43
2014-04-07,79.13
2014-04-08,79.57
2014-04-09,80.47
2014-04-10,77.51
2014-04-11,77.01
2014-04-14,77.62
2014-04-15,77.66
2014-04-16,78.95
2014-04-17,79.99
2014-04-21,79.11
2014-04-22,79.45
2014-04-23,79.52
2014-04-24,79.59
2014-04-25,78.23
2014-04-28,77.78
2014-04-29,78.64
2014-04-30,79.34
2014-05-01,79.56
2014-05-02,80.31
2014-05-05,81.22
2014-05-06,81.03
2014-05-07,80.29
2014-05-08,81.6
2014-05-09,81.95
2014-05-12,82.42
2014-05-13,82.08
2014-05-14,80.92
2014-05-15,80.15
2014-05-16,80.39
2014-05-19,81.05
2014-05-20,81.09
2014-05-21,82.19
2014-05-22,82.35
2014-05-23,83.32
2014-05-27,83.74
2014-05-28,83.6
2014-05-29,84.03
2014-05-30,84.01
2014-06-02,84.27
2014-06-03,83.88
2014-06-04,84.24
2014-06-05,84.78
2014-06-06,84.61
2014-06-09,85.48
2014-06-10,84.75
2014-06-11,84.31
2014-06-12,82.8
2014-06-13,82.8
2014-06-16,83.3
2014-06-17,83.16
2014-06-18,83.58
2014-06-19,83.77
2014-06-20,82.82
2014-06-23,82.76
2014-06-24,82.68
2014-06-25,83.9
2014-06-26,84.45
2014-06-27,85.3
2014-06-30,85.74
2014-07-01,86.47
2014-07-02,86.44
2014-07-03,86.84
2014-07-07,86.59
2014-07-08,85.86
2014-07-09,87.22
2014-07-10,86.86
2014-07-11,86.89
2014-07-14,86.76
2014-07-15,86.15
2014-07-16,85.35
2014-07-17,85.03
2014-07-18,85.81
2014-07-21,85.74
2014-07-22,86.21
2014-07-23,86.04
2014-07-24,86.8
2014-07-25,86.23
2014-07-28,87.15
2014-07-29,86.2
2014-07-30,87.21
2014-07-31,85.88
2014-08-01,85.38
2014-08-04,87.24
2014-08-05,86.75
2014-08-06,86.59
2014-08-07,85.51
2014-08-08,86.85
2014-08-11,87.5
2014-08-12,87.21
2014-08-13,87.6
2014-08-14,88.61
2014-08-15,89.28
2014-08-18,89.97
2014-08-19,90.09
2014-08-20,89.84
2014-08-21,90.38
2014-08-22,90.49
2014-08-25,90.38
2014-08-26,90.02
2014-08-27,90.37
2014-08-28,90.23
2014-08-29,89.88
2014-09-02,90.8
2014-09-03,90.94
2014-09-04,90.14
2014-09-05,90.94
2014-09-08,90.56
2014-09-09,89.6
2014-09-10,89.52
2014-09-11,89.97
2014-09-12,89.67
2014-09-15,90.08
2014-09-16,90.27
2014-09-17,90.33
2014-09-18,90.34
2014-09-19,90.49
2014-09-22,89.29
2014-09-23,88.31
2014-09-24,89.45
2014-09-25,88.07
2014-09-26,88.74
2014-09-29,88.83
2014-09-30,89.03
2014-10-01,87.49
2014-10-02,86.79
2014-10-03,88.45
2014-10-06,88.56
2014-10-07,87.11
2014-10-08,88.11
2014-10-09,85.71
2014-10-10,86.27
2014-10-13,83.91
2014-10-14,84.14
2014-10-15,82.08
2014-10-16,81.74
2014-10-17,83.83
2014-10-20,85.52
2014-10-21,87.54
2014-10-22,87.1
2014-10-23,87.99
2014-10-24,88.61
2014-10-27,88.45
2014-10-28,89.93
2014-10-29,89.53
2014-10-30,90.22
2014-10-31,91.38
2014-11-03,91.71
2014-11-04,90.35
2014-11-05,91.0
2014-11-06,92.0
2014-11-07,90.0
2014-11-10,89.78
2014-11-11,89.98
2014-11-12,89.9
2014-11-13,90.49
2014-11-14,90.8
2014-11-17,90.41
2014-11-18,90.28
2014-11-19,89.82
2014-11-20,88.9
2014-11-21,88.96
2014-11-24,90.58
2014-11-25,91.65
2014-11-26,91.92
2014-11-28,92.51
2014-12-01,92.7
2014-12-02,93.47
2014-12-03,93.11
2014-12-04,93.23
2014-12-05,93.76
2014-12-08,93.8
2014-12-09,92.94
2014-12-10,91.63
2014-12-11,91.75
2014-12-12,91.49
2014-12-15,90.9
2014-12-16,90.17
2014-12-17,91.38
2014-12-18,92.61
2014-12-19,92.89
2014-12-22,94.2
2014-12-23,94.69
2014-12-24,94.42
2014-12-26,95.03
2014-12-29,95.5
2014-12-30,94.7
2014-12-31,94.19
2015-01-02,93.75
2015-01-05,92.38
2015-01-06,91.89
2015-01-07,92.83
2015-01-08,93.79
2015-01-09,94.25
2015-01-12,94.46
2015-01-13,95.19
2015-01-14,94.23
2015-01-15,94.35
2015-01-16,95.18
2015-01-20,94.74
2015-01-21,94.17
2015-01-22,95.15
2015-01-23,94.72
2015-01-26,94.97
2015-01-27,93.97
2015-01-28,92.67
2015-01-29,93.22
2015-01-30,90.96
2015-02-02,91.93
2015-02-03,94.1
2015-02-04,101.28
2015-02-05,102.64
2015-02-06,102.02
2015-02-09,101.73
2015-02-10,101.92
2015-02-11,101.87
2015-02-12,103.58
2015-02-13,104.17
2015-02-17,104.12
2015-02-18,103.86
2015-02-19,103.89
2015-02-20,104.55
2015-02-23,104.99
2015-02-24,104.67
2015-02-25,105.57
2015-02-26,104.56
2015-02-27,104.08
2015-03-02,105.89
2015-03-03,106.35
2015-03-04,105.57
2015-03-05,105.03
2015-03-06,103.82
2015-03-09,105.26
2015-03-10,103.09
2015-03-11,102.89
2015-03-12,107.17
2015-03-13,106.44
2015-03-16,107.37
2015-03-17,106.96
2015-03-18,107.97
2015-03-19,107.37
2015-03-20,108.43
2015-03-23,108.22
2015-03-24,107.11
2015-03-25,105.0
2015-03-26,105.24
2015-03-27,105.48
2015-03-30,106.12
2015-03-31,104.89
2015-04-01,105.44
2015-04-02,106.0
2015-04-06,105.63
2015-04-07,105.43
2015-04-08,106.36
2015-04-09,106.77
2015-04-10,106.95
2015-04-13,106.51
2015-04-14,106.66
2015-04-15,106.98
2015-04-16,108.1
2015-04-17,106.69
2015-04-20,108.22
2015-04-21,107.68
2015-04-22,107.94
2015-04-23,109.0
2015-04-24,109.53
2015-04-27,110.16
2015-04-28,109.92
2015-04-29,109.81
2015-04-30,108.72
2015-05-01,110.52
2015-05-04,111.03
2015-05-05,110.81
2015-05-06,109.72
2015-05-07,109.26
2015-05-08,110.11
2015-05-11,108.6
2015-05-12,109.24
2015-05-13,109.19
2015-05-14,109.93
2015-05-15,110.3
2015-05-18,110.33
2015-05-19,110.56
2015-05-20,110.2
2015-05-21,110.39
2015-05-22,110.26
2015-05-26,109.44
2015-05-27,110.37
2015-05-28,110.53
2015-05-29,110.37
2015-06-01,110.96
2015-06-02,110.75
2015-06-03,111.17
2015-06-04,110.3
2015-06-05,110.3
2015-06-08,109.29
2015-06-09,108.52
2015-06-10,110.0
2015-06-11,110.62
2015-06-12,109.95
2015-06-15,110.18
2015-06-16,111.06
2015-06-17,111.49
2015-06-18,113.22
2015-06-19,112.62
2015-06-22,113.53
2015-06-23,114.41
2015-06-24,113.77
2015-06-25,114.45
2015-06-26,114.99
2015-06-29,113.05
2015-06-30,114.14
2015-07-01,115.13
2015-07-02,114.97
2015-07-06,115.7
2015-07-07,117.1
2015-07-08,115.19
2015-07-09,115.6
2015-07-10,116.44
2015-07-13,118.05
2015-07-14,117.85
2015-07-15,118.3
2015-07-16,119.07
2015-07-17,118.86
2015-07-20,119.58
2015-07-21,119.31
2015-07-22,119.33
2015-07-23,118.8
2015-07-24,118.91
2015-07-27,118.25
2015-07-28,118.46
2015-07-29,119.84
2015-07-30,120.03
2015-07-31,120.0
2015-08-03,121.12
2015-08-04,121.69
2015-08-05,110.53
2015-08-06,108.55
2015-08-07,109.35
2015-08-10,111.0
2015-08-11,108.0
2015-08-12,106.99
2015-08-13,107.52
2015-08-14,107.16
2015-08-17,109.05
2015-08-18,106.94
2015-08-19,106.45
2015-08-20,100.02
2015-08-21,98.84
2015-08-24,95.36
2015-08-25,95.89
2015-08-26,99.23
2015-08-27,102.17
2015-08-28,102.48
2015-08-31,101.88
2015-09-01,99.51
2015-09-02,101.89
2015-09-03,101.99
2015-09-04,100.97
2015-09-08,104.01
2015-09-09,101.91
2015-09-10,102.6
2015-09-11,104.48
2015-09-14,103.82
2015-09-15,103.43
2015-09-16,103.96
2015-09-17,104.2
2015-09-18,102.84
2015-09-21,103.41
2015-09-22,102.49
2015-09-23,101.57
2015-09-24,100.62
2015-09-25,100.3
2015-09-28,98.49
2015-09-29,99.42
2015-09-30,102.2
2015-10-01,102.67
2015-10-02,103.0
2015-10-05,103.85
2015-10-06,103.77
2015-10-07,103.39
2015-10-08,104.61
2015-10-09,105.56
2015-10-12,106.35
2015-10-13,106.59
2015-10-14,105.73
2015-10-15,107.89
2015-10-16,108.24
2015-10-19,109.47
2015-10-20,109.84
2015-10-21,110.09
2015-10-22,113.25
2015-10-23,113.09
2015-10-26,113.52
2015-10-27,113.77
2015-10-28,114.34
2015-10-29,115.04
2015-10-30,113.74
2015-11-02,115.04
2015-11-03,115.54
2015-11-04,113.25
2015-11-05,113.0
2015-11-06,115.67
2015-11-09,116.42
2015-11-10,117.42
2015-11-11,116.52
2015-11-12,116.21
2015-11-13,114.84
2015-11-16,115.92
2015-11-17,116.13
2015-11-18,118.14
2015-11-19,118.71
2015-11-20,120.07
2015-11-23,119.42
2015-11-24,117.95
2015-11-25,118.67
2015-11-27,115.13
2015-11-30,113.47
2015-12-01,115.39
2015-12-02,114.0
2015-12-03,111.89
2015-12-04,114.24
2015-12-07,113.83
2015-12-08,112.48
2015-12-09,111.47
2015-12-10,110.76
2015-12-11,108.04
2015-12-14,109.35
2015-12-15,112.16
2015-12-16,113.79
2015-12-17,112.01
2015-12-18,107.72
2015-12-21,106.59
2015-12-22,106.74
2015-12-23,105.56
2015-12-24,105.86
2015-12-28,107.25
2015-12-29,107.08
2015-12-30,106.34
2015-12-31,105.08
2016-01-04,102.98
2016-01-05,100.9
2016-01-06,100.36
2016-01-07,99.5
2016-01-08,99.25
2016-01-11,99.92
2016-01-12,101.46
2016-01-13,98.48
2016-01-14,99.11
2016-01-15,93.9
2016-01-19,93.97
2016-01-20,92.54
2016-01-21,94.02
2016-01-22,96.9
2016-01-25,95.29
2016-01-26,96.27
2016-01-27,94.32
2016-01-28,93.53
2016-01-29,95.82
2016-02-01,95.15
2016-02-02,93.12
2016-02-03,95.14
2016-02-04,95.43
2016-02-05,93.9
