time_captured,02_on_raw_accY
1970-01-01 00:00:00.000000530,378.078
1970-01-01 00:00:00.000000531,82.96
1970-01-01 00:00:00.000000532,-25.62
1970-01-01 00:00:00.000000533,-174.826
1970-01-01 00:00:00.000000534,-83.814
1970-01-01 00:00:00.000000535,-76.86
1970-01-01 00:00:00.000000536,-36.966
1970-01-01 00:00:00.000000537,-116.876
1970-01-01 00:00:00.000000538,177.388
1970-01-01 00:00:00.000000539,-1.098
1970-01-01 00:00:00.000000540,105.164
1970-01-01 00:00:00.000000541,213.622
1970-01-01 00:00:00.000000542,35.868
1970-01-01 00:00:00.000000543,4.758
1970-01-01 00:00:00.000000544,-92.11
1970-01-01 00:00:00.000000545,-92.11
1970-01-01 00:00:00.000000546,-231.678
1970-01-01 00:00:00.000000547,-96.99
1970-01-01 00:00:00.000000548,-111.264
1970-01-01 00:00:00.000000549,595.36
1970-01-01 00:00:00.000000550,-26.23
1970-01-01 00:00:00.000000551,-276.818
1970-01-01 00:00:00.000000552,-107.116
1970-01-01 00:00:00.000000553,-12.688
1970-01-01 00:00:00.000000554,-12.688
1970-01-01 00:00:00.000000555,-74.176
1970-01-01 00:00:00.000000556,-91.5
1970-01-01 00:00:00.000000557,-342.698
1970-01-01 00:00:00.000000558,348.066
1970-01-01 00:00:00.000000559,189.1
1970-01-01 00:00:00.000000560,374.296
1970-01-01 00:00:00.000000561,-245.22
1970-01-01 00:00:00.000000562,312.32
1970-01-01 00:00:00.000000563,99.064
1970-01-01 00:00:00.000000564,264.496
1970-01-01 00:00:00.000000565,250.344
1970-01-01 00:00:00.000000566,-38.796
1970-01-01 00:00:00.000000567,-138.958
1970-01-01 00:00:00.000000568,-215.818
1970-01-01 00:00:00.000000569,145.424
1970-01-01 00:00:00.000000570,-225.822
1970-01-01 00:00:00.000000571,-4.514
1970-01-01 00:00:00.000000572,-180.804
1970-01-01 00:00:00.000000573,257.664
1970-01-01 00:00:00.000000574,176.29
1970-01-01 00:00:00.000000575,-386.252
1970-01-01 00:00:00.000000576,-168.604
1970-01-01 00:00:00.000000577,-154.574
1970-01-01 00:00:00.000000578,11.956
1970-01-01 00:00:00.000000579,53.07
1970-01-01 00:00:00.000000580,-287.432
1970-01-01 00:00:00.000000581,-497.394
1970-01-01 00:00:00.000000582,102.846
1970-01-01 00:00:00.000000583,220.82
1970-01-01 00:00:00.000000584,-111.752
1970-01-01 00:00:00.000000585,99.43
1970-01-01 00:00:00.000000586,-197.396
1970-01-01 00:00:00.000000587,-94.794
1970-01-01 00:00:00.000000588,109.678
1970-01-01 00:00:00.000000589,-226.432
1970-01-01 00:00:00.000000590,-226.432
1970-01-01 00:00:00.000000591,-100.406
1970-01-01 00:00:00.000000592,-27.328
1970-01-01 00:00:00.000000593,-58.194
1970-01-01 00:00:00.000000594,-74.908
1970-01-01 00:00:00.000000595,-13.908
1970-01-01 00:00:00.000000596,124.928
1970-01-01 00:00:00.000000597,102.602
1970-01-01 00:00:00.000000598,-92.232
1970-01-01 00:00:00.000000599,-92.232
1970-01-01 00:00:00.000000600,-100.65
1970-01-01 00:00:00.000000601,-252.418
1970-01-01 00:00:00.000000602,280.112
1970-01-01 00:00:00.000000603,-25.742
1970-01-01 00:00:00.000000604,143.35
1970-01-01 00:00:00.000000605,224.968
1970-01-01 00:00:00.000000606,-204.716
1970-01-01 00:00:00.000000607,-112.606
1970-01-01 00:00:00.000000608,90.89
1970-01-01 00:00:00.000000609,41.602
1970-01-01 00:00:00.000000610,77.348
1970-01-01 00:00:00.000000611,169.702
1970-01-01 00:00:00.000000612,257.908
1970-01-01 00:00:00.000000613,24.766
1970-01-01 00:00:00.000000614,-174.704
1970-01-01 00:00:00.000000615,-222.406
1970-01-01 00:00:00.000000616,-229.848
1970-01-01 00:00:00.000000617,230.824
1970-01-01 00:00:00.000000618,193.37
1970-01-01 00:00:00.000000619,-3.782
1970-01-01 00:00:00.000000620,295.728
1970-01-01 00:00:00.000000621,-113.582
1970-01-01 00:00:00.000000622,281.21
1970-01-01 00:00:00.000000623,136.03
1970-01-01 00:00:00.000000624,-189.466
1970-01-01 00:00:00.000000625,-83.326
1970-01-01 00:00:00.000000626,-83.326
1970-01-01 00:00:00.000000627,405.772
1970-01-01 00:00:00.000000628,-89.426
1970-01-01 00:00:00.000000629,-10.614
1970-01-01 00:00:00.000000630,-227.286
1970-01-01 00:00:00.000000631,-10.858
1970-01-01 00:00:00.000000632,-11.834
1970-01-01 00:00:00.000000633,122.854
1970-01-01 00:00:00.000000634,-27.45
1970-01-01 00:00:00.000000635,119.926
1970-01-01 00:00:00.000000636,132.858
1970-01-01 00:00:00.000000637,18.3
1970-01-01 00:00:00.000000638,8.296
1970-01-01 00:00:00.000000639,-338.062
1970-01-01 00:00:00.000000640,-209.718
1970-01-01 00:00:00.000000641,-66.978
1970-01-01 00:00:00.000000642,-192.394
1970-01-01 00:00:00.000000643,-626.592
1970-01-01 00:00:00.000000644,-640.866
1970-01-01 00:00:00.000000645,-231.556
