time_captured,01_off_raw_accY
1970-01-01 00:00:00.000000479,-15.86
1970-01-01 00:00:00.000000480,-16.226
1970-01-01 00:00:00.000000481,-16.226
1970-01-01 00:00:00.000000482,-14.274
1970-01-01 00:00:00.000000483,-14.274
1970-01-01 00:00:00.000000484,-15.006
1970-01-01 00:00:00.000000485,-13.908
1970-01-01 00:00:00.000000486,-15.006
1970-01-01 00:00:00.000000487,-15.128
1970-01-01 00:00:00.000000488,-14.152
1970-01-01 00:00:00.000000489,-13.664
1970-01-01 00:00:00.000000490,-14.03
1970-01-01 00:00:00.000000491,-14.03
1970-01-01 00:00:00.000000492,-13.298
1970-01-01 00:00:00.000000493,-13.664
1970-01-01 00:00:00.000000494,-14.64
1970-01-01 00:00:00.000000495,-12.444
1970-01-01 00:00:00.000000496,-13.542
1970-01-01 00:00:00.000000497,-13.908
1970-01-01 00:00:00.000000498,-13.786
1970-01-01 00:00:00.000000499,-12.688
1970-01-01 00:00:00.000000500,-16.104
1970-01-01 00:00:00.000000501,-16.104
1970-01-01 00:00:00.000000502,-16.47
1970-01-01 00:00:00.000000503,-13.054
1970-01-01 00:00:00.000000504,-15.128
1970-01-01 00:00:00.000000505,-15.616
1970-01-01 00:00:00.000000506,-12.932
1970-01-01 00:00:00.000000507,-15.494
1970-01-01 00:00:00.000000508,-15.982
1970-01-01 00:00:00.000000509,-12.688
1970-01-01 00:00:00.000000510,-13.664
1970-01-01 00:00:00.000000511,-13.664
1970-01-01 00:00:00.000000512,-13.908
1970-01-01 00:00:00.000000513,-13.542
1970-01-01 00:00:00.000000514,-13.542
1970-01-01 00:00:00.000000515,-14.396
1970-01-01 00:00:00.000000516,-13.42
1970-01-01 00:00:00.000000517,-15.982
1970-01-01 00:00:00.000000518,-16.348
1970-01-01 00:00:00.000000519,-14.274
1970-01-01 00:00:00.000000520,-13.908
1970-01-01 00:00:00.000000521,-14.518
1970-01-01 00:00:00.000000522,-13.908
1970-01-01 00:00:00.000000523,-15.372
1970-01-01 00:00:00.000000524,-15.616
1970-01-01 00:00:00.000000525,-13.542
1970-01-01 00:00:00.000000526,-12.322
1970-01-01 00:00:00.000000527,-14.518
1970-01-01 00:00:00.000000528,-13.298
1970-01-01 00:00:00.000000529,-13.054
1970-01-01 00:00:00.000000530,-14.274
1970-01-01 00:00:00.000000531,-14.762
1970-01-01 00:00:00.000000532,-15.86
1970-01-01 00:00:00.000000533,-14.762
1970-01-01 00:00:00.000000534,-14.762
1970-01-01 00:00:00.000000535,-12.81
1970-01-01 00:00:00.000000536,-13.42
1970-01-01 00:00:00.000000537,-13.908
1970-01-01 00:00:00.000000538,-15.86
1970-01-01 00:00:00.000000539,-14.03
1970-01-01 00:00:00.000000540,-14.762
1970-01-01 00:00:00.000000541,-13.786
1970-01-01 00:00:00.000000542,-15.616
1970-01-01 00:00:00.000000543,-14.762
1970-01-01 00:00:00.000000544,-12.81
1970-01-01 00:00:00.000000545,-13.542
1970-01-01 00:00:00.000000546,-13.176
1970-01-01 00:00:00.000000547,-15.738
1970-01-01 00:00:00.000000548,-14.64
1970-01-01 00:00:00.000000549,-15.25
1970-01-01 00:00:00.000000550,-14.762
1970-01-01 00:00:00.000000551,-14.152
1970-01-01 00:00:00.000000552,-14.884
1970-01-01 00:00:00.000000553,-15.372
1970-01-01 00:00:00.000000554,-15.128
1970-01-01 00:00:00.000000555,-13.42
1970-01-01 00:00:00.000000556,-12.2
1970-01-01 00:00:00.000000557,-14.518
1970-01-01 00:00:00.000000558,-12.81
1970-01-01 00:00:00.000000559,-13.664
1970-01-01 00:00:00.000000560,-15.982
1970-01-01 00:00:00.000000561,-14.03
1970-01-01 00:00:00.000000562,-14.884
1970-01-01 00:00:00.000000563,-13.664
1970-01-01 00:00:00.000000564,-14.518
1970-01-01 00:00:00.000000565,-14.274
1970-01-01 00:00:00.000000566,-14.518
1970-01-01 00:00:00.000000567,-15.25
1970-01-01 00:00:00.000000568,-14.396
1970-01-01 00:00:00.000000569,-13.542
1970-01-01 00:00:00.000000570,-14.518
1970-01-01 00:00:00.000000571,-13.908
1970-01-01 00:00:00.000000572,-12.932
1970-01-01 00:00:00.000000573,-15.616
1970-01-01 00:00:00.000000574,-15.982
1970-01-01 00:00:00.000000575,-14.274
1970-01-01 00:00:00.000000576,-12.81
1970-01-01 00:00:00.000000577,-14.274
1970-01-01 00:00:00.000000578,-15.006
1970-01-01 00:00:00.000000579,-15.982
1970-01-01 00:00:00.000000580,-16.226
1970-01-01 00:00:00.000000581,-15.25
1970-01-01 00:00:00.000000582,-14.64
1970-01-01 00:00:00.000000583,-13.542
1970-01-01 00:00:00.000000584,-15.006
1970-01-01 00:00:00.000000585,-15.372
1970-01-01 00:00:00.000000586,-12.444
1970-01-01 00:00:00.000000587,-15.616
1970-01-01 00:00:00.000000588,-15.616
1970-01-01 00:00:00.000000589,-12.81
1970-01-01 00:00:00.000000590,-14.64
1970-01-01 00:00:00.000000591,-16.104
1970-01-01 00:00:00.000000592,-14.396
1970-01-01 00:00:00.000000593,-15.006
1970-01-01 00:00:00.000000594,-14.274
1970-01-01 00:00:00.000000595,-14.274
1970-01-01 00:00:00.000000596,-15.006
1970-01-01 00:00:00.000000597,-14.152
1970-01-01 00:00:00.000000598,-14.64
1970-01-01 00:00:00.000000599,-14.518
1970-01-01 00:00:00.000000600,-14.64
1970-01-01 00:00:00.000000601,-15.128
1970-01-01 00:00:00.000000602,-13.786
1970-01-01 00:00:00.000000603,-15.25
1970-01-01 00:00:00.000000604,-14.152
1970-01-01 00:00:00.000000605,-13.908
1970-01-01 00:00:00.000000606,-13.542
1970-01-01 00:00:00.000000607,-15.982
1970-01-01 00:00:00.000000608,-16.836
1970-01-01 00:00:00.000000609,-13.42
1970-01-01 00:00:00.000000610,-12.566
1970-01-01 00:00:00.000000611,-14.762
1970-01-01 00:00:00.000000612,-14.762
1970-01-01 00:00:00.000000613,-14.396
1970-01-01 00:00:00.000000614,-12.078
1970-01-01 00:00:00.000000615,-14.518
1970-01-01 00:00:00.000000616,-15.006
1970-01-01 00:00:00.000000617,-14.884
1970-01-01 00:00:00.000000618,-14.884
1970-01-01 00:00:00.000000619,-14.518
1970-01-01 00:00:00.000000620,-14.152
1970-01-01 00:00:00.000000621,-15.86
1970-01-01 00:00:00.000000622,-15.86
1970-01-01 00:00:00.000000623,-16.836
1970-01-01 00:00:00.000000624,-12.81
1970-01-01 00:00:00.000000625,-14.152
1970-01-01 00:00:00.000000626,-13.42
1970-01-01 00:00:00.000000627,-13.298
1970-01-01 00:00:00.000000628,-15.494
1970-01-01 00:00:00.000000629,-13.542
1970-01-01 00:00:00.000000630,-13.786
1970-01-01 00:00:00.000000631,-16.348
