time_captured,GS_High
2012-03-16,123.5
2012-03-19,126.0
2012-03-20,127.86
2012-03-21,127.51
2012-03-22,125.57
2012-03-23,126.8
2012-03-26,128.21
2012-03-27,128.72
2012-03-28,127.24
2012-03-29,126.6
2012-03-30,125.47
2012-04-02,125.54
2012-04-03,124.43
2012-04-04,121.63
2012-04-05,120.59
2012-04-09,117.99
2012-04-10,118.22
2012-04-11,117.02
2012-04-12,120.41
2012-04-13,120.09
2012-04-16,118.41
2012-04-17,119.77
2012-04-18,116.79
2012-04-19,115.48
2012-04-20,114.17
2012-04-23,111.94
2012-04-24,114.25
2012-04-25,115.11
2012-04-26,115.55
2012-04-27,114.99
2012-04-30,115.3
2012-05-01,116.48
2012-05-02,114.47
2012-05-03,114.28
2012-05-04,110.9
2012-05-07,110.86
2012-05-08,110.19
2012-05-09,108.64
2012-05-10,109.36
2012-05-11,103.79
2012-05-14,101.07
2012-05-15,101.77
2012-05-16,102.14
2012-05-17,99.94
2012-05-18,97.9
2012-05-21,97.55
2012-05-22,99.95
2012-05-23,98.51
2012-05-24,98.5
2012-05-25,97.78
2012-05-29,97.88
2012-05-30,96.9
2012-05-31,96.65
2012-06-01,94.2
2012-06-04,93.02
2012-06-05,93.0
2012-06-06,95.07
2012-06-07,97.5
2012-06-08,94.84
2012-06-11,96.76
2012-06-12,94.04
2012-06-13,94.42
2012-06-14,94.29
2012-06-15,95.77
2012-06-18,95.27
2012-06-19,97.47
2012-06-20,97.6
2012-06-21,96.87
2012-06-22,95.32
2012-06-25,92.4
2012-06-26,91.83
2012-06-27,93.79
2012-06-28,93.52
2012-06-29,96.18
2012-07-02,97.3
2012-07-03,98.77
2012-07-05,98.21
2012-07-06,96.0
2012-07-09,95.35
2012-07-10,95.3
2012-07-11,95.47
2012-07-12,94.74
2012-07-13,97.86
2012-07-16,98.15
2012-07-17,100.49
2012-07-18,97.81
2012-07-19,96.64
2012-07-20,95.3
2012-07-23,93.42
2012-07-24,94.6
2012-07-25,96.69
2012-07-26,98.2
2012-07-27,102.05
2012-07-30,102.18
2012-07-31,101.78
2012-08-01,101.76
2012-08-02,99.03
2012-08-03,101.36
2012-08-06,102.85
2012-08-07,104.38
2012-08-08,103.31
2012-08-09,104.0
2012-08-10,103.38
2012-08-13,103.97
2012-08-14,105.63
2012-08-15,104.5
2012-08-16,103.93
2012-08-17,103.95
2012-08-20,105.5
2012-08-21,107.34
2012-08-22,106.35
2012-08-23,104.99
2012-08-24,105.22
2012-08-27,105.85
2012-08-28,105.89
2012-08-29,106.29
2012-08-30,105.2
2012-08-31,106.58
2012-09-04,107.25
2012-09-05,110.0
2012-09-06,113.78
2012-09-07,116.75
2012-09-10,116.25
2012-09-11,117.76
2012-09-12,118.46
2012-09-13,121.05
2012-09-14,122.6
2012-09-17,121.11
2012-09-18,120.36
2012-09-19,120.37
2012-09-20,117.82
2012-09-21,118.38
2012-09-24,117.43
2012-09-25,117.65
2012-09-26,113.64
2012-09-27,115.86
2012-09-28,115.01
2012-10-01,119.02
2012-10-02,118.24
2012-10-03,118.17
2012-10-04,120.36
2012-10-05,121.4
2012-10-08,119.72
2012-10-09,120.74
2012-10-10,120.25
2012-10-11,122.94
2012-10-12,122.28
2012-10-15,124.61
2012-10-16,125.97
2012-10-17,125.05
2012-10-18,126.48
2012-10-19,125.17
2012-10-22,124.36
2012-10-23,121.66
2012-10-24,121.35
2012-10-25,122.19
2012-10-26,120.38
2012-10-31,122.6
2012-11-01,124.88
2012-11-02,125.89
2012-11-05,124.46
2012-11-06,126.73
2012-11-07,123.12
2012-11-08,119.84
2012-11-09,117.85
2012-11-12,117.84
2012-11-13,118.35
2012-11-14,117.45
2012-11-15,116.36
2012-11-16,116.57
2012-11-19,119.19
2012-11-20,118.75
2012-11-21,118.23
2012-11-23,120.31
2012-11-26,120.95
2012-11-27,121.34
2012-11-28,119.33
2012-11-29,120.45
2012-11-30,119.44
2012-12-03,119.64
2012-12-04,118.39
2012-12-05,117.9
2012-12-06,117.48
2012-12-07,118.0
2012-12-10,117.17
2012-12-11,119.8
2012-12-12,119.98
2012-12-13,119.16
2012-12-14,120.07
2012-12-17,123.49
2012-12-18,128.0
2012-12-19,129.3
2012-12-20,129.72
2012-12-21,128.95
2012-12-24,128.5
2012-12-26,129.3
2012-12-27,128.3
2012-12-28,126.62
2012-12-31,127.68
2013-01-02,131.66
2013-01-03,131.78
2013-01-04,134.64
2013-01-07,134.51
2013-01-08,133.95
2013-01-09,134.43
2013-01-10,138.15
2013-01-11,137.17
2013-01-14,137.32
2013-01-15,137.26
2013-01-16,141.58
2013-01-17,141.95
2013-01-18,144.81
2013-01-22,146.28
2013-01-23,145.94
2013-01-24,146.74
2013-01-25,145.27
2013-01-28,145.25
2013-01-29,147.5
2013-01-30,147.42
2013-01-31,148.0
2013-02-01,150.4
2013-02-04,148.95
2013-02-05,150.75
2013-02-06,151.14
2013-02-07,152.5
2013-02-08,151.97
2013-02-11,152.87
2013-02-12,154.32
2013-02-13,154.85
2013-02-14,156.72
2013-02-15,156.54
2013-02-19,159.0
2013-02-20,158.5
2013-02-21,153.95
2013-02-22,154.13
2013-02-25,155.69
2013-02-26,149.46
2013-02-27,152.05
2013-02-28,152.4
2013-03-01,151.7
2013-03-04,152.47
2013-03-05,154.96
2013-03-06,155.05
2013-03-07,157.19
2013-03-08,156.23
2013-03-11,154.32
2013-03-12,153.8
2013-03-13,152.87
2013-03-14,154.34
2013-03-15,155.63
2013-03-18,153.11
2013-03-19,153.09
2013-03-20,151.48
2013-03-21,150.22
2013-03-22,147.7
2013-03-25,148.66
2013-03-26,148.34
2013-03-27,148.63
2013-03-28,149.06
2013-04-01,148.06
2013-04-02,147.48
2013-04-03,146.87
2013-04-04,144.95
2013-04-05,143.8
2013-04-08,144.12
2013-04-09,147.57
2013-04-10,149.74
2013-04-11,150.59
2013-04-12,149.6
2013-04-15,151.45
2013-04-16,148.43
2013-04-17,143.6
2013-04-18,140.9
2013-04-19,139.84
2013-04-22,139.85
2013-04-23,143.39
2013-04-24,144.45
2013-04-25,146.05
2013-04-26,145.41
2013-04-29,145.9
2013-04-30,146.54
2013-05-01,145.83
2013-05-02,143.67
2013-05-03,146.84
2013-05-06,149.54
2013-05-07,149.94
2013-05-08,150.99
2013-05-09,150.86
2013-05-10,149.18
2013-05-13,150.33
2013-05-14,154.94
2013-05-15,156.28
2013-05-16,157.48
2013-05-17,158.7
2013-05-20,160.49
2013-05-21,161.74
2013-05-22,164.47
2013-05-23,158.89
2013-05-24,158.92
2013-05-28,162.68
2013-05-29,164.13
2013-05-30,165.45
2013-05-31,165.83
2013-06-03,163.74
2013-06-04,165.74
2013-06-05,162.89
2013-06-06,159.79
2013-06-07,166.17
2013-06-10,168.2
2013-06-11,166.4
2013-06-12,164.98
2013-06-13,166.39
2013-06-14,166.11
2013-06-17,165.67
2013-06-18,164.87
2013-06-19,164.93
2013-06-20,159.99
2013-06-21,157.26
2013-06-24,152.6
2013-06-25,154.31
2013-06-26,154.56
2013-06-27,154.99
2013-06-28,152.77
2013-07-01,154.1
2013-07-02,153.19
2013-07-03,151.42
2013-07-05,153.29
2013-07-08,154.8
2013-07-09,157.44
2013-07-10,157.62
2013-07-11,159.74
2013-07-12,160.28
2013-07-15,163.39
2013-07-16,164.3
2013-07-17,161.99
2013-07-18,164.58
2013-07-19,164.85
2013-07-22,166.33
2013-07-23,167.41
2013-07-24,166.89
2013-07-25,166.0
2013-07-26,165.65
2013-07-29,164.83
2013-07-30,164.01
2013-07-31,165.97
2013-08-01,167.9
2013-08-02,167.9
2013-08-05,169.69
2013-08-06,168.28
2013-08-07,164.23
2013-08-08,166.43
2013-08-09,164.1
2013-08-12,162.38
2013-08-13,164.55
2013-08-14,164.8
2013-08-15,161.97
2013-08-16,162.29
2013-08-19,160.79
2013-08-20,160.03
2013-08-21,159.23
2013-08-22,159.66
2013-08-23,159.79
2013-08-26,160.7
2013-08-27,156.53
2013-08-28,154.15
2013-08-29,154.68
2013-08-30,153.98
2013-09-03,156.04
2013-09-04,157.25
2013-09-05,158.05
2013-09-06,157.71
2013-09-09,159.7
2013-09-10,165.53
2013-09-11,165.79
2013-09-12,165.31
2013-09-13,164.72
2013-09-16,168.57
2013-09-17,167.58
2013-09-18,169.09
2013-09-19,170.0
2013-09-20,169.75
2013-09-23,168.46
2013-09-24,166.4
2013-09-25,163.69
2013-09-26,163.93
2013-09-27,160.95
2013-09-30,159.14
2013-10-01,160.31
2013-10-02,159.58
2013-10-03,159.16
2013-10-04,157.25
2013-10-07,156.2
2013-10-08,155.85
2013-10-09,155.32
2013-10-10,158.24
2013-10-11,160.49
2013-10-14,159.92
2013-10-15,160.04
2013-10-16,162.5
2013-10-17,159.2
2013-10-18,159.7
2013-10-21,160.65
2013-10-22,160.71
2013-10-23,158.08
2013-10-24,160.35
2013-10-25,162.24
2013-10-28,162.19
2013-10-29,163.11
2013-10-30,162.96
2013-10-31,163.35
2013-11-01,162.6
2013-11-04,163.24
2013-11-05,162.63
2013-11-06,164.3
2013-11-07,164.21
2013-11-08,163.69
2013-11-11,164.75
2013-11-12,164.38
2013-11-13,163.71
2013-11-14,163.95
2013-11-15,165.42
2013-11-18,167.65
2013-11-19,168.0
2013-11-20,167.25
2013-11-21,167.32
2013-11-22,168.24
2013-11-25,170.5
2013-11-26,170.69
2013-11-27,168.81
2013-11-29,170.38
2013-12-02,171.58
2013-12-03,170.76
2013-12-04,169.93
2013-12-05,167.96
2013-12-06,167.96
2013-12-09,169.13
2013-12-10,172.2
2013-12-11,169.83
2013-12-12,168.96
2013-12-13,169.28
2013-12-16,171.49
2013-12-17,171.27
2013-12-18,174.92
2013-12-19,175.8
2013-12-20,175.79
2013-12-23,176.69
2013-12-24,176.68
2013-12-26,176.76
2013-12-27,176.45
2013-12-30,177.12
2013-12-31,177.44
2014-01-02,178.38
2014-01-03,178.85
2014-01-06,181.13
2014-01-07,180.98
2014-01-08,178.9
2014-01-09,179.08
2014-01-10,178.71
2014-01-13,178.3
2014-01-14,177.5
2014-01-15,179.74
2014-01-16,178.79
2014-01-17,177.28
2014-01-21,175.59
2014-01-22,174.64
2014-01-23,172.42
2014-01-24,169.96
2014-01-27,167.6
2014-01-28,166.55
2014-01-29,166.1
2014-01-30,166.17
2014-01-31,165.98
2014-02-03,165.52
2014-02-04,162.58
2014-02-05,162.65
2014-02-06,162.0
2014-02-07,162.9
2014-02-10,161.77
2014-02-11,164.96
2014-02-12,165.23
2014-02-13,164.4
2014-02-14,164.5
2014-02-18,165.59
2014-02-19,166.18
2014-02-20,164.97
2014-02-21,165.65
2014-02-24,167.41
2014-02-25,166.3
2014-02-26,163.9
2014-02-27,165.79
2014-02-28,167.82
2014-03-03,165.31
2014-03-04,168.76
2014-03-05,172.9
2014-03-06,174.0
2014-03-07,175.59
2014-03-10,174.49
2014-03-11,173.96
2014-03-12,169.99
2014-03-13,171.24
2014-03-14,167.4
2014-03-17,168.8
2014-03-18,169.0
2014-03-19,170.16
2014-03-20,170.45
2014-03-21,170.0
2014-03-24,167.98
2014-03-25,167.42
2014-03-26,165.0
2014-03-27,163.31
2014-03-28,164.19
2014-03-31,164.14
2014-04-01,166.29
2014-04-02,167.54
2014-04-03,167.67
2014-04-04,167.04
2014-04-07,163.2
2014-04-08,158.76
2014-04-09,159.0
2014-04-10,158.88
2014-04-11,154.49
2014-04-14,155.13
2014-04-15,156.02
2014-04-16,157.29
2014-04-17,161.44
2014-04-21,158.27
2014-04-22,160.81
2014-04-23,160.94
2014-04-24,162.11
2014-04-25,160.77
2014-04-28,158.83
2014-04-29,158.38
2014-04-30,160.36
2014-05-01,161.0
2014-05-02,161.84
2014-05-05,156.9
2014-05-06,155.85
2014-05-07,156.31
2014-05-08,158.22
2014-05-09,157.9
2014-05-12,159.95
2014-05-13,160.9
2014-05-14,160.89
2014-05-15,158.96
2014-05-16,156.97
2014-05-19,157.99
2014-05-20,157.91
2014-05-21,159.75
2014-05-22,160.3
2014-05-23,160.48
2014-05-27,163.43
2014-05-28,161.61
2014-05-29,162.0
2014-05-30,160.64
2014-06-02,160.2
2014-06-03,161.93
2014-06-04,162.73
2014-06-05,163.43
2014-06-06,166.26
2014-06-09,166.86
2014-06-10,167.26
2014-06-11,166.16
2014-06-12,166.65
2014-06-13,167.07
2014-06-16,166.53
2014-06-17,168.75
2014-06-18,170.1
2014-06-19,170.16
2014-06-20,171.08
2014-06-23,170.62
2014-06-24,170.55
2014-06-25,169.02
2014-06-26,168.11
2014-06-27,167.65
2014-06-30,167.91
2014-07-01,168.27
2014-07-02,167.81
2014-07-03,169.9
2014-07-07,168.97
2014-07-08,166.78
2014-07-09,165.33
2014-07-10,163.78
2014-07-11,165.14
2014-07-14,167.72
2014-07-15,170.15
2014-07-16,170.99
2014-07-17,171.6
2014-07-18,171.79
2014-07-21,172.1
2014-07-22,175.38
2014-07-23,177.22
2014-07-24,177.32
2014-07-25,176.46
2014-07-28,176.46
2014-07-29,177.11
2014-07-30,177.48
2014-07-31,175.27
2014-08-01,172.76
2014-08-04,171.89
2014-08-05,171.77
2014-08-06,170.85
2014-08-07,171.07
2014-08-08,172.49
2014-08-11,173.41
2014-08-12,173.11
2014-08-13,172.89
2014-08-14,173.1
2014-08-15,174.6
2014-08-18,174.63
2014-08-19,175.1
2014-08-20,174.18
2014-08-21,175.92
2014-08-22,176.98
2014-08-25,179.86
2014-08-26,179.15
2014-08-27,178.36
2014-08-28,177.75
2014-08-29,179.5
2014-09-02,180.22
2014-09-03,182.07
2014-09-04,181.6
2014-09-05,179.9
2014-09-08,180.92
2014-09-09,178.64
2014-09-10,180.18
2014-09-11,181.44
2014-09-12,183.47
2014-09-15,184.4
2014-09-16,184.56
2014-09-17,185.77
2014-09-18,188.43
2014-09-19,188.58
2014-09-22,186.95
2014-09-23,186.86
2014-09-24,188.12
2014-09-25,187.8
2014-09-26,185.6
2014-09-29,184.56
2014-09-30,184.99
2014-10-01,183.85
2014-10-02,183.43
2014-10-03,188.54
2014-10-06,189.5
2014-10-07,186.56
2014-10-08,187.0
2014-10-09,186.17
2014-10-10,182.95
2014-10-13,183.19
2014-10-14,181.79
2014-10-15,177.95
2014-10-16,176.29
2014-10-17,177.54
2014-10-20,178.0
2014-10-21,180.36
2014-10-22,180.8
2014-10-23,181.1
2014-10-24,183.49
2014-10-27,184.16
2014-10-28,186.32
2014-10-29,187.31
2014-10-30,187.1
2014-10-31,190.0
2014-11-03,191.98
2014-11-04,190.97
2014-11-05,191.87
2014-11-06,191.44
2014-11-07,191.48
2014-11-10,191.87
2014-11-11,192.68
2014-11-12,190.89
2014-11-13,191.19
2014-11-14,190.84
2014-11-17,191.19
2014-11-18,190.66
2014-11-19,189.99
2014-11-20,189.86
2014-11-21,191.66
2014-11-24,190.89
2014-11-25,190.5
2014-11-26,189.92
2014-11-28,189.49
2014-12-01,188.62
2014-12-02,190.94
2014-12-03,191.82
2014-12-04,192.34
2014-12-05,196.93
2014-12-08,198.06
2014-12-09,197.22
2014-12-10,195.99
2014-12-11,194.94
2014-12-12,192.64
2014-12-15,190.81
2014-12-16,186.93
2014-12-17,186.5
2014-12-18,191.66
2014-12-19,195.0
2014-12-22,194.5
2014-12-23,196.1
2014-12-24,196.75
2014-12-26,196.49
2014-12-29,196.96
2014-12-30,196.5
2014-12-31,196.83
2015-01-02,195.73
2015-01-05,194.04
2015-01-06,188.66
2015-01-07,187.99
2015-01-08,190.82
2015-01-09,191.31
2015-01-12,187.53
2015-01-13,189.38
2015-01-14,182.51
2015-01-15,181.6
2015-01-16,180.1
2015-01-20,178.33
2015-01-21,178.39
2015-01-22,182.59
2015-01-23,182.98
2015-01-26,180.99
2015-01-27,178.64
2015-01-28,177.97
2015-01-29,176.3
2015-01-30,175.69
2015-02-02,175.6
2015-02-03,180.48
2015-02-04,180.71
2015-02-05,181.6
2015-02-06,184.62
2015-02-09,182.95
2015-02-10,184.8
2015-02-11,188.19
2015-02-12,190.0
2015-02-13,191.33
2015-02-17,190.63
2015-02-18,190.04
2015-02-19,189.85
2015-02-20,191.64
2015-02-23,190.74
2015-02-24,193.28
2015-02-25,192.45
2015-02-26,192.47
2015-02-27,192.5
2015-03-02,191.92
2015-03-03,192.87
2015-03-04,190.82
2015-03-05,190.72
2015-03-06,191.4
2015-03-09,188.79
2015-03-10,186.14
2015-03-11,185.84
2015-03-12,190.0
2015-03-13,189.74
2015-03-16,192.49
2015-03-17,191.24
2015-03-18,193.04
2015-03-19,191.76
2015-03-20,193.92
2015-03-23,194.25
2015-03-24,192.51
2015-03-25,191.23
2015-03-26,187.97
2015-03-27,188.48
2015-03-30,192.0
2015-03-31,190.55
2015-04-01,192.33
2015-04-02,192.73
2015-04-06,192.64
2015-04-07,193.64
2015-04-08,193.85
2015-04-09,195.09
2015-04-10,195.86
2015-04-13,197.38
2015-04-14,198.49
2015-04-15,202.14
2015-04-16,202.87
2015-04-17,198.25
2015-04-20,199.6
2015-04-21,199.5
2015-04-22,199.16
2015-04-23,200.49
2015-04-24,199.1
2015-04-27,199.31
2015-04-28,197.61
2015-04-29,199.73
2015-04-30,199.75
2015-05-01,198.57
2015-05-04,199.72
2015-05-05,200.39
2015-05-06,198.59
2015-05-07,197.95
2015-05-08,201.34
2015-05-11,201.95
2015-05-12,201.04
2015-05-13,201.75
2015-05-14,202.88
2015-05-15,202.97
2015-05-18,205.18
2015-05-19,206.2
2015-05-20,205.96
2015-05-21,205.21
2015-05-22,208.26
2015-05-26,207.52
2015-05-27,209.68
2015-05-28,208.59
2015-05-29,208.27
2015-06-01,208.82
2015-06-02,207.84
2015-06-03,210.17
2015-06-04,210.06
2015-06-05,211.94
2015-06-08,211.7
2015-06-09,210.44
2015-06-10,213.4
2015-06-11,214.6
2015-06-12,214.01
2015-06-15,212.34
2015-06-16,213.57
2015-06-17,214.5
2015-06-18,215.01
2015-06-19,215.0
2015-06-22,216.81
2015-06-23,218.77
2015-06-24,217.0
2015-06-25,215.8
2015-06-26,214.61
2015-06-29,211.22
2015-06-30,210.79
2015-07-01,212.49
2015-07-02,210.63
2015-07-06,208.53
2015-07-07,208.97
2015-07-08,206.78
2015-07-09,207.55
2015-07-10,207.98
2015-07-13,210.31
2015-07-14,212.76
2015-07-15,213.61
2015-07-16,214.14
2015-07-17,212.8
2015-07-20,214.0
2015-07-21,212.8
2015-07-22,213.72
2015-07-23,214.61
2015-07-24,211.45
2015-07-27,205.84
2015-07-28,207.18
2015-07-29,208.13
2015-07-30,207.35
2015-07-31,207.47
2015-08-03,205.95
2015-08-04,207.15
2015-08-05,207.78
2015-08-06,206.7
2015-08-07,206.64
2015-08-10,206.57
2015-08-11,203.92
2015-08-12,201.55
2015-08-13,201.95
2015-08-14,202.55
2015-08-17,202.86
2015-08-18,203.1
2015-08-19,202.75
2015-08-20,199.22
2015-08-21,194.6
2015-08-24,186.89
2015-08-25,187.33
2015-08-26,185.06
2015-08-27,189.86
2015-08-28,188.85
2015-08-31,190.25
2015-09-01,186.47
2015-09-02,185.82
2015-09-03,187.89
2015-09-04,182.83
2015-09-08,186.31
2015-09-09,191.75
2015-09-10,187.82
2015-09-11,185.82
2015-09-14,185.86
2015-09-15,188.02
2015-09-16,189.3
2015-09-17,190.57
2015-09-18,183.38
2015-09-21,184.41
2015-09-22,181.0
2015-09-23,180.19
2015-09-24,177.98
2015-09-25,181.11
2015-09-28,178.46
2015-09-29,173.3
2015-09-30,175.08
2015-10-01,176.17
2015-10-02,177.1
2015-10-05,181.06
2015-10-06,181.28
2015-10-07,183.79
2015-10-08,182.47
2015-10-09,182.29
2015-10-12,181.2
2015-10-13,183.14
2015-10-14,182.22
2015-10-15,185.75
2015-10-16,186.65
2015-10-19,186.5
2015-10-20,185.97
2015-10-21,186.22
2015-10-22,184.19
2015-10-23,186.36
2015-10-26,188.0
2015-10-27,186.83
2015-10-28,191.48
2015-10-29,191.96
2015-10-30,190.09
2015-11-02,190.43
2015-11-03,191.87
2015-11-04,192.89
2015-11-05,193.28
2015-11-06,199.47
2015-11-09,199.9
2015-11-10,198.22
2015-11-11,198.93
2015-11-12,196.19
2015-11-13,193.38
2015-11-16,192.16
2015-11-17,193.0
2015-11-18,194.05
2015-11-19,194.21
2015-11-20,193.49
2015-11-23,191.49
2015-11-24,189.8
2015-11-25,189.77
2015-11-27,191.19
2015-11-30,191.08
2015-12-01,193.15
2015-12-02,193.84
2015-12-03,191.65
2015-12-04,190.62
2015-12-07,190.12
2015-12-08,184.47
2015-12-09,184.85
2015-12-10,183.93
2015-12-11,180.15
2015-12-14,178.63
2015-12-15,183.28
2015-12-16,186.88
2015-12-17,187.89
2015-12-18,181.9
2015-12-21,178.15
2015-12-22,180.69
2015-12-23,183.0
2015-12-24,183.17
2015-12-28,181.93
2015-12-29,184.18
2015-12-30,183.53
2015-12-31,182.88
2016-01-04,177.19
2016-01-05,177.5
2016-01-06,172.02
2016-01-07,169.5
2016-01-08,168.42
2016-01-11,166.46
2016-01-12,168.18
2016-01-13,167.1
2016-01-14,162.51
2016-01-15,157.99
2016-01-19,158.76
2016-01-20,158.37
2016-01-21,155.16
2016-01-22,156.99
2016-01-25,156.53
2016-01-26,156.1
2016-01-27,158.43
2016-01-28,158.05
2016-01-29,161.59
2016-02-01,161.0
2016-02-02,157.0
2016-02-03,153.84
2016-02-04,157.95
2016-02-05,159.7
2016-02-08,153.83
2016-02-09,149.95
2016-02-10,153.38
2016-02-11,144.41
2016-02-12,146.51
2016-02-16,150.48
2016-02-17,151.87
2016-02-18,152.0
2016-02-19,147.73
2016-02-22,149.99
2016-02-23,148.05
2016-02-24,145.64
2016-02-25,149.06
2016-02-26,151.97
2016-02-29,150.29
2016-03-01,154.77
2016-03-02,155.41
2016-03-03,155.66
2016-03-04,158.85
2016-03-07,156.37
2016-03-08,154.23
2016-03-09,152.5
2016-03-10,153.6
2016-03-11,154.16
2016-03-14,154.45
2016-03-15,152.74
2016-03-16,152.85
2016-03-17,153.98
2016-03-18,158.18
2016-03-21,158.9
2016-03-22,155.59
2016-03-23,155.55
2016-03-24,153.04
2016-03-28,154.64
2016-03-29,155.35
2016-03-30,158.02
2016-03-31,157.48
2016-04-01,160.01
2016-04-04,160.0
2016-04-05,156.53
2016-04-06,156.27
2016-04-07,154.03
2016-04-08,152.87
2016-04-11,153.9
2016-04-12,155.09
2016-04-13,159.99
2016-04-14,162.27
2016-04-15,161.78
2016-04-18,160.0
2016-04-19,163.7
2016-04-20,167.45
2016-04-21,168.9
2016-04-22,167.49
2016-04-25,167.39
2016-04-26,166.0
2016-04-27,168.66
2016-04-28,167.32
2016-04-29,164.68
2016-05-02,167.19
2016-05-03,164.11
2016-05-04,162.6
2016-05-05,160.82
2016-05-06,160.17
2016-05-09,159.85
2016-05-10,161.5
2016-05-11,162.53
2016-05-12,161.47
2016-05-13,159.72
2016-05-16,156.9
2016-05-17,157.11
2016-05-18,160.0
2016-05-19,159.95
2016-05-20,156.41
2016-05-23,156.09
2016-05-24,158.55
2016-05-25,162.29
2016-05-26,161.33
2016-05-27,160.4
2016-05-31,161.65
2016-06-01,160.55
2016-06-02,160.33
2016-06-03,156.54
2016-06-06,157.91
2016-06-07,157.47
2016-06-08,156.58
2016-06-09,154.29
2016-06-10,151.66
2016-06-13,151.32
2016-06-14,149.05
2016-06-15,148.7
2016-06-16,146.99
2016-06-17,148.23
2016-06-20,150.5
2016-06-21,148.83
2016-06-22,150.12
2016-06-23,152.8
2016-06-24,146.42
2016-06-27,141.23
2016-06-28,142.62
2016-06-29,145.55
2016-06-30,148.88
2016-07-01,150.7
2016-07-05,146.94
2016-07-06,145.94
2016-07-07,148.09
2016-07-08,150.92
2016-07-11,152.98
2016-07-12,157.25
2016-07-13,158.27
2016-07-14,163.24
2016-07-15,163.14
2016-07-18,164.09
2016-07-19,164.08
2016-07-20,162.89
2016-07-21,161.9
2016-07-22,160.73
2016-07-25,161.33
2016-07-26,161.5
2016-07-27,162.17
2016-07-28,160.96
2016-07-29,160.19
2016-08-01,159.92
2016-08-02,158.46
2016-08-03,158.95
2016-08-04,158.9
2016-08-05,162.13
2016-08-08,163.98
2016-08-09,164.58
2016-08-10,163.6
2016-08-11,164.25
2016-08-12,163.37
2016-08-15,165.84
2016-08-16,166.76
2016-08-17,166.32
2016-08-18,166.56
2016-08-19,166.9
2016-08-22,166.91
2016-08-23,167.85
2016-08-24,166.7
2016-08-25,166.04
2016-08-26,168.07
2016-08-29,167.86
2016-08-30,169.51
2016-08-31,170.24
2016-09-01,170.07
2016-09-02,169.74
2016-09-06,169.79
2016-09-07,170.21
2016-09-08,171.88
2016-09-09,172.42
2016-09-12,171.67
2016-09-13,169.97
2016-09-14,167.86
2016-09-15,168.76
2016-09-16,168.05
2016-09-19,168.31
2016-09-20,168.28
2016-09-21,168.28
2016-09-22,169.33
2016-09-23,168.1
2016-09-26,163.97
2016-09-27,163.45
2016-09-28,163.79
2016-09-29,163.96
2016-09-30,162.41
2016-10-03,161.72
2016-10-04,164.15
2016-10-05,166.57
2016-10-06,167.29
2016-10-07,169.98
2016-10-10,171.75
2016-10-11,170.87
2016-10-12,169.99
2016-10-13,167.63
2016-10-14,172.95
2016-10-17,171.27
2016-10-18,173.47
2016-10-19,175.68
2016-10-20,175.79
2016-10-21,174.9
2016-10-24,175.79
2016-10-25,175.96
2016-10-26,177.9
2016-10-27,178.85
2016-10-28,178.51
2016-10-31,178.5
2016-11-01,179.18
2016-11-02,177.5
2016-11-03,177.97
2016-11-04,177.34
2016-11-07,181.5
2016-11-08,182.68
2016-11-09,193.54
2016-11-10,204.67
2016-11-11,205.0
2016-11-14,211.77
2016-11-15,211.2
2016-11-16,208.08
2016-11-17,209.69
2016-11-18,212.07
2016-11-21,211.69
2016-11-22,211.95
2016-11-23,213.41
2016-11-25,212.75
2016-11-28,211.76
2016-11-29,212.92
2016-11-30,220.77
2016-12-01,227.16
2016-12-02,226.25
2016-12-05,229.2
2016-12-06,232.67
2016-12-07,236.09
2016-12-08,242.42
2016-12-09,242.0
2016-12-12,242.83
2016-12-13,240.18
2016-12-14,243.12
2016-12-15,245.57
2016-12-16,243.19
2016-12-19,239.74
2016-12-20,243.65
2016-12-21,242.4
2016-12-22,242.86
2016-12-23,241.9
2016-12-27,242.59
2016-12-28,244.5
2016-12-29,241.07
2016-12-30,240.5
2017-01-03,244.97
2017-01-04,243.32
2017-01-05,243.23
2017-01-06,246.2
2017-01-09,244.69
2017-01-10,243.44
2017-01-11,245.84
2017-01-12,245.47
2017-01-13,247.77
2017-01-17,243.06
2017-01-18,237.69
2017-01-19,234.75
2017-01-20,233.23
2017-01-23,233.75
2017-01-24,236.06
2017-01-25,237.33
2017-01-26,240.79
2017-01-27,237.97
2017-01-30,236.29
2017-01-31,234.35
2017-02-01,232.86
2017-02-02,232.33
2017-02-03,241.11
2017-02-06,243.65
2017-02-07,241.44
2017-02-08,238.94
2017-02-09,243.29
2017-02-10,244.16
2017-02-13,247.48
2017-02-14,250.0
2017-02-15,251.95
2017-02-16,250.78
2017-02-17,250.56
2017-02-21,252.65
2017-02-22,252.35
2017-02-23,251.9
2017-02-24,248.88
2017-02-27,249.76
2017-02-28,249.0
2017-03-01,255.15
2017-03-02,254.24
2017-03-03,254.75
2017-03-06,252.73
2017-03-07,253.0
2017-03-08,254.77
2017-03-09,252.74
2017-03-10,251.9
2017-03-13,249.32
2017-03-14,247.83
2017-03-15,250.28
2017-03-16,250.2
2017-03-17,249.68
2017-03-20,244.93
2017-03-21,243.31
2017-03-22,232.92
2017-03-23,234.63
2017-03-24,233.7
2017-03-27,227.07
2017-03-28,229.75
2017-03-29,229.96
2017-03-30,232.0
2017-03-31,230.8
2017-04-03,230.1
2017-04-04,230.69
