time_captured,03_cap_raw_accZ
1970-01-01 00:00:00.000000482,770.796
1970-01-01 00:00:00.000000483,309.514
1970-01-01 00:00:00.000000484,330.132
1970-01-01 00:00:00.000000485,916.952
1970-01-01 00:00:00.000000486,958.798
1970-01-01 00:00:00.000000487,1047.858
1970-01-01 00:00:00.000000488,1186.572
1970-01-01 00:00:00.000000489,1274.412
1970-01-01 00:00:00.000000490,1204.872
1970-01-01 00:00:00.000000491,892.918
1970-01-01 00:00:00.000000492,428.22
1970-01-01 00:00:00.000000493,423.096
1970-01-01 00:00:00.000000494,787.266
1970-01-01 00:00:00.000000495,929.03
1970-01-01 00:00:00.000000496,844.972
1970-01-01 00:00:00.000000497,1838.54
1970-01-01 00:00:00.000000498,840.092
1970-01-01 00:00:00.000000499,1145.824
1970-01-01 00:00:00.000000500,536.922
1970-01-01 00:00:00.000000501,479.094
1970-01-01 00:00:00.000000502,313.662
1970-01-01 00:00:00.000000503,1487.18
1970-01-01 00:00:00.000000504,840.458
1970-01-01 00:00:00.000000505,858.026
1970-01-01 00:00:00.000000506,2077.05
1970-01-01 00:00:00.000000507,1610.644
1970-01-01 00:00:00.000000508,879.864
1970-01-01 00:00:00.000000509,468.968
1970-01-01 00:00:00.000000510,520.94
1970-01-01 00:00:00.000000511,542.29
1970-01-01 00:00:00.000000512,1090.436
1970-01-01 00:00:00.000000513,1060.18
1970-01-01 00:00:00.000000514,1302.228
1970-01-01 00:00:00.000000515,1768.39
1970-01-01 00:00:00.000000516,1204.018
1970-01-01 00:00:00.000000517,763.842
1970-01-01 00:00:00.000000518,434.198
1970-01-01 00:00:00.000000519,531.798
1970-01-01 00:00:00.000000520,1068.354
1970-01-01 00:00:00.000000521,238.022
1970-01-01 00:00:00.000000522,999.058
1970-01-01 00:00:00.000000523,1181.692
1970-01-01 00:00:00.000000524,1892.586
1970-01-01 00:00:00.000000525,1164.246
1970-01-01 00:00:00.000000526,1010.038
1970-01-01 00:00:00.000000527,653.676
1970-01-01 00:00:00.000000528,857.538
1970-01-01 00:00:00.000000529,888.404
1970-01-01 00:00:00.000000530,728.584
1970-01-01 00:00:00.000000531,613.05
1970-01-01 00:00:00.000000532,1513.166
1970-01-01 00:00:00.000000533,1541.348
1970-01-01 00:00:00.000000534,907.436
1970-01-01 00:00:00.000000535,690.032
1970-01-01 00:00:00.000000536,851.682
1970-01-01 00:00:00.000000537,1011.746
1970-01-01 00:00:00.000000538,1130.208
1970-01-01 00:00:00.000000539,966.606
1970-01-01 00:00:00.000000540,507.154
1970-01-01 00:00:00.000000541,1660.908
1970-01-01 00:00:00.000000542,970.632
1970-01-01 00:00:00.000000543,803.492
1970-01-01 00:00:00.000000544,1265.506
1970-01-01 00:00:00.000000545,1405.806
1970-01-01 00:00:00.000000546,655.872
1970-01-01 00:00:00.000000547,137.982
1970-01-01 00:00:00.000000548,761.158
1970-01-01 00:00:00.000000549,702.476
1970-01-01 00:00:00.000000550,1232.2
1970-01-01 00:00:00.000000551,1332.362
1970-01-01 00:00:00.000000552,895.358
1970-01-01 00:00:00.000000553,967.46
1970-01-01 00:00:00.000000554,764.574
1970-01-01 00:00:00.000000555,554.368
1970-01-01 00:00:00.000000556,537.654
1970-01-01 00:00:00.000000557,764.696
1970-01-01 00:00:00.000000558,1151.192
1970-01-01 00:00:00.000000559,1380.796
1970-01-01 00:00:00.000000560,769.942
1970-01-01 00:00:00.000000561,998.204
1970-01-01 00:00:00.000000562,1345.66
1970-01-01 00:00:00.000000563,333.548
1970-01-01 00:00:00.000000564,618.662
1970-01-01 00:00:00.000000565,887.062
1970-01-01 00:00:00.000000566,987.956
1970-01-01 00:00:00.000000567,778.97
1970-01-01 00:00:00.000000568,1586.488
1970-01-01 00:00:00.000000569,1255.502
1970-01-01 00:00:00.000000570,1005.524
1970-01-01 00:00:00.000000571,1003.084
1970-01-01 00:00:00.000000572,690.764
1970-01-01 00:00:00.000000573,108.702
1970-01-01 00:00:00.000000574,1012.6
1970-01-01 00:00:00.000000575,900.97
1970-01-01 00:00:00.000000576,953.186
1970-01-01 00:00:00.000000577,1177.91
1970-01-01 00:00:00.000000578,1079.456
1970-01-01 00:00:00.000000579,722.362
1970-01-01 00:00:00.000000580,1145.214
1970-01-01 00:00:00.000000581,279.38
1970-01-01 00:00:00.000000582,607.804
1970-01-01 00:00:00.000000583,883.646
1970-01-01 00:00:00.000000584,1093.242
1970-01-01 00:00:00.000000585,1124.352
1970-01-01 00:00:00.000000586,965.63
1970-01-01 00:00:00.000000587,1695.068
1970-01-01 00:00:00.000000588,1094.95
1970-01-01 00:00:00.000000589,722.606
1970-01-01 00:00:00.000000590,552.782
1970-01-01 00:00:00.000000591,407.724
1970-01-01 00:00:00.000000592,1130.696
1970-01-01 00:00:00.000000593,934.032
1970-01-01 00:00:00.000000594,839.97
1970-01-01 00:00:00.000000595,1091.534
1970-01-01 00:00:00.000000596,1694.946
1970-01-01 00:00:00.000000597,968.07
1970-01-01 00:00:00.000000598,560.102
1970-01-01 00:00:00.000000599,631.472
1970-01-01 00:00:00.000000600,481.412
1970-01-01 00:00:00.000000601,999.79
1970-01-01 00:00:00.000000602,631.594
1970-01-01 00:00:00.000000603,838.14
1970-01-01 00:00:00.000000604,1024.8
1970-01-01 00:00:00.000000605,1911.618
1970-01-01 00:00:00.000000606,758.718
1970-01-01 00:00:00.000000607,990.762
1970-01-01 00:00:00.000000608,654.896
1970-01-01 00:00:00.000000609,470.92
1970-01-01 00:00:00.000000610,1033.218
1970-01-01 00:00:00.000000611,510.082
1970-01-01 00:00:00.000000612,658.8
1970-01-01 00:00:00.000000613,1321.138
1970-01-01 00:00:00.000000614,1366.766
1970-01-01 00:00:00.000000615,915.61
