time_captured,NKE_Open
2011-01-19,21.02
2011-01-20,20.8
2011-01-21,20.88
2011-01-24,20.5
2011-01-25,20.64
2011-01-26,20.78
2011-01-27,21.02
2011-01-28,20.73
2011-01-31,20.38
2011-02-01,20.69
2011-02-02,20.86
2011-02-03,20.89
2011-02-04,21.0
2011-02-07,21.45
2011-02-08,21.67
2011-02-09,21.68
2011-02-10,21.73
2011-02-11,21.61
2011-02-14,21.58
2011-02-15,21.32
2011-02-16,21.38
2011-02-17,21.18
2011-02-18,21.62
2011-02-22,21.9
2011-02-23,21.72
2011-02-24,21.48
2011-02-25,21.67
2011-02-28,22.07
2011-03-01,22.41
2011-03-02,21.92
2011-03-03,22.23
2011-03-04,22.45
2011-03-07,22.5
2011-03-08,22.29
2011-03-09,22.19
2011-03-10,22.06
2011-03-11,21.87
2011-03-14,21.72
2011-03-15,21.16
2011-03-16,21.25
2011-03-17,21.39
2011-03-18,19.5
2011-03-21,19.4
2011-03-22,19.16
2011-03-23,18.8
2011-03-24,19.37
2011-03-25,19.21
2011-03-28,19.17
2011-03-29,19.02
2011-03-30,19.12
2011-03-31,19.12
2011-04-01,18.98
2011-04-04,19.2
2011-04-05,19.3
2011-04-06,19.66
2011-04-07,19.66
2011-04-08,19.67
2011-04-11,19.32
2011-04-12,19.38
2011-04-13,19.54
2011-04-14,19.72
2011-04-15,20.1
2011-04-18,19.52
2011-04-19,19.67
2011-04-20,19.86
2011-04-21,20.16
2011-04-25,20.15
2011-04-26,20.02
2011-04-27,20.02
2011-04-28,20.27
2011-04-29,20.56
2011-05-02,20.7
2011-05-03,20.59
2011-05-04,20.62
2011-05-05,20.68
2011-05-06,20.8
2011-05-09,20.45
2011-05-10,20.81
2011-05-11,20.79
2011-05-12,20.66
2011-05-13,21.18
2011-05-16,21.44
2011-05-17,21.2
2011-05-18,21.22
2011-05-19,21.3
2011-05-20,21.6
2011-05-23,21.02
2011-05-24,20.95
2011-05-25,20.94
2011-05-26,20.79
2011-05-27,21.06
2011-05-31,21.21
2011-06-01,21.08
2011-06-02,20.47
2011-06-03,20.13
2011-06-06,20.09
2011-06-07,20.05
2011-06-08,20.38
2011-06-09,20.07
2011-06-10,20.15
2011-06-13,19.94
2011-06-14,20.29
2011-06-15,20.39
2011-06-16,20.12
2011-06-17,20.2
2011-06-20,20.22
2011-06-21,20.79
2011-06-22,20.97
2011-06-23,20.34
2011-06-24,20.53
2011-06-27,20.23
2011-06-28,21.32
2011-06-29,22.42
2011-06-30,22.3
2011-07-01,22.41
2011-07-05,22.82
2011-07-06,22.85
2011-07-07,23.19
2011-07-08,23.25
2011-07-11,22.97
2011-07-12,22.82
2011-07-13,22.74
2011-07-14,23.04
2011-07-15,23.09
2011-07-18,22.72
2011-07-19,22.86
2011-07-20,22.72
2011-07-21,22.69
2011-07-22,23.01
2011-07-25,22.58
2011-07-26,22.75
2011-07-27,22.48
2011-07-28,22.22
2011-07-29,22.45
2011-08-01,22.6
2011-08-02,22.06
2011-08-03,21.32
2011-08-04,21.53
2011-08-05,20.63
2011-08-08,20.34
2011-08-09,20.09
2011-08-10,20.42
2011-08-11,19.92
2011-08-12,20.96
2011-08-15,21.15
2011-08-16,21.02
2011-08-17,20.91
2011-08-18,20.19
2011-08-19,19.74
2011-08-22,20.01
2011-08-23,19.89
2011-08-24,20.8
2011-08-25,21.46
2011-08-26,20.82
2011-08-29,21.78
2011-08-30,22.08
2011-08-31,21.76
2011-09-01,21.59
2011-09-02,21.22
2011-09-06,20.29
2011-09-07,21.26
2011-09-08,21.44
2011-09-09,21.11
2011-09-12,20.44
2011-09-13,21.1
2011-09-14,21.57
2011-09-15,22.06
2011-09-16,22.16
2011-09-19,22.06
2011-09-20,22.67
2011-09-21,22.31
2011-09-22,20.8
2011-09-23,21.94
2011-09-26,22.39
2011-09-27,22.6
2011-09-28,22.67
2011-09-29,22.45
2011-09-30,21.74
2011-10-03,21.24
2011-10-04,20.38
2011-10-05,21.48
2011-10-06,21.88
2011-10-07,22.32
2011-10-10,22.44
2011-10-11,22.45
2011-10-12,22.58
2011-10-13,22.86
2011-10-14,23.14
2011-10-17,23.07
2011-10-18,22.65
2011-10-19,22.92
2011-10-20,22.91
2011-10-21,23.2
2011-10-24,23.58
2011-10-25,23.53
2011-10-26,23.66
2011-10-27,24.04
2011-10-28,23.92
2011-10-31,23.94
2011-11-01,23.38
2011-11-02,23.91
2011-11-03,24.04
2011-11-04,23.8
2011-11-07,23.63
2011-11-08,23.6
2011-11-09,23.37
2011-11-10,23.36
2011-11-11,23.69
2011-11-14,23.96
2011-11-15,23.82
2011-11-16,23.78
2011-11-17,23.28
2011-11-18,23.16
2011-11-21,22.9
2011-11-22,22.8
2011-11-23,22.68
2011-11-25,22.66
2011-11-28,23.01
2011-11-29,23.82
2011-11-30,24.27
2011-12-01,23.84
2011-12-02,23.94
2011-12-05,24.18
2011-12-06,24.3
2011-12-07,24.2
2011-12-08,23.9
2011-12-09,23.87
2011-12-12,24.34
2011-12-13,24.28
2011-12-14,23.74
2011-12-15,23.86
2011-12-16,23.7
2011-12-19,23.48
2011-12-20,23.62
2011-12-21,23.96
2011-12-22,24.15
2011-12-23,23.82
2011-12-27,24.24
2011-12-28,24.48
2011-12-29,24.14
2011-12-30,24.35
2012-01-03,24.34
2012-01-04,24.18
2012-01-05,24.45
2012-01-06,24.48
2012-01-09,24.52
2012-01-10,24.71
2012-01-11,24.57
2012-01-12,24.57
2012-01-13,24.6
2012-01-17,24.68
2012-01-18,24.7
2012-01-19,25.18
2012-01-20,25.39
2012-01-23,25.48
2012-01-24,25.34
2012-01-25,25.48
2012-01-26,25.75
2012-01-27,25.54
2012-01-30,25.36
2012-01-31,26.14
2012-02-01,26.1
2012-02-02,26.0
2012-02-03,25.9
2012-02-06,25.76
2012-02-07,25.8
2012-02-08,26.13
2012-02-09,26.44
2012-02-10,26.27
2012-02-13,26.45
2012-02-14,26.2
2012-02-15,26.74
2012-02-16,26.62
2012-02-17,26.68
2012-02-21,26.65
2012-02-22,26.26
2012-02-23,26.48
2012-02-24,26.53
2012-02-27,26.47
2012-02-28,26.85
2012-02-29,26.88
2012-03-01,27.22
2012-03-02,27.17
2012-03-05,27.18
2012-03-06,27.14
2012-03-07,26.86
2012-03-08,27.03
2012-03-09,27.16
2012-03-12,27.2
2012-03-13,27.5
2012-03-14,27.72
2012-03-15,27.71
2012-03-16,27.68
2012-03-19,27.98
2012-03-20,27.93
2012-03-21,28.02
2012-03-22,27.53
2012-03-23,27.8
2012-03-26,26.97
2012-03-27,27.18
2012-03-28,26.9
2012-03-29,26.58
2012-03-30,27.1
2012-04-02,27.1
2012-04-03,27.2
2012-04-04,27.29
2012-04-05,27.26
2012-04-09,27.22
2012-04-10,27.62
2012-04-11,26.92
2012-04-12,27.04
2012-04-13,27.21
2012-04-16,27.27
2012-04-17,27.46
2012-04-18,27.34
2012-04-19,27.66
2012-04-20,27.43
2012-04-23,27.46
2012-04-24,27.25
2012-04-25,26.79
2012-04-26,27.26
2012-04-27,27.52
2012-04-30,27.75
2012-05-01,27.98
2012-05-02,27.76
2012-05-03,28.55
2012-05-04,28.48
2012-05-07,27.85
2012-05-08,27.45
2012-05-09,26.86
2012-05-10,27.26
2012-05-11,26.8
2012-05-14,26.91
2012-05-15,26.83
2012-05-16,26.94
2012-05-17,26.7
2012-05-18,26.35
2012-05-21,26.33
2012-05-22,26.81
2012-05-23,26.94
2012-05-24,26.92
2012-05-25,26.98
2012-05-29,27.38
2012-05-30,27.4
2012-05-31,27.12
2012-06-01,26.57
2012-06-04,26.14
2012-06-05,26.08
2012-06-06,26.52
2012-06-07,26.98
2012-06-08,26.84
2012-06-11,27.28
2012-06-12,26.9
2012-06-13,26.8
2012-06-14,25.86
2012-06-15,25.06
2012-06-18,25.38
2012-06-19,25.36
2012-06-20,25.64
2012-06-21,25.32
2012-06-22,24.73
2012-06-25,24.6
2012-06-26,24.44
2012-06-27,24.73
2012-06-28,24.38
2012-06-29,21.96
2012-07-02,22.1
2012-07-03,22.34
2012-07-05,22.68
2012-07-06,22.9
2012-07-09,22.8
2012-07-10,22.65
2012-07-11,22.92
2012-07-12,22.98
2012-07-13,23.06
2012-07-16,23.45
2012-07-17,23.12
2012-07-18,23.12
2012-07-19,23.8
2012-07-20,23.68
2012-07-23,23.01
2012-07-24,23.32
2012-07-25,23.38
2012-07-26,23.62
2012-07-27,24.2
2012-07-30,24.23
2012-07-31,23.76
2012-08-01,23.38
2012-08-02,23.0
2012-08-03,23.4
2012-08-06,23.68
2012-08-07,23.91
2012-08-08,23.94
2012-08-09,23.91
2012-08-10,23.66
2012-08-13,23.58
2012-08-14,24.03
2012-08-15,23.72
2012-08-16,23.55
2012-08-17,23.76
2012-08-20,24.06
2012-08-21,23.98
2012-08-22,23.94
2012-08-23,23.92
2012-08-24,23.86
2012-08-27,24.23
2012-08-28,24.05
2012-08-29,24.74
2012-08-30,24.47
2012-08-31,24.52
2012-09-04,24.3
2012-09-05,24.38
2012-09-06,24.44
2012-09-07,24.83
2012-09-10,24.81
2012-09-11,24.86
2012-09-12,24.96
2012-09-13,24.84
2012-09-14,24.73
2012-09-17,24.08
2012-09-18,24.42
2012-09-19,25.06
2012-09-20,24.6
2012-09-21,24.38
2012-09-24,23.9
2012-09-25,23.8
2012-09-26,23.74
2012-09-27,23.95
2012-09-28,23.26
2012-10-01,23.73
2012-10-02,24.02
2012-10-03,23.73
2012-10-04,23.58
2012-10-05,24.04
2012-10-08,23.75
2012-10-09,23.73
2012-10-10,23.72
2012-10-11,23.66
2012-10-12,23.76
2012-10-15,23.67
2012-10-16,24.07
2012-10-17,24.23
2012-10-18,24.42
2012-10-19,24.38
2012-10-22,23.86
2012-10-23,23.46
2012-10-24,23.44
2012-10-25,23.26
2012-10-26,22.77
2012-10-31,22.76
2012-11-01,22.98
2012-11-02,23.92
2012-11-05,23.64
2012-11-06,23.81
2012-11-07,23.93
2012-11-08,23.61
2012-11-09,22.92
2012-11-12,23.12
2012-11-13,22.79
2012-11-14,22.99
2012-11-15,22.57
2012-11-16,22.96
2012-11-19,23.37
2012-11-20,24.08
2012-11-21,23.89
2012-11-23,24.0
2012-11-26,23.87
2012-11-27,24.01
2012-11-28,24.15
2012-11-29,24.9
2012-11-30,24.62
2012-12-03,24.42
2012-12-04,24.41
2012-12-05,24.48
2012-12-06,24.37
2012-12-07,24.73
2012-12-10,24.67
2012-12-11,24.5
2012-12-12,24.85
2012-12-13,24.77
2012-12-14,24.28
2012-12-17,24.3
2012-12-18,24.52
2012-12-19,24.73
2012-12-20,24.53
2012-12-21,25.62
2012-12-24,26.14
2012-12-26,26.22
2012-12-27,25.61
2012-12-28,25.72
2012-12-31,25.42
2013-01-02,26.2
2013-01-03,25.98
2013-01-04,26.25
2013-01-07,26.4
2013-01-08,26.36
2013-01-09,26.28
2013-01-10,26.32
2013-01-11,26.33
2013-01-14,26.6
2013-01-15,26.52
2013-01-16,26.76
2013-01-17,26.9
2013-01-18,26.74
2013-01-22,26.71
2013-01-23,26.57
2013-01-24,26.6
2013-01-25,27.06
2013-01-28,27.7
2013-01-29,27.2
2013-01-30,26.98
2013-01-31,26.81
2013-02-01,27.23
2013-02-04,26.8
2013-02-05,26.97
2013-02-06,26.84
2013-02-07,27.12
2013-02-08,27.28
2013-02-11,27.64
2013-02-12,27.45
2013-02-13,27.52
2013-02-14,27.28
2013-02-15,27.34
2013-02-19,27.44
2013-02-20,27.2
2013-02-21,27.42
2013-02-22,27.3
2013-02-25,27.27
2013-02-26,27.2
2013-02-27,27.08
2013-02-28,27.13
2013-03-01,27.21
2013-03-04,27.28
2013-03-05,27.45
2013-03-06,27.48
2013-03-07,27.7
2013-03-08,27.56
2013-03-11,27.28
2013-03-12,26.85
2013-03-13,26.8
2013-03-14,27.42
2013-03-15,27.34
2013-03-18,27.22
2013-03-19,27.14
2013-03-20,27.04
2013-03-21,27.23
2013-03-22,29.0
2013-03-25,29.7
2013-03-26,29.68
2013-03-27,29.51
2013-03-28,29.48
2013-04-01,29.5
2013-04-02,29.18
2013-04-03,29.6
2013-04-04,29.4
2013-04-05,29.29
2013-04-08,29.48
2013-04-09,29.91
2013-04-10,29.96
2013-04-11,30.18
2013-04-12,30.54
2013-04-15,30.23
2013-04-16,30.02
2013-04-17,30.08
2013-04-18,30.48
2013-04-19,30.29
2013-04-22,30.54
2013-04-23,30.81
2013-04-24,30.92
2013-04-25,30.81
2013-04-26,31.08
2013-04-29,31.0
2013-04-30,31.36
2013-05-01,31.78
2013-05-02,31.75
2013-05-03,31.84
2013-05-06,32.2
2013-05-07,32.1
2013-05-08,31.85
2013-05-09,31.95
2013-05-10,31.93
2013-05-13,32.26
2013-05-14,32.26
2013-05-15,32.89
2013-05-16,32.88
2013-05-17,32.24
2013-05-20,32.64
2013-05-21,32.67
2013-05-22,32.62
2013-05-23,31.99
2013-05-24,31.34
2013-05-28,31.78
2013-05-29,31.46
2013-05-30,31.48
2013-05-31,31.1
2013-06-03,30.8
2013-06-04,31.62
2013-06-05,31.3
2013-06-06,30.87
2013-06-07,31.24
2013-06-10,31.46
2013-06-11,31.15
2013-06-12,31.28
2013-06-13,30.65
2013-06-14,30.82
2013-06-17,31.19
2013-06-18,30.92
2013-06-19,31.07
2013-06-20,30.66
2013-06-21,30.41
2013-06-24,30.08
2013-06-25,30.21
2013-06-26,30.43
2013-06-27,31.44
2013-06-28,30.97
2013-07-01,31.97
2013-07-02,30.96
2013-07-03,31.12
2013-07-05,31.58
2013-07-08,32.0
2013-07-09,32.0
2013-07-10,31.96
2013-07-11,32.1
2013-07-12,31.82
2013-07-15,31.73
2013-07-16,31.57
2013-07-17,31.3
2013-07-18,31.62
2013-07-19,31.62
2013-07-22,31.56
2013-07-23,31.76
2013-07-24,31.6
2013-07-25,31.38
2013-07-26,31.02
2013-07-29,31.12
2013-07-30,31.32
2013-07-31,31.56
2013-08-01,31.62
2013-08-02,33.0
2013-08-05,33.1
2013-08-06,33.16
2013-08-07,33.07
2013-08-08,33.03
2013-08-09,32.96
2013-08-12,33.04
2013-08-13,33.3
2013-08-14,32.76
2013-08-15,31.89
2013-08-16,31.72
2013-08-19,31.85
2013-08-20,32.28
2013-08-21,32.28
2013-08-22,32.05
2013-08-23,32.58
2013-08-26,32.1
2013-08-27,31.63
2013-08-28,31.36
2013-08-29,31.5
2013-08-30,31.86
2013-09-03,31.8
2013-09-04,32.16
2013-09-05,32.5
2013-09-06,32.7
2013-09-09,32.53
2013-09-10,33.35
2013-09-11,33.49
2013-09-12,33.98
2013-09-13,33.95
2013-09-16,34.38
2013-09-17,34.09
2013-09-18,33.98
2013-09-19,34.88
2013-09-20,34.6
2013-09-23,34.56
2013-09-24,34.72
2013-09-25,34.72
2013-09-26,34.62
2013-09-27,37.41
2013-09-30,36.15
2013-10-01,36.52
2013-10-02,36.02
2013-10-03,35.94
2013-10-04,35.88
2013-10-07,35.7
2013-10-08,35.73
2013-10-09,35.26
2013-10-10,36.08
2013-10-11,36.74
2013-10-14,36.48
2013-10-15,36.95
2013-10-16,37.04
2013-10-17,37.18
2013-10-18,37.28
2013-10-21,37.94
2013-10-22,38.06
2013-10-23,37.77
2013-10-24,37.8
2013-10-25,37.78
2013-10-28,37.88
2013-10-29,37.89
2013-10-30,38.3
2013-10-31,38.02
2013-11-01,37.9
2013-11-04,38.16
2013-11-05,38.02
2013-11-06,38.83
2013-11-07,38.6
2013-11-08,37.8
2013-11-11,38.65
2013-11-12,38.5
2013-11-13,38.27
2013-11-14,39.12
2013-11-15,39.2
2013-11-18,39.7
2013-11-19,39.2
2013-11-20,39.0
2013-11-21,38.91
2013-11-22,39.23
2013-11-25,39.53
2013-11-26,39.88
2013-11-27,39.84
2013-11-29,39.79
2013-12-02,39.74
2013-12-03,39.44
2013-12-04,39.45
2013-12-05,39.5
2013-12-06,39.81
2013-12-09,39.96
2013-12-10,39.68
2013-12-11,39.5
2013-12-12,38.46
2013-12-13,38.2
2013-12-16,38.46
2013-12-17,38.47
2013-12-18,38.5
2013-12-19,39.28
2013-12-20,38.72
2013-12-23,38.54
2013-12-24,38.61
2013-12-26,38.87
2013-12-27,39.38
2013-12-30,38.96
2013-12-31,39.38
2014-01-02,39.08
2014-01-03,39.08
2014-01-06,39.24
2014-01-07,38.86
2014-01-08,38.75
2014-01-09,38.71
2014-01-10,38.5
2014-01-13,38.42
2014-01-14,37.55
2014-01-15,37.62
2014-01-16,37.62
2014-01-17,37.3
2014-01-21,37.07
2014-01-22,36.98
2014-01-23,36.5
2014-01-24,36.14
2014-01-27,35.96
2014-01-28,36.14
2014-01-29,36.16
2014-01-30,36.22
2014-01-31,36.5
2014-02-03,36.38
2014-02-04,35.48
2014-02-05,35.24
2014-02-06,35.38
2014-02-07,35.96
2014-02-10,36.36
2014-02-11,36.32
2014-02-12,37.16
2014-02-13,36.92
2014-02-14,37.44
2014-02-18,37.57
2014-02-19,37.3
2014-02-20,37.5
2014-02-21,37.7
2014-02-24,38.3
2014-02-25,38.86
2014-02-26,39.16
2014-02-27,39.0
2014-02-28,38.95
2014-03-03,38.82
2014-03-04,39.28
2014-03-05,39.26
2014-03-06,38.9
2014-03-07,39.55
2014-03-10,39.58
2014-03-11,39.52
2014-03-12,39.05
2014-03-13,39.62
2014-03-14,39.14
2014-03-17,39.44
2014-03-18,39.59
2014-03-19,39.68
2014-03-20,39.48
2014-03-21,38.55
2014-03-24,37.74
2014-03-25,37.68
2014-03-26,37.09
2014-03-27,36.66
2014-03-28,36.79
2014-03-31,37.0
2014-04-01,37.01
2014-04-02,37.36
2014-04-03,37.28
2014-04-04,37.18
2014-04-07,36.4
2014-04-08,36.11
2014-04-09,36.63
2014-04-10,36.88
2014-04-11,36.0
2014-04-14,35.85
2014-04-15,36.19
2014-04-16,36.42
2014-04-17,36.67
2014-04-21,36.96
2014-04-22,36.86
2014-04-23,37.27
2014-04-24,37.01
2014-04-25,36.54
2014-04-28,36.68
2014-04-29,35.86
2014-04-30,36.16
2014-05-01,36.4
2014-05-02,36.46
2014-05-05,36.34
2014-05-06,36.5
2014-05-07,36.36
2014-05-08,36.14
2014-05-09,36.44
2014-05-12,36.81
2014-05-13,37.34
2014-05-14,37.24
2014-05-15,36.7
2014-05-16,36.48
2014-05-19,37.01
2014-05-20,37.02
2014-05-21,36.69
2014-05-22,37.21
2014-05-23,37.56
2014-05-27,38.22
2014-05-28,38.26
2014-05-29,38.1
2014-05-30,38.2
2014-06-02,38.5
2014-06-03,38.21
2014-06-04,37.72
2014-06-05,38.16
2014-06-06,38.08
2014-06-09,38.05
2014-06-10,38.17
2014-06-11,37.84
2014-06-12,37.6
2014-06-13,37.37
2014-06-16,37.4
2014-06-17,37.38
2014-06-18,37.62
2014-06-19,38.22
2014-06-20,38.04
2014-06-23,37.55
2014-06-24,37.7
2014-06-25,37.52
2014-06-26,38.28
2014-06-27,39.26
2014-06-30,38.76
2014-07-01,38.86
2014-07-02,39.03
2014-07-03,38.76
2014-07-07,39.0
2014-07-08,39.16
2014-07-09,38.89
2014-07-10,38.64
2014-07-11,38.64
2014-07-14,38.98
2014-07-15,38.76
2014-07-16,38.92
2014-07-17,38.22
2014-07-18,38.42
2014-07-21,38.42
2014-07-22,38.56
2014-07-23,38.63
2014-07-24,38.97
2014-07-25,39.17
2014-07-28,38.96
2014-07-29,39.21
2014-07-30,39.2
2014-07-31,39.33
2014-08-01,38.27
2014-08-04,38.44
2014-08-05,38.38
2014-08-06,38.26
2014-08-07,38.85
2014-08-08,38.16
2014-08-11,38.74
2014-08-12,38.5
2014-08-13,38.54
2014-08-14,38.76
2014-08-15,38.86
2014-08-18,38.86
2014-08-19,39.36
2014-08-20,39.1
2014-08-21,39.52
2014-08-22,39.62
2014-08-25,39.8
2014-08-26,40.02
2014-08-27,40.0
2014-08-28,39.51
2014-08-29,39.42
2014-09-02,39.18
2014-09-03,39.9
2014-09-04,39.6
2014-09-05,39.77
2014-09-08,40.96
2014-09-09,41.14
2014-09-10,40.86
2014-09-11,41.08
2014-09-12,40.98
2014-09-15,41.05
2014-09-16,40.62
2014-09-17,40.78
2014-09-18,40.92
2014-09-19,41.32
2014-09-22,40.84
2014-09-23,40.26
2014-09-24,40.07
2014-09-25,40.34
2014-09-26,43.99
2014-09-29,44.14
2014-09-30,44.34
2014-10-01,44.46
2014-10-02,43.84
2014-10-03,44.88
2014-10-06,45.14
2014-10-07,44.3
2014-10-08,44.06
2014-10-09,44.22
2014-10-10,43.72
2014-10-13,43.48
2014-10-14,42.89
2014-10-15,42.56
2014-10-16,42.1
2014-10-17,43.9
2014-10-20,43.4
2014-10-21,44.65
2014-10-22,45.32
2014-10-23,45.06
2014-10-24,44.98
2014-10-27,45.46
2014-10-28,45.76
2014-10-29,46.08
2014-10-30,45.88
2014-10-31,47.06
2014-11-03,46.68
2014-11-04,46.53
2014-11-05,47.42
2014-11-06,47.42
2014-11-07,47.38
2014-11-10,47.02
2014-11-11,47.6
2014-11-12,47.22
2014-11-13,48.09
2014-11-14,47.9
2014-11-17,47.68
2014-11-18,48.0
2014-11-19,48.25
2014-11-20,48.31
2014-11-21,49.34
2014-11-24,48.9
2014-11-25,49.15
2014-11-26,48.65
2014-11-28,49.17
2014-12-01,49.33
2014-12-02,49.03
2014-12-03,49.08
2014-12-04,49.25
2014-12-05,49.63
2014-12-08,49.52
2014-12-09,48.53
2014-12-10,48.24
2014-12-11,48.74
2014-12-12,48.32
2014-12-15,48.22
2014-12-16,47.68
2014-12-17,46.86
2014-12-18,48.14
2014-12-19,47.75
2014-12-22,47.56
2014-12-23,48.0
2014-12-24,48.2
2014-12-26,48.26
2014-12-29,48.3
2014-12-30,48.44
2014-12-31,48.48
2015-01-02,48.28
2015-01-05,47.26
2015-01-06,46.94
2015-01-07,46.8
2015-01-08,47.83
2015-01-09,48.46
2015-01-12,47.96
2015-01-13,48.17
2015-01-14,46.69
2015-01-15,47.32
2015-01-16,46.38
2015-01-20,46.72
2015-01-21,46.56
2015-01-22,47.18
2015-01-23,48.07
2015-01-26,48.0
2015-01-27,47.65
2015-01-28,47.5
2015-01-29,46.84
2015-01-30,46.96
2015-02-02,46.34
2015-02-03,46.12
2015-02-04,46.38
2015-02-05,46.44
2015-02-06,46.7
2015-02-09,45.75
2015-02-10,45.87
2015-02-11,46.24
2015-02-12,45.73
2015-02-13,46.01
2015-02-17,45.87
2015-02-18,45.77
2015-02-19,46.74
2015-02-20,46.8
2015-02-23,47.46
2015-02-24,47.38
2015-02-25,47.71
2015-02-26,48.33
2015-02-27,48.48
2015-03-02,48.44
2015-03-03,49.22
2015-03-04,48.84
2015-03-05,48.98
2015-03-06,49.23
2015-03-09,48.54
2015-03-10,48.21
2015-03-11,48.19
2015-03-12,47.75
2015-03-13,48.52
2015-03-16,48.1
2015-03-17,48.07
2015-03-18,48.27
2015-03-19,48.9
2015-03-20,51.32
2015-03-23,50.78
2015-03-24,50.52
2015-03-25,50.5
2015-03-26,49.17
2015-03-27,49.56
2015-03-30,50.62
2015-03-31,50.44
2015-04-01,50.0
2015-04-02,50.02
2015-04-06,49.38
2015-04-07,49.86
2015-04-08,50.0
2015-04-09,50.5
2015-04-10,50.46
2015-04-13,49.98
2015-04-14,49.53
2015-04-15,50.32
2015-04-16,49.74
2015-04-17,49.58
2015-04-20,49.54
2015-04-21,50.38
2015-04-22,50.15
2015-04-23,49.89
2015-04-24,50.23
2015-04-27,50.64
2015-04-28,50.4
2015-04-29,49.76
2015-04-30,49.88
2015-05-01,49.94
2015-05-04,50.5
2015-05-05,50.22
2015-05-06,50.14
2015-05-07,50.22
2015-05-08,51.14
2015-05-11,51.21
2015-05-12,50.99
2015-05-13,51.34
2015-05-14,51.47
2015-05-15,51.82
2015-05-18,52.56
2015-05-19,52.31
2015-05-20,52.46
2015-05-21,52.44
2015-05-22,52.6
2015-05-26,52.22
2015-05-27,51.74
2015-05-28,51.12
2015-05-29,51.15
2015-06-01,50.88
2015-06-02,50.9
2015-06-03,51.14
2015-06-04,51.03
2015-06-05,50.75
2015-06-08,50.8
2015-06-09,50.74
2015-06-10,50.92
2015-06-11,52.54
2015-06-12,51.78
2015-06-15,51.55
2015-06-16,51.74
2015-06-17,52.37
2015-06-18,52.52
2015-06-19,53.02
2015-06-22,53.43
2015-06-23,53.6
2015-06-24,53.6
2015-06-25,53.4
2015-06-26,54.18
2015-06-29,54.64
2015-06-30,54.42
2015-07-01,54.48
2015-07-02,54.96
2015-07-06,54.54
2015-07-07,55.04
2015-07-08,55.11
2015-07-09,55.12
2015-07-10,55.26
2015-07-13,55.62
2015-07-14,56.42
2015-07-15,56.0
2015-07-16,56.38
2015-07-17,56.18
2015-07-20,56.64
2015-07-21,56.49
2015-07-22,56.44
2015-07-23,57.25
2015-07-24,57.09
2015-07-27,56.2
2015-07-28,56.04
2015-07-29,56.79
2015-07-30,57.48
2015-07-31,57.75
2015-08-03,57.76
2015-08-04,57.48
2015-08-05,58.3
2015-08-06,58.5
2015-08-07,57.36
2015-08-10,57.7
2015-08-11,57.07
2015-08-12,56.77
2015-08-13,56.64
2015-08-14,56.8
2015-08-17,57.06
2015-08-18,57.56
2015-08-19,57.0
2015-08-20,56.86
2015-08-21,55.74
2015-08-24,50.13
2015-08-25,53.64
2015-08-26,53.25
2015-08-27,55.18
2015-08-28,56.3
2015-08-31,56.2
2015-09-01,54.49
2015-09-02,55.08
2015-09-03,55.62
2015-09-04,54.61
2015-09-08,55.73
2015-09-09,56.36
2015-09-10,54.83
2015-09-11,55.12
2015-09-14,55.76
2015-09-15,55.95
2015-09-16,57.16
2015-09-17,57.62
2015-09-18,57.08
2015-09-21,57.84
2015-09-22,57.62
2015-09-23,57.98
2015-09-24,57.15
2015-09-25,61.56
2015-09-28,62.25
2015-09-29,61.0
2015-09-30,60.37
2015-10-01,61.58
2015-10-02,61.04
2015-10-05,62.92
2015-10-06,62.14
2015-10-07,61.8
2015-10-08,61.46
2015-10-09,62.28
2015-10-12,62.6
2015-10-13,63.0
2015-10-14,63.0
2015-10-15,63.61
2015-10-16,64.75
2015-10-19,65.86
2015-10-20,66.52
2015-10-21,66.32
2015-10-22,66.44
2015-10-23,66.54
2015-10-26,65.14
2015-10-27,65.5
2015-10-28,65.86
2015-10-29,65.34
2015-10-30,65.78
2015-11-02,65.86
2015-11-03,65.62
2015-11-04,65.7
2015-11-05,65.59
2015-11-06,65.8
2015-11-09,65.62
2015-11-10,65.04
2015-11-11,65.14
2015-11-12,63.5
2015-11-13,62.54
2015-11-16,60.9
2015-11-17,61.52
2015-11-18,61.52
2015-11-19,63.13
2015-11-20,66.04
2015-11-23,66.41
2015-11-24,65.82
2015-11-25,66.54
2015-11-27,67.46
2015-11-30,66.96
2015-12-01,66.06
2015-12-02,66.42
2015-12-03,66.56
2015-12-04,64.9
2015-12-07,66.38
2015-12-08,65.44
2015-12-09,65.38
2015-12-10,64.36
2015-12-11,63.81
2015-12-14,63.32
2015-12-15,64.8
2015-12-16,64.68
2015-12-17,65.85
2015-12-18,64.86
2015-12-21,64.84
2015-12-22,65.74
2015-12-23,68.12
2015-12-24,64.55
2015-12-28,63.21
2015-12-29,64.31
2015-12-30,64.36
2015-12-31,63.15
2016-01-04,61.11
2016-01-05,61.72
2016-01-06,61.3
2016-01-07,60.39
2016-01-08,60.06
2016-01-11,58.97
2016-01-12,60.35
2016-01-13,60.53
2016-01-14,59.0
2016-01-15,56.93
2016-01-19,58.19
2016-01-20,57.25
2016-01-21,59.08
2016-01-22,61.29
2016-01-25,61.09
2016-01-26,60.49
2016-01-27,60.96
2016-01-28,60.32
2016-01-29,61.2
2016-02-01,61.75
2016-02-02,63.02
2016-02-03,62.88
2016-02-04,62.02
2016-02-05,59.76
