mkey,condition_feature_matrix,estimated_noise,hampel_mad_limit,importance_ratio_y_fft,intercept_0_25,intercept_0_5,intercept_0_75,iterations_to_converge_0_25,iterations_to_converge_0_5,iterations_to_converge_0_75,kurtosis,kurtosis_abs_noise,linear_trend_slope,lumpiness,mad,max_importance_fft,max_norm_value_count_,max_smoothing,mean,mean_abs_noise,median,min_dist_quantile_,n_unqiue_values_,nr_of_important_features,nr_of_points_filtered,perc_avail_,percentage_of_reoccurring_datapoints,ratio_large_standard_deviation,regressor_mean_loss_0_25,regressor_mean_loss_0_5,regressor_mean_loss_0_75,regressor_mean_loss_total,regressor_mean_smoothed_loss_0_25,regressor_mean_smoothed_loss_0_5,regressor_mean_smoothed_loss_0_75,regressor_mean_smoothed_loss_total,regressor_median_loss_0_25,regressor_median_loss_0_5,regressor_median_loss_0_75,regressor_median_loss_total,regressor_median_smoothed_loss_0_25,regressor_median_smoothed_loss_0_5,regressor_median_smoothed_loss_0_75,regressor_median_smoothed_loss_total,robust_dispersion_,shift,skewness,skewness_abs_noise,stability,var,variance_abs_noise,q975,q025,nr_significant_amplitudes,estimated_noise_normed,kurtosis_abs_noise_normed,kurtosis_normed,linear_trend_slope_normed,lumpiness_normed,mad_normed,mean_normed,mean_abs_noise_normed,median_normed,ratio_large_standard_deviation_normed,shift_normed,skewness_normed,skewness_abs_noise_normed,stability_normed,var_normed,variance_abs_noise_normed,min_dist_quantile_normed,label
97640,20.115448092981307,171.10957071222128,15.0,0.775884435562231,-0.02008040962023898,0.016135200956823026,0.17611492773483903,9.0,4.0,6.0,7.652753402361882,13.063150095261062,2.1342476996769797e-05,400.3163532875449,1.0,0.07572728969676075,0.31026785714285715,0.1,11.096749140130923,6.6767326436644145,3.0,1.0,2229.0,70.0,1773.0,0.8941468253968254,0.8932539682539683,0.09649561266761877,0.035568531338905154,0.060440885934587775,0.06085207817459884,0.15686149544809178,0.039229124283054,0.06360109214205223,0.06216412656469332,0.16499434298979954,0.007549050057470997,0.01855559666522384,0.02848744838142054,0.054592095104115376,0.01089468418679337,0.0193862035276771,0.02848744838142054,0.05876833609589101,0.3333333333333333,1.243133011486599,2.1396467152434826,2.824104517842621,4.900088500849028,185.12000829355438,111.05784946909345,47.0,2.0,64.0,0.08449855343813396,13.063150095261069,7.652753402361879,4.7427726659488476e-07,9.76232533546825e-05,0.022222222222222223,0.17992775866957605,0.14837183652587588,0.0,0.09649561266761877,0.027625178033035533,2.1396467152434835,2.824104517842621,0.002419796790542728,0.0914172880461997,0.05484338245387331,0.022222222222222223,Constant Threshold
102810,345.744151272463,67510093769263.875,0.0,0.05520557253155745,-0.008609995529646437,-6.644030068470426e-05,0.007944210649018499,3.0,2.0,3.0,3.5841559278203037,532.2688602406766,2357.929746495124,6.028482550627313e+31,44040192.0,0.0030224983344633257,0.013293650793650793,0.1,6309665333.776582,414154.00099850225,6327631872.0,41418752.0,1036.0,72.0,32.0,0.9955357142857143,0.9740575396825397,0.15060186279911095,0.004013843157232611,0.004485052747378838,0.004247468750870766,0.012746364655482215,0.010768388210001516,0.01388415325322147,0.010736278699947649,0.03538882016317064,0.0023153322340508688,0.0025041160136147662,0.0026581496324496502,0.007477597880115285,0.009517953689473106,0.012625411940215044,0.00956342025253306,0.031706785882221214,0.00695998011434253,-33750163.77235794,-1.6994983136995343,17.747527243106408,2257093794270383.5,7956121397939687.0,8490331398652.961,6420955136.0,6048186368.0,19.0,0.000485835979904603,532.268860240676,3.5841559278203188,6.3254487739035125e-06,0.003122122469178905,0.11814345991561181,-0.048197541655147544,0.001111021192093277,0.0,0.15060186279911095,-0.09053914026498516,-1.6994983136995414,17.747527243106404,0.01624316178590769,0.05725617933251729,6.1100618359049e-05,0.1111111111111111,Constant Threshold
97144,817990766844094.0,6.665019414691709e+16,725304.375,1.207838235152107,-0.047178517426023116,-0.06360275835436084,-0.059618806030428836,5.0,3.0,5.0,75.65613936297144,19.61797353025525,-3515.260531309055,2.7853985209066707e+33,251015.0,0.09883549320006872,9.92063492063492e-05,0.9,37092935.602467686,249612.02083333334,3754881.0,226673.5,20137.0,73.0,0.0,0.42212301587301587,0.002281746031746032,0.06027993913474048,0.024823117587383096,0.04316208540242491,0.0602756031546263,0.1282608061444343,0.10395357748951023,0.09861080430160017,0.1004189707603521,0.3029833525514625,0.003368932230730223,0.00459993929668509,0.0048155178247643576,0.01278438935217967,0.08440867065217161,0.06258464768705978,0.046998675862526665,0.19399199420175806,0.06685032095557755,168099.6734247906,8.278399681502952,4.112698488592253,977813242881337.2,5.618115030401448e+16,319308085039.8537,190903806.39999866,2379136.725,111.0,1.8752753363034114,19.617973530255252,75.65613936297144,-1.8646156693280937e-05,2.2050304268697576,0.0013314703080118352,0.1768365628749797,0.0013240284216577299,0.0,0.060279939134740494,0.0008916587612357625,8.278399681502949,4.112698488592253,0.027511833706654634,1.5807174589475141,8.984078504521611e-06,0.0012023545798582585,Constant Threshold
102517,28.003823758166806,1129886441.0390007,162270.0,0.4106222197094206,-0.0508306631012696,0.0015151156260881432,0.07858542590893199,7.0,3.0,6.0,2.889505427567785,9.781106828466791,-0.6411977766622108,3.1343055434303734e+18,27234.5,0.02756389666180302,0.001240079365079365,0.1,51925.142155403395,17386.59898502413,30638.0,23118.5,17396.0,68.0,6.0,0.999702380952381,0.2324404761904762,0.1276811432942517,0.03353140090422076,0.04954229926014799,0.04699274561615559,0.13006644578052434,0.035993836328315064,0.05252345333014337,0.04853131671587181,0.13704860637433025,0.0166219541281332,0.025815272261254154,0.027136465101716096,0.06957369149110344,0.01674271624100705,0.025815272261254154,0.027136465101716096,0.0696944536039773,0.8889124616489327,4636.7453089424525,1.631430753132711,2.6242290839696243,413236254.56724644,3374055530.434739,643972749.0766615,208532.29999999993,492.0,21.0,0.02610597118285108,9.781106828466797,2.8895054275677867,-3.0820844647032877e-06,0.001673213828926124,0.13090973239319503,0.10232220466613151,0.08357322588471627,0.0,0.1276811432942517,0.022287726507520186,1.6314307531327108,2.6242290839696247,0.009547803532823767,0.07795738867869835,0.014878958999169379,0.11112510412646015,Seasonal Baselining
102459,77.78701462054445,4055.544088160927,585.0,0.29018601244860254,-0.06691231884190492,-0.013520362867629683,0.043669724659857585,6.0,2.0,7.0,-0.8127300019844874,3.2992311135317873,-0.0030832151793608272,142126640.7674279,161.0,0.017947817002150028,0.0031746031746031746,0.1,423.05375268763436,41.737300871656146,482.0,114.0,1212.0,64.0,0.0,0.9920138888888889,0.9875,0.14871915847696324,0.02335915392734319,0.0301052767750636,0.024685646272650737,0.07815007697505753,0.02517619470256555,0.03270654955127398,0.026304516887045912,0.08418726114088544,0.01748518530558571,0.02234174424299712,0.018342935446331296,0.058169864994914125,0.017527845471217877,0.0224830707163899,0.018347354154354057,0.05835827034196184,0.33402489626556015,46.79357685707282,-0.143637360610513,1.5358472728383497,2644.2184786524112,59124.754798532966,1753.226450544583,844.0,28.0,16.0,0.006090722450741499,3.2992311135317864,-0.8127300019844874,-3.7784499747068968e-06,0.00032056407956421336,0.19730392156862744,-0.07223804817691866,0.051148653028990375,0.0,0.14871915847696324,0.0573450696777853,-0.14363736061051308,1.5358472728383497,0.0039711566444582775,0.08879510704796979,0.002633041454225212,0.13970588235294118,Seasonal Baselining
97107,110559889324.7519,2741843173226.6533,2484225.0,0.3679422268809465,0.13376269880125957,0.16935312450871445,0.3728685667195768,7.0,4.0,4.0,226.2359003383577,10.798238561919439,-64.7661169969879,6.87877802215702e+24,156589.5,0.03504760100555936,9.92063492063492e-05,0.9,656299.3189853958,221516.57371794872,311854.5,130127.25,20153.0,73.0,0.0,0.12906746031746033,0.0006944444444444445,0.04972218207967951,0.03432368101038305,0.04820973569420607,0.04699825288523958,0.1295316695898287,0.0592264752648277,0.05514913005572101,0.09641175496060463,0.21078736028115336,0.02308220845653238,0.031639851802224464,0.037553168715098804,0.09227522897385565,0.04971653785189768,0.03501080222066727,0.08855349031272497,0.1732808303852899,0.5021235864802336,60746.741626794275,13.63316226297377,3.0863670887551713,59991005542.46534,2701150438668.451,103367492263.90962,2785868.0499999993,131831.575,153.0,0.38925019268969036,10.798238561919439,226.2359003383578,-2.4402873738571326e-05,0.1386384666222655,0.05900050789618483,0.12978149404875677,0.08346402764413732,0.0,0.04972218207967951,0.022888435105924563,13.633162262973773,3.0863670887551726,0.008516719955055785,0.3834731829312473,0.01467473292217024,0.049029940328909775,Constant Threshold
102539,63.24912880670318,37713559.544844136,53820.0,0.3749760801135625,-0.07587137720485962,-0.009974141816880036,0.05739505586436998,7.0,3.0,7.0,-1.049919282655628,6.162488249823255,-0.14203681301134155,5296191672641986.0,14470.0,0.020074924399825774,0.00029761904761904765,0.1,36094.24243326387,3996.9627715095185,40928.5,10690.75,17138.0,68.0,0.0,0.999702380952381,0.2812003968253968,0.16614409738356375,0.02756094181029973,0.03538221100092857,0.029067492837400538,0.09201064564862885,0.029070804431228413,0.03760220129548076,0.030430459018612705,0.09710346474532187,0.020901952491575476,0.026538869312144157,0.02147500557503782,0.06891582737875745,0.020901952491575476,0.026538869312144157,0.02147500557503782,0.06891582737875745,0.3535433744212468,3353.104988123516,-0.20051304049664168,1.7750635311536835,27724230.83822229,410216260.1685755,16299955.33481365,69341.22499999999,3003.65,18.0,0.008569951050991306,6.162488249823252,-1.049919282655628,-2.1411215741808714e-06,0.0002734798465510267,0.21812675546249619,-0.07287359489303206,0.06025186738450296,0.0,0.16614409738356378,0.050546089273289185,-0.20051304049664156,1.7750635311536833,0.006299996714111042,0.09321669214981393,0.0037039680432868344,0.16115678030136013,Seasonal Baselining
103574,58.25815536238271,11.82630814511802,15.0,0.09189439033752238,-0.014310936297246713,0.006491098955682322,0.031775427269255384,5.0,3.0,8.0,18.22347750717411,30.115125959770207,-8.545178713467547e-05,88620.49640984811,2.0,0.0059061510637763385,0.13680555555555557,0.1,9.170938897168405,2.0777194222805777,5.0,2.0,123.0,66.0,40.0,0.9985119047619048,0.9984623015873015,0.14706224179283178,0.013059687819543565,0.01724885725172625,0.015629285451817923,0.04593783052308774,0.01637902944397456,0.02169542987421618,0.01829652337344448,0.05637098269163522,0.008503637871456304,0.011238956323759566,0.010431143852933283,0.030173738048149153,0.011303316187969759,0.015026282784947503,0.012276566988815676,0.03860616596173294,0.4,0.6307952199211666,4.108993365451682,4.342624532842465,26.223494561193963,183.05349226303244,7.514260671099392,67.0,1.0,51.0,0.00271494677344308,30.115125959770193,18.223477507174117,-1.2947240474950837e-06,0.0046704468726125135,0.030303030303030304,0.06319604389649099,0.03148059730728148,0.0,0.1470622417928318,0.009557503332138884,4.108993365451683,4.342624532842464,0.0060200859874182605,0.0420232994175924,0.0017250368850090436,0.030303030303030304,Constant Threshold
97656,37.911526701905714,4715.244727921338,510.0,0.1799014791342105,-0.004282709757079742,0.07583751347844649,0.17186210390659007,6.0,3.0,6.0,2.976004968421185,7.4656828466076925,-0.0004704437155985253,34216288.81985677,56.0,0.017912600398522743,0.019146825396825398,0.1,107.73623435030996,48.409372579395814,71.0,47.0,4268.0,68.0,0.0,0.8161706349206349,0.8121031746031746,0.11092041164908822,0.04364563063663385,0.060619756648775544,0.05451672263511791,0.1587821099205273,0.04490301351413728,0.062251415587675066,0.05527821933737901,0.16243264843919136,0.0288615580658213,0.03927634742606035,0.035122445556667936,0.10326035104854958,0.0288615580658213,0.03927634742606035,0.035122445556667936,0.10326035104854958,0.7887323943661971,8.161817102137768,1.5401500257043028,2.15277934021036,2648.934628018847,11600.091239642663,2557.3459210625792,386.0,3.0,36.0,0.032144501141335304,7.465682846607694,2.976004968421187,-1.2283125733642936e-06,0.0015901489517476095,0.1462140992167102,0.09591706096686674,0.1263952286668298,0.0,0.11092041164908825,0.02131022742072522,1.5401500257043033,2.15277934021036,0.018058168151796294,0.07907948952983973,0.017433794770313923,0.1227154046997389,Seasonal Baselining
102484,6438.809299900432,58471047394513.52,15649895.000000002,0.7412869017570352,-0.04747489967957272,0.005237455931279932,0.11802830094357725,5.0,5.0,5.0,286.7855460006854,29.160796977338414,-65.95371301531306,2.1180090487090878e+27,1240798.0,0.019170073004115232,9.92063492063492e-05,0.2,3971734.6674521887,2835409.5255474453,1846044.0,990817.0,20129.0,74.0,6.0,0.5472718253968254,0.0030753968253968253,0.02472820139190991,0.040220455767198425,0.06528213554355007,0.07251958488288576,0.17802217619363425,0.041806271877159025,0.06708760572162797,0.07504405943074118,0.18393793702952815,0.02180036135243138,0.03235537397538548,0.03651820918007369,0.09067394450789054,0.02180036135243138,0.03235537397538548,0.03653106135626158,0.09068679668407845,0.6721389089317481,226922.48575322097,10.895637352572502,4.494753929450365,509483982156.26544,55168784939499.45,24215870147921.4,21391978.4,14160.6,52.0,0.1279422932533616,29.160796977338407,286.7855460006855,-3.085147119895136e-06,0.010140849231364407,0.05804137782482177,0.0994344084760695,0.13263325340659632,0.0,0.02472820139190991,0.01061485731968494,10.895637352572503,4.494753929450363,0.0011148175371841174,0.12071651143063646,0.052987488644532114,0.04634790179566411,Constant Threshold
